SOURCE,STATUS,PROGRAM YEAR,ID,DIVISION,DESCRIPTION,ESTIMATED LETTING DATE,LETTING DATE,ESTIMATED COMPLETION DATE,COMPLETION DATE,CONTRACTOR,CONTRACT NO.,LOW BID AMOUNT,APPROVED CONSTRUCTION AMOUNT,CONSTRUCTION AMOUNT,Latitude,Longitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
plan2012,PLANNED,2012,B412.1,Syracuse,MP 337.53: Thruway Bridge (Westbound) over Canandaigua Outlet - Replacement,2013,,,,,,,4700000.00,,42.974082000000003,-77.181658999999996,"(42.974082, -77.181659)",805,405,2133
plan2012,PLANNED,2012,C140.1,Albany,"Scotia: Rehabilitation of Lock E-8 Breast Wall/Floor, Movable Dam 4 and Lock E-8 Southeast Approach Wall",2014,,,,,,,5600000.00,,42.829348000000003,-73.991392000000005,"(42.829348, -73.991392)",105,75,2142
plan2012,PLANNED,2012,H1121.1,Albany,South of Saugerties (MP 100.8) to North of Saugerties (MP 109.3): Pavement Resurfacing with Resurfacing of Malden Service Area,2015,,,,,,,5200000.00,,42.135285000000003,-73.950767999999997,"(42.135285, -73.950768)",411,330,2182
plan2012,PLANNED,2012,A839.2,Albany,MP 141.92: Administrative Headquarters Building - Replacement of Outdated High Voltage Switch Gear System,2013,,,,,,,1640000.00,,,,,,,
plan2012,PLANNED,2012,H908.2,Syracuse,"East of Rome (MP 240.0) to Verona (Exit 33, MP 253.0): Pavement Resurfacing and Safety Upgrades",2015,,,,,,,15600000.00,,43.132106,-75.461737999999997,"(43.132106, -75.461738)",979,1366,625
plan2012,PLANNED,2012,R17.1,Buffalo,"Lockport: Rehabilitation of Historic Locks E-69 and E-70 at Flight of Five, Niagara County",2013,,,,,,,1852675.00,,,,,,,
plan2012,PLANNED,2012,C264.1,Albany,"Tribes Hill & Fort Plain: Truss Repairs at Movable Dams 8 & 11 at Locks E-12 & E-15, Montgomery County",2013,,,,,,,5000000.00,,,,,,,
plan2012,PLANNED,2012,H1085.1,New York,"I-287/Route 17S (Exit 15) to North of Suffern (Exit 15A): Pavement Resurfacing, Exits 15/15A Ramp Concrete Pavement Restoration and 2 Bridge Rehabilitations at MP 31.78 and MP 31.79",2013,,,,,,,14920000.00,,41.164189999999998,-74.184320999999997,"(41.16419, -74.184321)",529,1557,628
plan2012,PLANNED,2012,H916.4,Buffalo,Buffalo Division: Pavement Safety Striping - 2015,2014,,,,,,,850000.00,,,,,,,
plan2012,PLANNED,2012,B882.1,New York,MP 46.42: Estrada Road Bridge over Thruway - Rehabilitation,2015,,,,,,,2200000.00,,41.325521000000002,-74.112476000000001,"(41.325521, -74.112476)",883,1497,2134
plan2012,PLANNED,2012,B194.1,Buffalo,"MP 420.33, MP 420.34 and MP 420.36: I-90/I-290 Interchange (Exit 50) Bridges - Rehabilitations",2015,,,,,,,3300000.00,,42.949362999999998,-78.763430999999997,"(42.949363, -78.763431)",304,160,2041
plan2012,PLANNED,2012,H1025.1,Syracuse,MP 308: Construct Rest Area with Amenities west of Weedsport near the Old Erie Canal Port Byron Lock (Lock 52),2013,,,,,,,8000000.00,,43.038978999999998,-76.632283000000001,"(43.038979, -76.632283)",77,681,618
plan2012,PLANNED,2012,H1130.2,Albany,Albany Division: Pavement Safety Striping - 2016,2015,,,,,,,850000.00,,,,,,,
plan2012,PLANNED,2012,H81.1,Albany,"Berkshire Thruway, West of Exit B-1 (MP BS5.7) to Canaan Toll Barrier (MP BS17.8): Pavement Resurfacing and Safety Upgrades",2015,,,,,,,6000000.00,,42.458893000000003,-73.582685999999995,"(42.458893, -73.582686)",524,1303,619
plan2012,PLANNED,2012,C47.1,Buffalo,"Rochester: East Guard Lock - Rehabilitation, Monroe County",2015,,,,,,,5800000.00,,43.116874000000003,-77.633336999999997,"(43.116874, -77.633337)",553,1682,2093
plan2012,PLANNED,2012,H1117.5,Buffalo,"Buffalo Division: Pavement Safety Striping, MP 452.34 to MP 455.06 - 2013",2013,,,,,,,50000.00,,42.577429000000002,-79.074043000000003,"(42.577429, -79.074043)",299,529,2041
