"shortcode","indicator","title","headline","summary","bonus"
"EN4A","Fatalities from Crashes","Regional Performance","Fatalities from crashes has ticked upwards since 2010, reversing much of the decline seen during the Great Recession.","Annual fatalities from crashes have grown since 2010 - likely a result of increased road activity as our region's economy has boomed. The past six years mark the first period of sustained growth in road fatalities since the late 1970s, when there were similar conditions during a period of economic growth. Despite the recent adverse trend in fatalities, Bay Area roads are still significantly safer than they in the 1970s and 1980s. This reflects the benefits of improved vehicle safety technologies such as airbags. The long-term decline in fatalities has occurred even as the region's population and mileage traveled has grown.","Although roads have become increasingly safe for motorists, over one-third of all 2016 traffic fatalities in the Bay Area were vulnerable road users - bicyclists and pedestrians. While improved vehicle safety technologies have managed to reduce fatalities among vehicle occupants, non-motorized travelers since 2011 have experienced higher fatality levels than in decades past."
"EN4B","Fatalities from Crashes","Local Focus","San Francisco stands out as an outlier - with one of the lowest fatality rates per capita but one of the highest fatality rates per mile driven.","While Solano, Napa and Sonoma counties unfortunately have had the region's highest fatality rates on both a per-capita and per-mile basis, fatality rate statistics in San Francisco County are more complicated. On a per-capita basis, San Francisco had the lowest fatality rate of any county in the region in 2016. This reflects the shorter travel distances and slower speeds in the city compared with much of the region. At the same time, per mile driven, San Francisco ranked near the top of the 2016 list for having the most dangerous roads in the region - reflecting San Francisco's distinctive modal split. Motorists account for the majority of fatalities regionwide, whereas in San Francisco pedestrians and bicyclists account for the majority of fatalities.",
"EN4C","Fatalities from Crashes","National Context","In contrast to the Bay Area's relatively safe roads, Sunbelt metro areas top the list for highest fatality rates.","Atlanta, Miami, Houston and Dallas top the list of major U.S. metro areas with the highest fatality rates per resident. These metro areas have double the fatality rate of the safest major metro area - New York. The stark difference between the Sunbelt metros and the nation's most transit-oriented metro is reflective of the former group's higher travel speeds, greater miles traveled, and higher auto mode share. The Bay Area, Washington, Chicago and Los Angeles rank favorably just behind New York for the safest roads among major metro areas, each with just under six traffic fatalities per 100,000 residents in 2015.",
"EN7A","Injuries from Crashes","Regional Performance","More people were injured on Bay Area roadways in 2016 than in any year since 2001.","In 2016, nearly six people were seriously injured in a crash every single day in the Bay Area - an indication that more work remains to be done to make sure motorists, pedestrians and bicyclists can all get to their destinations safely. Over the past decade, although motorists continue to account for the majority of serious traffic injuries, the annual number of non-motorized injuries increased 28 percent. The top 3 primary collision factors for crashes that resulted in injuries are unsafe speed, improper turning, and driving under the influence.",
"EN7B","Injuries from Crashes","Local Focus","The rate of injuries resulting from collisions varies greatly by county.","Nearly 40 percent of the region's serious injuries occur in Alameda and Santa Clara counties, which is perhaps not surprising given these counties' large populations and high vehicle-mileage traveled. However, in urban San Francisco - where bicyclists and pedestrians accounted for over half of the serious injuries - the per-VMT injury rate was highest in the region. The North Bay counties of Napa and Sonoma also have above-average injuries per-VMT due to more miles of rural roads, which have higher crash rates.",
"LU3C","Housing Permits","Local Focus","Oakland doubled the number of units for which it issued permits from 2016 to 2017, the largest increase of any Bay Area city.","Oakland historically has lagged behind its “Big Three” peers, San Francisco and San Jose, when it comes to permitting rates, issuing 20 to 25 percent as many permits as San Jose or San Francisco between 2010 and 2016. In 2017, Oakland issued permits for over 4,200 units, double the number of units that were permitted in the previous year. Meanwhile, San Francisco continued to lead the region in permitting rates, issuing permits for over 4,500 units in 2017.",
"EQ1A","Jobs by Wage Level","Regional Performance","The Bay Area's workforce has become more skewed towards high- and low-wage jobs over the years.","In 2017, jobs in middle-wage occupations represented one-fifth of our region's employment, having declined in both relative and absolute terms since 2001. Diminishing middle-wage employment has meant increased job polarization, leaving low-wage workers fewer options for upward mobility. Many of the middle-wage jobs lost have been in occupations specific to manufacturing. Meanwhile, the number of middle-wage jobs in the healthcare sector, such as laboratory technicians and dental assistants, has seen sustained growth. Middle-wage employment in the construction sector has also recovered from its Great Recession downturn.","While high-wage jobs represent the majority of all jobs in the Bay Area, both the absolute number and share of workers employed in low-wage jobs has been on the rise in recent years. From 2016 to 2017, the region added roughly 90,000 low-wage jobs and 9,000 middle-wage jobs, while the number of high-wage jobs decreased by around 12,000. The growth in low-wage jobs has been predominantly in the retail and food service sectors."
"EQ1B","Jobs by Wage Level","Local Focus","High-wage jobs are increasingly concentrated in Silicon Valley and San Francisco.","The change in jobs across wage levels has not been evenly spread across the Bay Area. A disproportionate share of high-wage jobs were created in Silicon Valley and San Francisco, the epicenters of recent economic growth. To a lesser extent, this trend also has been seen in the East Bay, where the gap between the share of low-wage and high-wage jobs has narrowed since 2001. While each of these subregions has seen gains in high-wage technology jobs, job growth in the East Bay has been more pronounced in education and health service occupations.","Low-wage occupations, such as janitors or retail salespeople, are not as prone to geographic clustering as middle- and high-wage work. As a result, the distribution of low-wage jobs largely has been proportionate to total employment. Yet contrary to the regional trend, the North Bay has seen its share of low-wage jobs grow, powered by growth in occupations like personal care aides and food service workers."
"EQ1C","Jobs by Wage Level","National Context","Washington, New York and the Bay Area have the most uneven distribution of jobs by wage level.","In 2017, middle-wage jobs represented roughly one-fifth of all jobs in Washington, New York and the Bay Area, making their shares of middle-wage jobs smallest among the large metro areas. An increasingly high median wage for the Bay Area has resulted in traditionally middle-wage occupations like medical assistants and office clerks being classified as low-wage. As a result, the Bay Area's share of low-wage workers is nearly 40 percent, the highest of any of its peer metro areas.","While all peer metro areas have larger shares of low- and high-wage jobs than middle-wage jobs, Miami, Atlanta, Dallas and Houston have more even distributions of jobs by wage level. Miami and Atlanta's large service sector workforce means its median wage is relatively low, and therefore many consumer service occupations are classified as middle-wage. In Texas metros, the oil and gas industry has created jobs in related middle-wage occupations, such as technicians and transportation operators."
"EQ2A","Housing Affordability","Regional Performance","Many Bay Area households struggle with the cost of housing, with renters often bearing the largest burden.","The share of Bay Area households excessively burdened by housing costs has increased since 1980, with home prices and rents alike growing at a faster rate than incomes. In 2017, nearly one in three Bay Area households spent at least 35 percent of its income on housing. Though housing affordability has been improving for both renters and homeowners since the Great Recession, the improvement has been more dramatic for homeowners. Since 2009, the share of excessively burdened renters decreased by just one percent, while the share of excessively burdened homeowners fell by 10 percent.","Bay Area homeowners have benefited from a number of trends in recent years. The housing bust, combined with high foreclosure rates, allowed many of today's owners to buy homes in a period of relatively low prices. Low interest rates also reduced the cost of owning for existing and new homeowners at the same time that income growth accelerated for higher-earning households. Coupled with slow-growing property tax rates, the result has been improved housing affordability for owners. Renters, many of whom have been priced out of the home-buying market by comparatively lower incomes and tighter lending standards, have seen little relief from rising rents and stagnant wages."
"EQ2B","Housing Affordability","Regional Distribution","Low- and moderate-income households are heavily burdened by the region's housing market.","The vast majority of low-income Bay Area households experience an excessive housing cost burden, regardless of where they live. Increasingly, even moderate-income households face excessive cost burdens. For example, nearly 45 percent of Bay Area households earning $50,000 to $75,000 per year spent more than 35 percent of their income on housing in 2017. Only once a household's annual income exceeds $100,000 does the region become marginally more affordable. Just six percent of these high-income households are considered excessively burdened, with more than half of the Bay Area's high-income households spend less than one-fifth of their annual income on housing.",
"EQ2C","Housing Affordability","Local Focus","While affordability has worsened throughout the Bay Area, the greatest changes have occurred in the North Bay.","27 percent of San Francisco households are considered excessively burdened, bringing the share within one percentage point of the lowest on record for the city. Unlike the rest of the region, this trend has been powered by increases in affordability for renters. In fact, San Francisco reported the lowest share of excessively-burdened renter households on record in 2017. This is due largely to higher-income households flocking to San Francisco in recent years, and excessively-burdened lower-income renters filtering out. While rent control has kept housing affordable for existing residents in San Francisco, it has managed only to slow the trend.","Solano, Sonoma and Marin counties all have seen their shares of excessively-burdened households grow faster than the regional average. Despite home prices and rents that generally are much lower than those in San Francisco and Silicon Valley, lower median incomes mean that households in these counties typically experience more acute affordability challenges. This is due in part to the rising share of renter households in these areas, a group more vulnerable to rising housing costs given fluctuating rents. Existing residents also face growing competition from residents of pricier bayside cities seeking more affordable housing options, while slow housing production has failed to meet this increased demand."
"EQ3A","Displacement Risk","Regional Performance","While relatively stable in recent years, regional displacement risk has increased substantially since 1990.","Displacement has become a serious regional concern over the past few decades. As recently as 1990, San Francisco was the only Bay Area county with more than 30 percent of its lower-income residents at risk. By 2017, every county had displacement risk levels in this range. Displacement risk is rising not only in increasingly expensive bayside communities, but also in the counties of the North Bay. Once seemingly immune to displacement risk, these counties are now being affected by spillover demand for housing.","The Great Recession coincided with a bump in displacement risk in most Bay Area counties, as low-income homeowners bore the brunt of the negative effects of the mortgage lending crisis. However, in the region's most jobs-dense counties - San Francisco, San Mateo and Santa Clara - the share of lower-income households at risk of displacement actually fell during the Great Recession, as demand for housing subsided and rising housing costs stabilized."
"EQ3B","Displacement Risk","Local Focus","Neighborhoods at risk of displacement range from urban neighborhoods like San Francisco's Mission District and West Berkeley to suburban communities like East San Mateo and Concord.","Displacement risk has become a regional issue in recent years, through a combination of rising housing prices, scarce affordable housing production, and limited tenant protections in many cities. While urban neighborhoods have long been at risk of displacement via gentrification, the problem can be just as acute in suburban communities such as Concord, El Cerrito, Santa Clara and Santa Rosa. Not surprisingly, cities known for providing affordable options to those displaced - such as Antioch and Vallejo - have relatively few neighborhoods considered at risk, even as they experience rising poverty.",
"EQ3C","Displacement Risk","National Context","Fast-growing Texas metros have the lowest displacement risk.","Houston and Dallas have the lowest and second-lowest levels of displacement risk, respectively, among major U.S. metro areas. This speaks not only to their relative affordability - which reduces pressure on lower-income households - but also to the lack of gentrification in these metro areas' traditional lower-income communities. In contrast to metropolitan areas like Philadelphia, Washington or Los Angeles, Texas metro areas have maintained a 20thÂ century-style pattern of outward development, which has resulted in many higher-income earners continuing to prefer locations at the periphery. In contrast, the metro areas with the highest risk of displacement have seen a much greater shift in homebuyer preferences, resulting in more gentrification and heightened pressure for displacement in renewed walkable urban cores.",
"EQ4A","Migration","Regional Performance","Economic recovery has markedly slowed the rate of out-migration from the Bay Area.","While the high cost of housing remains a major hurdle for the Bay Area, the strong job market has significantly reduced the net flow of residents moving to other states. In 2011, 15,800 more Bay Area residents moved to other states than moved into our region. By 2015, this trend had reversed, with around 3,000 more people moving from other states to the Bay Area than leaving for other states. In this same four-year period, relocation from the Bay Area to more affordable counties to the east remained relatively stable. Net migration between the Bay Area and these communities indicates a net outflow of 14,500 residents in 2015, resulting in lengthy commutes for those that continue to work in the Bay Area.","While data on the number of Bay Area residents that leave the region for other countries is not available, data on immigration show that roughly 86,000 people moved to the Bay Area from abroad in 2015. The majority of these new arrivals hail from Asia, though the fastest growing contingent is residents from other North American countries."
"EQ4B","Migration","Local Focus","The East Bay continues to be a more affordable option for Bay Area households seeking to remain close to major job centers.","While many people have moved outside the Bay Area in pursuit of lower-cost housing, relocation within our region is even more common. In 2015, there was a net flow of 14,800 people from the three counties closest to booming job centers - San Francisco, San Mateo and Santa Clara - to the more affordable counties of the East Bay. Even within the East Bay, residents continue to relocate from Alameda County to lower-cost Contra Costa County, or north to Solano County.","Those moving out of the Bay Area often choose the closest county beyond the borders of the nine-county region. New arrivals to San Joaquin County are disproportionately from Alameda and Contra Costa counties, whereas residents relocating to locations like Los Banos in the Central Valley and Hollister in the Central Coast region often come from Santa Clara County. Intra-state migration into the Bay Area appears to be driven by proximity to high-wage job centers, with the lion's share of former Southern Californians choosing San Francisco, Alameda and Santa Clara counties as their new homes."
"EQ4C","Migration","National Context","Economic opportunity remains a powerful driver for migration within the United States.","Before accounting for immigration, only three of the ten most populous U.S. metro areas - Atlanta, Dallas and Houston - experienced net in-migration in 2015. These low-cost, jobs-rich metro areas are attracting new residents from across the country. At the same time, the Bay Area's slight loss of residents remains a fraction of the out-migration flows from Chicago and New York. While some former New Yorkers and Chicagoans are merely relocating to warmer climates - such as the tens of thousands who annually relocate from New York to Florida - others are looking for better job opportunities and lower-cost housing.","Immigration from other countries remains critical to the ongoing vitality of metropolitan areas across the United States. While New York and Los Angeles unsurprisingly attract the largest number of immigrants each year (given their substantial existing immigrant populations), the Bay Area and Miami rank third and fourth, respectively, for immigration. Economic opportunity, geographic proximity and the existence of established immigrant communities are critical drivers for immigration as well; over half of all Bay Area immigrants come from Asia and over two-thirds of all Miami immigrants relocate from countries in Latin America."
"LU3D","Housing Permits","National Context","Even with a strong economy and steady population growth, the Bay Area continues to issue permits for housing at a slower rate than Sunbelt metros.","While the Bay Area issued more permits per capita than its peers in large metros in the Northeast, the region continued to fall short of permitting rates seen in Sunbelt metros like Dallas and Atlanta. Metro areas across the southern United States issued two to three times as many permits per capita as the Bay Area in 2017, the majority of which are permits for single-family homes. In contrast, the Bay Area ranked second in terms of the share of permits issued for multi-family housing, falling just short of the New York metro area.",
"EQ5A","Poverty","Regional Performance","Our region's poverty rate is at a historic low.","The Great Recession brought poverty levels to new highs, peaking at 27 percent in 2012. Since then, the Bay Area's poverty rate has fallen year after year. In 2017, the poverty rate fell below 20 percent for the first time on record. While this is promising news, 1.5 million Bay Area residents still live in poverty, highlighting the continued importance of affordable housing and job training opportunities for all Bay Area residents.","Poverty rates have fallen in all Bay Area counties except Contra Costa and Marin. The reduction in poverty rates has been especially pronounced in San Francisco and Alameda counties, falling 5 percent since 1980 in Alameda County and 12 percent in San Francisco over the same time period. An influx of high-earning households moving to centrally-located cities like San Francisco and Oakland, coupled with rising housing costs that have prompted many low-income households to relocate to lower-cost communities, have largely powered this trend."
"EQ5B","Poverty","Local Focus","Poverty in the Bay Area increasingly is concentrated in inland cities, though pockets of poverty remain in bayside neighborhoods.","The suburbanization of poverty is readily apparent in communities like Antioch, Oakley, Rohnert Park and San Leandro, each of which has seen more than a 10 percentage point increase in its poverty rate since 2000. In contrast, 2017 poverty rates in San Francisco and San Jose were well below the levels seen in 2000. This trend is driven in part by the relative affordability of housing in these suburban cities, especially as housing costs have risen dramatically in gentrifying urban neighborhoods. Bay Area workers in poverty living in inland suburbs often face restricted economic opportunities due to excessive commute lengths and limited transportation options.","While the Bay Area has experienced increased poverty in inland cities, select neighborhoods close to the Bay also continue to experience high poverty rates. In San Mateo County, some neighborhoods in East Palo Alto and Redwood City have poverty rates over 50 percent, more than triple the county rate. Similarly, the East Bay cities of Oakland, Richmond and San Pablo all have neighborhoods in which the majority of residents are in poverty."
"EQ5C","Poverty","National Context","Southern metros have the greatest challenges with regional poverty.","At just under 20 percent, the Bay Area ranks second-to-last among the top 10 most populous U.S. metro areas for its share of residents in households with incomes below 200 percent of the federal poverty limit. Despite this relatively strong performance, our region's high cost of living presents significant challenges for low-income residents. Yet at the same time, other regions have much greater poverty challenges. Poverty rates are highest in the South, with Miami, Houston, Atlanta and Dallas comprising four of the five metros with the highest poverty rates. While the cost of living is substantially lower in Southern metro areas, evidently incomes have not kept pace for many households.",
"EQ6A","Life Expectancy","Regional Performance","Life expectancy in the region has increased, indicating the Bay Area's population is getting healthier.","Life expectancy in the Bay Area was over 82 years as of 2013, a six year improvement compared to 1990. Regional life expectancy increased almost every year on record since 1990. The most recent year to see a drop was 2005, around the time of a particularly severe flu season. Prior to that, life expectancy dipped in 1993 around the height the AIDS epidemic. Significant healthcare improvements for people living with HIV in the late 1990s had a substantial impact on health outcomes, particularly in San Francisco County where life expectancy jumped nearly six years between 1990 and 2000.","While San Francisco County saw exceptional improvement in life expectancy after 1990, the other eight Bay Area counties also saw life expectancy increases. There are, however, widening disparities between counties as life expectancy is increasing more slowly in Solano compared to the rest of the region in recent years. In 2000, the gap in life expectancy between Solano County and the regional average was 1.5 years. By 2013, that number had grown to 3.8 years."
"EQ6B","Life Expectancy","Local Focus","Life expectancies across different Bay Area ZIP Codes varied by as much as 13 years.","Life expectancy within different Bay Area ZIP Codes ranged from a low of 73 years to a high of 86 years. Life expectancy in ZIP Codes representing neighborhoods in the Berkeley Hills in the East Bay and around Los Altos Hills in the South Bay have some of the best health outcomes in the region. Meanwhile, ZIP Codes in Santa Rosa in Sonoma County, urban neighborhoods areas in Solano County, and Bayside neighborhoods in the East Bay have relatively lower life expectancies.","The lowest life expectancies in the region were in the Downtown and Tenderloin areas of San Francisco. Life expectancies in neighboring Eureka Valley were 10 years higher. Similarly, life expectancy in East Oakland is 75 years compared to 85 years in the Oakland Hills. San Francisco and Oakland exemplify some of the significant health inequities that exist in the Bay Area."
"LU1A","Population","Regional Performance","The South Bay has risen to prominence as the region's largest population center.","The most significant change by far to our region’s population pattern over the past 50 years has been the rise of the South Bay. Santa Clara County is now home to 25 percent of Bay Area residents, compared to 18 percent in 1960. In this same period, the City of San Jose saw its population skyrocket from 200,000 people to more than 1 million, a surge that allowed this unofficial capital of Silicon Valley to claim the title of the region’s most populous city from San Francisco. Meanwhile, in the North Bay, Marin County was eclipsed by both Solano County and Sonoma County in the late 1970s.","The City and County of San Francisco was the second most populous Bay Area county in 1960, home to 20 percent of the region’s residents. In the following decades, San Francisco was surpassed in population by Santa Clara and Contra Costa counties during a period of urban disinvestment and widespread suburban development. Since the turn of the 21st century, the declining share of the population living in San Francisco has stabilized at 11 percent, as population and employment growth have returned to historical urban strongholds."
"LU4A","Housing Production","Regional Performance","While housing construction is up from the depths of the Great Recession, the 2018 production rate is still well below that of past decades.","Demand for housing in the Bay Area has continued to grow due to high rates of job creation and ensuing population growth. Historically, the region has not produced the housing needed over the past half-century to keep up with demand, resulting in higher housing costs due to the constrained supply. In 2018, the Bay Area added just 15,400 housing units, a fraction of the peaks seen in the 1990s.","Multi-family home construction has driven growth since 2010, with 135,000 new multi-family units built between 2010 and 2018 – 73 percent of the total produced. In 2018, there was a roughly 50-50 split between single-family and multi-family production. This is due in large part to substantially lower multi-family housing production rates in San Francisco and Santa Clara counties, which produced 2,000 and 3,700 fewer multi-family units, respectively, in 2018 than in 2017."
"LU1B","Population","Regional Distribution","Over the past decade, the distribution of Bay Area residents between center cities and suburban communities has stabilized.","The Bay Area of 1960 is starkly different than the Bay Area of 2018, especially in terms of where people live. Up until 1960, growth was somewhat concentrated in the ring of cities close to San Francisco Bay. Since 1960, the share of residents living in inland, delta and coastal cities farther from the Bay increased from 12 percent in 1970 to 25 percent in 2018. Much of this growth occurred in Contra Costa, Alameda, Sonoma and Solano counties, where there was ample land to develop new neighborhoods and opportunities to annex adjacent unincorporated areas. Since 2007, the proportion of residents in inland areas has remained constant, reflecting an overall slowdown in the rate of population growth for these areas compared to historical norms, combined with accelerated population growth in select Bayside and all “Big Three” cities.","Vital Signs categorizes these geographical jurisdictions based on their proximity to the Bay, with the three largest cities – San Jose, San Francisco and Oakland – grouped separately as the “Big Three.” Cities that ring the Bay are referred to as “Bayside” cities, while the cities beyond this core are classified descriptively as “Inland, Delta and Coastal.” The remainder of Bay Area lands – by far the largest segment in terms of acreage – is classified as “Unincorporated.”"
"LU1C","Population","Local Focus","Some Priority Development Areas are already rapidly developing, while others have seen limited growth in recent decades.","Examining neighborhoods now identified as Priority Development Areas (PDAs), locally designated areas with frequent transit service, reveals historical population trends and allows us to track where growth is occurring. Transit-Oriented Development, or “TOD”, Corridors, especially those in Santa Clara County and Oakland, have seen the largest growth in overall population in the past decade. Other PDAs have seen robust relative population growth, especially in communities such as San Francisco’s Treasure Island & Yerba Buena Island, Mountain View’s North Bayshore, and Newark’s Dumbarton TOD, which started with smaller populations. Other PDAs have seen more limited growth – including locations like Central Rohnert Park and Berryessa in San Jose – but will likely see future growth in decades to come due to regional transit connections like SMART and BART.",
"LU1D","Population","National Context","While recent population growth may seem rapid to residents, our region’s rate of growth nonetheless remains significantly slower than other booming metro areas.","The Bay Area has been the nation’s fourth-largest metropolitan area by population since the early 1980s, though Sunbelt metros like Houston, Dallas, Atlanta and Miami have added population at faster rates. Since 2010, population growth in Houston and Dallas has occurred at twice the rate of the Bay Area – even as our region’s robust economy has produced jobs at a faster clip. With only 200,000 fewer residents than the Bay Area in 2018, Dallas may surpass the Bay Area in population within the next decade.",
"LU2A","Jobs","Regional Performance","Employment is at an all-time record high.","The Bay Area economy has experienced and survived two bubbles in the 21st century – the “dot-com” technology bubble of the early 2000s and the more recent, real estate-based financial crisis of 2008. Since the end of the Great Recession, the region’s job market has recovered and continued to grow. Jobs have grown by at least 3 percent each year since 2012, reaching a new peak of over 4 million jobs in 2018. Only time will tell whether these trends are fleeting or the new normal.","Between 2000 and 2010, the number of jobs in San Francisco decreased by 65,000. In recent years, the city has more than recovered, adding 184,000 jobs between 2010 and 2018 – nearly three times the number lost in the first decade of the 21st century. Santa Clara County is also experiencing an unprecedented boom, adding over 250,000 jobs in this decade after losing 180,000 jobs between 2000 and 2010. Together, these two counties account for nearly half the region’s employment – and more than 60 percent of regional job growth since 2010. In contrast, recent job growth in the North Bay counties of Solano and Marin – as well as Contra Costa County – has been significantly less robust."
"LU2B","Jobs","Local Focus","Jobs are clustered around San Francisco Bay, particularly in Silicon Valley and San Francisco.","The location of employment clusters can have a strong effect on transportation patterns and housing costs. When divided into 20 sub-counties, the largest job centers continue to be San Francisco, North Santa Clara County and San Jose.  Together, these sub-counties totaled more than 1.6 million jobs in 2018 – nearly half of all regional employment. Along with Central and South San Mateo County, these sub-county areas have seen the most robust job growth rates since 2010. However, booming job markets in these sub-county areas also have contributed to a growing regional housing and jobs imbalance.","While established East Bay communities have seen some job growth in recent years, it has not been to the same level as their San Francisco and Silicon Valley counterparts. East Alameda County, which experienced significant job losses during the Great Recession, has seen the most growth among East Bay sub-county areas, totaling a 26 percent increase since 2010. On the other side of the hills, North Alameda County – the region’s fourth-largest job center that includes downtown Oakland and downtown Berkeley – has seen a 6 percent increase. The diverse geography of job growth across the Bay Area continues to transform the region’s housing and transportation patterns, with East Bay residents increasingly commuting to faster-growing job centers in Silicon Valley and San Francisco."
"LU2C","Jobs","National Context","Since 2010, Bay Area employment has grown faster than any other major metro area.","Over the past 25 years, Dallas and Houston have seen the fastest job growth among the 10 major U.S. metro areas, while the Bay Area has remained in the middle. With expanding manufacturing sectors, rapidly increasing population and housing production rates that can match pace with growing demand, it is no surprise that these Texas metros lead the nation. However, when looking at job growth since 2010, the Bay Area leads the nation, due in large part  to renewed growth in tech sector employment.",
"LU3A","Housing Permits","Regional Performance","Despite a significant increase since the Great Recession, permitting still remains well below mid-20th century levels.","Bay Area cities and counties issued permits for 27,000 housing units in 2017. While thousands of units below the peaks of the 1970s and 1980s, this represents the largest number of units permitted in the post-Great Recession era. Multi-family housing accounted for more than 75 percent of all permits issued in 2017, one of the highest shares on record. In highly urbanized counties like San Francisco and Santa Clara, the share is even higher, with permits for multi-family units accounting for 98 percent and 88 percent of all permits, respectively. Meanwhile, counties in the North Bay continue to issue more permits for single-family units than multi-family units.",
"LU4B","Housing Production","Local Focus","Since the end of the Great Recession, the majority of the region's housing production has been multi-family properties in San Francisco and San Jose.","San Jose and San Francisco, the two largest cities in the region, have produced around one-third of all new Bay Area housing units since 2010. Fueled by growing demand for rental housing near job centers, San Jose and San Francisco have added nearly 45,000 units to the region’s housing stock – over 90 percent of which are multi-family units. However, housing production in 2018 was down 29% in San Jose and 50% in San Francisco from 2017, which could indicate a slowdown in the demand for housing in these areas. Cities in Alameda County like Oakland, Pleasanton and Union City, and cities in Silicon Valley like Redwood City, Foster City and Sunnyvale also have produced a large share of multi-family units.","Natural disasters have definitively shaped the state of housing production at the local level. The 2017 Northern California wildfires affected communities throughout the North Bay, and the housing production for our region is still recovering from the loss of nearly 5,000 homes. Santa Rosa, as well as unincorporated Sonoma and Napa Counties, were particularly hard hit. However, housing production in these areas was up 8% in 2018, with Sonoma County alone adding 1,400 units."
"LU4C","Housing Production","National Context","The major metros in the South have produced housing at rates two and three times faster than their peers.","Dallas, Houston and Atlanta continue to produce the most housing units per capita among the major metros. The Texas metros have been national leaders in housing production for nearly a decade, with per capita production rates well above that of our region. Dallas is approaching three times the housing units per capita of the Bay Area, while Houston is approaching two times. While housing production in Atlanta fell precipitously during the Great Recession, it has rebounded in recent years to nearly match that of Houston. Housing production in these areas can be attributed to lower construction costs, simpler permitting processes, and skyrocketing job and population growth. In 2017, these three southern metros continued to produce more housing units than the other seven major metros combined.","The Bay Area is ranked 5th among the major metros for per capita housing production, with New York, Chicago and Philadelphia continuing to produce the lowest number of new housing units per capita. However, 2018 was the first year that Chicago outpaced Philadelphia in per capita housing production, suggesting a reversal of the slow growth trend the metro area has experienced for decades."
"LU5A","Greenfield Development","Regional Performance","The pace of Bay Area greenfield development slowed by nearly a third from 2000 to 2016.","Between 2000 and 2010, the Bay Area’s urban footprint expanded by around 4,700 acres per year. In this decade, that figure has been cut in half, down to 2,000 acres per year. The latest data show greenfield development on the rise from 2014 to 2016, which could suggest a resurgence in demand for lower-cost housing in less-centrally located parts of the region.","Development across the Bay Area increased the size of the region’s developed footprint to approximately 790,200 acres in 2016, making it 17 percent larger than the footprint of 1990. Since 1990, greenfield development was most rapid between 1990 and 2000, when approximately 55,000 acres were added to the region’s developed area. Nevertheless, the Bay Area has grown denser over time, with the rate of population growth outpacing the rate of greenfield development since 1990."
"LU5B","Greenfield Development","Regional Distribution","Regional greenfield development since 2010 has been concentrated in Alameda, Contra Costa and Santa Clara counties.","East Bay counties, along with Santa Clara County to the south, have accounted for nearly two-thirds of the Bay Area’s greenfield development since 2010. Development in these three counties largely has consisted of nonagricultural land converting to housing or retail. Meanwhile, Sonoma County has drastically reduced its share of greenfield development in this decade, accounting for just 5 percent of the region’s share since 2010 – down from 19 percent in the 1990s.",
"LU5C","Greenfield Development","Local Focus","The Bay Area’s urban footprint grew in large part due to activity in eastern Contra Costa and southern Santa Clara counties.","Powered in part by significant development activity in Brentwood, Antioch and Oakley, a significant chunk of our region’s greenfield development from 1990 to 2016 occurred in eastern Contra Costa County. The 28,100 acres of greenfield development in the county represented 25 percent of all such development within the region during this period. Combined with similar activity around South San Jose, Gilroy and Morgan Hill, Contra Costa and Santa Clara counties together account for more than 40 percent of our region’s greenfield development in this 26-year timeframe.","Sonoma and Solano counties have accounted for the majority of greenfield development in the North Bay. In Sonoma County – where nearly 16,600 acres have been developed since 1990 – nearly all development can be attributed to the conversion of small parcels in unincorporated areas along the U.S. Route 101 corridor. This contrasts with the development pattern in Solano County, where new, multi-acre residential subdivision developments are much more common."
"LU5D","Greenfield Development","National Context","Since 2000, the Bay Area has consumed the fewest greenfield acres among the 10 largest U.S. metro areas.","While the fast-growing Sunbelt metropolitan regions of Atlanta, Dallas and Houston absorbed land at a prodigious pace from 2000 through 2018 – with each expanding its urban footprint by around 40 percent – the acreage of developed land in the Bay Area expanded by just  10 percent (measured in terms of U.S. Census block groups). Indeed, the Bay Area’s developed footprint grew by the smallest number of acres — and the third-smallest percentage — of any of the nation’s 10 largest metro areas during this period. Only New York City and Los Angeles registered similarly small growth rates for greenfield development.",
"T11T12A","Transit Ridership","Regional Performance","While transit ridership has been on the rise in the last few years, it remains below the modern-era peak achieved in 2001.","On a typical weekday in 2016, Bay Area residents boarded buses, trains and ferries approximately 1.8 million times. While ridership has surpassed pre-recession levels - growing robustly for the fifth consecutive year - the region is still just shy of its modern historic peak of weekday boardings, which was reached in 2001. On a per-capita basis, transit use is well below the levels of the early 1990s. The average resident boarded transit 79 times per year in 1991, while in 2016, this had fallen to 70 trips per year - an 11 percent decline over 25 years.","Short- and long-term ridership trends indicate an ongoing shift in transit demand away from local bus services and toward regional rail systems. While ridership on rail systems has grown steadily over the decades, bus ridership has dropped significantly. On a per-capita basis, ridership on Bay Area buses has fallen by one-third since 1991. Given that the majority of Bay Area transit trips take place on buses - rather than trains - this has played a major role in the overall per-capita decline in regional transit use."
