"basisid","socrata_id","data_category","data_subcategory","data_set","description","data_steward","jurisdiction_contact","primary_uses","format","unit_of_analysis","principal_use","source","data_collection_phase","category_search","geojson","geometry","dataurl","data_steward_notes","publishing_status","downloadurl","date_added","date_published","sharing_permissions","update_frequency","in_review","basis_url"
"721898cf-ba24-45d7-9e97-8843e1ff3b9f",,"Environment","Climate","Adapting to Rising Tides: 2ft Sea Level Rise Scenario – Low-Lying Areas","Hydraulically disconnected low-lying areas for a subset of the regional inundation modeling conducted by the San Francisco Bay Conservation and Development Commission for its Adapting to Rising Tides project. The subset contains hydraulically disconnected low-lying areas for Alameda, Contra Costa, Marin, San Francisco, and San Mateo counties associated with a two-foot sea level rise scenario. This feature set was used for hazard analysis conducted for the Plan Bay Area 2040 Environmental Impact Report.","Michael Smith",,"Resiliance Programs; UrbanSim Modeling; Plan Bay Area","geo",,"Plan Bay Area 2040 EIR","San Francisco Bay Conservation and Development Commission",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/bcdc_art_2ft_slr_lowlying/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=6abfd17322d645169fb4ff77ccd17527#visualize",,"Deprecated",,,"2016","Internal",,,
"e585fc67-e115-4259-bc56-6cfa7fc35740",,"Environment","Physical","California Groundwater Basins","Department of Water Resources Bulletin 118 groundwater basins for the San Francisco Bay Region and surrounding counties

This version is maintained separately from the Plan Bay Area 2040 EIR version as the data has been updated by the data provider and it what is currently in use for mapping and analysis at MTC/ABAG.","Michael Smith",,"TBD","geo",,"TBD","California Department of Water Resources",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/dwr_groundwater_basins/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=a5130ad5403d45339fe1bb7e8b6c72b6#visualize",,"Authoritative",,,"2018","Internal",,,
"803891ef-5ce9-449f-99e5-2ebebeb09f83",,"Environment","Protected Areas","California Protected Areas Database","The California Protected Areas Database (CPAD) inventories open space lands that have been protected for open space uses through fee ownerships. CPAD is not a database of all public lands – for example, it does not include public buildings, water treatment sites, or other non-open space public land. Check https://www.calands.org/cpad/ for the latest version.

This version is maintained separately from the Plan Bay Area 2040 EIR version as the data has been updated by the data provider and it what is currently in use for mapping and analysis at MTC/ABAG.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"TBD","GreenInfo Network",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/california_protected_areas_database/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=4f8ec64aaa234f2e9b5e54dd2316f3b5#visualize",,"Authoritative",,,"2019","Internal",,,
"6ccfe813-61a5-46cf-b6ee-12b9e3102d83",,"Environment","Species Habitat","Critical Habitat for Threatened and Endangered Species (line)","When a species is proposed for listing as endangered or threatened under the Endangered Species Act, the United States Fish and Wildlife Service (USFWS) must consider whether there are areas of habitat believed to be essential for species conservation. Those areas may be proposed for designation as critical habitat. Critical habitat is a term defined and used in the Act. It is a specific geographic area(s) that contains features essential for the conservation of a threatened or endangered species and that may require special management and protection. Critical habitat may include an area that is not currently occupied by the species but that will be needed for its recovery. An area is designated as critical habitat after the USFWS publishes a proposed Federal regulation in the Federal Register and receives and considers public comments on the proposal. The final boundaries of the critical habitat are also published in the Federal Register.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"Plan Bay Area 2040 EIR","United States Fish and Wildlife Service (USFWS)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/usfws_critical_habitat_line/FeatureServer","Polyline","https://mtc.maps.arcgis.com/home/item.html?id=c9db6b647d014569ac81c7495daebce6#visualize",,"Authoritative",,,"2019","Internal",,,
"f92308c1-b816-45ce-addc-4e365280a825",,"Environment","Species Habitat","Critical Habitat for Threatened and Endangered Species (polygon)","When a species is proposed for listing as endangered or threatened under the Endangered Species Act, the United States Fish and Wildlife Service (USFWS) must consider whether there are areas of habitat believed to be essential for species conservation. Those areas may be proposed for designation as critical habitat. Critical habitat is a term defined and used in the Act. It is a specific geographic area(s) that contains features essential for the conservation of a threatened or endangered species and that may require special management and protection. Critical habitat may include an area that is not currently occupied by the species but that will be needed for its recovery. An area is designated as critical habitat after the USFWS publishes a proposed Federal regulation in the Federal Register and receives and considers public comments on the proposal. The final boundaries of the critical habitat are also published in the Federal Register.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"Plan Bay Area 2040 EIR","United States Fish and Wildlife Service (USFWS)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/usfws_critical_habitat_poly/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=d0490288e9e5436bb6a7f5cefb3485a8#visualize",,"Authoritative",,,"2019","Internal",,,
"7b73f771-4566-4481-a908-5621a722937d",,"Environment","Species Habitat","Essential Habitat Connectivity Areas","The California Department of Transportation (Caltrans) and California Department of Fish and Wildlife (CDFW) commissioned the California Essential Habitat Connectivity Project because a functional network of connected wildlands is essential to the continued support of California's diverse natural communities in the face of human development and climate change. The Essential Connectivity data depicts large, relatively natural habitat blocks that support native biodiversity (Natural Landscape Blocks) and areas essential for ecological connectivity between them (Essential Connectivity Areas). Each Essential Connectivity Area serves to connect at least two, and as many as 15, Natural Landscape Blocks. This coarse-scale data was based primarily on the concept of ecological integrity, rather than the needs of particular species.

This version is maintained separately from the Plan Bay Area 2040 EIR version as the data has been updated by the data provider and it what is currently in use for mapping and analysis at MTC/ABAG.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"TBD","California Department of Fish and Wildlife",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/cdfw_essential_connectivity_areas/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=182f6f5d9d8a44a989ff9bfa216d06bd#visualize",,"Authoritative",,,"2014","Internal",,,
"1b620344-133d-4825-876d-59cb6c5c1f21",,"Environment","Species Habitat","Forest Land","Forest land, from the United States Department of Agriculture (USDA), for the San Francisco Bay Region and surrounding counties. Forest areas are a subset of the USDA's 2011 California Cropland Data Layer (CDL). Feature set was used in the Plan Bay Area 2040 Environmental Impact Report analysis. The 2011 CDL has a ground resolution of 30 meters. The CDL is produced using satellite imagery from the Landsat 5 TM sensor, Landsat 7 ETM+ sensor, the Spanish DEIMOS-1 sensor, the British UK-DMC 2 sensor, and the Indian Remote Sensing RESOURCESAT-1 (IRS-P6) Advanced Wide Field Sensor (AWiFS) collected during the current growing season.

This version is maintained separately from the Plan Bay Area 2040 EIR version as the data has been updated by the data provider and it what is currently in use for mapping and analysis at MTC/ABAG.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"TBD","United States Department of Agriculture (USDA)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/usda_forest_land/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=cdfb748992314883b4b6484749a8cc8e#visualize",,"Authoritative",,,"2019","Internal",,,
"ab15b4b1-7b24-4c75-aef8-f69965dc436d",,"Environment","Species Habitat","Steelhead Salmon Critical Habitat","Steelhead Salmon, listed by Federal Government as a threatened species, critical habitat in the San Francisco Bay Region. This feature set was acquired from the California Department of Fish and Wildlife (CDFW), but the National Oceanographic and Atmospheric Administration (NOAA) was the data originator.

This version is maintained separately from the Plan Bay Area 2040 EIR version in case the source provider makes an update available.","Michael Smith",,"TBD","geo",,"TBD","National Oceanic and Atmospheric Administration (NOAA)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/noaa_steelhead_criticalhabitat/FeatureServer","Polyline","https://mtc.maps.arcgis.com/home/item.html?id=b2e05779dd994de9a16dd5c7e9cdd32b#visualize",,"Authoritative",,,"2005","Internal",,,
"d2f53550-37ec-4d98-95f5-51477183f861",,"Environment","Physical","Ultramafic Rock (2009)","Ultramafic rock deposits in the San Francsico Bay Region. Ultramafic rock is chiefly composed of mafic minerals (rich in iron and magnesium), and less than about 45 percent silica, such as olivine, augite, or hypersthene. Pyroxene and serpentinite are ultramafic rocks. Ultramafic rock commonly contains chrysotile and amphibole asbestos. Asbestos is a known carcinogen and inhalation of asbestos may result in development of lung cancer or mesothelioma. The California Air Resources Board (CARB) has regulated the amount of asbestos in crushed serpentinite used in surfacing applications, such as for gravel on unpaved roads, since 1990. In 1998, new concerns were raised about possible health hazards from activities that disturb rocks and soil containing asbestos and may generate asbestos-laden dust. These concerns recently lead to CARB to revise their asbestos limit for crushed serpentinite and ultramafic rock in surfacing applications from five percent to less than 0.25 percent, and to adopt a new rule requiring best practices dust control measures for activities that disturb rock and soil (construction projects are one example) containing naturally occurring asbestos.","Michael Smith",,"Resiliance Programs; UrbanSim Modeling; Plan Bay Area","geo",,"Plan Bay Area 2040 EIR","United States Geological Survey (USGS)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/usgs_ultramafic_rock_2009/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=155ff3f0b44947c3a59c8497ec398dec#visualize",,"Authoritative",,,"2009","Internal",,,
"11405d05-2d6e-45f2-b929-7d8fcf601d19",,"Environment","Protected Areas","Wetlands in the San Francisco Bay Region and Surrounding Counties","This data set represents the extent, approximate location and type of wetlands and deepwater habitats in the San Francisco Bay Region (extracted from a larger data set of the United States and its territories). These data delineate the areal extent of wetlands and surface waters as defined by Cowardin et al. (1979). The National Wetlands Inventory - Version 2, Surface Waters and Wetlands Inventory was derived by retaining the wetland and deepwater polygons that compose the NWI digital wetlands spatial data layer and reintroducing any linear wetland or surface water features that were orphaned from the original NWI hard copy maps by converting them to narrow polygonal features. Additionally, the data are supplemented with hydrography data, buffered to become polygonal features, as a secondary source for any single-line stream features not mapped by the NWI and to complete segmented connections.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"TBD","United States Fish and Wildlife Service (USFWS)",,"Environment","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/usfws_wetlands/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=1c01965feffa4c5f828703156a75445c#visualize",,"Authoritative",,,"2018","Internal",,,
"7dc60380-2dea-449a-a13f-9caad7e78504",,"Policy","Land Use","Farmland Mapping and Monitoring Program Data","Established in 1982, Government Code Section 65570 mandates the FMMP biennially report on the conversion of farmland and grazing land, and to provide maps and data to local government and the public. The data is an inventory of agricultural resources used for general planning purposes and has a minimum mapping unit of ten acres.

This version is maintained separately from the Plan Bay Area 2040 EIR version as the data has been updated by the data provider and it what is currently in use for mapping and analysis at MTC/ABAG.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"TBD","California Department of Conservation, Farmland Mapping and Monitoring Program",,"Policy","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/farmland_mapping_and_monitoring_program/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=5fcfa49086bf46b3aaa5f928c3dfca24#visualize",,"Authoritative",,,"2019","Internal",,,
"2562b65d-07d4-4b08-8823-f3b9f9af4227",,"Policy","Regional Policies","San Francisco Bay Conservation and Development Commission Priority Use Areas","Priority Use Areas are one of the tools used by the San Francisco Bay Conservation and Development Commission (BCDC) to manage the health and use of San Francisco Bay (Bay). The purpose of the Priority Use Areas is to balance the region's economic, recreation, and conservation needs. While local jurisdictions have authority to propose and implement development along Bay shorelines, projects proposed for the shoreline require a permit from BCDC as its authority extends 100 feet inland from the Bay shoreline's mean high tide line. Priority Use Areas are for shoreline uses that are important to the region, suited for water-oriented uses, and require a shoreline location. They include, but are not limited to, airports, ports, water-related industry, wildlife refuges, and waterfront parks and beaches. Shoreline areas are designated as Priority Use Areas in order to minimize the need to fill the Bay if land is unavailable for those uses.","Michael Smith",,"UrbanSim Modeling; Plan Bay Area","geo",,"Plan Bay Area 2040 EIR","San Francisco Bay Conservation and Development Commission",,"Policy","https://services3.arcgis.com/i2dkYWmb4wHvYPda/arcgis/rest/services/bcdc_priority_use_areas/FeatureServer","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=e11775cbdf5e4585941f4d9547a43a05#visualize",,,,,,"Internal",,,
"693e625f-c753-459d-8e85-895c64ca3df7",,"Land & People","Development","Residential Building Permits (features)","The location, and affordability restrictions if applicable, of housing developments for which permits have been issued, for 2014 through 2017, in order to track progress toward housing production goals and to support analysis and policy development. This data contains the building permit features (point). The attributes need to be downloaded separately and joined to the features for mapping and spatial analysis.","Gillian Adams",,"Housing Program; Residential Development Tracking; CASA","geo","parcel","TBD","Jurisdiction","1","Land_and_People","https://opendata.arcgis.com/datasets/8f95c18719d04416a259854334443f3a_0.geojson","Point","https://mtc.maps.arcgis.com/home/item.html?id=8f95c18719d04416a259854334443f3a#visualize",,"Authoritative","https://opendata.arcgis.com/datasets/8f95c18719d04416a259854334443f3a_0.zip",,"2018","Public",,,
"6b68ee2c-53d4-4b00-8240-5495ee0021e3",,"Environment","Natural Hazards","Fire Severity Risk: Local Responsibility Areas (Very High Fire Hazard)","Features represent Very High Fire Hazard Severity Zones in Local Responsibility Areas for the San Francisco Bay Region. Data was developed by the California Department of Forestry and Fire Protection (Cal Fire).","Michael Germeraad",,"Resiliance Programs; UrbanSim Modeling; Plan Bay Area","geo",,"TBD","California Department of Forestry and Fire Protection (CAL FIRE)",,"Environment","https://opendata.arcgis.com/datasets/9c1726b7cc04416ea08210e71c78fc09_0.geojson","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=9c1726b7cc04416ea08210e71c78fc09#visualize",,"Authoritative",,,"2009","Internal",,,
"071ff03a-0a9c-466d-97d3-8822aa968e89",,"Policy","Policy","Communities of Concern - Plan Bay Area 2050","Areas identified as Communities of Concern for the San Francisco Bay Region for Plan Bay Area 2050. Areas were designated using American Community Survey 2014-2018 data.","Michael Smith",,"Plan Bay Area","geo",,"Plan Bay Area 2050","Metropolitan Transportation Commission",,"Policy","https://opendata.arcgis.com/datasets/28a03a46fe9c4df0a29746d6f8c633c8_0.geojson","Polygon","https://mtc.maps.arcgis.com/home/item.html?id=28a03a46fe9c4df0a29746d6f8c633c8#visualize",,"Authoritative","https://opendata.arcgis.com/datasets/28a03a46fe9c4df0a29746d6f8c633c8_0.zip",,"2020","Public",,,
