"start_date","job_title","department","department_code","job_term","list_type","req_number","appointment_type"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00070","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00071","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00072","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00073","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00049","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00050","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00051","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00052","New Hire/Rehire"
"2020-03-15T00:00:00.000","FIRE RECRUIT (CLASS CODE 7209)","Fire Department","250","Probationary","Regular","2020-00064","New Hire/Rehire"
"2020-03-02T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00412","New Hire/Rehire"
"2020-03-02T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00246","New Hire/Rehire"
"2020-03-02T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00410","New Hire/Rehire"
"2020-03-02T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00411","New Hire/Rehire"
"2020-03-15T00:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Fire Department","250","Probationary","Regular and Promotional","2020-00048","New Hire/Rehire"
"2020-03-02T00:00:00.000","ACCOUNTANT I (CLASS CODE 0421)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00459","New Hire/Rehire"
"2020-04-06T05:00:00.000","NETWORKS MAINTENANCE TECHNICIAN I (CLASS CODE 3301)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00639","New Hire/Rehire"
"2020-03-16T00:00:00.000","UTILITIES PLANT WORKER (CLASS CODE 3016)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular","2020-00602","New Hire/Rehire"
"2020-03-16T00:00:00.000","ACCOUNTANT I (CLASS CODE 0421)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-00176","New Hire/Rehire"
"2020-05-04T05:00:00.000","OFFICE ASSISTANT II (ENTRANCE) (CLASS CODE 0060)","Sewerage and Water Board of New Orleans","010D","Probationary","Promotional Only","2020-00652","New Hire/Rehire"
"2020-05-04T05:00:00.000","AUDITOR (PROMOTIONAL) (CLASS CODE 0426)","Sewerage and Water Board of New Orleans","010D","Probationary","Regular and Promotional","2020-01021","New Hire/Rehire"
