"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.003432390072 29.931801966673)","6602","4855 GENERAL MEYER AVE","DOMINOS 5210",,"2019-11-13","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","282815","NEW ORLEANS","RPH PIZZA INC","LA",,"GENERAL MEYER","4855","AVE",,"70131","3702069.57719","523133.996411"
"POINT (-90.078556884839 29.929631689308)","2289","2306 CAMP ST","SUZIE ALLAIN INTERIORS","5044443572","2010-07-06","1160 - ELECTRONIC SHOPPING/MAIL-ORDER HOUSES","284157","NEW ORLEANS","SUZIE E ALLAIN","LA",,"CAMP","2306","ST",,"70130","3678284.17979","522076.443194"
"POINT (-90.085976286132 29.968510933641)","9587","2728 CONTI ST","ALLALAH LLC","5043339066","2021-12-10","2001 - TAXI SERVICE","277092","NEW ORLEANS","ALLALAH LLC","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.056448115892 30.005757597929)","5434","4642 SPAIN ST","DOUBLE ''S'' ELECTRIC,LLC","5042867969","2003-09-22","3401 - ELECTRICAL CONTRACTORS","277700","NEW ORLEANS","DOUBLE'S ELECTRIC LLC","LA",,"SPAIN","4642","ST",,"70122-5029","3684978.3373","549836.001684"
"POINT (-90.076862132305 29.950725039864)","5074","1250 POYDRAS ST","CHEF'S SANDWICH","5045236709","1988-04-18","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","285768","NEW ORLEANS","KUY, LENG","LA",,"POYDRAS","1250","ST","115","70112","3678736.86037","529752.634305"
"POINT (-90.09517204898 29.953183217873)","1110","3724 CLIO ST","VOICES OF EXPERIENCE",,"2015-05-20","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","284873","NEW ORLEANS","VOICES OF EXPERIENCE ,INC","LA",,"CLIO","3724","ST","APT #A","70125","3672929.01006","530583.40333"
"POINT (-90.054802064768 30.004795206411)","2945","4485 ST ROCH AVE","K R & SONS CONSTRUCTION CO","5042826350","2002-04-01","0607 - HEAVY CONSTRUCTION, ALL OTHER","276926","NEW ORLEANS","ROY,KEVIN A SR","LA",,"ST ROCH","4485","AVE",,"70122","3685503.20738","549491.848083"
"POINT (-90.080370688818 30.022990185061)","8305","1316 JAY ST","B SQUARED CONTROL SOLUTIONS","5042658082","2010-09-16","4201 - SCIENTIFIC/TECHNCL CONSLTNG SVCS, OTH","277331","NEW ORLEANS","B SQUARED CONTROL SOLUTIONS,LLC","LA",,"JAY","1316","ST",,"70122","3677338.45704","556018.883865"
"POINT (-90.037660316456 30.004497931093)","6435","4454 CHEF MENTEUR HWY","BURGER KING #5783","7707387142","2016-12-19","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","282729","NEW ORLEANS","GPS HOSPITALITY PARTNERS IV, LLC","LA",,"CHEF MENTEUR","4454","HWY",,"70126","3690929.73564","549444.688979"
"POINT (-89.972417931491 30.033520699358)","8940","10001 LAKE FOREST BLVD","ABUNDANT HOME HEALTH",,"2015-01-09","0176 - HOME HEALTH CARE SVCS","289940","NEW ORLEANS","ABUNDANT HOME HEALTH,INC","LA",,"LAKE FOREST","10001","BLVD","STE #305","70127","3711453.36011","560237.804253"
"POINT (-90.076989294557 29.951922709288)","4886","3300 BIENVILLE ST","WF","5045667886","2014-10-16","2001 - TAXI SERVICE","287304","NEW ORLEANS","WF, LLC","LA",,"BIENVILLE","3300","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.081921737308 29.971289098738)","3852","804 N BROAD ST","GROVE PROPERTY",,"2016-01-06","3305 - LESSOR OF RESIDENTIAL BLDGS/DWELLINGS","281457","NEW ORLEANS","ALVIN IRONS","LA","N","BROAD","804","ST",,"70119","3677052.9707","537212.964232"
"POINT (-90.062672622521 29.957315942846)","1099","701 DECATUR ST","REGGIE ART","5042286968","2012-02-01","1203 - ARTIST-PAINTING ON STREETS","276223","NEW ORLEANS","REGGIE E FORD","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.066182337024 29.953199380034)","3908","215 DECATUR ST","722-724 ST.LOUIS, L.L.C",,"2016-07-21","3305 - LESSOR OF RESIDENTIAL BLDGS/DWELLINGS","283111","NEW ORLEANS","722-724 ST.LOUIS, L.L.C","LA",,"DECATUR","215","ST","SUITE 300","70130","3682108.87029","530689.637314"
"POINT (-90.107147634165 30.004099399074)","942","6260 VICKSBURG ST","BURK ENGINEERING & MANAGEMENT","5044888600","2012-08-21","3355 - ENGINEERING SERVICES","283983","NEW ORLEANS","BURK ENGINEERING & MANAGEMENT INC","LA",,"VICKSBURG","6260","ST","A","70124","3668938.66215","549057.750483"
"POINT (-90.071334523112 29.97099577429)","2381","1834 ESPLANADE AVE","LA RUE ESPLANADE","5042344502","2012-07-23","4703 - BED & BREAKFAST INNS","277806","NEW ORLEANS","PAMELA WILTZ","LA",,"ESPLANADE","1834","AVE",,"70116","3680406.09858","537143.063304"
"POINT (-90.076989294557 29.951922709288)","1488","3300 BIENVILLE ST","MAGDI ELSAYED",,"2018-11-15","2001 - TAXI SERVICE","274974","NEW ORLEANS","MAGDI ELSAYED","LA",,"BIENVILLE","3300","ST",,"70119","3678691.8167","530187.70942"
"POINT (-90.087214011435 30.024146800783)","5913","11 N LARK ST","FULLMER INTERIOR DESIGN","5043889972","2010-02-03","3203 - INTERIOR DESIGN SERVICES","286708","NEW ORLEANS","FULLMER PATRICIA","LA","N","LARK","11","ST",,"70124","3675168.38145","556415.86185"
"POINT (-90.121923290844 29.930203692171)","5271","1475 CALHOUN ST","CINDY LIVAUDAIS ROTH","5048954626","1992-01-10","3344 - CERTIFIED PUBLIC ACCOUNTANTS","284835","NEW ORLEANS","ROTH, CINDY L","LA",,"CALHOUN","1475","ST",,"70118-6058","3664546.24372","522136.628026"
"POINT (-89.989359931238 30.011983122131)","289","8200 OLD GENTILLY RD","A & B TOWING, INC","5042468956","2003-01-01","2010 - MOTOR VEHICLE TOWING","283217","NEW ORLEANS","A & B TOWING,INC","LA",,"OLD GENTILLY","8200","RD","B","70126","3706184.71537","552342.66095"
"POINT (-90.065601587538 29.941182268655)","3212","1040 S PETERS ST","THE SUGAR MILL","5045860004","2008-06-12","3364 - RECEPTION HALL","286701","NEW ORLEANS","CGCD ENTERPRISES, LLC","LA","S","PETERS","1040","ST","A","70130","3682341.11804","526321.81363"
"POINT (-90.062672622521 29.957315942846)","8528","701 DECATUR ST","ADRIAN FULTON'S FINE ART GALLERIES",,"2013-02-04","1203 - ARTIST-PAINTING ON STREETS","274377","NEW ORLEANS","ADRIAN G FULTON","LA",,"DECATUR","701","ST",,"70116","3683203.6598","532198.877379"
"POINT (-90.041713175408 30.002387289443)","759","4068 OLD GENTILLY RD","BETWEEN THE SHEARS","5049430873","2008-05-12","3338 - BEAUTY SALONS","285061","NEW ORLEANS","LASHANDE T JOHNSTON","LA",,"OLD GENTILLY","4068","RD",,"70126","3689655.66793","548662.696595"
"POINT (-89.9707219108 30.030476149585)","6132","5609 READ BLVD","JULIE'S KITCHEN",,"2013-10-25","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","284036","NEW ORLEANS","JULIE HOA CORPORATION","LA",,"READ","5609","BLVD",,"70127","3712003.15192","559137.069532"
"POINT (-90.105439019428 29.935183136174)","5698","4601 FRERET ST","ZEUS' PLACE","5043044718","2006-06-06","3304 - PET CARE (EXC VETERINARIAN) SERVICES","274745","NEW ORLEANS","ZEUS' PLACE, LLC","LA",,"FRERET","4601","ST",,"70115","3669747.99201","524002.912828"
"POINT (-89.979565670118 30.016283877354)","9033","9301 CHEF MENTEUR HWY","RAI MINISTRIES, INC",,"2015-06-19","2040 - SVCS FOR ELDERLY & DISABLED PERSONS","284534","NEW ORLEANS","RAI MINISTRIES, INC","LA",,"CHEF MENTEUR","9301","HWY",,"70127","3709265.84645","553943.061656"
"POINT (-90.105889306262 29.916863003968)","8364","4801 TCHOUPITOULAS ST","HANSEN'S SNOW-BLIZ & SWEETSHOP","5045540871","2007-06-21","1109 - CONFECTIONERY & NUT STORES","281703","NEW ORLEANS","HANSEN'S SNOW-BLIZ & SWEETSHOP, INC","LA",,"TCHOUPITOULAS","4801","ST",,"70115","3669676.74062","517339.512949"
"POINT (-90.08519103479 29.939246801487)","1365","2108 JACKSON AVE","U B U HAIR CENTER",,"2018-01-08","3307 - BARBER SHOPS","287676","NEW ORLEANS","LIONEL YOUNGBLOOD","LA",,"JACKSON","2108","AVE",,"70113","3676144.81825","525549.897789"
"POINT (-90.046416531449 29.964646044482)","3985","3014 DAUPHINE ST","CAPULET",,"2018-07-09","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","288147","NEW ORLEANS","DAUPHINE RESTAURANT,LLC","LA",,"DAUPHINE","3014","ST","STE #1","70117","3688321.17487","534921.81575"
"POINT (-90.103663529716 29.976204590623)","3767","4302 CANAL ST","CANAL STREET CHURCH","5044821135","2013-02-06","3204 - RELIGIOUS ORG","282852","NEW ORLEANS","THE EVANGELICAL COVENANT CHURCH OF AMERICA","LA",,"CANAL","4302","ST",,"70119","3670150.24142","538925.904202"
"POINT (-90.109753136916 29.949703739561)","1363","3718 NASHVILLE AVE","SHUN DA INTERNATIONAL TRADE LLC",,"2018-01-04","1212 - HOME BASED-OFFICE USE ONLY","280479","NEW ORLEANS","SHUN DA INTERNATIONAL TRADE LLC","LA",,"NASHVILLE","3718","AVE",,"70125","3668325.24263","529268.533441"
"POINT (-90.065314764867 29.95749804135)","5413","611 ROYAL ST","GUTHRIE RINARD GALLERY","5045226536","1998-04-01","1173 - ART DEALERS","285073","NEW ORLEANS","GUTHRIE RINARD GALLERY","LA",,"ROYAL","611","ST",,"70130","3682366.29813","532255.827267"
"POINT (-89.986395326932 30.014959688898)","507","8553 CHEF MENTEUR HWY","FOUR SEASONS FULL AUTO SPA","5043298243","2007-09-19","2023 - CAR WASHES","284450","NEW ORLEANS","VAN K BRUMFILED","LA",,"CHEF MENTEUR","8553","HWY",,"70126","3707110.20606","553436.067159"
"POINT (-90.058015757629 29.960707650073)","9935","1200 N PETERS ST","SUSAN ALLEN","9856436682","2001-08-04","0151 - FLEA MARKET","277842","NEW ORLEANS","SUSAN ALLEN","LA","N","PETERS","1200","ST",,"70116","3684664.51836","533448.608772"
"POINT (-90.094564481854 29.980578927414)","3295","845 N CARROLLTON AVE","TOUPS MEATERY","5042596661","2011-11-07","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","285108","NEW ORLEANS","TOUPS MEATERY,LLC","LA","N","CARROLLTON","845","AVE",,"70119","3673013.70273","540547.611531"
"POINT (-90.009589228344 29.922060060331)","4478","3100 RUE PARC FONTAINE","LMN'S LLC",,"2022-05-03","2001 - TAXI SERVICE","288359","NEW ORLEANS","LMN'S LLC","LA",,"RUE PARC FONTAINE","3100",,,"70130","3700160.46519","519568.934263"
"POINT (-90.047446402235 29.974999041847)","6346","1700 PORT ST","OKAY BAR",,"2016-09-15","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","290334","NEW ORLEANS","GRAPEFRUIT MOON, LLC","LA",,"PORT","1700","ST",,"70117","3687952.84399","538682.885705"
"POINT (-90.048813644872 30.008316371701)","7708","4758 LAFAYE ST","BECKER A/C & HEAT INC","5042887739","1993-01-01","0802 - PLUMBING, HEATING & A/C CONTRACTORS","284834","NEW ORLEANS","BECKER AIR CONDITIONING LANASA JR, J T","LA",,"LAFAYE","4758","ST",,"70122","3687384.16918","550793.477781"
"POINT (-90.065257473384 29.956923160596)","7021","628 TOULOUSE ST","ABBOTTS FROZEN CUSTARD",,"2020-08-04","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","277932","NEW ORLEANS","AFNO1 LLC","LA",,"TOULOUSE","628","ST","B","70130","3682386.75279","532046.980163"
"POINT (-90.065338296817 29.955644623997)","2429","434 CHARTRES ST","HOVE' PARFUMERER","5045257827","1974-07-01","1121 - COSMETICS/BEAUTY SUPP/PERFUME STORES","285777","NEW ORLEANS","HOVE' PARFUMERER LTD","LA",,"CHARTRES","434","ST",,"70130-3115","3682366.3053","531581.774211"
"POINT (-90.101560986154 29.950204182878)","6152","3418 S BROAD ST","IEANOLA","5044192428","2014-01-21","0175 - EDUCATIONAL SUPPORT SERVICES","281372","NEW ORLEANS","SINNIDRA, TAYLOR","LA","S","BROAD","3418","ST",,"70125","3670917.52174","529478.308673"
"POINT (-90.068000580644 29.955654459927)","845","300 BOURBON ST","ROYAL SONESTA HOTEL","5045532304","2012-06-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","283659","NEW ORLEANS","SONESTA INTERNATIONAL HOTELS CORPORATION","LA",,"BOURBON","300","ST",,"70130","3681523.24488","531576.031683"
"POINT (-90.095970227662 29.955829548154)","4757","1001 S BROAD ST","JEN BEAN ARTISTRY",,"2021-01-20","3338 - BEAUTY SALONS","290280","NEW ORLEANS","JEN BEAN ARTISTRY, LLC","LA","S","BROAD","1001","ST","113","70125","3672665.86548","531542.978307"
"POINT (-90.076989294557 29.951922709288)","4146","P.O.  BOX 871061","LULA'S KOLLECTION",,"2018-09-07","1212 - HOME BASED-OFFICE USE ONLY","275606","NEW ORLEANS","RESHANDA MATTHEWS","LA",,"P.O.  BOX 871061",,,,"70187","3678691.8167","530187.70942"
"POINT (-90.078588616712 29.952166865222)","3873","1515 POYDRAS ST","KELLY SERVICES USA, LLC",,"2016-09-28","3901 - EMPLOYMENT PLACEMENT AGENCIES","284585","NEW ORLEANS","KELLY SERVICES, INC","LA",,"POYDRAS","1515","ST","2280","70112","3678184.39451","530270.944065"
"POINT (-90.115754562545 29.920901319305)","10126","5422 MAGAZINE ST","UPTOWN MARKET LLC",,"2021-11-18","1173 - ART DEALERS","276369","NEW ORLEANS","UPTOWN MKT","LA",,"MAGAZINE","5422","ST",,"70115","3666536.04378","518774.650487"
"POINT (-90.103217917778 29.920575505762)","9510","4516 MAGAZINE ST","SOUTHKICK LLC",,"2021-03-05","4201 - SCIENTIFIC/TECHNCL CONSLTNG SVCS, OTH","282460","NEW ORLEANS","SOUTHKICK HISTORIC PRESERVATION","LA",,"MAGAZINE","4516","ST",,"70115","3670508.48347","518698.587895"
"POINT (-90.075700934482 29.972834681691)","4979","1229 N TONTI ST","MARGARET WOODWARD",,"2010-01-01","3382 - LAWYERS","284880","NEW ORLEANS","MARGARET WOODWARD","LA","N","TONTI","1229","ST",,"70119","3679016.33282","537796.560264"
"POINT (-90.106588362623 30.008838590267)","1975","6506 VICKSBURG ST","1718 VENTURES",,"2021-06-17","0501 - REAL ESTATE AGENTS AND BROKERS","279309","NEW ORLEANS","1718 VENTURES, LLC","LA",,"VICKSBURG","6506","ST",,"70124","3669097.2219","550783.008533"
"POINT (-90.092288058818 29.925652636962)","2932","1401 FOUCHER ST","NEW ORLEANS UPTOWN DIALYSIS #2538","5048972551","2001-04-01","0188 - KIDNEY DIALYSIS CENTERS","288050","NEW ORLEANS","DVA RENAL HEALTHCARE, INC","LA",,"FOUCHER","1401","ST","4TH FLOOR","70115","3673950.68904","520582.149496"
"POINT (-90.075656056359 29.977053506143)","3585","2533 COLUMBUS ST","KID SMART","2253628846","2014-02-06","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","276047","NEW ORLEANS","KID SMART","LA",,"COLUMBUS","2533","ST",,"70119","3679013.70254","539330.841354"
"POINT (-90.062597130366 29.965418479468)","8086","1001 ESPLANADE AVE","BUFFA'S BAR & LOUNGE","5048289980","1999-08-01","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","277088","NEW ORLEANS","KS VENTURES INC","LA",,"ESPLANADE","1001","AVE",,"70116","3683194.88892","535145.523846"
"POINT (-90.085412874928 29.937437268534)","4487","2108 PHILIP ST","KEVIN KOUSHA, LLC",,"2017-05-02","1212 - HOME BASED-OFFICE USE ONLY","289438","NEW ORLEANS","KEVIN KOUSHA","LA",,"PHILIP","2108","ST",,"70113","3676081.72648","524891.120124"
"POINT (-90.098445630782 29.97174732027)","1341","139 S CORTEZ ST","FULLBLAST BRUNCH",,"2018-04-04","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","277251","NEW ORLEANS","CB HOSPITALITY,LLC","LA","S","CORTEZ","139","ST",,"70119","3671819.63911","537322.833224"
"POINT (-90.085976286132 29.968510933641)","1991","2728 CONTI ST","EXCEL TRANSPORTATION SERVICES, LLC",,"2020-08-06","2003 - LIMOUSINE SERVICE","287259","NEW ORLEANS","EXCEL TRANSPORTATION SERVICES, LLC","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.076989294557 29.951922709288)","8644","2505 WHITNEY AVE","LA COCINITA",,"2012-01-05","5502 - MOBILE FOOD SERVICES","277101","GRETNA","BEEYOO FOOD TRUCK,LLC","LA",,"WHITNEY","2505","AVE",,"70056","3678691.8167","530187.70942"
"POINT (-90.058664813571 29.997666233905)","3311","3835 ELYSIAN FIELDS AVE","SOUTHERN LAND CONSULTANTS","5042464600","2009-04-23","3205 - REAL ESTATE APPRAISERS","288688","NEW ORLEANS","SOUTHERN LAND CONSULTANTS, INC.","LA",,"ELYSIAN FIELDS","3835","AVE",,"70122","3684309.49749","546885.855889"
"POINT (-90.076989294557 29.951922709288)","2536","TOULOUSE ST","STEAMER NATCHEZ  N O STEAMBOAT CO","5045868777","1975-04-13","2035 - SCENIC & SIGHTSEEING TRANS, WATER","284897","NEW ORLEANS","N O STEAMBOAT CO        DOW JR, WILBUR","LA",,"TOULOUSE",,"ST","WHARF","70130","3678691.8167","530187.70942"
"POINT (-90.116962322239 29.961899544591)","7910","8200 EARHART BLVD","AUTO ZONE #3018",,"1992-03-01","1129 - AUTO PARTS & ACCESSORIES STORES","279731","NEW ORLEANS","AUTO ZONE","LA",,"EARHART","8200","BLVD",,"70118","3665995.20628","533679.090949"
"POINT (-90.075300995282 29.930433328538)","8714","2036 MAGAZINE ST","BELLA UMBRELLA, INC",,"2014-10-01","1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH","289836","NEW ORLEANS","BELLA UMBRELLA, INC","LA",,"MAGAZINE","2036","ST",,"70130","3679312.23714","522379.255482"
"POINT (-90.076989294557 29.951922709288)","4695","4711 ST.BERNARD AVE","SIGNATURE LOOK HEALTH AND BEAUTY",,"2020-01-03","1212 - HOME BASED-OFFICE USE ONLY","278298","NEW ORLEANS","TAYLOR SIGUR","LA",,"ST.BERNARD","4711","AVE",,"70122","3678691.8167","530187.70942"
"POINT (-90.085976286132 29.968510933641)","9163","2728 CONTI ST","SYED MUHAMMAD NASEEM SHAH",,"2017-11-02","2001 - TAXI SERVICE","275092","NEW ORLEANS","SYED MUHAMMAD NASEEM SHAH","LA",,"CONTI","2728","ST",,"70119","3675780.28104","536188.720583"
"POINT (-90.080577964057 29.92871668675)","3990","2427 CAMP ST","VENDELOO INC","9173276188","2018-07-25","3380 - MARKETING CONSULTING SVCS","286127","NEW ORLEANS","VENDELOO INC","LA",,"CAMP","2427","ST","STE. E","70130","3677647.66869","521736.710778"
"POINT (-90.064493350452 29.955419680856)","2615","511 ST LOUIS ST","JOHNNY'S PO-BOY RESTAURANT",,"1984-01-01","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","278306","NEW ORLEANS","JOHNNY'S PO-BOY RESTAURANT INC","LA",,"ST LOUIS","511","ST",,"70130","3682634.76578","531502.938435"
"POINT (-90.032376124938 30.004970349265)","3397","5000 OLD GENTILLY RD","BIG EASY TIRE & LUBE LLC","5049422412","2008-11-18","2070 - AUTO OIL CHANGE & LUBRICATION SHOPS","281073","NEW ORLEANS","BIG EASY TIRE & LUBE LLC","LA",,"OLD GENTILLY","5000","RD",,"70126","3692600.21705","549635.427987"
"POINT (-90.076989294557 29.951922709288)","5911","732 CAMP ST","PREMIUM PARKING SERVICE #159","5045655546","2010-01-13","2014 - PARKING LOTS & GARAGES","282545","NEW ORLEANS","PREMIUM PARKING SERVICE, L.L.C.","LA",,"CAMP","732","ST",,"70130","3678691.8167","530187.70942"
"POINT (-90.114908992626 30.023858873569)","9984","126 S ROADWAY ST","SCHUBERT MARINE","5042828136","2003-10-22","1101 - CONVENIENCE STORES","286167","NEW ORLEANS","CRESCENT CITY MARINE GROUP, INC.","LA","S","ROADWAY","126","ST",,"70124","3666405.78081","556216.911962"
"POINT (-90.068887454719 29.952715166542)","3013","614 CANAL ST","JW MARRIOTT NEW ORLEANS-[REST]","5045256500","2003-03-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","279439","NEW ORLEANS","MARRIOTT HOTEL SERV., IN","LA",,"CANAL","614","ST",,"70130","3681254.20789","530504.096514"
"POINT (-90.061320706276 29.958556860541)","9706","907 DECATUR ST","NOLA STYLE DE VIE",,"2020-11-10","1154 - GIFT, NOVELTY & SOUVENIR STORES","275530","NEW ORLEANS","NOLA STYLE ENTERPRISE LLC","LA",,"DECATUR","907","ST",,"70116","3683626.73167","532654.87034"
"POINT (-90.071366615441 29.983457420454)","9007","1904 N BROAD ST","TRIANGLE DELI",,"2014-06-25","1131 - GASOLINE STATIONS W/CONVENIENCE STORES","286879","NEW ORLEANS","HALO III, LLC","LA","N","BROAD","1904","ST",,"70119","3680346.03035","541674.479756"
"POINT (-90.058015757629 29.960707650073)","5267","1200 N PETERS ST","CHONG YUN",,"1991-05-01","0151 - FLEA MARKET","278640","NEW ORLEANS","GOLDEN WAGON LLC","LA","N","PETERS","1200","ST",,"70116-2631","3684664.51836","533448.608772"
"POINT (-90.101183058683 29.920590489943)","9454","4336 MAGAZINE ST","THE CLUB MS. MAE'S",,"2020-11-16","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","283166","NEW ORLEANS","ENO-2 LLC","LA",,"MAGAZINE","4336","ST",,"70115","3671152.99822","518710.962295"
"POINT (-90.076989294557 29.951922709288)","6592","201 ST. CHARLES AVE","DELTRAN LLC",,"2019-10-14","2003 - LIMOUSINE SERVICE","280720","NEW ORLEANS","DELTRAN LLC","LA",,"ST. CHARLES","201","AVE","STE 2500","70170","3678691.8167","530187.70942"
"POINT (-89.989372810784 29.916686357896)","2920","6111 KINGSTON CT","KB PLUMBING & HEATING","5043911997","2006-07-27","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","274557","NEW ORLEANS","KENNETH BOISSIERE","LA",,"KINGSTON","6111","CT",,"70131","3706587.09073","517689.428086"
"POINT (-90.034407021318 29.970946810503)","4074","3915 N CLAIBORNE AVE","TOURS BY MARGUERITE",,"2019-07-08","5301 - TOUR OPERATORS","285755","NEW ORLEANS","MARGUERITE ENTERPRISES L.L.C.","LA","N","CLAIBORNE","3915","AVE",,"70117","3692097.69917","537255.90868"
"POINT (-90.096897334108 29.977332148341)","6641","520 N CARROLLTON AVE","CMRG NOLA 3 LLC","2147700217","2016-07-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","287733","NEW ORLEANS","CMRG NOLA 3 LLC","LA",,"N CARROLLTON","520","AVE",,"70119","3672287.9202","539358.979274"
"POINT (-90.115018777793 29.924127394509)","8694","5435 COLISEUM ST","THE GROVE STREET PRESS","3377941960","2013-08-20","0026 - COMMERCIAL PRINTING","285168","NEW ORLEANS","WYMAN BRUCE C","LA",,"COLISEUM","5435","ST",,"70115","3666756.64135","519950.24748"
"POINT (-90.076989294557 29.951922709288)","189","4521 REBECCA DR","EDWARD A HERTY IV","5048885768","1996-10-16","2001 - TAXI SERVICE","287306","METAIRIE","HERTY IV EDWARD A","LA",,"REBECCA","4521","DR",,"70003","3678691.8167","530187.70942"
"POINT (-90.038145855578 29.961732566323)","4909","3810 ROYAL ST","DESIGNS BY DIA",,"2015-02-13","3203 - INTERIOR DESIGN SERVICES","283552","NEW ORLEANS","DIA NAPOLITANO","LA",,"ROYAL","3810","ST",,"70130","3690951.844","533891.875653"
"POINT (-90.067266974529 30.02762669913)","4078","6657 FOUNDERS RD","CHARTWELLS/SUSHIC",,"2019-07-01","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","288092","NEW ORLEANS","COMPASS GROUP USA, INC","LA",,"FOUNDERS","6657","RD","101","70148","3681466.36373","557750.487259"
"POINT (-90.031739131188 29.935068970388)","3366","1660 SHIRLEY DR","QUEEN ON WHEELS","5049318576","2009-03-24","5502 - MOBILE FOOD SERVICES","275504","NEW ORLEANS","NEARY WILLIAMS","LA",,"SHIRLEY","1660","DR",,"70114","3693090.56221","524219.041404"
"POINT (-90.074117599731 29.931270558737)","4578","1914 MAGAZINE ST","REESE & CO.","5044008558","2019-09-30","1173 - ART DEALERS","275559","NEW ORLEANS","REESE & CO.","LA",,"MAGAZINE","1914","ST","A","70130","3679683.7124","522687.819514"
"POINT (-90.082706506995 29.926252649772)","7117","2801 MAGAZINE ST","CHIPOTLE MEXICAN GRILL",,"2019-07-24","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","283188","NEW ORLEANS","CHIPOTLE MEXICAN GRILL OF COLORADO, LLC","LA",,"MAGAZINE","2801","ST",,"70115","3676983.25518","520833.333881"
"POINT (-90.067491948509 29.957443753005)","5403","823 ST LOUIS ST","DARLEEN M JACOBS",,"1997-01-01","3382 - LAWYERS","283777","NEW ORLEANS","DARLEEN M JACOBS","LA",,"ST LOUIS","823","ST",,"70112","3681677.11676","532228.463555"
"POINT (-90.077682298641 29.976371599768)","4728","1410 N BROAD ST","E&L MART",,"2021-01-12","1106 - GROCERY (EXC CONVENIENCE) STORES","277403","NEW ORLEANS","E&L MART","LA","N","BROAD","1410","ST",,"70119","3678374.94069","539075.839114"
"POINT (-90.076989294557 29.951922709288)","3387","3640 GENERAL DE GAULLE DR","LA FAVORITA MARKET","5042171184","2012-05-08","1101 - CONVENIENCE STORES","277431","NEW ORLEANS","ATILANO LOPEZ LUIS","LA",,"GENERAL DE GAULLE","3640","DR",,"70114","3678691.8167","530187.70942"
"POINT (-90.109101377927 29.9799670751)","9292","4902 CANAL ST","VOELKER DEBRA",,"2018-01-01","2041 - INDIVIDUAL & FAMILY SERVICES, OTH","286936","NEW ORLEANS","VOELKER DEBRA","LA",,"CANAL","4902","ST","204","70119","3668414.05934","540275.657483"
"POINT (-90.104009745868 29.940545167696)","3464","4401 S CLAIBORNE AVE","MINUTECLINIC DIAGNOSTIC OF LOUISIANA, LLC","4017706431","2013-09-05","0185 - OFFICES OF HEALTH PRACT, ALL OTH MISC","278799","NEW ORLEANS","MINUTECLINIC DIAGNOSTIC OF LOUISIANA, LLC","LA","S","CLAIBORNE","4401","AVE",,"70125","3670179.75175","525957.600509"
"POINT (-90.063394099206 29.963632052973)","1657","923 GOVERNOR NICHOLLS ST","FRANKLIN AIR SERVICES LLC",,"2021-07-15","0171 - FLIGHT TRAINING","277286","NEW ORLEANS","FRANKLIN AIR SERVICES LLC","LA",,"GOVERNOR NICHOLLS","923","ST",,"70116","3682949.75036","534493.115333"
"POINT (-90.069988912638 29.952153906983)","4498","201 ST CHARLES AVE","DM LOGISTICS INC OF DELAWARE","5043098669","2022-03-01","1107 - COMMERCIAL EQUIPMENT WHLSRS, OTH","287212","NEW ORLEANS","DM LOGISTICS INC OF DELAWARE","LA",,"ST CHARLES","201","AVE","SUITE 2300","70130","3680907.66773","530296.154625"
"POINT (-90.108479443221 29.924484284776)","5618","4924 PRYTANIA ST","THE CREOLE CREAMERY","5048857028","2004-02-01","1101 - CONVENIENCE STORES","279292","NEW ORLEANS","CREOLE CONES, INC","LA",,"PRYTANIA","4924","ST",,"70115","3668826.61838","520102.108728"
