"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"8431 Chef Menteur Highway","2018-08-29T00:00:00.000","Read Blvd West","2527064","E","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","423-492-0322","25320","30.0153954722","-89.9882546215","Cleaned","(30.0153954722, -89.9882546215)"
"640 Congress Street",,"Bywater","2514955","C",,,,"408-472-0392",,"29.9622450159","-90.040202494",,"(29.9622450159, -90.040202494)"
"1244 France Street",,"St. Claude","2515291","D",,,,"411-474-0404",,"29.9670232449","-90.0330555998",,"(29.9670232449, -90.0330555998)"
"4499 Woodland Drive",,"Tall Timbers-Brechtel","2517521","C",,,,"423-452-0256",,"29.9050369269","-89.9924229881",,"(29.9050369269, -89.9924229881)"
"9325 Hammond Street",,"Read Blvd West","2522873","E",,,,"429-494-0390",,"30.022302724","-89.9776968863",,"(30.022302724, -89.9776968863)"
,,"Viavant","2562517","E",,,,"438-494-9007",,"30.0202625797","-89.9400298071",,"(30.0202625797, -89.9400298071)"
"406 Germain Street","2017-08-04T00:00:00.000","Lakeview South","2508541","A","DPW - Vac Crew","General Maintenance",,"384-486-0366","1680","30.0011398625","-90.1117916981","Cleaned","(30.0011398625, -90.1117916981)"
"938 Leboeuf Street",,"Whitney","2516201","C",,,,"408-466-0239",,"29.9453764014","-90.0420690421",,"(29.9453764014, -90.0420690421)"
"1599 Felicity Street","2020-01-04T00:00:00.000","Central City","2505497","B","PWD3698","GeneralMaintenance","15","396-462-0408","35454","29.9362509635","-90.0773973995","Cleaned","(29.9362509635, -90.0773973995)"
,,"Viavant","2512807","E",,,,"444-494-0028",,"30.0230758321","-89.9236154667",,"(30.0230758321, -89.9236154667)"
"1719 North Galvez Street","2019-10-02T00:00:00.000","Seventh Ward","2521189","D","PWD3698","GeneralMaintenance","20","399-478-0661","33196","29.9781907398","-90.0663610754","Cleaned","(29.9781907398, -90.0663610754)"
"301 Pacific Avenue","2019-09-10T00:00:00.000","Algiers Point","2514977","C","PWD3714","GeneralMaintenance","30","405-468-0702","32681","29.9529892453","-90.0459164793","Cleaned","(29.9529892453, -90.0459164793)"
"2340 Chartres Street","2020-06-29T00:00:00.000","Marigny","2514366","C","PWD3711","311Case",,"405-472-0245","39102","29.9637092387","-90.0541311229","Inaccessible","(29.9637092387, -90.0541311229)"
"4675 Camelot Drive",,"Read Blvd West","2522621","E",,,,"426-494-0272",,"30.0199066181","-89.9821790973",,"(30.0199066181, -89.9821790973)"
"450 John Churchill Chase Street Unit 101",,"Lower Garden District","2506652","B",,,,"399-464-0887",,"29.9408276449","-90.0665174716",,"(29.9408276449, -90.0665174716)"
"1442 Elysian Fields Avenue","2022-05-10T00:00:00.000","Seventh Ward","2514105","C","PWD3719","311Case","30","402-476-9032","46339","29.972415","-90.05735663","Cleaned","(29.972415, -90.05735663)"
"13761 Pierre's Court","2018-12-13T00:00:00.000","Village De Lest","2512699","E","PWD3698","311Case","20","444-508-0087","26856","30.0606546291","-89.9287035238","Cleaned","(30.0606546291, -89.9287035238)"
"5934 West Hardy Street",,"Read Blvd East","2523387","E",,,,"429-500-0105",,"30.037446152","-89.968865985",,"(30.037446152, -89.968865985)"
"501 North Hennessey Street",,"Mid City","2509567","A",,,,"390-478-9010",,"29.9796016727374","-90.100409",,"(29.9796016727374, -90.100409)"
"1127 Mazant Street",,"St. Claude","2514756","C",,,,"411-474-0512",,"29.9662001077","-90.0341570593",,"(29.9662001077, -90.0341570593)"
"924 Sixth Street",,"Irish Channel","2506335","B",,,,"396-458-0307",,"29.9241034729","-90.0828911127",,"(29.9241034729, -90.0828911127)"
"645 North d'Orgenois Street","2020-06-15T00:00:00.000","Treme-Lafitte","2511393","D","PWD3711","311Case","20","396-474-0586","38720","29.9692907731","-90.0819168408","Cleaned","(29.9692907731, -90.0819168408)"
"4725 Duplessis Street",,"Filmore South","2508384","D",,,,"396-488-0216",,"30.0064427534","-90.0779905754",,"(30.0064427534, -90.0779905754)"
"2172 Treasure Street","2017-08-18T00:00:00.000","St. Roch North","2521823","D","DPW - Vac Crew","General Maintenance",,"402-482-0345","21123","29.989669041","-90.058706469","Cleaned","(29.989669041, -90.058706469)"
"4501 America Street",,"Plum Orchard","2522387","E",,,,"417-492-0314",,"30.0158127262","-90.009152365",,"(30.0158127262, -90.009152365)"
"5948 Dover Place","2021-05-06T00:00:00.000","Old Aurora","2517626","C","PWD3713","311Case","25","423-458-0357","42931","29.9207453391","-89.9911063519","Cleaned","(29.9207453391, -89.9911063519)"
"3235 Annunciation Street",,"Irish Channel","2506195","B",,,,"393-458-0734",,"29.9208987004","-90.0858526592",,"(29.9208987004, -90.0858526592)"
"3435 Lancaster Street",,"New Aurora-English Turn","2524912","C",,,,"429-456-0028",,"29.9173413053","-89.9789961273",,"(29.9173413053, -89.9789961273)"
"2400 Marengo Street","2021-05-04T00:00:00.000","Milan","2503507","B","PWD3711","311Case",,"390-462-0657","42911","29.9345877167","-90.0995647732","Inspected","(29.9345877167, -90.0995647732)"
"3340 Canal Street","2017-01-23T00:00:00.000","Mid City","2510394","B","DPW - Vac Crew","General Maintenance",,"390-474-0541","106","29.9697570247","-90.0938245379","Cleaned","(29.9697570247, -90.0938245379)"
"120 Eastview Drive",,"Read Blvd East","2518552","E",,,,"438-504-0041",,"30.047700709","-89.9475778584",,"(30.047700709, -89.9475778584)"
"6701 Dwyer Road",,"West Lake Forest","2520805","E",,,,"417-494-0223",,"30.0210600292","-90.0103366832",,"(30.0210600292, -90.0103366832)"
"5900 Wright Road",,"Read Blvd East","2522906","E",,,,"432-500-0111",,"30.037573481","-89.9651038606",,"(30.037573481, -89.9651038606)"
,,"Behrman","2560088","C",,,,"414-458-0258",,"29.924845013","-90.0203081752",,"(29.924845013, -90.0203081752)"
"1205 Elmira Avenue",,"McDonogh","2530339","C",,,,"405-466-0504",,"29.9431754578","-90.047469042",,"(29.9431754578, -90.047469042)"
"7301 Farwood Drive",,"West Lake Forest","2522329","E",,,,"420-496-0161",,"30.0245371309","-90.0046164457",,"(30.0245371309, -90.0046164457)"
"2835 Dumaine Street","2017-10-14T00:00:00.000","Bayou St. John","2510887","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-476-0473","5370","29.9735934142","-90.083665462","Cleaned","(29.9735934142, -90.083665462)"
"3139 Magazine Street",,"Garden District","2504907","B",,,,"393-458-0664",,"29.9244189439","-90.0867591497",,"(29.9244189439, -90.0867591497)"
"515 Constantinople Street","2017-04-21T00:00:00.000","East Riverside","2504761","B","DPW - Vac Crew","General Maintenance",,"390-456-0349","614","29.9179059012","-90.0964885092","Cleaned","(29.9179059012, -90.0964885092)"
"241 Pelican Avenue",,"Algiers Point","2514470","C",,,,"405-468-0373",,"29.9517488235","-90.053240537",,"(29.9517488235, -90.053240537)"
"3225 Lamarque Street",,"U.S. Naval Base","2516487","C",,,,"414-464-0304",,"29.9415404002","-90.021429442",,"(29.9415404002, -90.021429442)"
"2437 Bartholomew Street","2017-10-13T00:00:00.000","Florida Area","2515053","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-478-0432","5305","29.9799776471","-90.0309301001","Cleaned","(29.9799776471, -90.0309301001)"
"1122 Oretha Castle Haley Boulevard",,"Central City","2526413","B",,,,"396-466-0643",,"29.9437852356","-90.0768359702",,"(29.9437852356, -90.0768359702)"
"3123 North Galvez Street","2019-10-14T00:00:00.000","Florida Area","2513902","D","PWD3698","GeneralMaintenance",,"408-478-0353","33428","29.9777818536","-90.040476337","Cleaned","(29.9777818536, -90.040476337)"
,,"Tall Timbers-Brechtel","2513142","C",,,,"411-460-9010",,"29.9300920257","-90.0350109991",,"(29.9300920257, -90.0350109991)"
"1311 Pleasant Street",,"Garden District","2504891","B",,,,"393-458-0566",,"29.9257698465","-90.0884314496",,"(29.9257698465, -90.0884314496)"
"2423 Killdeer Street","2017-11-06T00:00:00.000","Lake Terrace and Oaks","2519731","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-496-0267","8858","30.0272980677","-90.0565178842","Cleaned","(30.0272980677, -90.0565178842)"
"5530 Oak Ridge Drive",,"Village De Lest","2530346","E",,,,"441-502-0174",,"30.0429200423","-89.9328155786",,"(30.0429200423, -89.9328155786)"
"4775 Mandeville Street",,"GENTILLY TERRACE","2520191","D",,,,"402-490-9011",,"30.00817694","-90.05732255",,"(30.00817694, -90.05732255)"
"3827 Chartres Street",,"Bywater","2515018","C",,,,"408-472-0293",,"29.960824038","-90.038105012",,"(29.960824038, -90.038105012)"
"5540 Red Maple Drive",,"Village De Lest","2512885","E",,,,"441-502-0186",,"30.0429390037","-89.9344292291",,"(30.0429390037, -89.9344292291)"
"5624 Sutton Place",,"Old Aurora","2524539","C",,,,"423-456-0300",,"29.9188285884","-89.9950162501",,"(29.9188285884, -89.9950162501)"
"817 Montegut Street",,"Bywater","2514421","C",,,,"405-474-0381",,"29.9653544535","-90.0468401847",,"(29.9653544535, -90.0468401847)"
"10138 Lakewood Street",,"Read Blvd East","2518826","E",,,,"432-496-0267",,"30.0242955863","-89.9675532507",,"(30.0242955863, -89.9675532507)"
"194 Danny Drive",,"Old Aurora","2517451","C",,,,"420-462-0167",,"29.9332938356","-90.0023472578",,"(29.9332938356, -90.0023472578)"
"548 Philip Street",,"St. Thomas Development","2506171","B",,,,"396-458-0475",,"29.9248162438","-90.07422798",,"(29.9248162438, -90.07422798)"
"4116 Law Street",,"Bywater","2562416","D",,,,"411-480-0156",,"29.9806008834","-90.0292651964",,"(29.9806008834, -90.0292651964)"
"5273 Annunciation Street","2017-11-09T00:00:00.000","West Riverside","2502053","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-456-0372","9585","29.9176330977","-90.113101491","Cleaned","(29.9176330977, -90.113101491)"
"2302 Saint Charles Avenue","2021-12-14T00:00:00.000","Lower Garden District","2504955","B","PWD3719","311Case","30","396-462-0391","44116","29.9332450207","-90.0816195053","Cleaned","(29.9332450207, -90.0816195053)"
"214 Maumus Avenue","2020-05-15T00:00:00.000","Old Aurora","2517751","C","PWD3719","311Case","30","423-456-0280","37593","29.9141962202","-89.9895806885","Cleaned","(29.9141962202, -89.9895806885)"
"900 South Peters Street Unit 18",,"Lower Garden District","2505933","B",,,,"399-466-0821",,"29.9427254613","-90.0650725444",,"(29.9427254613, -90.0650725444)"
"4819 Lancelot Drive",,"Read Blvd West","2522543","E",,,,"426-494-0212",,"30.0222031909","-89.9853570628",,"(30.0222031909, -89.9853570628)"
"2015 North Galvez Street","2017-09-25T00:00:00.000","Seventh Ward","2513266","D","DPW - Vac Truck #2","General Maintenance","100","402-478-0446","4241","29.9785387253","-90.0606575585","Cleaned","(29.9785387253, -90.0606575585)"
"4800 Ken Court",,"OLD AURORA","2517599","C",,,,"420-458-9016",,"29.91962287","-90.00459455",,"(29.91962287, -90.00459455)"
"4035 Reynes Street",,"Viavant","2522393","E",,,,"417-490-0137",,"30.0103328839","-90.010437459",,"(30.0103328839, -90.010437459)"
"3122 Cleveland Avenue","2017-01-28T00:00:00.000","Mid City","2510541","B","DPW - Vac Crew","General Maintenance",,"390-474-0567","127","29.967746556","-90.0928839341","Cleaned","(29.967746556, -90.0928839341)"
"2002 Tulane Avenue","2017-06-20T00:00:00.000","Tulane-Gravier","2502126","B","DPW - Vac Crew","General Maintenance",,"393-470-0331","1225","29.9572816253","-90.0840555302","Cleaned","(29.9572816253, -90.0840555302)"
"6320 Dover Place",,"Old Aurora","2517634","C",,,,"426-458-0238",,"29.9204706058","-89.9864212694",,"(29.9204706058, -89.9864212694)"
"4767 Longfellow Drive",,"Read Blvd West","2522873","E",,,,"426-494-0426",,"30.0221433559","-89.9782652681",,"(30.0221433559, -89.9782652681)"
"4737 Erato Street","2017-11-06T00:00:00.000","Gert Town","2510232","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-470-0593","8822","29.9584559285","-90.1064031479","Cleaned","(29.9584559285, -90.1064031479)"
"2733 North Prieur Street","2017-09-21T00:00:00.000","St. Claude","2514506","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-478-0627","22173","29.9768674745","-90.0457460403","Cleaned","(29.9768674745, -90.0457460403)"
"347 Vallette Street","2017-11-17T00:00:00.000","Algiers Point","2514497","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-468-0629","11097","29.9521459434","-90.0491551903","Cleaned","(29.9521459434, -90.0491551903)"
"1034 Magazine Street",,"Lower Garden District","2505905","B",,,,"399-464-0608",,"29.9419700641","-90.0699742023",,"(29.9419700641, -90.0699742023)"
"448 Pacific Avenue","2020-07-23T00:00:00.000","Whitney","2514980","C","PWD3719","311Case","30","405-468-0682","39470","29.9509391651","-90.0459444065","Cleaned","(29.9509391651, -90.0459444065)"
"7171 Downman Road","2018-12-06T00:00:00.000","Pines Village","2560639","D","PWD3698","311Case","20","414-496-0120","26305","30.0251914683","-90.024031626","Cleaned","(30.0251914683, -90.024031626)"
,"2018-08-27T00:00:00.000","West Lake Forest","2526784","E","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","423-496-0149","25212","30.0265224579","-89.9904948346","Cleaned","(30.0265224579, -89.9904948346)"
"3139 Arts Street","2017-09-12T00:00:00.000","St. Roch North","2521656","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-482-0284","21366","29.9911039293","-90.0515882055","Cleaned","(29.9911039293, -90.0515882055)"
"2903 Constance Street",,"Irish Channel","2506054","B",,,,"393-458-0782",,"29.9245492299","-90.0833766435",,"(29.9245492299, -90.0833766435)"
"4717 Hauck Drive",,"Read Blvd East","2522785","E",,,,"432-494-0150",,"30.0235175558","-89.9626567159",,"(30.0235175558, -89.9626567159)"
"4347 Dale Street",,"Plum Orchard","2520678","E",,,,"417-492-0298",,"30.0137937824","-90.0099872357",,"(30.0137937824, -90.0099872357)"
"4030 Royal Street","2019-09-30T00:00:00.000","Bywater","2514890","C","PWD3698","GeneralMaintenance",,"408-472-0270","33173","29.9611392831","-90.0357639339","Inaccessible","(29.9611392831, -90.0357639339)"
"1342 Terry Street",,"U.S. Naval Base","2516837","C",,,,"414-464-0325",,"29.9403393842","-90.019399006",,"(29.9403393842, -90.019399006)"
"4700 Mandeville Street","2020-08-14T00:00:00.000","Gentilly Terrace","2521228","D","PWD3640","311Case","20","402-488-0397","39731","30.0065826586","-90.0573867033","Cleaned","(30.0065826586, -90.0573867033)"
"1419 Alvar Street",,"St. Claude","2513976","D",,,,"411-474-0478",,"29.9693273884","-90.0352730056",,"(29.9693273884, -90.0352730056)"
"3023 Amazon Street",,"Tall Timbers-Brechtel","2517142","C",,,,"414-460-0148",,"29.925603523","-90.0258524549",,"(29.925603523, -90.0258524549)"
"5721 Wright Road",,"Read Blvd East","2522912","E",,,,"432-500-0089",,"30.0356549462","-89.9617051886",,"(30.0356549462, -89.9617051886)"
"1100 Shirley Drive","2020-01-25T00:00:00.000","Behrman","2524731","C","PWD3714","GeneralMaintenance","20","411-466-0163","35866","29.9438522869","-90.031336801","Cleaned","(29.9438522869, -90.031336801)"
"1803 Audubon Street","2017-11-07T00:00:00.000","Audubon","2501415","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-466-0408","8946","29.9466460647","-90.1182377968","Cleaned","(29.9466460647, -90.1182377968)"
"3637 Constance Street",,"East Riverside","2504680","B",,,,"393-458-0550",,"29.9208713544","-90.0923708781",,"(29.9208713544, -90.0923708781)"
"4661 Dreux Avenue","2020-05-02T00:00:00.000","Gentilly Woods","2520490","D","PWD3714","GeneralMaintenance","20","408-492-0296","37515","30.014587732","-90.0371353314","Cleaned","(30.014587732, -90.0371353314)"
"2240 Constance Street",,"Lower Garden District","2505315","B",,,,"396-460-0603",,"29.9280649177","-90.0768889114",,"(29.9280649177, -90.0768889114)"
"100 Eastview Drive",,"Read Blvd East","2518563","E",,,,"438-504-0034",,"30.046930921","-89.948355483",,"(30.046930921, -89.948355483)"
"103 Henderson Street",,"Lower Garden District","2505631","B",,,,"402-462-0060",,"29.9351757784","-90.0627131751",,"(29.9351757784, -90.0627131751)"
,"2019-06-20T00:00:00.000","Viavant","2520916","E","PWD3711","General Maintenance",,"417-490-9014","30442","30.0093574334","-90.0112924856","Inaccessible","(30.0093574334, -90.0112924856)"
"4859 Perelli Drive",,"Read Blvd West","2522867","E",,,,"429-496-0137",,"30.0240751277","-89.9718800404",,"(30.0240751277, -89.9718800404)"
"7800 South Coronet Court",,"West Lake Forest","2525201","E",,,,"420-496-0155",,"30.0254415812","-89.999423101",,"(30.0254415812, -89.999423101)"
"4659 Francis Drive",,"Pines Village","2520617","D",,,,"417-492-0165",,"30.016877323","-90.0141232851",,"(30.016877323, -90.0141232851)"
"2022 Dauphine Street","2017-10-06T00:00:00.000","Marigny","2514160","C","DPW - Vac Truck #3","General Maintenance","100","402-474-0686","4812","29.9654250692","-90.0584047047","Cleaned","(29.9654250692, -90.0584047047)"
"5535 South Claiborne Avenue","2017-11-04T00:00:00.000","Marlyville-Fontainebleau","2502906","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-466-0612","8489","29.9428623292","-90.1112230445","Cleaned","(29.9428623292, -90.1112230445)"
"333 Canal Street Ste 207","2017-11-16T00:00:00.000","French Quarter","2512375","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-468-0777","10866","29.9508880646","-90.065368218","Cleaned","(29.9508880646, -90.065368218)"
"1539 Religious Street","2017-11-05T00:00:00.000","Lower Garden District","2505632","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-462-0506","8708","29.9319955219","-90.0669465673","Cleaned","(29.9319955219, -90.0669465673)"
,,"Village De Lest","2525801","E",,,,"441-500-0236",,"30.0350465399","-89.9369446369",,"(30.0350465399, -89.9369446369)"
"1414 Saint Charles Avenue",,"Central City","2504639","B",,,,"396-464-9012",,"29.9393771661","-90.0750823171",,"(29.9393771661, -90.0750823171)"
"4976 Lafon Drive",,"West Lake Forest","2522197","E",,,,"420-494-0138",,"30.0214866105","-90.0058543207",,"(30.0214866105, -90.0058543207)"
"938 Saint Peter Street","2017-11-09T00:00:00.000","French Quarter","2512098","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-472-0822","9493","29.9597064337","-90.0673743799","Cleaned","(29.9597064337, -90.0673743799)"
"1255 Southlawn Boulevard","2020-02-07T00:00:00.000","U.S. Naval Base","2516635","C","PWD3714","GeneralMaintenance","30","414-466-0123","35932","29.9418430668","-90.0251190286","Cleaned","(29.9418430668, -90.0251190286)"
"2675 Halsey Avenue",,"Behrman","2524759","C",,,,"414-460-0297",,"29.9263550523","-90.0176961897",,"(29.9263550523, -90.0176961897)"
"6046 Pines Boulevard","2020-05-29T00:00:00.000","Pines Village","2521329","D","PWD3713","311Case","25","414-494-0204","38290","30.0224421887","-90.021043135","Cleaned","(30.0224421887, -90.021043135)"
"1427 Washington Avenue",,"Garden District","2505409","B",,,,"393-460-0757",,"29.929099101","-90.0846795163",,"(29.929099101, -90.0846795163)"
"5821 Elysian Fields Avenue","2017-08-17T00:00:00.000","Milneburg","2519970","D","DPW - Vac Crew","General Maintenance",,"402-492-0564","1821","30.0183921211","-90.0605386918","Cleaned","(30.0183921211, -90.0605386918)"
,"2019-05-29T00:00:00.000","Read Blvd East","2526908","E","PWD3640","GeneralMaintenance","30","432-496-0247","29907","30.027793861","-89.9648919732","Cleaned","(30.027793861, -89.9648919732)"
"3152 Annunciation Street","2017-11-15T00:00:00.000","Irish Channel","2506204","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-458-0747","10717","29.9211743485","-90.0848208983","Cleaned","(29.9211743485, -90.0848208983)"
"2100 Conti Street","2017-10-12T00:00:00.000","Tulane-Gravier","2511647","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-472-0546","5243","29.9638738283","-90.0792007992","Cleaned","(29.9638738283, -90.0792007992)"
"1201 Elmira Avenue",,"McDonogh","2516209","C",,,,"405-466-0506",,"29.9435137145","-90.0473550552",,"(29.9435137145, -90.0473550552)"
"2801 Danbury Drive",,"Old Aurora","2516905","C",,,,"420-458-0298",,"29.9241177191","-89.9986169255",,"(29.9241177191, -89.9986169255)"
,,"Village De Lest","2527325","E",,,,"441-498-9011",,"30.0290642811","-89.9357350566",,"(30.0290642811, -89.9357350566)"
"2800 Conti Street",,"MID-CITY","2510531","B",,,,"393-474-9016",,"29.96911731","-90.08672087",,"(29.96911731, -90.08672087)"
"13731 Explorers Avenue",,"Village De Lest","2513007","E",,,,"444-508-0148",,"30.0584587079","-89.9259830998",,"(30.0584587079, -89.9259830998)"
"1324 Saint Bernard Avenue","2017-08-18T00:00:00.000","Seventh Ward","2513395","C","DPW - Vac Crew","General Maintenance",,"399-474-0516","21488","29.9697192657","-90.0639345504","Cleaned","(29.9697192657, -90.0639345504)"
,"2017-08-12T00:00:00.000","Uptown","2501783","B","DPW - Vac Truck #1","General Maintenance","200","384-460-0669","1750","29.9280044682","-90.1121594954","Cleaned","(29.9280044682, -90.1121594954)"
"437 Dauphine Street","2017-11-14T00:00:00.000","French Quarter","2512171","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-470-0716","10479","29.9575640946","-90.0680677694","Cleaned","(29.9575640946, -90.0680677694)"
"2457 Bedford Drive","2021-11-09T00:00:00.000","Old Aurora","2517509","C","Contractor - Wingate","Hurricane Ida",,"423-460-0111","45005","29.9284511275","-89.993404578","Inspected","(29.9284511275, -89.993404578)"
"1029 Annunciation Street","2017-11-07T00:00:00.000","Lower Garden District","2505909","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-464-0768","9087","29.9419652802","-90.0675125316","Cleaned","(29.9419652802, -90.0675125316)"
"2612 Orleans Avenue","2020-01-08T00:00:00.000","Treme-Lafitte","2511301","D","PWD3698","GeneralMaintenance","30","396-474-0585","35824","29.9699150663","-90.0817611091","Cleaned","(29.9699150663, -90.0817611091)"
"5330 Tullis Drive","2020-10-27T00:00:00.000","Tall Timbers-Brechtel","2524407","C","PWD3719","311Case","30","420-450-0123","41284","29.9009546161","-89.9992217721","Cleaned","(29.9009546161, -89.9992217721)"
"2333 Upperline Street","2017-11-08T00:00:00.000","Uptown","2502682","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"387-462-0745","9177","29.9337883904","-90.1073000879","Cleaned","(29.9337883904, -90.1073000879)"
"3102 Saint Charles Avenue",,"Garden District","2504190","B",,,,"393-460-0675",,"29.9290483172","-90.0887344666",,"(29.9290483172, -90.0887344666)"
"3874 Gallatin Street",,"Behrman","2517010","C",,,,"414-460-0278",,"29.9300759288","-90.0171612969",,"(29.9300759288, -90.0171612969)"
"1101 Andry Street",,"Lower Ninth Ward South","2515759","E",,,,"414-472-0241",,"29.9620937225","-90.0183611815",,"(29.9620937225, -90.0183611815)"
"2356 Kraft Place",,"Behrman","2516728","C",,,,"411-460-0120",,"29.9307855892","-90.0337999614",,"(29.9307855892, -90.0337999614)"
,"2019-12-10T00:00:00.000","West Lake Forest","2518887","E","PWD3698","GeneralMaintenance","30","429-498-0083","34718","30.0313948248","-89.9721644379","Cleaned","(30.0313948248, -89.9721644379)"
,,"Old Aurora","2517724","C",,,,"420-454-9008",,"29.9120475018","-89.9995999839",,"(29.9120475018, -89.9995999839)"
"3659 Constance Street","2017-11-14T00:00:00.000","East Riverside","2504680","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-458-0821","10400","29.9207249228","-90.0928602227","Cleaned","(29.9207249228, -90.0928602227)"
"5 Five Oaks Drive",,"Old Aurora","2516505","C",,,,"417-464-0108",,"29.9397630574","-90.0121614678",,"(29.9397630574, -90.0121614678)"
"3336 de Armas Street","2020-06-30T00:00:00.000","U.S. Naval Base","2516687","C","PWD3719","GeneralMaintenance","30","414-466-0172","38959","29.9426108208","-90.020237091","Cleaned","(29.9426108208, -90.020237091)"
"5025 Beaucaire Street",,"Village De Lest","2511843","E",,,,"441-500-0113",,"30.0379161726","-89.9309529549",,"(30.0379161726, -89.9309529549)"
"2435 Octavia Street","2020-08-25T00:00:00.000","Audubon","2500145","A","PWD3711","311Case","20","384-464-0598","40383","29.9372339267","-90.1115837609","Cleaned","(29.9372339267, -90.1115837609)"
,,"Lakeshore","2508582","D",,,,"390-496-9031",,"30.0278454235","-90.0987663843",,"(30.0278454235, -90.0987663843)"
"201 Crystal Street",,"Lakeshore","2507182","D",,,,"384-494-9013",,"30.023610264","-90.1125686775",,"(30.023610264, -90.1125686775)"
"8933 Forshey Street","2017-06-13T00:00:00.000","Hollygrove","2507855","A","DPW - Vac Crew","General Maintenance",,"381-474-0280","1159","29.96840798","-90.1209459717","Cleaned","(29.96840798, -90.1209459717)"
"1804 O'Reilly Street","2017-10-14T00:00:00.000","Seventh Ward","2521464","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-478-0596","5376","29.9770300819","-90.0647779275","Cleaned","(29.9770300819, -90.0647779275)"
"2519 North Rampart Street","2017-10-03T00:00:00.000","Marigny","2514142","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-474-0470","4548","29.9679041443","-90.0515201564","Cleaned","(29.9679041443, -90.0515201564)"
"1429 Governor Nicholls Street","2017-10-06T00:00:00.000","Treme-Lafitte","2511935","C","DPW - Vac Truck #3","General Maintenance","200","399-474-9002","4817","29.9669139245","-90.0678456471","Cleaned","(29.9669139245, -90.0678456471)"
"6010 Winchester Park Drive",,"Read Blvd East","2527748","E",,,,"432-502-0062",,"30.0419791758","-89.9634066412",,"(30.0419791758, -89.9634066412)"
"2656 Alvar Street","2017-10-13T00:00:00.000","Florida Development","2527399","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"411-480-0202","5308","29.9821682027","-90.0315349981","Cleaned","(29.9821682027, -90.0315349981)"
,,"Old Aurora","2524677","C",,,,"417-458-0250",,"29.9206286067","-90.0130200976",,"(29.9206286067, -90.0130200976)"
"930 Tchoupitoulas Street Ste D","2019-09-03T00:00:00.000","Lower Garden District","2505901","B","PWD3698","Emergency","25","399-466-0656","32630","29.9422924496","-90.067358406","Cleaned","(29.9422924496, -90.067358406)"
"4602 Rosemont Place",,"Plum Orchard","2521781","E",,,,"420-492-0392",,"30.0167942502","-90.000150715",,"(30.0167942502, -90.000150715)"
"4661 Wilson Avenue","2017-10-05T00:00:00.000","Plum Orchard","2530322","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"420-492-0367","4709","30.0181767305","-89.9990748844","Cleaned","(30.0181767305, -89.9990748844)"
"549 Pacific Avenue","2020-09-14T00:00:00.000","Algiers Point","2516162","C","PWD3719","311Case",,"405-468-0659","40940","29.9497334715","-90.0461179232","Inspected","(29.9497334715, -90.0461179232)"
"4943 Eunice Drive",,"Read Blvd West","2527243","E",,,,"429-496-0153",,"30.0248562676","-89.9757699093",,"(30.0248562676, -89.9757699093)"
"639 Broadway Street","2017-11-15T00:00:00.000","Audubon","2501200","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"381-464-0568","10593","29.9381370093","-90.1259323579","Cleaned","(29.9381370093, -90.1259323579)"
"109 Wilshire Place","2017-10-06T00:00:00.000","Fairgrounds","2510802","D","DPW - Vac Truck #1","General Maintenance","150","396-482-0253","4754","29.9910607787","-90.0802121587","Cleaned","(29.9910607787, -90.0802121587)"
"2733 South Roman Street","2017-11-05T00:00:00.000","Central City","2503752","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-466-0699","8664","29.9442591177","-90.0956169456","Cleaned","(29.9442591177, -90.0956169456)"
