"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"I1586517","107","SUSPICIOUS PERSON","1A","107","SUSPICIOUS PERSON","2A","3691862","550150","2017-09-13T02:59:53.000","2017-09-13T05:16:03.000",,"2017-09-13T06:20:24.000","NAT","Necessary Action Taken","N","3U04","046XX Chef Menteur Hwy","70126","3","(30.00640524, -90.03468288)"
"I1586617","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3671322","538411","2017-09-13T03:00:01.000","2017-09-13T03:00:01.000","2017-09-13T03:00:43.000","2017-09-13T03:21:06.000","NAT","Necessary Action Taken","N","1M02","040XX Canal St","70119","1","(29.97475024, -90.09997189)"
"I1586717","24","MEDICAL","2B","29","DEATH","1B","37369000","3513814","2017-09-13T03:01:34.000","2017-09-13T03:35:20.000","2017-09-13T03:46:28.000","2017-09-13T04:15:37.000","NAT","Necessary Action Taken","N","7C05","045XX Dale St","70126","7","(0.0, 0.0)"
"I1586817","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3679079","527887","2017-09-13T03:01:53.000",,"2017-09-13T03:01:53.000","2017-09-13T03:30:55.000","NAT","Necessary Action Taken","Y","8H01","Howard Ave & O'Keefe Ave","70113","8","(29.94558041, -90.07584037)"
"I1586917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3704402","512126","2017-09-13T03:02:12.000",,"2017-09-13T03:02:12.000","2017-09-13T05:23:20.000","NAT","Necessary Action Taken","Y","4D05","055XX Tullis Dr","70131","4","(29.9014559, -89.99646771)"
"I1587117","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3698877","522339","2017-09-13T03:07:08.000",,"2017-09-13T03:07:08.000","2017-09-13T04:27:03.000","NAT","Necessary Action Taken","Y","4D03","Holiday Dr & Fiesta St","70114","4","(29.929713, -90.01353349)"
"I1587217","103M","MENTAL PATIENT","2A","103","DISTURBANCE (OTHER)","2A","37369000","3513814","2017-09-13T03:08:25.000","2017-09-13T03:09:14.000","2017-09-13T03:11:18.000","2017-09-13T04:56:40.000","NAT","Necessary Action Taken","N","8I02","002XX Loyola Ave","70112","8","(0.0, 0.0)"
"I1587317","103F","FIGHT","2B","103F","FIGHT","2B","3702724","557922","2017-09-13T03:09:33.000",,,"2017-09-13T04:00:03.000","DUP","DUPLICATE","N","7Q03","068XX Parc Brittany Blvd","70126","7","(30.02743072, -90.00008019)"
"I1587417","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3682027","524507","2017-09-13T03:11:05.000",,"2017-09-13T03:11:05.000","2017-09-13T03:26:04.000","NAT","Necessary Action Taken","Y","6C01","Tchoupitoulas St & Melpomene St","70130","6","(29.93619763, -90.06665064)"
"I1587517","68","UNAUTHORIZED USE OF VEHICLE","1F","67A","AUTO THEFT","1B","3664583","532264","2017-09-13T03:13:21.000","2017-09-13T03:18:41.000","2017-09-13T03:22:09.000","2017-09-13T04:52:22.000","RTF","REPORT TO FOLLOW","N","2T01","082XX Nelson St","70118","2","(29.95804667, -90.12146102)"
"I1587617","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3681015","530924","2017-09-13T03:13:37.000","2017-09-13T03:13:42.000","2017-09-13T03:13:37.000","2017-09-13T03:21:23.000","NAT","Necessary Action Taken","Y","8D01","001XX Bourbon St","70130","8","(29.95387431, -90.06961942)"
"I1587717","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3674612","527614","2017-09-13T03:14:33.000","2017-09-13T03:15:07.000","2017-09-13T03:14:33.000","2017-09-13T03:44:06.000","NAT","Necessary Action Taken","Y","6I03","S Claiborne Ave & Jackson Ave","70125","6","(29.94496552, -90.08995386)"
"I1587817","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3687082","534834","2017-09-13T03:16:31.000",,"2017-09-13T03:16:31.000","2017-09-13T03:23:27.000","NAT","Necessary Action Taken","Y","5C01","027XX Royal St","70117","5","(29.96443955, -90.05032508)"
"I1587917","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3682387","550556","2017-09-13T03:20:20.000",,"2017-09-13T03:20:20.000","2017-09-13T04:02:09.000","NAT","Necessary Action Taken","Y","3Q01","Saint Anthony Ave & Mirabeau Ave","70122","3","(30.00781364, -90.06460348)"
"I1588017","103M","MENTAL PATIENT","2A","21","COMPLAINT OTHER","1H","37369000","3513814","2017-09-13T03:20:35.000","2017-09-13T03:23:39.000","2017-09-13T03:26:39.000","2017-09-13T05:32:26.000","NAT","Necessary Action Taken","N","5D01","006XX Alvar St","70117","5","(0.0, 0.0)"
"I1588117","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3679058","527021","2017-09-13T03:21:13.000",,"2017-09-13T03:21:13.000","2017-09-13T05:13:32.000","NAT","Necessary Action Taken","Y","6G03","Calliope St & Baronne St","70113","6","(29.94319972, -90.0759361)"
"I1588217","100","HIT & RUN","1E","20I","AUTO ACCIDENT WITH INJURY","2B","3700961","552103","2017-09-13T03:22:11.000","2017-09-13T04:27:02.000","2017-09-13T04:28:31.000","2017-09-13T05:55:47.000","RTF","REPORT TO FOLLOW","N","7C02","Chef Menteur Hwy & Chantilly Dr","70126","7","(30.01148679, -90.0058646)"
"I1588317","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3677661","551734","2017-09-13T03:25:49.000",,"2017-09-13T03:25:49.000","2017-09-13T06:20:30.000","NAT","Necessary Action Taken","Y","3N01","Filmore Ave & Cartier Ave","70122","3","(30.01119411, -90.07949394)"
"I1588417","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3695552","549061","2017-09-13T03:26:41.000","2017-09-13T03:34:03.000",,"2017-09-13T03:43:18.000","NAT","Necessary Action Taken","N","7B01","039XX Jourdan Rd","70126","7","(30.00329361, -90.0230655)"
"A0021117","82","PROSTITUTION","2A","82","PROSTITUTION","2A","37369000","3513814","2017-01-01T02:11:38.000","2017-01-01T02:12:59.000",,"2017-01-01T02:13:10.000","GOA","GONE ON ARRIVAL","N","1I02","018XX Canal St","70112","1","(0.0, 0.0)"
"I1588517","64A","HOLD UP ALARM","2B","62A","BURGLAR ALARM, SILENT","2C","3680532","549378","2017-09-13T03:27:06.000","2017-09-13T03:28:28.000","2017-09-13T03:30:24.000","2017-09-13T03:40:56.000","NAT","Necessary Action Taken","N","3P02","017XX Pratt Dr","70122","3","(30.00462876, -90.07050505)"
"I1588617","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1H","3726140","562424","2017-09-13T03:27:54.000","2017-09-13T04:15:20.000","2017-09-13T04:15:14.000","2017-09-13T04:52:26.000","GOA","GONE ON ARRIVAL","N","7L02","135XX Granville St","70129","7","(30.03904013, -89.92591631)"
"I1588817","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3668673","550055","2017-09-13T03:30:01.000",,"2017-09-13T03:30:01.000","2017-09-13T05:02:07.000","NAT","Necessary Action Taken","Y","3F01","Canal Blvd & Bragg St","70124","3","(30.00684399, -90.10794749)"
"I1588917","56D","CRIMINAL DAMAGE DOMESTIC","2C","56","SIMPLE CRIMINAL DAMAGE","1D","3692755","550257","2017-09-13T03:31:58.000","2017-09-13T04:02:30.000","2017-09-13T04:02:40.000","2017-09-13T05:41:37.000","RTF","REPORT TO FOLLOW","N","3U02","049XX Chef Menteur Hwy","70126","3","(30.00667139, -90.03185868)"
"I1589017","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3679922","527055","2017-09-13T03:32:37.000",,"2017-09-13T03:32:37.000","2017-09-13T03:43:37.000","NAT","Necessary Action Taken","Y","6G04","007XX Howard Ave","70130","6","(29.94326883, -90.07320678)"
"I1589117","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3691119","533884","2017-09-13T03:34:03.000",,,"2017-09-13T03:36:21.000","DUP","DUPLICATE","N","5D01","Alvar St & Royal St","70117","5","(29.96170286, -90.03761064)"
"I1589217","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3672012","539168","2017-09-13T03:35:14.000",,"2017-09-13T03:35:14.000","2017-09-13T04:02:41.000","NAT","Necessary Action Taken","Y","1M02","004XX N Carrollton Ave","70119","1","(29.97681162, -90.09776962)"
"I1589317","37D","AGGRAVATED ASSAULT DOMESTIC","2B","34","AGGRAVATED BATTERY","2B","3692645","550217","2017-09-13T03:37:30.000","2017-09-13T03:42:32.000","2017-09-13T03:49:52.000","2017-09-13T04:35:40.000","DUP","DUPLICATE","N","3U02","049XX Chef Menteur Hwy","70126","3","(30.00656516, -90.03220644)"
"I1589417","103M","MENTAL PATIENT","2A","29S","SUICIDE","1B","37369000","3513814","2017-09-13T03:39:35.000","2017-09-13T03:40:34.000","2017-09-13T03:48:39.000","2017-09-13T04:53:50.000","NAT","Necessary Action Taken","N","6I01","027XX 7th St","70115","6","(0.0, 0.0)"
"I1589517","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","0","0","2017-09-13T03:40:16.000","2017-09-13T03:40:34.000","2017-09-13T03:40:16.000","2017-09-13T03:41:32.000","NAT","Necessary Action Taken","Y","8D04","Conti St & Bourbon St",,"0",
"I1589617","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","2A","3679854","523579","2017-09-13T03:43:04.000","2017-09-13T03:44:04.000","2017-09-13T03:46:05.000","2017-09-13T05:51:44.000","RTF","REPORT TO FOLLOW","N","6E02","011XX Orange St","70130","6","(29.93371237, -90.0735412)"
"I1589717","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3681340","536548","2017-09-13T03:49:49.000",,"2017-09-13T03:49:49.000","2017-09-13T04:11:59.000","NAT","Necessary Action Taken","Y","1A01","Esplanade Ave & N Claiborne Ave","70116","1","(29.96932619, -90.06839956)"
"I1589817","103D","DOMESTIC DISTURBANCE","2B","21","COMPLAINT OTHER","2A","3670902","534160","2017-09-13T03:55:19.000","2017-09-13T04:07:13.000","2017-09-13T04:11:56.000","2017-09-13T04:56:00.000","RTF","REPORT TO FOLLOW","N","1K02","I-10 W & Carrollton Airline Exit","70119","1","(29.96307381, -90.10144512)"
"I1589917","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3693274","521912","2017-09-13T03:55:56.000",,"2017-09-13T03:55:56.000","2017-09-13T04:10:03.000","NAT","Necessary Action Taken","Y","4C03","General De Gaulle Dr & Wall Blvd","70114","4","(29.9287151, -90.03123587)"
"I1590017","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3704303","514850","2017-09-13T03:59:05.000",,"2017-09-13T03:59:05.000","2017-09-13T04:41:09.000","NAT","Necessary Action Taken","Y","4D05","Tall Oak Dr & Inwood Ave","70131","4","(29.90894897, -89.99668014)"
"I1590117","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3704303","514850","2017-09-13T03:59:37.000",,"2017-09-13T03:59:37.000","2017-09-13T04:01:52.000","NAT","Necessary Action Taken","Y","4D05","Inwood Ave & Tall Oak Dr","70131","4","(29.90894897, -89.99668014)"
"I1590217","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2C","3671985","530603","2017-09-13T04:00:47.000","2017-09-13T04:04:59.000","2017-09-13T04:13:13.000","2017-09-13T04:25:16.000","NAT","Necessary Action Taken","N","6N02","013XX S Broad St","70125","6","(29.95326148, -90.0981444)"
"I1590417","21","COMPLAINT OTHER","1H","67A","AUTO THEFT","1B","3682868","535366","2017-09-13T04:09:56.000","2017-09-13T08:30:48.000","2017-09-13T08:31:01.000","2017-09-13T08:34:07.000","NAT","Necessary Action Taken","N","1A01","Esplanade Ave & N Rampart St","70116","1","(29.96602949, -90.06361383)"
"I1590517","17R","WARR STOP WITH RELEASE","0G","17R","WARR STOP WITH RELEASE","0G","3693076","521991","2017-09-13T04:10:49.000",,"2017-09-13T04:10:49.000","2017-09-13T04:24:21.000","NAT","Necessary Action Taken","Y","4C03","General De Gaulle Dr & Wall Blvd","70114","4","(29.928938, -90.03185633)"
"I1590617","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3680494","531079","2017-09-13T04:13:56.000",,"2017-09-13T04:13:56.000","2017-09-13T04:30:20.000","NAT","Necessary Action Taken","Y","8I01","009XX Canal St","70112","8","(29.95431573, -90.07125992)"
"I1590717","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3687082","534834","2017-09-13T04:14:57.000",,"2017-09-13T04:14:57.000","2017-09-13T04:23:20.000","NAT","Necessary Action Taken","Y","5C01","027XX Royal St","70117","5","(29.96443955, -90.05032508)"
"I1590817","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3686737","534971","2017-09-13T04:23:34.000",,"2017-09-13T04:23:34.000","2017-09-13T04:33:58.000","NAT","Necessary Action Taken","Y","5B01","Royal St & Franklin Ave","70117","5","(29.96482705, -90.05141032)"
"I1590917","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3679922","527055","2017-09-13T04:25:23.000",,"2017-09-13T04:25:23.000","2017-09-13T04:46:36.000","NAT","Necessary Action Taken","Y","6G04","007XX Howard Ave","70130","6","(29.94326883, -90.07320678)"
"A0023517","24","MEDICAL","2B","35","SIMPLE BATTERY","1D","37369000","3513814","2017-01-01T02:28:50.000","2017-01-01T02:30:34.000","2017-01-01T02:31:34.000","2017-01-01T03:38:13.000","RTF","REPORT TO FOLLOW","N","8I01","003XX Saint Charles Ave","70130","8","(0.0, 0.0)"
"I1591017","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3696095","519431","2017-09-13T04:25:49.000",,"2017-09-13T04:25:49.000","2017-09-13T08:21:22.000","NAT","Necessary Action Taken","Y","4C02","033XX Garden Oaks Dr","70114","4","(29.92180598, -90.02241945)"
"I1591117","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3696134","518792","2017-09-13T04:26:12.000","2017-09-13T04:28:32.000","2017-09-13T04:28:02.000","2017-09-13T04:43:33.000","GOA","GONE ON ARRIVAL","N","4C02","034XX Garden Oaks Dr","70114","4","(29.9200472, -90.02231971)"
"I1591217","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3698859","519361","2017-09-13T04:26:32.000","2017-09-13T04:28:32.000","2017-09-13T04:26:32.000","2017-09-13T05:05:40.000","NAT","Necessary Action Taken","Y","4D01","041XX General De Gaulle Dr","70131","4","(29.92152639, -90.01369888)"
"I1591317","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3704014","517877","2017-09-13T04:27:18.000",,"2017-09-13T04:27:18.000","2017-09-13T05:59:16.000","NAT","Necessary Action Taken","Y","4D02","Lacour Monique St & Rue Nichole","70131","4","(29.91727952, -89.99748028)"
"I1591417","63","PROWLER","2C","63","PROWLER","2C","3682163","535735","2017-09-13T04:28:16.000","2017-09-13T04:28:59.000","2017-09-13T04:32:15.000","2017-09-13T05:12:24.000","NAT","Necessary Action Taken","N","1F02","012XX Esplanade Ave","70116","1","(29.96706587, -90.06582933)"
"I1591517","21N","NOISE COMPLAINT","1E","21N","NOISE COMPLAINT","1E","3683648","533255","2017-09-13T04:29:18.000","2017-09-13T04:30:09.000","2017-09-13T04:34:17.000","2017-09-13T04:56:58.000","NAT","Necessary Action Taken","N","8E05","010XX Chartres St","70116","8","(29.96020271, -90.06122502)"
"I1591617","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3671055","536877","2017-09-13T04:29:25.000","2017-09-13T04:29:25.000","2017-09-13T04:29:37.000","2017-09-13T04:45:12.000","NAT","Necessary Action Taken","N","1L04","Banks St & S Scott St","70119","1","(29.97054072, -90.10086915)"
"I1591717","106","OBSCENITY, EXPOSING","2A","107","SUSPICIOUS PERSON","2A","3696210","551411","2017-09-13T04:30:08.000","2017-09-13T04:30:47.000",,"2017-09-13T04:32:28.000","VOI","VOID","N","7A01","Downman Rd & Chef Menteur Hwy","70126","3","(30.00973449, -90.02090137)"
"I1591817","21","COMPLAINT OTHER","1H","67","THEFT","1E","3681457","531564","2017-09-13T04:37:02.000","2017-09-13T09:00:23.000","2017-09-13T09:00:40.000","2017-09-13T09:03:47.000","NAT","Necessary Action Taken","N","8D04","003XX Bourbon St","70130","8","(29.95561867, -90.06820318)"
"I1591917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3681161","530642","2017-09-13T04:37:11.000",,"2017-09-13T04:37:11.000","2017-09-13T04:53:15.000","NAT","Necessary Action Taken","N","8G04","Saint Charles Ave & Canal St","70130","8","(29.95309407, -90.06917089)"
"I1592017","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3669742","536852","2017-09-13T04:39:20.000",,"2017-09-13T04:39:20.000","2017-09-13T04:49:15.000","NAT","Necessary Action Taken","Y","3D02","041XX D'Hemecourt St","70119","3","(29.97051037, -90.10501523)"
"I1592117","21","COMPLAINT OTHER","1H","67A","AUTO THEFT","1B","3715448","565644","2017-09-13T04:41:22.000","2017-09-13T05:01:03.000",,"2017-09-13T05:01:14.000","NAT","Necessary Action Taken","N","7I11","121XX N I-10 Service Rd","70128","7","(30.04825109, -89.95958404)"
"I1592217","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3673009","533160","2017-09-13T04:48:08.000",,,"2017-09-13T04:48:08.000","NAT","Necessary Action Taken","N","1K01","028XX Perdido St","70119","1","(29.96026084, -90.09482562)"
"A1269917","103M","MENTAL PATIENT","2A","103M","MENTAL PATIENT","2A","37369000","3513814","2017-01-12T07:30:35.000","2017-01-12T07:31:17.000","2017-01-12T07:37:46.000","2017-01-12T08:30:17.000","NAT","Necessary Action Taken","N","8C02","Royal St & Bienville St","70130","8","(0.0, 0.0)"
"I1592317","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3670464","546434","2017-09-13T04:52:51.000",,"2017-09-13T04:52:51.000","2017-09-13T05:15:56.000","NAT","Necessary Action Taken","Y","3I04","Brooks St & General Haig St","70124","3","(29.99683506, -90.10240978)"
"I1592417","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3697334","539131","2017-09-13T04:55:10.000",,"2017-09-13T04:55:10.000","2017-09-13T05:16:21.000","NAT","Necessary Action Taken","Y","5I02","N Rocheblave St & Reynes St","70117","5","(29.97593417, -90.01779495)"
"I1592517","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3683458","532294","2017-09-13T04:55:23.000",,"2017-09-13T04:55:23.000","2017-09-13T05:00:17.000","NAT","Necessary Action Taken","Y","8B02","008XX Decatur St","70116","8","(29.95756646, -90.06185987)"
"I1592617","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3693665","537651","2017-09-13T04:59:13.000",,"2017-09-13T04:59:13.000","2017-09-13T05:22:43.000","NAT","Necessary Action Taken","Y","5H04","044XX N Roman St","70117","5","(29.97197889, -90.02943679)"
"I1592717","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3686856","529355","2017-09-13T04:59:32.000",,"2017-09-13T04:59:32.000","2017-09-13T05:14:33.000","NAT","Necessary Action Taken","Y","4F02","Seguin St & Evelina St","70114","4","(29.94937961, -90.05123378)"
"I1592817","22B","BUSINESS CHECK","1I","22B","BUSINESS CHECK","1I","3687082","534834","2017-09-13T05:02:41.000",,"2017-09-13T05:02:41.000","2017-09-13T05:24:04.000","NAT","Necessary Action Taken","Y","5C01","027XX Royal St","70117","5","(29.96443955, -90.05032508)"
"A0025617","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2017-01-01T02:50:57.000","2017-01-01T03:06:25.000","2017-01-01T02:50:57.000","2017-01-01T05:11:47.000","NAT","Necessary Action Taken","Y","8D03","Toulouse St & Dauphine St",,"0","(0.0, 0.0)"
"I1592917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3667766","539295","2017-09-13T05:03:09.000",,"2017-09-13T05:03:09.000","2017-09-13T05:13:29.000","NAT","Necessary Action Taken","Y","3D02","049XX Banks St","70119","3","(29.97728612, -90.11117314)"
"I1593017","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3703856","518173","2017-09-13T05:05:58.000",,"2017-09-13T05:05:58.000","2017-09-13T06:43:54.000","NAT","Necessary Action Taken","Y","4D02","Eton St & Berkley Dr","70131","4","(29.91810112, -89.99796807)"
"I1593117","62C","SIMPLE BURGLARY VEHICLE","1E","67C","THEFT FROM EXTERIOR","1E","3695864","518408","2017-09-13T05:07:31.000","2017-09-13T05:09:19.000","2017-09-13T05:08:48.000","2017-09-13T07:07:17.000","RTF","REPORT TO FOLLOW","N","4C02","032XX Memorial Park Dr","70114","4","(29.91900075, -90.02318512)"
"I1593217","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3664626","519184","2017-09-13T05:08:02.000",,"2017-09-13T05:08:02.000","2017-09-13T05:20:04.000","NAT","Necessary Action Taken","Y","2A04","060XX Magazine St","70118","2","(29.92207889, -90.12176419)"
"I1593317","29","DEATH","1B","29","DEATH","1B","3715339","570954","2017-09-13T05:08:11.000","2017-09-13T05:08:51.000","2017-09-13T05:17:04.000","2017-09-13T06:51:55.000","RTF","REPORT TO FOLLOW","N","7K06","130XX Hayne Blvd","70128","7","(30.06285552, -89.95972555)"
"I1593417","18","TRAFFIC INCIDENT","1H","18","TRAFFIC INCIDENT","1H","3677944","525250","2017-09-13T05:11:42.000",,"2017-09-13T05:11:42.000","2017-09-13T05:16:27.000","NAT","Necessary Action Taken","Y","6G02","Baronne St & Polymnia St","70113","6","(29.93836302, -90.07951239)"
"I1593517","107","SUSPICIOUS PERSON","2A","107","SUSPICIOUS PERSON","2A","3673009","533160","2017-09-13T05:13:00.000","2017-09-13T05:13:00.000","2017-09-13T05:14:16.000","2017-09-13T05:17:49.000","NAT","Necessary Action Taken","N","1K01","028XX Perdido St","70119","1","(29.96026084, -90.09482562)"
"A0026417","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2017-01-01T02:56:24.000",,"2017-01-01T02:56:24.000","2017-01-01T03:23:10.000","NAT","Necessary Action Taken","Y","8G01","003XX Andrew Higgins Dr","70130","8","(0.0, 0.0)"
"I1593617","22D","DIRECTED PATROL","1I","22D","DIRECTED PATROL","1I","3685764","530908","2017-09-13T05:14:44.000",,"2017-09-13T05:14:44.000","2017-09-13T07:19:33.000","NAT","Necessary Action Taken","Y","4F02","002XX Morgan St","70114","4","(29.95368408, -90.05462628)"
"I1593717","58","RETURN FOR ADDITIONAL INFO","1G","58","RETURN FOR ADDITIONAL INFO","1G","3673009","533160","2017-09-13T05:16:38.000","2017-09-13T05:16:38.000","2017-09-13T05:16:44.000","2017-09-13T06:10:58.000","NAT","Necessary Action Taken","N","1K01","028XX Perdido St","70119","1","(29.96026084, -90.09482562)"
"A0026717","24","MEDICAL","2B","NOPD","INCIDENT REQUESTED BY ANOTHER AGENCY","2A","37369000","3513814","2017-01-01T02:57:51.000",,,"2017-01-01T02:59:11.000","DUP","DUPLICATE","N","8G01","003XX Andrew Higgins Dr","70130","8","(0.0, 0.0)"
"I1593817","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3681286","530108","2017-09-13T05:19:02.000","2017-09-13T05:20:08.000",,"2017-09-13T05:20:28.000","NAT","Necessary Action Taken","N","8G04","002XX Camp St","70130","8","(29.95162072, -90.06879491)"
"I1593917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3698877","522339","2017-09-13T05:20:14.000",,"2017-09-13T05:20:14.000","2017-09-13T06:11:37.000","NAT","Necessary Action Taken","Y","4D03","Holiday Dr & Fiesta St","70114","4","(29.929713, -90.01353349)"
"I1594017","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3693642","537786","2017-09-13T05:22:59.000",,"2017-09-13T05:22:59.000","2017-09-13T06:21:28.000","NAT","Necessary Action Taken","Y","5H04","018XX Poland Ave","70117","5","(29.97235079, -90.02950318)"
"I1594117","62A","BURGLAR ALARM, SILENT","2C","62A","BURGLAR ALARM, SILENT","2C","3673148","539081","2017-09-13T05:29:23.000","2017-09-13T05:30:43.000","2017-09-13T05:34:38.000","2017-09-13T06:10:36.000","NAT","Necessary Action Taken","N","1M02","038XX Toulouse St","70119","1","(29.97653859, -90.09418273)"
"I1594217","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3670351","535948","2017-09-13T05:30:02.000","2017-09-13T05:30:02.000","2017-09-13T05:33:20.000","2017-09-13T06:43:59.000","NAT","Necessary Action Taken","N","1L04","Ulloa St & S Scott St","70119","1","(29.96800529, -90.10312225)"
"A1272017","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2017-01-12T07:48:14.000",,"2017-01-12T07:48:14.000","2017-01-12T08:02:16.000","NAT","Necessary Action Taken","Y","8I01","Canal St & Baronne St","70112","8","(0.0, 0.0)"
"A1272117","24","MEDICAL","2B","24","MEDICAL","2B","37369000","3513814","2017-01-12T07:48:32.000","2017-01-12T08:00:46.000","2017-01-12T07:48:32.000","2017-01-12T08:42:43.000","NAT","Necessary Action Taken","Y","7D02","074XX Downman Rd","70126","7","(0.0, 0.0)"
"I1594317","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","1A","3681404","530862","2017-09-13T05:30:34.000","2017-09-13T05:31:44.000","2017-09-13T05:34:10.000","2017-09-13T05:39:26.000","GOA","GONE ON ARRIVAL","N","8C01","001XX Royal St","70130","8","(29.9536897, -90.06839637)"
"I1594417","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3690841","536361","2017-09-13T05:32:16.000",,"2017-09-13T05:32:16.000","2017-09-13T05:59:03.000","NAT","Necessary Action Taken","Y","5D03","013XX Congress St","70117","5","(29.968521, -90.03840212)"
"I1594517","21","COMPLAINT OTHER","1H","21","COMPLAINT OTHER","1H","3682028","532375","2017-09-13T05:33:03.000","2017-09-13T05:33:03.000","2017-09-13T05:33:14.000","2017-09-13T05:36:06.000","NAT","Necessary Action Taken","N","8D05","Toulouse St & Bourbon St","70112","8","(29.95783188, -90.06637035)"
"I1594617","62C","SIMPLE BURGLARY VEHICLE","1E","62","SIMPLE BURGLARY","1E","3686659","536860","2017-09-13T05:34:06.000","2017-09-13T08:22:44.000","2017-09-13T08:28:35.000","2017-09-13T09:53:49.000","RTF","REPORT TO FOLLOW","N","5B02","024XX Marais St","70117","5","(29.97002255, -90.05159115)"
"I1594717","17M","MUNICIPAL ATTACHMENT","1F","17M","MUNICIPAL ATTACHMENT","1F","3682028","532375","2017-09-13T05:35:08.000","2017-09-13T05:36:06.000","2017-09-13T05:35:08.000","2017-09-13T05:36:27.000","NAT","Necessary Action Taken","N","8D05","Toulouse St & Bourbon St","70112","8","(29.95783188, -90.06637035)"
"I1594817","17M","MUNICIPAL ATTACHMENT","1F","17M","MUNICIPAL ATTACHMENT","1F","3682028","532375","2017-09-13T05:35:22.000","2017-09-13T05:36:27.000","2017-09-13T05:35:22.000","2017-09-13T05:36:30.000","NAT","Necessary Action Taken","N","8D05","Toulouse St & Bourbon St","70112","8","(29.95783188, -90.06637035)"
"I1594917","22A","AREA CHECK","1I","22A","AREA CHECK","1I","3686744","534999","2017-09-13T05:43:16.000",,"2017-09-13T05:43:16.000","2017-09-13T05:59:58.000","NAT","Necessary Action Taken","Y","5B01","Royal St & Franklin Ave","70117","5","(29.96490286, -90.05138725)"
