"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Open","18-12357-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248437","326 Verret St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-12-15T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=me6dbeb792811ba8661470a72ef8e577a","2484 030 4797 ",,,,"2018-12-17T09:12:47.000","2018-12-14T09:14:00.000","Violation: No WIP","C","326 Verret St","New Orleans","LA","70114","3687005.81","530536.37","-90.05071976438445","29.952622719802367",
"Open","20-21088-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261708","627-629 Toulouse St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-07-14T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m0d2504e8a049930ad49c839efbbad486","994 873 998 ",,"2021-07-14T14:30:00.000","OSS Reset","2020-07-23T13:52:39.000","2020-07-14T13:54:00.000","Violation: No WIP","C","627 Toulouse St","New Orleans","LA","70130","3682448.12","532098.98","-90.06505626735988","29.957058859598796",
"Closed","18-08268-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=244347","1014 Dumaine St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2019-08-14T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m8a44ad8fd3764a69ebbb315b068d9951","993 909 459
",,,,"2018-08-23T14:35:50.000","2018-08-23T14:37:00.000","Violation: No WIP","C","1014 Dumaine St","New Orleans","LA","70116","3682027.55","533747.99","-90.06632671886015","29.961605868007066",
"Closed","18-11190-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247270","4808 St Claude Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-05-26T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=d6de7e41327ab343df1d486cbe01c3a4","992 901 606 ",,"2019-05-22T09:00:00.000","OSS Reset","2018-10-31T08:12:34.000","2018-10-31T08:14:00.000","Complete","E","4808 St Claude Ave","New Orleans","LA","70117","3695140.33","534421.41","-90.0248946659948","29.963052336898603",
"Open","21-00519-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264820","335-337 Dauphine St, 900-908 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-08-03T09:30:00.000",,,,"2022-06-16T15:00:00.000","OSS Reset","2021-01-28T10:55:27.000","2021-01-14T10:56:00.000","Violation: No WIP","C","337 Dauphine St","New Orleans","LA","70112","3681246.79","532021.15","-90.06885240406646","29.956881360972858",
"Closed","18-03302-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=239381","918 St Philip St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-02-10T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=b0020eba1202ccc6fbd1089bdc9b38db","991 319 228 ",,"2021-02-10T14:00:00.000","OSS Reset","2018-04-27T12:46:22.000","2018-04-27T12:49:00.000","Violation: No WIP","C","918 St Philip St","New Orleans","LA","70116","3682502.04","533855.88","-90.06482458834371","29.961888093551057",
"Open","22-01931-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=275171","801 Belleville St, 801 Belleville St B, 803 Belleville St, 803 Bellevi","Short Term Rental","Safety and Permits","Initial Hearing","2022-09-21T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mc6a477feda03404b0a44b637b4025b70","2496 369 8369",,,,"2022-05-09T11:45:25.000","2022-04-29T11:46:00.000","Complete","C","801 Belleville St","New Orleans","LA","70114","3687756.91","528692.69","-90.04841341657286","29.947530091584603",
"Closed","21-06937-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271241","4013 St Claude Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-05-12T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=me7feea1f0a2af433e8f49fd6bc438e18","2480 220 1275",,"2022-02-02T09:30:00.000","OSS Liable","2021-08-24T08:36:29.000","2021-08-23T08:37:00.000","Violation: No WIP","C","4013 St Claude Ave","New Orleans","LA","70117","3691957.91","535428.8","-90.03490827557617","29.965921844522082",
"Closed","20-23431-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264051","601-607 Chartres St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-05-19T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m7874cefa0867bcf79262865d5f792213","991 475 055

",,"2021-04-14T14:00:00.000","OSS Reset","2020-12-14T10:57:27.000","2020-12-11T10:58:00.000","Violation: No WIP","C","605 Chartres St","New Orleans","LA","70130","3682611.38","531999.12","-90.0645442351409","29.956779308826114",
"Open","19-00859-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=249534","2525 Lafitte Ave, 2512 St Peter St, 3512 St Peter St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-11-03T09:00:00.000",,,,"2022-08-31T10:00:00.000","OSS Reset","2019-02-07T10:49:49.000","2019-02-06T10:51:00.000","Violation: No WIP","D","3512 St Peter St","New Orleans","LA","70119","3677298.14","536313.8","-90.08117287344943","29.968803921253418",
"Closed","19-10911-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259586","720 St Louis St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-05-19T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m8124ba49a24c61b501577ef9dd61c66a","998 233 877
",,"2021-04-14T15:00:00.000","OSS Reset","2019-11-08T14:23:52.000","2019-11-05T14:29:00.000","Violation: No WIP","C","720 St Louis St","New Orleans","LA","70130","3681939.17","531936.89","-90.06666903002709","29.95662864713724",
"Closed","21-02618-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266920","735 Dumaine St","Short Term Rental","Safety and Permits","Initial Hearing","2021-11-03T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=m1cfa6ddaadd14b0625c3a8d413d1b247","2489 268 6745
",,,,"2021-03-24T10:45:18.000","2021-03-19T00:00:00.000","Complete","C","735 Dumaine St","New Orleans","LA","70116","3682787.03","533239.14","-90.06394621145128","29.960183591413717",
"Open","21-08668-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272972","717 Canal St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Reset Hearing","2022-03-24T09:30:00.000",,,,"2022-02-09T09:30:00.000","OSS Reset","2021-12-07T10:21:28.000","2021-11-15T10:26:00.000","Complete","C","717 Canal St","New Orleans","LA","70130","3681128.32","530839.19","-90.06926766805017","29.953634965556606",
"Closed","18-09869-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=245948","818 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-06-19T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m4b9eed07914d41afd32b55d27d2d1e95"," 2481 930 0866",,"2018-11-07T10:30:00.000","OSS Reset","2018-09-28T14:44:59.000","2018-09-25T14:46:00.000","Violation: No WIP","C","818 Bourbon St","New Orleans","LA","70116","3682615.78","533091.09","-90.06449215908178","29.95978171990165",
"Closed","16-09159-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=216520","2616 Royal St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-07-28T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mced41453c266d81491bc5ef123eeb90c","995 879 975
",,"2021-01-27T10:00:00.000","OSS Reset","2016-08-30T10:02:04.000","2016-08-26T10:03:00.000","Violation: WIP","C","2616 Royal St","New Orleans","LA","70117","3686881.86","534871.41","-90.05095795043741","29.96454639948626",
"Closed","19-07429-VCCSN","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256104","624 N Rampart St","Signage Violation VCC","Vieux Carré Commission","Initial Hearing","2021-08-04T15:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=2d2217090fcc8f335bdd013a8d59b0f5","994 996 138",,,,"2019-07-18T11:26:58.000","2019-07-09T11:28:00.000","Violation: No WIP","C","624 N Rampart St","New Orleans","LA","70112","3681316.53","533179.87","-90.06859180191825","29.960065330575528",
"Closed","19-03198-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251873","429 Julia St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Initial Hearing","2021-02-24T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=43fd1f56324226d180634a80cab56e4e","996 895 641",,,,"2019-04-25T14:06:11.000","2018-06-27T14:07:00.000","Complete","B","429 Julia St","New Orleans","LA","70130","3681535.91","527780.13","-90.068087328442","29.94521121085322",
"Closed","20-20010-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260625","733 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-05-12T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mb2ad6b5cbdc6dc57e6d03132cb9b0264","992 524 370",,,,"2020-03-03T13:45:16.000","2020-02-10T13:46:00.000","Violation: No WIP","C","733 Bourbon St","New Orleans","LA","70116","3682414.27","532910.62","-90.06513478919055","29.959291623100484",
"Open","20-21057-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261677","1503 Tchoupitoulas St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-05-05T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=mdcb928daa3faddc49f9185e71e233136","2488 043 2087",,,,"2020-07-22T08:34:02.000","2020-07-21T08:37:00.000","Violation: No WIP","B","1503 Tchoupitoulas St","New Orleans","LA","70130","3682196.35","523282.86","-90.06615914212927","29.932825149216303",
"Closed","20-20828-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261448","437 Short St, 439 Short St, 7920 Pearl St","Zoning General","Safety and Permits","Initial Hearing","2021-01-27T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=8b7664fced7f89db05bc4c2fc7ae6aee","995 060 926",,,,"2020-06-26T12:01:47.000","2020-06-29T12:30:00.000","No Access","A","7920 Pearl St","New Orleans","LA","70118","3660674.15","526177.91","-90.13400777933573","29.941422533491096",
"Closed","21-00291-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264591","925 N Villere St","Short Term Rental","Safety and Permits","Initial Hearing","2021-11-10T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=mba9f8ff37891d47a9255173e7611bd2f","2494 696 6622 ",,,,"2021-01-19T11:46:23.000","2021-01-08T00:00:00.000","Complete","C","925 N Villere St","New Orleans","LA","70116","3680807.32","534987.97","-90.07013683296478","29.965052433218997",
"Open","19-10078-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258753","943 Burgundy St, 1000 St Philip St, 1012 St Philip St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-04-06T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m64dfa90b3ac27d0881aabedfe55613be","2487 516 0834",,,,"2019-10-08T12:48:09.000","2019-10-08T12:50:00.000","Violation: No WIP","C","1000 St Philip St","New Orleans","LA","70116","3682290.23","534022.54","-90.0654876270385","29.962352797352647",
"Open","20-21209-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261829","629 Lesseps St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2022-02-16T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb8040955e1302fd8a5e766f2b5e141d9","2481 446 9915",,,,"2020-08-11T12:37:20.000","2020-08-11T12:38:00.000","Complete","C","629 Lesseps St","New Orleans","LA","70117","3692341.7","533475.58","-90.03376624053499","29.960539211873133",
"Open","18-10733-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=246812","1732-1734 S Carrollton Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-05-25T10:00:00.000",,,,"2022-02-23T10:00:00.000","OSS Reset","2018-10-18T09:12:03.000","2018-10-17T09:13:00.000","Violation: No WIP","A","1734 S Carrollton Ave","New Orleans","LA","70118","3663292.12","529861.03","-90.12561973696103","29.951474326769905",
"Closed","21-01205-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265506","841-843 Carondelet St","Short Term Rental","Safety and Permits","Initial Hearing","2022-03-16T12:30:00.000","https://nola.webex.com/nola/j.php?MTID=m08b3fbdd8d5fe552d8e03852b8e2d962","2481 433 6445",,,,"2021-02-12T08:26:31.000","2021-02-12T08:28:00.000","Complete","B","841 Carondelet St","New Orleans","LA","70113","3679823.26","527827.07","-90.07349307265667","29.94539216859709",
"Closed","18-12423-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248503","537 Iberville St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-09-15T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0bb6108cb388e95cc500873c2d4ec6d9","2486 652 6843
",,,,"2018-12-18T12:47:23.000","2018-12-14T12:48:00.000","Violation: No WIP","C","537 Iberville St","New Orleans","LA","70130","3681830.51","530768.92","-90.06705290004922","29.95342042817106",
"Open","21-01221-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265523","1431-1433 Annunciation St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-07-27T09:00:00.000",,,,"2022-04-28T09:30:00.000","OSS Reset","2021-02-12T10:12:17.000","2021-02-11T10:13:00.000","Violation: No WIP","B","1431 Annunciation St","New Orleans","LA","70130","3681056.38","524086.6","-90.0697299561386","29.935069783836862",
"Open","18-12525-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248605","1534 St Louis St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2019-05-01T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=ma164c45ef1d61ba970e5f6869eb44e58","2489 498 1842 ",,,,"2018-12-26T08:47:55.000","2018-12-26T08:49:00.000","Complete","C","1534 St Louis St","New Orleans","LA","70112","3679791.72","533553.67","-90.07339384325557","29.961139343302655",
"Closed","16-03423-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=210781","468 Saint Joseph St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Initial Hearing","2021-05-05T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=eadcba53a0fef4ed9e616388b2011eec","997 487 961",,,,"2016-05-03T11:48:43.000","2017-08-15T00:00:00.000","Violation: No WIP","B","468 St Joseph St","New Orleans","LA","70130","3681115.68","527212.25","-90.06943390306171","29.94366248319728",
"Open","19-11203-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259878","515 Toulouse St, 519 Toulouse St, 516 Wilkinson St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-05-19T09:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mab84dadbc9969303be1da8e3ed2408d4","993 505 910

",,"2021-04-14T13:00:00.000","OSS Reset","2019-11-19T10:20:38.000","2019-11-11T10:22:00.000","Violation: No WIP","C","515 Toulouse St","New Orleans","LA","70130","3682859.18","531873.12","-90.06376617106687","29.956425304654434",
"Open","21-03593-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267895","823 Decatur St, 825 Decatur St, 509 Madison St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-08-24T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m2aee1dac3148b0ae197b3a11bba0740a","2490 686 6026 ",,"2021-09-01T14:00:00.000","OSS Reset","2021-04-30T13:09:50.000","2021-04-29T13:11:00.000","Violation: No WIP","C","823 Decatur St","New Orleans","LA","70116","3683481.88","532506.51","-90.06177769826697","29.95814792523357",
"Closed","18-05218-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=241297","418 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-09-15T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m357e2723bbfb815a6f4d6a085f4e6902","2484 584 1102
",,"2020-10-21T11:00:00.000","OSS Reset","2018-06-14T15:34:03.000","2018-06-14T15:35:00.000","Violation: No WIP","C","418 Bourbon St","New Orleans","LA","70130","3681715.54","531912.54","-90.06737603001294","29.95656848847442",
"Open","21-00520-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264821","331 Dauphine St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-08-18T13:00:00.000","https://nola.webex.com/nola/j.php?MTID=m1c53481332337795377173a2f92ca1c2","2497 746 0294 ",,"2022-05-12T13:30:00.000","OSS Reset","2021-01-28T12:30:47.000","2021-01-14T12:32:00.000","Violation: No WIP","C","331 Dauphine St","New Orleans","LA","70112","3681197.88","531978.18","-90.06900834344601","29.956764692070045",
"Closed","19-07438-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256113","700 N Rampart St, 1035 St Peter St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-04-20T14:00:00.000",,,,"2022-01-20T14:00:00.000","OSS Reset","2019-07-18T13:29:34.000","2019-07-09T13:30:00.000","Violation: No WIP","C","1035 St Peter St","New Orleans","LA","70116","3681430.1","533314.56","-90.06822847666152","29.960432234843655",
"Open","21-06133-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270437","1109 Marais St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-02-16T09:00:00.000",,,,,,"2021-07-29T10:25:54.000","2021-04-20T00:00:00.000","Violation: No WIP","C","1109 Marais St","New Orleans","LA","70116","3681494.16","535277.22","-90.06795774612333","29.965826933634617",
"Open","21-07819-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272123","2221 Esplanade Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-06-16T09:00:00.000",,,,"2022-04-06T09:00:00.000","OSS Reset","2021-10-11T09:25:18.000","2021-10-07T09:27:00.000","Complete","D","2221 Esplanade Ave","New Orleans","LA","70119","3679530.76","538087.12","-90.07406057744225","29.973612667554217",
"Open","20-20754-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261374","4725 Crowder Blvd","Illegal Use","Safety and Permits","Initial Hearing","2021-02-03T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=615ca8b906cfadb2692bae050fcad2b4","995 331 103 ",,,,"2020-06-18T11:07:04.000","2020-06-17T11:16:00.000","Complete","E","4725 Crowder Blvd","New Orleans","LA","70127","3706558.65","555623.07","-89.9880512481193","30.020985487739797",
"Open","18-03899-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=239978","814 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-03-10T14:30:00.000","https://nola.webex.com/nola/j.php?MTID=m43aaecd955e107ed66d0b27b9c35d419","2496 284 5770",,"2018-11-14T09:00:00.000","OSS Reset","2018-05-09T14:21:16.000","2018-05-03T14:23:00.000","Violation: No WIP","C","814 Dauphine St","New Orleans","LA","70116","3682315.01","533300.35","-90.0654346104697","29.960366267921902",
"Open","21-03925-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268227","709-711 Pauline St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-07-13T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=mf345d1ceecaa9ca95494cf3608842bb9","2499 907 3126",,"2022-05-18T01:00:00.000","OSS Reset","2021-05-10T11:49:46.000","2021-05-06T11:51:00.000","Violation: No WIP","C","709 Pauline St","New Orleans","LA","70117","3690900.74","534042.21","-90.03829626412637","29.962142104878286",
"Open","19-09395-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258070","501 Bourbon St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2021-04-21T13:00:00.000",,,,,,"2019-09-17T14:00:51.000","2019-09-17T14:02:00.000","Violation: No WIP","C","501 Bourbon St","New Orleans","LA","70112","3681821.06","532142.14","-90.06703482034833","29.957196604418503",
"Open","18-08270-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=244349","617 Decatur St ","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-05-04T13:00:00.000",,,,"2022-03-10T13:30:00.000","OSS Reset","2018-08-23T14:53:55.000","2018-08-23T14:55:00.000","Violation: No WIP","C","617 Decatur St","New Orleans","LA","70130","3682968.99","531854.43","-90.06342008186822","29.956370567629158",
"Closed","18-11707-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247787","1129-1131 Decatur St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2019-05-15T11:00:00.000",,,,"2019-02-27T09:00:00.000","OSS Reset","2018-11-16T10:35:25.000","2018-11-15T10:36:00.000","Violation: No WIP","C","1129 Decatur St","New Orleans","LA","70116","3684174.1","533366.58","-90.05956167115835","29.96049168278124",
"Open","19-07003-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255678","308-310 Royal St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2022-06-08T13:30:00.000",,,,,,"2019-06-27T13:12:01.000","2019-06-27T13:14:00.000","Violation: No WIP","C","308 Royal St","New Orleans","LA","70130","3681740.88","531357.68","-90.06731537287767","29.955042041965328",
"Closed","20-21139-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261759","3218 Magazine St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-09-08T13:00:00.000","https://nola.webex.com/nola/j.php?MTID=m560da77069fe25c01fcd0b96fa7ae2ab","2493 577 1071",,"2021-07-21T09:00:00.000","OSS Reset","2020-07-31T10:57:11.000","2020-07-30T10:58:00.000","Violation: No WIP","B","3218 Magazine St","New Orleans","LA","70115","3675682.45","519864.76","-90.08684042885994","29.923622951975897",
"Closed","19-09809-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258484","1538-1540 N Roman St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-08-18T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m6fafa33d5fbf226351f7469fbbf54cf6","992 587 483
",,,,"2019-09-30T10:14:33.000","2019-09-30T10:16:00.000","Complete","D","1538 N Roman St","New Orleans","LA","70116","3681380.32","537866.0","-90.06822698671432","29.97294864335397",
"Open","19-00223-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248898","1120 N Rampart St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-09-29T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m14b1c29f4003dc78890e2e7bebe68484","2486 023 6402",,"2022-07-27T13:30:00.000","OSS Reset","2019-01-11T08:20:26.000","2019-01-02T08:22:00.000","Violation: No WIP","C","1120 N Rampart St","New Orleans","LA","70116","3682423.48","534627.18","-90.06504570896892","29.964011295351206",
"Open","20-21097-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261717","1022-1030 St Louis St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2021-02-03T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m2146f84545c5764ace46284a647e1d62","2492 116 1181",,,,"2020-07-24T10:03:25.000","2020-07-01T10:04:00.000","Violation: No WIP","C","1022 St Louis St","New Orleans","LA","70112","3681051.65","532587.81","-90.06944885743602","29.95844540338034",
"Closed","19-01508-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250183","405 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-08-11T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m3a3880053d34c14fc3288cefb0f05225","998 500 528
",,"2019-10-02T12:00:00.000","OSS Reset","2019-03-06T11:19:51.000","2019-02-28T11:22:00.000","Violation: No WIP","C","405 Bourbon St","New Orleans","LA","70112","3681609.87","531864.12","-90.06771138993982","29.956438559646973",
"Open","19-00231-VIOX","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248906","1210-1216 Bienville St","Violation - HDLC - Import","Historic District Landmarks Commission","Reset Hearing","2022-09-29T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m0a7362a0b55f199a4f4aebeff9f66e5e","2488 644 7772",,"2019-05-08T09:30:00.000","OSS Reset","2019-01-11T09:17:04.000","2019-01-03T09:29:00.000","Complete","C","1216 Bienville St","New Orleans","LA","70112","3680103.93","532442.2","-90.07244656319324","29.958073734896605",
"Closed","18-07705-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=243784","1210 Royal St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-04-03T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m39103f5a88cdd1f8a991806a3f7c94bd","2489 256 8131",,,,"2018-08-13T12:40:01.000","2018-08-07T12:43:00.000","Violation: No WIP","C","1210 Royal St","New Orleans","LA","70116","3683729.45","533960.04","-90.06094497414342","29.9621370780295",
"Closed","16-09159-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=216520","2616 Royal St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2017-04-05T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mced41453c266d81491bc5ef123eeb90c","995 879 975
",,,,"2016-08-30T10:02:04.000","2016-08-26T10:03:00.000","Violation: WIP","C","2616 Royal St","New Orleans","LA","70117","3686881.86","534871.41","-90.05095795043741","29.96454639948626",
"Closed","20-22853-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263473","821 Governor Nicholls St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-03-03T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=4300c237327eae7dac845f56ce054725","991 057 310 ",,"2021-01-27T14:30:00.000","OSS Reset","2020-11-18T13:55:11.000","2020-11-16T13:57:00.000","Violation: No WIP","C","821 Governor Nicholls St","New Orleans","LA","70116","3683254.83","534257.54","-90.0624333311424","29.9629695841042",
