ADDRESS,DATE,EVENT,EVENT TYPE,COMMENTS,LOCATION TYPE,STATUS,USER,USER MODIFIED,MODIFIED DATE,PLANNING DISTRICT,CIVIC LEAGUE,WARD,SUPER WARD,LATITUDE ,LONGITUDE,LOCATION,US Counties,Civic Leagues,Civic Leagues_uniq_prepend,Civic Leagues_from_ktui_fihj
424 OAK GROVE ROAD                                                                                                                                                                                      ,07/11/2014,7/10 Thunderstorms (7/10/2014)                                                                      ,Damaged tree(s)                                   ,,A,H    ,areese    ,,,TALBOT PARK                   ,Talbot Park,1,6,36.9048477440481,-76.2825427074736,"(36.9048477440481, -76.2825427074736)",2943,117,117,117
200 BLOCK OF CORPORATE BOULEVARD                                                                                                                                                                        ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,B,H    ,dleavel   ,rdelaha   ,25/10/2016,RIVER FORREST                 ,Woodbine,4,7,36.836980070761,-76.2121115405605,"(36.836980070761, -76.2121115405605)",2943,99,99,99
3600 BLOCK OF GRANBY STREET                                                                                                                                                                             ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,PARK PLACE                    ,Park Place,2,7,36.8796073708906,-76.2821084647787,"(36.8796073708906, -76.2821084647787)",2943,72,78,78
4500 COLLEY AVENUE                                                                                                                                                                                      ,08/29/2011,Irene (8/27/2011)                                                                                   ,Down power line(s)                                ,"Bradford Pear, limb down blocking sidewalk. A large limb broke off the tree.  Number 3 Front ",A,H    ,aelliot   ,vsmith    ,06/09/2011,NORTH COLLEY                  ,Highland Park,2,7,36.8851848970547,-76.2947174048096,"(36.8851848970547, -76.2947174048096)",2943,40,44,44
43RD STREET & MONARCH WAY                                                                                                                                                                               ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,LAMBERTS POINT / ODU          ,ODU Village,2,7,36.8834624340939,-76.3002205272741,"(36.8834624340939, -76.3002205272741)",2943,65,61,61
730 SPOTSWOOD AVENUE                                                                                                                                                                                    ,10/13/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,,A,H    ,lrbaile   ,,,NORTH GHENT                   ,Ghent Neighborhood League,2,6,36.8685545518695,-76.2963910257182,"(36.8685545518695, -76.2963910257182)",2943,33,38,38
7113 HUNTERS CHASE                                                                                                                                                                                      ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,kclaud    ,,,LARRYMORE                     ,Waters Edge,5,6,36.9110629254996,-76.2204363003373,"(36.9110629254996, -76.2204363003373)",2943,95,96,96
7830 INCHON STREET                                                                                                                                                                                      ,09/02/2015,09/02/15 (9/2/2015)                                                                                 ,Other                                             ,,A,H    ,pmcarte   ,,,NAVAL BASE                    ,Norfolk Crossing,1,7,36.9213734527033,-76.2967592220884,"(36.9213734527033, -76.2967592220884)",2943,60,67,67
1156 LAND STREET                                                                                                                                                                                        ,10/08/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,clear stoppage,A,H    ,mbudd     ,rdelaha   ,12/10/2016,MAPLE HALL - HOLLYWOOD        ,Hollywood Homes/ Maple Hall,4,7,36.8583469362207,-76.1881815985204,"(36.8583469362207, -76.1881815985204)",2943,41,45,45
2300 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                           ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,LINDENWOOD                    ,Lindenwood/ Barraud Park/ Cottage Heights,3,7,36.8643194480238,-76.2699368812702,"(36.8643194480238, -76.2699368812702)",2943,51,57,57
5600 BLOCK OF LAKEWOOD DRIVE                                                                                                                                                                            ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,PICK UP BAGS AND LIMBS,B,H    ,auwhite   ,auwhite   ,14/09/2011,LAKEWOOD                      ,Lakewood,2,6,36.8928084991022,-76.2691208496981,"(36.8928084991022, -76.2691208496981)",2943,120,120,120
1500 BLOCK OF POWHATAN COURT                                                                                                                                                                            ,08/30/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,,B,H    ,vsmith    ,vsmith    ,30/08/2011,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.9016914567304,-76.3119512957154,"(36.9016914567304, -76.3119512957154)",2943,49,54,54
3611 NEWPORT AVENUE                                                                                                                                                                                     ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,rfortne   ,,,PARK PLACE                    ,Park Place,2,7,36.8792750475773,-76.2907379068714,"(36.8792750475773, -76.2907379068714)",2943,72,78,78
1311 E BAYVIEW BOULEVARD                                                                                                                                                                                ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged sidewalk/curb                             ,,A,H    ,mbudd     ,,,WILLOW TERRACE                ,Bayview,5,6,36.9338695977596,-76.2406046791954,"(36.9338695977596, -76.2406046791954)",2943,103,103,103
8500 BLOCK OF DELANO STREET                                                                                                                                                                             ,10/13/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,LIMBS AT THE CURB,B,H    ,bboyd     ,rdelaha   ,18/10/2016,OCEANAIR                      ,Crossroads,5,6,36.9299593430925,-76.2462934516123,"(36.9299593430925, -76.2462934516123)",2943,126,126,126
8454 LYNN RIVER ROAD                                                                                                                                                                                    ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down power line(s)                                ,,A,H    ,areese    ,,,SNUG HARBOR                   ,Bayview,5,6,36.9298367808789,-76.2261164698046,"(36.9298367808789, -76.2261164698046)",2943,103,103,103
NORVIEW AVENUE & WAYNE CIRCLE                                                                                                                                                                           ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,NORVIEW                       ,Norview,3,7,36.8899423928844,-76.2476296615524,"(36.8899423928844, -76.2476296615524)",2943,110,111,111
E VIRGINIA BEACH BOULEVARD & PARK AVENUE                                                                                                                                                                ,08/27/2011,Irene (8/27/2011)                                                                                   ,Broken traffic signal                             ,"lihts completely out

@1010 ON 08-28-11 VERIFIED OPERATIONAL - bdamico 8/28/2011 11:06:06 AM",I,H    ,jmccoy    ,jriddic   ,28/08/2011,BRAMBLETON                    ,No Civic League,3,7,36.851956277417,-76.2655929017912,"(36.851956277417, -76.2655929017912)",2943,128,128,128
9200 MASON CREEK ROAD                                                                                                                                                                                   ,01/10/2018,unnamed  (1/7/2018)                                                                                 ,Other                                             ,,A,H    ,laboone   ,,,PAMLICO                       ,Ocean View,5,6,36.9488335075028,-76.2670361674543,"(36.9488335075028, -76.2670361674543)",2943,69,75,75
1447 W OCEAN VIEW AVENUE                                                                                                                                                                                ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,sjohnso   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9668592850635,-76.2929371630911,"(36.9668592850635, -76.2929371630911)",,98,31,31
HAMPTON BOULEVARD & GRESHAM DRIVE                                                                                                                                                                       ,09/02/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,stop sign combo down repaired 280910,I,H    ,istacy    ,istacy    ,02/09/2011,MEDICAL CENTER                ,No Civic League,2,6,36.8639527328015,-76.3043122951623,"(36.8639527328015, -76.3043122951623)",2943,128,128,128
1306 NOBLE STREET                                                                                                                                                                                       ,09/06/2016,HERMINE (9/2/2016)                                                                                  ,Debris blocking street                            ,CALLER CALLED TO REPORT CITY BRANCH HAS FALLEN BLOCKING STREET OLDA RODRIGUEZ 210-317-7558,A,H    ,tdwilli   ,,,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.9261930685811,-76.2391248241513,"(36.9261930685811, -76.2391248241513)",2943,84,89,89
150 RANDOLPH STREET                                                                                                                                                                                     ,01/05/2018,Grayson (1/3/2018)                                                                                  ,Waste water line issue                            ,,A,H    ,dholmes   ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8478964436827,-76.2923465300371,"(36.8478964436827, -76.2923465300371)",2943,22,26,26
236 WOODVIEW AVENUE                                                                                                                                                                                     ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,tree /limbs down per Assessment Team Report,A,H    ,rdelaha   ,,,GLENWOOD PARK                 ,Glenwood Park,1,6,36.9272271643609,-76.3130508637195,"(36.9272271643609, -76.3130508637195)",2943,37,42,42
1600 BLOCK OF MONTICELLO AVENUE                                                                                                                                                                         ,09/03/2016,HERMINE (9/2/2016)                                                                                  ,Damaged tree(s)                                   ,Down tree ,B,H    ,amjohns   ,,,EAST 21st STREET / MONTICELLO ,Downtown Norfolk Civic League,4,7,36.863869665345,-76.2854168861703,"(36.863869665345, -76.2854168861703)",2943,22,26,26
CALLA AVENUE & STURGIS ROAD                                                                                                                                                                             ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Flooded street                                    ,,I,H    ,agonzal   ,rdelaha   ,13/10/2016,WILLOW TERRACE                ,Bayview,5,6,36.936718508653,-76.2372413354177,"(36.936718508653, -76.2372413354177)",2943,103,103,103
412 CARL STREET                                                                                                                                                                                         ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down telephone line                               ,,A,H    ,mnentwi   ,rdelaha   ,28/10/2016,SUBURBAN                      ,Suburban Acres,2,6,36.9068791277251,-76.2664126939084,"(36.9068791277251, -76.2664126939084)",2943,127,127,127
1348 WEST NORCOVA DRIVE                                                                                                                                                                                 ,10/15/2018,unnamed  (10/14/2018)                                                                               ,Down power line(s)                                ,"Storm last night caused large part of tree to break off, caused power line to come down. Doninion just repaired the power line, the tree is blocking the side walk, the remaining part of the standing tree may be too damaged to be left. Likely to come down in another storm. The tree is located between the street and the sidewalk. Picture enclosed..",A,H    ,tdwilli   ,,,RIVER OAKS                    ,Fox Hall,4,7,36.8661596281581,-76.2252158009693,"(36.8661596281581, -76.2252158009693)",2943,31,36,36
BAINBRIDGE AVENUE & W ADMIRAL TAUSSIG BOULEVARD                                                                                                                                                         ,10/12/2018,Michael (10/11/2018)                                                                                ,Traffic signal issue                              ,,I,H    ,dleavel   ,,,NAVAL BASE                    ,,1,6,36.9445285260896,-76.3058242804274,"(36.9445285260896, -76.3058242804274)",2943,128,128,128
KENNON AVENUE & LARKIN STREET                                                                                                                                                                           ,10/08/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down power line(s)                                ,,I,H    ,wwalker   ,,,ESTABROOK                     ,Coleman Place,3,7,36.8719671069896,-76.2403805793511,"(36.8719671069896, -76.2403805793511)",2943,18,20,20
EVELYN T BUTTS AVENUE & JOHNSTONS ROAD                                                                                                                                                                  ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,ROSEMONT                      ,Oakwood,3,7,36.9071945080256,-76.242628413226,"(36.9071945080256, -76.242628413226)",2943,68,74,74
E BRAMBLETON AVENUE & TIDEWATER DRIVE                                                                                                                                                                   ,08/23/2019,STORM 8/23/19 (8/23/2019)                                                                           ,Flooded street                                    ,,I,H    ,jmoss     ,,,TIDEWATER DRIVE INDUSTRIAL    ,,4,7,36.8502944636009,-76.2762689792224,"(36.8502944636009, -76.2762689792224)",2943,128,128,128
E CITY HALL AVENUE & GRANBY STREET                                                                                                                                                                      ,08/27/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"STREET SIGN DOWN

Hansen SR#280120  - devans 8/27/2011 5:04:47 PM",I,H    ,jmccoy    ,vsmith    ,31/08/2011,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8479340636547,-76.2914986587266,"(36.8479340636547, -76.2914986587266)",2943,22,26,26
1630 MELROSE PARKWAY                                                                                                                                                                                    ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,Ms Moneymaker - 406-2227,A,H    ,mmarcan   ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8882410730144,-76.314259605499,"(36.8882410730144, -76.314259605499)",2943,49,54,54
2512 PALMYRA STREET                                                                                                                                                                                     ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,nanders   ,,,COLEMAN PLACE                 ,Coleman Place,3,7,36.8709166982587,-76.2407264772126,"(36.8709166982587, -76.2407264772126)",2943,18,20,20
8236 MERCER DRIVE                                                                                                                                                                                       ,09/02/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,Large tree limb in the paower line from storm,A,H    ,jclemme   ,,,OAKDALE FARMS                 ,Oakdale Farms/ Denby Park/ Cottage Road Park,2,7,36.9247453740635,-76.2547600268285,"(36.9247453740635, -76.2547600268285)",2943,119,119,119
8100 GRANBY STREET                                                                                                                                                                                      ,10/12/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged sidewalk/curb                             ,,A,H    ,adudley   ,,,OAKDALE FARMS                 ,No Civic League,2,7,36.9252323284536,-76.2677337588482,"(36.9252323284536, -76.2677337588482)",2943,128,128,128
LAFAYETTE BOULEVARD & LENS AVENUE                                                                                                                                                                       ,09/30/2010,Nicole (9/30/2010)                                                                                  ,Flooded street                                    ,,I,H    ,chick     ,,,LAYFAYETTE                    ,Fairmount Park,3,7,36.8759767044191,-76.2566759761744,"(36.8759767044191, -76.2566759761744)",2943,29,29,29
8015 CARLTON STREET                                                                                                                                                                                     ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,tree fell on fence ,A,H    ,sjohnso   ,rdelaha   ,20/10/2016,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.9177780657816,-76.2382236066602,"(36.9177780657816, -76.2382236066602)",2943,84,89,89
HUNTINGTON PLACE & WILLOW WOOD DRIVE                                                                                                                                                                    ,10/26/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,I,H    ,zclemon   ,,,LAKEWOOD                      ,Lakewood,2,6,36.8885133134335,-76.2672568931786,"(36.8885133134335, -76.2672568931786)",2943,120,120,120
7701 ENFIELD AVENUE                                                                                                                                                                                     ,01/08/2018,unnamed  (1/7/2018)                                                                                 ,Waste water line issue                            ,,A,H    ,dholmes   ,,,NORTH SHORE                   ,North Meadowbrook,1,6,36.9163714292985,-76.2979350602926,"(36.9163714292985, -76.2979350602926)",2943,63,72,72
4TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                   ,01/07/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,vehicle stuck in snow at the intersection,I,H    ,wwalker   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9597732035531,-76.2609967433477,"(36.9597732035531, -76.2609967433477)",2943,98,31,31
737 34TH STREET                                                                                                                                                                                         ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Down power line(s)                                ,,A,H    ,sjohnso   ,,,PARK PLACE                    ,Kensington/ Old Dominion,2,7,36.8769966576321,-76.2943032559971,"(36.8769966576321, -76.2943032559971)",2943,46,51,51
BEAMON ROAD & ELLSMERE AVENUE                                                                                                                                                                           ,08/29/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"stop sign leaning, repairing",I,H    ,kkelley   ,jriddic   ,01/09/2011,FOXHALL                       ,Greenwood/Elmhurst/Norview Hieghts,4,7,36.8821936644156,-76.2204001889705,"(36.8821936644156, -76.2204001889705)",2943,107,107,107
2600 BLOCK OF GOSNOLD AVENUE                                                                                                                                                                            ,09/04/2014,Thunderstorm (9/4/2014)                                                                             ,Flooded street                                    ,,B,H    ,pmcarte   ,,,WEST 21st STREET              ,Kensington/ Old Dominion,2,7,36.8742685963805,-76.2934334501114,"(36.8742685963805, -76.2934334501114)",2943,46,51,51
COLANE ROAD & CHENMAN STREET                                                                                                                                                                            ,08/28/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,tree blocking street,I,H    ,mluchun   ,auwhite   ,01/09/2011,AZALEA                        ,Meadowbrook Forest/ Hunt Club/ Meadowbrook Terra,4,6,36.9023929234991,-76.2175485626476,"(36.9023929234991, -76.2175485626476)",2943,54,60,60
AZALEA GARDEN ROAD & MILLER STORE ROAD                                                                                                                                                                  ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,AZALEA                        ,Azalea Acres/ Azalea Lakes,4,7,36.890339169644,-76.2196627219255,"(36.890339169644, -76.2196627219255)",2943,125,125,125
27TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,I,H    ,dleavel   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9276082470398,-76.1855945197985,"(36.9276082470398, -76.1855945197985)",2943,25,32,32
BALLENTINE BOULEVARD & KIMBALL TERRACE                                                                                                                                                                  ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,I,H    ,dleavel   ,mbudd     ,13/10/2016,CHESTERFIELD                  ,Chesterfield Heights,4,7,36.8420830402933,-76.2534157121474,"(36.8420830402933, -76.2534157121474)",2943,17,19,19
6600 BLOCK OF PARTRIDGE STREET                                                                                                                                                                          ,09/01/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,,B,H    ,auwhite   ,vsmith    ,10/09/2011,CORONADO                      ,Coronado/ Inglenook,3,7,36.9002152981464,-76.2456447774248,"(36.9002152981464, -76.2456447774248)",2943,106,106,106
8041 PACE ROAD                                                                                                                                                                                          ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,SFR; Tree fell on roof and siding damage ,A,H    ,twhiteh   ,,,NORTH CAMELLIA                ,Camellia Gardens,5,6,36.9206602297715,-76.2004961353376,"(36.9206602297715, -76.2004961353376)",2943,13,15,15
HAMPTON BOULEVARD & JAMESTOWN CRESCENT                                                                                                                                                                  ,10/28/2012,Sandy (10/28/2012)                                                                                  ,Traffic signal issue                              ,,I,H    ,istacy    ,bdamico   ,29/10/2012,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.898132070751,-76.3028707782689,"(36.898132070751, -76.3028707782689)",2943,49,54,54
MIDTOWN TUNNEL & W BRAMBLETON AVENUE                                                                                                                                                                    ,10/28/2012,Sandy (10/28/2012)                                                                                  ,Closed street                                     ,Brambleton ramp closed due to high water,I,H    ,lmciver   ,,,MEDICAL CENTER                ,No Civic League,2,6,36.8627704757297,-76.3064886027827,"(36.8627704757297, -76.3064886027827)",2943,128,128,128
868 LASSER DRIVE                                                                                                                                                                                        ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,mbudd     ,,,CHESAPEAKE MANOR              ,Chesapeake Gardens/ Mamie Homes,3,7,36.905670633003,-76.2505069415667,"(36.905670633003, -76.2505069415667)",2943,112,113,113
1342 ROBERTS ROAD                                                                                                                                                                                       ,09/01/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"complainant states sign is twisted at the intersection of Cary Av and Roberts Rd and that it appears to have occurred because of a high wind.

280910 - istacy 9/6/2011 8:08:42 AM",A,H    ,tliverm   ,istacy    ,06/09/2011,LIBERTY - ROBERTS PARK        ,Roberts Village,3,7,36.8569512718024,-76.258546188495,"(36.8569512718024, -76.258546188495)",2943,78,55,55
612 W 27TH STREET                                                                                                                                                                                       ,10/12/2018,Michael (10/11/2018)                                                                                ,Debris blocking street                            ,CALLER REPORTS A LARGE CITY TREE IN THE STREET; THE CALLER REPORTS ITS TAKING UP AN ENTIRE LANE AND PARTIALLY BLOCKING HIS ACCESS TO GET OUT. QUAME GARCIA 757-754-7857,A,H    ,kclaud    ,,,PARK PLACE                    ,Park Place,2,7,36.8744081877783,-76.2920147647591,"(36.8744081877783, -76.2920147647591)",2943,72,78,78
7000 BLOCK OF AZALEA GARDEN ROAD                                                                                                                                                                        ,01/02/2017,unnamed  (11/28/2016)                                                                               ,Flooded street                                    ,7000 Block of Azalea Garden Rd in front of Botanical Gardens is flooded.,B,H    ,aminix    ,,,SOUTH CAMELLIA                ,East Lynne/ Saratoga,5,6,36.9081731265083,-76.2077630969859,"(36.9081731265083, -76.2077630969859)",2943,24,28,28
759 W OCEAN VIEW AVENUE                                                                                                                                                                                 ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,cmcdona   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9640721565134,-76.271066216218,"(36.9640721565134, -76.271066216218)",2943,98,31,31
132 W BERKLEY AVENUE                                                                                                                                                                                    ,08/30/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,,A,H    ,auwhite   ,auwhite   ,01/09/2011,BERKLEY                       ,Beacon Light/ Berkley,4,7,36.833294388022,-76.284152699943,"(36.833294388022, -76.284152699943)",2943,4,4,4
600 BLOCK OF E BAYVIEW BOULEVARD                                                                                                                                                                        ,10/13/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,LIMBS ON THE CURB,B,H    ,bboyd     ,rdelaha   ,19/10/2016,OCEANAIR                      ,Crossroads,5,6,36.9335816327123,-76.2467410790417,"(36.9335816327123, -76.2467410790417)",2943,,,
5564 WOODBINE ROAD                                                                                                                                                                                      ,10/12/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,CALLER REPORTS FALLEN LIMBS AND TWO THAT ARE BROKEN THAT THE CALLER IS WORRIED WILL FALL. THEY ARE HANGING RIGHT NOW; THIS IS A CITY TREE,A,H    ,kclaud    ,,,RIVER FORREST                 ,Woodbine,4,7,36.8354262351502,-76.2141522895352,"(36.8354262351502, -76.2141522895352)",2943,99,99,99
E PRINCESS ANNE ROAD & INGLESIDE ROAD                                                                                                                                                                   ,10/08/2016,Hurricane Matthew (10/5/2016)                                                                       ,Flooded street                                    ,IMPASSABLE,I,H    ,wwalker   ,rdelaha   ,13/10/2016,CROMWELL ROAD INDUSTRIAL      ,No Civic League,3,7,36.863116815865,-76.2441027801351,"(36.863116815865, -76.2441027801351)",2943,61,70,70
BOYCE DRIVE & NORWAY PLACE                                                                                                                                                                              ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,LAKEWOOD                      ,Lafayette Shores Homeowners Association,2,6,36.8835940782697,-76.2656643456255,"(36.8835940782697, -76.2656643456255)",2943,121,121,121
BOUSH STREET & W OLNEY ROAD                                                                                                                                                                             ,08/29/2017,Heavy Rain (8/29/2017)                                                                              ,Flooded street                                    ,Impassable.,I,H    ,daburto   ,rdelaha   ,29/08/2017,DOWNTOWN                      ,,2,6,36.8563017873591,-76.2908379140226,"(36.8563017873591, -76.2908379140226)",2943,128,128,128
9200 BLOCK OF PEACHTREE STREET                                                                                                                                                                          ,10/18/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,DEBRIS IN THE STREET,B,H    ,bboyd     ,,,PAMLICO                       ,Ocean View,5,6,36.9487656398874,-76.2640374627819,"(36.9487656398874, -76.2640374627819)",2943,69,75,75
3620 KARLIN AVENUE                                                                                                                                                                                      ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,,A,H    ,rdelaha   ,,,INGLESIDE                     ,Ingleside,4,7,36.8493241321971,-76.2353458784544,"(36.8493241321971, -76.2353458784544)",2943,44,49,49
9413 SELBY PLACE                                                                                                                                                                                        ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged sidewalk/curb                             ,,A,H    ,aworrel   ,,,PINEWELL                      ,Greater Pinewell,5,6,36.9483571160811,-76.2550579401162,"(36.9483571160811, -76.2550579401162)",2943,102,102,102
9573 19TH BAY STREET                                                                                                                                                                                    ,10/31/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9286813991562,-76.1958163865169,"(36.9286813991562, -76.1958163865169)",2943,25,32,32
6500 BLOCK OF WHITEHORN DRIVE                                                                                                                                                                           ,09/10/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,CLEAN UP DEBRIS.,B,H    ,vsmith    ,vsmith    ,10/09/2011,CORONADO                      ,Inglenook Park,3,7,36.8991618674659,-76.253081802211,"(36.8991618674659, -76.253081802211)",2943,106,106,106
1412 W OCEAN VIEW AVENUE                                                                                                                                                                                ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,agonzal   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9676908027487,-76.2914049877763,"(36.9676908027487, -76.2914049877763)",,98,31,31
2400 BLOCK OF BARRE STREET                                                                                                                                                                              ,09/06/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,PICK UP BRANCHES,B,H    ,auwhite   ,auwhite   ,06/09/2011,LINDENWOOD                    ,Lindenwood/ Barraud Park/ Cottage Heights,3,7,36.8671789674952,-76.272901874846,"(36.8671789674952, -76.272901874846)",2943,51,57,57
8000 HAMPTON BOULEVARD                                                                                                                                                                                  ,10/08/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,Tidal Flooding,A,H    ,mbudd     ,rdelaha   ,12/10/2016,NAVAL BASE                    ,No Civic League,1,7,36.9239205643054,-76.3159440543022,"(36.9239205643054, -76.3159440543022)",2943,128,128,128
6800 BLOCK OF CEDARWOOD COURT                                                                                                                                                                           ,09/12/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,debris removal.,B,H    ,vsmith    ,vsmith    ,12/09/2011,ROSEMONT                      ,Meadowbrook Woods,3,7,36.9031789978493,-76.2347070017914,"(36.9031789978493, -76.2347070017914)",2943,55,62,62
3400 AZALEA GARDEN ROAD                                                                                                                                                                                 ,08/29/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"no parking double arrow leaning, repairing",A,H    ,kkelley   ,jriddic   ,01/09/2011,NORVELLA                      ,Idlewood/ Sandy Heights,4,7,36.8854943163068,-76.2222231126712,"(36.8854943163068, -76.2222231126712)",2943,43,47,47
E PRINCESS ANNE ROAD & AZALEA GARDEN ROAD                                                                                                                                                               ,09/06/2019,Dorian (9/5/2019)                                                                                   ,Traffic signal issue                              ,,I,H    ,ssummer   ,jriddic   ,09/09/2019,COLEMAN PLACE                 ,,3,7,36.8668117235002,-76.2348050454643,"(36.8668117235002, -76.2348050454643)",2943,18,20,20
706 W OCEAN VIEW AVENUE                                                                                                                                                                                 ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,cmcdona   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9645938927571,-76.2683418544449,"(36.9645938927571, -76.2683418544449)",,98,31,31
4511 PLEASANT AVENUE                                                                                                                                                                                    ,08/31/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,BROKEN BRANCH.,A,H    ,vsmith    ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9277439439911,-76.1878754131045,"(36.9277439439911, -76.1878754131045)",2943,25,32,32
5200 BLOCK OF ARTHUR CIRCLE                                                                                                                                                                             ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,CLEAR BAGS AND TREE DEBRIS ,B,H    ,auwhite   ,auwhite   ,14/09/2011,RIVER OAKS                    ,Fox Hall,4,7,36.8733394872576,-76.2213576968028,"(36.8733394872576, -76.2213576968028)",2943,31,36,36
