"the_geom","tax_year","roll_num","address","year_built","assessclas","bldg_desc","bldg_metre","bldg_feet","garage","fireplace","basement","bsmtdevl","assessment","latitude","longitude"
"POINT (-113.24934929994308 53.51404874760807)","2017","7392034000","30 RIDGEBROOK WY","2004","Residential","Split Entry","123","1325","Y","Y","Y","Y","477000","53.5142024222","-113.249460905"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520502001","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","223000","53.5301184283","-113.3033310255"
"POINT (-113.2654086075407 53.509122309518204)","2017","2324737101","289 52319 RNG RD 231","1988","Residential","Split Level & Crawl Space","286","3080","Y","Y","Y","N","956000","53.5093577457","-113.2668705347"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520105003","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1529","N","Y","Y","Y","285000","53.5320005115","-113.3233104121"
"POINT (-112.86807478603797 53.39240392138041)","2017","1010301008","20247 TWP RD 512","1993","Exempt / Farmland / Residential","1 Storey & Basement","129","1387","Y","N","Y","Y","474170","53.3888326352","-112.8711129965"
"POINT (-112.9008985503475 53.410428878128634)","2017","1016302000","51277 RNG RD 204","1976","Residential","Manufactured Home","175","1889","Y","N","N","N","379000","53.4106479198","-112.9017861156"
"POINT (-112.89429456990496 53.409683633498496)","2017","1016328005","19 51263 RNG RD 204","1981","Residential","1 Storey & Basement","128","1379","Y","Y","Y","Y","457000","53.4099414165","-112.8946184009"
"POINT (-113.27208481335686 53.54928757971624)","2017","8108013002","148 CORNWALL RD","2002","Residential","2 Storey & Basement","193","2081","Y","Y","Y","Y","494000","53.5493398943","-113.2723599467"
"POINT (-113.32492498014653 53.49720822741862)","2017","2316104591","621 52304 RNG RD 233","2007","Residential","1 Storey & Basement","192","2062","Y","Y","Y","Y","945000","53.496934587","-113.3251821363"
"POINT (-112.86060587039734 53.36743597349391)","2017","1003102009","1 20212 TWP RD 510","1981","Residential","2 Storey Slab on Grade","116","1249","Y","N","N","N","262000","53.3671338116","-112.8618868112"
"POINT (-112.85453295231703 53.42637637687991)","2017","1027503000","20202 WYE RD","2012","Residential","1 Storey & Basement","184","1984","Y","Y","Y","Y","827000","53.427381531","-112.8561343001"
"POINT (-113.27263293290626 53.55008823915293)","2017","8108024008","21 CONNOR LN","2003","Residential","2 Storey & Basement","173","1866","Y","Y","Y","Y","448000","53.5501376407","-113.2729080965"
"POINT (-113.25879911382845 53.535294641454364)","2017","7318060009","142 HIGHGROVE CR","2003","Residential","2 Storey & Basement","220","2364","Y","Y","Y","Y","524000","53.5352009999","-113.2590907639"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520118006","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","141","1521","N","Y","Y","N","273000","53.5320005115","-113.3233104121"
"POINT (-113.03845232747696 53.375610345313895)","2017","1104314008","121 51049 RNG RD 214","2006","Residential","2 Storey & Basement","244","2624","Y","Y","Y","Y","743000","53.3762044734","-113.0402618356"
"POINT (-113.24904075514416 53.55164096448273)","2017","8020099005","46 CROCUS CR","2002","Residential","2 Storey & Basement","141","1519","Y","Y","Y","Y","413000","53.5518022093","-113.248941333"
"POINT (-113.0070050982799 53.44630845915578)","2017","1134152006","117 51551 RNG RD 212A","1976","Residential","1 Storey & Basement","85","912","Y","N","Y","Y","256000","53.4464208333","-113.0074265988"
"POINT (-113.174044710382 53.55632574754074)","2017","3209502008","53104 RNG RD 223","1932","Residential","1 3/4 Storey & Basement","145","1556","Y","N","Y","N","597000","53.5568920167","-113.1755274716"
"POINT (-113.26326621837202 53.52065059600722)","2017","7383126002","293 FOXBORO PT","2002","Residential","2 Storey & Basement","171","1844","Y","Y","Y","Y","443000","53.5206207481","-113.2634873435"
"POINT (-113.2827084274307 53.51428554374363)","2017","7063216007","482 NORWAY CR","2003","Residential","1 Storey & Basement","168","1805","Y","Y","Y","Y","576000","53.5143554562","-113.2829710542"
"POINT (-113.09077700078106 53.38548142989189)","2017","1107709006","182 51109 RNG RD 220","1982","Residential","Split Entry","131","1408","Y","Y","Y","Y","472000","53.3846752774","-113.0913006115"
"POINT (-113.05602750553226 53.40112050435893)","2017","1117504009","25 51218 RNG RD 214","1990","Residential","Manufactured Home","95","1018","Y","N","N","N","316000","53.3994862693","-113.0550135682"
"POINT (-113.27314824803726 53.54879770279866)","2017","8106505003","189 CORNWALL RD","2005","Residential","2 Storey & Basement","133","1428","Y","Y","Y","Y","406000","53.5489583671","-113.2732277289"
"POINT (-113.29048276385821 53.54582015283538)","2017","8530200124","12, 101 JIM COMMON DR","2002","Residential Condominium","Split Entry","113","1219","N","Y","Y","Y","384000","53.5458614787","-113.2906948277"
"POINT (-113.2500807565678 53.512745400502006)","2017","7390130007","141 RIDGEBROOK RD","2004","Residential","Split Entry","106","1145","Y","N","Y","Y","432000","53.5129079504","-113.2501932701"
"POINT (-113.06574435167259 53.374790067643005)","2017","1105311003","85 51049 RNG RD 215","1975","Residential","1 Storey & Basement","165","1775","Y","Y","Y","Y","600000","53.375623342","-113.0665131088"
"POINT (-113.24991588172384 53.51355210512437)","2017","7393005005","21 RIDGEBROOK WY","2004","Residential","1 Storey & Basement","122","1318","Y","Y","Y","Y","483000","53.5137055119","-113.2500312772"
"POINT (-113.25574657279944 53.554506782122196)","2017","8026017001","70 SUNFLOWER CR","2003","Residential","2 Storey & Basement","173","1867","Y","Y","Y","Y","451000","53.5547096576","-113.255836941"
"POINT (-112.85440415830206 53.370526974590106)","2017","1003115001","157 20212 TWP RD 510","1998","Residential","1 Storey & Basement","134","1440","Y","Y","Y","Y","452000","53.3710075714","-112.855749343"
"POINT (-113.27127935259021 53.54997090137859)","2017","8107005009","117 CORNWALL RD","2003","Residential","2 Storey & Basement","213","2288","Y","Y","Y","N","499000","53.5499083849","-113.2715360083"
"POINT (-113.32917754123413 53.49473221350154)","2017","2316107270","443 52304 RNG RD 233","2005","Residential","2 Storey & Basement","308","3320","Y","Y","Y","Y","988000","53.4949576031","-113.3293756063"
"POINT (-113.08052950989527 53.389268521491594)","2017","1107105007","51148 RNG RD 215","1994","Exempt / Farmland / Residential","1 Storey Slab on Grade","94","1007","N","Y","N","N","371620","53.3901931158","-113.0744677515"
"POINT (-113.27208101991323 53.550490989788635)","2017","8108001008","100 CORNWALL RD","2002","Residential","2 Storey & Basement","164","1768","Y","Y","Y","N","433000","53.550551439","-113.272356151"
"POINT (-113.2596137144834 53.53525282913625)","2017","7315003001","137 HIGHGROVE CR","2003","Residential","2 Storey & Basement","174","1877","Y","Y","Y","Y","463000","53.5351539833","-113.2593619951"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520175006","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","106","1140","N","N","Y","Y","223000","53.5174913477","-113.3217174757"
"POINT (-113.03978192131473 53.37448983593456)","2017","1104316003","97 51049 RNG RD 214","2013","Residential","1 Storey & Basement","155","1669","Y","Y","Y","Y","742000","53.375544768","-113.0411011686"
"POINT (-113.33203175306093 53.49531415484317)","2017","2316109028","484 52304 RNG RD 233","2006","Residential","2 Storey & Basement","879","9463","Y","Y","Y","Y","2281000","53.4951491975","-113.331649279"
"POINT (-113.25671642027407 53.55509167771932)","2017","8024046003","97 SUNFLOWER CR","2003","Residential","2 Storey & Basement","195","2099","Y","Y","Y","Y","483000","53.5549268314","-113.2568343317"
"POINT (-113.06920119770173 53.376729711668446)","2017","1105317000","50 51049 RNG RD 215","1993","Residential","Split Entry","113","1220","Y","Y","Y","Y","459000","53.3775644805","-113.068666398"
"POINT (-113.33036701841355 53.49557294029735)","2017","2316107198","572 52304 RNG RD 233","2009","Residential","1 Storey & Bonus Upper","304","3274","Y","Y","Y","Y","1259000","53.4957982563","-113.3305652071"
"POINT (-112.9208558202985 53.40462971926203)","2017","1017337005","249 51268 RNG RD 204","1965","Residential","1 Storey Basementless","58","624","N","Y","N","N","166000","53.404700774","-112.9211576603"
"POINT (-113.26115407719047 53.53492615251484)","2017","7318044004","78 HIGHGROVE CR","2003","Residential","2 Storey & Basement","205","2202","Y","Y","Y","Y","509000","53.5350793872","-113.2612200932"
"POINT (-112.95095746663478 53.47187121608157)","2017","2007703008",,"1930","Exempt / Farmland / Residential","1 Storey & Bonus Upper","193","2081","Y","Y","Y","Y","388300","53.4722133155","-112.9512247586"
"POINT (-113.32758588042333 53.49556438114653)","2017","2316107123","544 52304 RNG RD 233","2004","Residential","1 Storey & Bonus Upper","245","2637","Y","Y","Y","Y","963000","53.4957896233","-113.3277845506"
"POINT (-113.26289971875958 53.52012876803922)","2017","7383131001","313 FOXBORO PT","2002","Residential","Split Entry & Bonus Upper","134","1439","Y","Y","Y","Y","435000","53.5200500897","-113.2631420877"
"POINT (-113.05398786230646 53.38514396066596)","2017","1108533009","254 51110 RNG RD 214","2007","Residential","1 Storey & Basement","151","1627","Y","Y","Y","Y","584000","53.384342822","-113.0546927338"
"POINT (-113.04565175427204 53.37474338473556)","2017","1104321003","37B 51049 RNG RD 214","1981","Residential","Split Entry","120","1294","Y","N","Y","Y","461000","53.3755091558","-113.0461938488"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520194007","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","N","235000","53.5174913477","-113.3217174757"
"POINT (-113.2537809256205 53.52720558477236)","2017","7326071001","287 FOXHAVEN BAY","2003","Residential","2 Storey & Basement","204","2192","Y","Y","Y","N","494000","53.5271636193","-113.2540670672"
"POINT (-113.2704099396154 53.54601124445306)","2017","8057006006","92 CHELSEA WY","2004","Residential","1 Storey & Basement","124","1340","Y","Y","Y","Y","427000","53.545942148","-113.2705586581"
"POINT (-113.14252411185883 53.37319243140795)","2017","1202701501","15 51025 RNG RD 222","2007","Residential Condominium","2 Storey & Basement","342","3677","Y","Y","Y","N","828000","53.3734749366","-113.1425991235"
"POINT (-113.0020526639968 53.44213115718533)","2017","1134235009","197 51551 RNG RD 212A","1983","Residential","Split Level & Crawl Space","105","1132","Y","N","Y","N","455000","53.4419298342","-113.0024836176"
"POINT (-112.90086742416031 53.411024096591944)","2017","1021700008","51301 RNG RD 204","2003","Residential","2 Storey Basementless","208","2237","Y","Y","N","N","535000","53.411638448","-112.90179029"
"POINT (-113.270003237438 53.54362351327215)","2017","8055018008","33 CAVAN RD","2003","Residential","1 Storey & Basement","120","1293","Y","Y","Y","N","437000","53.5436780816","-113.2697466235"
"POINT (-113.25792225804625 53.52327238822165)","2017","7324041006","434 FOXBORO WY","2003","Residential","2 Storey & Basement","143","1534","Y","N","Y","N","404000","53.5232205392","-113.2581936673"
"POINT (-113.2733945930654 53.4882943964036)","2017","2314510701","62 52224 RNG RD 231","2003","Residential","1 Storey & Basement","215","2313","Y","Y","Y","Y","1316000","53.4877514356","-113.2726973836"
"POINT (-113.06964369599254 53.385615750243346)","2017","1108730001","276 51069 RNG RD 215","1980","Residential","2 Storey & Basement","206","2216","Y","Y","Y","Y","475000","53.3864496772","-113.0701362287"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520520003","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","234000","53.5301184283","-113.3033310255"
"POINT (-112.95027832196517 53.46580545719955)","2017","2006309005","82 52065 RNG RD 210","1998","Residential","2 Storey & Basement","132","1426","Y","Y","Y","Y","387000","53.4660626494","-112.950308308"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520195004","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","Y","235000","53.5174913477","-113.3217174757"
"POINT (-113.27263230770222 53.55028461962471)","2017","8108026003","9 CONNOR LN","2004","Residential","Split Entry & Bonus Upper","134","1445","Y","Y","Y","Y","451000","53.5503339932","-113.2729074559"
"POINT (-113.24969697713406 53.513244649433)","2017","7393010004","150 RIDGEBROOK RD","2004","Residential","Split Entry","117","1264","Y","Y","Y","Y","467000","53.5134048628","-113.2496169374"
"POINT (-113.25609356998895 53.55443487392721)","2017","8026014008","93 SUNFLOWER LN","2003","Residential","2 Storey & Basement","169","1822","Y","N","Y","N","422000","53.5544888689","-113.2563500109"
"POINT (-113.2611376424472 53.53571426214125)","2017","7315015005","37 HIGHGROVE CR","2003","Residential","2 Storey & Basement","170","1834","Y","Y","Y","Y","466000","53.5355861242","-113.2614484159"
"POINT (-113.00693923984313 53.4467094486226)","2017","1134154002","121 51551 RNG RD 212A","1972","Residential","1 3/4 Storey & Basement","226","2436","N","Y","Y","N","297000","53.4466042388","-113.0066409583"
"POINT (-113.24927233826975 53.552783608449765)","2017","8028023000","104 CROCUS CR","2002","Residential","2 Storey & Basement","128","1377","Y","N","Y","Y","376000","53.5527947443","-113.2495372753"
"POINT (-112.94802626074969 53.46161057004562)","2017","2006334003","7 20575 WYE RD","1977","Residential","Split Entry","105","1134","Y","N","Y","Y","292000","53.4616437764","-112.9483247368"
"POINT (-113.28176298686003 53.48378703688826)","2017","2314522909","397 52224 RNG RD 231","2003","Residential","1 Storey & Basement","214","2301","Y","Y","Y","Y","1082000","53.4837849833","-113.2814714209"
"POINT (-113.2548131561172 53.55498559884022)","2017","8024057009","53 SUNFLOWER CR","2002","Residential","2 Storey & Basement","141","1519","Y","Y","Y","Y","412000","53.5548222141","-113.2549293226"
"POINT (-113.14302896664535 53.373125524394105)","2017","1202701403","14 51025 RNG RD 222","2003","Residential Condominium","1 Storey & Basement","166","1785","Y","Y","Y","Y","588000","53.3728639624","-113.143402683"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520183000","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","Y","239000","53.5174913477","-113.3217174757"
"POINT (-113.25039385093713 53.51480933233745)","2017","7392015002","61 RIDGEBROOK CL","2003","Residential","1 Storey & Basement","130","1401","Y","Y","Y","Y","577000","53.5149635546","-113.2505196875"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520130001","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1533","N","Y","Y","Y","267000","53.5320005115","-113.3233104121"
"POINT (-113.14048895700087 53.37206989830177)","2017","1202702107","21 51025 RNG RD 222","2005","Residential Condominium","1 Storey & Basement","172","1854","Y","Y","Y","Y","652000","53.3723238661","-113.1411460792"
"POINT (-113.2729309638249 53.44284599686897)","2017","1335501403","51526 RNG RD 231","1961","Exempt / Farmland / Residential","1 Storey & Basement","121","1304","Y","N","Y","Y","464820","53.4415723501","-113.2749570181"
"POINT (-113.3261809176064 53.497240661260456)","2017","2316104568","633 52304 RNG RD 233","2001","Residential","2 Storey & Basement","260","2797","Y","Y","Y","N","737000","53.4970010302","-113.3259914646"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520550000","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","238000","53.5301184283","-113.3033310255"
"POINT (-112.91064548562454 53.375082779851816)","2017","1005107006","109 51042 RNG RD 204","2004","Residential","1 Storey & Basement","133","1432","Y","Y","Y","N","444000","53.3743397357","-112.9119380719"
"POINT (-113.25036848713505 53.526724340630274)","2017","7327513001","50 FOXHAVEN LN","2003","Residential","2 Storey & Basement","204","2192","Y","Y","Y","N","489000","53.526669301","-113.2506379585"
"POINT (-113.00822643223418 53.386206674244285)","2017","1110504006","361 51110 RNG RD 212","1994","Residential","1 Storey Slab on Grade","72","772","Y","N","N","N","282000","53.3869209982","-113.0083209197"
"POINT (-112.86373750511487 53.36748364423842)","2017","1003136007","2 20212 TWP RD 510","2002","Residential","Split Entry","121","1305","Y","Y","Y","Y","460000","53.367136254","-112.8649932256"
"POINT (-113.28029915288813 53.513548348082665)","2017","7219003005","87 NEWCASTLE CR","2003","Residential","Split Entry & Bonus Upper","119","1285","Y","Y","Y","Y","434000","53.5135296468","-113.2805683186"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520514006","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","108","1161","N","N","Y","N","232000","53.5301184283","-113.3033310255"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520116000","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1533","N","Y","Y","N","275000","53.5320005115","-113.3233104121"
"POINT (-113.24920287724021 53.55241417038229)","2017","8028027001","88 CROCUS CR","2002","Residential","2 Storey & Basement","136","1466","Y","Y","Y","Y","408000","53.552353737","-113.2494509409"
"POINT (-113.00941017776907 53.446821664248255)","2017","1134144003","101 51551 RNG RD 212A","1977","Residential","1 Storey & Basement","106","1139","Y","Y","Y","Y","350000","53.4469854671","-113.0091056656"
"POINT (-113.07586375534625 53.53919776226639)","2017","2131101409","52574 RNG RD 215","1990","Exempt / Farmland / Residential","1 Storey & Basement","128","1375","Y","Y","Y","Y","427760","53.5409988701","-113.0773784975"
"POINT (-113.26939597571813 53.519084049898524)","2017","7214044000","75 NOTTINGHAM INLET","2004","Residential","Split Entry & Bonus Upper","154","1663","Y","Y","Y","Y","510000","53.5191567392","-113.2697297662"
"POINT (-112.87706656864427 53.410531673208034)","2017","1015300005",,"1974","Exempt / Farmland / Residential","1 Storey & Basement","204","2195","Y","Y","Y","Y","469720","53.4106775657","-112.8772015115"
"POINT (-113.2568795701894 53.55338447825107)","2017","8025020008","66 SUNFLOWER LN","2004","Residential","2 Storey & Basement","176","1896","Y","Y","Y","Y","484000","53.553451916","-113.2571369264"
"POINT (-113.26575420379113 53.52382281485548)","2017","7251082009","344 FORREST CRT","2004","Residential","Split Entry & Bonus Upper","135","1453","Y","Y","Y","Y","486000","53.5240070677","-113.2658699671"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520153003","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1530","N","Y","Y","Y","280000","53.5320005115","-113.3233104121"
"POINT (-113.25145248142549 53.51450301647461)","2017","7390109003","42 RIDGEBROOK RD","2004","Residential","1 Storey & Basement","153","1643","Y","N","Y","Y","563000","53.514413885","-113.2516906523"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520181004","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","107","1151","N","N","Y","Y","237000","53.5174913477","-113.3217174757"
"POINT (-113.28190488748878 53.51484286362031)","2017","7063198007","446 NORWAY CR","2003","Residential","Split Entry & Bonus Upper","146","1571","Y","Y","Y","Y","511000","53.5149164585","-113.2821618152"
"POINT (-112.88355020189893 53.38339952679418)","2017","1009500008","51110 RNG RD 203","2005","Exempt / Farmland / Residential","Split Entry","135","1452","Y","N","Y","Y","490370","53.3852043031","-112.8896190138"
"POINT (-113.25162600976921 53.51490329575497)","2017","7390106009","30 RIDGEBROOK RD","2004","Residential","Split Entry","123","1325","Y","Y","Y","Y","474000","53.5149020239","-113.2519096076"
"POINT (-113.14123075775353 53.3729309733852)","2017","1202701804","18 51025 RNG RD 222","2010","Residential Condominium","1 Storey & Basement","249","2675","Y","Y","Y","Y","746000","53.3727430607","-113.1417553946"
"POINT (-112.88631543965383 53.37165225880436)","2017","1004507008","25 20340 TWP RD 510","1978","Residential","1 1/2 Storey & Basement","187","2013","N","N","Y","Y","475000","53.3725337997","-112.8891338473"
"POINT (-113.26958025096998 53.54341610243478)","2017","8055014007","84 CAVAN CR","2004","Residential","2 Storey & Basement","161","1732","Y","Y","Y","N","438000","53.5435688419","-113.2696721867"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520063004","246 WOODBRIDGE WY","1978","Residential Condominium","Split Entry","80","864","N","N","Y","N","218000","53.5286850865","-113.3234136847"
"POINT (-112.88807514710382 53.39331462620332)","2017","1009107002","20335 HWY 14","2003","Residential","1 Storey & Basement","132","1420","Y","Y","Y","Y","533000","53.3942698247","-112.8896328678"
"POINT (-113.29145416317313 53.545257819345466)","2017","8530200034","3, 101 JIM COMMON DR","2003","Residential Condominium","Split Entry","113","1219","N","Y","Y","Y","388000","53.5452172438","-113.2916913966"
"POINT (-112.87913745005939 53.45029698803065)","2017","1033101005","20307 TWP RD 520","2004","Exempt / Farmland / Residential","2 Storey & Basement","337","3630","Y","Y","Y","Y","772910","53.454121184","-112.8806764533"
"POINT (-113.33105216255443 53.496595599362266)","2017","2316104305","741 52304 RNG RD 233","2006","Residential","2 Storey & Basement","312","3356","Y","Y","Y","N","831000","53.4964755174","-113.3314252051"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520547006","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","227000","53.5301184283","-113.3033310255"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520146007","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","143","1543","N","Y","Y","Y","279000","53.5320005115","-113.3233104121"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520065009","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","218000","53.5286850865","-113.3234136847"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520091005","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","N","226000","53.5286850865","-113.3234136847"
"POINT (-113.14187410618067 53.50901443312877)","2017","2223171203","304 52349 RNG RD 222","2004","Residential","2 Storey & Basement","207","2232","Y","Y","Y","Y","687000","53.509500559","-113.1414226291"
"POINT (-113.00940446655946 53.44702689154473)","2017","1134143005","99 51551 RNG RD 212A","2003","Residential","1 Storey & Basement","102","1093","Y","Y","Y","Y","345000","53.4471362064","-113.0091057415"
"POINT (-113.26158932137487 53.53492011771874)","2017","7318042008","70 HIGHGROVE CR","2003","Residential","2 Storey & Basement","174","1877","Y","Y","Y","N","462000","53.5347771606","-113.2617486698"
"POINT (-112.9683251675923 53.501137304811486)","2017","2114730500","15 52343 RNG RD 211","1973","Residential","1 3/4 Storey Basementless","163","1758","N","N","Y","Y","441000","53.5013292488","-112.9687362478"
"POINT (-113.26994714685867 53.518643172421086)","2017","7214040009","67 NOTTINGHAM INLET","2004","Residential","Split Entry & Bonus Upper","155","1665","Y","Y","Y","Y","514000","53.5186983795","-113.2702244095"
"POINT (-112.9096247976977 53.368891792126796)","2017","1005504004","20422 TWP RD 510","1996","Residential","2 Storey Basementless","130","1400","Y","Y","N","N","469000","53.3707082071","-112.9111470804"
"POINT (-113.26199111269291 53.53592254534486)","2017","7318033008","34 HIGHGROVE CR","2003","Residential","2 Storey & Basement","210","2265","Y","Y","Y","Y","527000","53.5358555378","-113.2622486864"
"POINT (-112.91336409107578 53.40904512393636)","2017","1017109008","159 51268 RNG RD 204","1998","Residential","1 Storey Basementless","100","1079","Y","N","N","N","308000","53.409143364","-112.9137676439"
"POINT (-113.26503804517165 53.51985985974319)","2017","7383107004","217 FOXBORO TERR","2002","Residential","2 Storey & Basement","141","1517","Y","Y","Y","Y","401000","53.5199008561","-113.2653397114"
"POINT (-113.25381847238006 53.52769497646044)","2017","7326067009","271 FOXHAVEN BAY","2003","Residential","2 Storey & Basement","204","2192","Y","Y","Y","Y","503000","53.5275737976","-113.2534972603"
"POINT (-113.08807999569753 53.44317719319773)","2017","1131712000","109 51519 RNG RD 220","1992","Residential","1 Storey & Basement","171","1840","Y","Y","Y","Y","659000","53.4438939359","-113.0896098844"
"POINT (-113.26939624648122 53.54341608116158)","2017","8055013009","80 CAVAN CR","2003","Residential","2 Storey & Basement","179","1932","Y","Y","Y","N","444000","53.5435688217","-113.2694881891"
"POINT (-113.00149496069963 53.44176486194466)","2017","1134238003","203 51551 RNG RD 212A","1988","Residential","1 Storey & Basement","169","1822","Y","Y","Y","Y","434000","53.4420677172","-113.0012170522"
"POINT (-113.26509387770945 53.52000395994614)","2017","7383108001","221 FOXBORO TERR","2002","Residential","2 Storey & Basement","170","1834","Y","Y","Y","Y","423000","53.5200052143","-113.2648197196"
"POINT (-113.00481141939238 53.37647715294282)","2017","1103105001","109 51058 RNG RD 212","1982","Residential","2 Storey & Basement","241","2596","Y","Y","Y","N","535000","53.3757889527","-113.0055506268"
"POINT (-113.26463604591679 53.520270623099876)","2017","7383111005","233 FOXBORO TERR","2002","Residential","2 Storey & Basement","167","1794","Y","N","Y","Y","426000","53.5203706948","-113.2648188173"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520058004","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","239000","53.5286850865","-113.3234136847"
"POINT (-112.8621846998843 53.38066715496943)","2017","1003154000","374 20212 TWP RD 510","2014","Residential","1 Storey & Bonus Upper","244","2628","Y","Y","Y","Y","748000","53.3816191871","-112.8650250962"
"POINT (-113.25609352313737 53.554542699823244)","2017","8026015006","97 SUNFLOWER LN","2003","Residential","2 Storey & Basement","145","1557","Y","N","Y","Y","408000","53.5545965301","-113.255837017"
"POINT (-113.26134884150314 53.52452583368398)","2017","7251128008","529 FORREST DR","2003","Residential","Split Entry","109","1176","Y","Y","Y","Y","406000","53.5246469448","-113.2615260616"
"POINT (-113.25554401138695 53.552854173708056)","2017","8023011001","230 SUNFLOWER CR","2003","Residential","2 Storey & Basement","188","2021","Y","Y","Y","Y","485000","53.5529530232","-113.2556688886"
"POINT (-112.85708175445494 53.37078024423227)","2017","1003144001","98 20212 TWP RD 510","2001","Residential","1 Storey & Basement","142","1524","Y","Y","Y","N","488000","53.3703473301","-112.8580073847"
"POINT (-113.26311837821326 53.519511182477174)","2017","7383095000","169 FOXBORO TERR","2002","Residential","Split Entry & Bonus Upper","138","1481","Y","Y","Y","Y","438000","53.5196634102","-113.2632165206"
"POINT (-113.25878878745092 53.53514417908956)","2017","7318059001","138 HIGHGROVE CR","2003","Residential","2 Storey & Basement","188","2028","Y","Y","Y","N","507000","53.535085638","-113.2590899572"
"POINT (-112.85771088572405 53.367432066107725)","2017","1003110002","110 20212 TWP RD 510","1978","Residential","1 Storey & Basement","138","1490","Y","Y","Y","N","309000","53.3677369992","-112.859207482"
"POINT (-113.269742248472 53.545299081102385)","2017","8057013001","120 CHELSEA WY","2004","Residential","1 Storey & Basement","131","1414","Y","Y","Y","Y","498000","53.5451259108","-113.2699267257"
"POINT (-113.28224391979619 53.513877238780125)","2017","7063231004","204 NEWCASTLE CR","2004","Residential","2 Storey & Basement","180","1933","Y","Y","Y","N","488000","53.5137078902","-113.2821058571"
"POINT (-113.33104364075147 53.4963576840062)","2017","2316104313","737 52304 RNG RD 233","2004","Residential","2 Storey & Basement","229","2464","Y","Y","Y","Y","749000","53.4964755174","-113.3314252051"
"POINT (-113.08356604086656 53.3703448077926)","2017","1106500000","21526 TWP RD 510","2000","Exempt / Farmland / Residential","1 Storey & Basement","132","1424","Y","Y","Y","Y","582820","53.3739024773","-113.0865974891"
"POINT (-113.25049762385359 53.51353213706061)","2017","7393002001","5 RIDGEBROOK WY","2004","Residential","Split Entry","123","1325","Y","Y","Y","Y","466000","53.5136857587","-113.2506091211"
"POINT (-113.16289017193004 53.57378263470682)","2017","3215705009","31 53221 RNG RD 223","2003","Residential","Split Entry & Bonus Upper","160","1723","Y","Y","Y","Y","755000","53.574047505","-113.1655992002"
"POINT (-113.10203788318107 53.451375311566444)","2017","1236105100","51568 RNG RD 220","2003","Residential","1 Storey & Basement","171","1842","Y","Y","Y","Y","685000","53.4518220947","-113.1050337151"
"POINT (-113.25599824504553 53.553624380811875)","2017","8023032005","50 SUNFLOWER WY","2004","Residential","2 Storey & Basement","190","2041","Y","Y","Y","N","477000","53.5537745689","-113.256003508"
"POINT (-113.07061204375024 53.380341787988094)","2017","1108751007","26 51069 RNG RD 215","1993","Residential","1 Storey & Basement","112","1210","Y","Y","Y","Y","480000","53.3811739053","-113.0701225345"
