"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea"
"2021-0968-B","76 RYBURY CT","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-16T00:00:00.000","2021-10-05T00:00:00.000","2021-10-20T00:00:00.000",,"Kimberley Construction Management","R1C","3","3598","444600","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9007037005","10222612","251415","8688654","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.50702923","-113.30469492","1","2021","9","37","7","1822663","NE","22","52","23","4","Rural"
"2021-0957-B","30 53156 RNG RD 213","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-30T00:00:00.000","2021-10-04T00:00:00.000","2021-10-06T00:00:00.000",,"Sager Developments Ltd","RS","5","4948","423000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3109110902","10220416","231854","7741865","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.56572574","-113.02789222","1","2021","9","9","1","1623052","NE","9","53","21","4","Rural"
"2021-0934-B","1307 LAKEWOOD CR","Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-10-12T00:00:00.000","2021-09-23T00:00:00.000","2021-10-12T00:00:00.000",,"Barclay, Amanda","PU,AD,RM","4",,"254130","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3312307003","10207009","402","30082","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.56634016","-113.2671551","1","2021","9","9",,"0023088","NW","12","53","23","4","Sherwood Park"
"2021-0933-B","109 52320 RNG RD 231","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-27T00:00:00.000","2021-09-23T00:00:00.000","2021-09-23T00:00:00.000",,"Eng-Spire Built Inc.","RCH","6","5474","950000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2323511019","10206043","137506","6485053","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.50337206","-113.27418919","1","2021","9","10","1","1321236","SE","23","52","23","4","Rural"
"2021-0930-B","25 51565 RNG RD 223","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-02T00:00:00.000","2021-09-22T00:00:00.000","2021-10-01T00:00:00.000",,"Homes by Design Inovations","RS","7","9152","1900000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1234301050","10204602","61955","4956661","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.44969114","-113.16700716","1","2021","9","5","1","1020943","NW","34","51","22","4","Rural"
"2021-0923-B","209 ANNANDALE CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-16T00:00:00.000","2021-09-21T00:00:00.000","2021-10-07T00:00:00.000",,"Gannet Developments Inc","R1C","4","3016","480000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8173120006","10201633","250946","8273081","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.55788248","-113.28676593","1","2021","9","120","173","1723004","SW","11","53","23","4","Sherwood Park"
"2021-0896-B","66 RYBURY CT","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-07-27T00:00:00.000","2021-09-13T00:00:00.000","2021-10-12T00:00:00.000",,"Kimberley Construction Management Ltd","R1C","3","4313","628090","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9007042004","10188508","251420","8688659","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.50719524","-113.30564442","1","2021","8","42","7","1822663","NE","22","52","23","4","Rural"
"2021-0893-B","53547 RNG RD 211","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-19T00:00:00.000","2021-09-09T00:00:00.000","2021-10-08T00:00:00.000",,"Kresanoski, Darin & Daniela","AG","5","6121","1000000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3136300005","10186157","252861","12552","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.62263188","-112.97513481","1","2021","8",,,,"NW","36","53","21","4","Rural"
"2021-0883-B","117 BARBURY CL","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-09T00:00:00.000","2021-09-08T00:00:00.000","2021-09-16T00:00:00.000",,"Launch Homes","UV4 ""Area 5""","3","3737","240000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9008009003","10182892","220262","7544319","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.5085527","-113.30114308","1","2021","8","9","8","1620820","NE","22","52","23","4","Sherwood Park"
"2021-0881-B","110 EBONY BLVD","Construction of a 6 storey residential building with 125 apartment units connected to a parking garage.  (Building #1)","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-07T00:00:00.000","2021-09-07T00:00:00.000","2021-10-04T00:00:00.000",,"Deveraux Developments","DC69 ""Area II""","4","2060","14925772","119",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8176008004","10181716","252467","8354526","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.56434281","-113.29009718","1","2021","8","8","176","1723604","W","11","53","23","4","Sherwood Park"
"2021-0879-B","2 BERWICK BAY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-07-08T00:00:00.000","2021-09-07T00:00:00.000","2021-10-15T00:00:00.000",,"BAUCH CONSTRUCTION LTD.","R1B","5","4077","470000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211781809","10179938","252437","9776423","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.55312357","-113.13659299","1","2021","8","18","8","2022472","NW","2","53","22","4","Rural"
"2021-0875-B","91 ABERDEEN CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-03-21T00:00:00.000","2021-09-03T00:00:00.000","2021-09-15T00:00:00.000",,"Launch Homes","R1C","4","4258","240000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8174094004","10178241","252155","9306596","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.56110026","-113.28857347","1","2021","8","94","174","1923102","SW","11","53","23","4","Sherwood Park"
"2021-0856-B","5, 10 SALISBURY WY","New Triplex - Building 5 (Units 1,3,5)","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-02T00:00:00.000","2021-08-30T00:00:00.000","2021-08-31T00:00:00.000",,"PLANWORKS ARCHITECTURE","UV4 ""Area 4""","3","6150","465000","3",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9403001003","10169954","147530","5443127","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.51062333","-113.30853108","1","2021","8","1","4","1120565","N","22","52","23","4","Sherwood Park"
"2021-0843-B","87 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-06-14T00:00:00.000","2021-08-24T00:00:00.000","2021-09-10T00:00:00.000",,"DAYTONA HOMES INC","R1C,R1B","5","2211","224500","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211782905","10163139","252448","9776434","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.55284762","-113.13624326","1","2021","8","29","8","2022472","NW","2","53","22","4","Rural"
"2021-0842-B","91 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-07-08T00:00:00.000","2021-08-24T00:00:00.000","2021-09-22T00:00:00.000",,"DAYTONA HOMES INC","R1C","5","2286","226600","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211783003","10162997","252449","9776435","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.55282736","-113.13607199","1","2021","8","30","8","2022472","NW","2","53","22","4","Rural"
"2021-0840-B","101 TAMARACK AV","Interior Renovation - Replace Kitchen and move bedroom","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-12-06T00:00:00.000","2021-08-24T00:00:00.000","2021-08-24T00:00:00.000",,"Haughton, Cliff","R1A","3",,"10000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7022051002","10162706","15247","15280","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.51978193","-113.31706979","1","2021","8","51","22","4420KS","W","27","52","23","4","Sherwood Park"
"2021-0834-B","24 COMBINE CRT","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-17T00:00:00.000","2021-08-20T00:00:00.000","2021-09-24T00:00:00.000",,"Edgeview Homes Ltd.","R1C","5","3803","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211710092","10159047","251495","8690514","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.55694095","-113.13821739","1","2021","8","9","10","1822674","SW","11","53","22","4","Rural"
"2021-0818-B","97 22459 TWP RD 530","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-05T00:00:00.000","2021-08-17T00:00:00.000","2021-10-29T00:00:00.000",,"Decon Construction Management Ltd","RCL","6","5884","1101000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2232309001","10152674","5882","10215","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.53972159","-113.21487363","1","2021","8",,"8","6190NY","NW","32","52","22","4","Rural"
"2021-0816-B","372 52320 RNG RD 231","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-06-01T00:00:00.000","2021-08-16T00:00:00.000","2021-08-18T00:00:00.000",,"2002995 Alberta Ltd O/A Alair Homes Edmonton","RCH","6","8060","1900000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2323526002","10151969","194482","7161007","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.50071065","-113.2760052","1","2021","8","60","2","1520954","SE","23","52","23","4","Rural"
"2021-0811-B","52140 RNG RD 224","Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-08-17T00:00:00.000","2021-08-13T00:00:00.000","2021-08-17T00:00:00.000",,"Powell, Dale","AG","6",,"200000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2208109005","10150123","21259","8316","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.47468689","-113.19827283","1","2021","8","4",,"2605MC","SE","8","52","22","4","Rural"
"2021-0806-B","54450 RNG RD 204","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-09-08T00:00:00.000","2021-08-12T00:00:00.000","2021-10-01T00:00:00.000",,"Erickson, George & Kerri","AG","5","4761","425000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4029104009","10147021","763","13600","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.69506849","-112.90298866","1","2021","8","D",,"3818TR","NE","29","54","20","4","Rural"
"2021-0803-B","54 53156 RNG RD 213","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-26T00:00:00.000","2021-08-12T00:00:00.000","2021-08-16T00:00:00.000",,"McInnis, Mark & Jenine","RS","5","6198","650000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3109110706","10146586","231859","7741863","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.56608026","-113.03085359","1","2021","8","7","1","1623052","NE","9","53","21","4","Rural"
"2021-0773-B","12 DEACON LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-03-22T00:00:00.000","2021-07-30T00:00:00.000","2021-08-31T00:00:00.000",,"Launch Homes","R1A","2","3291","240000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8047006005","10133628","3548","25402","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.54991635","-113.2703012","1","2021","7","6","47","8822419","NW","1","53","23","4","Sherwood Park"
"2021-0768-B","5 51025 RNG RD 222","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-08-12T00:00:00.000","2021-07-29T00:00:00.000","2021-08-11T00:00:00.000",,"Tougas, Sandra and Marc","RE","7","4780","900000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1202700503","10132737","26960","1192566","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.37313168","-113.14386858","1","2021","7",,"5","0125764","W","2","51","22","4","Rural"
"2021-0762-B","452 52327 RNG RD 233","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-25T00:00:00.000","2021-07-27T00:00:00.000","2021-09-10T00:00:00.000",,"Golden Homes C/O 1309312 Alberta LTD","RE","6","9220","1120000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2322743807","10128393","250339","7940803","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.50074089","-113.30982151","1","2021","7","38","4","1721060","SW","22","52","23","4","Rural"
"2021-0758-B","33 HARVEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-02-04T00:00:00.000","2021-07-26T00:00:00.000","2021-08-12T00:00:00.000",,"H2 Homes Ltd","RE","5","6450","625000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211760216","10127399","251001","8315933","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.56189934","-113.14030861","1","2021","7","2","6","1723309","SW","11","53","22","4","Rural"
"2021-0750-B","122 52367 RNG RD 223","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-10-15T00:00:00.000","2021-07-23T00:00:00.000","2021-09-02T00:00:00.000",,"Vikem Homes Limited","DC79 ""A""","7","7785","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2222311001","10124957","174760","6924798","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.50909209","-113.16603211","1","2021","7","10","1","1422915","NW","22","52","22","4","Rural"
"2021-0733-B","129 SUMAC LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-06-23T00:00:00.000","2021-07-20T00:00:00.000","2021-08-17T00:00:00.000",,"Pacesetter Homes","R1C","4","2672","268580","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8143074001","10119787","251850","8808725","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.56477107","-113.25466801","1","2021","7","74","143","1920191","NE","12","53","23","4","Sherwood Park"
"2021-0728-B","162 52327 RNG RD 233","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-12T00:00:00.000","2021-07-19T00:00:00.000","2021-09-03T00:00:00.000",,"Urban Edge Homes LTD","RE","6","7908","850000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2322760306","10116861","250365","7940825","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.50062865","-113.31303842","1","2021","7","3","6","1721060","SW","22","52","23","4","Rural"
"2021-0722-B","49 COPPICE HILL WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-30T00:00:00.000","2021-07-15T00:00:00.000","2021-08-12T00:00:00.000",,"Oleksyn Homes","R1C","5","2354","350000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211710166","10113354","251488","8690521","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.55636969","-113.13917558","1","2021","7","16","10","1822674","SW","11","53","22","4","Rural"
"2021-0715-B","52222 RNG RD 225","NULL","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-12-01T00:00:00.000","2021-07-14T00:00:00.000","2021-09-08T00:00:00.000",,"Kulwinder Kaur Sagoo, Tajinder Singh Sagoo","RA","6",,"3500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2218510303","10111578","39941","4414215","2021-01-01T00:00:00.000","2021-07-01T00:00:00.000","53.48658734","-113.22239546","1","2021","7","3","1","0827778","SE","18","52","22","4","Rural"
"2021-0696-B","29 TAYLOR PL","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-02-04T00:00:00.000","2021-07-08T00:00:00.000","2021-07-22T00:00:00.000",,"Launch Homes","R1B","5","3611","240000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211780902","10090921","251041","8315964","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.55431352","-113.13669662","1","2021","6","9","8","1723357","NW","2","53","22","4","Rural"
"2021-0685-B","51049A HWY 21","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-05-16T00:00:00.000","2021-07-06T00:00:00.000","2021-07-12T00:00:00.000",,"Metal Hill Holdings","AG","6","10253","400000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1206301002","10084503","252620","1358","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.37706944","-113.24327887","1","2021","6",,,,"NW","6","51","22","4","Rural"
"2021-0675-B","89, 50 EBONY BLVD","6 Row Housing Building - 79, 81, 83, 85, 87, 89 Building 12","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-06-29T00:00:00.000","2021-06-29T00:00:00.000","2021-07-06T00:00:00.000",,"Cantiro Emerald Hills LP","DC69 ""Area II""","4","11775","550000","6",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8176008004","10077373","252116","8354526","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.56334093","-113.29122036","1","2021","6","8","176","1723604","W","11","53","23","4","Sherwood Park"
"2021-0670-B","434 52313 RNG RD 232","Moved on Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-01-14T00:00:00.000","2021-06-28T00:00:00.000","2021-08-20T00:00:00.000",,"Simpson, Randy","RCL","6","2692","350000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2323708004","10075866","19729","11450","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.50221912","-113.29273542","1","2021","6","8",,"5206HW","SW","23","52","23","4","Rural"
"2021-0667-B","51153 HWY 21","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-11-19T00:00:00.000","2021-06-28T00:00:00.000","2021-07-22T00:00:00.000",,"Launch Homes",,"6","11054","850000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1207300003","10074423","23436","1366","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.39028531","-113.24419798","1","2021","6",,,,"NW","7","51","22","4","Rural"
"2021-0640-B","90 COPPICE HILL WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-27T00:00:00.000","2021-06-18T00:00:00.000","2021-07-21T00:00:00.000",,"1594815 Alberta Ltd o/a Cona Homes","R1B","5","3156","498000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211724507","10063388","251474","8690536","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.55604905","-113.13741581","1","2021","6","45","2","1822674","SW","11","53","22","4","Rural"
"2021-0632-B","21329 TWP RD 534","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2021-12-17T00:00:00.000","2021-06-17T00:00:00.000","2021-07-21T00:00:00.000",,"Oleksyn Homes","RA","5","1001","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3121106156","10060974","252618","9171461","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.59909671","-113.03380191","1","2021","6","5","1","1922255","NE","21","53","21","4","Rural"
"2021-0626-B","21541 WYE RD","Manufactured Home and Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2021-12-21T00:00:00.000","2021-06-17T00:00:00.000","2021-06-22T00:00:00.000",,"BUSCH, JERRY","AG","7",,"600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2119304000","10059559","36390","6046","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.51108446","-113.08692124","1","2021","6","D",,"370RS","NW","19","52","21","4","Rural"
"2021-0622-B","54552 RNG RD 203","Manufactured Home","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-01-11T00:00:00.000","2021-06-15T00:00:00.000","2021-06-23T00:00:00.000",,"Irish, Tim and Angela","AG","5",,"500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4033101009","10057082","252619","13627","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.71069459","-112.87902902","1","2021","6","A","1","7622495","NE","33","54","20","4","Rural"
"2021-0619-B","21042 TWP RD 530","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-02-04T00:00:00.000","2021-06-15T00:00:00.000","2021-07-13T00:00:00.000",,"Mosaic Homes Inc","RA","5","2624","560000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3101704009","10055985","4376","11824","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.5421116","-112.96434898","1","2021","6","D",,"7622005","SW","1","53","21","4","Rural"
"2021-0605-B","13 HARVEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-08-30T00:00:00.000","2021-06-11T00:00:00.000","2021-06-14T00:00:00.000",,"FEARON, BRIAN & DEBBIE","RE","5","4069","736000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211750104","10052657","194064","7160967","2021-01-01T00:00:00.000","2021-06-01T00:00:00.000","53.55965992","-113.14056423","1","2021","6","1","5","1520890","SW","11","53","22","4","Rural"
"2021-0576-B","111 ABERDEEN CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-01-24T00:00:00.000","2021-06-08T00:00:00.000","2021-06-22T00:00:00.000",,"Launch Homes","R1C","4","3550","240000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8174089005","10043932","252160","9306591","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.56090182","-113.28926925","1","2021","5","89","174","1923102","SW","11","53","23","4","Sherwood Park"
"2021-0574-B","78 COPPICE HILL WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-26T00:00:00.000","2021-06-08T00:00:00.000","2021-06-15T00:00:00.000",,"Cambellton Homes","R1B","5","3093","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211724801","10043584","251471","8690539","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.55605075","-113.13805495","1","2021","5","48","2","1822674","SW","11","53","22","4","Rural"
"2021-0572-B","22305 TWP RD 514","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2021-12-10T00:00:00.000","2021-06-07T00:00:00.000","2021-06-30T00:00:00.000",,"LALONDE, CHARLES & TWYLA","RA","7","6472","500000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1221106006","10042197","22573","9323","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.42423394","-113.1741926","1","2021","5","2B","1","9925037","NE","21","51","22","4","Rural"
"2021-0543-B","80 RANCHER RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-31T00:00:00.000","2021-05-31T00:00:00.000","2021-07-23T00:00:00.000",,"Coventry Homes","R2A","5","3529","397955","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211790906","10021951","252452","9776438","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.55255007","-113.13652481","1","2021","5","9","9","2022472","NW","2","53","22","4","Rural"
"2021-0541-B","131 ABERDEEN CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2021-12-23T00:00:00.000","2021-05-31T00:00:00.000","2021-06-15T00:00:00.000",,"HOMES BY AVI (Edmonton) LP","R1C","4","3654","715816","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8174079007","10021747","252176","9306581","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.5600243","-113.28995723","1","2021","5","79","174","1923102","SW","11","53","23","4","Sherwood Park"
"2021-0536-B","41 51263 RNG RD 204","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-22T00:00:00.000","2021-05-27T00:00:00.000","2021-07-08T00:00:00.000",,"Cunningham, Brock","RH","7","6530","600000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1016322008","10019336","22972","194","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.40977173","-112.89815755","1","2021","5","5","3","1033TR","NW","16","51","20","4","Rural"
"2021-0510-B","74 52367 RNG RD 223","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-03-23T00:00:00.000","2021-05-21T00:00:00.000","2021-06-10T00:00:00.000",,"Vikem Homes Limited","DC79 ""A""","7","7430","800000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2222310609","10011654","174755","6924794","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.50933574","-113.16853026","1","2021","5","6","1","1422915","NW","22","52","22","4","Rural"
"2021-0509-B","102 SUMAC LN","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-06-23T00:00:00.000","2021-05-20T00:00:00.000","2021-05-21T00:00:00.000",,"Pacesetter Homes Ltd - Sergio Ferreira","R1C","4","3748","309000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8148040005","10010992","251867","8808745","2021-01-01T00:00:00.000","2021-05-01T00:00:00.000","53.56411476","-113.25520655","1","2021","5","40","148","1920191","NE","12","53","23","4","Sherwood Park"
