"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea","buildingtype","location"
"2022-0149-B","1355 SANDSTONE BLVD","New Detached Garage (add dimensions)","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-03-14T00:00:00.000","2022-02-24T00:00:00.000","2022-03-14T00:00:00.000",,"Pacesetter Homes Ltd. - Krizel Vargas","R3","4",,"692000","4",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8143110009","10395972","252923","10309957","2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","53.5660723","-113.25282528","1","2022","1","110","143","2122765",,,,,,"Sherwood Park","Storage Building","
,  
(53.5660723, -113.25282528)"
"2005-1427-B","103 BLUEBERRY CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2005-10-27T00:00:00.000","2005-10-06T00:00:00.000","2005-10-06T00:00:00.000","2005-10-06T00:00:00.000","MACKAY, MARTIN","R1B","4","764","5000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8009011008","2921455","5386","24754","2005-01-01T00:00:00.000",,"53.54267518","-113.25030123","1","2005","14","11","9","9021344","SE","1","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54267518, -113.25030123)"
"2007-0461-B","627 SUNCREST WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-11-27T00:00:00.000","2007-04-13T00:00:00.000","2007-05-25T00:00:00.000","2008-11-27T00:00:00.000","JAYMAN MASTER BUILT","R1C","4","2489","400000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8128095005","3670014","36203","3540069","2007-01-01T00:00:00.000","2007-04-01T00:00:00.000","53.55695015","-113.25989484","1","2007","4","95","128","0628162","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55695015, -113.25989484)"
"2021-0906-B","40 MEADOWOOD CR","Replace foundation raise garage","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-06-06T00:00:00.000","2021-09-15T00:00:00.000","2021-09-15T00:00:00.000",,"Stasiuk, Mike","R1A","3",,"36000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7078064008","10192775","18451","17613","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.51370197","-113.28814499","1","2021","9","64","78","3158RS","SW","26","52","23","4","Sherwood Park","Storage Building","
,  
(53.51370197, -113.28814499)"
"2016-0434-B","6 SUMAC LN","Duplex, 6 & 10, Breezeway only","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2019-04-01T00:00:00.000","2016-05-11T00:00:00.000","2016-05-31T00:00:00.000","2016-05-31T00:00:00.000","Jayman Built","R1C","4",,"20000","2",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8148011001","7605012","220616","7557429","2016-01-01T00:00:00.000","2016-04-01T00:00:00.000","53.56354472","-113.25694224","1","2016","4","11","148","1620965","NE","12","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.56354472, -113.25694224)"
"2008-0350-B","327 23033 WYE RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-10-16T00:00:00.000","2008-04-09T00:00:00.000","2008-04-18T00:00:00.000","2008-04-18T00:00:00.000","COZY SHACKS INC","DC34 ""A""","6","6128","750000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2324123901","4087582","34014","3089177","2008-01-01T00:00:00.000","2008-03-01T00:00:00.000","53.50811033","-113.24854653","1","2008","3","39","2","0620184","NE","24","52","23","4","Rural","Single Detached Dwelling","
,  
(53.50811033, -113.24854653)"
"2008-0265-B","85 21410 TWP RD 524","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-05-06T00:00:00.000","2008-03-13T00:00:00.000","2008-03-14T00:00:00.000","2008-03-14T00:00:00.000","H & S JONES CONSTRUCTION Ltd","RCL","5","2694","81000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2129509002","4061360","14782","7907","2008-01-01T00:00:00.000","2008-02-01T00:00:00.000","53.51766745","-113.05164721","1","2008","2","9","1","7920101","SE","29","52","21","4","Rural","Storage Building","
,  
(53.51766745, -113.05164721)"
"2009-0164-B","216, 2018 SHERWOOD DR","NEW TENANT IMPROVEMENTS - ATHLETES WORLD - RETAIL, GENERAL - 2994sqft.","COMMERCIAL","111709","TENANT IMPROVEMENT","1970","Completed","2009-04-29T00:00:00.000","2009-03-02T00:00:00.000","2009-03-30T00:00:00.000","2009-03-30T00:00:00.000","THE FORZANI GROUP LTD","CITP ""Area SPMMS"",CITP ""Area SPMC"",R3,CITP ""Area SPMR""","2","2994","200000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7152001009","4476967","88200","31507","2009-01-01T00:00:00.000","2009-01-01T00:00:00.000","53.5284578","-113.29347053","1","2009","1","4","152","9926604","SW","35","52","23","4","Sherwood Park","Stores","
,  
(53.5284578, -113.29347053)"
"2005-1728-B","88 SUMMERWOOD DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-09-28T00:00:00.000","2005-11-25T00:00:00.000","2005-12-05T00:00:00.000","2005-12-05T00:00:00.000","PACESETTER HOMES LTD - TRAVIS SUTHERLEY","DC43","4","1209","97000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8122069006","2990996","33749","2989568","2005-01-01T00:00:00.000",,"53.55812013","-113.26463829","1","2005","17","69","122","0525974","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55812013, -113.26463829)"
"2013-1233-B","56, 301 PALISADES WY","Townhouse #50, 52, 54, 56","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2015-01-21T00:00:00.000","2013-10-10T00:00:00.000","2013-10-18T00:00:00.000","2013-10-18T00:00:00.000","GRANDE DESIGN HOMES (PRINCETON) LTD.",,"1","9128","907516","4",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8530430000","6670434","116227","6354971","2013-01-01T00:00:00.000","2013-12-01T00:00:00.000","53.55535106","-113.29638059","1","2013","12",,"A","1224728","NE","3","53","23","4","Sherwood Park","Multi-Family Housing","
,  
(53.55535106, -113.29638059)"
"2009-0492-B","1216 APPLETON CL","Deck - 28' X 10'","RESIDENTIAL","111702","ADDITION","1970","Completed","2012-07-19T00:00:00.000","2009-05-20T00:00:00.000","2009-05-22T00:00:00.000","2009-05-22T00:00:00.000","TREMBLAY, ROGER & STEPHANIE FEINDEL-TREMBLAY","R1C","4",,"2500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8153045007","4566321","35913","3543073","2009-01-01T00:00:00.000","2009-04-01T00:00:00.000","53.56135348","-113.2786746","1","2009","4","45","153","0627920",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.56135348, -113.2786746)"
"2022-0133-B","97 52552 RNG RD 224","Single Detached Dwelling - Garden Suite","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-07-12T00:00:00.000","2022-02-22T00:00:00.000","2022-02-25T00:00:00.000",,"Landover Homes Inc","RCL","6","2035","250000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2232108007","10390912","6273","10167","2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","53.5387918","-113.20481772","1","2022","1","4","1","7521699","NE","32","52","22","4","Rural","Single Detached Dwelling","
,  
(53.5387918, -113.20481772)"
"2009-1293-B","104 CORNWALL RD","Interior alteration - second floor Bonus room","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-08-16T00:00:00.000","2009-10-02T00:00:00.000","2009-10-09T00:00:00.000","2009-10-09T00:00:00.000","HOMES BY AVI (Edmonton) LP","R1C","2","320","35000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8108002006","4772355","26701","1199329","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.55040066","-113.27198041","1","2009","12","2","108","0126116","NE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55040066, -113.27198041)"
"2005-1623-B","71 SUMMERWOOD DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-08-10T00:00:00.000","2005-11-08T00:00:00.000","2005-12-14T00:00:00.000","2005-12-14T00:00:00.000","JAYMAN MASTER BUILT","DC43","4","1544","225000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8127022004","2967913","33766","2989620","2005-01-01T00:00:00.000",,"53.55777821","-113.26371969","1","2005","16","22","127","0525974","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55777821, -113.26371969)"
"2005-1742-B","279 SUNCREST RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-06-04T00:00:00.000","2005-11-28T00:00:00.000","2005-12-06T00:00:00.000","2005-12-06T00:00:00.000","PACESETTER HOMES LTD - TRAVIS SUTHERLEY","R1C","4","2209","120000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8128022005","2993167","33818","2989676","2005-01-01T00:00:00.000",,"53.55836309","-113.26199052","1","2005","17","22","128","0525974","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55836309, -113.26199052)"
"2008-0180-B","21479 TWP RD 560A","Foundation for R-46105-Tank Farm South MCC Building ( U&O)","INDUSTRIAL","1387475","FOUNDATION ONLY","1970","Completed","2009-08-31T00:00:00.000","2008-02-22T00:00:00.000","2008-04-24T00:00:00.000","2008-04-24T00:00:00.000","BECHTEL CANADA CO. - CALGARY","IHH","5",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5131100009","4041495","35273","14471","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.81022132","-113.09688098","1","2008","1",,,,"NE","31","55","21","4","Rural","Refineries","
,  
(53.81022132, -113.09688098)"
"2022-0327-B","9401 34 ST","Modifications to Fire Alarm System in Steelmaking Building at AltaSteel.","INDUSTRIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-02T00:00:00.000","2022-04-20T00:00:00.000","2022-05-02T00:00:00.000",,"Western Electrical Management Ltd.","IH","1","7500","278000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2331701009","10467533","36484","11741","2022-01-01T00:00:00.000","2022-03-01T00:00:00.000","53.53006819","-113.39190217","1","2022","3","Z",,"6788MC","SW","31","52","23","4","Sherwood Park","Refineries","
,  
(53.53006819, -113.39190217)"
"1999-0493-B",,"Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2001-10-29T00:00:00.000","1999-05-31T00:00:00.000","1999-06-10T00:00:00.000","1999-06-10T00:00:00.000","JAYMAN MASTER BUILT","R1A","3",,"207140","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7211042006","553814","0","28780","1999-01-01T00:00:00.000","1999-04-01T00:00:00.000","53.5163928","-113.2738594","1","1999","4","42","211","9824003","SE","26","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5163928, -113.2738594)"
"2018-0798-B","1039 CANDLE CR","Install a Hot Tub","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2018-08-27T00:00:00.000","2018-08-10T00:00:00.000","2018-08-14T00:00:00.000",,"Stuparyk, Perry","R1C","2",,"7000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8106553004","8609169","38378","3937503","2018-01-01T00:00:00.000","2018-07-01T00:00:00.000","53.54978025","-113.27842","1","2018","7","53","106","0728986",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.54978025, -113.27842)"
"2009-0231-B","215 116 AV","Self-Storage UnitsBF - February 9, 2012","INDUSTRIAL","111706","NEW CONSTRUCTION","1970","Completed","2012-01-11T00:00:00.000","2009-03-19T00:00:00.000","2009-04-15T00:00:00.000","2009-04-15T00:00:00.000","ALPINE INDUSTRIES LTD","IH","1",,"84000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3308119001","4495718","1940","1983741","2009-01-01T00:00:00.000","2009-02-01T00:00:00.000","53.56779039","-113.34850653","1","2009","2","7B","1","0325414","NE","8","53","23","4","Sherwood Park","Storage Building","
,  
(53.56779039, -113.34850653)"
"2008-0112-B","313 52224 RNG RD 231","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-03-02T00:00:00.000","2008-02-06T00:00:00.000","2008-02-27T00:00:00.000","2008-02-27T00:00:00.000","DARREN'S HOMES , (A Divison of DN Developments Ltd)","RCL","6","5802","1200000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2314521901","4027633","26834","1173776","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.48633072","-113.27869848","1","2008","1","19","2","0125342","SE","14","52","23","4","Rural","Single Detached Dwelling","
,  
(53.48633072, -113.27869848)"
"2021-0856-B","5, 10 SALISBURY WY","New Triplex - Building 5 (Units 1,3,5)","RESIDENTIAL","111706","NEW CONSTRUCTION","3083","In Progress - Inspection","2022-08-02T00:00:00.000","2021-08-30T00:00:00.000","2021-08-31T00:00:00.000",,"PLANWORKS ARCHITECTURE","UV4 ""Area 4""","3","6150","465000","3",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","9403001003","10169954","147530","5443127","2021-01-01T00:00:00.000","2021-08-01T00:00:00.000","53.51062333","-113.30853108","1","2021","8","1","4","1120565","N","22","52","23","4","Sherwood Park","Row House - Triplex","
,  
(53.51062333, -113.30853108)"
"2005-1716-B","229 52435 RNG RD 223","New Carport (3.8mX12.00m)","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2006-02-09T00:00:00.000","2005-11-24T00:00:00.000","2006-02-09T00:00:00.000","2006-02-09T00:00:00.000","JANKE, ARTHUR","RCL","5","492","8000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2227724008","2987902","16070","9839","2005-01-01T00:00:00.000",,"53.51678975","-113.16170721","1","2005","17","11","1","3194TR","SW","27","52","22","4","Rural","Storage Building","
,  
(53.51678975, -113.16170721)"
"2022-0047-B","120, 85 TURBO DR","Cimco Refrigeration - Install new steel pallet racking and cantilever racks","COMMERCIAL","111703","ALTERATIONS","151675","Approved - File Closed","2022-05-13T00:00:00.000","2022-01-20T00:00:00.000","2022-01-24T00:00:00.000",,"Brian Fitzgerald P.Eng.","IM","4","3792","36231","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3314720606","10350954","251250","2938933","2022-01-01T00:00:00.000",,"53.57464952","-113.29301222","1","2022","0","6","2","0525334","SW","14","53","23","4","Sherwood Park","Warehouses","
,  
(53.57464952, -113.29301222)"
"2007-1539-B","314 52422 RNG RD 224","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-05-22T00:00:00.000","2007-10-02T00:00:00.000","2007-10-03T00:00:00.000","2007-10-03T00:00:00.000","SPARKES, David","RCL","6","1500","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2229501305","3904903","29803","2154488","2007-01-01T00:00:00.000",,"53.51702849","-113.20748387","1","2007","15","30","1","0420404","SE","29","52","22","4","Rural","Single Detached Dwelling","
,  
(53.51702849, -113.20748387)"
"2007-0935-B","901 APPLETON RD","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-06-17T00:00:00.000","2007-06-08T00:00:00.000","2007-06-22T00:00:00.000","2007-06-22T00:00:00.000","PARK ROYAL HOMES 2016 LTD - Vincent Langlois","R1C","4","2520","246572","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8154032004","3756938","35888","3543077","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.5597588","-113.27827468","1","2007","9","32","154","0627920","SE","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5597588, -113.27827468)"
"2009-0617-B","5168 SUNVIEW DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2011-11-22T00:00:00.000","2009-06-15T00:00:00.000","2009-07-19T00:00:00.000","2009-07-19T00:00:00.000","JAYMAN MASTER BUILT","R1C","4","2882","209900","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8132049002","4607845","38838","4001619","2009-01-01T00:00:00.000","2009-06-01T00:00:00.000","53.55966067","-113.25430827","1","2009","6","49","132","0740945","SE","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55966067, -113.25430827)"
"2008-0951-B","8918 18 ST","FLORKOWSKYS WOODWORKING CABINETS LTD","INDUSTRIAL","111709","TENANT IMPROVEMENT","1970","Completed","2010-11-18T00:00:00.000","2008-08-13T00:00:00.000","2008-10-28T00:00:00.000","2008-10-28T00:00:00.000","FLORKOWSKYS WOODWORKING CABINETS LTD","IM","1",,"5000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2330113008","4245889","25628","11646","2008-01-01T00:00:00.000","2008-09-01T00:00:00.000","53.52302309","-113.37163923","1","2008","9","2","3","2877TR","NE","30","52","23","4","Sherwood Park","Workshops","
,  
(53.52302309, -113.37163923)"
"2009-0696-B","62 DAVY CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-07-24T00:00:00.000","2009-06-29T00:00:00.000","2009-06-30T00:00:00.000","2009-06-30T00:00:00.000","ADAMS, AMELIA","R1A","4",,"1500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8042009004","4632589","3154","25116","2009-01-01T00:00:00.000","2009-06-01T00:00:00.000","53.55162418","-113.26326037","1","2009","6","9","42","8922894",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55162418, -113.26326037)"
"2007-1597-B","170 22550 TWP RD 522","New Detached Garage (30' x 30')","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-10-22T00:00:00.000","2007-10-22T00:00:00.000","2007-10-22T00:00:00.000","2007-10-22T00:00:00.000","GELLHAUS, Dr. CLAY","RCL","6","900","30000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2218335004","3927430","20264","9058","2007-01-01T00:00:00.000",,"53.49488402","-113.23666301","1","2007","15","9B","2","8120396","NW","18","52","22","4","Rural","Storage Building","
,  
(53.49488402, -113.23666301)"
"2009-0624-B","611 SUNCREST WY","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-10-14T00:00:00.000","2009-06-16T00:00:00.000","2009-06-18T00:00:00.000","2009-06-18T00:00:00.000","JAYMAN MASTER BUILT","R1C","4","2056","224300","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8128099006","4610978","36199","3540073","2009-01-01T00:00:00.000","2009-06-01T00:00:00.000","53.55694601","-113.25922681","1","2009","6","99","128","0628162","SW","12","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55694601, -113.25922681)"
"2007-1620-B","493 52358 RNG RD 225","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2007-12-19T00:00:00.000","2007-10-29T00:00:00.000","2007-10-30T00:00:00.000","2007-10-30T00:00:00.000","POLOWY, Brent & Kenna","RCL","6","1000","13000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2219102343","3937140","27174","1433581","2007-01-01T00:00:00.000",,"53.50783907","-113.2335552","1","2007","16","34","2","0221845","NE","19","52","22","4","Rural","Single Detached Dwelling","
,  
(53.50783907, -113.2335552)"
"2009-0514-B","63 ORCHID CR","REPLACE FIRE DAMAGED ROOF - ONLY","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-08-18T00:00:00.000","2009-05-26T00:00:00.000","2009-05-27T00:00:00.000","2009-05-27T00:00:00.000","GRECO-RENO CONSTRUCTION LTD","R1B","4",,"22000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8021027004","4575510","24986","9738","2009-01-01T00:00:00.000","2009-05-01T00:00:00.000","53.550699","-113.24879968","1","2009","5","27","21","0023155",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.550699, -113.24879968)"
"2009-0838-B","21 RIDGEHAVEN CR","HOT TUB","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-09-09T00:00:00.000","2009-07-24T00:00:00.000","2009-07-24T00:00:00.000","2009-07-24T00:00:00.000","BULLICK, JARRED","R1B","8",,"200","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7390093008","4665393","25981","31248","2009-01-01T00:00:00.000","2009-08-01T00:00:00.000","53.51249236","-113.25622712","1","2009","8","93","390","0122629",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51249236, -113.25622712)"
"2005-1685-B","519 52328 RNG RD 233","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-04-15T00:00:00.000","2005-11-18T00:00:00.000","2005-11-24T00:00:00.000","2005-11-24T00:00:00.000","GORDA, IAN & MONIQUE","RE","6",,"450000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2321520216","2979569","33323","2901528","2005-01-01T00:00:00.000",,"53.50139656","-113.33049865","1","2005","16","21","10","0524365","SE","21","52","23","4","Rural","Single Detached Dwelling","
,  
(53.50139656, -113.33049865)"
"2008-0022-B","51511 RNG RD 215","Renovation to Single Family Dwelling:  Change existing family room into master bedroom with ensuite.","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2008-08-06T00:00:00.000","2008-01-11T00:00:00.000","2008-01-21T00:00:00.000","2008-01-21T00:00:00.000","MEADOWLODGE BIBLE CAMP","AG","7","400","15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1132705003","4007883","22261","928","2008-01-01T00:00:00.000",,"53.44193456","-113.07335507","1","2008","0","B",,"488TR","SW","32","51","21","4","Rural","Single Detached Dwelling","
,  
(53.44193456, -113.07335507)"
"2008-0161-B","406 COWAN PT","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2008-09-11T00:00:00.000","2008-02-15T00:00:00.000","2008-02-15T00:00:00.000","2008-02-15T00:00:00.000","TARRABAIN, RIAD","R1B","2","906","16000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8114056004","4036391","35416","3419883","2008-01-01T00:00:00.000","2008-01-01T00:00:00.000","53.55493872","-113.2771578","1","2008","1","56","114","0625187",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.55493872, -113.2771578)"
"2021-1084-B","120, 85 TURBO DR","CIMCO Refrigeration - Tenant Improvement","COMMERCIAL","111709","TENANT IMPROVEMENT","151675","Approved - File Closed","2022-05-13T00:00:00.000","2021-11-03T00:00:00.000","2021-11-16T00:00:00.000",,"Serve All Restorations Inc","IM","4","3792","400000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3314720606","10264174","251250","2938933","2021-01-01T00:00:00.000","2021-10-01T00:00:00.000","53.57464952","-113.29301222","1","2021","10","6","2","0525334","SW","14","53","23","4","Sherwood Park","Warehouses","
,  
(53.57464952, -113.29301222)"
"2007-1351-B","235 22550 TWP RD 522","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-02-10T00:00:00.000","2007-08-21T00:00:00.000","2007-08-24T00:00:00.000","2007-08-24T00:00:00.000","POINTKOSKI, NICOLE & DOWELL, MICHAEL","RCL","6","6667","450000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2218331200","3854826","28394","1934124","2007-01-01T00:00:00.000",,"53.49626109","-113.24110609","1","2007","13","5B","4","0324079","NW","18","52","22","4","Rural","Single Detached Dwelling","
,  
(53.49626109, -113.24110609)"
"2005-1768-B","220, 590 BASELINE RD","Tenant Expansion; Restaurant","COMMERCIAL","111702","ADDITION","1970","Completed","2006-08-22T00:00:00.000","2005-12-01T00:00:00.000","2005-12-13T00:00:00.000","2005-12-13T00:00:00.000","MCDONALD'S RESTAURANTS OF CANADA LIMITED","C2","2",,"150000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8059003005","3001080","25594","27341","2005-01-01T00:00:00.000",,"53.54163873","-113.26491778","1","2005","17","3","59","9520370","SW","1","53","23","4","Sherwood Park","Restaurants","
,  
(53.54163873, -113.26491778)"
"2009-0790-B","4062 CROWSNEST CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-08-01T00:00:00.000","2009-07-16T00:00:00.000","2009-07-17T00:00:00.000","2009-07-17T00:00:00.000","RYAN, ALEXANDER","R1C","2","600","15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8085085009","4654377","35782","3521634","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.54841593","-113.2813383","1","2009","7","85","85","0627099","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54841593, -113.2813383)"
"2022-0487-B","308 AMPTON CRT","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-26T00:00:00.000","2022-05-25T00:00:00.000","2022-05-26T00:00:00.000",,"Dalton, Sara","R1C","4",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8163016007","10525226","164353","6762581","2022-01-01T00:00:00.000","2022-04-01T00:00:00.000","53.56033466","-113.28170804","1","2022","4","16","163","1420315","SE","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.56033466, -113.28170804)"
"2007-0648-B","121 22550 TWP RD 522","NULL","RESIDENTIAL","111702","ADDITION","1970","Completed","2009-08-21T00:00:00.000","2007-05-03T00:00:00.000","2007-06-05T00:00:00.000","2007-06-05T00:00:00.000","PAT HOWES CARPENTRY","RCL","6","384","190000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2218319008","3701734","20569","9042","2007-01-01T00:00:00.000","2007-06-01T00:00:00.000","53.49074657","-113.23572067","1","2007","6","11","3","7620042","NW","18","52","22","4","Rural","Single Detached Dwelling","
,  
(53.49074657, -113.23572067)"
"2009-0775-B","128 CHATWIN CL","Deck - Unenclosed, No Roof.","RESIDENTIAL","111702","ADDITION","1970","Completed","2012-11-16T00:00:00.000","2009-07-14T00:00:00.000","2009-07-21T00:00:00.000","2009-07-21T00:00:00.000","BOX CONSTRUCTION LIMITED","R1B","2","150","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8065038000","4650741","33105","2864831","2009-01-01T00:00:00.000","2009-07-01T00:00:00.000","53.54660936","-113.27447274","1","2009","7","38","65","0524202","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54660936, -113.27447274)"
