"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401931","PCS - Acute Mental Health ","5384","Nurse Coordinator II","NS2","1.0","99328.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401932","PCS - MH Step Down","1941","Clinical Nurse I","FA","6.0","457737.00","5.0","429663.00","5.0","429663.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401932","PCS - MH Step Down","1961","Attendant Patient Care","CD","4.0","131500.00","3.0","102139.00","3.0","102139.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401932","PCS - MH Step Down","1966","Licensed Practical Nurse II","PN2","6.0","303218.00","6.0","323369.00","6.0","323369.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","1941","Clinical Nurse I","FA","26.0","1637676.00","29.0","2043613.00","29.0","2043613.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","1942","Clinical Nurse II","FB",,,"1.0","69961.00","1.0","69961.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","1961","Attendant Patient Care","CD","7.0","215458.00","7.0","233236.00","7.0","233236.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","1966","Licensed Practical Nurse II","PN2","19.0","707846.00","28.0","1333888.00","28.0","1333888.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","2063","Correctional Medical Technician II","12","4.0","140992.00","5.0","192631.00","5.0","192631.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","240","Cermak Health Services of Cook County","2401934","PCS - New RTU Intake","2068","Emergency Response Technician","16","2.0","88306.00","3.0","175778.00","3.0","175778.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410102","Administration","48","Administrative Assistant III","16","1.0","43243.00","1.0","47020.00","1.0","47020.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410102","Administration","936","Stenographer V","13","1.0","52438.00","1.0","56878.00","1.0","56878.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410102","Administration","5290","Medical Mental Health Program Director","24","1.0","95000.00","1.0","101261.00","1.0","101261.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410202","Medical Records","907","Clerk V","11","4.0","167840.00","4.0","192904.00","4.0","192904.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410202","Medical Records","2007","Medical Records Unit Manager","18","1.0","61351.00","1.0","66690.00","1.0","66690.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","1941","Clinical Nurse I","FA","13.0","1049233.00","14.0","1158903.00","14.0","1158903.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","1942","Clinical Nurse II","FB","3.0","266349.00","1.0","92990.00","1.0","92990.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","1951","Registered Nurse I","FA","3.0","215444.00","2.0","172990.00","2.0","172990.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","1957","Divisional Nursing Director","NS3","1.0","107675.00","1.0","117082.00","1.0","117082.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","5384","Nurse Coordinator II","NS2","1.0","75018.00","1.0","83631.00","1.0","83631.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410302","Patient Care Services","5388","House Administrator","NS2",,,"1.0","79962.00","1.0","79962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410402","Support Services Administration","1500","Dental Assistant - CCH","13","1.0","45611.00","1.0","49115.00","1.0","49115.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410402","Support Services Administration","2063","Correctional Medical Technician II","12","3.0","131370.00","3.0","141998.00","3.0","141998.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410402","Support Services Administration","4880","Dentist IV","K04","1.0","157194.00","1.0","139367.00","1.0","139367.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410502","Medical Services Administration","1636","Attending Physician 6","K06","1.0","187854.00","1.0","200359.00","1.0","200359.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410502","Medical Services Administration","1638","Attending Physician 8","K08","1.0","218425.00","1.0","232965.00","1.0","232965.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","241","Health Services - JTDC","2410502","Medical Services Administration","1816","Physician Assistant I","22","1.0","67557.00","1.0","87016.00","1.0","87016.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","293","Administrative Analyst III","21","1.0","84885.00","1.0","92306.00","1.0","92306.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","2002","Chief Operating Officer, Hospital-Based Services","24","1.0","240000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5219","Chief Executive Officer","24","1.0","500000.00","1.0","500000.00","1.0","500000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5268","Chief of Staff","24","1.0","140000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5291","Secretary to Board - CCHHS","24","1.0","105000.00","1.0","122579.00","1.0","122579.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5508","Executive Assistant- CCHHS","23","2.0","120593.00","1.0","75018.00","1.0","75018.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5779","Director of System Decision Support","24","1.0","125000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","5963","Director of Project Management and Operational Excellence","24","1.0","125000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","6413","Deputy CEO, Finance & Strategy","24","1.0","403000.00","1.0","403000.00","1.0","403000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","6414","Deputy CEO of Operations","24",,"1.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900101","Administration","6619","Director of Programmatic Services & Innovation ","24",,,"1.0","140000.00","1.0","140000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900102","Intergovernmental Affairs & Policy","5224","Director of Policy","24","1.0","160000.00","1.0","168912.00","1.0","168912.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900102","Intergovernmental Affairs & Policy","6426","Executive Director of Governmental Affairs","24","1.0","175000.00","1.0","182070.00","1.0","182070.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900103","Project Management Office ","5355","Director of Multicultural Affairs-CCHHS","24","1.0","150000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900103","Project Management Office ","5574","Project Manager","22",,,"2.0","182986.00","2.0","182986.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900103","Project Management Office ","5963","Director of Project Management and Operational Excellence","24",,,"1.0","202878.00","1.0","202878.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900103","Project Management Office ","6270","Deputy Director, Project Management & Operational Excellence","24",,,"1.0","182070.00","1.0","182070.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900201","Research and Regulatory Affairs","47","Administrative Assistant II","14","1.0","57255.00","1.0","61067.00","1.0","61067.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900201","Research and Regulatory Affairs","48","Administrative Assistant III","16","1.0","53400.00","1.0","56917.00","1.0","56917.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900201","Research and Regulatory Affairs","1866","Scientific Officer II","22","1.0","104905.00","1.0","72010.00","1.0","72010.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900201","Research and Regulatory Affairs","5190","Director of Research","24","1.0","106803.00","1.0","113843.00","1.0","113843.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900202","Plant Operations","2085","Director Of Plant Operations","24","1.0","150000.00","1.0","159885.00","1.0","159885.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900202","Plant Operations","6416","Executive Director of Facilities","24","1.0","180000.00","1.0","185000.00","1.0","185000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900203","Communications","5556","Director of Telecommunications Operations","24","1.0","105000.00","1.0","104040.00","1.0","104040.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900204","Employment Plan","5839","CCHHS Employment Plan Officer","24","1.0","115000.00","1.0","137241.00","1.0","137241.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900204","Employment Plan","6366","Employment Plan Analyst","21","6.0","368700.00","3.0","206052.00","3.0","206052.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900205","Patient Experience","1708","Associate Administrator","24","1.0","117230.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900205","Patient Experience","5958","Director of Hospitality Services","24","1.0","125000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900301","Administration","51","Administrative Assistant V","20","1.0","73564.00","1.0","82112.00","1.0","82112.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900301","Administration","2184","CFO of CCHHS","24","1.0","220001.00","1.0","240000.00","1.0","240000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","51","Administrative Assistant V","20","1.0","86576.00","1.0","92340.00","1.0","92340.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","111","Director of Financial Control II","21",,,"2.0","131000.00","2.0","131000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","112","Director of Financial Control III","23","5.0","436170.00","6.0","623418.00","6.0","623418.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","113","Director Financial Control IV","24",,,"1.0","107656.00","1.0","107656.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","127","Auditing Supervisor","23",,,"1.0","96274.00","1.0","96274.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","253","Business Manager III","22","1.0","95456.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","906","Clerk IV","09","1.0","39419.00","1.0","43152.00","1.0","43152.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","919","Business Office Supervisor","13","1.0","32617.00","1.0","40329.00","1.0","40329.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","5217","Assistant Grants Management Director","24",,,"1.0","111905.00","1.0","111905.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","5275","Executive Director of Finance-Health Systems","24","1.0","163713.00","1.0","174502.00","1.0","174502.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","5301","Chief Accountant-CCHHS","24","1.0","90912.00","1.0","96904.00","1.0","96904.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","5305","Director of Financial Systems Analysis-CCHHS","24","1.0","103279.00","1.0","110086.00","1.0","110086.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900302","System Finance","5601","System Manager Expenditure Control","23","1.0","74163.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","47","Administrative Assistant II","14",,,"1.0","61067.00","1.0","61067.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","2148","Building Service Worker - OFH","DF",,,"1.0","40918.00","1.0","40918.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","6485","Call Center Manager","23",,,"1.0","75315.00","1.0","75315.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","6486","Call Center Supervisor","18",,,"3.0","148614.00","3.0","148614.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","6487","Call Center Trainer","19",,,"1.0","54189.00","1.0","54189.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","6488","Call Center Operations Analyst","18",,,"1.0","49538.00","1.0","49538.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900303","Call Center","6489","Call Center Customer Service Representative","13",,,"35.0","1216810.00","35.0","1216810.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900304","Expenditure Control/Accounts Payable","111","Director of Financial Control II","21","1.0","95054.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900304","Expenditure Control/Accounts Payable","5304","Director of Expenditure Control-CCHHS","24","1.0","103279.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900305","Payroll","144","Accountant IV","17","1.0","58251.00","1.0","64769.00","1.0","64769.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900305","Payroll","246","Payroll Division Supervisor III","18","1.0","68262.00","1.0","74226.00","1.0","74226.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900305","Payroll","251","Business Manager I","18","2.0","142405.00","2.0","154825.00","2.0","154825.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900305","Payroll","252","Business Manager II","20","1.0","87433.00","1.0","95068.00","1.0","95068.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900305","Payroll","5302","Senior Payroll Manager-CCHHS","24","1.0","90912.00","1.0","96904.00","1.0","96904.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","112","Director of Financial Control III","23","1.0","76826.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","142","Accountant II","13","1.0","53329.00","1.0","56878.00","1.0","56878.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","143","Accountant III","15",,"1.00","1.0","57957.00","1.0","57957.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","144","Accountant IV","17",,,"1.0","65500.00","1.0","65500.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","145","Accountant V","19","1.0","83433.00","1.0","88987.00","1.0","88987.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","254","Business Manager IV","23","1.0","97829.00","1.0","106377.00","1.0","106377.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","4711","Budget Director","24","1.0","130000.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900306","Budget/Expenditure Control","5244","Financial Analyst","21","1.0","61450.00","2.0","131000.00","2.0","131000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","111","Director of Financial Control II","21","1.0","87809.00","1.0","97556.00","1.0","97556.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","113","Director Financial Control IV","24","1.0","138300.00","1.0","147414.00","1.0","147414.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","145","Accountant V","19","2.0","136953.00","1.0","83086.00","1.0","83086.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","293","Administrative Analyst III","21","2.0","147041.00","2.0","158178.00","2.0","158178.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","295","Administrative Analyst V","23","1.0","85016.00","1.0","92447.00","1.0","92447.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","890","Health System Administration","8900307","Cost Reimbursement","4580","Administrative Coordinator III","23","1.0","91020.00","1.0","98972.00","1.0","98972.00"
