"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"21-27461","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-11-15T00:00:00.000","2021-12-15T00:00:00.000","09116037300","OTAKU RAMEN WEST",,"4109  CHARLOTTE AVE","NASHVILLE","TN","37209","24","37013400","4109 CHARLOTTE AVE
NASHVILLE, TN 37209
(36.152393, -86.83633)"
"20-26437","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-17T00:00:00.000","2020-05-15T00:00:00.000","04415043300","BURGER AND CO","Bruce Leigh","700  HADLEY AVE","OLD HICKORY","TN","37138","11","37010501","700 HADLEY AVE
OLD HICKORY, TN 37138
(36.263837, -86.647735)"
"21-27066","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-02-02T00:00:00.000","2021-05-20T00:00:00.000","09313008700","HOPS AND CRAFTS","Eric Woodard","319  12TH AVE S","NASHVILLE","TN","37203","19","37019500","319 12TH AVE S
NASHVILLE, TN 37203
(36.152584, -86.784871)"
"15-17214","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2014-12-19T00:00:00.000","2015-01-08T00:00:00.000","07013007800","Walgreens #05869","Walgreen Co","3130  Clarksville PIKE","Nashville","TN","37218","2","12800126","3130 Clarksville PIKE
Nashville, TN 37218
(36.193323, -86.830658)"
"20-26481","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-07T00:00:00.000","2020-05-20T00:00:00.000","09306210000","GLEN CAMPBELL MUSEUM AND RHINESTONE STAGE",,"111  BROADWAY   200","NASHVILLE","TN","37201","19","37019500","111 BROADWAY 200
NASHVILLE, TN 37201
(36.162036, -86.774916)"
"22-27744","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-05-02T00:00:00.000","2022-06-24T00:00:00.000","13310004300","BIRRIERIA SABOR ACAPULCO",,"3734  NOLENSVILLE PIKE","NASHVILLE","TN","37211","16","37017402","3734 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.092105, -86.73557)"
"19-26055","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-05-22T00:00:00.000","2019-08-06T00:00:00.000","10407013400","VANDERBILT FOOTBALL ALUMNI TAILGATE","Charlotte Siegel","2601  JESS NEELY DR","NASHVILLE","TN","37212","18","37016500","2601 JESS NEELY DR
NASHVILLE, TN 37212
(36.142887, -86.808355)"
"19-26136","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-07-09T00:00:00.000","2019-08-08T00:00:00.000","10403006300","HOLIDAY INN NASHVILLE VANDERBILT",,"2613  WEST END AVE","NASHVILLE","TN","37203","18","37016600","2613 WEST END AVE
NASHVILLE, TN 37203
(36.145499, -86.81146)"
"19-26047","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-05-20T00:00:00.000","2019-08-08T00:00:00.000","09309016800","SAINT A�EJO",,"1120  MCGAVOCK ST","NASHVILLE","TN","37203","19","37019500","1120 MCGAVOCK ST
NASHVILLE, TN 37203
(36.155867, -86.78605)"
"21-27099","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-03T00:00:00.000","2022-03-25T00:00:00.000","13315007900","Taqueria San Luis","Alberto Sosa Gaytan","3920  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37019006","3920 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085374, -86.728606)"
"19-26058","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-05-24T00:00:00.000","2019-08-08T00:00:00.000","16300019300","TWICE DAILY #7111",,"5272  CANE RIDGE RD","ANTIOCH","TN","37013","32","37019111","5272 CANE RIDGE RD
ANTIOCH, TN 37013
(36.045407, -86.661609)"
"19-26086","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-06-10T00:00:00.000","2019-12-13T00:00:00.000","07207023000","I LOVE LOU, LLC",,"1304  MCGAVOCK PIKE","NASHVILLE","TN","37216","7","37011400","1304 MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.204353, -86.725358)"
"21-27430","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-10-02T00:00:00.000","2022-03-25T00:00:00.000","09306100300","THE HERMITAGE HOTEL",,"231  6TH AVE N","NASHVILLE","TN","37219","19","37019500","231 6TH AVE N
NASHVILLE, TN 37219
(36.163867, -86.78221)"
"19-26269","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-09-19T00:00:00.000","2019-12-18T00:00:00.000","10504005800","MENA'S MARKET",,"141  LAFAYETTE ST","NASHVILLE","TN","37210","17","37016000","141 LAFAYETTE ST
NASHVILLE, TN 37210
(36.147738, -86.759166)"
"20-26856","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-15T00:00:00.000","2020-09-25T00:00:00.000","16300008700","TNT'S BILLIARDS BAR AND GRILL","Tim Olson    100%","1015  BELL RD","ANTIOCH","TN","37013","32","37015628","1015 BELL RD
ANTIOCH, TN 37013
(36.045921, -86.658209)"
"21-27480","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-11-18T00:00:00.000","2022-03-25T00:00:00.000","09310033300","HOLIDAY INN & SUITES NASHVILLE DOWNTOWN","Elie I. Khoury, Gregory J. Moundas, Karen L. Kovach, Kevin J. Detz, Robert P. Smith","415  4TH AVE S","NASHVILLE","TN","37201","19","37019500","415 4TH AVE S
NASHVILLE, TN 37201
(36.156292, -86.774114)"
"20-26454","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-27T00:00:00.000","2020-09-25T00:00:00.000","14200026800","HOOKS SEAFOOD KITCHEN",,"7073  HIGHWAY 70  S","NASHVILLE","TN","37221","34","37018404","7073 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.074642, -86.920313)"
"15-20215","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-04-14T00:00:00.000","2015-12-03T00:00:00.000","09310034700","Bar Sovereign","Bar Sovereign LLC","514  5th AVE S","Nashville","TN","37203","19","37019500","514 5th AVE S
Nashville, TN 37203
(36.154863, -86.774734)"
"19-26302","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-04T00:00:00.000","2019-12-19T00:00:00.000","09215011000","EXIT/IN/HURRY BACK",,"2208  ELLISTON PL","NASHVILLE","TN","37203","21","37016500","2208 ELLISTON PL
NASHVILLE, TN 37203
(36.151168, -86.804279)"
"19-26237","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-08-30T00:00:00.000","2019-12-19T00:00:00.000","14908005600","PMEX CORPORATION","CARLOS VALERO","469  BELL RD","NASHVILLE","TN","37217","29","37015612","469 BELL RD
NASHVILLE, TN 37217
(36.072942, -86.635799)"
"19-26266","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-17T00:00:00.000","2019-12-19T00:00:00.000","06002025600","DIVERSE ENTERPRISE INC.",,"3069  BRICK CHURCH PIKE","NASHVILLE","TN","37207","2","37010904","3069 BRICK CHURCH PIKE
NASHVILLE, TN 37207
(36.232291, -86.781484)"
"19-26235","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-08-29T00:00:00.000","2019-12-19T00:00:00.000","09216025900","THE DOGWOOD NASHVILLE",,"1907B  DIVISION ST","NASHVILLE","TN","37203","19","37019500","1907B DIVISION ST
NASHVILLE, TN 37203
(36.150052, -86.796451)"
"21-27091","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-02-25T00:00:00.000","2021-12-15T00:00:00.000","13400026500","WALKER BROTHERS",,"1420  DONELSON PIKE","NASHVILLE","TN","37217","13","37980100","1420 DONELSON PIKE
NASHVILLE, TN 37217
(36.093963, -86.678298)"
"19-26370","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-11-21T00:00:00.000","2019-12-19T00:00:00.000","04309003000","FM KWIK TRIP LLC",,"608A  GALLATIN PIKE","MADISON","TN","37115","9","37010402","608A GALLATIN PIKE
MADISON, TN 37115
(36.268743, -86.710661)"
"21-27042","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-01-13T00:00:00.000","2022-03-25T00:00:00.000","07116030100","SOUTHERN GRIST BREWING COMPANY",,"750  DOUGLAS AVE","NASHVILLE","TN","37207","5","37011700","750 DOUGLAS AVE
NASHVILLE, TN 37207
(36.193449, -86.754454)"
"20-26518","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-26T00:00:00.000","2020-09-28T00:00:00.000","09309034100","3000 BAR NASHVILLE","30%, 70%","1516A  DEMONBREUN ST","NASHVILLE","TN","37203","19","37019500","1516A DEMONBREUN ST
NASHVILLE, TN 37203
(36.153012, -86.789791)"
"20-26827","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-06-25T00:00:00.000","2020-09-28T00:00:00.000","10506019900","THE BASEMENT","Dave  Brown 30%, Michael Grimes 70%","1604  8TH AVE S","NASHVILLE","TN","37203","17","37016200","1604 8TH AVE S
NASHVILLE, TN 37203
(36.137102, -86.778792)"
"19-26143","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-07-12T00:00:00.000","2019-08-09T00:00:00.000","08400001000","PIGS4KIDS","Austin Atteberry","2640  AIRPARK DR","NASHVILLE","TN","37206","6","37011600","2640 AIRPARK DR
NASHVILLE, TN 37206
(36.18982, -86.705578)"
"19-26142","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-07-11T00:00:00.000","2019-08-09T00:00:00.000","09310039100","Hampton Inn & Suites Nashville Downtown",,"310  4TH AVE S","NASHVILLE","TN","37201","19","37019500","310 4TH AVE S
NASHVILLE, TN 37201
(36.157834, -86.775099)"
"19-26163","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2019-07-23T00:00:00.000","2019-08-14T00:00:00.000","10100006000","MUSIC CITY BACON & BARREL FESTIVAL 2019",,"0  RIVER ROAD PIKE","NASHVILLE","TN","37209","35","37018301","0 RIVER ROAD PIKE
NASHVILLE, TN 37209"
"20-26535","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-03-11T00:00:00.000","2021-02-11T00:00:00.000","16400032400","THORNTONS #614",,"3500  MURFREESBORO PIKE","ANTIOCH","TN","37013","33","37015631","3500 MURFREESBORO PIKE
ANTIOCH, TN 37013
(36.054237, -86.618629)"
"21-27314","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-25T00:00:00.000","2021-09-15T00:00:00.000","07500021400","THE HOLISTIC CONNECTION","Kris Moore","4019  LEBANON PIKE","NASHVILLE","TN","37076","14","37015404","4019 LEBANON PIKE
NASHVILLE, TN 37076
(36.196292, -86.621351)"
"18-25744","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2018-10-23T00:00:00.000","2020-05-29T00:00:00.000","09310018200","YEE-HAW BREWING",,"416  7TH AVE S","NASHVILLE","TN","37203","19","37019500","416 7TH AVE S
NASHVILLE, TN 37203
(36.154899, -86.778117)"
"19-26374","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-25T00:00:00.000","2019-12-20T00:00:00.000","10402035400","FABLE LOUNGE","Ben Powell, John Dibble","114  28TH AVE N","NASHVILLE","TN","37203","21","37016600","114 28TH AVE N
NASHVILLE, TN 37203
(36.146025, -86.813086)"
"20-26886","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-08-20T00:00:00.000","2020-12-03T00:00:00.000","11613010601","ROZE PONY",,"5133  HARDING PIKE  A6","NASHVILLE","TN","37205","23","37018500","5133 HARDING PIKE A6
NASHVILLE, TN 37205
(36.103848, -86.869445)"
"19-26345","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-04T00:00:00.000","2020-05-28T00:00:00.000","10801006500","Element-Nashville Airport","Dr. Dhiren Patel (5%), Dr. Kishorkumar Desai (7.5%), Dr. Rajendra Patel (7.5%), Eric Lowman (25%), Kevin Hyneman (7.5%)","2825  ELM HILL PIKE","NASHVILLE","TN","37214","15","37015502","2825 ELM HILL PIKE
NASHVILLE, TN 37214
(36.148312, -86.664568)"
"D21-27335","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-14T00:00:00.000","2021-12-15T00:00:00.000","09306308000","KC LUCKY BASTARD, LLC","Michael R. Kelly","408  BROADWAY","NASHVILLE","TN","37203","19","37019500","408 BROADWAY
NASHVILLE, TN 37203
(36.160873, -86.777575)"
"19-26065","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-05-29T00:00:00.000","2019-09-13T00:00:00.000","05000016100","ROCK'N DOUGH PIZZA & BREWERY",,"3451  DICKERSON PIKE","NASHVILLE","TN","37207","8","37010903","3451 DICKERSON PIKE
NASHVILLE, TN 37207
(36.245946, -86.756528)"
"21-27339","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-19T00:00:00.000","2021-09-15T00:00:00.000","10407013400","Vanderbilt University Campus Dining Concessions",,"1405  25TH AVE S","NASHVILLE","TN","37212","18","37016500","1405 25TH AVE S
NASHVILLE, TN 37212
(36.141475, -86.806686)"
"20-26512","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-21T00:00:00.000","2020-05-29T00:00:00.000","02200015300","FIRECRACKER'S PIZZA",,"215A  GIFFORD PL","JOELTON","TN","37080","1","37010104","215A GIFFORD PL
JOELTON, TN 37080
(36.321218, -86.86682)"
"20-26512","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-21T00:00:00.000","2020-05-29T00:00:00.000","02200015300","FIRECRACKER'S PIZZA",,"215B  GIFFORD PL","JOELTON","TN","37080","1","37010104","215B GIFFORD PL
JOELTON, TN 37080
(36.321218, -86.86682)"
"21-27339","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-19T00:00:00.000","2021-09-15T00:00:00.000","09215004500","Vanderbilt University Campus Dining Concessions",,"210  25TH AVE N","NASHVILLE","TN","37203","21","37016500","210 25TH AVE N
NASHVILLE, TN 37203
(36.148284, -86.809129)"
"21-27452","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-11-02T00:00:00.000","2021-12-15T00:00:00.000","10408015500","CABANA",,"1910  BELCOURT AVE","NASHVILLE","TN","37212","18","37016400","1910 BELCOURT AVE
NASHVILLE, TN 37212
(36.13673, -86.799274)"
"21-27326","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-07T00:00:00.000","2021-12-15T00:00:00.000","09306403100","JOHNNY CASH'S BAR & BBQ",,"121  3RD AVE S","NASHVILLE","TN","37201","19","37019500","121 3RD AVE S
NASHVILLE, TN 37201
(36.160821, -86.775492)"
"21-27110","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-05T00:00:00.000","2021-09-17T00:00:00.000","15600010500","HARPETH VALLEY GOLF CENTER","Stan Smoot","7629  OLD HARDING PIKE","NASHVILLE","TN","37221","35","37018405","7629 OLD HARDING PIKE
NASHVILLE, TN 37221
(36.057424, -86.946072)"
"19-26376","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-26T00:00:00.000","2020-06-01T00:00:00.000","10511030100","D&D EVENTS",,"401  WINGROVE ST","NASHVILLE","TN","37203","17","37016100","401 WINGROVE ST
NASHVILLE, TN 37203
(36.135502, -86.760713)"
"19-26304","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-10-04T00:00:00.000","2019-12-30T00:00:00.000","06200000801","Two Rivers Campground","Kelly Graves","2616  MUSIC VALLEY DR","NASHVILLE","TN","37214","15","37015300","2616 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.233887, -86.703028)"
"19-26197","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-08-12T00:00:00.000","2019-09-13T00:00:00.000","07108026100","COMMUNITY MARKET",,"336 E TRINITY LN","NASHVILLE","TN","37207","5","37011300","336 E TRINITY LN
NASHVILLE, TN 37207
(36.205437, -86.761827)"
"21-27231","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-05-08T00:00:00.000","2021-05-27T00:00:00.000","10200008400","WAYBACK BURGER NASHVILLE",,"7050  CHARLOTTE PIKE","NASHVILLE","TN","37209","35","37018301","7050 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.12857, -86.906662)"
"21-27175","ISSUED","BBPERMIT","SPECIAL","BB - Special Events","2021-04-15T00:00:00.000","2021-05-27T00:00:00.000","13300000400","Brew At The Zoo","Andrew Tillaman","3777  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3777 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.091149, -86.734904)"
"19-25876","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-02-12T00:00:00.000","2019-09-13T00:00:00.000","07107016000","EL METATE",,"1805  DICKERSON PIKE","NASHVILLE","TN","37207","5","37011300","1805 DICKERSON PIKE
NASHVILLE, TN 37207
(36.204336, -86.768974)"
"19-26184","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-08-01T00:00:00.000","2019-09-13T00:00:00.000","14800004900","HAIWOONDAI",,"2051  ANTIOCH PIKE","ANTIOCH","TN","37013","28","37015627","2051 ANTIOCH PIKE
ANTIOCH, TN 37013
(36.068849, -86.683654)"
"21-27199","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-26T00:00:00.000","2021-05-27T00:00:00.000","13315015400","Z-BAR",,"3955  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3955 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085378, -86.72861)"
"20-27013","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-12-16T00:00:00.000","2021-05-27T00:00:00.000","07107007300","QUICK MART",,"2202  DICKERSON PIKE","NASHVILLE","TN","37207","5","37011001","2202 DICKERSON PIKE
NASHVILLE, TN 37207
(36.20621, -86.768442)"
"21-27145","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-03-27T00:00:00.000","2021-05-27T00:00:00.000","08213019900","EMMY SQUARED",,"1121  5TH AVE N","NASHVILLE","TN","37208","19","37019400","1121 5TH AVE N
NASHVILLE, TN 37208
(36.174781, -86.787708)"
"20-26991","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-11-30T00:00:00.000","2021-09-20T00:00:00.000","12800018700","TEQUILAS DAVIDSON INC","CANDELARIO JAIME VILLEGAS","7628  HIGHWAY 70  S","NASHVILLE","TN","37221","22","37018401","7628 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.078601, -86.950697)"
"21-27409","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-09T00:00:00.000","2021-12-16T00:00:00.000","09514011600","ELM HILL TAVERN","Christ Vergitz","1941  ELM HILL PIKE","NASHVILLE","TN","37210","15","37019600","1941 ELM HILL PIKE
NASHVILLE, TN 37210
(36.150161, -86.700541)"
"T22-27632","TEMPORARY","BBPERMIT","SPECIAL","BB - Special Events","2022-02-24T00:00:00.000",,"09214007600","DOG DAY FEST","Candace Price","2500  WEST END AVE","NASHVILLE","TN","37203","21","37016600","2500 WEST END AVE
NASHVILLE, TN 37203
(36.146583, -86.809192)"
"21-27281","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-06-08T00:00:00.000","2022-03-29T00:00:00.000","09312008800","FOUR DAUGHTERS MARKET",,"141  CHARLES E DAVIS BLVD","NASHVILLE","TN","37210","19","37014800","141 CHARLES E DAVIS BLVD
NASHVILLE, TN 37210
(36.153447, -86.761795)"
"19-26252","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-09-09T00:00:00.000","2020-01-09T00:00:00.000","12800019600","FORD ICE CENTER BELLEVUE","Carlos P. Bernal, Christopher J. Feeney, James W. Taylor, Jr., Janice R. Trybus, Nicholas D. Liberto","7638B  HIGHWAY 70  S","NASHVILLE","TN","37221","22","37018401","7638B HIGHWAY 70 S
NASHVILLE, TN 37221
(36.078871, -86.95163)"
"19-26327","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-21T00:00:00.000","2020-01-09T00:00:00.000","10308005400","Caffe Nonna","100%","4427B  MURPHY RD","NASHVILLE","TN","37209","24","37013400","4427B MURPHY RD
NASHVILLE, TN 37209
(36.140985, -86.839539)"
"19-26130","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-07-08T00:00:00.000","2020-01-09T00:00:00.000","10308005300","PANCHO & LEFTY�S CANTINA",,"4501  MURPHY RD","NASHVILLE","TN","37209","24","37013400","4501 MURPHY RD
NASHVILLE, TN 37209
(36.141022, -86.84052)"
"22-27624","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-18T00:00:00.000","2022-06-28T00:00:00.000","14200026800","615CHUTNEY - A VERY INDIAN AFFAIR","Niroop C Prabhakar","7075  HIGHWAY 70  S","NASHVILLE","TN","37221","34","37018404","7075 HIGHWAY 70 S
NASHVILLE, TN 37221
(36.07508, -86.919038)"
"15-20096","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2015-02-09T00:00:00.000","2015-04-23T00:00:00.000","16100030500","Midori Japanese Korean Rest.","WJC Inc","5628  NOLENSVILLE PIKE","NASHVILLE","TN","37211","27","37019110","5628 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.047213, -86.713423)"
"19-26198","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-08-12T00:00:00.000","2019-09-16T00:00:00.000","09306410700","DGX STORE # 21334",,"206  3RD AVE S","NASHVILLE","TN","37201","19","37019500","206 3RD AVE S
NASHVILLE, TN 37201
(36.159498, -86.77463)"
"19-26028","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-05-14T00:00:00.000","2019-09-17T00:00:00.000","09306208400","DOC HOLLIDAY'S SALOON","Barrett Hobbs","112  2ND AVE N","NASHVILLE","TN","37201","19","37019500","112 2ND AVE N
NASHVILLE, TN 37201
(36.162357, -86.775482)"
"97-14834","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1997-11-18T00:00:00.000","1997-12-04T00:00:00.000","08305019900","Kroger Food & Drug #880","Kroger Limited Partnership","711  Gallatin AVE","Nashville","TN","37206","6","37012100","711 Gallatin AVE
Nashville, TN 37206
(36.184549, -86.748015)"
"99-15165","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1999-07-13T00:00:00.000","1999-12-15T00:00:00.000","15500012400","Kroger Food & Drug #550","Kroger Limited Partnership I, an Ohio Limited Part","8141  Highway 100","Nashville","TN","37221","35","37018405","8141 Highway 100
Nashville, TN 37221
(36.044277, -86.95728)"
"16-01008","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2016-07-08T00:00:00.000","2016-07-28T00:00:00.000","11714009700","Kroger #895","Kroger Limited Partnership","2131  Abbott Martin RD","Nashville","TN","37215","25","37017901","2131 Abbott Martin RD
Nashville, TN 37215
(36.106341, -86.818281)"
"97-14835","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","1997-11-18T00:00:00.000","1997-12-04T00:00:00.000","11603000500","Kroger Food & Drug #843","Kroger Limited Partnership","4560  Harding PIKE","Nashville","TN","37205","24","37018000","4560 Harding PIKE
Nashville, TN 37205
(36.123349, -86.849844)"
"19-26383","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-12-04T00:00:00.000","2020-01-09T00:00:00.000","14712000600","HAYWOOD LANE MARKET",,"390  HAYWOOD LN","NASHVILLE","TN","37211","30","37019004","390 HAYWOOD LN
NASHVILLE, TN 37211
(36.068701, -86.717907)"
"19-25903","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-02-28T00:00:00.000","2020-01-09T00:00:00.000","10408014600","E3 CHOPHOUSE",,"1628  21ST AVE S","NASHVILLE","TN","37212","17","37016400","1628 21ST AVE S
NASHVILLE, TN 37212
(36.13827, -86.800696)"
"21-27041","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-01-13T00:00:00.000","2021-05-27T00:00:00.000","093063A00300CO","BLANCO TACOS + TEQUILA",,"530  BROADWAY","NASHVILLE","TN","37203","19","37019500","530 BROADWAY
NASHVILLE, TN 37203
(36.160206, -86.779119)"
"13-17022","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2013-03-05T00:00:00.000","2013-03-28T00:00:00.000","14908005200","D and M Discount Tobacco","Hany Sabry Nasif","476  Bell RD","Nashville","TN","37217","29","37015620","476 Bell RD
Nashville, TN 37217
(36.072465, -86.635986)"
"21-27454","ISSUED","BBPERMIT","WHOLESALES","BB - Wholesale, Distributor","2021-11-03T00:00:00.000","2021-12-16T00:00:00.000","13400027800","TENNESSEE CROWN DISTRIBUTING CO.",,"470  METROPLEX DR  207","NASHVILLE","TN","37211","13","37015613","470 METROPLEX DR 207
NASHVILLE, TN 37211
(36.089546, -86.698704)"
"19-26368","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-21T00:00:00.000","2020-01-09T00:00:00.000","10801007700","HOLIDAY INN EXPRESS NASHVILLE AIRPORT",,"1111  AIRPORT CENTER DR","NASHVILLE","TN","37214","15","37015502","1111 AIRPORT CENTER DR
NASHVILLE, TN 37214
(36.143947, -86.66367)"
"10-16709","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2010-08-23T00:00:00.000","2010-09-09T00:00:00.000","09503010500","Dollar General Store #6680","Dolgencorp, LLC","2403  Lebanon PIKE","Nashville","TN","37214","15","37015100","2403 Lebanon PIKE
Nashville, TN 37214
(36.169075, -86.68233)"
"19-26170","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-07-25T00:00:00.000","2019-09-20T00:00:00.000","06908000800","JERRY'S CITGO",,"3900  CLARKSVILLE PIKE","NASHVILLE","TN","37218","1","37012801","3900 CLARKSVILLE PIKE
NASHVILLE, TN 37218
(36.207819, -86.839746)"
"19-26380","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-12-02T00:00:00.000","2020-01-09T00:00:00.000","12010008400","R & S MARKET",,"1343  MURFREESBORO PIKE","NASHVILLE","TN","37217","13","37015700","1343 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.115025, -86.69406)"
"21-27224","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-05-06T00:00:00.000","2021-12-16T00:00:00.000","09114026800","KIEN GIANG RESTAURANT","Phuc Vu","5825  CHARLOTTE PIKE","NASHVILLE","TN","37209","20","37018101","5825 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.149152, -86.862577)"
"20-27009","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-15T00:00:00.000","2021-02-12T00:00:00.000","10507035500","LUCKY3 STAR BAR","Shaun Shekeb Folad","1401  4TH AVE S","NASHVILLE","TN","37210","17","37016100","1401 4TH AVE S
NASHVILLE, TN 37210
(36.1401, -86.763459)"
"20-26426","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-14T00:00:00.000","2020-06-03T00:00:00.000","07210001400","THE BOWERY VAULT",,"2905C  GALLATIN PIKE","NASHVILLE","TN","37216","5","37011400","2905C GALLATIN PIKE
NASHVILLE, TN 37216
(36.202679, -86.73897)"
"T22-27806","TEMPORARY","BBPERMIT","SPECIAL","BB - Special Events","2022-06-14T00:00:00.000",,"08213036600","NIGHTLIGHT 615",,"600  JAMES ROBERTSON PKWY","NASHVILLE","TN","37219","19","37019400","600 JAMES ROBERTSON PKWY
NASHVILLE, TN 37219
(36.168453, -86.785548)"
