PROJ NUM,PROJ NAME,PROJ CITY,FUND RD CATEGORY,LIHTC AMT REQ,LIHTC AMT AWARD,SELF SCORE,FINAL SCORE,TOTAL UNITS,LIHTC UNITS,PROJ SET ASIDE,OWN CONTACT,PRIOR APP PROJ NUM,GP DEVELOPER,NONPROFIT,MANAGE AGENT,RELATED PARTY 1,RELATED PARTY 2,RELATED PARTY 3,SYNDICATOR,EQUITY RATE,EXTENDED LI USE PERIOD,CONST TYPE,0 BDRM,1 BDRM,2 BDRM,3P BDRM,15 PCT,20 PCT,25 PCT,30 PCT,35 PCT,40 PCT,45 PCT,50 PCT,55 PCT,60 PCT,MKT,PSH UNITS,ELDERLY,FAMILY,TOTAL DEV COST,APP DATE,PROJ DESIGNATION,APP CYCLE,PROJ MIMIMUM SET ASIDE,TYPE OF DEVE,NO BLDGS,ALLOC YEAR,COMMON AREA UNITS,COMMON SQ FT,MKT SQ FT,LIHTC SQ FT,PROJ ADDRESS 1,PROJ ADDRESS 2,PROJ COUNTY,PROJ STATE,PROJ ZIP CODE,OWN NAME,OWN PHONE,OWN CITY,OWN ZIP CODE,PROJ SET ASIDE 1,PROJ SET ASIDE 2,EMAIL,Project Location,Owner Location
Z09034,Copper Hill Apartments,Lake Linden/Houghton,,321491.00,0.00,184,,56,55,Rural,Ronald Potterpin,Y08099,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,,,The Summit Group,0.6,45,Acquisition/Rehab,,16,36,4,,,,,,,14,28,,13,,,,56,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,4,800,,42832,,,Houghton,MI,49945/49931,PK Copper Hills Apartments LP,,1784 Hamilton RD,,Okemos,,48864,,,,
A10015,Copper Hills Apartments,Lake Linden/Houghton,General,389276.00,0.00,284,,56,55,Rural,Ronald Potterpin,Z09034,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,,,The Summit Group,0.6,45,Acquisition/Rehab,,16,36,4,,,,,,,14,28,,13,,,,55,4871332.00,03/01/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,4,800,,42832,,,Houghton,MI,49945/49931,PK Copper Hills Apartments LP,,1784 Hamilton RD,,Okemos,,48864,,,,
Y08099,Copper Hills Apartments,Lake Linden/Houghton,General,237588.00,0.00,157,,56,55,Rural,Ronald Potterpin,,Ronald Potterpin,,PK Housing & Management,TAP Investments LLC,PK Housing & Management,,The Summit Group,0.8,45,Acquisition/Rehab,,16,36,4,,,,,,,14,28,,13,,,,55,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,4,800,,42832,,,Houghton,MI,49945 49931,PK Copper Hills Apartments LP,,1784 Hamilton RD,,Okemos,,48864,Distressed,,,
H17023,Port Crescent Apartments,Bad AXE,General,673232.00,,94,,104,101,Preservation,Thomas P. Penland,,Tom Penland,,"Medallion Management, Inc.",MDV Housing LLC / D & D Consultants LLC,TPenland LLC / James 127 LLC,Cree Construction Co. 1 LLC,Cinnaire,0.924,45,Acquisition/Rehab,,48,48,8,,,,,,,,,,101,2,,,104,10322142.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,7,"6,936",1392,74952,,,Huron,MI,48413,Port Crescent LDHA LP,,"834 King Highway, Suite 100",,Kalamazoo,,49001,Distressed,Rural,,
Y08130,Harbor Villas Apartments,Port Austin,General,36149.00,0.00,,,20,20,,"Andrew McLemore, Jr",,A-MAC Rural Development LLC,,Gardner Management Company,"Andrew McLemore, Jr",,,PNC Multifamily Capital,,45,Acquisition/Rehab,,8,12,,,,,,,10,,10,,,,,,20,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"2,016",,13196,,,Huron,MI,48467,Harbor Villas Rural LP,,15780 Schaefer Hwy,,Detroit,,48227,,,,
F15074,Bailey Center,East Lansing,General,681900.00,,112,,25,25,Open,Mikki Droste,,CAHP Bailey Development LLC,Capital Area Housing Partnership,PK Housing & Management,PK Development Group LLC,,,Great Lakes Capital Fund,0.98,45,Adaptive Reuse,,13,12,,,,,3,,6,,,,16,,,25,,7534162.00,10/01/2015 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"24,535",,19525,,,Ingham,MI,48823,Bailey LDHA LP,,1290 Deerpath,,East Lansing,,48823,Elderly,Nonprofit,,
B11001,Deerpath Apartments,East Lansing,General,1205623.00,0.00,372,,126,126,Nonprofit,Joe Hollander,,Hollander Development Corp,Hometown Housing Partnership INC,Republic Management Corp,"HHP-Deepath, LLC",,,"City Real Estate Advisors, INC",0.77,45,Acquisition/Rehab,,40,62,24,,,,,,126,,,,,,,,126,16103337.00,02/25/2011 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,13,"9,280",,105000,,,Ingham,MI,48823,Deerpath II LDHA LP,,"1822 W. Milham Ave., Ste 1-C",,Portage,,49024,Distressed,,,
T15050,Marsh Pointe,Haslett,General,265973.00,,80,,108,108,Elderly,Jeffrey F. Gates,,"T J Acquisitions, LLC",Capital Area Housing Partnership,"KMG Prestige, INC","T J Development, LLC",Thomas L. Lapka,,Great Lakes Capital Fund,0.97,45,Acquisition/Rehab,,92,16,,,,,,,,,4,,104,,,108,,9550026.00,06/18/2015 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,"30,040",,73508,,,Ingham,MI,48840,T J Marsh Pointe LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,,,,
D13055,Marsh Pointe Apartments,Haslett,General,716398.00,0.00,140,,108,108,Preservation,Jeffrey F. Gates,,"TJ Acquisitions, LLC",,"KMG Prestige, INC",TJ Development LLC,Thomas L. Lapka,,Great Lakes Capital Fund,0.84,45,Acquisition/Rehab,,92,16,,,,,11,,19,,,,78,,,108,,10667746.00,08/15/2013 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"30,040",,73508,,,Ingham,MI,48840,TJ Marsh Pointe LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Elderly,,,
E14026,Marsh Pointe Apartments,Haslett,General,693626.00,0.00,140,,108,108,Preservation,Jeffrey F. Gates,D13035,TJ Acquisitions LLC,,KMG Prestige INC,TJ Development LLC,Thomas L. Lapka,,Great Lakes Capital Fund,0.87,45,Acquisition/Rehab,,92,16,,,,,11,,19,,,,78,,,108,,10438705.00,02/14/2014 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"30,040",,73508,,,Ingham,MI,48840,TJ Marsh Pointe LDHA LP,,605 South Capital Avenue,,Lansing,,48933,Elderly,,,
E14031,Prestwick Village Apartments,Holt,Special Needs,863635.00,,132,,66,66,PSH,Tim Hovey,,"Gryphon Group, LLC",,"Medallion Management, INC",Jim Hovey,Tim Hovey,Great Lakes Capital Fund,Great Lakes Capital Fund,0.86,45,New Construction,,16,26,24,,,,,,16,,17,,33,,17,,66,9963480.00,10/01/2014 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,8,"2,192",,63280,,,Ingham,MI,48842,Prestwick Village LDHA LLC,,"240 S. Bridge Street, Suite 100",,DeWitt,,48820,,,,
E14031,Prestwick Village Apartments,Holt,Special Needs,866024.00,0.00,158,,66,66,PSH,Tim Hovey,,Gryphon Group LLC,,Medallion Management,Jim Hovey,Tim Hovey,,Great Lakes Capital Fund,0.84,45,New Construction,,16,26,24,,,,,,33,,,,33,,17,,66,9922175.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,8,"2,192",,63280,,,Ingham,MI,48842,Prestwick Village LDHA LLC,,"240 S. Bridge Street, Suite 100",,DeWitt,,48820,,,,
A10023,Tamarack Apartments,Holt,General,689007.00,0.00,202,,100,100,Elderly,Willie M. Martin,Z09067,Amurcon Corporation,,Amurcon Corporation,Willie M. Martin,,,Great Lakes Capital Fund,0.7,45,Acquisition/Rehab,,90,10,,,,,,,55,36,,,9,,,100,,9630930.00,03/01/2010 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"22,790",,63600,,,Ingham,MI,48842,Tamarack 2009 LDHA LP,,"30215 Southfield Road, Suite 200",,Southfield,,48076,,,,
Z09067,Tamarack Apartments,Holt,General,747802.00,0.00,216,,100,100,Elderly,Willie M. Martin,,Amurcon Corp,,Amurcon Corp,Initial Limited Partner to be replaced by GLCF,,,Great Lakes Capital Fund,0.7,45,Acquisition/Rehab,,90,10,,,,,,,55,36,,,9,,,100,,0.00,05/01/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"22,790",,63600,,,Ingham,MI,48842,Tamarack 2009 LDHA LP,,"30215 Southfield Road, Suite 200",,Southfield,,48076,,,,
G16025,"Abigail Senior Apartments, The",Lansing,General,1223550.00,,119,,60,54,Open,Joe Whitsett,,"TWG Development, LLC",,"TWG Management, LLC",The Abigail Senior Apartments GP LLC,Louis A. Knoble,,Cinnaire,0.0975,45,Adaptive Reuse,,30,30,0,,,,7,,16,0,8,0,23,6,,60,0,12677276.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,48532,4849,45652,,,Ingham,MI,48906,"Abigail Senior Apartments LDHA, LP",,"333 N. Pennsylvania Street, Suite 100",,Indianapolis,,46204,Elderly,Distressed,,
G16025,"Abigail Senior Apartments, The",Lansing,General,1190000.00,,120,,60,60,Open,Joe Whitsett,,"TWG Development, LLC",,"TWG Management, LLC",The Abigail Senior Apartments GP LLC,Louis A. Knoble,The Whitsett Group,Cinnaire,0.9752,45,Adaptive Reuse,,30,30,,,,,12,,8,0,5,0,35,,0,60,,12637016.00,10/03/2016 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"48,532",,50501,,,Ingham,MI,488906,"Abigail Senior Apartments LDHA, LP",,"333 N. Pennsylvania Street, Suite 100",,Indianapolis,,46204,Elderly,Distressed,,
H17009,"Abigail Senior Apartments, The",Lansing,General,1224400.00,,133,,60,60,Open,Joe Whitsett,,"TWG Development, LLC",,"TWG Management, LLC","The Abigail Senior Apartment GP, LLC",Louis A. Knoble,,Cinnaire,0.879,45,Adaptive Reuse,,29,31,,,,,12,,8,0,5,0,35,,,,,13520014.00,04/03/2017 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"48,152",,50881,,,Ingham,MI,48906,"Abigail Senior Apartments LDHA, LP",,"333 N. Pennsylvania Street, Suite 100",,Indianapolis,,46204,Elderly,Distressed,,
Y08023,Abigail The,Lansing,General,952077.00,0.00,166,,44,44,Elderly,Chris Stuchell,X07085,LHC Nonprofit Development Corp,LHC Nonprofit Development Corp,Keystone Management,The Abigail Manager INC,National City CDC,GLCF XVI,Great Lakes Capital Fund,,45,Rehab Only,,44,,,,,,,,20,22,,,2,,,44,,0.00,08/01/2008 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"23,400",,22504,,,Ingham,MI,48906,The Abigail LDHA LLC,,310 Seymour Street,,Lansing,,48933,Nonprofit,,,
E14003,"Abigail, The",Lansing,General,1362525.00,,140,,45,44,PSH,Ben Ide,,G.A. Haan Development LLC,,KMG Prestige,Cove Investments LLC,Lansing BGG LLC,,Great Lakes Capital Fund,0.84,45,Acquisition/Rehab,,15,15,15,,,,5,,3,,,,36,,11,,44,14371400.00,10/01/2014 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"29,315",0,39600,,,Ingham,MI,48906,Lansing Abigail Apartments LDHA LLC,,380 Franklin Street #104,PO Box 556,Harbor Springs,,49740,Distressed,,,
E14003,"Abigail, The",Lansing,Special Needs,1409786.00,0.00,135,,45,44,PSH,Ben Ide,,G.A. Haan Development LLC,,KMG Prestige,Lansing BGG LLC,,,Great Lakes Capital Fund,0.83,45,Acquisition/Rehab,,17,,,,,,4,,13,,,,27,,11,,44,25455849.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"29,415",,37200,,,Ingham,MI,48906,Lansing Abigail Apartments LDHA LLC,,380 Franklin Street #104,PO Box 556,Harbor Springs,,49740,Distressed,,,
Y08070,Ballentine Apartments,Lansing,Special Needs,75689.00,0.00,,,18,18,Nonprofit,Lynne Martinez,,Greater Lansing Nonprofit Housing Corp,Greater Lansing Nonprofit Housing Corp,KMG Prestige,Greater Lansing Housing Coalition,MHS Development,,Great Lakes Capital Fund,0.8,35,Acquisition/Rehab,,14,4,,,,,18,,,,,,,,18,,,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"5,717",,12511,,,Ingham,MI,48912,Ballentine LDHA LP,,1017 W. Lapeer,,Lansing,,48915,,,,
Z09083,Ballentine Apartments,Lansing,Special Needs,151698.00,0.00,182,,18,18,Nonprofit,Lynne Martinez,Y08070,Greater Lansing Non-profit Housing Corp,Greater Lansing Housing Corp,KMG Prestige,MHS Development,,,Great Lakes Capital Fund,0.57,45,Acquisition/Rehab,,14,4,,,,,18,,,,,,,,18,,18,0.00,07/20/2009 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"5,717",,12511,,,Ingham,MI,48912,Ballentine LDHA LP,,1017 W. Lapeer,,Lansing,,48915,,,,
G16031,Capitol Park Center,Lansing,Special Needs,1107500.00,,152,,48,48,PSH,Bob Jacobson,,"LC Consultants, LLC",,Continental Management,"RBC TAX Credit Equity, LLC","RBC TAX Manager II, Inc.","LCT XIV, LLC",RBC Capital Markets,0.9935,45,New Construction,,24,24,,,,,,,12,0,0,0,36,0,12,,48,12678800.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,34272,,39600,,,Ingham,MI,48915,Capitol Park Center LDHA LLC,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Distressed,,,
Z09057,Alpine Village Apartments,Kalamazoo,General,728638.00,0.00,174,,140,140,Distressed,Chris Schaap,Y08125,Chris Schaap,,KMG Prestige INC,BSH Development LLC,,,"PNC Bank, National Association",,45,Acquisition/Rehab,,68,72,,,,,14,,,88,38,,,,14,,140,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,4,"11,000",,91650,,,Kalamazoo,MI,49008,Alpine Village Apartments LDHA LLC,,46641 Lakeview Drive,,Decatur,,49045,,,,
H17055,Capitol Park Center,Lansing,Special Needs,202783.00,,,,48,48,July 2017 Fund RD,Bob Jacobson,,"LC Consultants, LLC",,Continental Management,"RBC TAX Credit Equity, LLC","RBC TAX Manager II, Inc.","LCT XIV, LLC",RBC Capital Markets,0.88,45,New Construction,,24,24,,,,,,,4,,,,44,,12,,48,12678800.00,07/17/2017 12:00:00 AM,Family,Additional Credit Funding Round,40 @ 60,Apartment,2,"31,932",,41940,,,Ingham,MI,48915,Capitol Park Center LDHA LLC,,"35 Research Drive, Suite 300",,Ann Arbor,,48103,Additional Credit,,,
T12074,Capitol Senior,Lansing,General,488875.00,0.00,,,200,200,,Gleason E. Amboy,,FHC Developer LLC,,First Housing Corporation,FHC Group LLC,,,Great Lakes Capital Fund,0.81,30,Acquisition/Rehab,,181,19,,,,,,,,,,,200,,,200,,17356462.00,11/28/2012 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,"34,830",,134723,,,Ingham,MI,48933,FHC Five LDHA LP,,4275 Five Oaks Drive,,Lansing,,48911,,,,
T16063,Grandhaven Manor II,Lansing,General,159992.00,,,,78,34,Elderly,Shirley Woodruff,,RW Properties I LLC,,"Associated Management, Inc.",Gen Four Properties I LLC,Dennis J. Varian,Victor Rizzo,Cinnaire,0.99,30,New Construction,,33,45,,,,,,,,,3,0,31,43,,77,,14308223.00,06/27/2016 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,29762,39425,28178,,,Ingham,MI,48911,Grandhaven Manor II LDHA LP,,950 Taylor Avenue,,Grand Haven,,49417,,,,
D13019,Liberty Village,Lansing,Special Needs,486769.00,0.00,133,,24,24,PSH,James Rooker,,Moore Non-Profit Housing Corp,Moore Non-Profit Housing Corp,Piper Realty Company,Moore Housing Corp,Cove Investments LLC,,PNC Real Estate,0.89,45,New Construction,,16,8,,,,,2,,,,,,22,,22,,24,4521620.00,02/15/2013 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"1,464",,22896,,,Ingham,MI,48911,Liberty Village LDHA LP,,401 W. Jolly RD,,Lansing,,48910,Nonprofit,,,
D13019,Liberty Village,Lansing,Special Needs,486769.00,0.00,141,,24,24,PSH,James Rooker,,Moore Non-profit Housing Corp,Moore Non-profit Housing Corp,Piper Realty Company,Moore Housing Corp,Cove Investments LLC,,City Real Estate Advisors,0.91,45,New Construction,,16,8,,,,,,,,,,,24,,24,,24,4460150.00,08/15/2013 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"1,464",,22896,,,Ingham,MI,48911,Liberty Village LDHA LP,,401 W. Jolly Road,,Lansing,,48910,Nonprofit,,,
G16014,Porter Senior Apartments,Lansing,General,761686.00,,82,,98,98,Preservation,Ricky Figueroa,,"GLTC Partners, LLC",,"California Commercial Investment Group, INC",CCMF (Gary Collett),CCIB (Lou Mellman),"Porter TC GP, LLC","Alden Torch Financial, LLC",0.98,45,Acquisition/Rehab,,98,,,,,,10,,,,,,88,0,,98,,11566377.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,31031,,61740,,,Ingham,MI,48933,"Porter TC Senior Apartments, LP",,"4530 E. Thousand Oaks Blvd., Suite 100",,Westlake Village,,91362,Elderly,,,
D13062,Riverfront,Lansing,General,1020113.00,0.00,161,,278,220,Preservation,Gleason E. Amboy,,FHC Developer LLC,,First Housing Corporation,FHC Group Riverfront LLC,Great Lakes Capital Fund,First Housing Corporation,Great Lakes Capital Fund,0.85,45,Acquisition/Rehab,,215,63,,,,,,,,,,,220,58,,200,78,25846429.00,08/15/2013 12:00:00 AM,Family & Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,9,"22,446",32904,128431,,,Ingham,MI,48912,FHC Nine LDHA LP,,4275 Five Oaks Drive,,Lansing,,48911,,,,
E14036,Riverfront,Lansing,General,1055072.00,0.00,162,,278,220,Preservation,Gleason Amboy,D13062,FHC Developer LLC,,First Housing Corporation,FHC Group Riverfront LLC,,,Great Lakes Capital Fund,0.86,45,Acquisition/Rehab,,215,63,,,,,,,,,,,220,58,,200,78,25240099.00,02/14/2014 12:00:00 AM,Family & Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,9,"89,310",32788,128435,,,Ingham,MI,48912,FHC Nine Riverfront LDHA LP,,4275 Five Oaks Drive,,Lansing,,48911,Elderly,,,
T15053,Riverfront,Lansing,General,667264.00,,65,,278,212,,Gleason E. Amboy,,FHC Developer LLC,,First Housing Corporation,FHC Group LLC,Stratford Investors LP,,Stratford Capital,0.94,45,Acquisition/Rehab,,215,63,,,,,,,,,,,212,66,,200,78,29987332.00,06/25/2015 12:00:00 AM,Family & Elderly,Tax Exempt,40 @ 60,Apartment,9,"37,950",38904,122431,,,Ingham,MI,48912,FHC Group Riverfront LLC,,4275 Five Oaks Drive,,Lansing,,48911,,,,
G16038,Saboury Building,Lansing,General,509582.00,,95,,23,23,Open,Dr. Sam Saboury,,"Saboury Development Company, LLC",,"KMG Prestige, Inc.","Cove Investments, LLC",Dr. Sam Saboury - LP,Thomas L. Lapka,Cinnaire,0.94,45,Adaptive Reuse,,18,5,,,,,3,,5,0,5,0,10,0,,,23,5136388.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,5075,,17141,,,Ingham,MI,48906,Saboury Old Town LDHA LP,,1525 Cambria Drive,,East Lansing,,48823,Distressed,,,
H17007,Saginaw Square Senior Apartments,Lansing,General,672101.00,,106,,40,36,Open,Louie Lange III,,Commonwealth Management Corporation,,Commonwealth Management Corporation,Commonwealth Development Corporation,"SSSA GP, LLC",,"PNC Bank, N.A.",0.9,45,New Construction,,10,30,,,,,8,,5,0,4,0,19,4,,40,,8157864.00,04/03/2017 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"20,097",3023,29620,,,Ingham,MI,48906,"Saginaw Square Senior Apartments LDHA, LP",,9 Sheboygan Street,,Fond du Lac,,54935,,,,
C12029,Somerset Apartments,Lansing,General,1093038.00,0.00,189,,100,100,Preservation,Laurence S. Tisdale,,Laurence S. Tisdale,,Lockwood Management LLC,Friendship Place Investors LLC- GP,,,Centerline Capital Group,0.9025,45,Acquisition/Rehab,,98,2,,,,,,,,,,,100,,,100,,13815000.00,02/15/2012 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"20,044",,55636,,,Ingham,MI,48910,Friendship Place Senior LDHA LP,,"28777 Northwestern Highway, Suite 220",,Southfield,,48034,Elderly,Distressed,,
C12029,Somerset Apartments,Lansing,General,798652.00,0.00,158,,100,100,Preservation,Laurence S. Tisdale,,Laurence S. Tisdale,,Lockwood Management LLC,Cheryl Chorazewitz,Friendship Place Investors LLC-GP,Laurence S. Tisdale,Centerline Capital,0.9,45,Acquisition/Rehab,,98,2,,,,,,,,,,,100,,,100,,11045000.00,08/15/2012 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"21,230",,54450,,,Ingham,MI,48910,Friendship Place Senior LDHA LP,,"28777 Northwestern Highway, Suite 220",,Southfield,,48034,Elderly,Distressed,,
D13034,Somerset Apartments,Lansing,General,800731.00,0.00,142,,100,100,Preservation,Laurence S. Tisdale,C12029,Laurence S. Tisdale,,Lockwood Management LLC,"LarC Properties, Inc.",Somerset Investors LLC,,R4 Capital LLC,0.88,45,Acquisition/Rehab,,98,2,,,,,,,,,,,100,,,100,,11535182.00,02/15/2013 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"21,230",,54450,,,Ingham,MI,48910,Somerset Senior LDHA LLC,,"26711 Northwestern Hwy, #250",,Southfield,,48033,Elderly,Distressed,,
E14023,Elaine Apartments,Jackson,General,864222.00,0.00,179,,33,33,Preservation,Bob Jacobson,,LC Consultants LLC,,Continental Management,LCT IX LLC,RBC - TBD,RBC Master Tenant,RBC Capital Markets,0.9,45,Acquisition/Rehab,,33,,,,,,,,,,,,33,,,33,,9807994.00,02/14/2014 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"17,382",,16500,,,Jackson,MI,49201,Elaine And Jerry LDHA LLC,,35 Research Drive Suite 300,,Ann Arbor,,48103,Elderly,Distressed,,
G16024,Walnut Park Apartments,Lansing,General,1142777.00,,119,,72,57,Open,Joe Whitsett,,"TWG Development, LLC",,"TWG Management, LLC","Walnut Park Apartments GP, LLC",Louis A. Knoble,,Cinnaire,0.975,45,New Construction,,18,36,18,,,,8,,20,0,9,0,20,15,,,72,13311835.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,28380,16500,61620,,,Ingham,MI,48906,Walnut Park Apartments LDHA LP,,"333 N. Pennsylvania Street, Suite 100",,Indianapolis,,46204,Distressed,,,
G16024,Walnut Park Apartments,Lansing,General,1087000.00,,126,,72,64,Open,Joe Whitsett,,"TWG Development, LLC",,"TWG Management, LLC","Walnut Park Apartments GP, LLC",Louis A. Knoble,The Whitsett Group,Cinnaire,0.9752,45,New Construction,,18,36,18,,,,15,,8,0,8,0,33,8,,,72,12568035.00,10/03/2016 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"28,380",8380,69740,,,Ingham,MI,48906,Walnut Park Apartments LDHA LP,,"333 N. Pennsylvania Street, Suite 100",,Indianapolis,,46204,Distressed,,,
C12034,Willow Vista Apartments,Lansing,General,355845.00,0.00,161,,52,51,Preservation,Amin Irving,,GDC-WV LDHA LLC,,"KMG Prestige, INC",GDC-WV LLC,Ginosko Development Company,Great Lakes Capital Fund,Great Lakes Capital Fund,0.85,45,Acquisition/Rehab,,7,41,4,,,,,,,,,,51,1,,,51,5071305.00,08/15/2012 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,400,750,45600,,,Ingham,MI,48906,GDC-MP LDHA LLC,,"1100 Corporate Office Drive, Suite 110",,Milford,,48381,,,,
C12034,Willow Vista Apartments,Lansing,General,371333.00,0.00,164,,52,51,Preservation,Amin Irving,,Ginosko Development Company,,"KMG Prestige, INC",GDC-WV LLC,Great Lakes Capital Fund,,Great Lakes Capital Fund,0.808,45,Acquisition/Rehab,,6,41,4,,3,3,3,3,,3,,,36,,,,51,5032034.00,02/15/2012 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,"1,150",,45750,,,Ingham,MI,48906,GDC-WV LDHA LLC,,"1100 Corporate Office Drive, Suite 110",,Milford,,48381,,,,
B11061,Worthington Place,Leslie,Special Needs,651152.00,0.00,172,,36,35,PSH,Kathy Makino,,Shelborne Development LLC,,Premier Property Management LLC,Worthington Place GP LLC,Kathy Makino-Leipsitz/Mark Leipsitz,Julie Fielek/Robert Beale,RBC TAX Credit Equity Group,0.8,45,New Construction,,3,30,2,,,,,,,,18,,17,,5,,36,6537272.00,08/15/2011 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"2,795",,37964,,,Ingham,MI,49251,Worthington Place LDHA LP,,8445 E. Jefferson,,Detroit,,48214,,,,
B11054,Lakewood Apartments,Stockbridge,General,214141.00,0.00,154,,32,32,Preservation,Ronald Potterpin,,Ronald Potterpin,,PK Housing & Management,"Megan & Associates VII, LLC",,,private placement (not listed),0.83,45,Acquisition/Rehab,,16,16,,,,,3,,7,,,,22,,,,32,2550115.00,08/15/2011 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,,,25600,,,Ingham,MI,49285,PK Lakewood LP,,1784 Hamilton RD,,Okemos,,48864,Rural,,,
G16046,Lakewood Apartments,Stockbridge,General,246334.00,,99,,32,32,Preservation,Pete Potterpin,,PK Development Group LLC,,PK Housing & Management Company,"PK Lakewood GP, LLC",Ronald Potterpin,,Alliant Asset Management,0.99,45,Acquisition/Rehab,,16,16,,,,,,,,,,,32,0,,,32,3204729.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,2,8071,,24400,,,Ingham,MI,49285,PK Lakewood LDHA LP,,1784 Hamilton Road,,Okemos,,48864,Rural,,,
Z09032,Lakewood Apartments,Stockbridge,General,271062.00,0.00,205,,32,32,Rural,Ronald Potterpin,,Ronald Potterpin,,PK Housing & Management,"Megan & Associates VII, LLC",,,Michel Associates LTD,0.6,45,Acquisition/Rehab,,16,16,,,,,,,,14,16,,2,,,,32,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,,,24382,,,Ingham,MI,49285,PK Lakewood Apartments LP,,1784 Hamilton RD,,Okemos,,48864,,,,
C12052,Kalamink Creek Apartments,Webberville,General,190862.00,0.00,162,,24,24,Preservation,Jeff Gates,,"T J Acquisitions, LLC",,"Watermark Management Group, LLC",Thomas L. Lapka,,,Great Lakes Capital Fund,0.87,45,Acquisition/Rehab,,16,8,,,,,,,,,,,24,,,,24,2349447.00,08/15/2012 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"1,702",,16960,,,Ingham,MI,48892,T J Kalamink Creek LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Rural,,,
