"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","location_1"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2012","Approved","-","257","$13,848,702","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Gentex Corporation","193","2008","Approved","611","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","General Motors LLC","83","2003","Approved","-","1,441","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","General Motors LLC","264","2009.2","Approved","-","2,063","-","
Flint,  
(43.00992, -83.685109)"
"Automotive - Manufacturing","BMW Hybrid Technology Corporation","357","2008","Approved","55","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Brose North America, Inc.","187","2010","Approved","192","-","$1,959,192","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2014","Approved","112","-","$32,740,608","
Superior Township,  
(42.303179, -83.603236)"
"Automotive - Manufacturing","Chrysler Group LLC","394","2011","Approved","-","356","$20,559,274","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","General Motors LLC","362","2009.2","Approved","-","715","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Benteler Automotive Corporation","737","2012","Approved","234","-","$427,974","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2014","Approved","-","1,446","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2005","Approved","128","-","-","
Hudson,  
(42.251775, -73.787882)"
"Automotive - Manufacturing","Flextronics","251","2006","Approved","8","-","-","
Coopersville,  
(43.066555, -85.93635)"
"Automotive - Manufacturing","General Motors LLC","112","2007","Approved","-","2,800","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Behr America, Inc","95","2002","Approved","83","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","593","2011","Approved","193","-","$113,346,165","
Dundee,  
(41.957261, -83.659798)"
"Alt. Energy - Other","Lg Chem Power Inc.","290","2009","Approved","54","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","IAV Automotive Engineering, Inc.","372","2008","Approved","28","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Ford Motor Company","324","2008","Approved","-","12,208","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","BMW Hybrid Technology Corporation","357","2006","Approved","51","-","-","
Troy,  
(42.727684, -73.691059)"
"Alt. Energy - Other","Lg Chem Power Inc.","290","2006","Approved","7","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Brose North America, Inc.","187","2009","Approved","172","-","$840,891","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Brembo North America Homer, Incorporated","433","2013","Approved","239","-","-","
Homer,  
(59.641779, -151.551418)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2011","Approved","149","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Alt. Energy - Advanced Energy Storage","XALT Energy, LLC","568","2015","Approved","237","-","-","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","593","2010","Approved","65","-","-","
Dundee,  
(41.957261, -83.659798)"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2015","Approved","77","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2005","Approved","197","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","ArvinMeritor Automotive, Inc.","92","2006.1","Approved","157","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Gentex Corporation","193","2012.1","Approved","618","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Aerospace","Models & Tools, Inc.","508","2011","Approved","70","-","$3,388,661","
Shelby Township,  
(42.662102, -82.993698)"
"Alt. Energy - Advanced Energy Storage","Magna Holdings of America, Inc.","642","2011","Approved","259","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2008.1","Approved","83","-","-","
Hudson,  
(42.251775, -73.787882)"
"Automotive - Manufacturing","Bosal","40","2002","Approved","110","-","-","
Warren,  
(42.52144, -83.020184)"
"Alt. Energy - Other","United Solar Ovonic Corporation","288","2007.2","Approved","228","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Gentex Corporation","193","2007","Approved","562","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","Gentex Corporation","193","2006","Approved","393","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2014","Approved","187","-","-","
Bad Axe,  
(43.802035, -83.000495)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","1998","Approved","164","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","ASIMCO Camshaft Specialties","34","2001","Approved","117","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2004","Approved","154","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2006","Approved","132","-","-","
Hudson,  
(42.251775, -73.787882)"
"Furniture","Haworth, Inc.","243","2006","Approved","115","-","-","
Holland,  
(42.751561, -86.096297)"
"Alt. Energy - Advanced Energy Storage","Magna Holdings of America, Inc.","642","2014","Approved","509","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","FEV North America, Inc.","351","2009","Approved","16","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Brembo North America Homer, Incorporated","433","2010","Approved","-","105","$5,470,961","
Homer,  
(59.641779, -151.551418)"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2000","Approved","197","-","-","
Litchfield,  
(41.746861, -73.189234)"
"Automotive - Manufacturing","Detroit Diesel Corporation","657","2011","Approved","-","1,013","$74,720,834","
Detroit,  
(42.332916, -83.047853)"
"Alt. Energy - Advanced Energy Storage","LG Chem Michigan, Inc.","569","2014","Approved","75","-","$2,058,679","
Holland,  
(42.751561, -86.096297)"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2011","Approved","56","-","$501,378","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Detroit Manufacturing Systems, LLC","775","2014","Approved","632","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Detroit Chassis, LLC","69","2000","Approved","226","-","-","
Detroit,  
(42.332916, -83.047853)"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2010","Approved","9","-","$2,454,712","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","American Axle & Manufacturing, Inc.","107","2003","Approved","233","-","-","
Three Rivers,  
(36.457312, -118.885141)"
"Alt. Energy - Advanced Energy Storage","Magna Electronics","598","2012","Approved","50","-","-","
Holly,  
(42.791893, -83.627648)"
"Automotive - Manufacturing","Gentex Corporation","193","2013","Approved","631","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","Behr America, Inc","95","2004","Approved","105","-","-","
Troy,  
(42.727684, -73.691059)"
"Alt. Energy - Wind","Cascade Engineering, Inc.","664","2012.1","Approved","50","-","$61,503","
Grand Rapids,  
(42.965446, -85.670209)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2010","Approved","60","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Alt. Energy - Advanced Energy Storage","XALT Energy, LLC","568","2014","Approved","101","-","-","
Midland,  
(31.997433, -102.078043)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2011","Approved","60","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2007","Approved","185","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","General Motors LLC","355","2009.2","Approved","-","28","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","General Motors LLC","83","2009.1","Approved","-","873","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2005","Approved","1,389","-","-","
Flat Rock,  
(42.089873, -83.286219)"
"Aerospace","Johnson Technology, Inc.","549","2010","Did Not Qualify","40","-","-","
Muskegon,  
(43.234221, -86.246388)"
"Alt. Energy - Solar","Kostal Kontakt Systeme, Inc.","680","2013","Approved","89","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Alt. Energy - Other","United Solar Ovonic Corporation","288","2010","Approved","138","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Advanced Energy Storage","Magna Holdings of America, Inc.","642","2013","Approved","472","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2010","Approved","94","-","$28,780,817","
Superior Township,  
(42.303179, -83.603236)"
"Automotive - Manufacturing","Detroit Chassis, LLC","69","2001.1","Approved","78","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Acument Global Technologies","714","2011","Approved","50","-","$5,285,595","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","Delphi Corporation","106","2003","Approved","600","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","American Axle & Manufacturing, Inc.","107","2004","Approved","205","-","-","
Three Rivers,  
(36.457312, -118.885141)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","2005","Approved","288","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","1999","Approved","78","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2009","Approved","-","1,961","-","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","Axle Alliance","173","2015","Approved","231","-","-","
Redford Township,  
(42.403049, -83.294395)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2013","Approved","150","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2014","Approved","-","20,000","$750,582,229","
Sterling Heights,  
(42.58968, -83.011059)"
"Alt. Energy - Wind","Ventower Industries, LLC","509","2013","Approved","58","-","-","
Monroe,  
(32.500759, -92.111225)"
"Alt. Energy - Advanced Energy Storage","General Motors Subsystems Manufacturing LLC","521","2015","Did Not Qualify","-","95","-","
Detroit,  
(42.332916, -83.047853)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2009","Approved","60","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2004","Approved","197","-","-","
Litchfield,  
(41.746861, -73.189234)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2013","Approved","84","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2015","Approved","151","-","-","
Bad Axe,  
(43.802035, -83.000495)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2010","Approved","243","-","$13,218,100","
Dundee,  
(41.957261, -83.659798)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2004","Approved","107","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2010","Approved","-","2,165","-","
Flat Rock,  
(42.089873, -83.286219)"
"Alt. Energy - Wind","Danotek Motion Technologies, LLC","456","2009","Approved","8","-","$2,580,252","
Canton,  
(40.797388, -81.377036)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2015","Approved","57","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2012","Approved","93","-","$1,562,197","
Escanaba,  
(45.745727, -87.071273)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2007","Approved","117","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","General Motors LLC","83","2002","Approved","-","980","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","1999","Approved","197","-","-","
Litchfield,  
(41.746861, -73.189234)"
"Automotive - Manufacturing","General Motors LLC","83","2004","Approved","-","1,865","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","General Motors LLC","595","2013","Approved","-","32,412","$959,406,796","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2006","Approved","76","-","-","
Superior Township,  
(42.303179, -83.603236)"
"Alt. Energy - Advanced Energy Storage","General Motors Subsystems Manufacturing LLC","521","2012","Approved","-","100","$40,041,585","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2013","Approved","284","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2008","Approved","193","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","ArvinMeritor Automotive, Inc.","92","2003","Approved","166","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Vitec, LLC","29","2000","Approved","107","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2008","Approved","100","-","-","
Superior Township,  
(42.303179, -83.603236)"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2008.2","Approved","85","-","-","
Hudson,  
(42.251775, -73.787882)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2009","Did Not Qualify","-","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Alt. Energy - Other","Adaptive Materials, Inc.","381","2009","Approved","25","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Alt. Energy - Other","Lg Chem Power Inc.","290","2008","Approved","42","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Chrysler Group LLC","356","2008","Approved","227","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","General Motors LLC","112","2009.2","Approved","-","2,376","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2003","Approved","150","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Delphi Corporation","106","2007","Approved","456","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2007","Approved","172","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","2003","Approved","300","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","Ford Motor Company","538","2014","Approved","-","9,197","$61,291,425","
Wayne,  
(40.927178, -74.231046)"
"Automotive - Manufacturing","Changan US Research and Development Center, Inc","726","2012","Approved","18","-","$224,386","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Ford Motor Company","706","2013","Approved","-","27,347","$1,218,037,140","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2009","Approved","88","-","-","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2006","Approved","186","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","Faurecia Interior Systems Inc.","277","2007","Approved","260","-","-","
Fraser,  
(42.542226, -82.94983)"
"Automotive - Manufacturing","Ford Motor Company","706","2012","Approved","-","24,905","$437,317,938","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Changan US Research and Development Center, Inc","726","2013","Approved","20","-","$141,026","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Gentex Corporation","193","2014","Approved","628","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2008","Approved","121","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2009","Approved","220","-","-","
Dundee,  
(41.957261, -83.659798)"
"Alt. Energy - Solar","Kostal Kontakt Systeme, Inc.","680","2015","Approved","139","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Alt. Energy - Advanced Energy Storage","LG Chem Michigan, Inc.","569","2016","Approved","257","-","$11,613,821","
Holland,  
(42.751561, -86.096297)"
"Automotive - Manufacturing","Detroit Chassis, LLC","69","2001","Approved","88","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2014","Approved","75","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Brose North America, Inc.","187","2013","Approved","277","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Ecomotors, Inc.","421","2013","Approved","22","-","$16,816","
Allen Park,  
(42.256799, -83.213957)"
"Alt. Energy - Advanced Energy Storage","A123 Systems, LLC","566","2012","Approved","511","-","$10,028,300","
Romulus,  
(42.220519, -83.385307)"
"Automotive - Manufacturing","FEV North America, Inc.","351","2010","Did Not Qualify","-","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Ford Motor Company","706","2011","Approved","-","17,864","$893,226,416","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2010","Approved","-","1,331","$14,435,000","
Southfield,  
(42.477952, -83.240756)"
"Alt. Energy - Wind","Dokka Fasteners, Incorporated","698","2012","Approved","35","-","$12,204,008","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Lg Chem Power Inc.","290","2007","Approved","15","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2008","Approved","-","1,961","-","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","Ford Motor Company","706","2014","Approved","-","27,404","$1,074,221,383","
Dearborn,  
(42.322141, -83.17594)"
"Alt. Energy - Other","Sakti3, Inc.","416","2012","Approved","24","-","$712,745","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Ford Motor Company","706","2015","Approved","-","40,200","$1,214,459,517","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2016","Did Not Qualify","21","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Wind","Ventower Industries, LLC","509","2014","Approved","99","-","-","
Monroe,  
(32.500759, -92.111225)"
"Business Services","Rlptechnologies, Inc.","235","2007.1","Approved","18","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Chrysler Group LLC","356","2007.2","Approved","246","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Cobasys LLC","241","2005.1","Approved","24","-","-","
Orion Township,  
(42.76982, -83.283404)"
"Automotive - Manufacturing","MBtech Autodie LLC","363","2013","Approved","-","278","$8,957,488","
Grand Rapids,  
(42.965446, -85.670209)"
"Alt. Energy - Other","United Solar Ovonic Corporation","288","2011","Approved","121","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Ecomotors, Inc.","421","2010","Approved","6","-","$317,042","
Allen Park,  
(42.256799, -83.213957)"
"Automotive - Manufacturing","Avon Automotive","328","2007","Approved","-","414","$283,377","
Cadillac,  
(44.250413, -85.399381)"
"Automotive - Manufacturing","Affinia Group Inc.","266","2007","Approved","65","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Aerospace","Advanced Integrated Tooling Solutions, LP","616","2012","Approved","234","-","$1,060,540","
Chesterfield Township,  
(42.674198, -82.780296)"
"Automotive - Manufacturing","Benteler Automotive Corporation","737","2013","Approved","201","-","$340,257","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Changan US Research and Development Center, Inc","726","2015","Approved","28","-","$591,081","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Faurecia Automotive Seating, Inc","195","2006","Approved","136","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2004","Approved","-","1,961","$547,000,000","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","HP Enterprise Services, LLC","191","2006","Approved","-","626","$250,000,000","
Ypsilanti,  
(42.239806, -83.614543)"
"Automotive - Manufacturing","ASIMCO Camshaft Specialties","34","1998","Approved","98","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Alt. Energy - Other","United Solar Ovonic Corporation","288","2007.1","Approved","229","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2014","Approved","-","555","$19,793,006","
Bad Axe,  
(43.802035, -83.000495)"
"Automotive - Manufacturing","Brose North America, Inc.","187","2012","Approved","248","-","$1,274,902","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Lg Chem Power Inc.","290","2014","Approved","82","-","$932,440","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2016","Approved","408","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Benteler Automotive Corporation","737","2014","Approved","312","-","$11,571,993","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","United Solar Ovonic, LLC","312","2011","Approved","258","-","-","
Greenville,  
(34.850746, -82.398964)"
"Automotive - Manufacturing","Detroit Diesel Corporation","657","2014","Approved","-","1,786","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2011","Approved","235","-","$20,536,828","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Delphi Corporation","364","2010","Approved","-","925","$21,800,000","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Ford Motor Company","324","2007","Approved","-","13,724","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","General Motors LLC","186","2009.1","Approved","-","1,602","-","
Lake Orion,  
(42.784602, -83.242443)"
"Automotive - Manufacturing","ZF Group NAO","494","2015","Approved","474","-","$26,582,919","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Flextronics","251","2007","Approved","10","-","-","
Coopersville,  
(43.066555, -85.93635)"
"Automotive - Manufacturing","General Motors LLC","595","2012","Approved","-","31,667","$869,136,438","
Detroit,  
(42.332916, -83.047853)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2012","Approved","150","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Alt. Energy - Advanced Energy Storage","soulbrain MI","615","2011","Approved","18","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Ford Motor Company","129","2007","Approved","-","3,018","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Alphi Manufacturing, Inc.","246","2006","Approved","72","-","-","
Jonesville,  
(36.689005, -83.110991)"
"Automotive - Manufacturing","ArvinMeritor Automotive, Inc.","92","2004","Approved","166","-","-","
Detroit,  
(42.332916, -83.047853)"
"Aerospace","Skilled Aerospace Division","604","2010","Approved","16","-","$3,377,224","
Traverse City,  
(44.759092, -85.605469)"
"Automotive - Manufacturing","Chrysler LLC","273","2008.1","Approved","-","4,567","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2010","Approved","150","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2007","Approved","141","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2013","Approved","-","1,446","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","General Motors LLC","595","2010","Approved","-","19,380","$968,995,489","
Detroit,  
(42.332916, -83.047853)"
"Alt. Energy - Wind","Dokka Fasteners, Incorporated","698","2013","Approved","29","-","$79,196","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Adaptive Materials, Inc.","381","2010","Approved","21","-","$2,092,298","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Delphi Corporation","364","2011","Approved","-","896","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Brembo North America Homer, Incorporated","433","2011","Approved","110","-","-","
Homer,  
(59.641779, -151.551418)"
"Automotive - Manufacturing","General Motors LLC","264","2006","Approved","-","2,678","$400,000,000","
Flint,  
(43.00992, -83.685109)"
"Automotive - Manufacturing","Detroit Diesel Corporation","657","2015","Approved","-","1,934","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2006","Approved","167","-","-","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2013","Approved","62","-","$356,721","
Auburn Hills,  
(42.672504, -83.225448)"
"Electronics","Advanced Photonix, Inc.","308","2007","Approved","16","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Aerospace","Johnson Technology, Inc.","549","2011","Approved","83","-","$33,252,193","
Muskegon,  
(43.234221, -86.246388)"
"Automotive - Manufacturing","BMW Hybrid Technology Corporation","357","2007","Approved","59","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","1999","Approved","216","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","FEV North America, Inc.","351","2008","Approved","59","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Behr-Hella Thermocontrol, Inc.","406","2009","Approved","7","-","-","
Wixom,  
(42.525703, -83.536093)"
"Alt. Energy - Advanced Energy Storage","XALT Energy, LLC","568","2016","Approved","140","-","-","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","FEV North America, Inc.","351","2011","Approved","31","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Wind","Cascade Engineering, Inc.","664","2013","Approved","72","-","$1,198,441","
Grand Rapids,  
(42.965446, -85.670209)"
"Call Center","AT&T Inc. Michigan","279","2008","Approved","-","785","-","
Detroit,  
(42.332916, -83.047853)"
"Alt. Energy - Other","Cobasys LLC","241","2005.2","Approved","43","-","-","
Orion Township,  
(42.76982, -83.283404)"
"Automotive - Manufacturing","General Motors LLC","186","2006","Approved","-","2,288","-","
Lake Orion,  
(42.784602, -83.242443)"
"Alt. Energy - Wind","Cascade Engineering, Inc.","664","2011","Approved","19","-","$645,202","
Grand Rapids,  
(42.965446, -85.670209)"
"Alt. Energy - Wind","Dokka Fasteners, Incorporated","698","2011","Approved","27","-","$8,328,170","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","HP Enterprise Services, LLC","191","2009.2","Approved","-","516","-","
Ypsilanti,  
(42.239806, -83.614543)"
"Automotive - Manufacturing","Axle Alliance","173","2012","Approved","108","-","-","
Redford Township,  
(42.403049, -83.294395)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2016","Approved","-","555","$28,622,443","
Bad Axe,  
(43.802035, -83.000495)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2012","Approved","-","555","$16,404,535","
Bad Axe,  
(43.802035, -83.000495)"
