"item","establecimiento","municipio","direccion","telefono","correo_electronico","actividad_de_establecimiento","con_servicio_de_inyectologia","manejo_medicamentos_de_control","concepto","fecha_de_concepto_visita","ultima_visita_de_seguimirnto","no_resolucion_inscripcion","fecha_resolucion_de","no_resolucion_renovacion","fecha_renovacion_de","vigente"
"105","Drogueria Farmacas  Center","Yopal","Transv  7 No 37 A - 04","3213101972","monisabel22-@hotmail.com","Droguería","No","No","Favorable","N/A","43788","110","2014-02-10T00:00:00.000","948","2021-08-13T00:00:00.000","SI"
"106","Farmared Plus Droguerias","Yopal","Calle 40 No 9B - 04","3153508001","nad.castillo@hotmail.com","Droguería","No","No","Favorable","2018-02-09T00:00:00.000","43760","214","2016-02-22T00:00:00.000","376","2021-04-22T00:00:00.000","SI"
"107","Drogueria Progreso De La 46","Yopal","Calle 46 No 9 - 03","3115404339","natha1010@hotmail,com","Droguería","No","No","Favorable","2018-03-13T00:00:00.000","N/A","66","2017-01-24T00:00:00.000","670","2018-05-28T00:00:00.000","SI"
"108","Drogueria Farma Salud Droguerias","Yopal","Calle 44 No 6 - 90","6332784","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-03-14T00:00:00.000","N/A","443","2016-04-11T00:00:00.000","308","2020-03-09T00:00:00.000","SI"
"109","Drogueria Medicalplus","Yopal","Calle 40 No 15 - 88","3132212553","drogueriamedicalplusdmp@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-12T00:00:00.000","N/A","1735","2015-12-07T00:00:00.000","951","2021-08-13T00:00:00.000","SI"
"110","Drogueria Megafarma Yopal","Yopal","Carrera 11 No 43 - 76","3213115620","megafarmayopal@gmail.com","Droguería","No","No","Favorable","N/A","43396","1526","2017-10-09T00:00:00.000","572","2021-05-26T00:00:00.000","SI"
"111","Drogueria Dalafarma 2","Yopal","Calle 60N - 1B MANZANA M","3112925027","stevenleon1976@hotmail.com","Droguería","No","No","Favorable","N/A","N/A","99","2020-01-29T00:00:00.000","531","2021-05-20T00:00:00.000","SI"
"112","Drogueria La Rebaja Plus Minimarket Drogueria N-10","Yopal","Calle 40 No 9B - 30","3207888445","rebaja_plus_10_yopal@copservis.com","Droguería","No","No","Favorable","N/A","N/A","1598","06/12/2019","296","2021-03-26T00:00:00.000","SI"
"113","Drogueria Ruby Salud","Yopal","Carrera 4 No 5 - 88 Chaparrera","3118955134","N/A","Droguería","No","No","No Favorable","N/A","N/A","882","2011-09-12T00:00:00.000","103","2018-02-01T00:00:00.000","SI"
"114","Drogueria Villa Juliana","Yopal","Marginal de la selva No 4 - 16 Chaparrera","3112850059","villajuliana2005@hotmail.com","Droguería","No","No","Favorable","2018-02-09T00:00:00.000","44170","831","2006-09-14T00:00:00.000","685","2021-06-23T00:00:00.000","SI"
"115","Drogueria La Chaparrera","Yopal","Chaparrera","3123780394","mati-0119@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","470","2017-04-28T00:00:00.000","639","2020-07-10T00:00:00.000","SI"
"116","Drogueria Cardenas Y Fernandez","Yopal (Morichal)","Calle 5 No 5-78 Corregimiento  Morichal","3132093076","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","1035","2011-10-11T00:00:00.000","1238","2018-10-02T00:00:00.000","SI"
"117","Deposito De Drogas Megadrogas Yopal","Yopal","Calle 6 No 19 - 74","N/A","N/A","Deposito","No","Si","Favorable","N/A","N/A","1987","2017-12-27T00:00:00.000","240","2020-02-24T00:00:00.000","NO"
"118","Drogueria La Marca Real","Yopal","Carrera 29 No 17A - 70","3112247218","norawx.19@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","43700","214","2018-02-20T00:00:00.000","100","2021-02-17T00:00:00.000","SI"
"119","Drogueria Servisocial Drogueria","Yopal","Carrera 20 No 30 - 06","N/A","N/A","Droguería","No","No","Favorable","N/A","N/A","N/A","N/A","378","2018-03-16T00:00:00.000","SI"
"120","Drogueria Farmalider Yopal","Yopal","Carrera 20 No 14 - 68","6353216","yoyixlan88@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","44167","668","2018-06-28T00:00:00.000","756","2021-07-09T00:00:00.000","SI"
"121","Drogueria Liliana","Yopal","Calle 6 No 4 - 03","3017940495","efreddyarmando@yahoo.com","Droguería","No","No","Favorable","N/A","43628","897","2018-07-16T00:00:00.000","501","2021-05-12T00:00:00.000","SI"
"122","Drogueria Familiar Nuevo Habitat","Yopal","Trasversal 7 No 32 - 28","N/A","N/A","Droguería","No","No","Favorable","N/A","N/A","898","2018-07-16T00:00:00.000","N/A","N/A","SI"
"123","Drogueria Mariang Np","Yopal","Carrera 6 No 25 - 06","3102919994
3218241653","N/A","Droguería","No","No","Favorable","N/A","N/A","667","2018-05-28T00:00:00.000","423","2020-04-06T00:00:00.000","SI"
"124","Drogueria Super Drogas Juliana","Yopal","Calle 20 No 20 - 47","3203077170","lili704@live.com","Droguería","No","Si","Favorable","N/A","43711","1036","2018-08-23T00:00:00.000","1001","2020-11-04T00:00:00.000","SI"
"125","Drogueria Maylinplus","Yopal","Calle 30 B No 12A - 60","3118416398","N/A","Droguería","No","No","Favorable","N/A","N/A","1051","2018-08-23T00:00:00.000","N/A","N/A","SI"
"126","Drogueria Farma Descuentos J & C","Yopal","Carrera 17 No 22 - 11","3112102767","jeca4019@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-05-15T00:00:00.000","43658","1378","2018-10-30T00:00:00.000","726","2021-07-01T00:00:00.000","SI"
"127","Drogueria Copisalud Df","Yopal","Calle 24 No 27 - 77","3123098733","dennis302608@hotmail,com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-07-18T00:00:00.000","N/A","1437","2018-11-07T00:00:00.000","399","2020-03-25T00:00:00.000","SI"
"128","Drogueria Farma Oriente Del Llano # 2","Yopal","Calle 24 No 20 - 15","3126162565","JPORRASROBLES@GMAIL.COM","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","1772","2018-12-26T00:00:00.000","1002","2020-11-04T00:00:00.000","SI"
"129","Drogueria Ls & S","Yopal","Calle 22 No 21 B - 22","N/A","N/A","Droguería","No","No","Favorable","N/A","N/A","473","2017-04-28T00:00:00.000","1768","2019-12-26T00:00:00.000","SI"
"130","Drogueria Colsubsidio Alcaraban","Yopal","Calle 30 No 26 - 65","3124036875","drogueria.granplazaalcaravan@colsubsidio.com","Droguería","No","No","Favorable","N/A","43525","74","2019-01-29T00:00:00.000","379","2021-04-22T00:00:00.000","SI"
"131","Drogueria H&O Droguerias","Yopal","Calle 40 No 23 -71 LOCAL 5 TORRE 13","3148689979","hyofarma@gmail.com","Droguería","No","No","Favorable","N/A","43494","38","2019-03-26T00:00:00.000","577","2021-05-26T00:00:00.000","SI"
"132","Drogueria Farmared Plus Droguerias N-3","Yopal","Carrera 19 No 8 - 96","3115254187","drogueriawr@autlook.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","43657","334","2019-03-28T00:00:00.000","404","2021-04-27T00:00:00.000","SI"
"133","Drogueria Pague Menos Yopal","Yopal","Calle 14 No 28 - 13","N/A","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","312","2019-03-26T00:00:00.000","640","2020-07-10T00:00:00.000","SI"
"134","Drogueria La 24 Yopal","Yopal","Calle 24 No 10 - 02","3213450180","piobarragan_22@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-04-03T00:00:00.000","43558","777","2019-07-12T00:00:00.000","1278","2020-12-03T00:00:00.000","SI"
"135","Drogueria Tu Farma Drogueria","Yopal","Carrera 13 No 30 - 04","3102612426","lic-15@hotmail.es","Droguería","No","No","Favorable","2019-05-08T00:00:00.000","44308","986","2019-08-23T00:00:00.000","946","2021-08-13T00:00:00.000","SI"
"136","Drogueria Farmaetica Llano Lindo","Yopal (Llano Lindo)","Calle 60 No1 F OESTE MZ C CS1","3202827787","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-06-27T00:00:00.000","N/A","1043","2019-09-06T00:00:00.000","N/A","N/A","SI"
"137","Drogueria Las Mercedes Plus","Yopal","Calle 40 No 7B - 04","3107518031","arriagaivan11@gmail.com","Droguería","No","No","Favorable","2018-03-12T00:00:00.000","43770","1082","2019-09-11T00:00:00.000","725","2021-07-01T00:00:00.000","SI"
"138","Drogueria Multiservicios D Todito","Yopal (Morichal)","Calle 5 No 5 - 14 CORREGIMIENTO  MORICHAL","3138293707","maritzalopezvargas@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","43697","1232","2019-10-09T00:00:00.000","1253","2020-11-30T00:00:00.000","SI"
"139","Drogueria Nueva Vida Yopal","Yopal","Calle 23 No 26 - 04","3126652002","nuevavidayopal@gmail.com","Droguería","No","No","Favorable","2019-11-29T00:00:00.000","N/A","006","2020-01-07T00:00:00.000","730","2021-07-01T00:00:00.000","SI"
"140","Drogueria Visifarma","Yopal","Calle 40 No 9b - 24 / Carrera29 No 12A - 03 NUEVA","3115189099","N/A","Droguería","No","No","Favorable","2018-03-12T00:00:00.000","N/A","478","2017-04-28T00:00:00.000","478","2017-04-28T00:00:00.000","SI"
"141","Drogueria Superar -Llano Lindo","Yopal (Llano Lindo)","LLANO LINDO Calle 57A No 30 este 51 Lote 14 Manz J","3134515899","N/A","Droguería Con Servicio De Inyectología","Si","No","No Favorable","2018-01-26T00:00:00.000","N/A","1055","2011-10-13T00:00:00.000","1578","2014-11-14T00:00:00.000","NO"
"142","Drogueria Minimarketing Las Villas","Yopal","Calle 60 3a Oeste 36","3132064978","hectorsalazar85@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-03-15T00:00:00.000","N/A","924","2015-07-21T00:00:00.000","1265","2016-10-11T00:00:00.000","SI"
"143","Drogueria Unisalud Paris","Yopal","Calle 60 No MZ 7 lote 1","N/A","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","1749","2015-12-07T00:00:00.000","N/A","N/A","SI"
"144","Drogueria La 60 Llano Lindo","Yopal","Carrera 2 No 59 - 12","3203065864","rodriguezoscargerardo@hotamil.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","1384","2016-11-09T00:00:00.000","1384","2016-11-09T00:00:00.000","SI"
"145","Drogueria Kevesmaik","Yopal","CHAPARRERA","3136294244","mapashat@gmail.com","Droguería","No","No","Favorable","2019-08-01T00:00:00.000","N/A","1193","2012-12-18T00:00:00.000","1103","2019-09-17T00:00:00.000","SI"
"146","Drogueria Tilo Salud","Yopal","Calle 3 No 02 - 30 Tilo","3114821447","yuvapra1961@hotmail.com","Droguería","No","No","Favorable","N/A","43542","1237","2015-09-08T00:00:00.000","507","2021-05-12T00:00:00.000","SI"
"147","Drogueria Santa Fe De Morichal","Yopal","Carrera 6 No 04 - 06","3132727992","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-07-05T00:00:00.000","N/A","N/A","N/A","898","2011-09-12T00:00:00.000","NO"
"148","Drogueria Farmareal Plus","Yopal","Carrera14 No 31A - 19 LOCAL 105","3107582363","farmarealplus@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","82","2020-01-24T00:00:00.000","868","2021-07-23T00:00:00.000","SI"
"149","Drogueria Sara Valentina","Yopal","Carrera 9 No 22B - 04","3133430143","h.avella1976@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","304","2020-03-09T00:00:00.000","176","2021-03-05T00:00:00.000","SI"
"150","Drogueria Pediatrifarma","Yopal","Calle 16 No 17 - 11","3204753848","isayojaramillo@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","295","2020-03-09T00:00:00.000","375","2021-04-22T00:00:00.000","SI"
"151","Drogueria My New Life S.A.S","Yopal","TRANS 7 No 36C - 04","3112315972","drogueriamynewlife@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-11-22T00:00:00.000","N/A","242","2020-02-24T00:00:00.000","N/A","N/A","SI"
"152","Drogueria Principal Morichal","Yopal (Morichal)","Carrera 03 No 02 - 30 CP DE MORICHAL","3138013952","dianapatricia_1810@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-10-08T00:00:00.000","N/A","489","2020-05-18T00:00:00.000","864","2021-07-23T00:00:00.000","SI"
"153","Drogueria S&T (Salud Y Transparencia)","Yopal","Calle 24 No 29 - 74","3182099989","especial2011.at@gmail.com","Droguería","No","No","Favorable","N/A","N/A","1003","2020-11-04T00:00:00.000","N/A","N/A","SI"
"154","Drogueria Dds Pharma Yopal","Yopal","Carrera 29 No 12A - 21","3134200450","martitza.acero@ddspharma.com.co","Droguería","No","No","Favorable","N/A","N/A","994","2020-11-04T00:00:00.000","N/A","N/A","SI"
"155","Drogueria Colsubsidio","Yopal","Calle 10 No 22 - 06","3202072030","dispensario.yopal@colsubsidio.com","Droguería","No","Si","Favorable","N/A","N/A","676","2009-10-16T00:00:00.000","314","2021-04-06T00:00:00.000","SI"
"156","Drogueria Marcazsalud Rc Sas","Yopal","Calle 19 No 23 - 14","3187451282","atencionalusuario@marcazsalud.com","Droguería","No","Si","Favorable","N/A","N/A","1390","2020-12-21T00:00:00.000","1539","2021-12-28T00:00:00.000","SI"
"157","Drogueria Farmared Plus Droguerias No 4","Yopal","Carrera 29 No 29 - 75","3132727992","farmaredplusdroguerias@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2015-04-08T00:00:00.000","43789","693","2015-06-11T00:00:00.000","1434","2020-12-28T00:00:00.000","SI"
"158","Drogueria Martinez Farma","Yopal","Carrera 7 No 28 - 26","3204152475","dromartinezfarma@hotmail.com","Droguería","No","No","Favorable","2020-06-02T00:00:00.000","N/A","611","2020-07-08T00:00:00.000","N/A","N/A","SI"
"159","Drogueria Farmamediq Especializada Sas","Yopal","Calle 7 No 24 - 20","3124465654","farmamediqespecializada@gmail.com","Droguería","No","No","Favorable","2020-05-06T00:00:00.000","43879","585","2020-06-17T00:00:00.000","807","2021-07-21T00:00:00.000","SI"
"160","Drogueria Sucursal Farmamediq Sede Paraiso","Yopal","Carrera 7 No 28 - 42","3124465654","farmamediqespecializada@gmail.com","Droguería","No","Si",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"161","Drogueria Farmacor Del Llano","Yopal","Calle 30B No 12a - 60","3142917225","chelo_roalar@hotmail.com","Droguería","No","No","Favorable","2020-12-03T00:00:00.000","N/A","138","2021-02-24T00:00:00.000","N/A","N/A","SI"
"162","Drogueria Multisalud Yopal","Yopal","Calle 24 No 26 - 80","3114596459","drogueriamultisaludplus@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","448","2021-05-10T00:00:00.000","N/A","N/A","SI"
"163","Drogueria Pharmamedic","Yopal","Carrera 25 No 15A - 27","3177361882","drogueriapharmamedicyopal@gmail.com","Droguería","No","No","Favorable","N/A","N/A","503","2021-05-12T00:00:00.000","503","2021-05-12T00:00:00.000","SI"
"164","Drogueria Sanjuan Grz","Yopal","Calle 29 No 16B BIS - 45","3108866816-3118511287","loro.1294@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2021-04-12T00:00:00.000","N/A","576","2021-05-26T00:00:00.000","N/A","N/A","SI"
"165","Drogueria Llano Farmex","Yopal","Carrera 18 No 26 - 33","3115740789","yeyaromero987@hotmail.com","Droguería","No","No","Favorable","2021-12-14T00:00:00.000","N/A","1460","2021-12-14T00:00:00.000","N/A","N/A","N/A"
"166","Drogueria Familiar D.M","Hato Corozal","Carrera12 No 09 - 26","310 818 5797","luisalejo1068@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-06-13T00:00:00.000","44018","N/A","2014-02-27T00:00:00.000","467","2020-05-18T00:00:00.000","SI"
"167","Drogueria Drogas El Rebajon Htz","Hato Corozal","Carrera7 No 11 - 15","310 818 5797","luisalejo1068@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-06-13T00:00:00.000","44019","85319","2004-04-28T00:00:00.000","302","2021-03-25T00:00:00.000","SI"
"168","Drogueria El Regalo","Hato Corozal","Calle 12 No 6 - 78","3107622997","drogueriaregalohtz@gmail.com","Droguería","No","Si","Favorable","2019-06-13T00:00:00.000","44019","85142","2004-03-01T00:00:00.000","1339","2020-12-04T00:00:00.000","SI"
"169","Drogueria Alvarez","Hato Corozal","Calle 12 No 9 - 31","310 787 2748","yoly_0603@hotmail.com","Droguería","No","No","Favorable","2019-06-10T00:00:00.000","N/A","85324","2004-04-28T00:00:00.000","533","2021-05-20T00:00:00.000","SI"
"170","Drogueria Dany Salud","Hato Corozal","Carrera 12 No 6 - 18","3123509821","ANGELACEPEDA87@GMAIL.COM","Droguería","No","No","Favorable","2018-03-19T00:00:00.000","N/A","1540","2016-12-02T00:00:00.000","599","2018-05-17T00:00:00.000","NO"
"171","Drogueria Hato Corozal Plus","Hato Corozal","Calle 12 No 9 - 51","3212126841","drogueriacorozalplussas@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2020-06-23T00:00:00.000","N/A","289","2021-03-25T00:00:00.000","N/A","N/A","SI"
"172","Drogueria Farma Salina","La Salina","Calle 3 No 5 - 29","3132820795","cpgc80@gmail.com","Droguería","No","No","Favorable","2018-06-26T00:00:00.000","43550","518","2016-04-25T00:00:00.000","771","2021-07-14T00:00:00.000","SI"
"173","Drogueria Drogas Sacama","Sacama","Calle 4 No 9 - 85","6361140","hvargase@hotmail.com","Droguería","No","No","Favorable","2018-06-26T00:00:00.000","43389","1043","2006-12-06T00:00:00.000","1466","2021-12-20T00:00:00.000","SI"
"174","Drogueria Medi Salud Economica","Sacama","Carrera 11 No 3 - 73","3132373368","aliciaramossepulveda@gmail.com","Droguería","No","No","Favorable","2019-11-09T00:00:00.000","N/A","305","2020-03-09T00:00:00.000","N/A","N/A","SI"
"175","Drogueria Trinidad","Trinidad","Carrera 4 No 5 - 52","3203165040","edgarsanchezavendano@hotamil.com","Droguería","No","No","Favorable","2018-04-17T00:00:00.000","44068","406","2/15/1985","859","2021-07-23T00:00:00.000","SI"
"176","Drogueria Drogas Comunal","Trinidad","Calle 5 No 4 - 16","3108741239","ramirotriana8027@gamil.com","Droguería","No","No","Favorable","2018-04-17T00:00:00.000","44074","650","2004-10-12T00:00:00.000","1008","2020-11-04T00:00:00.000","SI"
"177","Drogueria  Surtidora Universal","Trinidad","Calle 6 No 3 - 29","3125852007","manella28@hotmail.com","Droguería","No","No","Favorable","2018-04-16T00:00:00.000","44069","3110","1996-12-16T00:00:00.000","1312","2020-12-04T00:00:00.000","SI"
"178","Drogueria Genericos Esenciales S.A","Trinidad","Carrera 5 No 8 - 44","N/A","N/A","Droguería","No","No","Favorable","2018-08-20T00:00:00.000","N/A","699","2019-06-19T00:00:00.000","N/A","N/A","SI"
"179","Drogueria Drogas America","Trinidad","Carrera 3 No 5 - 37","3138529189","drogasamericajmg@hotamil.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-17T00:00:00.000","44074","987","1999-09-22T00:00:00.000","959","2020-10-28T00:00:00.000","SI"
"180","Drogueria  Saludent","Trinidad","Carrera 5 No 6 - 05","3132948585","ipsaludentsas@gmail.com","Droguería","No","No","Favorable","2018-04-17T00:00:00.000","N/A","248","2012-03-29T00:00:00.000","506","2017-05-05T00:00:00.000","SI"
"181","Drogueria Drogas Del Pauto My Trinidad","Trinidad","Calle 10 No 7 - 07","3124288526","yecrulo@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-16T00:00:00.000","44074","1513","2015-10-26T00:00:00.000","295","2021-03-25T00:00:00.000","SI"
"182","Drogueria Multisalud S&M","Trinidad","Calle 5 No 4 - 98","3124729355","DROGUERIAMULTISALUDTDD@GMAIL.COM","Droguería","Si","No","Favorable","2018-04-16T00:00:00.000","44071","885","2015-07-14T00:00:00.000","1119","2020-11-06T00:00:00.000","SI"
"183","Drogueria Angie Yopalosa","Trinidad","Calle 5 No 11 - 123","3142113962","N/A","Droguería","No","No","Favorable","2019-07-29T00:00:00.000","N/A","46","24/01/2020","N/A","N/A","SI"
"184","Drogueria Farmaselen","Trinidad","Calle 9 No 4 - 82","3143001900","jinaos-07@hotmail.com","Droguería","No","No","Favorable","2020-02-17T00:00:00.000","N/A","299","2020-03-09T00:00:00.000","236","2021-03-11T00:00:00.000","SI"
"185","Drogueria Brisas Del Pauto","Trinidad","Calle 9 No 3 - 15","3212087355","mimamore@hotmail.com","Droguería","No","No","Favorable","N/A","44074","445","2011-04-11T00:00:00.000","91","2021-03-25T00:00:00.000","S"
"186","Drogueria Palenque","San Luis De Palenque","Calle 2 No 5 - 26","3132892838","drogueriapalenque@hotmail.com","Droguería","No","No","Favorable","2018-04-18T00:00:00.000","44075","1818","2002-11-29T00:00:00.000","1318","2020-12-04T00:00:00.000","SI"
"187","Drogueria Drogas Mundo Rebaja","San Luis De Palenque","Calle 2 No 9 - 123","3138921170","rivasgerithal1305@hotmail.com","Droguería","No","No","Favorable","2018-04-18T00:00:00.000","44378","434","2011-04-11T00:00:00.000","1015","2021-08-27T00:00:00.000","SI"
"188","Drogueria Minimarket M.Y","San Luis De Palenque","Calle 3 No 4a - 24","3138962603","magda.tinoco@hotamil.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-18T00:00:00.000","44078","917","2014-07-23T00:00:00.000","300","2021-03-26T00:00:00.000","SI"
"189","Drogueria Rebaja Mas Gbc","San Luis De Palenque","Calle 3 No 5 - 49","3112728455","germanbello35@gmail.com","Droguería","No","No","Favorable","2018-04-18T00:00:00.000","44076","1384","2015-09-28T00:00:00.000","1005","2020-11-04T00:00:00.000","SI"
"190","Drogueria Pautosalud","San Luis De Palenque","Calle 2 No 11 - 29","3223408853","pautosalud@yahoo.es","Droguería","No","No","Favorable","2021-04-22T00:00:00.000","N/A","564","2021-05-25T00:00:00.000","N/A","N/A","SI"
"191","Drogueria Betesda Orocue","Orocue","Calle 4 No 7 - 31","3138315520","N/A","Droguería","No","No","Favorable","2018-05-23T00:00:00.000","N/A","653","1994-04-04T00:00:00.000","292","2021-03-25T00:00:00.000","SI"
"192","Drogueria La Voragine","Orocue","Calle 4 No 8 - 90","3138515340","N/A","Droguería","No","No","Favorable","2018-05-23T00:00:00.000","N/A","1043","2003-08-14T00:00:00.000","1434","2018-11-07T00:00:00.000","NO"
"193","Drogueria Azly","Orocue","Calle 2 No 14 - 74","3118694742","jaidersayedmare@gmail.com","Droguería","No","No","Favorable","2018-05-24T00:00:00.000","N/A","N/A","N/A","1425","2018-11-06T00:00:00.000","NO"
"194","Drogueria Drogas Orocue","Orocue","Calle 4 No 8 - 24","6365285","drogasorocue @hotmail.com","Droguería","No","No","Favorable","2018-05-23T00:00:00.000","44407","610","2000-03-13T00:00:00.000","1529","2021-12-27T00:00:00.000","SI"
"195","Drogueria  San Gregorio","Orocue","Diagonal 4 No 17 - 60","3125164609","eliza.wilches@gmail.com","Droguería","No","No","Favorable","2018-05-23T00:00:00.000","44371","550","2012-06-29T00:00:00.000","858","2021-07-23T00:00:00.000","SI"
"196","Drogueria Familiar Orocue","Orocue","Calle 3 No 14 - 04","3214382722","mairita@autlook.com","Droguería","No","No","Favorable","2018-05-23T00:00:00.000","N/A","1086","2015-08-14T00:00:00.000","1079","2019-09-11T00:00:00.000","NO"
"197","Drogueria Super Drogas Del Llano","Orocue","VDA ALGARROBO","3209198840","ppineros572@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-05-23T00:00:00.000","44410","1480","2015-10-21T00:00:00.000","1017","2021-08-27T00:00:00.000","SI"
"198","Drogueria La Yopalosa","Nunchia","Carrera 7 No  5 - 57","3113575112","natacha1405@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-05-06T00:00:00.000","44043","894","2006-10-06T00:00:00.000","660","2021-06-18T00:00:00.000","SI"
"199","Drogueria Drogas La Gran Salud Sucursal No 2","Nunchia","Carrera 5 No 5 - 29","3108796987","floresitarey@hotmail.com","Droguería","No","No","Favorable","2019-05-06T00:00:00.000","44042","2271","2001-10-24T00:00:00.000","686","2021-06-23T00:00:00.000","NO"
"200","Drogueria Angie Yopalosa","Nunchia","Carrera 7 No 4 - 14","3142113962","angiepcastañeda30@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-20T00:00:00.000","N/A","532","2018-05-02T00:00:00.000","1245","2020-11-30T00:00:00.000","SI"
"201","Drogueria Vida Nunchia","Nunchia","Carrera 5 No 6 - 34","3125667490","casilbetancourt18@gmail.com","Droguería","No","No","Favorable","2019-05-06T00:00:00.000","44042","218","2016-02-26T00:00:00.000","509","2021-05-12T00:00:00.000","SI"
"202","Drogueria Yireh","Nunchia","Carrera 5 No 6 - 39","3215100221","micahe1307@gmail.com","Droguería","Si","Si","Favorable","2019-09-20T00:00:00.000","N/A","1483","2019-11-26T00:00:00.000","1249","2020-11-30T00:00:00.000","SI"
"203","Drogueria Y Almacen Nuevo Dia","Tamara","Carrera 9 No 5 - 29","6361020","samuelnuevodia@hotmail.com","Droguería","No","No","Favorable","2019-04-15T00:00:00.000","44342","1414","2001-06-19T00:00:00.000","688","2021-06-23T00:00:00.000","SI"
"204","Drogueria Posada Y Artesanias","Tamara","Calle 5 No 9 - 23","3112193917","elviatilamontoya@gmail.com","Droguería","No","No","Favorable","2020-08-14T00:00:00.000","N/A","993","2020-11-04T00:00:00.000","N/A","N/A","SI"
"205","Drogueria Villa Massiel Ii","Tamara","Calle 5 No 3 - 54","3133945988","danny_ct_12@hotmail.com","Droguería","No","No","Favorable","2020-08-03T00:00:00.000","N/A","808","2021-07-21T00:00:00.000","N/A","N/A","N/A"
"206","Drogueria Surtidrogas La Paz","Paz De Ariporo","Carrera 9 No 9 - 77","3142010176","maritza.bar.78@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-06-04T00:00:00.000","44062","1071","1999-10-14T00:00:00.000","1283","2020-12-03T00:00:00.000","SI"
"207","Drogueria Multifamiliar","Paz De Ariporo","Calle 9 Carrera 9 - 81","6373175","jairalba@hotmail.es","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-16T00:00:00.000","43994","2005","2001-09-10T00:00:00.000","1259","2020-11-30T00:00:00.000","SI"
"208","Drogueria Centro Rebajas","Paz De Ariporo","Carrera 10 No 6 - 76","3208791288","vivimar1986@hotmail.com","Droguería","No","No","Favorable","2019-05-09T00:00:00.000","N/A","42","2014-01-20T00:00:00.000","307","2020-03-09T00:00:00.000","SI"
"209","Drogueria Pazanar","Paz De Ariporo","Calle 8 No 10 - 89","6373129","jcurcho@yahoo.com.mx","Droguería","No","No","Favorable","2019-05-09T00:00:00.000","43999","1084","28/082013","1324","2020-12-04T00:00:00.000","SI"
"210","Drogas Karolina De La Paz","Paz De Ariporo","Carrera 10 No 13 - 42 LOCAL 1","313 282 8411","lamonaalcira@hotamil.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-04-04T00:00:00.000","43994","543","2006-07-10T00:00:00.000","1280","2020-12-03T00:00:00.000","SI"
"211","Drogueria Servidrogas Super Economia Pza","Paz De Ariporo","Carrera 10 No 4 - 33","3138148308","pulido.omar@yahoo.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-04-30T00:00:00.000","44062","540","2008-09-09T00:00:00.000","290","2021-03-25T00:00:00.000","SI"
