"expediente","nombre_establecimiento","ciudad","departamento","direccion","concepto_corto","concepto","fecha_notificacion","fecha_vencimiento"
"1874G","CLINICA UNIVERSIDAD DE LA SABANA","CHÍA","CUNDINAMARCA","AUTOPISTA NORTE KM 21 VIA LA CARO","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA PARA LA FABRICACION Y SUMINISTRO EN LINEA DE GASES DE USO MEDICINAL CON EL  PRINCIPIO ACTIVO Y LA FORMA FARMACEUTICA QUE SE RELACIONAN A CONTINUACION 1 	NO ESTERILES1 1 	AIRE MEDICINAL  POR COMPRESIÓN EN SITIO 1 1 1	GASEOSONOTAS ACLARATORIAS 1 	EL AIRE MEDICINAL  SE OBTIENE POR EL METODO DE COMPRESION EN SITIO  2 	EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA FABRICACION Y SUMINISTRO EN LINEA DEL PRODUCTO CON EL PRINCIPIO ACTIVO Y LAS FORMAS FARMACEUTICAS ANTES DESCRITAS 3 	CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-11-13","2023-11-30"
"1883G","FUNDACION FOSUNAB","FLORIDABLANCA","SANTANDER","CALLE 158 NRO  20 95","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA GASES MEDICIANLES PARA LA FABRICACION Y DSTRIBUCION EN LINEA DE GASES DE USO MEDICINAL 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   1 1 1  GASEOSO NOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2018-02-06","2021-02-20"
"1887G","PRAXAIR GASES INDUSTRIALES LTDA","TOCANCIPA","CUNDINAMARCA","PARQUE INDUSTRIAL GRAN SABANA LOTE M UNIDAD 62 FRENTE AUTODROMO TOCANCIPA VEREDA TIBITO TOCANCIPA","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA GASES MEDICINALES PARA LA FABRICACIÓN A GRANEL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  OXIGENO MEDICINAL1 1 1  LÍQUIDO  GRANEL  TANQUES CRIOGÉNICOS Y CARRO TANQUES  Y PARA LA FABRICACIÓN  ENVASADO  DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 2  NO ESTERILES2 1 OXIGENO MEDICINAL2 1 1  GASEOSO  CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTÁTILES2 1 2  LIQUIDO  ENVASE CRIOGÉNICO  TERMOS2 2  AIRE MEDICINAL SINTÉTICO2 2 1  GASEOSO  CILINDROS DE ALTA PRESIÓN2 3  DIÓXIDO DE CARBONO2 3 1 LIQUIDO  CILINDROS DE ALTA PRESIÓN 2 4  MEZCLA DE OXIGENO Y HELIO2 4 1  GASEOSO  CILINDROS DE ALTA PRESIÓNY SE AMPLÍA LA CAPACIDAD INSTALADA DE FABRICACIÓN  ENVASADO  DE OXIGENO MEDICINAL EN DOS RACK DE LLENADO PORTÁTILES CADA UNO DE 20 CILINDROS NOTAS ACLARATORIAS1  EL OXÍGENO LÍQUIDO A GRANEL PRODUCIDO EN LA PLANTA PL2 ES TRANSPORTADO EN CISTERNAS DE CARROTANQUES PARA SU DISTRIBUCIÓN A CLIENTES EXTERNOS Y PARA CLIENTE INTERNO  ESTACIÓN DE LLENADO DE LA MISMA PLANTA TOCANCIPA  2  EL OXÍGENO LÍQUIDO MEDICINAL ES OBTENIDO POR LICUEFACCIÓN DEL AIRE  EN LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 3  EL OXÍGENO LÍQUIDO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  ES OBTENIDO POR EL MÉTODO DE DESTILACIÓN FRACCIONADA  LICUEFACCIÓN  4  EL AIRE SINTÉTICO SE OBTIENE POR MEZCLA DE OXIGENO MEDICINAL Y NITRÓGENO OBTENIDO POR EL MÉTODO DE LICUEFACCIÓN 5  EL DIÓXIDO DE CARBONO SE ENVASA EN CILINDROS DE ALTA PRESIÓN EN SU ESTADO LÍQUIDO PARA SER EMPLEADO COMO GAS EN EL PUNTO DE USO 6  EL HELIO ES IMPORTADO DE PLANTA DE ESTADOS UNIDOS  BÉLGICA  ESPAÑA  LOS CUALES CUENTAN CON LA CORRESPONDIENTE AUTORIZACIÓN DEL INVIMA 7  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y EL ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 8  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRITICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALÚES Y VERIFIQUE SI SE REQUIERE DE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-02-19","2023-03-04"
"1179G","FUNDACIÓN VALLE DEL LILI","CALI","VALLE DEL CAUCA","CARRERA 98 N  18 49","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR   Y SE AMPLIA CAPACIDAD INSTALADA PARA 15 PUNTOS DE USO DE LA PLANTA I  SAM I  Y 03 PUNTOS DE USO PARA LA PLANTA II  SAM II","2019-11-13","2022-11-27"
"1901G","CLINICA UNIVERSITARIA BOLIVARIANA","MEDELLIN","ANTIOQUIA","CARRERA 72A 78B 50  MEDELLIN COLOMBIA","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA PARA LA FABRICACION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1 	NO ESTERILES1 1 	AIRE MEDICINAL EN SITIO POR COMPRESION 	1 1 1 	GASEOSONOTAS ACLARATORIAS 1 	EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2 	CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TÉCNICO EMITIDO    DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-11-23","2023-12-07"
"1913G","FUNDACIÓN CLÍNICA INFANTIL CLUB NOEL","CALI","VALLE DEL CAUCA","CALLE 5 NRO  22 76","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN  1  NO ESTÉRILES1 1  AIRE MEDICINAL EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO","2021-06-18","2024-07-02"
"1932G","ADMINISTRADORA CLINICA LA COLINA SAS","BOGOTA D C","BOGOTA D C","CALLE 167 NRO  72 07","CUMPLE","CUMPLE CON LA BUENAS PRACTICAS DE MANUFACTURA DE GASES MEDICINALES PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESION 1 1 1  GASEOSANOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN EN LÍNEA DEL GAS MEDICINAL CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACÉUTICA ANTES DESCRITA PARA LOS DIFERENTES SERVICIOS DE LA CLÍNICA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2021-02-26","2024-03-12"
"1479G","INSTITUTO DE RELIGIOSAS DE SAN JOSE DE GERONA  CLINICA NUESTRA SEÑORA DE LOS REMEDIOS","CALI","VALLE DEL CAUCA","AVENIDA 2DA NORTE N° 24   157  BARRIO SAN VICENTE  CALI","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 1 NO ESTÉRILES1 1 1 AIRE MEDICINAL  EN SITIO POR COMPRESOR 	GASEOSONOTAS ACLARATORIAS 1 	EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2 	CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-12-07","2023-12-22"
"1936G","CLINICA DEL CARIBE SA","BARRANQUILLA","ATLANTICO","CALLE 80 NRO  49C 65","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILESPRINCIPIO ACTIVO FORMA FARMACÉUTICA1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2018-06-12","2021-06-26"
"1797G","ONCOMEDICA S A","MONTERIA","CORDOBA","CARRERA 6 NO  72   34 VÍA CERETÉ","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACUTRA PARA LA FABRICACION PARA LA FABRICACION DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  PRINCIPIO ACTIVO 1 1  AIRE MEDICINAL EN SITIO POR COMPRESOR1 1 1  GASEOSO A GRANELNOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE LAS ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO","2017-05-18","2020-06-02"
"1939G","CLINICA PALMA REAL S A S","PALMIRA","VALLE DEL CAUCA","CARRERA 28 NO 44   35","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA LA FABRICACIÓN DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE  MEDICINAL  EN SITIO POR COMPRESIÓN 1 1 1  GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2021-09-28","2024-10-12"
"1931G","CLINICA CHIA S A","CHÍA","CUNDINAMARCA","CALLE 6 Nº 10 125","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL   PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION NO ESTERILESPRINCIPIO ACTIVO FORMA FARMACEUTICAAIRE MEDICINAL EN SITIO POR COMPRESOR  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-07-13","2023-07-28"
"1940G","CLINICA AVIDANTI MANIZALES ANTES  DIAGNOSTICO CARDIOLOGICOS ESPECIALIZADOS S A S  DIACORSAS","MANIZALES","CALDAS","CALLE 10 NRO  2C – 10  VILLA PILAR","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO  PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSO1 2  OXIGENO MEDICINAL POR PSA  TAMIZ MOLECULAR  1 2 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE OXÍGENO MEDICINAL POR PSA  TAMIZ MOLECULAR  EN LA FORMA FARMACÉUTICA ANTES DESCRITA 3  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2018-10-01","2021-10-16"
"1943G","CAJA COLOMBIANA DE SUBSIDIO FAMILIAR  COLSUBSIDIO CLINICA INFANTIL COLSUBSIDIO","BOGOTA D C","BOGOTA D C","CALLE 67 NRO  10   27","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCIÓN EN LÍNEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2021-04-22","2024-05-06"
