"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","county_code_number","county_code","centroid","longitude","geocoded_column"
"County","Washington","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","32","4.2","8","25","23","71.9","8","25","42","125","125","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Luzerne","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","9","5.6","6","66.7","7","77.8","5","55.6","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Northumberland","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","13","5.5","7","53.8","10","76.9","7","53.8","42","097","97","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Bradford","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","73","5.5","24","32.9","62","84.9","30","41.1","42","015","15","15","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"State","Commonwealth","Female","35 to 39 years","2017 Q2","4/1/2017-6/30/2017","2017","44","4.6","24","54.5","31","70.5","25","56.8","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Sullivan","Male","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","4","3.3","1","25","3","75","2","50","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Cambria","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","89","4.2","36","40.4","60","67.4","37","41.6","42","021","21","21","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Cumberland","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","6","4.5","2","33.0","5","83.0","2","33.0","42","041","41","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"State","Commonwealth","All","30 to 34 years","2017 Q3","7/1/2017-9/30/2017","2017","473","4.5","156","33","358","75.7","171","36.2","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Dauphin","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","91","3.8","16","17.6","60","65.9","20","22","42","043","43","43","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Bucks","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","268","5.2","83","31","213","79.5","106","39.6","42","017","17","17","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Crawford","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","2","4.5","0","0.0","1","50.0","2","100.0","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Berks","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","17","4.6","5","29.0","12","70.0","3","17.0","42","011","11","11","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Erie","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","19","4.6","10","52.0","16","84.0","4","21.0","42","049","49","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"State","Commonwealth","All","40 to 44 years","2021 Q2","4/1/2021-6/30/2021","2021","168","6.3","103","61.0","145","86.0","63","37.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Lebanon","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","3","2.7","1","33.3","1","33.3","1","33.3","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Northampton","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","54","4.8","13","24.1","43","79.6","16","29.6","42","095","95","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Tioga","All","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","4","8.3","4","100","4","100","4","100","42","117","117","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Centre","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","12","3.3","1","8.3","7","58.3","2","16.7","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Sullivan","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","2","7.5","1","50","2","100","1","50","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Clearfield","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","11","5.4","3","27.0","8","72.0","5","45.0","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Susquehanna","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","0.0","0","0.0","0","0.0","0","0.0","42","115","115","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Susquehanna","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","8","5.6","1","12.5","7","87.5","2","25","42","115","115","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Cameron","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","1","5.0","0","0.0","1","100.0","0","0.0","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Centre","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","37","3.5","3","8.1","23","62.2","4","10.8","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Bedford","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","13","5.2","3","23.1","10","76.9","6","46.2","42","009","9","09","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"State","Commonwealth","Female","12 to 19 years","2021 Q2","4/1/2021-6/30/2021","2021","2","7.0","0","0.0","2","100.0","1","50.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Cameron","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","1","7","0","0","1","100","1","100","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Columbia","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","0","0","0","0","0","0","0","0","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Crawford","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","20","5.3","7","35","16","80","8","40","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"State","Commonwealth","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","267","4.9","138","51.7","191","71.5","138","51.7","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","20 to 24 years","2017 Q4","10/1/2017-12/31/2017","2017","401","4","82","20.4","279","69.6","111","27.7","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Susquehanna","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","4","5","1","25","3","75","1","25","42","115","115","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Lehigh","All","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","91","3.4","20","22","54","59.3","20","22","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Sullivan","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","0","0","0","0","0","0","0","0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Cumberland","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","15","3.7","3","20","8","53.3","4","26.7","42","041","41","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Snyder","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","16","4.3","4","25","11","68.8","5","31.3","42","109","109","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Bucks","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","78","6.1","49","62.0","66","84.0","36","46.0","42","017","17","17","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Cambria","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","19","5.6","5","26.3","17","89.5","6","31.6","42","021","21","21","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Clinton","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","0","0","0","0","0","0","0","0","42","035","35","35","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Elk","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","8","2.6","3","37.5","3","37.5","5","62.5","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Lackawanna","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","57","4.3","17","29.8","40","70.2","18","31.6","42","069","69","69","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Beaver","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","24","4.1","4","16.7","17","70.8","6","25","42","007","7","07","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Indiana","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","6","6.3","4","66.0","5","83.0","3","50.0","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Monroe","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","43","6","17","39.5","36","83.7","23","53.5","42","089","89","89","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Westmoreland","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","46","4.9","11","23.9","37","80.4","13","28.3","42","129","129","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"State","Commonwealth","Male","30 to 34 years","2020 Q2","4/1/2020-6/30/2020","2020","95","6.3","57","60.0","90","94.0","49","51.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Adams","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","37","4.3","7","18.9","28","75.7","10","27","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Lehigh","Female","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","36","4.4","14","38.9","27","75","13","36.1","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"State","Commonwealth","Male","56 to 99 years","2017 Q3","7/1/2017-9/30/2017","2017","127","3.6","11","8.7","76","59.8","21","16.5","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Fayette","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","10","5.1","4","40.0","8","80.0","4","40.0","42","051","51","51","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Centre","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2","8","1","50","2","100","1","50","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Blair","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","16","5.7","8","50.0","14","87.0","9","56.0","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Bedford","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","11","3.5","2","18.2","7","63.6","3","27.3","42","009","9","09","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Columbia","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","18","7.8","10","55.6","18","100","11","61.1","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"State","Commonwealth","All","25 to 29 years","2021 Q1","1/1/2021-3/31/2021","2021","182","6.1","90","49.0","165","90.0","80","43.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Mercer","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","2","7","1","50","2","100","1","50","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Lackawanna","All","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","37","5.5","15","40.0","32","86.0","14","37.0","42","069","69","69","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"State","Commonwealth","Female","25 to 29 years","2016 Q2","4/1/2016-6/30/2016","2016","65","4.4","41","63.1","45","69.2","38","58.5","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Butler","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","1","7","1","100","1","100","1","100","42","019","19","19","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Jefferson","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","9","5.3","5","55.6","8","88.9","4","44.4","42","065","65","65","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Lycoming","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","172","4.7","61","35.5","128","74.4","68","39.5","42","081","81","81","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"State","Commonwealth","Female","35 to 39 years","2016 Annual","1/1/2016-12/31/2016","2016","161","4.8","78","48.4","118","73.3","86","53.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Chester","All","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","42","4.5","7","16.7","29","69","8","19","42","029","29","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","McKean","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","15","2.8","2","13.3","8","53.3","1","6.7","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Clearfield","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","32","5.6","14","43.8","30","93.8","15","46.9","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Forest","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Union","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","2","5.0","1","50.0","2","100.0","0","0.0","42","119","119","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Monroe","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","14","4.5","3","21.4","11","78.6","5","35.7","42","089","89","89","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"County","Lehigh","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","52","4.7","8","15.4","40","76.9","16","30.8","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Juniata","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","3","5.3","0","0","2","66.7","1","33.3","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Adams","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","12","3.9","3","25","7","58.3","4","33.3","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Schuylkill","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","26","5.5","9","34.6","20","76.9","9","34.6","42","107","107","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Luzerne","Female","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","15","6.3","10","66.7","12","80","11","73.3","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Bradford","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","4","7.5","2","50.0","4","100.0","2","50.0","42","015","15","15","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"County","Forest","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Blair","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","44","5.6","18","40.9","36","81.8","23","52.3","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Elk","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","0","0","0","0","0","0","0","0","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Northampton","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","46","4.5","22","47.0","38","82.0","14","30.0","42","095","95","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Elk","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","13","5.8","7","53.8","11","84.6","9","69.2","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Elk","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","12","6.9","7","58.3","12","100","6","50","42","047","47","47","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Pike","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","33","4.5","11","33.3","22","66.7","11","33.3","42","103","103","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Washington","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","31","5.5","12","38.7","27","87.1","14","45.2","42","125","125","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"County","Centre","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","36","4.6","7","19.4","27","75","9","25","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Northumberland","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","19","6.4","11","57.0","18","94.0","11","57.0","42","097","97","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Westmoreland","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","26","6.2","18","69.0","21","80.0","15","57.0","42","129","129","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Pike","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","3","6.0","2","66.0","2","66.0","2","66.0","42","103","103","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Butler","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","019","19","19","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Columbia","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","10","7.6","8","80","10","100","10","100","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Juniata","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","4","1","50","1","50","1","50","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"State","Commonwealth","Male","25 to 29 years","2021 Q1","1/1/2021-3/31/2021","2021","159","6.0","84","52.0","145","91.0","67","42.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Wayne","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","1","9","1","100","1","100","1","100","42","127","127","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Centre","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","53","5.2","10","18.9","43","81.1","10","18.9","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Northumberland","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","1","0.0","0","0.0","0","0.0","0","0.0","42","097","97","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Centre","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","9","3.7","2","22.2","5","55.6","2","22.2","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Fulton","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","7.0","1","100.0","1","100.0","1","100.0","42","057","57","57","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"State","Commonwealth","All","12 to 19 years","2018 Q1","1/1/2018-3/31/2018","2018","52","3.6","8","15.4","34","65.4","13","25","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Sullivan","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","0","0","0","0","0","0","0","0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Fulton","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","2","3.5","0","0","1","50","0","0","42","057","57","57","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Northampton","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","63","4.7","15","23.8","45","71.4","20","31.7","42","095","95","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Montgomery","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","32","5.4","20","62.0","26","81.0","16","50.0","42","091","91","91","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"State","Commonwealth","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2218","4.5","403","18.2","1385","62.4","541","24.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Indiana","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"State","Commonwealth","Female","20 to 24 years","2017 Q1","1/1/2017-3/31/2017","2017","40","4.8","24","60","29","72.5","22","55","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Delaware","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","7","6.7","2","28.0","7","100.0","3","42.0","42","045","45","45","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Beaver","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","29","4.4","5","17.2","19","65.5","8","27.6","42","007","7","07","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Lehigh","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","2","0.0","0","0.0","0","0.0","0","0.0","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Juniata","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","4","5.5","3","75","3","75","2","50","42","067","67","67","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Crawford","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","3","7","3","100","3","100","3","100","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Washington","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","22","5.9","10","45.5","18","81.8","15","68.2","42","125","125","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"State","Commonwealth","Male","56 to 99 years","2018 Q2","4/1/2018-6/30/2018","2018","125","4.3","16","12.8","85","68","26","20.8","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Union","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","9","5.7","3","33.3","8","88.9","3","33.3","42","119","119","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Lebanon","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","31","4.5","8","25.8","22","71","10","32.3","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Northumberland","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","5","7.8","5","100","5","100","5","100","42","097","97","97","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Berks","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","3","6.3","2","66.7","3","100","3","100","42","011","11","11","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Montour","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","1","9.0","1","100.0","1","100.0","1","100.0","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Perry","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","5","2.2","2","40.0","2","40.0","1","20.0","42","099","99","99","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"State","Commonwealth","Male","50 to 55 years","2017 Annual","1/1/2017-12/31/2017","2017","529","4.1","75","14.2","358","67.7","115","21.7","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Warren","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","4","5.3","1","25","3","75","1","25","42","123","123","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Blair","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","24","5.1","13","54.2","21","87.5","12","50","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Erie","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","52","3.6","9","17.3","33","63.5","13","25","42","049","49","49","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Montour","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","0","0","0","0","0","0","0","0","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Somerset","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","15","4.3","5","33.3","11","73.3","6","40","42","111","111","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Delaware","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","15","6","11","73.3","13","86.7","10","66.7","42","045","45","45","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Berks","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","75","4.4","29","38","56","74","19","25","42","011","11","11","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"State","Commonwealth","Female","25 to 29 years","2019 Q1","1/1/2019-3/31/2019","2019","56","6.2","35","62.5","46","82.1","35","62.5","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Northampton","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","12","3","3","25","7","58.3","3","25","42","095","95","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Mercer","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","2","8.5","1","50","2","100","2","100","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Butler","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","1","9.0","1","100.0","1","100.0","1","100.0","42","019","19","19","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
