"geographic_area","geographic_name","gender","ethnicity","drug_type","age","year","time_period","time_period_dates","total_admissions"
"State","Commonwealth","All","All","All","30 to 34 years","2020","2020 Q1","1/1/2020-3/31/2020","189"
"State","Commonwealth","All","All","All","35 to 39 years","2020","2020 Q1","1/1/2020-3/31/2020","155"
"State","Commonwealth","All","All","All","40 to 44 years","2020","2020 Q1","1/1/2020-3/31/2020","90"
"State","Commonwealth","All","All","All","45 to 49 years","2020","2020 Q1","1/1/2020-3/31/2020","58"
"State","Commonwealth","All","All","All","50 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020","41"
"State","Commonwealth","All","All","All","56 to 99 years","2020","2020 Q1","1/1/2020-3/31/2020","23"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","214"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","500"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","54"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","625"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","35"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","238"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","271"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2020","2020 Q1","1/1/2020-3/31/2020","205"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","351"
"State","Commonwealth","All","All","All","0 to 11 years","2020","2020 Q2","4/1/2020-6/30/2020","0"
"State","Commonwealth","All","All","All","12 to 19 years","2020","2020 Q2","4/1/2020-6/30/2020","0"
"State","Commonwealth","All","All","All","20 to 24 years","2020","2020 Q2","4/1/2020-6/30/2020","18"
"State","Commonwealth","All","All","All","25 to 29 years","2020","2020 Q2","4/1/2020-6/30/2020","60"
"State","Commonwealth","All","All","All","30 to 34 years","2020","2020 Q2","4/1/2020-6/30/2020","91"
"State","Commonwealth","All","All","All","35 to 39 years","2020","2020 Q2","4/1/2020-6/30/2020","79"
"State","Commonwealth","All","All","All","40 to 44 years","2020","2020 Q2","4/1/2020-6/30/2020","44"
"State","Commonwealth","All","All","All","45 to 49 years","2020","2020 Q2","4/1/2020-6/30/2020","28"
"State","Commonwealth","All","All","All","50 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020","17"
"State","Commonwealth","All","All","All","56 to 99 years","2020","2020 Q2","4/1/2020-6/30/2020","14"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","83"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","268"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","31"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","290"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","30"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","157"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","61"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2020","2020 Q2","4/1/2020-6/30/2020","133"
"State","Commonwealth","All","All","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","297"
"State","Commonwealth","All","All","All","0 to 11 years","2020","2020 Q3","7/1/2020-9/30/2020","0"
"State","Commonwealth","All","All","All","12 to 19 years","2020","2020 Q3","7/1/2020-9/30/2020","0"
"State","Commonwealth","All","All","All","20 to 24 years","2020","2020 Q3","7/1/2020-9/30/2020","17"
"State","Commonwealth","All","All","All","25 to 29 years","2020","2020 Q3","7/1/2020-9/30/2020","56"
"State","Commonwealth","All","All","All","30 to 34 years","2020","2020 Q3","7/1/2020-9/30/2020","77"
"State","Commonwealth","All","All","All","35 to 39 years","2020","2020 Q3","7/1/2020-9/30/2020","72"
"State","Commonwealth","All","All","All","40 to 44 years","2020","2020 Q3","7/1/2020-9/30/2020","30"
"State","Commonwealth","All","All","All","45 to 49 years","2020","2020 Q3","7/1/2020-9/30/2020","14"
"State","Commonwealth","All","All","All","50 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020","19"
"State","Commonwealth","All","All","All","56 to 99 years","2020","2020 Q3","7/1/2020-9/30/2020","12"
"State","Commonwealth","Female","All","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","62"
"State","Commonwealth","Male","All","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","235"
"State","Commonwealth","All","Black/African American","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","17"
"State","Commonwealth","All","Caucasian","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","265"
"State","Commonwealth","All","Unidentified","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","15"
"State","Commonwealth","All","Asian","All","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","0"
"State","Commonwealth","All","All","Vivitrol","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","104"
"State","Commonwealth","All","All","Suboxone","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","89"
"State","Commonwealth","All","All","Sublocade","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","0"
"State","Commonwealth","All","All","Revia","All (0 to 99 years)","2020","2020 Q3","7/1/2020-9/30/2020","104"
