"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Luzerne County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.00","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","125",,"Number of dependent children removed where parental drug use was a factor","62555",,"Children in area, estimated by American Community Survey","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)"
"County","Berks County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.39","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","131",,"Number of dependent children removed where parental drug use was a factor","94216",,"Children in area, estimated by American Community Survey","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)"
"County","Allegheny County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.96","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","221",,"Number of dependent children in kinship care where parental drug use was a factor","231334",,"Children in area, estimated by American Community Survey","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Lackawanna County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.47","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","20",,"Number of dependent children removed where parental drug use was a factor","42986",,"Children in area, estimated by American Community Survey","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Crawford County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.90","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","34",,"Number of dependent children removed where parental drug use was a factor","17937",,"Children in area, estimated by American Community Survey","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Fulton County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","2948",,"Children in area, estimated by American Community Survey","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)"
"County","Berks County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.63","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","154",,"Number of dependent children removed where parental drug use was a factor","94476",,"Children in area, estimated by American Community Survey","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)"
"County","Mifflin County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.24","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children in kinship care where parental drug use was a factor","10449",,"Children in area, estimated by American Community Survey","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)"
"County","Union County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","7955",,"Children in area, estimated by American Community Survey","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)"
"County","Luzerne County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","62555",,"Children in area, estimated by American Community Survey","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)"
"County","Northumberland County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.52","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","46",,"Number of dependent children removed where parental drug use was a factor","18238",,"Children in area, estimated by American Community Survey","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)"
"County","Wyoming County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.01","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children in kinship care where parental drug use was a factor","5478",,"Children in area, estimated by American Community Survey","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)"
"County","Clearfield County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.63","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","39",,"Number of dependent children removed where parental drug use was a factor","14817",,"Children in area, estimated by American Community Survey","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)"
"County","Westmoreland County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.39","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","26",,"Number of dependent children in kinship care where parental drug use was a factor","66980",,"Children in area, estimated by American Community Survey","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)"
"County","Lycoming County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","23461",,"Children in area, estimated by American Community Survey","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)"
"County","Clarion County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7309",,"Children in area, estimated by American Community Survey","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)"
"County","Fayette County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","25345",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Juniata County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","5574",,"Children in area, estimated by American Community Survey","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)"
"County","Warren County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","7740",,"Children in area, estimated by American Community Survey","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Greene County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","7.88","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","56",,"Number of dependent children removed where parental drug use was a factor","7110",,"Children in area, estimated by American Community Survey","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)"
"County","Somerset County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.81","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","25",,"Number of dependent children in kinship care where parental drug use was a factor","13841",,"Children in area, estimated by American Community Survey","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)"
"County","Bucks County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.87","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","113",,"Number of dependent children in kinship care where parental drug use was a factor","129169",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"County","Franklin County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.24","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","43",,"Number of dependent children removed where parental drug use was a factor","34785",,"Children in area, estimated by American Community Survey","28","28","42","055","(39.9278619704, -77.7239884483)","POINT (-77.7239884483 39.9278619704)"
"County","Lebanon County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","31635",,"Children in area, estimated by American Community Survey","38","38","42","075","(40.3675970024, -76.4618257486)","POINT (-76.4618257486 40.3675970024)"
"County","Elk County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","6074",,"Children in area, estimated by American Community Survey","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)"
"County","Pike County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.69","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","27",,"Number of dependent children in kinship care where parental drug use was a factor","10032",,"Children in area, estimated by American Community Survey","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Erie County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.33","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","137",,"Number of dependent children removed where parental drug use was a factor","58915",,"Children in area, estimated by American Community Survey","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)"
"County","Allegheny County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.26","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","292",,"Number of dependent children removed where parental drug use was a factor","231334",,"Children in area, estimated by American Community Survey","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Somerset County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.23","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","17",,"Number of dependent children in kinship care where parental drug use was a factor","13854",,"Children in area, estimated by American Community Survey","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)"
"County","York County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","98757",,"Children in area, estimated by American Community Survey","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)"
"County","Armstrong County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.42","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","12679",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Cumberland County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.20","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","60",,"Number of dependent children removed where parental drug use was a factor","50118",,"Children in area, estimated by American Community Survey","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)"
"County","Adams County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","20918",,"Children in area, estimated by American Community Survey","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)"
"County","Fulton County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","3075",,"Children in area, estimated by American Community Survey","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)"
"County","Jefferson County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","9382",,"Children in area, estimated by American Community Survey","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Elk County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","6007",,"Children in area, estimated by American Community Survey","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)"
"County","Erie County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.48","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","29",,"Number of dependent children in kinship care where parental drug use was a factor","59836",,"Children in area, estimated by American Community Survey","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)"
"County","Northampton County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.56","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","34",,"Number of dependent children in kinship care where parental drug use was a factor","61052",,"Children in area, estimated by American Community Survey","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)"
"County","Venango County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","10669",,"Children in area, estimated by American Community Survey","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)"
"County","Cumberland County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.45","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children in kinship care where parental drug use was a factor","50557",,"Children in area, estimated by American Community Survey","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)"
"County","Westmoreland County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.49","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","33",,"Number of dependent children removed where parental drug use was a factor","66980",,"Children in area, estimated by American Community Survey","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)"
"County","Fulton County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","2948",,"Children in area, estimated by American Community Survey","29","29","42","057","(39.9248751086, -78.1148504535)","POINT (-78.1148504535 39.9248751086)"
"County","Sullivan County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","720",,"Children in area, estimated by American Community Survey","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)"
"County","Pike County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.10","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children removed where parental drug use was a factor","10032",,"Children in area, estimated by American Community Survey","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Carbon County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.97","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","12",,"Number of dependent children removed where parental drug use was a factor","12390",,"Children in area, estimated by American Community Survey","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)"
"County","Crawford County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.26","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","23",,"Number of dependent children in kinship care where parental drug use was a factor","18207",,"Children in area, estimated by American Community Survey","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Monroe County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.90","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","30",,"Number of dependent children removed where parental drug use was a factor","33335",,"Children in area, estimated by American Community Survey","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)"
"County","Crawford County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.46","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","27",,"Number of dependent children in kinship care where parental drug use was a factor","18464",,"Children in area, estimated by American Community Survey","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Washington County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","40570",,"Children in area, estimated by American Community Survey","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Bucks County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.42","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","188",,"Number of dependent children removed where parental drug use was a factor","132392",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"County","Pike County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","10797",,"Children in area, estimated by American Community Survey","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Northampton County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","60725",,"Children in area, estimated by American Community Survey","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)"
"County","Potter County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","3601",,"Children in area, estimated by American Community Survey","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)"
"County","Clarion County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","3.56","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","26",,"Number of dependent children in kinship care where parental drug use was a factor","7305",,"Children in area, estimated by American Community Survey","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)"
"County","Jefferson County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9382",,"Children in area, estimated by American Community Survey","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Bedford County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9906",,"Children in area, estimated by American Community Survey","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Lycoming County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.10","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","26",,"Number of dependent children removed where parental drug use was a factor","23647",,"Children in area, estimated by American Community Survey","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)"
"County","Somerset County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.72","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","37",,"Number of dependent children removed where parental drug use was a factor","13615",,"Children in area, estimated by American Community Survey","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)"
"County","Pike County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","10320",,"Children in area, estimated by American Community Survey","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Somerset County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","3.32","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","46",,"Number of dependent children removed where parental drug use was a factor","13841",,"Children in area, estimated by American Community Survey","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)"
"County","Cumberland County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.22","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","61",,"Number of dependent children in kinship care where parental drug use was a factor","50175",,"Children in area, estimated by American Community Survey","21","21","42","041","(40.167598388, -77.268662705)","POINT (-77.268662705 40.167598388)"
"County","York County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.89","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","88",,"Number of dependent children removed where parental drug use was a factor","98757",,"Children in area, estimated by American Community Survey","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)"
"County","Bucks County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.80","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","104",,"Number of dependent children removed where parental drug use was a factor","130567",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"County","Sullivan County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","740",,"Children in area, estimated by American Community Survey","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)"
"County","Bradford County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","13560",,"Children in area, estimated by American Community Survey","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Franklin County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.46","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children removed where parental drug use was a factor","34814",,"Children in area, estimated by American Community Survey","28","28","42","055","(39.9278619704, -77.7239884483)","POINT (-77.7239884483 39.9278619704)"
"County","Potter County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","3498",,"Children in area, estimated by American Community Survey","53","53","42","105","(41.7442064382, -77.8987922939)","POINT (-77.8987922939 41.7442064382)"
"County","Lawrence County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","17835",,"Children in area, estimated by American Community Survey","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Carbon County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","12626",,"Children in area, estimated by American Community Survey","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)"
"County","Venango County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.54","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children removed where parental drug use was a factor","10423",,"Children in area, estimated by American Community Survey","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)"
