"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","rate_of_neonates_with","type_of_rate","number_of_neonates_with","number_of_neonates_with_1","number_of_neonates_with_2","total_number_of_hospital","total_number_of_hospital_1","total_number_of_hospital_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Susquehanna County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","96.77","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","15",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","155",,"Live births in hospitals","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Monroe County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","55.96","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","38",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","679",,"Live births in hospitals","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)"
"County","Susquehanna County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","165",,"Live births in hospitals","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Carbon County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","93.96","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","28",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","298",,"Live births in hospitals","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)"
"County","Tioga County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","178",,"Live births in hospitals","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)"
"County","Bradford County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","306",,"Live births in hospitals","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Greene County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","197.86","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","37",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","187",,"Live births in hospitals","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)"
"County","Pike County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","96.15","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","15",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","156",,"Live births in hospitals","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Crawford County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","60.06","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","20",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","333",,"Live births in hospitals","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Northampton County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1225",,"Live births in hospitals","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)"
"County","York County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","27.73","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","53",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1911",,"Live births in hospitals","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)"
"County","Fayette County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","166.00","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","125",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","753",,"Live births in hospitals","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Lancaster County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","48.54","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","95",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1957",,"Live births in hospitals","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)"
"County","Clinton County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","137",,"Live births in hospitals","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Chester County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","41.67","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","47",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1128",,"Live births in hospitals","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"State","Commonwealth","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","70.79","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","3714",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","52462",,"Live births in hospitals","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Perry County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","98.04","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","15",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","153",,"Live births in hospitals","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Washington County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","741",,"Live births in hospitals","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Columbia County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","62.26","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","16",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","257",,"Live births in hospitals","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Westmoreland County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","117.28","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","114",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","972",,"Live births in hospitals","65","65","42","129","(40.3103149985, -79.471341176)","POINT (-79.471341176 40.3103149985)"
"County","Delaware County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","136.13","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","237",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1741",,"Live births in hospitals","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.4062771212 39.9165786652)"
"County","Huntingdon County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","169",,"Live births in hospitals","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","Crawford County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","72.25","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","25",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","346",,"Live births in hospitals","20","20","42","039","(41.6854690692, -80.1132108295)","POINT (-80.1132108295 41.6854690692)"
"County","Clearfield County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","339",,"Live births in hospitals","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)"
"County","Luzerne County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1980",,"Live births in hospitals","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.1783643884)"
"County","Snyder County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","110",,"Live births in hospitals","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Washington County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","101.61","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","63",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","620",,"Live births in hospitals","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Erie County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","56.48","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","85",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1505",,"Live births in hospitals","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)"
"County","Montour County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","50",,"Live births in hospitals","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","McKean County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","71.82","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","13",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","181",,"Live births in hospitals","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.5712201998 41.810370736)"
"County","Armstrong County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","63.83","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","15",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","235",,"Live births in hospitals","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Cameron County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","17",,"Live births in hospitals","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)"
"County","Lackawanna County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","72.85","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","77",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1057",,"Live births in hospitals","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Centre County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","246",,"Live births in hospitals","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)"
"County","Blair County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","65.69","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","36",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","548",,"Live births in hospitals","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)"
"County","Montgomery County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","53.88","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","93",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1726",,"Live births in hospitals","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)"
"County","Philadelphia County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","47.32","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","577",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","12193",,"Live births in hospitals","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Forest County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","14",,"Live births in hospitals","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"State","Commonwealth","Female","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","69.59","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","1774",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","25494",,"Live births in hospitals","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Lawrence County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","113.16","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","49",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","433",,"Live births in hospitals","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Montgomery County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","54.12","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","105",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1940",,"Live births in hospitals","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)"
"County","Mifflin County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","225",,"Live births in hospitals","44","44","42","087","(40.6127492804, -77.6200308901)","POINT (-77.6200308901 40.6127492804)"
"County","Pike County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","173",,"Live births in hospitals","52","52","42","103","(41.332571995, -75.0327092448)","POINT (-75.0327092448 41.332571995)"
"County","Carbon County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","289",,"Live births in hospitals","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)"
"County","Sullivan County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","14",,"Live births in hospitals","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)"
"County","Bedford County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","90.00","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","18",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","200",,"Live births in hospitals","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Philadelphia County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","51.06","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","612",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","11986",,"Live births in hospitals","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Elk County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","259.26","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","28",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","108",,"Live births in hospitals","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)"
"County","Huntingdon County","All","<90 days","2018","2018 Annual","1/1/2018-12/31/2018","59.46","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","11",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","185",,"Live births in hospitals","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","Cambria County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","123.24","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","70",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","568",,"Live births in hospitals","11","11","42","021","(40.4912749067, -78.7189417385)","POINT (-78.7189417385 40.4912749067)"
"County","Sullivan County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life",,"Not displayed when total number of hospital live births is less than 11","Live births in hospitals","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)"
"County","Lehigh County","All","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","43.21","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","77",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1782",,"Live births in hospitals","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)"
"County","Warren County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","156",,"Live births in hospitals","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Adams County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","56.85","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","22",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","387",,"Live births in hospitals","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)"
"County","Somerset County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","116.47","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","29",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","249",,"Live births in hospitals","56","56","42","111","(39.9714629901, -79.0310020611)","POINT (-79.0310020611 39.9714629901)"
"County","Venango County","All","<90 days","2020","2020 Annual","1/1/2020-12/31/2020","88.79","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","19",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","214",,"Live births in hospitals","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)"
"County","Erie County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","1539",,"Live births in hospitals","25","25","42","049","(41.9941378702, -80.0407591036)","POINT (-80.0407591036 41.9941378702)"
"County","Jefferson County","All","<90 days","2017","2017 Annual","1/1/2017-12/31/2017","72.92","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","14",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","192",,"Live births in hospitals","33","33","42","065","(41.1313909115, -79.0010181419)","POINT (-79.0010181419 41.1313909115)"
"County","Indiana County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","287",,"Live births in hospitals","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)"
"State","Commonwealth","Male","<90 days","2016","2016 Annual","1/1/2016-12/31/2016","68.35","Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births","1850",,"Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","27065",,"Live births in hospitals","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Schuylkill County","All","<90 days","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of neonates with withdrawal symptoms or maternal substance exposure in first 90 days of life per 1,000 live births",,"Not displayed when total number of neonates with withdrawal symptoms or maternal substance exposure is less than 11","Neonates diagnosed with withdrawal symptoms using ICD-10 code P96.1 or maternal substance exposure using ICD-10 code P04.49 in first 90 days of life","684",,"Live births in hospitals","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431)"
