"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Potter","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","53","53","42","105","POINT (-77.8987922939 41.7442064382)"
"County","Lackawanna","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","64.57","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","164","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2540","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","35","35","42","069","POINT (-75.6121834524 41.4391006428)"
"County","Lebanon","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","30.46","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","29","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","952","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","38","38","42","075","POINT (-76.4618257486 40.3675970024)"
"County","Armstrong","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","67.75","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","75","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1107","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","3","03","42","005","POINT (-79.4731689893 40.8150952555)"
"County","Mifflin","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","71.24","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","379","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","44","44","42","087","POINT (-77.6200308901 40.6127492804)"
"County","Washington","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","51.34","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","144","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2805","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","63","63","42","125","POINT (-80.2518008276 40.1910966345)"
"County","Montour","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","21","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","47","47","42","093","POINT (-76.6647052668 41.0280182438)"
"County","Tioga","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","55.17","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","16","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","290","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","59","59","42","117","POINT (-77.2578807579 41.7733383358)"
"County","Crawford","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","112.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","73","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","651","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","20","20","42","039","POINT (-80.1132108295 41.6854690692)"
"County","Forest","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","16","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","27","27","42","053","POINT (-79.2378099483 41.5135787577)"
"State","Commonwealth","Male","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","24.92","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","2409","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","96661","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Franklin","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","67.24","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","39","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","580","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","28","28","42","055","POINT (-77.7239884483 39.9278619704)"
"County","McKean","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","12","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","42","42","42","083","POINT (-78.5712201998 41.810370736)"
"County","Cumberland","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","63.36","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","129","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2036","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","21","21","42","041","POINT (-77.268662705 40.167598388)"
"County","Huntingdon","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","117.94","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","48","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","407","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","31","31","42","061","POINT (-77.9827661036 40.4161050032)"
"County","Armstrong","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","44.93","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","47","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1046","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","3","03","42","005","POINT (-79.4731689893 40.8150952555)"
"County","Westmoreland","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","38.85","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","175","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4505","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","65","65","42","129","POINT (-79.471341176 40.3103149985)"
"County","Washington","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","43.43","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","168","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3868","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","63","63","42","125","POINT (-80.2518008276 40.1910966345)"
"County","Lackawanna","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","45.29","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","149","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3290","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","35","35","42","069","POINT (-75.6121834524 41.4391006428)"
"County","Mercer","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","41.94","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","63","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1502","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","43","43","42","085","POINT (-80.2600941079 41.302377765)"
"County","Centre","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","136.86","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","75","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","548","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","14","14","42","027","POINT (-77.8250011212 40.9193135008)"
"County","Snyder","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","14","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","55","55","42","109","POINT (-77.0725596804 40.7711373692)"
"County","Bradford","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","66.01","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","409","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","8","08","42","015","POINT (-76.5182562384 41.7911781401)"
"County","Fayette","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","44.04","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","120","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2725","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","26","26","42","051","POINT (-79.6518963464 39.919447803)"
"County","Butler","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","30.71","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","94","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3061","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","10","10","42","019","POINT (-79.9171177889 40.9108318483)"
"State","Commonwealth","All","20-24 years","2019","2019 Annual","1/1/2019-12/31/2019","82.20","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","605","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7360","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Crawford","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","100.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","70","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","699","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","20","20","42","039","POINT (-80.1132108295 41.6854690692)"
"County","Luzerne","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","54.87","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","282","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5139","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","40","40","42","079","POINT (-75.991996098 41.1783643884)"
"County","Schuylkill","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","103.86","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","86","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","828","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","54","54","42","107","POINT (-76.223323851 40.707512431)"
"County","Susquehanna","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","24.69","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","12","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","486","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","58","58","42","115","POINT (-75.8025030296 41.8205685982)"
"County","Chester","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","16.10","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","81","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5032","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","15","15","42","029","POINT (-75.7562649818 39.9748705566)"
"County","Dauphin","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","34.39","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","94","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2733","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","22","22","42","043","POINT (-76.7796056802 40.4197463597)"
"County","Clearfield","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","143.12","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","77","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","538","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","17","17","42","033","POINT (-78.4755834299 41.0004290024)"
"County","Potter","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","8","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","53","53","42","105","POINT (-77.8987922939 41.7442064382)"
"County","York","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","46.08","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","204","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4427","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","67","67","42","133","POINT (-76.7257605231 39.9219253124)"
"County","Butler","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","31.69","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","63","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1988","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","10","10","42","019","POINT (-79.9171177889 40.9108318483)"
"State","Commonwealth","All","30-34 years","2018","2018 Annual","1/1/2018-12/31/2018","83.22","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1992","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","23937","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Allegheny","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","27.78","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","619","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","22286","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","2","02","42","003","POINT (-79.9861984282 40.4673554298)"
"County","Huntingdon","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","49","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","31","31","42","061","POINT (-77.9827661036 40.4161050032)"
"County","Montgomery","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","24.63","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","201","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","8160","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","46","46","42","091","POINT (-75.3725200072 40.209898739)"
"County","Northumberland","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","50.30","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","50","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","994","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","49","49","42","097","POINT (-76.7118842273 40.8515092572)"
"County","Cameron","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","12","12","42","023","POINT (-78.2091693241 41.4388026531)"
"County","Tioga","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","71.61","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","28","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","391","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","59","59","42","117","POINT (-77.2578807579 41.7733383358)"
"County","Cumberland","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","51.28","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","80","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1560","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","21","21","42","041","POINT (-77.268662705 40.167598388)"
"County","Elk","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","11","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","24","24","42","047","POINT (-78.6494771322 41.4281941606)"
"County","McKean","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","18","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","42","42","42","083","POINT (-78.5712201998 41.810370736)"
"State","Commonwealth","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","37.14","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","5522","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","148678","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Indiana","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","46.58","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","45","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","966","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","32","32","42","063","POINT (-79.0933349286 40.6529549748)"
"State","Commonwealth","Male","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","34.00","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","3924","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","115399","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lancaster","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","39.72","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","165","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4154","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","36","36","42","071","POINT (-76.2513876838 40.0459079619)"
"County","Snyder","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","18","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","55","55","42","109","POINT (-77.0725596804 40.7711373692)"
"County","Centre","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","146.57","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","62","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","423","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","14","14","42","027","POINT (-77.8250011212 40.9193135008)"
"County","Clarion","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","22.00","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","9","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","409","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","16","16","42","031","POINT (-79.4248360769 41.1927912877)"
"County","Berks","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","26.82","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","92","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3430","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","6","06","42","011","POINT (-75.9307732705 40.4193963513)"
"County","Montour","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","13","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","47","47","42","093","POINT (-76.6647052668 41.0280182438)"
"County","Juniata","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","8","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","34","34","42","067","POINT (-77.405775001 40.5343300836)"
"County","Wayne","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","166.67","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","53","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","318","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","64","64","42","127","POINT (-75.3051535022 41.6496980525)"
"County","Pike","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","32.26","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","21","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","651","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","52","52","42","103","POINT (-75.0327092448 41.332571995)"
"County","Wyoming","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","19","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","66","66","42","131","POINT (-76.0181300338 41.5189248803)"
"County","Montgomery","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","34.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","218","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6236","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","46","46","42","091","POINT (-75.3725200072 40.209898739)"
"County","Lancaster","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","28.49","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","116","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","4072","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","36","36","42","071","POINT (-76.2513876838 40.0459079619)"
"County","Bedford","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","5","05","42","009","POINT (-78.4911647381 40.0073753643)"
"County","Delaware","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","31.28","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","245","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7832","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","23","23","42","045","POINT (-75.4062771212 39.9165786652)"
"County","Cameron","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","12","12","42","023","POINT (-78.2091693241 41.4388026531)"
