"age_group","race_group","gender","county_name","rate","type_of_rate","overdose_type","time_measure","year","time_period","quarter_date_start","notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","georeferenced_latitude_longitude"
"All Ages","All Races","All Genders","Monroe","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"45","45","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"All Ages","All Races","All Genders","Clearfield",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","17","17","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"All Ages","All Races","All Genders","Lebanon","11.441","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000",,"38","38","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"All Ages","All Races","All Genders","Jefferson",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","33","33","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"All Ages","All Races","All Genders","Jefferson",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","33","33","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"All Ages","All Races","All Genders","Berks","5.093","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2018","2018 Q1","2018-01-01T00:00:00.000",,"6","06","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"All Ages","All Races","All Genders","Montgomery","0.421","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"46","46","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"All Ages","White","All Genders","Pennsylvania","0.808","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"15-24","All Races","All Genders","Pennsylvania","2.292","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Montgomery","6.198","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000",,"46","46","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"All Ages","All Races","All Genders","Erie",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","25","25","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"All Ages","All Races","All Genders","Tioga",,"Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"All Ages","All Races","All Genders","Dauphin","18.179","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"22","22","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"All Ages","All Races","All Genders","Lancaster","15.152","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"All Ages","All Races","All Genders","Juniata",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"All Ages","All Races","All Genders","Centre","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"14","14","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"All Ages","All Races","All Genders","Juniata",,"Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","34","34","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"All Ages","All Races","All Genders","Blair","1.296","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"All Ages","All Races","All Genders","Lancaster","1.209","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2020","2020 Q2","2020-04-01T00:00:00.000",,"36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"All Ages","All Races","All Genders","Monroe","1.18","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q1","2018-01-01T00:00:00.000",,"45","45","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"All Ages","All Races","All Genders","Centre",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","14","14","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"All Ages","All Races","All Genders","Centre","0","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000",,"14","14","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"All Ages","All Races","All Genders","Allegheny","22.262","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"All Ages","All Races","All Genders","Berks","45.763","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"6","06","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"All Ages","All Races","All Genders","Greene",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","30","30","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"All Ages","All Races","All Genders","Tioga","0","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"All Ages","All Races","All Genders","Berks","15.724","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"6","06","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"65+","All Races","All Genders","Pennsylvania","2.996","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Perry","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"All Ages","All Races","All Genders","Bedford",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","5","05","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"All Ages","All Races","All Genders","Mifflin","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"44","44","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"All Ages","All Races","All Genders","Montgomery","7.531","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"46","46","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"All Ages","All Races","All Genders","Blair","2.873","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"All Ages","White","All Genders","Pennsylvania","1.118","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Indiana","48.212","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"32","32","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"All Ages","All Races","All Genders","Cameron",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","12","12","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"All Ages","All Races","Male","Pennsylvania","27.374","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2020","2020 Q4","2020-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","Female","Pennsylvania","60.806","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Other Races","All Genders","Pennsylvania","120.521","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Bucks","18.526","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"9","09","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"All Ages","All Races","All Genders","Erie","2.646","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"25","25","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"All Ages","All Races","All Genders","Lycoming",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000","Not displayed when count is between 1 and 4.","41","41","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"All Ages","All Races","All Genders","Bucks","1.178","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"9","09","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"All Ages","All Races","All Genders","Mifflin","8.886","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2020","2020 Q2","2020-04-01T00:00:00.000",,"44","44","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"All Ages","All Races","All Genders","Fayette","71.547","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"26","26","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"35-44","All Races","All Genders","Pennsylvania","13.219","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q1","2019-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Monroe","11.567","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"45","45","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"All Ages","All Races","All Genders","Huntingdon",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","31","31","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"All Ages","All Races","All Genders","Blair","11.968","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"7","07","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"All Ages","All Races","All Genders","Sullivan","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"57","57","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"All Ages","All Races","All Genders","Washington","0.532","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"63","63","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"All Ages","All Races","All Genders","Montour","0","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"47","47","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"All Ages","All Races","All Genders","McKean",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","42","42","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"All Ages","All Races","All Genders","Lancaster","7.238","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"45-54","All Races","All Genders","Pennsylvania","2.332","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Perry",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"All Ages","All Races","All Genders","Clarion",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"All Ages","All Races","All Genders","Warren",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"All Ages","All Races","All Genders","Mercer","80.412","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"43","43","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"All Ages","All Races","All Genders","Delaware","32.044","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"23","23","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"0-14","All Races","All Genders","Pennsylvania","0.06","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Lehigh","0.628","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"39","39","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"All Ages","All Races","All Genders","Crawford","8.821","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"20","20","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"All Ages","All Races","All Genders","Warren","6.076","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2018","2018 Q2","2018-04-01T00:00:00.000",,"62","62","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"All Ages","All Races","All Genders","Allegheny","1.305","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2018","2018 Q1","2018-01-01T00:00:00.000",,"2","02","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"All Ages","All Races","All Genders","Westmoreland","10.977","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"All Ages","All Races","All Genders","Clarion","3.64","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000",,"16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"55-64","All Races","All Genders","Pennsylvania","7.095","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2018","2018 Q2","2018-04-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Carbon","134.391","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"13","13","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"All Ages","All Races","All Genders","Clarion","57.277","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"16","16","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"All Ages","All Races","All Genders","Perry",,"Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","50","50","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"All Ages","All Races","All Genders","Westmoreland","0.545","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"All Ages","All Races","All Genders","Cumberland","10.484","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"21","21","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"All Ages","All Races","All Genders","Snyder",,"Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2020","2020 Q2","2020-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"All Ages","All Races","All Genders","Washington","1.929","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2018","2018 Q3","2018-07-01T00:00:00.000",,"63","63","42","125","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"All Ages","All Races","All Genders","Somerset","55.311","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2018","2018 Q4","2018-10-01T00:00:00.000",,"56","56","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"0-14","All Races","All Genders","Pennsylvania","0.055","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"0-14","All Races","All Genders","Pennsylvania","85.571","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2021","2021 Q1","2021-01-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Philadelphia","31.34","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"51","51","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"All Ages","All Races","All Genders","Mercer","3.389","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2021","2021 Q4","2021-10-01T00:00:00.000",,"43","43","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"All Ages","All Races","All Genders","Lackawanna",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000","Not displayed when count is between 1 and 4.","35","35","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"All Ages","All Races","All Genders","Tioga","0","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"59","59","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"All Ages","All Races","All Genders","Potter","0","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"53","53","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"All Ages","All Races","All Genders","Crawford","8.744","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"20","20","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"All Ages","All Races","All Genders","Butler","0.91","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"10","10","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"All Ages","All Races","All Genders","Snyder",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","55","55","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"All Ages","All Races","All Genders","Westmoreland","0.928","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"65","65","42","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"0-14","All Races","All Genders","Pennsylvania","41.601","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","Bradford","0","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2021","2021 Q3","2021-07-01T00:00:00.000",,"8","08","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"All Ages","All Races","All Genders","York",,"Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2021","2021 Q2","2021-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","67","67","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"All Ages","All Races","All Genders","Wyoming",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","66","66","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"All Ages","All Races","Male","Pennsylvania","104.751","Rate of ED Visits per 10,000 Visits (by facility location)","Any Drug Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"All Ages","All Races","All Genders","McKean","5.169","Rate of ED Visits per 10,000 Population (by home location)","Any Drug Overdose","Quarterly","2020","2020 Q3","2020-07-01T00:00:00.000",,"42","42","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"All Ages","All Races","All Genders","Monroe",,"Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000","Not displayed when count is between 1 and 4.","45","45","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"All Ages","All Races","All Genders","Armstrong","13.284","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2016","2016 Q3","2016-07-01T00:00:00.000",,"3","03","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"All Ages","All Races","All Genders","Cumberland","8.745","Rate of ED Visits per 10,000 Visits (by facility location)","Any Opioid Overdose","Quarterly","2019","2019 Q2","2019-04-01T00:00:00.000",,"21","21","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"All Ages","All Races","All Genders","Elk",,"Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2017","2017 Q2","2017-04-01T00:00:00.000","Not displayed when count is between 1 and 4.","24","24","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"All Ages","All Races","All Genders","Lancaster","12.308","Rate of ED Visits per 10,000 Visits (by facility location)","Heroin Overdose","Quarterly","2017","2017 Q1","2017-01-01T00:00:00.000",,"36","36","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"All Ages","All Races","All Genders","McKean","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2016","2016 Q4","2016-10-01T00:00:00.000",,"42","42","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"All Ages","All Races","All Genders","Mifflin","0","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2019","2019 Q4","2019-10-01T00:00:00.000",,"44","44","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"All Ages","All Races","All Genders","Carbon","11.02","Rate of ED Visits per 10,000 Visits (by facility location)","Stimulant Overdose","Quarterly","2017","2017 Q4","2017-10-01T00:00:00.000",,"13","13","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"All Ages","All Races","All Genders","Cameron","0","Rate of ED Visits per 10,000 Population (by home location)","Heroin Overdose","Quarterly","2017","2017 Q3","2017-07-01T00:00:00.000",,"12","12","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"All Ages","All Races","All Genders","Philadelphia","0.884","Rate of ED Visits per 10,000 Population (by home location)","Stimulant Overdose","Quarterly","2020","2020 Q1","2020-01-01T00:00:00.000",,"51","51","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"All Ages","All Races","All Genders","York","2.761","Rate of ED Visits per 10,000 Population (by home location)","Any Opioid Overdose","Quarterly","2019","2019 Q3","2019-07-01T00:00:00.000",,"67","67","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
