"the_geom","x","y","name","address","city_1","state","zip","phone","directions"
"POINT (-75.120697242763 40.143493261887)","-75.120697239999998","40.14349326","DICKS SPORTING GOODS 98","2510 MORELAND ROAD","WILLOW GROVE","PA","19090","2156578977","http://maps.google.com/maps?q=40.14349326,-75.12069724"
"POINT (-78.389381008804 40.500420228824)","-78.389381400000005","40.500423400000003","AAA EAST CENTRAL ALTOONA","1634 VALLEY VIEW BLVD","ALTOONA","PA","16602-6041","8149461277","http://maps.google.com/maps?q=40.5004234,-78.3893814"
"POINT (-80.01944132984 40.551097834075)","-80.019441330000006","40.551097830000003","DUNHAM'S SPORTS 145","8070 MCKNIGHT RD","PITTSBURGH","PA","15237","4123640315","http://maps.google.com/maps?q=40.55109783,-80.01944133"
"POINT (-79.809868857546 41.401892636083)","-79.809868859999995","41.40189264","AAA EAST CENTRAL FRANKLIN","491 ALLEGHENY BLVD STE 200","FRANKLIN","PA","16323-2975","8144323960","http://maps.google.com/maps?q=41.40189264,-79.80986886"
"POINT (-76.996952240981 39.822337411137)","-76.996952239999999","39.822337410000003","DICKS SPORTING GOODS 382","1155 CARLISLE STREET","HANOVER","PA","17331","7176329362","http://maps.google.com/maps?q=39.82233741,-76.99695224"
"POINT (-78.560403706306 41.40940893497)","-78.560403710000003","41.409408929999998","DUNHAM'S SPORTS 45","863 ST MARYS STREET","SAINT MARYS","PA","15857","8148340080","http://maps.google.com/maps?q=41.40940893,-78.56040371"
"POINT (-77.654679299183 41.017517946955)","-77.654681999999994","41.017522999999997","LAKEWOODS OUTDOOR SUPPLY LLC","263 E MAIN ST","HOWARD","PA","16841-3523","8147776205","http://maps.google.com/maps?q=41.017523,-77.654682"
"POINT (-78.652974305817 41.929771245124)","-78.652974310000005","41.929771250000002","AAA EAST CENTRAL BRADFORD","587 SOUTH AVE","BRADFORD","PA","16701-3975","8143683113","http://maps.google.com/maps?q=41.92977125,-78.65297431"
"POINT (-79.790985052159 40.434873766325)","-79.790985050000003","40.434873770000003","DUNHAM'S SPORTS 17","3700 WILLIAM PENN HWY","MONROEVILLE","PA","15146","4128565078","http://maps.google.com/maps?q=40.43487377,-79.79098505"
"POINT (-75.727004459217 41.875786770251)","-75.7270015","41.8757856","THOMAS AUCTION GROUP LLC","728 MAIN ST","NEW MILFORD",,"18834","5704652019",
"POINT (-77.988292381989 39.928149007953)","-77.988292380000004","39.928149009999998","BUCHANAN TRAIL SPORTERS","182 BUCHANAN TRAIL STE 175","MC CONNELLSBURG","PA","17233","7174855996","http://maps.google.com/maps?q=39.92814901,-77.98829238"
"POINT (-76.785513525871 40.859456049829)","-76.785513530000003","40.859456049999999","AAA EAST CENTRAL SUNBURY","1001 MARKET ST","SUNBURY","PA","17801-2459","5702864507","http://maps.google.com/maps?q=40.85945605,-76.78551353"
"POINT (-79.808732026978 40.337482974505)","-79.808732030000002","40.337482970000003","AAA EAST CENTRAL WHITEOAK","2001 LINCOLN WAY UNIT 160","WHITE OAK","PA","15131-2419","4126753400","http://maps.google.com/maps?q=40.33748297,-79.80873203"
"POINT (-80.393483396537 41.01647205242)","-80.393483399999994","41.016472049999997","DUNHAM'S SPORTS 19","370 DWORMAN LANE","NEW CASTLE","PA","16101","7246578833","http://maps.google.com/maps?q=41.01647205,-80.3934834"
"POINT (-77.631290130032 39.925420468142)","-77.631290129999996","39.925420469999999","DICKS SPORTING GOODS 1197","1320 LINCOLN WAY E","CHAMBERSBURG","PA","17201","7174468115","http://maps.google.com/maps?q=39.92542047,-77.63129013"
"POINT (-77.142782217244 40.535095958539)","-77.142782220000001","40.53509596","LONGHORN FAMILY CAMPGROUND","226 W JUNIATA PKWY","MILLERSTOWN",,"17062","7174055087","http://maps.google.com/maps?q=40.53509596,-77.14278222"
"POINT (-79.947709459319 40.345538408697)","-79.947709459999999","40.345538410000003","DUNHAM'S SPORTS 48","2315 MOUNTAIN VIEW DR","WEST MIFFLIN","PA","15122","4126550499","http://maps.google.com/maps?q=40.34553841,-79.94770946"
"POINT (-80.172146849591 40.453550676781)","-80.172146850000004","40.453550679999999","DICKS SPORTING GOODS 42","5000 ROBINSON TWN CTR","PITTSBURGH","PA","15205","4127871330","http://maps.google.com/maps?q=40.45355068,-80.17214685"
"POINT (-79.258215914631 40.44043179528)","-79.258221000000006","40.440438","AIM FIRST FIREARMS, LLC","2134 ROUTE 22 HWY W,  SUITE A","BLAIRSVILLE","PA","15717","7243887016","http://maps.google.com/maps?q=40.440438,-79.258221"
"POINT (-75.663676927356 40.233374674166)","-75.663676929999994","40.233374670000003","DICKS SPORTING GOODS 229","351 W SCHUYLKILL ROAD","POTTSTOWN","PA","19465","6103237100","http://maps.google.com/maps?q=40.23337467,-75.66367693"
"POINT (-79.686642738722 41.824456164605)","-79.686633999999998","41.824460000000002","SN HAWLEY LLC","341 MAIN STREET","SPARTANSBURG","PA","16434","8146547044","http://maps.google.com/maps?q=41.82446,-79.686634"
"POINT (-77.69565393415 39.866950577333)","-77.695653930000006","39.866950580000001","MOUNTAIN VIEW FARM & GARDEN SUPPLY","4923 MOLLY PITCHER HWY","CHAMBERSBURG","PA","17202","7173754010","http://maps.google.com/maps?q=39.86695058,-77.69565393"
"POINT (-79.994655999972 41.89366999984)","-79.994656000000006","41.89367","BISON BEER","13782 RT 19","WATERFORD","PA","16441","8142734400","http://maps.google.com/maps?q=41.89367,-79.994656"
"POINT (-76.312033888798 40.06747032696)","-76.312033889999995","40.067470329999999","DICKS SPORTING GOODS 1294","1587 FRUITVILLE PIKE","LANCASTER","PA","17601","7174601010","http://maps.google.com/maps?q=40.06747033,-76.31203389"
"POINT (-79.964387742581 40.340657567681)","-79.964387740000006","40.340657569999998","AAA EAST CENTRAL PLEASANT HL","9 CLAIRTON BLVD","PITTSBURGH","PA","15236-3935","4126556100","http://maps.google.com/maps?q=40.34065757,-79.96438774"
"POINT (-79.160583744176 40.609816359025)","-79.160583740000007","40.609816360000003","AAA EAST CENTRAL INDIANA","1169 WAYNE AVE","INDIANA","PA","15701-3549","7243494193","http://maps.google.com/maps?q=40.60981636,-79.16058374"
"POINT (-80.020234284419 40.570509840406)","-80.020234279999997","40.57050984","DICKS SPORTING GOODS 1142","830 PROVIDENCE BLVD","PITTSBURGH","PA","15237","4125480012","http://maps.google.com/maps?q=40.57050984,-80.02023428"
"POINT (-75.273622082597 40.251857747462)","-75.273622079999996","40.251857749999999","AAA EAST CENTRAL LANSDALE","1250 N BROAD ST","LANSDALE","PA","19446-1106","2158558600","http://maps.google.com/maps?q=40.25185775,-75.27362208"
"POINT (-80.090766575252 42.057572702254)","-80.090766579999993","42.057572700000001","AAA EAST CENTRAL ERIE","6660 PEACH ST UNIT 2","ERIE","PA","16509-7718","8148660246","http://maps.google.com/maps?q=42.0575727,-80.09076658"
"POINT (-75.744156869692 41.547957932153)","-75.744156869999998","41.547957930000003","C C ARMORY LLC","1010 N LACKAWANNA TRL SUITE B","DALTON","PA","18414","5702400778","http://maps.google.com/maps?q=41.54795793,-75.74415687"
"POINT (-79.756102813906 40.435526987688)","-79.756102810000002","40.43552699","AAA EAST CENTRAL MONROEVLL","2725 MOSSIDE BLVD","MONROEVILLE","PA","15146-2741","4128584640","http://maps.google.com/maps?q=40.43552699,-79.75610281"
"POINT (-78.356358667669 40.823269678811)","-78.356352000000001","40.823270000000001","TANNERS HARDWARE","813 CENTENNIAL ST","HOUTZDALE","PA","16651","8143788900","http://maps.google.com/maps?q=40.82327,-78.356352"
"POINT (-79.795143359897 40.431050203188)","-79.795143359999997","40.431050200000001","DICKS SPORTING GOODS 1107","501 MONROEVILLE MALL","MONROEVILLE","PA","15146","7179446541","http://maps.google.com/maps?q=40.4310502,-79.79514336"
"POINT (-80.160794409052 41.622884990422)","-80.160794409999994","41.622884990000003","AAA EAST CENTRAL MEADVILLE","18939 PARK AVENUE PLZ UNIT 7","MEADVILLE","PA","16335-4015","8147242247","http://maps.google.com/maps?q=41.62288499,-80.16079441"
"POINT (-75.523048505608 40.198939945687)","-75.523048509999995","40.198939950000003","AAA EAST CENTRAL ROYERSFRD","70 BUCKWALTER RD","ROYERSFORD","PA","19468-1846","6103236300","http://maps.google.com/maps?q=40.19893995,-75.52304851"
"POINT (-75.492741194858 40.644988196726)","-75.492741190000004","40.6449882","DICKS SPORTING GOODS 171","2643 MACAUTHUR ROAD","WHITEHALL","PA","18052","6102310691","http://maps.google.com/maps?q=40.6449882,-75.49274119"
"POINT (-80.103271110532 40.699980029153)","-80.103268999999997","40.699986000000003","AAA EAST CENTRAL CRAN TWP","20510 ROUTE 19 STORE # 103-104","CRANBERRY TWP","PA","16066","7247721122","http://maps.google.com/maps?q=40.699986,-80.103269"
"POINT (-76.931900391135 40.225443444085)","-76.931900389999996","40.225443439999999","SPORTSMANS WAREHOUSE 607","3500 CAPITAL CITY MALL DR","CAMP HILL","PA","17011","7173072055","http://maps.google.com/maps?q=40.22544344,-76.93190039"
"POINT (-80.311819165635 40.674683748066)","-80.311819170000007","40.67468375","DICKS SPORTING GOODS 328","328 BEAVER VALLEY MALL","MONACA","PA","15061","7247709081","http://maps.google.com/maps?q=40.67468375,-80.31181917"
"POINT (-80.467628388948 41.233401629716)","-80.467628390000002","41.233401630000003","DUNHAM'S SPORTS 132","2267 E STATE ST","HERMITAGE","PA","16148","7243466182","http://maps.google.com/maps?q=41.23340163,-80.46762839"
"POINT (-78.734092262211 41.126771237907)","-78.734092000000004","41.126770999999998","DUNHAM'S SPORTS 79","300 COMMONS DR","DU BOIS","PA","15801","8143726241","http://maps.google.com/maps?q=41.126771,-78.734092"
"POINT (-80.23424095055 40.181011984658)","-80.23424095","40.181011980000001","AAA EAST CENTRAL WSH","196 MURTLAND AVE","WASHINGTON","PA","15301-2902","7242223800","http://maps.google.com/maps?q=40.18101198,-80.23424095"
"POINT (-75.561022303097 40.566081686965)","-75.561022300000005","40.566081689999997","DICKS SPORTING GOODS 1169","707 NORTH KROCKS RD, SUITE 101","ALLENTOWN","PA","18106","4848669428","http://maps.google.com/maps?q=40.56608169,-75.5610223"
"POINT (-80.10835393831 40.36632747357)","-80.10627787","40.366528789999997","DUNHAM'S SPORTS 34","1025 WASHINGTON PIKE","BRIDGEVILLE","PA","15017","4122579100","http://maps.google.com/maps?q=40.36652879,-80.10627787"
"POINT (-80.053943800814 40.611446280152)","-80.053943799999999","40.611446280000003","AAA EAST CENTRAL WEXFORD","10548 PERRY HWY","WEXFORD","PA","15090-9244","7249333000","http://maps.google.com/maps?q=40.61144628,-80.0539438"
"POINT (-77.905104625434 40.812136428044)","-77.905104629999997","40.812136430000002","DICKS SPORTING GOODS 112","325 LOWE'S BLVD","STATE COLLEGE","PA","16803","8148611350","http://maps.google.com/maps?q=40.81213643,-77.90510463"
"POINT (-79.911028188403 40.412065557119)","-79.911028189999996","40.412065560000002","DICKS SPORTING GOODS 129","350 EAST WATERFRONT DRIVE","HOMESTEAD","PA","15120","4124769940","http://maps.google.com/maps?q=40.41206556,-79.91102819"
"POINT (-80.16090633734 41.623419663989)","-80.160906339999997","41.623419660000003","DUNHAM'S SPORTS 178","18977 PARK AVENUE PLAZA","MEADVILLE","PA","16335","8143338141","http://maps.google.com/maps?q=41.62341966,-80.16090634"
"POINT (-79.860830869316 41.367788167804)","-79.860830870000001","41.367788169999997","PGC-NORTHWEST REGIONAL HDQ","1509 PITTSBURGH RD","FRANKLIN","PA","16323","8144323187","http://maps.google.com/maps?q=41.36778817,-79.86083087"
"POINT (-75.985984777889 40.358971703065)","-75.985984779999995","40.358971699999998","DICKS SPORTING GOODS 23","2767 PAPER MILL RD SPACE  F","READING","PA","19610","6103737366","http://maps.google.com/maps?q=40.3589717,-75.98598478"
"POINT (-78.28496489158 41.817491403213)","-78.284964889999998","41.817491400000002","BURLESONS TRUE VALUE","512 N MAIN ST","PORT ALLEGANY","PA","16743",,"http://maps.google.com/maps?q=41.8174914,-78.28496489"
"POINT (-80.282707467613 40.70278288998)","-80.282707470000005","40.702782890000002","AAA EAST CENTRAL ROCHESTER","300 ADAMS ST","ROCHESTER","PA","15074-2173","7247758000","http://maps.google.com/maps?q=40.70278289,-80.28270747"
"POINT (-76.237905094809 39.890201584867)","-76.237905089999998","39.890201589999997","PHILLIPS BAIT AND TACKLE","773 LANCASTER PIKE","QUARRYVILLE","PA","17566",,"http://maps.google.com/maps?q=39.89020159,-76.23790509"
"POINT (-80.008662520204 41.131512147641)","-80.008662520000001","41.131512149999999","GUN WORLD","429 SOUTH MAIN ST","HARRISVILLE","PA","16038","7247356500","http://maps.google.com/maps?q=41.13151215,-80.00866252"
"POINT (-76.115769634045 40.343421814379)","-76.115759999999995","40.343420000000002","OPERATION TWO ALPHA","6861 PENN AVE","WERNERSVILLE","PA","19565","6108168021","http://maps.google.com/maps?q=40.34342,-76.11576"
"POINT (-76.165310785021 40.09127274902)","-76.165310790000007","40.091272750000002","WEAVERS STORE  INC","182 E MAIN ST","LEOLA","PA","17540","7175560791","http://maps.google.com/maps?q=40.09127275,-76.16531079"
"POINT (-76.399224558921 40.352801289699)","-76.399224559999993","40.352801290000002","COBLES BAIT SHOP","777 N 8TH AVE","LEBANON","PA","17046","7172721171","http://maps.google.com/maps?q=40.35280129,-76.39922456"
"POINT (-76.821218637094 40.155268206001)","-76.821218639999998","40.155268210000003","CULLEYS SUPPLY RENTAL LLC","15 ROBINHOOD DR","ETTERS","PA","17319",,"http://maps.google.com/maps?q=40.15526821,-76.82121864"
"POINT (-80.359771660405 41.41427576269)","-80.359771660000007","41.414275760000002","WAL MART 2674","45 WILLIAMSON RD","GREENVILLE","PA","16125","7245890211","http://maps.google.com/maps?q=41.41427576,-80.35977166"
"POINT (-77.428215378801 41.134025151114)","-77.428215379999997","41.134025149999999","CLINTON COUNTY TREASURER","2 PIPER WAY STE 124","LOCK HAVEN","PA","17745","5708934004","http://maps.google.com/maps?q=41.13402515,-77.42821538"
"POINT (-79.826492466645 41.397698063717)","-79.826492470000005","41.397698060000003","VENANGO COUNTY TREASURER","1174 ELK ST","FRANKLIN","PA","16323","8144329525","http://maps.google.com/maps?q=41.39769806,-79.82649247"
"POINT (-77.649663002432 41.734585001862)","-77.649663000000004","41.734585000000003","GALETON HARDWARE","16 WEST ST","GALETON","PA","16922","5709808039","http://maps.google.com/maps?q=41.734585,-77.649663"
"POINT (-79.688676843427 40.315816276127)","-79.688676839999999","40.31581628","WAL MART 5241","915 MILLS RD","IRWIN","PA","15642","7243823160","http://maps.google.com/maps?q=40.31581628,-79.68867684"
"POINT (-75.140819011053 40.159098212801)","-75.140819010000001","40.159098210000003","WAL MART 3564","2101 BLAIR MILL ROAD","WILLOW GROVE","PA","19090","2156721300","http://maps.google.com/maps?q=40.15909821,-75.14081901"
"POINT (-77.909861999872 39.917972998864)","-77.909862000000004","39.917973000000003","KEYSTONE OUTDOORS","186 PATH VALLEY RD","FORT LOUDON","PA","17224","7173692970","http://maps.google.com/maps?q=39.917973,-77.909862"
"POINT (-80.288625815741 40.976554481199)","-80.288625819999993","40.976554479999997","DUKES SPORT SHOP INC","2801 NEW BUTLER ROAD","NEW CASTLE","PA","16101","7246526019","http://maps.google.com/maps?q=40.97655448,-80.28862582"
"POINT (-79.596141652809 40.546843646439)","-79.596114999999998","40.546799","PINE RUN GUN SHOP","184 PINE RUN CHURCH RD","APOLLO","PA","15613","7247273364","http://maps.google.com/maps?q=40.546799,-79.596115"
"POINT (-75.93503905527 39.981732880875)","-75.935039059999994","39.981732880000003","WAL MART 2945","100 COMMONS DRIVE","PARKESBURG","PA","19365","6108570500","http://maps.google.com/maps?q=39.98173288,-75.93503906"
"POINT (-76.382209234052 40.171749966747)","-76.382209230000001","40.17174997","LONGENECKERS HARDWARE CO","127 DOE RUN RD","MANHEIM","PA","17545","7176652491","http://maps.google.com/maps?q=40.17174997,-76.38220923"
"POINT (-80.362102447207 40.497052339827)","-80.362102449999995","40.497052340000003","DJS QUICK STOP","345 ROUTE 30","CLINTON","PA","15026","7248993242","http://maps.google.com/maps?q=40.49705234,-80.36210245"
"POINT (-79.013379331156 40.028781671041)","-79.013379330000006","40.028781670000001","LISTIE ECONOMY STORE","121 RAILROAD ST","FRIEDENS","PA","15541","8144458574","http://maps.google.com/maps?q=40.02878167,-79.01337933"
"POINT (-80.136195997036 40.805085998952)","-80.136195999999998","40.805086000000003","T & M HARDWARE & RENTAL","134 PERRY HWY","HARMONY","PA","16037","7247525906","http://maps.google.com/maps?q=40.805086,-80.136196"
"POINT (-77.647066364611 41.940568758995)","-77.647057000000004","41.940567999999999","J & A HUNTING SUPPLY","205 E MAIN ST SUITE 2","HARRISON VALLEY","PA","16927","8147182240","http://maps.google.com/maps?q=41.940568,-77.647057"
"POINT (-79.516474448649 40.816926388798)","-79.516474450000004","40.816926389999999","ARMSTRONG COUNTY TREASURER","450 E MARKET ST","KITTANNING","PA","16201","7245483260","http://maps.google.com/maps?q=40.81692639,-79.51647445"
"POINT (-79.155020117397 40.623008943194)","-79.155020120000003","40.623008939999998","INDIANA COUNTY TREASURER","825 PHILADELPHIA ST","INDIANA","PA","15701","7244653845","http://maps.google.com/maps?q=40.62300894,-79.15502012"
"POINT (-75.740468600037 40.812380149872)","-75.7404686","40.812380150000003","WAL MART 2169","1731 BLAKESLEE BLVD DR E","LEHIGHTON","PA","18235","5703863356","http://maps.google.com/maps?q=40.81238015,-75.7404686"
"POINT (-80.193839561108 42.065673762855)","-80.193839560000001","42.065673760000003","WAL MART 2561","5350 W RIDGE RD","ERIE","PA","16506","8148350556","http://maps.google.com/maps?q=42.06567376,-80.19383956"
"POINT (-80.302646173622 41.603252318108)","-80.302646170000003","41.603252320000003","RALSTONS  HARDWARE","195 WATER ST","CONNEAUT LAKE","PA","16316","8143822695","http://maps.google.com/maps?q=41.60325232,-80.30264617"
"POINT (-80.465546914281 41.495822427972)","-80.46554691","41.495822429999997","RICHTER'S","2936 WILLIAMSFIELD ROAD","JAMESTOWN","PA","16134","7249325372","http://maps.google.com/maps?q=41.49582243,-80.46554691"
"POINT (-78.007991482159 40.483576686752)","-78.007991480000001","40.48357669","HUNTINGDON COUNTY TREASURER","223 PENN ST","HUNTINGDON","PA","16652","8146433523","http://maps.google.com/maps?q=40.48357669,-78.00799148"
"POINT (-77.188240306065 40.419334312844)","-77.188240309999998","40.419334310000004","PERRY COUNTY TREASURER","25 W MAIN ST","NEW BLOOMFIELD","PA","17068","7175822131","http://maps.google.com/maps?q=40.41933431,-77.18824031"
"POINT (-79.519122788108 40.592592111847)","-79.519122789999997","40.592592109999998","SCHULTZ SPORTSMENS","1146 ROUTE 56 EAST","APOLLO","PA","15613","4124782538","http://maps.google.com/maps?q=40.59259211,-79.51912279"
"POINT (-77.5936764348 40.712520702322)","-77.593676430000002","40.712520699999999","THIS THAT & TACK","5383 OLD US HIGHWAY 322","MILROY","PA","17063","7179944265","http://maps.google.com/maps?q=40.7125207,-77.59367643"
"POINT (-77.024962342157 40.246397488257)","-77.024962340000002","40.24639749","WAL MART 1886","6520 CARLISLE PIKE","MECHANICSBURG","PA","17050","7176913150","http://maps.google.com/maps?q=40.24639749,-77.02496234"
"POINT (-78.648285750414 41.94784894116)","-78.648285749999999","41.94784894","SPORTSMAN'S OUTLET","500 CHESTNUT STREET","BRADFORD","PA","16701","8143627700","http://maps.google.com/maps?q=41.94784894,-78.64828575"
"POINT (-79.896170095825 40.858648400128)","-79.896170100000006","40.8586484","BUTLER COUNTY TREASURER","124 W DIAMOND ST STE 108","BUTLER","PA","16003","7242845149","http://maps.google.com/maps?q=40.8586484,-79.8961701"
"POINT (-75.507994165276 40.413085026758)","-75.507994170000003","40.413085029999998","WAL MART 3810","620-A GRAVEL PIKE","EAST GREENVILLE","PA","18041","2156792782","http://maps.google.com/maps?q=40.41308503,-75.50799417"
"POINT (-76.96178549999 40.539509999716)","-76.961785500000005","40.53951","MILLERSBURG HARDWARE COMPANY","235 MARKET ST","MILLERSBURG","PA","17061",,"http://maps.google.com/maps?q=40.53951,-76.9617855"
"POINT (-77.477940962888 41.115717388961)","-77.477940959999998","41.11571739","WAL MART 2528","167 HOGAN BLVD","MILL HALL","PA","17751","5708934627","http://maps.google.com/maps?q=41.11571739,-77.47794096"
"POINT (-78.779807732734 41.651169539804)","-78.779807730000002","41.651169539999998","PAULS TRADING POST","11124 ROUTE 321","KANE","PA","19735","8149456504","http://maps.google.com/maps?q=41.65116954,-78.77980773"
"POINT (-79.547571701029 40.128130740244)","-79.547571700000006","40.128130740000003","WAL MART 2611","900 SUMMIT RIDGE PLAZA","MOUNT PLEASANT","PA","15666","7245427300","http://maps.google.com/maps?q=40.12813074,-79.5475717"
"POINT (-80.496753363172 41.605693963285)","-80.49675336","41.605693960000004","K G M INC","10672 PERRY DRIVE","LINESVILLE","PA","16424",,"http://maps.google.com/maps?q=41.60569396,-80.49675336"
"POINT (-75.61601799753 41.419158000367)","-75.616017999999997","41.419158000000003","DUNMORE MOTOR VEHICLE SERVICES","739 E DRINKER ST SUITE 202","DUNMORE","PA","18512","5702077001","http://maps.google.com/maps?q=41.419158,-75.616018"
"POINT (-75.464791103838 41.244083530692)","-75.464791099999999","41.244083529999997","HOMETOWN HARDWARE","426 MAIN ST","GOULDSBORO","PA","18424",,"http://maps.google.com/maps?q=41.24408353,-75.4647911"
"POINT (-76.259444095597 40.355070617971)","-76.259444099999996","40.355070619999999","RICHLAND SHOOTERS SUPPLIES","207 SOUTH PARK STREET","RICHLAND","PA","17087","7178664246","http://maps.google.com/maps?q=40.35507062,-76.2594441"
"POINT (-75.144738648099 39.926618744893)","-75.144738649999994","39.926618740000002","WAL MART 2141","1675 S COLUMBUS BLVD","PHILADELPHIA","PA","19148","2154684220","http://maps.google.com/maps?q=39.92661874,-75.14473865"
"POINT (-76.183002303245 39.996668285204)","-76.183002299999998","39.996668290000002","ZIMMERMANS HARDWARE","306 HARTMAN BRIDGE RD","STRASBURG","PA","17579","7176878695","http://maps.google.com/maps?q=39.99666829,-76.1830023"
"POINT (-75.198560130369 40.608176066121)","-75.198560130000004","40.608176069999999","MUELLERS GENERAL STORE","3205 S DELAWARE DR","EASTON","PA","18042","6102523760","http://maps.google.com/maps?q=40.60817607,-75.19856013"
"POINT (-77.513170664102 40.338251722959)","-77.51317066","40.338251720000002","BLAIN MARKET","31 E MAIN ST","BLAIN","PA","17006","7175033861","http://maps.google.com/maps?q=40.33825172,-77.51317066"
"POINT (-79.168340534958 40.61506442622)","-79.168340529999995","40.615064429999997","DIMAIO’S FIRE FOOD N FUN","1506 OAKLAND AVE","INDIANA","PA","15701","7247176535","http://maps.google.com/maps?q=40.61506443,-79.16834053"
"POINT (-75.326356230572 40.147041983067)","-75.326356230000002","40.147041979999997","SPORT FISHING OUTLET","230 W GERMANTOWN PIKE","NORRISTOWN","PA","19401",,"http://maps.google.com/maps?q=40.14704198,-75.32635623"
"POINT (-76.371472513183 40.572047289841)","-76.371472510000004","40.57204729","A AND A BAIT SHOP","337 SWEET ARROW LAKE RD","PINE GROVE","PA","17963",,"http://maps.google.com/maps?q=40.57204729,-76.37147251"
"POINT (-79.0986557489 41.163650393921)","-79.098655750000006","41.163650390000001","DSD SPORTS","328B W MAIN ST","BROOKVILLE","PA","15825","8147157098","http://maps.google.com/maps?q=41.16365039,-79.09865575"
"POINT (-77.641716378766 39.960119774816)","-77.641716380000005","39.960119769999999","FRANKLIN HARDWARE & PET CENTER","1975 PHILADELPHIA AVE","CHAMBERSBURG","PA","17201","7172632624","http://maps.google.com/maps?q=39.96011977,-77.64171638"
"POINT (-78.096816613585 40.40100230587)","-78.096816610000005","40.401002310000003","SEVEN POINTS BAIT AND GROCERY","5942 SEVEN POINTS RD","HESSTON","PA","16647",,"http://maps.google.com/maps?q=40.40100231,-78.09681661"
"POINT (-78.589847257266 40.459157875865)","-78.589847259999999","40.459157879999999","THE HUNTING AND FISHING SHOP","7648 ADMIRAL PEARY HWY","CRESSON","PA","16630","8148865060","http://maps.google.com/maps?q=40.45915788,-78.58984726"
"POINT (-76.773025842986 39.968524403823)","-76.773025840000003","39.9685244","WAL MART 2205","1000 TOWN CENTER DR","YORK","PA","17404","7177648874","http://maps.google.com/maps?q=39.9685244,-76.77302584"
"POINT (-80.132983312559 41.875391757988)","-80.13298331","41.875391759999999","EDINBORO OUTDOORS","211 MILL ST","EDINBORO","PA","16412","8147344927","http://maps.google.com/maps?q=41.87539176,-80.13298331"
"POINT (-78.610884373797 41.979001538113)","-78.610884369999994","41.979001539999999","WAL MART 3514","50 FOSTER BROOK BLVD","BRADFORD","PA","16701","8143684600","http://maps.google.com/maps?q=41.97900154,-78.61088437"
"POINT (-80.248106523317 40.170421768)","-80.248106519999993","40.170421769999997","WASHINGTON COUNTY TREASURER","100 W BEAU ST ROOM 102","WASHINGTON","PA","15301","7242286780","http://maps.google.com/maps?q=40.17042177,-80.24810652"
"POINT (-76.129714533442 41.292679115243)","-76.129714530000001","41.292679120000003","PFBC NORTHEAST REGION","5566 MAIN ROAD","SWEET VALLEY","PA","18656",,"http://maps.google.com/maps?q=41.29267912,-76.12971453"
"POINT (-76.789885470052 40.55658250797)","-76.789885470000002","40.556582509999998","WAL MART 3412","200 KOCHER LANE","ELIZABETHVILLE","PA","17023","7173623696","http://maps.google.com/maps?q=40.55658251,-76.78988547"
"POINT (-78.00530760984 40.047053067661)","-78.005307610000003","40.047053069999997","KELLER COUNTRY STORE","8888 WATERFALL RD","HUSTONTOWN","PA","17229","7179873542","http://maps.google.com/maps?q=40.04705307,-78.00530761"
"POINT (-77.52961913945 41.923053690588)","-77.529619999999994","41.923054","RAM ARCHERY","605 E MAIN ST","WESTFIELD","PA","16950","8143024144","http://maps.google.com/maps?q=41.923054,-77.52962"
"POINT (-78.748324229935 40.473099670985)","-78.748324229999994","40.473099670000003","WAL MART 2663","300 WAL-MART DR","EBENSBURG","PA","15931","8144710200","http://maps.google.com/maps?q=40.47309967,-78.74832423"
"POINT (-80.277581322174 40.159431279585)","-80.277581319999996","40.15943128","WASHINGTON RURAL KING SUPPLY","1500 W CHESTNUT ST","WASHINGTON","PA","15301","7242222024","http://maps.google.com/maps?q=40.15943128,-80.27758132"
"POINT (-76.508327893956 40.452563008889)","-76.508327890000004","40.452563009999999","LICKDALE CAMPGROUND","11 LICKDALE ROAD","JONESTOWN","PA","17038",,"http://maps.google.com/maps?q=40.45256301,-76.50832789"
"POINT (-76.009757532158 40.564123643807)","-76.009757530000002","40.564123639999998","WAL MART 4612","1800 TILDEN RIDGE","HAMBURG","PA","19526","4846684001","http://maps.google.com/maps?q=40.56412364,-76.00975753"
"POINT (-79.124406465864 41.468511278731)","-79.124406469999997","41.468511280000001","SHOUPS HARDWARE","116 CHERRY ST","MARIENVILLE","PA","16239","8149276683","http://maps.google.com/maps?q=41.46851128,-79.12440647"
"POINT (-75.630860175555 40.022584351078)","-75.630860179999999","40.022584350000002","WAL MART 2167","270 INDIAN RUN STREET","EXTON","PA","19341","4848759053","http://maps.google.com/maps?q=40.02258435,-75.63086018"
"POINT (-75.988123030573 40.836194844241)","-75.988123029999997","40.836194839999997","WAL MART 3634","35 PLAZA DRIVE ROUTE 309 NORTH","TAMAQUA","PA","18252","5706682054","http://maps.google.com/maps?q=40.83619484,-75.98812303"
"POINT (-75.921861730351 40.435574898041)","-75.921861730000003","40.435574899999999","PGC-SOUTHEAST REGIONAL HDQ","448 SNYDER ROAD","READING","PA","19605","6109263136","http://maps.google.com/maps?q=40.4355749,-75.92186173"
"POINT (-78.679089611226 41.52323663623)","-78.679089610000005","41.52323664","BIONDIS FEEDS NEEDS","2082 OLD STATE RD","JOHNSONBURG","PA","15845",,"http://maps.google.com/maps?q=41.52323664,-78.67908961"
