"filer_identification_number","election_year","election_cycle","amended_report_indicator","termination_indicator","filer_type","filer_name","office","district","party","filer_address_1","filer_address_2","filer_city","filer_state","filer_zip_code","county","phone_number","beginning_balance","monetary","in_kind","filer_location_1","filer_location_2"
"9000307","2017","2","N","N","2","Verizon Communications Inc. Good Government Club-PA",,,,"417 Walnut St","1st Floor","Harrisburg","PA","17101",,,"65984.20","2074.36","0.00","417 Walnut St
Harrisburg, PA 17101
(40.263386, -76.880622)","1st Floor
Harrisburg, PA 17101"
"2010336","2017","2","N","N","2","UNIV LEAF TOBACCO CO, INC PAC (FEDERAL)                     ",,,,"PO BOX 25099                  ",,"RICHMOND         ","VA","232600000",,,"2774.74","1168.97","0.00","PO BOX 25099
RICHMOND, VA 232600000","
RICHMOND, VA 232600000
(37.540759, -77.433932)"
"20120330","2017","2","N","N","2","GENERAL NUTRITION CENTERS INC, PAC",,,,"300 SIXTH AVE",,"PITTSBURGH","PA","15222-2514",,,"16678.03","0.00","0.00","300 SIXTH AVE
PITTSBURGH, PA 15222-2514
(40.442056, -79.999362)","
PITTSBURGH, PA 15222-2514
(40.442319, -79.998975)"
"20150126","2017","1","N","N","2","THE AFFORDABLE EDUCATION PAC",,,,"P.O. BOX 220",,"SOLEBURY","PA","18963",,"2154895300","32583.62","0.00","0.00","P.O. BOX 220
SOLEBURY, PA 18963","
SOLEBURY, PA 18963
(40.380661, -75.008225)"
"2010315","2017","2","N","N","2","L.R. KIMBALL A CDI COMPANY PAC                              ",,,,"615 W HIGHLAND AVE            ",,"EBENSBURG        ","PA","159311048",,,"4880.77","0.00","0.00","615 W HIGHLAND AVE
EBENSBURG, PA 159311048
(40.490366, -78.731845)","
EBENSBURG, PA 159311048
(40.489755, -78.730767)"
"7900296","2017","1","N","N","2","LOCAL 0690 PLUMBERS UNION POL ACTION FUND                   ",,,,"2791 SOUTHAMPTON ROAD         ",,"PHILADELPHIA     ","PA","191540000",,,"198419.29","146026.67","0.00","2791 SOUTHAMPTON ROAD
PHILADELPHIA, PA 191540000
(40.109133, -74.986758)","
PHILADELPHIA, PA 191540000
(40.092837, -74.980496)"
"2002418","2017","2","N","N","2","VALUE DRUG CO PAC                                           ",,,,"P O BOX 1027              ",,"DUNCANSVILLE","PA","16635-",,,"115443.41","0.00","0.00","P O BOX 1027
DUNCANSVILLE, PA 16635-","
DUNCANSVILLE, PA 16635-
(40.4157, -78.45712)"
"9600250","2017","2","N","N","2","TEAMSTERS LOCAL 77 PAC                                      ",,,,"EXECUTIVE PLAZA SUITE 206  ",,"FORT WASHINGTON  ","PA","19034-0000",,,"81075.00","3265.00","0.00","EXECUTIVE PLAZA SUITE 206
FORT WASHINGTON, PA 19034-0000","
FORT WASHINGTON, PA 19034-0000
(40.135618, -75.204534)"
"7900202","2017","3","N","N","2","LOCAL 0420 STEAMFITTERS UNION COPE COM                      ",,,,"14420 TOWNSEND RD             ",,"PHILADELPHIA     ","PA","19154-1028",,,"1259007.12","162140.60","0.00","14420 TOWNSEND RD
PHILADELPHIA, PA 19154-1028
(40.112885, -74.970553)","
PHILADELPHIA, PA 19154-1028
(40.092837, -74.980496)"
"7900368","2017","2","N","N","2","PA PODIATRIC MEDICAL ASSOC                                  ",,,,"757 POPLAR CHURCH RD          ",,"CAMP HILL        ","PA","17011-0000",,,"56985.74","0.00","0.00","757 POPLAR CHURCH RD
CAMP HILL, PA 17011-0000
(40.257965, -76.919468)","
CAMP HILL, PA 17011-0000
(40.237039, -76.930733)"
"7900629","2017","1","N","N","2","LIFEPAC",,,,"C/O TREAS: GRAB, JAMES","159 HORNADAY RD","PITTSBURGH","PA","152100000",,"4128824722","4352.39","1054.00","0.00","C/O TREAS: GRAB, JAMES
PITTSBURGH, PA 152100000","159 HORNADAY RD
PITTSBURGH, PA 152100000
(40.394985, -79.983238)"
"2009350","2017","2","N","N","2","RANGE RESOURCES ENERGY INDEPENDENCE PAC                     ",,,,"P.O. BOX 545                  ",,"HARRISBURG       ","PA","171080000",,,"112450.68","0.00","0.00","P.O. BOX 545
HARRISBURG, PA 171080000","
HARRISBURG, PA 171080000
(40.259572, -76.881821)"
"2007254","2017","1","N","N","2","PGH SUSTAINABILITY PAC                                      ",,,,"1720 METROPOLITAN ST          ",,"PITTSBURGH       ","PA","15233-2232",,,"11.91","0.00","0.00","1720 METROPOLITAN ST
PITTSBURGH, PA 15233-2232
(40.456409, -80.031594)","
PITTSBURGH, PA 15233-2232
(40.456169, -80.031576)"
"8500209","2017","2","N","N","2","COHEN AND GRIGSBY PAC                                       ",,,,"625 LIBERTY AVE               ",,"PITTSBURGH       ","PA","15222-3152",,,"129036.80","0.00","0.00","625 LIBERTY AVE
PITTSBURGH, PA 15222-3152
(40.442211, -80.000775)","
PITTSBURGH, PA 15222-3152
(40.447118, -79.99313)"
"20150210","2017","2","N","N","2","CERNER CORPORATION PAC",,,,"2800 ROCKCREEK PARKWAY",,"KANSAS CITY","MO","64117-",,,"73862.80","0.00","0.00","2800 ROCKCREEK PARKWAY
KANSAS CITY, MO 64117-
(39.150055, -94.543717)","
KANSAS CITY, MO 64117-
(39.166533, -94.526881)"
"20120340","2017","2","N","N","2","FOP LODGE 27 DELAWARE COUNTY PAC FUND",,,,"201 N JACKSON ST",,"MEDIA",,"19063-",,,"18814.14","1308.00","0.00","201 N JACKSON ST
MEDIA,  19063-
(39.919667, -75.389017)","
MEDIA,  19063-
(39.918571, -75.409371)"
"20140153","2017","1","Y","N","2","PENNSYLVANIA ROYALTY OWNERS PAC",,,,"1873 COLLUM RD",,"LAWRENCEVILLE","PA","16929-8868",,,"725.00","0.00","0.00","1873 COLLUM RD
LAWRENCEVILLE, PA 16929-8868","
LAWRENCEVILLE, PA 16929-8868
(41.978582, -77.139513)"
"8200313","2017","2","N","N","2","LPAC-ERIE                                                   ",,,,"120 W 10TH ST                 ",,"ERIE             ","PA","16501-1461",,,"17961.55","0.00","0.00","120 W 10TH ST
ERIE, PA 16501-1461
(42.124555, -80.085293)","
ERIE, PA 16501-1461
(42.124743, -80.084673)"
"2011139","2017","2","N","N","2","CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC                ",,,,"228 S WASHINGTON ST STE 115   ",,"ALEXANDRIA       ","VA","223140000",,,"18010.26","0.00","0.00","228 S WASHINGTON ST STE 115
ALEXANDRIA, VA 223140000
(38.802973, -77.047437)","
ALEXANDRIA, VA 223140000
(38.80727, -77.05588)"
"9000365","2017","2","N","N","2","FRANK, GALE, BAILS, MURCKO & POCRASS, P.C. PAC",,,,"707 GRANT STREET","33RD FLOOR, GULF TOWER","PITTSBURGH","PA","15219",,"4124715912","191.77","0.00","0.00","707 GRANT STREET
PITTSBURGH, PA 15219
(40.442851, -79.994501)","33RD FLOOR, GULF TOWER
PITTSBURGH, PA 15219"
"20130265","2017","1","N","N","2","ECONOMIC DEVELOPMENT PAC OF LYCOMING COUNTY",,,,"102 WEST FOURTH STREET",,"WILLIAMSPORT","PA","17701",,"5703204215","4365.12","0.00","0.00","102 WEST FOURTH STREET
WILLIAMSPORT, PA 17701
(41.241433, -77.003799)","
WILLIAMSPORT, PA 17701
(41.277906, -76.990377)"
"8500248","2017","2","N","N","2","Waste Management Employees Better Government Fund",,,,"701 Pennsylvania Ave., NW","Suite 590","Washington","DC","20004",,"2026283500","373859.59","5486.76","0.00","701 Pennsylvania Ave., NW
Washington, DC 20004
(38.89365, -77.02292)","Suite 590
Washington, DC 20004"
"20120336","2017","1","N","N","2","ASSOCIATED BUILDERS AND CONTRACTORS EASTERN PA CHAPTER",,,,"430 W GERMANTOWN PIKE",,"EAST NORRITON","PA","19403-",,,"59054.60","181.67","0.00","430 W GERMANTOWN PIKE
EAST NORRITON, PA 19403-
(40.14894, -75.334346)","
EAST NORRITON, PA 19403-
(40.145398, -75.385039)"
"2017C0290","2017","2","N","N","1","ROAN J CONFER JR","CPJ","29","DEM","272 GEMINI LANE",,"MONTOURSVILLE","PA","17754",,"5703279200","0.00","0.00","0.00","272 GEMINI LANE
MONTOURSVILLE, PA 17754
(41.238416, -76.862718)","
MONTOURSVILLE, PA 17754
(41.282296, -76.895372)"
"20170017","2017","2","N","N","2","SAYLOR RETENTION 2017",,,,"P.O. BOX 11445",,"HARRISBURG","PA","17108",,"7177617210","5000.00","0.00","0.00","P.O. BOX 11445
HARRISBURG, PA 17108","
HARRISBURG, PA 17108
(40.259572, -76.881821)"
"8100039","2017","2","N","N","2","PA CEMETERY FUNERAL ASSOC PAC                               ",,,,"3051 GREEN POND RD            ",,"EASTON           ","PA","18045-0000",,,"275.08","0.00","0.00","3051 GREEN POND RD
EASTON, PA 18045-0000
(40.687364, -75.267707)","
EASTON, PA 18045-0000
(40.688882, -75.270095)"
"8500318","2017","2","N","N","2","MANUFACTURER & BUSINESS ASSOC PAC (MBA-PAC)                 ",,,,"2171 WEST 38TH ST             ",,"ERIE             ","PA","165080000",,,"10824.99","0.00","0.00","2171 WEST 38TH ST
ERIE, PA 165080000
(42.083785, -80.116175)","
ERIE, PA 165080000
(42.097463, -80.092936)"
"20120129","2017","2","N","Y","2","REGAN, MIKE CITIZENS FOR",,,,"150 ORE BANK RD",,"DILLSBURG","PA","17019-9370",,,"777.75","6.00","0.00","150 ORE BANK RD
DILLSBURG, PA 17019-9370
(40.12201, -77.016484)","
DILLSBURG, PA 17019-9370
(40.124771, -77.014856)"
"20140207","2017","2","N","N","2","SPRINGFIELD DEMOCRATIC COMMITTEE",,,"DEM","C/O MANDY SANTIAGO","276 ORCHARD ROAD","SPRINGFIELD","PA","190642227",,"6105410705","1897.71","812.83","0.00","C/O MANDY SANTIAGO
SPRINGFIELD, PA 190642227","276 ORCHARD ROAD
SPRINGFIELD, PA 190642227
(39.929309, -75.339329)"
"9200364","2017","2","N","N","2","GEICO NEW YORK PAC                                          ",,,,"ONE GEICO PLAZA               ",,"WASHINGTON       ","DC","20076-0000",,,"10868.96","527.00","0.00","ONE GEICO PLAZA
WASHINGTON, DC 20076-0000","
WASHINGTON, DC 20076-0000
(38.892062, -77.019912)"
"2000142","2017","2","N","N","2","LOCAL 0009 BRICKLAYERS & ALLIED CRAFTWORKERS PA PAC         ",,,,"100 KINGSTON DRIVE      ",,"PITTSBURGH","PA","15235-",,,"98.85","0.00","0.00","100 KINGSTON DRIVE
PITTSBURGH, PA 15235-
(40.42996, -79.809296)","
PITTSBURGH, PA 15235-
(40.459231, -79.827555)"
"8400305","2017","2","N","N","2","FINANCIAL SERVICES POL COM                                  ",,,,"LIBERTY CENTER 27TH FLOOR     ",,"PITTSBURGH       ","PA","15222-0000",,,"35555.71","0.00","0.00","LIBERTY CENTER 27TH FLOOR
PITTSBURGH, PA 15222-0000","
PITTSBURGH, PA 15222-0000
(40.447118, -79.99313)"
"8200660","2017","2","N","N","2","International Union of Painters and Allied Trades Political Action Together Political Committee",,,,"7234 Parkway Drive",,"Hanover","MD","21076",,"4105645900","657024.26","427283.38","0.00","7234 Parkway Drive
Hanover, MD 21076
(39.175491, -76.731765)","
Hanover, MD 21076
(39.164759, -76.722736)"
"20140431","2017","2","N","N","2","INDIANA, ARMSTRONG & CLARION CENTRAL LABOR COUNCIL AFL-CIO",,,,"P.O. BOX 104",,"LUCERNEMINES","PA","15754",,"7243880316","3733.86","138.00","0.00","P.O. BOX 104
LUCERNEMINES, PA 15754","
LUCERNEMINES, PA 15754
(40.559014, -79.149915)"
"2010455","2017","1","N","N","2","MONTGOMERY COUNTY DEMOCRATIC WOMENS LEADERSHIP INITIATIVE",,,,"506 WEST HEATHER ROAD",,"ORELAND","PA","19075",,"2158155706","5461.54","1200.00","0.00","506 WEST HEATHER ROAD
ORELAND, PA 19075
(40.106831, -75.183884)","
ORELAND, PA 19075
(40.113127, -75.187909)"
"7900263","2017","2","N","N","2","BERKS CO DEM COM                                            ",,,,"434 WALNUT ST                 ",,"READING          ","PA","19601-0000",,,"11219.98","319.00","0.00","434 WALNUT ST
READING, PA 19601-0000
(40.338503, -75.928619)","
READING, PA 19601-0000
(40.351055, -75.938646)"
"9400285","2017","2","N","N","2","NORTH SIDE GOOD GOVT COM                                    ",,,,"3400 SOUTH WATER ST           ",,"PITTSBURGH       ","PA","15203-0000",,,"1864.34","0.00","0.00","3400 SOUTH WATER ST
PITTSBURGH, PA 15203-0000
(40.423565, -79.957858)","
PITTSBURGH, PA 15203-0000
(40.425805, -79.976955)"
"2006456","2017","2","N","N","2","DONATUCCI 2015 COMMITTEE",,,,"1504 S. BROAD STREET",,"PHILADELPHIA","PA","191464856",,"2156369905","25631.34","0.00","0.00","1504 S. BROAD STREET
PHILADELPHIA, PA 191464856
(39.931515, -75.168159)","
PHILADELPHIA, PA 191464856
(39.931083, -75.168287)"
"9600332","2017","1","N","N","2","PA THA PAC (THOROUGHBRED HORSEMEN)                          ",,,,"PO BOX 300                    ",,"BENSALEM         ","PA","190200000",,,"40384.11","4340.00","0.00","PO BOX 300
BENSALEM, PA 190200000","
BENSALEM, PA 190200000
(40.107795, -74.938222)"
"8300256","2017","2","N","N","2","PA PPL People for Good Government",,,,"2 North Ninth Street",,"Allentown","PA","181011179",,"0","372388.59","5497.26","0.00","2 North Ninth Street
Allentown, PA 181011179
(40.601651, -75.475651)","
Allentown, PA 181011179
(40.6039, -75.468937)"
"9000307","2017","1","Y","N","2","Verizon Communications Inc. Good Government Club-PA",,,,"417 Walnut St","1st Floor","Harrisburg","PA","17101",,,"68097.19","3252.43","0.00","417 Walnut St
Harrisburg, PA 17101
(40.263386, -76.880622)","1st Floor
Harrisburg, PA 17101"
"9000060","2017","2","N","N","2","STURLA, MIKE FOR STATE REP                                  ",,,,"P O BOX 206                   ",,"LANCASTER        ","PA","17608-0206",,,"7193.80","0.00","0.00","P O BOX 206
LANCASTER, PA 17608-0206","
LANCASTER, PA 17608-0206
(40.039401, -76.307078)"
"20140395","2017","1","N","N","2","NORTHEAST REGIONAL COUNCIL OF CARPENTERS  PEC-PA",,,,"91 FIELDCREST AVE","RARITAN PLAZA II","EDISON","NJ","08837-",,,"1344490.42","9605.97","0.00","91 FIELDCREST AVE
EDISON, NJ 08837-
(40.518508, -74.343433)","RARITAN PLAZA II
EDISON, NJ 08837-"
"2001260","2017","1","N","N","2","19TH WARD EXECUTIVE COMMITTEE",,,,"2122 N. HANCOCK ST",,"PHILA","PA","19122",,"2152255814","1.00","0.00","0.00","2122 N. HANCOCK ST
PHILA, PA 19122
(39.982683, -75.135613)","
PHILA, PA 19122
(39.977654, -75.145091)"
"8000703","2017","1","N","N","2","PA SEIU COPE (SOC SVCS)                                     ",,,,"1500 N 2ND ST  STE 11         ",,"HARRISBURG       ","PA","171022527",,,"53747.96","0.00","0.00","1500 N 2ND ST STE 11
HARRISBURG, PA 171022527
(40.270834, -76.893148)","
HARRISBURG, PA 171022527
(40.271639, -76.893495)"
"8000751","2017","2","N","N","2","STATE COLLEGE BOROUGH DEM COM                               ",,,,"PO BOX 731                    ",,"STATE COLLEGE    ","PA","16801-0000",,,"2073.64","1370.00","0.00","PO BOX 731
STATE COLLEGE, PA 16801-0000","
STATE COLLEGE, PA 16801-0000
(40.792065, -77.845701)"
"9100189","2017","2","N","N","2","LABORERS DISTRICT COUNCIL PAC",,,,"665 N BROAD STREET","5TH FLOOR","PHILADELPHIA","PA","19123",,,"459790.51","133071.41","0.00","665 N BROAD STREET
PHILADELPHIA, PA 19123
(39.965473, -75.160692)","5TH FLOOR
PHILADELPHIA, PA 19123"
"20160362","2017","1","N","N","2","CAYE FOR JUDGE COMMITTEE",,,"DEM","PO BOX 23238",,"PITTSBURGH","PA","152222006",,"4129566000","0.00","765.00","0.00","PO BOX 23238
PITTSBURGH, PA 152222006","
PITTSBURGH, PA 152222006
(40.447118, -79.99313)"
"8100304","2017","3","N","N","2","INTERNATIONAL ASSOCIATION OF HEAT AND FROST INSULATORS AND ALLIED WORKERS POLITICAL ACTION COMMITTEE",,,,"9602 MARTIN LUTHER KING, JR. HIGHWAY",,"LANHAM","MD","20706",,"3017319101","0.00","15200.00","0.00","9602 MARTIN LUTHER KING, JR. HIGHWAY
LANHAM, MD 20706
(38.950587, -76.838076)","
LANHAM, MD 20706
(38.96404, -76.851821)"
"2001231","2017","2","N","N","2","PENN NAT INS/INSERVCO INS SERV PAC                          ",,,,"TWO NORTH SECOND ST           ",,"HARRISBURG       ","PA","17101-0000",,,"48239.79","0.00","0.00","TWO NORTH SECOND ST
HARRISBURG, PA 17101-0000","
HARRISBURG, PA 17101-0000
(40.261892, -76.88291)"
"2003209","2017","1","Y","N","2","FRATERNAL ORDER OF POLICE #15 POL COM                       ",,,,"20 W KING ST                 ","PO BOX 1828","YORK             ","PA","17405-1828",,,"30203.28","747.00","0.00","20 W KING ST
YORK, PA 17405-1828
(39.960863, -76.727648)","PO BOX 1828
YORK, PA 17405-1828"
"8300256","2017","1","Y","N","2","PA PPL People for Good Government",,,,"2 North Ninth Street",,"Allentown","PA","181011179",,"0","380778.01","7471.37","0.00","2 North Ninth Street
Allentown, PA 181011179
(40.601651, -75.475651)","
Allentown, PA 181011179
(40.6039, -75.468937)"
"2008280","2017","2","N","N","2","PA CONCRETE PAVERS PAC                                      ",,,,"800 N THIRD ST STE 503        ",,"HARRISBURG       ","PA","17102-2097",,,"5736.15","0.00","0.00","800 N THIRD ST STE 503
HARRISBURG, PA 17102-2097
(40.266096, -76.886414)","
HARRISBURG, PA 17102-2097
(40.266339, -76.886445)"
"2000268","2017","2","N","N","2","HRG PAC (HERBERT, ROWLAND & GRUBIC)                         ",,,,"369 EAST PARK DR              ",,"HARRISBURG       ","PA","171110000",,,"661.45","958.00","0.00","369 EAST PARK DR
HARRISBURG, PA 171110000
(40.263779, -76.808914)","
HARRISBURG, PA 171110000
(40.2684, -76.789804)"
"7900254","2017","2","Y","N","2","LEBANON CO REP COM                                          ",,,"REP","21 SOUTH NINTH STREET         ",,"LEBANON          ","PA","17042-0000",,,"10896.71","0.00","0.00","21 SOUTH NINTH STREET
LEBANON, PA 17042-0000
(40.338473, -76.426153)","
LEBANON, PA 17042-0000
(40.304366, -76.426501)"
"2008378","2017","2","N","N","2","PA AGGREGATES & CONCRETE ASSN PAC (PACA PAC)                ",,,,"4460 LINGLESTOWN ROAD    ",,"HARRISBURG       ","PA","17112",,,"48425.48","0.00","0.00","4460 LINGLESTOWN ROAD
HARRISBURG, PA 17112
(40.336715, -76.817891)","
HARRISBURG, PA 17112
(40.342393, -76.782185)"
"9400274","2017","2","N","N","2","PLANNED PARENTHOOD PA INC                                   ",,,,"1514 N 2ND STREET FL          ",,"HARRISBURG       ","PA","17102-2505",,,"73625.61","3067.18","0.00","1514 N 2ND STREET FL
HARRISBURG, PA 17102-2505
(40.271098, -76.893334)","
HARRISBURG, PA 17102-2505
(40.271039, -76.893095)"
"9200383","2017","2","N","N","2","PUGLIESE PAC                                                ",,,,"2205 STRAWBERRY SQUARE        ",,"HARRISBURG       ","PA","17101-0000",,,"10765.08","0.00","0.00","2205 STRAWBERRY SQUARE
HARRISBURG, PA 17101-0000","
HARRISBURG, PA 17101-0000
(40.261892, -76.88291)"
"9700164","2017","2","N","N","2","Highmark PAC of Highmark Inc.",,,,"1800 Center Street",,"Camp Hill","PA","17089",,,"139087.81","15945.17","0.00","1800 Center Street
Camp Hill, PA 17089
(40.25995, -76.931906)","
Camp Hill, PA 17089
(40.240098, -76.931126)"
"2000226","2017","2","N","N","2","PA ARCHITECTS PAC                                           ",,,,"208 N 3RD ST STE 400          ",,"HARRISBURG       ","PA","17101-0000",,,"15904.44","110.00","0.00","208 N 3RD ST STE 400
HARRISBURG, PA 17101-0000
(40.262201, -76.883034)","
HARRISBURG, PA 17101-0000
(40.261892, -76.88291)"
"20120322","2017","2","N","N","2","FOP Lodge 28 Lower Merion PAC Fund",,,,"PO BOX 430",,"ARDMORE","PA","19003",,,"3890.52","809.87","0.00","PO BOX 430
ARDMORE, PA 19003","
ARDMORE, PA 19003
(40.001308, -75.297692)"
"20150275","2017","2","N","N","2","KLEINBARD LLC",,,,"1650 MARKET STREET","46TH FLOOR","PHILADELPHIA","PA","19103-",,,"0.00","0.00","0.00","1650 MARKET STREET
PHILADELPHIA, PA 19103-
(39.952967, -75.168186)","46TH FLOOR
PHILADELPHIA, PA 19103-"
"7900006","2017","1","N","N","2","AFSCME COUNCIL 13",,,,"4031 EXECUTIVE PARK DRIVE",,"HARRISBURG","PA","17111",,"7175649312","289993.15","29281.13","0.00","4031 EXECUTIVE PARK DRIVE
HARRISBURG, PA 17111
(40.247222, -76.815989)","
HARRISBURG, PA 17111
(40.2684, -76.789804)"
"2004125","2017","1","N","N","2","PAFP PAC (PA ACDMY FAMILY PHYSICIANS)                       ",,,,"2704 COMMERCE DR STE A        ",,"HARRISBURG       ","PA","17110-0000",,,"7972.00","215.00","0.00","2704 COMMERCE DR STE A
HARRISBURG, PA 17110-0000
(40.311054, -76.841065)","
HARRISBURG, PA 17110-0000
(40.311716, -76.878176)"
"2008280","2017","1","N","N","2","PA CONCRETE PAVERS PAC                                      ",,,,"800 N THIRD ST STE 503        ",,"HARRISBURG       ","PA","17102-2097",,,"6736.15","0.00","0.00","800 N THIRD ST STE 503
HARRISBURG, PA 17102-2097
(40.266096, -76.886414)","
HARRISBURG, PA 17102-2097
(40.266339, -76.886445)"
"8200512","2017","1","N","N","2","TEAMSTERS LOCAL 107 PAC",,,,"12275 TOWNSEND ROAD",,"PHILADELPHIA","PA","19154",,"2155520070","9828.68","464.18","0.00","12275 TOWNSEND ROAD
PHILADELPHIA, PA 19154
(40.103276, -74.984065)","
PHILADELPHIA, PA 19154
(40.092837, -74.980496)"
"2008056","2017","2","N","N","3","RIDER BRIAN",,,,"224 PINE ST.",,"HARRISBURG","PA","171011350",,"7172337976","0.00","0.00","0.00","224 PINE ST.
HARRISBURG, PA 171011350
(40.262639, -76.884294)","
HARRISBURG, PA 171011350
(40.262689, -76.884445)"
"9200421","2017","2","N","N","2","PA SKI PAC                                                  ",,,,"409 N 2ND ST, STE 500",,"HARRISBURG       ","PA","171010000",,,"8135.39","0.00","0.00","409 N 2ND ST, STE 500
HARRISBURG, PA 171010000
(40.262648, -76.886332)","
HARRISBURG, PA 171010000
(40.261892, -76.88291)"
"20110218","2017","1","Y","N","2","Good Jobs PA PAC",,,,"PO BOX 728",,"HARRISBURG","PA","17108-0728",,,"48845.42","0.00","0.00","PO BOX 728
HARRISBURG, PA 17108-0728","
HARRISBURG, PA 17108-0728
(40.259572, -76.881821)"
"8700091","2017","2","N","N","2","HDR, Inc. PAC",,,,"8404 Indian Hills Drive",,"Omaha","NE","68114",,"2483717268","787954.64","4732.04","0.00","8404 Indian Hills Drive
Omaha, NE 68114
(41.260078, -96.044394)","
Omaha, NE 68114
(41.26375, -96.051473)"
"8700205","2017","2","N","N","2","COMMONWEALTH HERITAGE PAC",,,,"821 E. SAGE RD.",,"WEST CHESTER","PA","19382",,"2159771060","6638.83","0.00","0.00","821 E. SAGE RD.
WEST CHESTER, PA 19382
(39.948119, -75.565834)","
WEST CHESTER, PA 19382
(39.933313, -75.598289)"
"9000290","2017","1","N","N","2","BRTHRHD LOCOMOTIVE ENGINRS & TRAINMEN PAC FUND              ",,,,"7061 E PLEASANT VALLEY ROAD",,"INDEPENDENCE    ","OH","44113-1702",,,"6944.88","619.00","0.00","7061 E PLEASANT VALLEY ROAD
INDEPENDENCE, OH 44113-1702
(41.361992, -81.632987)","
INDEPENDENCE, OH 44113-1702
(41.500613, -81.694519)"
"2006371","2017","2","N","N","2","ZARWIN BAUM GOOD GOVERNMENT PAC",,,,"1818 MARKET STREET","13TH FLOOR","PHILADELPHIA","PA","19103",,"2155692800","1002.77","0.00","0.00","1818 MARKET STREET
PHILADELPHIA, PA 19103
(39.953214, -75.170249)","13TH FLOOR
PHILADELPHIA, PA 19103"
"20150346","2017","2","N","N","2","FRIENDS OF ISABELLA FITZGERALD",,,,"P.O. Box 6580",,"PHILADELPHIA","PA","19138",,"2159241191","7180.17","685.00","0.00","P.O. Box 6580
PHILADELPHIA, PA 19138","
PHILADELPHIA, PA 19138
(40.056181, -75.157959)"
"2002281","2017","2","N","N","2","Enterprise Holdings, Inc.  Political Action Committee",,,,"600 Corporate Park Drive",,"St. Louis","MO","63105",,"3145125000","1619563.63","14374.34","0.00","600 Corporate Park Drive
St. Louis, MO 63105
(38.643211, -90.345564)","
St. Louis, MO 63105
(38.644275, -90.328681)"
"9100212","2017","2","N","N","2","LANCASTER CO BUILDING INDUSTRY                              ",,,,"204 BUTLER AVE, STE 200      ",,"LANCASTER        ","PA","17601",,,"4253.22","0.00","0.00","204 BUTLER AVE, STE 200
LANCASTER, PA 17601
(40.067328, -76.301116)","
LANCASTER, PA 17601
(40.072525, -76.320393)"
"9700250","2017","1","Y","N","2","MALADY & WOOTEN PAC              ",,,,"604 N THIRD ST                ",,"HARRISBURG       ","PA","17101-0000",,,"12853.97","0.00","0.00","604 N THIRD ST
HARRISBURG, PA 17101-0000
(40.264682, -76.885454)","
HARRISBURG, PA 17101-0000
(40.261892, -76.88291)"
"2003196","2017","2","N","N","2","Killion Victory Committee",,,,"50 S. Providence Road",,"Media","PA","19063",,"6105651120","21905.53","0.00","0.00","50 S. Providence Road
Media, PA 19063
(39.900431, -75.37346)","
Media, PA 19063
(39.918571, -75.409371)"
"2002291","2017","2","N","N","2","PA STATE CORRECTIONS OFFICERS ASSOC LEG/PAC                 ",,,,"2421 N FRONT ST               ",,"HARRISBURG       ","PA","17110-1110",,,"227784.98","28704.00","0.00","2421 N FRONT ST
HARRISBURG, PA 17110-1110
(40.283944, -76.902715)","
HARRISBURG, PA 17110-1110
(40.283588, -76.902396)"
"9800009","2017","1","N","N","2","LABORERS' LOCAL UNION NO. 130",,,,"431 WYOMING AVENUE",,"SCRANTON","PA","18503",,"5703432022","5015.94","778.09","0.00","431 WYOMING AVENUE
SCRANTON, PA 18503
(41.411946, -75.661627)","
SCRANTON, PA 18503
(41.410233, -75.665782)"
"20140336","2017","2","N","N","2","FRIENDS OF JOSH PARSONS",,,,"P.O. BOX 2487",,"LANCASTER","PA","17608",,"7176823004","20849.43","50.00","0.00","P.O. BOX 2487
LANCASTER, PA 17608","
LANCASTER, PA 17608
(40.039401, -76.307078)"
"8000458","2017","2","N","N","2","PGH METRO BLDRS (HOUSING INDUSTRY RESP GVT)                 ",,,,"2041 BOULEVARD OF THE ALLIES  ",,"PITTSBURGH       ","PA","152190000",,,"9884.56","85.00","0.00","2041 BOULEVARD OF THE ALLIES
PITTSBURGH, PA 152190000
(40.436312, -79.976951)","
PITTSBURGH, PA 152190000
(40.443514, -79.981636)"
"20170121","2017","3","Y","N","2","COMMITTEE TO ELECT JANINE EDWARDS",,,"REP","PO BOX 1088",,"HONESDALE","PA","18431",,"5704703351","4494.73","100.00","0.00","PO BOX 1088
HONESDALE, PA 18431","
HONESDALE, PA 18431
(41.607847, -75.250901)"
"9200027","2017","1","N","Y","2","DANTE SANTONI JR. FOR STATE REPRESENTATIVE",,,,"1628 N. 15TH STREET",,"READING","PA","19604",,"6105870023","3045.29","0.00","0.00","1628 N. 15TH STREET
READING, PA 19604
(40.361146, -75.907945)","
READING, PA 19604
(40.356199, -75.910349)"
"2001125","2017","1","N","N","2","LARSON DESIGN GROUP PAC (LDG PAC)                           ",,,,"1000 COMMERCE PARK DR         ",,"WILLIAMSPORT     ","PA","17701-0000",,,"2877.86","0.00","0.00","1000 COMMERCE PARK DR
WILLIAMSPORT, PA 17701-0000
(41.246575, -76.98434)","
WILLIAMSPORT, PA 17701-0000
(41.277906, -76.990377)"
