"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","drug_use_disorder_estimate","drug_use_disorder_description","drug_use_disorder_estimate_notes","estimated_lost_wages","estimated_lost_wages_description","estimated_lost_state_income_tax","estimated_lost_state_income_tax_description","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Adams","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1461","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","9712260.48","Estimated lost wages due to opioid use","298166.40","Estimated state income tax revenue lost due to opioid use","1","01","42","001","(39.87209565030, -77.22224270760)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Elk","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","24","24","42","047","(41.42819416060, -78.64947713220)","POINT (-78.6494771322 41.4281941606)","41.428194161","-78.64947713"
"County","Snyder","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","55","55","42","109","(40.77113736920, -77.07255968040)","POINT (-77.0725596804 40.7711373692)","40.771137369","-77.07255968"
"County","Lehigh","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","6255","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","56897731.80","Estimated lost wages due to opioid use","1746760.37","Estimated state income tax revenue lost due to opioid use","39","39","42","077","(40.61464794160, -75.60099481180)","POINT (-75.6009948118 40.6146479416)","40.614647942","-75.60099481"
"County","Montgomery","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","14892","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","181407195.84","Estimated lost wages due to opioid use","5569200.91","Estimated state income tax revenue lost due to opioid use","46","46","42","091","(40.20989873900, -75.37252000720)","POINT (-75.3725200072 40.209898739)","40.209898739","-75.37252001"
"County","Blair","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","2490","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","16970943.60","Estimated lost wages due to opioid use","521007.97","Estimated state income tax revenue lost due to opioid use","7","07","42","013","(40.48555023840, -78.34907687100)","POINT (-78.349076871 40.4855502384)","40.485550238","-78.34907687"
"County","Perry","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","753","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","4220233.68","Estimated lost wages due to opioid use","129561.17","Estimated state income tax revenue lost due to opioid use","50","50","42","099","(40.40415317440, -77.25907384960)","POINT (-77.2590738496 40.4041531744)","40.404153174","-77.25907385"
"State","Commonwealth","Female","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","90038","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","880305127.52","Estimated lost wages due to opioid use","27025367.41","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Elk","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","24","24","42","047","(41.42819416060, -78.64947713220)","POINT (-78.6494771322 41.4281941606)","41.428194161","-78.64947713"
"County","Lancaster","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","7506","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","60978443.76","Estimated lost wages due to opioid use","1872038.22","Estimated state income tax revenue lost due to opioid use","36","36","42","071","(40.04590796190, -76.25138768380)","POINT (-76.2513876838 40.0459079619)","40.045907962","-76.25138768"
"County","Delaware","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","13035","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","125715275.40","Estimated lost wages due to opioid use","3859458.95","Estimated state income tax revenue lost due to opioid use","23","23","42","045","(39.91657866520, -75.40627712120)","POINT (-75.40627712120002 39.9165786652)","39.916578665","-75.40627712"
"County","Jefferson","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","33","33","42","065","(41.13139091150, -79.00101814190)","POINT (-79.0010181419 41.1313909115)","41.131390912","-79.00101814"
"County","Bucks","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","15927","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","140513090.64","Estimated lost wages due to opioid use","4313751.88","Estimated state income tax revenue lost due to opioid use","9","09","42","017","(40.33501133100, -75.11291241110)","POINT (-75.1129124111 40.335011331)","40.335011331","-75.11291241"
"County","Westmoreland","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","13176","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","94228954.56","Estimated lost wages due to opioid use","2892828.90","Estimated state income tax revenue lost due to opioid use","65","65","42","129","(40.31031499850, -79.47134117600)","POINT (-79.471341176 40.3103149985)","40.310314999","-79.47134118"
"County","Lycoming","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","697","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5243419.48","Estimated lost wages due to opioid use","160972.98","Estimated state income tax revenue lost due to opioid use","41","41","42","081","(41.34459792260, -77.06942456800)","POINT (-77.069424568 41.3445979226)","41.344597923","-77.06942457"
"County","Philadelphia","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","72276","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","849763387.20","Estimated lost wages due to opioid use","26087735.99","Estimated state income tax revenue lost due to opioid use","51","51","42","101","(40.00444353840, -75.14023600200)","POINT (-75.140236002 40.0044435384)","40.004443538","-75.140236"
"County","Clarion","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","16","16","42","031","(41.19279128770, -79.42483607690)","POINT (-79.4248360769 41.1927912877)","41.192791288","-79.42483608"
"County","Tioga","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","695","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","4724582.20","Estimated lost wages due to opioid use","145044.67","Estimated state income tax revenue lost due to opioid use","59","59","42","117","(41.77333833580, -77.25788075790)","POINT (-77.2578807579 41.7733383358)","41.773338336","-77.25788076"
"County","Centre","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1032","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8849193.60","Estimated lost wages due to opioid use","271670.24","Estimated state income tax revenue lost due to opioid use","14","14","42","027","(40.91931350080, -77.82500112120)","POINT (-77.8250011212 40.9193135008)","40.919313501","-77.82500112"
"County","Franklin","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","2107","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","14639941.68","Estimated lost wages due to opioid use","449446.21","Estimated state income tax revenue lost due to opioid use","28","28","42","055","(39.92786197040, -77.72398844830)","POINT (-77.7239884483 39.9278619704)","39.92786197","-77.72398845"
"County","Centre","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","753","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","6257128.80","Estimated lost wages due to opioid use","192093.85","Estimated state income tax revenue lost due to opioid use","14","14","42","027","(40.91931350080, -77.82500112120)","POINT (-77.8250011212 40.9193135008)","40.919313501","-77.82500112"
"County","Bedford","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","5","05","42","009","(40.00737536430, -78.49116473810)","POINT (-78.4911647381 40.0073753643)","40.007375364","-78.49116474"
"County","Franklin","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","1166","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","8854090.96","Estimated lost wages due to opioid use","271820.59","Estimated state income tax revenue lost due to opioid use","28","28","42","055","(39.92786197040, -77.72398844830)","POINT (-77.7239884483 39.9278619704)","39.92786197","-77.72398845"
"County","Montgomery","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","12692","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","149895566.08","Estimated lost wages due to opioid use","4601793.88","Estimated state income tax revenue lost due to opioid use","46","46","42","091","(40.20989873900, -75.37252000720)","POINT (-75.3725200072 40.209898739)","40.209898739","-75.37252001"
"County","Union","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","60","60","42","119","(40.96473130960, -77.06415803080)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Columbia","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","811","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5441453.16","Estimated lost wages due to opioid use","167052.61","Estimated state income tax revenue lost due to opioid use","19","19","42","037","(41.04912085590, -76.41002179750)","POINT (-76.4100217975 41.0491208559)","41.049120856","-76.4100218"
"County","Venango","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","61","61","42","121","(41.40341258630, -79.76286561040)","POINT (-79.7628656104 41.4034125863)","41.403412586","-79.76286561"
"State","Commonwealth","All","50 to 64 years","2019","2019 Annual","1/1/2019-12/31/2019","81695","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","798735282.80","Estimated lost wages due to opioid use","24521173.18","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Bedford","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","753","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","4726129.20","Estimated lost wages due to opioid use","145092.17","Estimated state income tax revenue lost due to opioid use","5","05","42","009","(40.00737536430, -78.49116473810)","POINT (-78.4911647381 40.0073753643)","40.007375364","-78.49116474"
"County","Beaver","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","7417","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","52780855.40","Estimated lost wages due to opioid use","1620372.26","Estimated state income tax revenue lost due to opioid use","4","04","42","007","(40.68349245480, -80.35107356480)","POINT (-80.3510735648 40.6834924548)","40.683492455","-80.35107356"
"County","Lawrence","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","2538","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","17769248.64","Estimated lost wages due to opioid use","545515.93","Estimated state income tax revenue lost due to opioid use","37","37","42","073","(40.99325035140, -80.33754114460)","POINT (-80.3375411446 40.9932503514)","40.993250351","-80.33754114"
"County","Northampton","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","4972","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","38546324.96","Estimated lost wages due to opioid use","1183372.18","Estimated state income tax revenue lost due to opioid use","48","48","42","095","(40.75459540400, -75.31263725760)","POINT (-75.3126372576 40.754595404)","40.754595404","-75.31263726"
"County","Clinton","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","18","18","42","035","(41.23286273740, -77.64283760460)","POINT (-77.6428376046 41.2328627374)","41.232862737","-77.6428376"
"County","Washington","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","6023","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","57662515.56","Estimated lost wages due to opioid use","1770239.23","Estimated state income tax revenue lost due to opioid use","63","63","42","125","(40.19109663450, -80.25180082760)","POINT (-80.2518008276 40.1910966345)","40.191096635","-80.25180083"
"County","Huntingdon","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","811","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5240714.44","Estimated lost wages due to opioid use","160889.93","Estimated state income tax revenue lost due to opioid use","31","31","42","061","(40.41610500320, -77.98276610360)","POINT (-77.9827661036 40.4161050032)","40.416105003","-77.9827661"
"County","Indiana","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","2512","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","20296357.12","Estimated lost wages due to opioid use","623098.16","Estimated state income tax revenue lost due to opioid use","32","32","42","063","(40.65295497480, -79.09333492860)","POINT (-79.0933349286 40.6529549748)","40.652954975","-79.09333493"
"County","Montgomery","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","11091","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","127065594.24","Estimated lost wages due to opioid use","3900913.74","Estimated state income tax revenue lost due to opioid use","46","46","42","091","(40.20989873900, -75.37252000720)","POINT (-75.3725200072 40.209898739)","40.209898739","-75.37252001"
"County","Adams","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","1","01","42","001","(39.87209565030, -77.22224270760)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"State","Commonwealth","All","35 to 49 years","2017","2017 Annual","1/1/2017-12/31/2017","98772","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","906323970.24","Estimated lost wages due to opioid use","27824145.89","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","McKean","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","42","42","42","083","(41.81037073600, -78.57122019980)","POINT (-78.57122019980001 41.810370736)","41.810370736","-78.5712202"
"County","Venango","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","61","61","42","121","(41.40341258630, -79.76286561040)","POINT (-79.7628656104 41.4034125863)","41.403412586","-79.76286561"
"County","Clinton","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","18","18","42","035","(41.23286273740, -77.64283760460)","POINT (-77.6428376046 41.2328627374)","41.232862737","-77.6428376"
"County","Dauphin","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","7169","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","66796153.84","Estimated lost wages due to opioid use","2050641.92","Estimated state income tax revenue lost due to opioid use","22","22","42","043","(40.41974635970, -76.77960568020)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Bradford","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","8","08","42","015","(41.79117814010, -76.51825623840)","POINT (-76.5182562384 41.7911781401)","41.79117814","-76.51825624"
"County","Philadelphia","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","58784","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","642807742.72","Estimated lost wages due to opioid use","19734197.70","Estimated state income tax revenue lost due to opioid use","51","51","42","101","(40.00444353840, -75.14023600200)","POINT (-75.140236002 40.0044435384)","40.004443538","-75.140236"
"County","Lancaster","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","7557","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","56516082.48","Estimated lost wages due to opioid use","1735043.73","Estimated state income tax revenue lost due to opioid use","36","36","42","071","(40.04590796190, -76.25138768380)","POINT (-76.2513876838 40.0459079619)","40.045907962","-76.25138768"
"County","Somerset","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","1795","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","11662833.00","Estimated lost wages due to opioid use","358048.97","Estimated state income tax revenue lost due to opioid use","56","56","42","111","(39.97146299010, -79.03100206110)","POINT (-79.0310020611 39.9714629901)","39.97146299","-79.03100206"
"State","Commonwealth","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","289577","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","2657135385.84","Estimated lost wages due to opioid use","81574056.35","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Perry","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","1042","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5784683.84","Estimated lost wages due to opioid use","177589.79","Estimated state income tax revenue lost due to opioid use","50","50","42","099","(40.40415317440, -77.25907384960)","POINT (-77.2590738496 40.4041531744)","40.404153174","-77.25907385"
"County","Carbon","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","2123","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","13493703.08","Estimated lost wages due to opioid use","414256.68","Estimated state income tax revenue lost due to opioid use","13","13","42","025","(40.91936700810, -75.71107038660)","POINT (-75.7110703866 40.9193670081)","40.919367008","-75.71107039"
"County","Forest","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","27","27","42","053","(41.51357875770, -79.23780994830)","POINT (-79.2378099483 41.5135787577)","41.513578758","-79.23780995"
"County","Crawford","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","1405","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","9836798.40","Estimated lost wages due to opioid use","301989.71","Estimated state income tax revenue lost due to opioid use","20","20","42","039","(41.68546906920, -80.11321082950)","POINT (-80.1132108295 41.6854690692)","41.685469069","-80.11321083"
"State","Commonwealth","Male","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","195021","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","1739501510.76","Estimated lost wages due to opioid use","53402696.38","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","McKean","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","42","42","42","083","(41.81037073600, -78.57122019980)","POINT (-78.57122019980001 41.810370736)","41.810370736","-78.5712202"
"County","Schuylkill","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","1785","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","12954887.40","Estimated lost wages due to opioid use","397715.04","Estimated state income tax revenue lost due to opioid use","54","54","42","107","(40.70751243100, -76.22332385100)","POINT (-76.223323851 40.707512431000005)","40.707512431","-76.22332385"
"County","Chester","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9372","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","113171023.68","Estimated lost wages due to opioid use","3474350.43","Estimated state income tax revenue lost due to opioid use","15","15","42","029","(39.97487055660, -75.75626498180)","POINT (-75.7562649818 39.9748705566)","39.974870557","-75.75626498"
"County","Forest","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","27","27","42","053","(41.51357875770, -79.23780994830)","POINT (-79.2378099483 41.5135787577)","41.513578758","-79.23780995"
"County","Fulton","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","730","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","5401328.40","Estimated lost wages due to opioid use","165820.78","Estimated state income tax revenue lost due to opioid use","29","29","42","057","(39.92487510860, -78.11485045350)","POINT (-78.1148504535 39.9248751086)","39.924875109","-78.11485045"
"State","Commonwealth","Male","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","195478","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","1848987306.40","Estimated lost wages due to opioid use","56763910.31","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Luzerne","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","10167","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","77922734.76","Estimated lost wages due to opioid use","2392227.96","Estimated state income tax revenue lost due to opioid use","40","40","42","079","(41.17836438840, -75.99199609800)","POINT (-75.991996098 41.178364388400006)","41.178364388","-75.9919961"
"County","Luzerne","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","8259","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","58042600.20","Estimated lost wages due to opioid use","1781907.83","Estimated state income tax revenue lost due to opioid use","40","40","42","079","(41.17836438840, -75.99199609800)","POINT (-75.991996098 41.178364388400006)","41.178364388","-75.9919961"
"County","Butler","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","2817","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","24578550.36","Estimated lost wages due to opioid use","754561.50","Estimated state income tax revenue lost due to opioid use","10","10","42","019","(40.91083184830, -79.91711778890)","POINT (-79.9171177889 40.9108318483)","40.910831848","-79.91711779"
"County","Snyder","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","55","55","42","109","(40.77113736920, -77.07255968040)","POINT (-77.0725596804 40.7711373692)","40.771137369","-77.07255968"
"County","Tioga","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","59","59","42","117","(41.77333833580, -77.25788075790)","POINT (-77.2578807579 41.7733383358)","41.773338336","-77.25788076"
"County","Fulton","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","29","29","42","057","(39.92487510860, -78.11485045350)","POINT (-78.1148504535 39.9248751086)","39.924875109","-78.11485045"
"County","Cameron","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","12","12","42","023","(41.43880265310, -78.20916932410)","POINT (-78.2091693241 41.4388026531)","41.438802653","-78.20916932"
"State","Commonwealth","All","21 to 34 years","2018","2018 Annual","1/1/2018-12/31/2018","96903","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","916586096.40","Estimated lost wages due to opioid use","28139193.16","Estimated state income tax revenue lost due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Erie","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","4491","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","32236757.28","Estimated lost wages due to opioid use","989668.45","Estimated state income tax revenue lost due to opioid use","25","25","42","049","(41.99413787020, -80.04075910360)","POINT (-80.0407591036 41.9941378702)","41.99413787","-80.0407591"
"County","Luzerne","All","All (21 to 64 years)","2018","2018 Annual","1/1/2018-12/31/2018","9456","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","70634428.80","Estimated lost wages due to opioid use","2168476.96","Estimated state income tax revenue lost due to opioid use","40","40","42","079","(41.17836438840, -75.99199609800)","POINT (-75.991996098 41.178364388400006)","41.178364388","-75.9919961"
"County","Clearfield","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","787","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","4974312.20","Estimated lost wages due to opioid use","152711.38","Estimated state income tax revenue lost due to opioid use","17","17","42","033","(41.00042900240, -78.47558342990)","POINT (-78.4755834299 41.0004290024)","41.000429002","-78.47558343"
"County","Lehigh","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","5619","Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed","50119007.64","Estimated lost wages due to opioid use","1538653.53","Estimated state income tax revenue lost due to opioid use","39","39","42","077","(40.61464794160, -75.60099481180)","POINT (-75.6009948118 40.6146479416)","40.614647942","-75.60099481"
"County","Warren","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019",,"Number of unique individuals estimated with Drug Use Disorder","Not displayed when inputs to model estimate are suppressed",,"Estimated lost wages due to opioid use",,"Estimated state income tax revenue lost due to opioid use","62","62","42","123","(41.81675236520, -79.27858157800)","POINT (-79.278581578 41.8167523652)","41.816752365","-79.27858158"
