"layername","the_geom","name","address","city","state","zip","phonenumber","latitude","longitude","directions","more_info","sthealthcntr_fax_number","child_care_provider_mpi_id","child_care_provider_mpi_location_id","child_care_provider_type","child_care_provider_facility_address_continued","child_care_providers_facility_state_fips_code","child_care_provider_facility_county","child_care_providers_facility_county_fips_code","child_care_providers_facility_fax","child_care_providers_facility_email","child_care_provider_responsible_person_first_name","child_care_provider_responsible_person_last_name","child_care_provider_responsible_person_title","child_care_provider_license_number","child_care_provider_license_issue_date","child_care_provider_license_expiration_date","child_care_provider_capacity","child_care_provider_elrc","child_care_provider_star_level","child_care_provider_star_level_effective_date","child_care_provider_negative_sanctions","child_care_provider_pa_pre_k_counts","child_care_provider_head_start_state_supplemental","child_care_provider_school_age_provider","child_care_provider_legal_entity_name","child_care_provider_legal_entity_address","child_care_provider_legal_entity_address_continued","child_care_provider_legal_entity_city","child_care_provider_legal_entity_state","child_care_provider_legal_entity_state_fips_code","child_care_provider_legal_entity_zip_code","child_care_provider_legal_entity_county","child_care_provider_legal_entity_county_fips","child_care_provider_legal_entity_location","education_aun","education_school","education_addressline2","edcuation_zipcodeextn","education_webaddress","education_grades","licensed_personal_care_home_object_id","licensed_personal_care_home_type_served","licensed_personal_care_home_total_capacity","licensed_personal_care_home_street_additional","licensed_personal_care_home_program_office","licensed_personal_care_home_accuracy","aging_address_2","aging_website","aging_county","aging_additional_information","aging_modified","aging_item_type","aging_path","elrc_county","elrc_additional_address","elrc_website","elrc_fax_number","dispensaries_object_id","dispensaries_facility_id","dispensaries_facility_url","dispensaries_geocoding_certainty","dispensaries_marijuana_available_beginning","dispensaries_available_on_10_04_19","dispensaries_open_on","nursing_object_id","nursing_facility_id_number","nursing_facility_url","nursing_county","nursing_cheif_executive_name","nursing_chief_executive_title","nursing_contact_name","nursing_contact_number","nursing_contact_email","drugtakebackbox_state_fips","drugtakebackbox_county","drugtakebackbox_hours_of_availability","drugtakebackbox_location_1","drugtakebackbox_latitude","drugtakebackbox_longitude","drugtakebackbox_attention","drugtakebackbox_grant_owned","drugtakebackbox_box_status","drugtakebackbox_status","ddap_county","ddap_longitude","ddap_latitude_"
"Child Care Provider","POINT (-75.944647 41.539489)","TUNKHANNOCK CHILD DEVELOPMENT CENTER","20 2ND ST","TUNKHANNOCK","Pennsylvania","18657","(570) 836-3846",,,"Get Directions (http://maps.apple.com/?daddr=41.539489,-75.944647(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100280631","12","Child Care Center",,"42","Wyoming","131",,"tunkcdc25@gmail.com","SUSAN","DINOFRIO","EXECUTIVE DIRECTOR","CER-00191286","2022-07-15T00:00:00.000","2023-07-15T00:00:00.000","116","Early Learning Resource Center for Region 11","STAR 4","2022-01-05T00:00:00.000","No","Yes","No","Yes","CHILD DEVELOPMENT COUNCIL OF NEPA INC","147 1/2 AMBER LN","CITY HEIGHTS","WILKES BARRE","Pennsylvania","42","18702","Luzerne","079","POINT (-75.873479 41.23862)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-80.075473 40.529746)","Kiddie Academy of North Pittsburgh","111 JOSEPHS LN","PITTSBURGH","Pennsylvania","15237","(412) 548-3897",,,"Get Directions (http://maps.apple.com/?daddr=40.529746,-80.075473(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103598340","1","Child Care Center",,"42","Allegheny","003","(412) 278-7937","northpittsburgh@kiddieacademy.net","Sunil","Yalamarthy","Managing Partner","CER-00180799","2021-09-08T00:00:00.000","2022-09-08T00:00:00.000","181","Early Learning Resource Center for Region 5","STAR 1","2019-10-01T00:00:00.000","Yes","No","No","No","ECE Management LLC","1601 COUNTRY CLUB DR",,"PITTSBURGH","Pennsylvania","42","15237","Allegheny","003","POINT (-80.07865 40.563495)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-80.029212 40.33083)","LOIS JOHNSON SUMMER CAMP","5151 PARK AVE","BETHEL PARK","Pennsylvania","15102","(412) 835-7324",,,"Get Directions (http://maps.apple.com/?daddr=40.33083,-80.029212(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103612225","7","Child Care Center",,"42","Allegheny","003",,"ashleighnt@gmail.com","Ashleigh","Bell","Owner","CER-00177605","2021-09-03T00:00:00.000","2022-09-03T00:00:00.000","161","Early Learning Resource Center for Region 5","STAR 1","2020-09-04T00:00:00.000","No","No","No","No","2XtremeMoms LLC","218 DOUBLETREE DR",,"VENETIA","Pennsylvania","42","15367","Washington","125","POINT (-80.043377 40.266253)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-80.494264 41.211138)","LEAH LENZIS DAYCARE","1108 WASHINGTON ST","FARRELL","Pennsylvania","16121","(724) 877-4492",,,"Get Directions (http://maps.apple.com/?daddr=41.211138,-80.494264(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100009869","1","Family Child Care Home",,"42","Mercer","085","(724) 982-0471","LEAHLENZI@YMAIL.COM","LEAH","LENZI","OWNER","CER-00188784","2022-04-20T00:00:00.000","2023-04-20T00:00:00.000","6","Early Learning Resource Center for Region 1","STAR 1","2019-07-31T00:00:00.000","No","No","No","Yes","LEAH LENZI","1108 WASHINGTON ST",,"FARRELL","Pennsylvania","42","16121","Mercer","085","POINT (-80.494264 41.211138)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.381757 40.627377)","LEHIGH VALLEY CHILDRENS CENTERS FOWLER","938 MAIN ST","BETHLEHEM","Pennsylvania","18018","(610) 868-8860",,,"Get Directions (http://maps.apple.com/?daddr=40.627377,-75.381757(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100127245","13","Child Care Center",,"42","Northampton","095",,"FOWLER@LVCCONLINE.ORG","Charles","Dinofrio","President and CEO","CER-00186701","2022-02-22T00:00:00.000","2023-02-22T00:00:00.000","115","Early Learning Resource Center for Region 14","STAR 4","2021-11-29T00:00:00.000","Yes","Yes","No","Yes","LEHIGH VALLEY CHILDRENS CENTERS INC","1501 LEHIGH ST","SUITE 208","ALLENTOWN","Pennsylvania","42","18103","Lehigh","077","POINT (-75.478578 40.581282)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.974074 40.953985)","JACOB S BAMBINO CHILDCARE CENTER","8 W BROAD ST","HAZLETON","Pennsylvania","18201","(570) 861-6955",,,"Get Directions (http://maps.apple.com/?daddr=40.953985,-75.974074(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103860250","1","Group Child Care Home","SUITE 140","42","Luzerne","079",,"jbc.712@gmail.com","MARIA","MATEO","OWNER DIRECTOR","CER-00191013","2022-06-16T00:00:00.000","2023-06-16T00:00:00.000","12","Early Learning Resource Center for Region 11","STAR 1","2021-06-25T00:00:00.000","Yes","No","No","No","BAMBINO FASHION KIDS BARBER SHOP INC","8 W BROAD ST","SUITE 140","HAZLETON","Pennsylvania","42","18201","Luzerne","079","POINT (-75.974074 40.953985)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.745025 40.297764)","CAMELOTS CASTLE","2872 GUFFEY RD","IRWIN","Pennsylvania","15642","(724) 864-2951",,,"Get Directions (http://maps.apple.com/?daddr=40.297764,-79.745025(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100115244","1","Family Child Care Home",,"42","Westmoreland","129",,"WBRISON@COMCAST.NET","PAULA","BRISON","OWNER","CER-00193420","2022-07-10T00:00:00.000","2023-07-10T00:00:00.000","6","Early Learning Resource Center for Region 4","STAR 1","2019-10-03T00:00:00.000","No","No","No","No","PAULA BRISON","2872 GUFFEY RD",,"IRWIN","Pennsylvania","42","15642","Westmoreland","129","POINT (-79.745025 40.297764)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.04241 40.026376)","CHUNKY CHEEKS CHILDCARE TOO","6926 TORRESDALE AVE","PHILADELPHIA","Pennsylvania","19135","(267) 388-5056",,,"Get Directions (http://maps.apple.com/?daddr=40.026376,-75.04241(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103036108","1","Child Care Center",,"42","Philadelphia","101","(267) 388-5076","CHUNKYCHEEKSTOO@YAHOO.COM","TENILLE","SAUNDERS","OWNER","CER-00194379","2022-04-13T00:00:00.000","2023-04-13T00:00:00.000","35","Early Learning Resource Center for Region 18","STAR 1","2020-04-16T00:00:00.000","Yes","No","No","Yes","CHUNKY CHEEKS CHILDCARE TOO LLC","6926 TORRESDALE AVE",,"PHILADELPHIA","Pennsylvania","42","19135","Philadelphia","101","POINT (-75.04241 40.026376)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.752285 40.5863)","TENDER CARE LEARNING CTR/LOWER BURRELL","2400 LEECHBURG RD","NEW KENSINGTON","Pennsylvania","15068","(724) 339-7546",,,"Get Directions (http://maps.apple.com/?daddr=40.5863,-79.752285(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100141191","10","Child Care Center","TOWN HALL CENTER","42","Westmoreland","129","(724) 889-0005","LOW@EARLYEDUCATIONPROS.ORG","Bill","Virgi","CEO","CER-00189909","2022-03-08T00:00:00.000","2022-09-08T00:00:00.000","83","Early Learning Resource Center for Region 4","STAR 1","2022-06-24T00:00:00.000","Yes","No","No","Yes","BRADFORD CHILD CARE SERVICES INC","1370 WASHINGTON PIKE","STE 100","BRIDGEVILLE","Pennsylvania","42","15017","Allegheny","003","POINT (-80.096149 40.379169)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-80.338505 41.066615)","PRESTON-CHAMBERS Y-ZONE","428 ELEANOR DR","NEW CASTLE","Pennsylvania","16105","(724) 658-4766",,,"Get Directions (http://maps.apple.com/?daddr=41.066615,-80.338505(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100286170","9","Child Care Center",,"42","Lawrence","073",,"flynd@ncymca.org","MARIA","MCKEE","CHIEF EXECUTIVE OFFICER","CER-00190849","2022-06-08T00:00:00.000","2023-06-08T00:00:00.000","247","Early Learning Resource Center for Region 3","STAR 1","2021-06-17T00:00:00.000","No","No","No","Yes","New Castle Community Y","20 W WASHINGTON ST",,"NEW CASTLE","Pennsylvania","42","16101","Lawrence","073","POINT (-80.348278 40.999891)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.174999 39.982453)","BEYOND BASIC LEARNING ACADEMY LLC","2443 RIDGE AVE","PHILADELPHIA","Pennsylvania","19121","(215) 309-3133",,,"Get Directions (http://maps.apple.com/?daddr=39.982453,-75.174999(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103810212","1","Child Care Center",,"42","Philadelphia","101",,"BTBLEARNINGACADEMY@GMAIL.COM","APRIL","POWELL","OWNER","CER-00186791","2021-03-01T00:00:00.000","2022-03-01T00:00:00.000","19","Early Learning Resource Center for Region 18","STAR 4","2021-08-10T00:00:00.000","Yes","No","No","Yes","BEYOND BASIC LEARNING ACADEMY LLC","2443 RIDGE AVE",,"PHILADELPHIA","Pennsylvania","42","19121","Philadelphia","101","POINT (-75.174999 39.982453)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.147481 40.026271)","JUST ABOUT ME LEARNING ACADEMY LLC","4802 N BROAD ST","PHILADELPHIA","Pennsylvania","19141","(215) 457-2229",,,"Get Directions (http://maps.apple.com/?daddr=40.026271,-75.147481(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103028349","1","Child Care Center",,"42","Philadelphia","101",,"jam.la4802@gmail.com","Verica","Perkins","DIRECTOR","CER-00183091","2021-09-04T00:00:00.000","2022-09-04T00:00:00.000","29","Early Learning Resource Center for Region 18","STAR 2","2021-12-24T00:00:00.000","No","No","No","Yes","Just About Me Learning Academy LLC","4411 N 8TH ST",,"PHILADELPHIA","Pennsylvania","42","19140","Philadelphia","101","POINT (-75.139364 40.019115)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.876341 41.284165)","BUILDING BLOCKS AFTERSCHOOL ENRICHMENT PROGRAM","50 DANA ST","KINGSTON","Pennsylvania","18704","(570) 283-0591",,,"Get Directions (http://maps.apple.com/?daddr=41.284165,-75.876341(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"102924587","8","Child Care Center",,"42","Luzerne","079","(570) 970-6653","zsaeed@buildingblockslearningcenter.com","Zubeen","Saeed","DIRECTOR","CER-00186146","2022-01-22T00:00:00.000","2023-01-22T00:00:00.000","School Age Provider","Early Learning Resource Center for Region 11","STAR 1","2020-02-11T00:00:00.000","Yes","No","No","Yes","OLIVE BRANCH BP INC","253 S FRANKLIN ST",,"WILKES BARRE","Pennsylvania","42","18701","Luzerne","079","POINT (-75.890529 41.242774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.234132 39.940756)","LITTLE FREE THINKERS CHILDCARE INC","1429 S 58TH ST","PHILADELPHIA","Pennsylvania","19143","(215) 796-9292",,,"Get Directions (http://maps.apple.com/?daddr=39.940756,-75.234132(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103636156","1","Child Care Center",,"42","Philadelphia","101",,"LITTLEFREETHINKERSCHILDCARE@GMAIL.COM","CHRISTIAN","THOMAS","PRESIDENT","CER-00186808","2021-12-28T00:00:00.000","2022-12-28T00:00:00.000","60","Early Learning Resource Center for Region 18","STAR 1","2020-01-02T00:00:00.000","Yes","No","No","Yes","LITTLE FREE THINKERS CHILDCARE INC","1429 S 58TH ST",,"PHILADELPHIA","Pennsylvania","42","19143","Philadelphia","101","POINT (-75.234132 39.940756)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.391647 39.83527)","CARTERS CHRISTIAN CHILD CARE CENTER","2614 W 6TH ST","CHESTER","Pennsylvania","19013","(484) 486-5322",,,"Get Directions (http://maps.apple.com/?daddr=39.83527,-75.391647(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100644735","2","Family Child Care Home",,"42","Delaware","045",,"MARIECARTER972@GMAIL.COM","VICTORIA","CARTER","DIRECTOR","CER-00180378","2021-11-13T00:00:00.000","2022-11-13T00:00:00.000","6","Early Learning Resource Center for Region 15","STAR 1","2019-12-17T00:00:00.000","Yes","No","No","Yes","VICTORIA CARTER","2614 W 6TH ST",,"CHESTER","Pennsylvania","42","19013","Delaware","045","POINT (-75.391647 39.83527)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.375028 39.881561)","Nether Providence After School Club","410 MOORE RD","WALLINGFORD","Pennsylvania","19086","(610) 892-3470",,,"Get Directions (http://maps.apple.com/?daddr=39.881561,-75.375028(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100153693","8","Child Care Center",,"42","Delaware","045","(610) 604-9740","NPASC@TCDN.ORG","Theresa","Snyder","Executive Director","CER-00189971","2022-03-28T00:00:00.000","2023-03-28T00:00:00.000","School Age Provider","Early Learning Resource Center for Region 15","STAR 1","2021-09-27T00:00:00.000","Yes","No","No","Yes","Trinity Cooperative Day Nursery","301 N CHESTER RD",,"SWARTHMORE","Pennsylvania","42","19081","Delaware","045","POINT (-75.350204 39.90627)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-78.782429 40.662476)","THE LEARNING LAMP CTR FOR CHILDREN AT NORTHERN CAM","1102 MAPLE AVE","NORTHERN CAMBRIA","Pennsylvania","15714","(814) 262-0732",,,"Get Directions (http://maps.apple.com/?daddr=40.662476,-78.782429(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"101345169","30","Child Care Center",,"42","Cambria","021",,"eponczek@thelearninglamp.org","LEAH","SPANGLER","CEO","CER-00194538","2022-09-21T00:00:00.000","2023-09-21T00:00:00.000","79","Early Learning Resource Center for Region 6","STAR 2","2022-03-22T00:00:00.000","Yes","No","No","Yes","THE LEARNING LAMP","2025 BEDFORD ST",,"JOHNSTOWN","Pennsylvania","42","15904","Cambria","021","POINT (-78.882615 40.299165)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-78.651531 41.958656)","ABC GROW WITH ME CHILDCARE LLC","70 1/2 MECHANIC ST","BRADFORD","Pennsylvania","16701","(814) 596-0072",,,"Get Directions (http://maps.apple.com/?daddr=41.958656,-78.651531(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103823140","1","Child Care Center",,"42","Mckean","083",,"ajabrown07@yahoo.com","JESSICA","BROWN","OWNER DIRECTOR","CER-00187046","2022-03-27T00:00:00.000","2023-03-27T00:00:00.000","103","Early Learning Resource Center for Region 2","STAR 4","2021-11-30T00:00:00.000","No","No","No","Yes","ABC GROW WITH ME CHILDCARE LLC","70 1/2 MECHANIC ST",,"BRADFORD","Pennsylvania","42","16701","Mckean","083","POINT (-78.651531 41.958656)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.179448 40.029887)","OLDE CITY DAY SCHOOL","5534 PULASKI AVE","PHILADELPHIA","Pennsylvania","19144","(267) 437-3002",,,"Get Directions (http://maps.apple.com/?daddr=40.029887,-75.179448(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"102492463","3","Child Care Center",,"42","Philadelphia","101",,"WILLIAMCAPERS@GMAIL.COM","WILLIAM","CAPERS","PRINCIPAL","CER-00186408","2021-12-07T00:00:00.000","2022-12-07T00:00:00.000","120","Early Learning Resource Center for Region 18","STAR 4","2022-05-27T00:00:00.000","Yes","No","No","Yes","OLDE CITY DAY SCHOOL","160 SOMERSET DR",,"BLUE BELL","Pennsylvania","42","19422","Montgomery","091","POINT (-75.28198 40.183528)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.262484 40.104286)","WONDERSPRING COLONIAL","230 FLOURTOWN RD","PLYMOUTH MEETING","Pennsylvania","19462","(610) 828-1785",,,"Get Directions (http://maps.apple.com/?daddr=40.104286,-75.262484(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100328842","20","Child Care Center",,"42","Montgomery","091",,"gpileggi@melc.org","ZAKIYYAH","BOONE","CEO","CER-00191150","2022-02-24T00:00:00.000","2023-02-24T00:00:00.000","School Age Provider","Early Learning Resource Center for Region 17","STAR 4","2022-01-18T00:00:00.000","No","No","No","Yes","WONDERSPRING","201 SABINE AVE",,"NARBERTH","Pennsylvania","42","19072","Montgomery","091","POINT (-75.263402 40.011814)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.737844 40.822111)","LISA L REBUCK","1231 FOYE RD","SUNBURY","Pennsylvania","17801","(570) 286-4127",,,"Get Directions (http://maps.apple.com/?daddr=40.822111,-76.737844(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"102566084","1","Family Child Care Home",,"42","Northumberland","097",,"rebuck75@aol.com","LISA","REBUCK","OWNER","CER-00193755","2022-08-11T00:00:00.000","2023-08-11T00:00:00.000","6","Early Learning Resource Center for Region 8","STAR 1","2019-08-09T00:00:00.000","No","No","No","Yes","LISA REBUCK","1231 FOYE RD",,"SUNBURY","Pennsylvania","42","17801","Northumberland","097","POINT (-76.737844 40.822111)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.459924 40.586535)","A PLACE FOR US FAMILY SERVICES","1431 S 4TH ST","ALLENTOWN","Pennsylvania","18103","(484) 353-2113",,,"Get Directions (http://maps.apple.com/?daddr=40.586535,-75.459924(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103568593","1","Child Care Center",,"42","Lehigh","077",,"GREENAWALT437@GMAIL.COM","BILAL","COSBY-REVELLE","OWNER","CER-00182027","2021-12-10T00:00:00.000","2022-12-10T00:00:00.000","48","Early Learning Resource Center for Region 14","STAR 1","2018-12-18T00:00:00.000","No","No","No","Yes","A PLACE FOR US FAMILY SERVICES LLC","1431 S 4TH ST",,"ALLENTOWN","Pennsylvania","42","18103","Lehigh","077","POINT (-75.459924 40.586535)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.249389 40.051488)","KINDERCARE LEARNING CENTERS","1849 CHARTER LN","LANCASTER","Pennsylvania","17601","(717) 393-0686",,,"Get Directions (http://maps.apple.com/?daddr=40.051488,-76.249389(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103475725","14","Child Care Center",,"42","Lancaster","071","(717) 394-0724","hannah.sullivan@kindercare.com","Lori","Canter","Regional Vice President","CER-00194956","2022-07-23T00:00:00.000","2023-07-23T00:00:00.000","153","Early Learning Resource Center for Region 10","STAR 4 - ACC","2021-10-05T00:00:00.000","No","Yes","No","Yes","KUEHG Corp","700 COMMERCE DR",,"CORAOPOLIS","Pennsylvania","42","15108","Allegheny","003","POINT (-80.210806 40.504665)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.718509 40.324679)","AA TO ZZ CHILD CARE AND LEARNING CENTER","391 SCHAFFNER DR","HARRISBURG","Pennsylvania","17112","(717) 583-0300",,,"Get Directions (http://maps.apple.com/?daddr=40.324679,-76.718509(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"101054036","4","Child Care Center",,"42","Dauphin","043","(717) 583-0330","sch@aatozz.com","Ashleigh","Zimmerman","President","CER-00194261","2022-08-11T00:00:00.000","2023-08-11T00:00:00.000","88","Early Learning Resource Center for Region 9","STAR 4","2022-01-27T00:00:00.000","Yes","No","No","Yes","AA TO ZZ CHILD CARE AND LEARNING CENTER","391 SCHAFFNER DR",,"HARRISBURG","Pennsylvania","42","17112","Dauphin","043","POINT (-76.718509 40.324679)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-77.878331 40.764154)","DALL INIZIO DAYSCHOOL","1963 CATO AVE","STATE COLLEGE","Pennsylvania","16801","(814) 380-2419",,,"Get Directions (http://maps.apple.com/?daddr=40.764154,-77.878331(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100136914","6","Child Care Center",,"42","Centre","027",,"CARRIE.MOMSINC@COMCAST.NET","CARRIE","PASE","OWNER","CER-00190876","2022-07-10T00:00:00.000","2023-07-10T00:00:00.000","90","Early Learning Resource Center for Region 8","STAR 4","2021-11-03T00:00:00.000","No","No","No","Yes","MOMS INC","1963 CATO AVE",,"STATE COLLEGE","Pennsylvania","42","16801","Centre","027","POINT (-77.878331 40.764154)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.221858 40.274806)","KATIES PLACE HOME DAYCARE LLC","19 CEDAR HILL RD","CHALFONT","Pennsylvania","18914","(215) 822-6366",,,"Get Directions (http://maps.apple.com/?daddr=40.274806,-75.221858(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103777860","1","Group Child Care Home",,"42","Bucks","017",,"KATIESPLACEHOMEDAYCARE@GMAIL.COM","DONNA","BLACKBURN","OWNER","CER-00189996","2022-03-20T00:00:00.000","2023-03-20T00:00:00.000","12","Early Learning Resource Center for Region 16","STAR 2","2022-01-10T00:00:00.000","No","No","No","No","KATIES PLACE HOME DAYCARE LLC","19 CEDAR HILL RD",,"CHALFONT","Pennsylvania","42","18914","Bucks","017","POINT (-75.221858 40.274806)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.927956 40.419671)","BRIGHTSIDE ACADEMY/HILL-HAZELWOOD","826 HAZELWOOD AVE","PITTSBURGH","Pennsylvania","15217","(412) 422-8022",,,"Get Directions (http://maps.apple.com/?daddr=40.419671,-79.927956(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103603600","6","Child Care Center",,"42","Allegheny","003",,"squirrelhill@brightsideacademy.com","Ray","Wojtowicz","CFO","CER-00194596","2022-08-10T00:00:00.000","2023-08-10T00:00:00.000","148","Early Learning Resource Center for Region 5","STAR 4","2021-10-25T00:00:00.000","No","Yes","No","Yes","Brightside Academy Pittsburgh LLC","707 GRANT ST",,"PITTSBURGH","Pennsylvania","42","15219","Allegheny","003","POINT (-79.994911 40.442237)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.154946 39.942336)","LEARNING GARDEN PHILLY LLC","734 SOUTH ST","PHILADELPHIA","Pennsylvania","19147","(267) 639-2528",,,"Get Directions (http://maps.apple.com/?daddr=39.942336,-75.154946(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103546916","1","Child Care Center",,"42","Philadelphia","101",,"LATOYAMONROE@ICLOUD.COM","LATOYA","MONROE","OWNER","CER-00190538","2022-04-09T00:00:00.000","2023-04-09T00:00:00.000","54","Early Learning Resource Center for Region 18","STAR 2","2022-05-30T00:00:00.000","No","No","No","No","LEARNING GARDEN PHILLY LLC","734 SOUTH ST",,"PHILADELPHIA","Pennsylvania","42","19147","Philadelphia","101","POINT (-75.154946 39.942336)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
