"title_id","title","title_acronym","record_type","topic_subset","source","second_source","search_strategy","sample_design","survey_type","media","file_size","data_format","spec_software","restrictions","purpose","interval","years_availab","sample_size","population","region","unit_of_analysis","method_tech","related_tools","keywords","comments_on_price","description","pop_age","pop_racial","pop_ethnic","pop_sex","variables","validity","reliability","special_notes","record_originator","reference","language","record_id_variables","url"
"1266","Pregnancy Nutrition Surveillance System (PNSS)","PNSS","DataSet",,"National Center for Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention

 (U.S.)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22Pregnancy%20Nutrition%20Surveillance%20System%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,,,,,,,,,,,,"The Pregnancy Nutrition Surveillance System (PNSS) is designed to provide useful  and timely data that will allow States to monitor trends in the prevalence of prenatal risk factors, which  are major predictors of infant mortality and low birthweight, as well as to monitor infant feeding  practices.  PNSS is a program-based surveillance system. The data represent low-income pregnant and  postpartum women, in 32 participating States, territories, and reservations, who are served by publicly  funded health and nutrition programs such as Women, Infants, and Children. Technical and financial  assistance is provided by the Centers for Disease Control and Prevention (CDC).",,"American Indian;  Asian or Pacific Islander;  Southeast Asian Refugee;  Black,  Not Hispanic;  White,  Not Hispanic;  Hispanic;  and Other.",,"[]",,,,,,,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1266"
"1586","National Asthma Survey","NAS","DataSet",,"National Center for Health Statistics (NCHS), CDC","Centers for Disease Control and Prevention  (CDC)","https://www.ncbi.nlm.nih.gov/pubmed?term=national%20asthma%20survey[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,"This is a module in the State and Local Area Integrated Telephone Survey (SLAITS)","Asthma Medications ||   Asthma ||  Child ||    Continental Adult ||  Emergency Service ||  Health Services ||  Health Surveys  Hospitalization ||   Race ||  Ethnicity ||  Asthma Knowledge ||  Asthma Management Plan ||  Modification to Environment ||  Family History of Asthma",,"This survey, sponsored by CDC's National Center for Environmental Health (NCEH), examines the health, socioeconomic, behavioral, and  environmental predictors that relate to better control of asthma. This study explores the content of care and health care experiences of persons with asthma.",,,,,,,,,"NLM/crs",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1586"
"1806","Childhood Blood Lead Surveillance",,"DataSet","PHSR","National Center for Environmental Health (NCEH)",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%28%28childhood%5BTitle/Abstract%5D%20AND%20blood%5BTitle/Abstract%5D%29%20AND%20lead%5BTitle/Abstract%5D%29%20AND%20surveillance%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,"Among States participating in the system, the completeness of reporting of fields on race/ethnicity is variable. The primary source of these data are laboratory slips, which often contain incomplete data on race/ethnicity. In addition, definitions of race/ethnicity categories may differ from State to State. For example, a person with parents of different racial backgrounds may be described as ""multiracial"" in one State, whereas in another State that person may be described by the category of his/her mother. Finally, a category for specific ethnicity was developed in response to a request from several States to collect this information. Not all States use this field.",,,,,,,,,,"Child ||  Child, Preschool ||  Infant ||  Lead ||  Lead Poisoning ||  Population Surveillance",,"The purpose of the national childhood blood lead surveillance program is to build  state capacity to conduct surveillance; to establish a national surveillance system based on state  systems; and to use data to direct prevention activities at the local, state, and national levels. The  database includes children age 16 years or less but is more complete for children less than age 6  years. The national database collects data from participating States but excludes personal identifiers.  In 1995, collection of national data began with 10 states (California, Colorado, Connecticut, Georgia,  Illinois, New Mexico, New York, Ohio, Oregon, and Rhode Island). Additional States are expected to  participate in the future as their surveillance systems are developed.     State surveillance is based on laboratory reporting. In many States, all blood lead levels are collected.  State databases are organized by child identifier and include basic demographic data, e.g., birth date,  on all children. For children with elevated blood lead levels, additional data, e.g., results of  environmental investigations, are also collected. However, the completeness of reporting of the fields  is variable.","All child: birth to 18 years",,,,,,,,,,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1806"
"2056","Influenza Vaccination Module for Children","IVMC","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%28%22influenza%20vaccination%22%5BTitle/Abstract%5D%20AND%20module%5BTitle/Abstract%5D%29%20AND%20children%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"health care surveys ||  high-priority groups ||  influenza vaccination ||  flu shot ||  flu spray ||  flu mist ||  chronic disease ||  CSHCN ||  child ||   health care coverage ||  flu ||  race ||  ethnicity ||  influenza risk factors",,"This survey, conducted in 2007, collected data on influenza vaccination in children (flu shot and FluMist nasal spray), and selected influenza risk factors for adults who live in households with children. Influenza immunization estimates can be calculated for the nation, each of the 50 states, and the District of Columbia.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2056"
"1700","Joint Canada/United States Survey of Health","JCUSH","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22joint%20canada%2Fus%20survey%22",,,,,,,,,,,,,"Canada and United States",,,,"Canada ||  United States ||  Health surveys ||   health status ||  access to care ||  health care utilization ||  mobility limitations ||  patient satisfaction ||  unmet health care needs ||  mammogram ||  Pap test ||  health insurance",,"The Joint Canada/United States Survey of Health (JCUSH) was a research study conducted jointly by the National Center for Health Statistics and Statistics Canada. Data collection began in November 2002 and ended in March 2003. The JCUSH was a one-time, random telephone survey in both countries. Approximately 3,500 Canadian and 5,200 U.S. residents participated in the study. The survey used the same questionnaire and methodology in both countries.",,,,,,,,,"Sheps Center, UNC-CH",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1700"
"1231","Longitudinal Studies of Aging","LSOAs","DataSet",,"National Center for Health Statistics (NCHS), CDC","National Center for Health Statistics (NCHS), CDC","https://www.ncbi.nlm.nih.gov/pubmed?term=(%22lsoa%22%5BTitle%2FAbstract%5D)%20AND%20(%22aging%22%20AND%20%22longitudinal%22)",,,,,,,,,,,,,,,,,"Aged ||    Aged ||  80 and over ||    Aging ||  Cognition Disorders ||  Geriatric Assessment ||  Longitudinal Studies ||   Aging ||  Elderly ||  Health ||  Chronic Conditions ||  Functioning ||  Disability ||  Health Care Utilization ||  Unmet Need ||  Social Activity ||  Social Determinants of Health",,"The Longitudinal Studies of Aging (LSOAs) is a collaborative project of the National Center for Health Statistics (NCHS) and the National Institute on Aging (NIA). It is a multicohort study of persons 70 years of age and over designed primarily to measure changes in the health, functional status, living arrangements, and health services utilization of two cohorts of Americans as they move into and through the oldest ages. The project is comprised of four surveys: The 1984 Supplement on Aging (SOA), The 1984-1990 Longitudinal Study of Aging (LSOA), the 1994 Second Supplement on Aging (SOA II), and the 1994-2000 Second Longitudinal Study of Aging (LSOA II).",,,,,,,,,"nia/nlmcrs","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1231"
"1234","National Ambulatory Medical Care Survey","NAMCS","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20ambulatory%20medical%20care%20survey[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Ambulatory Care ||  Health Care Surveys ||  Office Visits ||   Physician Office Care ||  Diagnoses ||  Injury ||  Medications ||  ICD-9-CM ||  Primary Care ||  Chronic DiseaseOffice Visits ||  Electronic Medical Records ||  Health Care Quality ||  Social Determinants of Health","0","The National Ambulatory Medical Care Survey (NAMCS) is a national survey designed to meet the need for objective, reliable information about the provision and use of ambulatory medical care services in the United States. Findings are based on a sample of visits to non-federal employed office-based physicians who are primarily engaged in direct patient care. Physicians in the specialties of anesthesiology, pathology, and radiology are excluded from the survey. The survey was conducted annually from 1973 to 1981, in 1985, and annually since 1989",,,,,,,,,,"Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1234"
"1579","National Death Index","NDI","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20death%20index[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Cause of Death ||  Mortality ||  Vital Statistics ||   Mortality Ascertainment ||  Record Linkage",,"The National Death Index (NDI) is a central computerized index of death record information on file in the State vital statistics offices.  Working with these State offices, NCHS established the NDI as a resource to aid epidemiologists and other health and medical investigators with their mortality ascertainment activities.    Available to investigators solely for statistical purposes in medical and health research. Not accessible to organizations or the general public for legal, administrative, or genealogy purposes.  A national file of identifying death record information (beginning with 1979 deaths) compiled from computer files submitted by State vital statistics offices. Death records are added to the NDI file annually, approximately 15-18 months after the end of a particular calendar year.  To use the system, investigators first must submit a NDI application form to NCHS. Applicants should allow about 2-3 months for their applications to be reviewed and approved. Once approved, users may submit their study subjects' names, social security numbers, dates of birth, and related information to NCHS on diskette or CD-ROM. NCHS will perform the NDI search and return the match results within a week.",,,,,,,,,"Logicon/ROW Sciences",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1579"
"1269","National Health and Nutrition Examination Survey","NHANES","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20health%20and%20nutrition%20examination%20survey[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Nutrition Surveys ||  Health Behavior ||  Chronic Disease and Health Status ||   National Cross-sectional Survey ||  Medication/supplement Use ||  Oral Health ||  Infectious Disease and Immunization Status ||  Environmental Health ||  Physical Functioning ||  Risk Factors ||  Social Determinants of Health",,"The National Health and Nutrition Examination Survey (NHANES) is a program of studies designed to assess the health and nutritional status of adults and children in the United States. The survey is unique in that it combines interviews and physical examinations. The NHANES program began in the early 1960s and has been conducted as a series of surveys focusing on different population groups or health topics. In 1999, the survey became a continuous program that has a changing focus on a variety of health and nutrition measurements to meet emerging needs. The survey examines a nationally representative sample of about 5,000 persons each year. These persons are located in counties across the country, 15 of which are visited each year. The NHANES interview includes demographic, socioeconomic, dietary, and health-related questions. The examination component consists of medical, dental, and physiological measurements, as well as laboratory tests administered by highly trained medical personnel.",,,,,,,,,,"Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1269"
"2057","National Health Care Surveys","NHCS","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22National%20Health%20Care%20Surveys%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Ambulatory Care ||  Health Care Surveys ||  Physician Office Care ||  Diagnoses ||  Injury ||  Medications ||  ICD-9-CM ||  Primary Care ||  Chronic Disease ||  Electronic Medical Records ||  Health Care Quality ||  Health Care Utilization ||  Hospital Care ||  Long-term Care",,"The National Health Care Surveys are designed to answer key questions of interest to health care policy makers, public health professionals, and researchers. These can include the factors that influence the use of health care resources, the quality of health care, including safety, and disparities in health care services provided to population subgroups in the United States.  The health care settings and providers surveyed include: physician offices and community health centers, hospital emergency and outpatient departments, ambulatory surgery centers, hospital inpatient care, nursing homes, nursing assistants, home and hospice care agencies, home health and hospice aides, and residential care facilities.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2057"
"1589","National Health Interview Survey","NHIS","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20health%20interview%20survey[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Activities of Daily Living ||  Chronic Disease ||  Health Behavior ||    Health Services Accessibility ||    Health Status Indicators ||  Mental Health ||  Social Determinants of Health","0","The main objective of the NHIS is to monitor the health of the United States population through the collection and analysis of data on a broad range of health topics. A major strength of this survey lies in the ability to display these health characteristics by many demographic and socioeconomic characteristics.    The NHIS covers the civilian noninstitutionalized population residing in the United States at the time of the interview. Because of technical and logistical problems, several segments of the population are not included in the sample or in the estimates from the survey. Examples of persons excluded are patients in long-term care facilities; persons on active duty with the Armed Forces (though their dependents are included); persons incarcerated in the prison system; and U.S. nationals living in foreign countries.",,,,,,,,,,"Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1589"
"1997","National Health Interview Survey on Disability","NHIS-D","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20health%20interview%20survey%20disability[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Disability ||  Health Services Accessibility ||    Health Status Indicators ||  Health Surveys ||   Chronic Conditions",,"The Americans with Disabilities Act (ADA), which was signed into law in July 1990, is one of the catalysts prompting legal and policy reforms in the area of disability. However, national policy-relevant data on disability needed to understand its many aspects and impacts was limited or nonexistent. In an effort to meet some of these data needs, four Federal offices (Office of the Assistant Secretary for Planning and Evaluation, Health and Human Services; Office of Supplemental Security Income, Social Security Administration (SSA); Office of Disability, SSA; and Bureau of Maternal and Child Health, Health Resources Administration) planned several national surveys about various aspects of disability in the early 1990s.  These agencies merged their efforts to develop one survey to be included with the National Health Interview Survey (NHIS) for 2 consecutive years. Other organizations with an interest in disability also participated. The NHIS-D was conducted in 1994 and 1995.  It was designed to collect data that could be used to understand disability, develop public health policy, produce simple prevalence estimates, and provide descriptive baseline statistics on the effects of disabilities.",,,,,,,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1997"
"1273","National Health Provider Inventory","NHPI","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=national%20health%20provider%20inventory[tiab]&cmd=DetailsSearch",,,,,,,,"The National Health Provider Inventory provides data on services, location, staff, capacity, and other characteristics of selected health care providers in the United States.",,,,,,,,,"Public Health Systems Research ||  long-term care providers",,"Information is collected via mail questionnaire with telephone follow up to all providers (100% census) of selected types. In 1991 (the last time the inventory was conducted), the inventory included nursing and personal care homes, licensed board and care homes, home health agencies, and hospices. The source of the information is the financial and administrative records of the provider. The individual provider is the record unit in the inventory database.  More recent national provider data are available from samples of long-term care providers in the National Nursing Home Survey, the National Home and Hospice Care Survey, and the National Survey of Residential Care Facilities.",,,,,,,,,,,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1273"
"1423","National Home and Hospice Care Survey","NHHCS","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=NHHCS[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Home health care ||  Hospice discharges ||  Long-term care ||  Health services utilization ||  End-of-life care ||   Staffing ||  Medications ||  Activities of Daily Living ||  Health Care Quality  Survey ||  Social Determinants of Health",,"The National Home and Hospice Care Survey (NHHCS) is  a continuing series of nationally representative sample surveys of U.S. home health and hospice agencies. It is designed to provide descriptive information on home health and hospice agencies, their staffs, their services, and their patients. NHHCS was first conducted in 1992 and was repeated in 1993, 1994, 1996, 1998, and 2000, and most recently in 2007.",,,,,,,,,"ROW Sciences/FDC","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1423"
"2058","National Home Health Aide Survey","NHHAS","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=%22National%20Home%20Health%20Aide%20Survey%22%5BTitle/Abstract%5D&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Home Health Aides ||  Home Health Care ||  Long-term Care ||  Direct Care Workers ||  Workforce Shortages ||  Job Satisfaction ||  Turnover ||  Workplace Environment ||  Job Training ||  Work-related Injury ||  Social Determinants of Health",,"The National Home Health Aide Survey (NHHAS), the first national probability survey of home health aides, was designed to provide national estimates of home health aides employed by agencies that provide home health and/or hospice care. NHHAS was sponsored by the Office of the Assistant Secretary for Planning and Evaluation (ASPE). NHHAS, a multistage probability sample survey, was conducted as a supplement to the 2007 National Home and Hospice Care Survey. Agencies providing home health and/or hospice care were sampled into NHHCS, and then up to six home health aides were sampled from eligible participating NHHCS agencies. Home health aides were considered eligible to participate in NHHAS if they were (1) directly employed by the sampled agency; and (2) provided assistance in activities of daily living (ADLs), including bathing, dressing, transferring, eating, and toileting.   NHHAS was administered to aides during their nonworking hours by interviewers. The survey instrument included sections on recruitment, training, job history, family life, management and supervision, client relations, organizational commitment and job satisfaction, workplace environment, work-related injuries, and demographics.   Interviews were completed between September 2007 and April 2008.",,,,,,,,,"InfoPac","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2058"
"1719","National Hospital Ambulatory Medical Care Survey","NHAMCS","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=NHAMCS[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Emergency department visits ||  outpatient hospital visits ||  ambulatory surgery centers ||   health services utilization ||  diagnosis ||  injury ||  medications ||  ICD-9-CM ||  health care quality ||  health care access ||  Social Determinants of Health",,"The National Hospital Ambulatory Medical Care Survey (NHAMCS) is designed to collect data on the utilization and provision of ambulatory care services in hospital emergency and outpatient departments and in ambulatory surgery centers.  Hospital-based ambulatory surgery centers are included since 2009, and freestanding ambulatory surgery centers are included in 2010.      For the hospital component of the survey, findings are based on a national sample of visits to emergency and outpatient departments and to ambulatory surgery facilities in noninstitutional general and short-stay hospitals, exclusive of Federal, military, and Veterans Administration hospitals.    For the freestanding ambulatory surgery component of the NHAMCS, findings are based a national sample of visits to these ambulatory surgery centers that are regulated by states, certified by the Centers for Medicare and Medicaid Services, or whose primary business is ambulatory surgery.      Data are obtained on demographic characteristics of patients, expected source(s) of payment, patients’ complaints, diagnoses, diagnostic/screening services, procedures, medication therapy, disposition, types of providers seen, causes of injury (emergency department and ambulatory surgery center only), and certain characteristics of the facility, such as, geographic region, metropolitan status, and electronic medical record use.",,,,,,,,,"ROW Sciences/FDC",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1719"
"2165","National Survey of Sexual Attitudes and Lifestyles","NATSAL","DataSet","PHSR","National Centre for Social Research",,"https://www.ncbi.nlm.nih.gov/pubmed?term=22695641%5Buid%5D%20OR%2010410199%5Buid%5D%20OR%209883306%5Buid%5D%20OR%2024286785%5Buid%5D%20OR%2024277882%5Buid%5D&cmd=DetailsSearch",,,,,,,,"The National Survey of Sexual Attitudes and Lifestyles II, 2000-2001 (NATSAL II) was very closely modelled on the National Survey of Sexual Attitudes and Lifestyles, 1990-1991 (NATSAL I, held at the UKDA under SN 3434), carried out by the same team of investigators. The results from the first survey were widely used by academics and policymakers. Towards the end of the 1990s, it became increasingly clear that the NATSAL I results were growing outdated and that repeat measures were needed not only to provide up-to-date information for estimating the likely extent of the HIV epidemic in Britain, but also to look at behaviour change over time and to include new questions to take account of current information needs in the field of sexual health.    The main objectives of NATSAL II were to:  provide a detailed understanding of patterns of sexual behaviour in Britain (including for example, numbers of sexual partners, frequency of different sexual practices, and homosexual experience)  provide data for HIV/AIDS projections in Britain  assess whether there have been changes in behaviour since NATSAL I  measure the prevalence of chlamydia trachomatis infection, via urine samples  Given the importance of making comparisons with NATSAL I data, NATSAL II was largely a repeat of the 1990 survey. However, it was also recognised that a number of methodological developments in survey research in the intervening period could lead to improvements in the data collection process for NATSAL II. In particular, the use of Computer Assisted Personal Interview (CAPI) and Computer Assisted Self-Interview (CASI) techniques had the potential to improve on response rates and data quality, as well as maximise the disclosure of sensitive behaviours.",,,,,,,,,"National Survey of Sexual Attitudes and Lifestyles - Major studies ||    Childbearing ||  family planning and abortion - Health  General - Health ||    Social attitudes and behaviour - Society and culture",,"The face-to-face interview included sections on: general health, family, learning about sex, first sexual experience, contraception, attitudes, and household classification.     The self-completion questionnaire included sections on: sexual attraction and experience, heterosexual sex, homosexual sex, number of partners, sex abroad, most recent partners, paying for sex (males only), miscarriage, sexually transmitted diseases, HIV/AIDS testing, sexual problems.",,,,,"Great Britain;    Abortion (Induced);    Accidents;    Adopted Children;    Age;    Aids (Disease);    Alcohol Consumption;    Antenatal Care;    Attitudes;    Birth Control Methods;    Birth Order;    Bisexuality;    Children;    Chronic Illness;    Circumcision;    Clinical Tests And Measurements;    Coeducational Schools;    Cohabitation;    Condom Use;    Contraceptive Devices;    Debilitative Illness;    Disabilities;    Diseases;    Divorce;    Drug Abuse;    Economic Activity;    Educational Certificates;    Employees;    Employment History;    Ethnic Groups;    Families;    Fertility;    Friends;    Gender;    Health;    Health Behaviour;    Health Professionals;    Health Risks;    Height (Physiology);    Heterosexual Relationships;    Heterosexuality;    Hiv Infections;    Home Ownership;    Homosexuality;    Hospital Outpatient Services;    Hospitalization;    Households;     Housing;     Housing Tenure;    Infidelity;    Information Sources;    International Travel;    Interpersonal Attraction;    Interpersonal Communication;    Interpersonal Relations;    Languages;    Life Styles;    Love;    Marital History;    Marital Status;    Marriage;    Marriage Dissolution;    Medical Care;    Medical Centres;    Menstruation;    Miscarriage;    Neonatal Deaths;    Occupational Status;    Occupations;    Parent-Child Relationship;    Parents;    Partnerships (Personal);    Place Of Birth;    Pregnancy;    Premarital Sex;    Prescription Drugs;    Prostitution;    Public Information;    Qualifications;    Religious Affiliation;    Religious Attendance;    Residential Mobility;    Rhythm Method (Birth Control);    Safe Sex;    Same-Sex Relationships;    Satisfaction;    Self-Employed;    Sex Education;    Sexual Assault;    Sexual Awareness;    Sexual Behaviour;    Sexual Difficulties;    Sexual Health;    Sexually Transmitted Diseases;    Siblings;    Smoking;    Social Activities (Leisure);    Socio-Cultural Clubs;    Socio-Economic Status;    Spouse's Economic Activity;    Spouse's Occupation;    Spouses;    Stepchildren;    Supervisory Status;    Transmission Of Disease;    Weight (Physiology);    Withdrawal Method (Birth Control);    Working Time",,,,"InfoPac",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/2165"
"1424","National Hospital Discharge Survey","NHDS","DataSet","PHSR","National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=NHDS[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,,,,"Hospitalization ||  Inpatients ||   Length of Stay ||  Inpatients ||  Diagnoses ||  Procedures ||  ICD-9 CM ||  Social Determinants of Health",,"The National Hospital Discharge Survey (NHDS), which has been conducted annually since 1965, is a national probability survey designed to meet the need for information on characteristics of inpatients discharged from non-Federal short-stay hospitals in the United States. Patient information collected includes demographics, expected source of payment, length of stay, diagnoses, and procedures.  Hospital characteristics collected include region, ownership, and bedsize.",,,,,,,,,"ROW Sciences/FDC","Compendium of Publicly Available Datasets and Other Data-Related Resources. The National Partnership for Action to End Health Disparities has compiled a Compendium of Publicly Available Datasets and Other Data-Related Resources (Compendium). This free resource details publicly available data relevant to research and programs aiming to reduce health disparities. The Compendium compiles in one place descriptions of and links to public datasets and resources that include information about health conditions and other factors that impact the health of minority populations. https://www.minorityhealth.hhs.gov/NPA/Materials/FIHET_Data_Compendium_508_version_FINAL_11_28_2016.pdf",,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1424"
"1422","National Maternal and Infant Health Survey","NMIHS","DataSet",,"National Center for Health Statistics (NCHS), CDC",,"https://www.ncbi.nlm.nih.gov/pubmed?term=National%20Maternal%20Infant%20Health%20Survey[tiab]&cmd=DetailsSearch",,,,,,,,,,,,,,"Person",,,"Access to care ||  pregnancy ||  breastfeeding ||  demographics ||  developmental anomalies ||  well baby health",,"The objective of the NMIHS, conducted in 1988, wasis to collect data needed by Federal, State, and private researchers to study factors related to poor pregnancy outcomes, including low birthweight, stillbirth, infant illness, and infant death.  The NMIHS provides data on socioeconomic and demographic characteristics of mothers, prenatal care, pregnancy history, occupational background, health status of mother and infant, and types and sources of medical care received. A longitudinal follow-up was done in 1991.",,,,,,,,"A longitudinal follow-up was done in 1991.  A birth cohort study is planned to begin in 2000 in conjunction with the National Center for Education Statistics.","ROW Sciences/FDC",,,,"https://hsrr.nlm.nih.gov/hsrr_search/record_details/1422"
