"competitive_bid_service_area","company_name","dba_name","zip_plus_4","phone","oxygen_supplies_and_equipment","mail_order_diabetic_supplies","enteral_nutrients_equipment_and_supplies","cpap_devices_respiratory_assist_devices_and_related_supplies_and_accessories","hospital_beds_and_related_accessories","negative_pressure_wound_therapy_pumps_and_related_supplies_and_accessories","walkers_and_related_accessories","support_surfaces_group_2_mattresses_and_overlays","standard_power_manual_wheelchairs_scooters_and_related_accessories","external_infusion_pumps_and_supplies","general_home_equipment_and_related_supplies_and_accessories","respiratory_equipment_and_related_supplies_and_accessories","standard_mobility_equipment_and_related_accessories","is_supplier_participating","automatic_external_defibrillators_aeds","commodes_urinals_bedpans","continuous_passive_motion_cpm_devices","dynamic_splints","blood_glucose_monitors_supplies_non_mail_order","blood_glucose_monitors_supplies_mail_order","blood_glucose_monitors_mail_order","gastric_suction_pumps","heat_cold_applications","hospital_beds_electric","hospital_beds_total_electric_pediatric","hospital_beds_manual","hospital_beds_manual_pediatric","infrared_heating_pad_systems","infusion_pumps_supplies_external_infusion","infusion_pumps_implantable_uninterrupted","infusion_pumps_supplies_insulin_infusion","infusion_pumps_supplies_implanted_infusion","negative_pressure_wound_therapy_pumps_supplies","neuromuscular_electrical_stimulators_nmes","osteogenesis_stimulators","pneumatic_compression_devices","speech_generating_devices","support_surfaces_pressure_reducing_beds_mattresses_overlays_pads","support_surfaces_e_g_air_fluidized_bed","traction_equipment","transcutaneous_electrical_nerve_stimulators_tens_units","ultraviolet_light_devices","home_dialysis_equipment_supplies","hemodialysis_equipment_supplies","canes_crutches","patient_lifts","power_operated_vehicles_scooters","seat_lift_mechanisms","walkers","wheelchairs_accessories_standard_manual","wheelchairs_accessories_standard_manual_e_g_pediatrics","wheelchairs_accessories_standard_power","wheelchairs_accessories_standard_power_e_g_pediatrics_and_custom_cushions","wheelchairs_accessories_complex_rehabilitative_manual","wheelchairs_accessories_complex_rehabilitative_power","wheelchairs_accessories_complex_rehabilitative_power_e_g_group_3_group_4_group_5","wheelchair_seating_cushions","wheelchair_seating_cushions_e_g_skin_protecting_seat_cushions","orthoses_custom_fabricated","orthoses_prefabricated","orthoses_off_the_shelf","breast_prostheses_accessories","cochlear_implants","facial_prostheses","neurostimulators","ocular_prostheses","ostomy_supplies","somatic_prostheses","tracheostomy_supplies","urological_supplies","voice_prosthetics","prosthetic_lenses_conventional_eyeglasses","prosthetic_lenses_conventional_contact_lenses","prosthetic_lenses_prosthetic_cataract_lenses","enteral_nutrients_equipment_supplies","enteral_nutrients_supplies_for_special_metabolic_needs_and_pediatrics","parenteral_nutrients_equipment_supplies","limb_prostheses","eye_prostheses","cpap_rads_related_supplies_accessories","cpap_and_rads_supplies_e_g_combination_masks","high_frequency_chest_wall_oscillation_hfcwo_devices","invasive_mechanical_ventilation","intermittent_positive_pressure_breathing_ippb_devices","intrapulmonary_percussive_ventilation_devices","mechanical_in_exsufflation_devices","nebulizer_equipment_supplies","nebulizer_equipment_ultrasonic_and_controlled_dose","oxygen_equipment_supplies","respiratory_suction_pumps","ventilators_accessories_supplies","surgical_dressings","diabetic_shoes_inserts_prefabricated","diabetic_shoes_inserts_custom_fabricated","location_1","location_2"
,"LUXOTTICA RETAIL NORTH AMERICA INC                                    ","SEARS OPTICAL #C0501                    ",,"(801)268-0937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6191 S STATE ST
MURRAY, UT 84107
(40.636164792000045, -111.88921522999999)","STE 126
,  "
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITH'S PHARMACY #107                   ",,"(801)768-2240","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1320 REDWOOD RD
SARATOGA SPGS, UT 84045
(40.385159858000065, -111.91636474799998)",
,"BASIN FAMILY PHARMACY                                                 ","BASIN FAMILY PHARMACY                   ",,"(435)722-2454","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","245 W HIGHWAY 40
ROOSEVELT, UT 84066
(40.290823128000056, -109.99600983199997)",
,"PHARMERICA DRUG SYSTEMS LLC                                           ","PHARMERICA                              ",,"(801)486-9555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","376 LAWNDALE DR
SALT LAKE CITY, UT 84115
(40.71656315300004, -111.90151228199994)",
,"OXYGEN UTAH                                                           ","OXYGEN UTAH                             ",,"(801)417-8099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3587 W 4700 SOUTH
TAYLORSVILLE, UT 84129
(40.667553019000025, -111.97601031199997)",
,"STANDARD OPTICAL CO                                                   ","STANDARD OPTICAL                        ",,"(801)292-0479","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140 W 500 S
BOUNTIFUL, UT 84010
(40.884298381000065, -111.88397064899999)",
,"K MART CORP                                                           ","KMART PHARM 7425                        ",,"(801)798-9806","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","900 EXPRESSWAY LN
SPANISH FORK, UT 84660
(40.12138423000005, -111.63878959299996)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITHS PHARMACY #151                    ",,"(801)298-2124","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2399 S MAIN ST
BOUNTIFUL, UT 84010
(40.86396173600008, -111.89441309499995)",
,"FRONTIER LEASING LIMITED PARTNERSHIP                                  ","CNS RESPIRATORY SERVICES                ",,"(801)973-0900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","79 WEST 4510 SOUTH
MURRAY, UT 84107
(40.661658328000044, -111.88116851399997)","#2
,  "
"San Diego-Carlsbad-San Marcos, CA","ORBIT MEDICAL OF PORTLAND, INC                                        ","TIBRO MEDICAL                           ",,"(801)255-5202","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9847 SOUTH 500 WEST
SANDY, UT 84070
(40.574121965000074, -111.90636400999995)","SUITE 200
,  "
,"VISIONWORKS INC                                                       ","VISIONWORKS                             ",,"(801)572-4810","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10317 S STATE ST
SANDY, UT 84070
(40.563840742000025, -111.89070458399999)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITHS PHARMACY 63                      ",,"(435)654-1267","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","550 N MAIN ST
HEBER CITY, UT 84032
(40.514857074000076, -111.41316290499998)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITH'S PHARMACY #85                    ",,"(801)256-0532","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","980 FORT UNION BLVD
MIDVALE, UT 84047
(40.62224299400003, -111.86462383799994)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITH'S PHARMACY #44                    ",,"(801)355-5257","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","876 E 800 S
SALT LAKE CTY, UT 84102
(40.75193346400005, -111.86670024999995)",
"Salt Lake City, UT","MOUNTAIN VALLEY HOME MEDICAL EQUIPMENT, INC.                          ","MOUNTAIN VALLEY HOME MEDICAL EQUIPM     ",,"(801)282-6922","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","380 W 12300 S
DRAPER, UT 84020
(40.526817927000025, -111.90272057899995)","STE 101
,  "
,"STANDARD OPTICAL CO                                                   ","STANDARD OPTICAL                        ",,"(801)255-5454","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1656 W 9000 S
WEST JORDAN, UT 84088
(40.58771060300006, -111.93767614399997)",
,"CENTER FOR PROSTHETICS INC                                            ","CENTER FOR PROSTHETICS INC              ",,"(801)364-0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148 SOUTH 500 EAST
SALT LAKE CITY, UT 84098
(40.76611765900003, -111.87683528999997)",
,"PERFECT FEET INC                                                      ","PERFECT FEET INC                        ",,"(801)479-4910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5728 S 1475 E
OGDEN, UT 84403
(41.159436895000056, -111.94276300699994)","STE 102
,  "
,"THRIFTY PAYLESS INC                                                   ","RITE AID PHARAMCY 06135                 ",,"(801)485-4852","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2266 E 3300 S
SALT LAKE CITY, UT 84109
(40.699843412000064, -111.82527110899997)",
,"RSP PHARMACEUTICAL CORPORATION                                        ","BIRCH FAMILY PHARMACY                   ",,"(435)882-7775","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","493 N MAIN ST
TOOELE, UT 84074
(40.540365113000064, -112.29840936)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITH'S PHARMACY #69                    ",,"(801)363-1037","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1174 W 600 N
SALT LAKE CITY, UT 84116
(40.78243231000005, -111.92470202999999)",
"Omaha-Council Bluffs, NE-IA","ORBIT MEDICAL, INC.                                                   ","ORBIT MEDICAL INC                       ",,"(801)713-2020","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","4516 S 700 E
SALT LAKE CITY, UT 84107
(40.67371081300007, -111.87149719899998)","SUITE 360
,  "
"Salt Lake City, UT","VALLEY MEDICAL EQUIPMENT INC                                          ","VALLEY HOME MEDICAL                     ",,"(801)225-9979","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","0","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","1","0","0","538 S COMMERCE RD
OREM, UT 84058
(40.28737376600003, -111.72853935499995)",
"Omaha-Council Bluffs, NE-IA","ORBIT MEDICAL OF PORTLAND, INC                                        ","TIBRO MEDICAL                           ",,"(801)255-5202","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9847 SOUTH 500 WEST
SANDY, UT 84070
(40.574121965000074, -111.90636400999995)","SUITE 200
,  "
,"THRIFTY PAYLESS INC                                                   ","RITE AID PHARMACY 06140                 ",,"(801)967-0682","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1837 W 4700 S
TAYLORSVILLE, UT 84129
(40.66762330800003, -111.94171033899994)",
"Northern-Chicago Metro CBA","ORBIT MEDICAL, INC.                                                   ","ORBIT MEDICAL INC                       ",,"(801)713-2020","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","4516 S 700 E
SALT LAKE CITY, UT 84107
(40.67371081300007, -111.87149719899998)","SUITE 360
,  "
,"WAL-MART STORES INC                                                   ","WALMART PHARMACY 10-1573                ",,"(435)637-6974","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","255 S HIGHWAY 55
PRICE, UT 84501
(39.59531173400006, -110.79078679899999)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITHS PHARMACY 30                      ",,"(801)479-0700","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","4275 HARRISON BLVD
OGDEN, UT 84403
(41.18516498500003, -111.94911579899997)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITHS PHARMACY #144                    ",,"(801)224-3332","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","45 SOUTH STATE ST
OREN, UT 84057
(40.297917117000054, -111.69539149099995)",
,"ABILITY PROSTHETIC SYSTEMS INC                                        ","ABILITY PROSTHETIC SYSTEMS              ",,"(801)328-9728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","750 E 100 S
SALT LAKE CITY, UT 84102
(40.76716317300003, -111.86934012699999)",
,"ALPINE MANAGEMENT AND CONSULTING LLC                                  ","ALPINE MANAGEMENT AND CONSULTING        ",,"(435)787-2000","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2310 N 400 E
LOGAN, UT 84341
(41.77425747900003, -111.82318432699998)","STE A
,  "
,"EYEWORKS EYEWEAR, LLC                                                 ","EYEWORKS OPTICAL                        ",,"(801)479-1100","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4387 HARRISON BLVD
OGDEN, UT 84403
(41.18310078700006, -111.94916694799997)","STE D6
,  "
,"TARGET CORPORATION AND SUBSIDIARIES                                   ","TARGET STORE T-2123                     ",,"(847)645-1194","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11525 SOUTH PARKWAY PLAZA DR
SALT LAKE CITY, UT 84095
(40.54210294600006, -111.97956510099999)",
,"CFK, INC.                                                             ","THE MEDICINE SHOPPE                     ",,"(801)295-3463","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","47 E 500 S
BOUNTIFUL, UT 84010
(40.88430759900007, -111.87945024799996)",
,"WAL-MART STORES INC                                                   ","WALMART PHARMACY 105168                 ",,"(435)893-8470","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","10 E 1300 S
RICHFIELD, UT 84701
(38.74953067000007, -112.08568795699995)",
,"K MART CORP                                                           ","K MART PHARMACY #9794                   ",,"(435)628-1258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","745 SOUTH BLUFF
SAINT GEORGE, UT 84770
(37.09539836700003, -113.58663569899994)",
"Albuquerque, NM","AHC MEDICAL SUPPLY LLC                                                ","AHC MEDICAL SUPPLY                      ",,"(801)713-3200","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5323 S MURRAY BLVD
MURRAY, UT 84123
(40.65958006200003, -111.90409183899999)",
"Minneapolis-St. Paul-Bloomington, MN-WI","ORBIT MEDICAL OF PORTLAND, INC                                        ","TIBRO MEDICAL                           ",,"(801)255-5202","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9847 SOUTH 500 WEST
SANDY, UT 84070
(40.574121965000074, -111.90636400999995)","SUITE 200
,  "
,"THRIFTY PAYLESS INC                                                   ","RITE AID PHARMACY #06147                ",,"(801)393-6093","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","142 N HARRISVILLE RD
OGDEN, UT 84404
(41.260622194000064, -111.97059677699997)",
,"WALGREENS CO                                                          ","WALGREES # 02519                        ",,"(801)614-1347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1962 W 1800 N
CLINTON, UT 84015
(41.13990790400004, -112.06413106399998)",
,"SMITHS FOOD & DRUG CENTERS INC                                        ","SMITH'S PHARMACY #28                    ",,"(801)486-4331","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","922 E 2100 S
SALT LAKE CITY, UT 84106
(40.72538258700007, -111.86440144699998)",
,"JENCO MEDICAL INCORPORATED                                            ","UTAH PROSTHETICS & ORTHOTICS            ",,"(435)688-9338","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","356 E 600 S
ST GEORGE, UT 84770
(37.097932601000025, -113.57576002899998)",
