"agency_number","agency_name","count_of_current_employees","job_title","job_min_hourly_rate","job_max_hourly_rate"
"80","Attorney General","1","ADMINISTRATIVE ASSISTANT, APPOINTED","14.42","22.24"
"80","Attorney General","1","ADMINISTRATIVE ASSISTANT-APPOINTED, ATT GEN","15.80","27.91"
"80","Attorney General","18","ADMINISTRATIVE LEGAL SECRETARY, ATT GEN","14.96","25.73"
"80","Attorney General","12","ASST ATTY GENERAL I","27.16","31.11"
"80","Attorney General","11","ASST ATTY GENERAL II","28.67","35.62"
"80","Attorney General","19","ASST ATTY GENERAL III","30.27","40.80"
"80","Attorney General","60","ASST ATTY GENERAL IV","31.97","61.29"
"80","Attorney General","138","ASST ATTY GENERAL V","33.74","72.12"
"80","Attorney General","1","ATTORNEY GENERAL","10.00","47.36"
"80","Attorney General","1","AUDITOR I, ATT GEN","17.12","28.67"
"80","Attorney General","2","AUDITOR IV, ATT GEN","23.71","37.62"
"80","Attorney General","1","CHIEF OF STAFF  - ATT GEN","31.82","80.39"
"80","Attorney General","1","CRIMINAL INFORMATION SPECIALIST, ATT GEN","18.07","27.06"
"80","Attorney General","2","CRIMINAL INFO SPECIALIST / EVIDENCE TECH, ATT GEN","18.07","27.16"
"80","Attorney General","2","DEPUTY ATTORNEY GENERAL","53.52","80.39"
"80","Attorney General","1","DIRECTOR, JUSTICE & VICTIM PROGRAMS DIVISION","36.25","52.99"
"80","Attorney General","1","DIRECTOR, LAW ENFORCEMENT SERVICES, ATT GEN","31.11","58.05"
"80","Attorney General","1","DIRECTOR OF COMMUNICATIONS & POLICY, ATT GEN","37.62","56.50"
"80","Attorney General","1","EXECUTIVE ASSISTANT, ATT GEN","21.27","31.97"
"80","Attorney General","2","FINANCIAL MANAGER I, ATT GEN","22.46","35.62"
"80","Attorney General","1","FINANCIAL MANAGER II, ATT GEN","23.71","39.71"
"80","Attorney General","8","GENERAL SERVICES AIDE, ATT GEN","7.80","12.04"
"80","Attorney General","1","HUMAN RESOURCE MANAGER, ATT GEN","25.04","40.80"
"80","Attorney General","2","INFORMATION SPECIALIST I, ATT GEN","14.96","22.46"
"80","Attorney General","1","INFORMATION SPECIALIST II, ATT GEN","16.67","25.04"
"80","Attorney General","1","IT ANALYST III, ATT GEN","28.67","46.73"
"80","Attorney General","26","LAW CLERK, ATT GEN","12.36","18.56"
"80","Attorney General","1","LAW OFFICE ADMIN / BUDGET DIRECTOR, ATT GEN","31.11","58.05"
"80","Attorney General","4","LEGAL ASSISTANT I, ATT GEN","15.80","25.04"
"80","Attorney General","2","LEGAL ASSISTANT II, ATT GEN","18.07","26.43"
"80","Attorney General","43","LEGAL ASSISTANT III, ATT GEN","19.61","32.85"
"80","Attorney General","41","LEGAL SECRETARY, ATT GEN","13.54","23.71"
"80","Attorney General","1","LEGAL SECRETARY TRAINEE, ATT GEN","11.72","18.07"
"80","Attorney General","1","LEGIS SESSION INTERN","8.70","13.06"
"80","Attorney General","6","OFFICE TECHNICIAN II, ATT GEN","9.94","16.67"
"80","Attorney General","4","SPECIAL AGENT I, ATT GEN","25.04","30.27"
"80","Attorney General","9","SPECIAL AGENT II, ATT GEN","27.06","32.85"
"80","Attorney General","17","SPECIAL AGENT III, ATT GEN","27.91","33.74"
"80","Attorney General","3","SPECIAL AGENT IV, ATT GEN","27.16","35.62"
"80","Attorney General","3","TECHNICAL SUPPORT SPEC II, ATT GEN","23.71","36.61"
"80","Attorney General","2","TECHNICAL SUPPORT SPEC III, ATT GEN","27.16","40.80"
"80","Attorney General","3","TEMPORARY - NON EXEMPT POSITION","0.00","30.00"
"80","Attorney General","1","TEMPORARY/SEASONAL OFFICE TECH","0.00","23.00"
"80","Attorney General","1","TRAINING COORDINATOR, CJC","22.46","33.74"
"80","Attorney General","1","TRAINING COORDINATOR I, ATT GEN","22.46","33.74"
"80","Attorney General","1","TRAVEL COORDINATOR, ATT GEN","14.56","21.86"
"80","Attorney General","3","VICTIM COORDINATOR I, ATT GEN","14.56","24.37"
"90","State Auditor","1","ADMINISTRATIVE ASSISTANT, STATE AUDITOR","7.50","40.00"
"90","State Auditor","1","CHIEF ECONOMIST,  STATE AUDITOR  - APPOINTED","38.30","61.90"
"90","State Auditor","4","DIRECTOR, STATE AUDITOR","35.00","62.50"
"90","State Auditor","1","GOVERNMENT RELATIONS ASSISTANT -  APPOINTED","7.50","20.00"
"90","State Auditor","9","JUNIOR STAFF AUDITOR - APPOINTED","15.00","22.00"
"90","State Auditor","1","OFFICE SPECIALIST, APPOINTED - STATE AUDITOR","10.41","20.00"
"90","State Auditor","1","PUBLIC INFORMATION OFFICER II, APPOINTED","26.89","44.00"
"90","State Auditor","1","RESEARCH ANALYST, APPOINTED","16.95","35.27"
"90","State Auditor","2","SENIOR STAFF AUDITOR - APPOINTED","26.00","38.50"
"90","State Auditor","9","STAFF AUDITOR - APPOINTED","20.00","28.50"
"90","State Auditor","14","STAFF AUDIT SUPERVISOR - APPOINTED","30.00","55.00"
"90","State Auditor","1","STATE AUDITOR","0.00","0.00"
"90","State Auditor","1","TECHNICAL WRITER, APPOINTED","20.50","30.80"
"100","Dept of Administrative Services","12","ACCOUNTANT, STATE FINANCE","23.48","35.27"
"100","Dept of Administrative Services","13","ACCOUNTING TECHNICIAN III","11.60","19.42"
"100","Dept of Administrative Services","2","ADMINISTRATIVE ASSISTANT","14.42","24.79"
"100","Dept of Administrative Services","1","ADMINISTRATIVE LAW JUDGE I, INSP GEN MEDICAID SRVS","29.17","43.82"
"100","Dept of Administrative Services","1","ADMINISTRATIVE SERVICES MANAGER","22.24","34.33"
"100","Dept of Administrative Services","17","APPRENTICE MAINTENANCE SPECIALIST","12.58","17.89"
"100","Dept of Administrative Services","7","ARCHIVAL TECHNICIAN","10.41","18.38"
"100","Dept of Administrative Services","2","ARCHIVIST I","14.42","22.85"
"100","Dept of Administrative Services","14","ARCHIVIST II","16.07","25.47"
"100","Dept of Administrative Services","1","ASSISTANT DIRECTOR, DIVISION OF FINANCE","36.25","54.44"
"100","Dept of Administrative Services","3","ASSISTANT DIRECTOR, DIVISION OF PURCHASING","28.39","42.65"
"100","Dept of Administrative Services","2","ASSISTANT DIRECTOR, RISK MANAGEMENT","31.65","47.54"
"100","Dept of Administrative Services","1","ASSISTANT STATE COMPTROLLER","34.33","51.57"
"100","Dept of Administrative Services","1","AUDIT MANAGER, INSP GEN MEDICAID SRVS","24.79","39.32"
"100","Dept of Administrative Services","1","AUDITOR III","21.06","35.27"
"100","Dept of Administrative Services","1","AUDITOR III, INSP GEN MEDICAID SRVS","21.06","35.27"
"100","Dept of Administrative Services","3","AUDITOR II, INSP GEN MEDICAID SRVS","17.89","31.65"
"100","Dept of Administrative Services","1","AUDITOR IV, INSP GEN MEDICAID SRVS","23.48","37.25"
"100","Dept of Administrative Services","10","BOARD/COMMISSION MEMBER","0.00","0.00"
"100","Dept of Administrative Services","1","BUILDING/GROUNDS SUPERVISOR I","14.42","21.64"
"100","Dept of Administrative Services","8","BUILDING/GROUNDS SUPERVISOR II","16.07","24.13"
"100","Dept of Administrative Services","2","COMMERCIAL REAL ESTATE SPECIALIST, DFCM","17.89","26.89"
"100","Dept of Administrative Services","1","CONTRACT/GRANT ANALYST I","15.64","26.89"
"100","Dept of Administrative Services","1","CONTRACT/GRANT ANALYST II","19.95","33.41"
"100","Dept of Administrative Services","1","COORDINATOR OF RESOURCE STEWARDSHIP","25.47","40.40"
"100","Dept of Administrative Services","1","DEPUTY DIRECTOR, DEPARTMENT OF ADMIN SERVICES","38.27","57.48"
"100","Dept of Administrative Services","1","DFCM ASSISTANT BUILDING CODE OFFICIAL","25.47","38.27"
"100","Dept of Administrative Services","11","DFCM PROGRAM DIRECTOR, CONSTRUCTION MGMT","29.17","51.57"
"100","Dept of Administrative Services","1","DFCM PROGRAM DIRECTOR, FACILITIES MANAGEMENT, DAS","29.17","46.27"
"100","Dept of Administrative Services","1","DIRECTOR, DFCM","36.25","54.44"
"100","Dept of Administrative Services","1","DIRECTOR, DIVISION OF ADMINISTRATIVE RULES, DAS","26.89","40.40"
"100","Dept of Administrative Services","1","DIRECTOR, DIVISION OF ARCHIVES/RECORDS","29.17","43.82"
"100","Dept of Administrative Services","1","DIRECTOR, DIVISION OF FINANCE","40.40","60.68"
"100","Dept of Administrative Services","1","DIRECTOR, DIVISION OF PURCHASING","36.25","54.44"
"100","Dept of Administrative Services","1","DIRECTOR, DIVISION OF RISK MANAGEMENT","36.25","54.44"
"100","Dept of Administrative Services","1","DIRECTOR, EXECUTIVE BRANCH, ETHICS COMMISSION","0.00","0.01"
"100","Dept of Administrative Services","1","DIRECTOR, JUDICIAL CONDUCT COMMISSION","20.00","75.00"
"100","Dept of Administrative Services","5","ELECTRONIC TECHNICAL SPECIALIST I","16.07","26.89"
"100","Dept of Administrative Services","3","ELECTRONIC TECHNICAL SPECIALIST II","17.89","29.97"
"100","Dept of Administrative Services","1","ENGINEER III","26.89","42.65"
"100","Dept of Administrative Services","1","ENGINEERING TECHNICIAN II","14.42","24.13"
"100","Dept of Administrative Services","1","EXECUTIVE ASSISTANT, INSP GEN MEDICAID SRVS","17.89","30.80"
"100","Dept of Administrative Services","1","EXECUTIVE DIRECTOR, DEPARTMENT OF ADMIN SERVICES","32.52","77.03"
"100","Dept of Administrative Services","1","EXECUTIVE SECRETARY","12.58","19.95"
"100","Dept of Administrative Services","2","FACILITIES COORDINATOR I","17.41","26.17"
"100","Dept of Administrative Services","7","FACILITIES COORDINATOR III","19.95","32.52"
"100","Dept of Administrative Services","12","FACILITIES MANAGER","21.64","36.25"
"100","Dept of Administrative Services","1","FINANCE DIRECTOR","29.17","51.57"
"100","Dept of Administrative Services","1","FINANCIAL ANALYST I","15.22","24.13"
"100","Dept of Administrative Services","3","FINANCIAL ANALYST II","16.95","26.89"
"100","Dept of Administrative Services","5","FINANCIAL ANALYST III","18.90","29.97"
"100","Dept of Administrative Services","1","FINANCIAL ANALYST II, INSP GEN MEDICAID SVCS","16.95","26.89"
"100","Dept of Administrative Services","2","FINANCIAL INFORMATION SYSTEMS SUPERVISOR","27.63","41.51"
"100","Dept of Administrative Services","10","FINANCIAL MANAGER I","22.24","35.27"
"100","Dept of Administrative Services","3","FINANCIAL MANAGER II","24.79","39.32"
"100","Dept of Administrative Services","1","FLEET ANCILLARY EQUIPMENT SPECIALIST","14.42","24.13"
"100","Dept of Administrative Services","2","FLEET MANAGER","19.95","30.80"
"100","Dept of Administrative Services","2","FLEET TECHNICIAN","10.13","15.22"
"100","Dept of Administrative Services","4","FLEET  VEHICLE SERVICES CENTER SPECIALIST","14.42","24.13"
"100","Dept of Administrative Services","1","GENERAL SERVICES MANAGER","21.64","32.52"
"100","Dept of Administrative Services","5","GENERAL SERVICES SPECIALIST","13.28","19.95"
"100","Dept of Administrative Services","1","GENERAL SERVICES SUPERVISOR","14.81","24.79"
"100","Dept of Administrative Services","10","GENERAL SERVICES TECHNICIAN I","8.60","12.93"
"100","Dept of Administrative Services","28","GENERAL SERVICES TECHNICIAN II","9.60","15.22"
"100","Dept of Administrative Services","7","GENERAL SERVICES TECHNICIAN III","10.70","16.07"
"100","Dept of Administrative Services","23","GROUNDSKEEPER I","7.52","11.92"
"100","Dept of Administrative Services","16","GROUNDSKEEPER II","9.33","16.50"
"100","Dept of Administrative Services","3","GROUNDS SUPERVISOR","11.60","18.38"
"100","Dept of Administrative Services","1","HEALTH PROGRAM MANAGER III, INSP GEN MEDICAID SRVS","28.39","46.27"
"100","Dept of Administrative Services","1","HEALTH PROG SPECIALIST III, INSP GEN MEDICAID SRVS","20.50","32.52"
"100","Dept of Administrative Services","7","HEALTH PROG SPECIALIST II, INSP GEN MEDICAID SRVS","16.50","29.17"
"100","Dept of Administrative Services","1","INVESTIGATIVE COUNSEL, JUDICIAL CONDUCT","25.00","50.00"
"100","Dept of Administrative Services","1","JOURNEY AUTO WORKER","15.22","22.24"
"100","Dept of Administrative Services","5","JOURNEY ELECTRICIAN","16.50","22.85"
"100","Dept of Administrative Services","6","JOURNEY HEATING & AIR CONDITIONING SPECIALIST","15.64","22.85"
"100","Dept of Administrative Services","33","JOURNEY MAINTENANCE/CONSTRUCTION SPECIALIST","14.03","19.42"
"100","Dept of Administrative Services","1","LEAD AUTO WORKER","16.07","23.48"
"100","Dept of Administrative Services","5","LEGAL SECRETARY","13.28","19.95"
"100","Dept of Administrative Services","1","MANAGER, INTERNAL CONTROL","26.17","39.32"
"100","Dept of Administrative Services","1","MANAGER, STATE FINANCIAL REPORTING","26.17","39.32"
"100","Dept of Administrative Services","1","MANAGER, STATE FINANCIAL TRANSACTIONS","26.17","39.32"
"100","Dept of Administrative Services","1","OFFICE CLERK II","9.08","14.42"
"100","Dept of Administrative Services","3","OFFICE SPECIALIST I","10.41","17.89"
"100","Dept of Administrative Services","4","OFFICE SPECIALIST II","11.60","19.95"
"100","Dept of Administrative Services","1","OFFICE SPECIALIST I, INSP GEN MEDICAID SRVS","10.41","17.89"
"100","Dept of Administrative Services","9","OFFICE TECHNICIAN II","9.86","16.50"
"100","Dept of Administrative Services","1","PAYROLL SPECIALIST, STATE FINANCE","16.50","24.79"
"100","Dept of Administrative Services","2","PAYROLL TECHNICIAN, STATE FINANCE","14.81","22.24"
"100","Dept of Administrative Services","2","PROGRAM MANAGER","21.64","36.25"
"100","Dept of Administrative Services","1","PROGRAM MANAGER- SURPLUS PROPERTY","23.48","35.27"
"100","Dept of Administrative Services","5","PROGRAM SPECIALIST I","16.07","27.63"
"100","Dept of Administrative Services","1","PROGRAM SPECIALIST II","19.42","29.17"
"100","Dept of Administrative Services","3","PROGRAM SPECIALIST III","21.64","32.52"
"100","Dept of Administrative Services","1","PUBLICATIONS/CODE EDITOR","15.64","25.47"
"100","Dept of Administrative Services","7","PURCHASING AGENT I","16.07","26.89"
"100","Dept of Administrative Services","9","PURCHASING AGENT II","18.90","29.97"
"100","Dept of Administrative Services","4","PURCHASING AGENT III","21.06","33.41"
"100","Dept of Administrative Services","5","PURCHASING MANAGER","24.79","39.32"
"100","Dept of Administrative Services","2","PURCHASING TECHNICIAN I","11.29","16.95"
"100","Dept of Administrative Services","1","PURCHASING TECHNICIAN II","12.58","18.90"
"100","Dept of Administrative Services","1","REAL ESTATE AND DEBT MANAGER","25.47","38.27"
"100","Dept of Administrative Services","3","RECORDS MANAGER/ARCHIVIST III","16.07","28.39"
"100","Dept of Administrative Services","5","REGISTERED NURSE, INSP GEN MEDICAID SRVS","20.50","30.80"
"100","Dept of Administrative Services","2","RESEARCH ANALYST","13.28","23.48"
"100","Dept of Administrative Services","1","RESEARCH CONSULTANT III, INSP GEN MEDICAID SRVS","26.17","43.15"
"100","Dept of Administrative Services","1","RESEARCH CONSULTANT II, INSP GEN MEDICAID SRVS","23.48","39.00"
"100","Dept of Administrative Services","6","RISK MANAGEMENT CLAIMS ADJUSTER II","18.90","29.97"
"100","Dept of Administrative Services","2","RISK MANAGEMENT CLAIMS ADJUSTER III","20.98","33.27"
"100","Dept of Administrative Services","5","SENIOR BUSINESS ANALYST","19.42","33.41"
"100","Dept of Administrative Services","4","SENIOR RESEARCH ANALYST","15.64","29.17"
"100","Dept of Administrative Services","2","STATE ACCOUNTANT","27.63","41.51"
"100","Dept of Administrative Services","1","STATE BUILDING BOARD MANAGER","27.63","41.51"
"100","Dept of Administrative Services","2","STATE CONTRACT ANALYST, DAS","24.79","39.32"
"100","Dept of Administrative Services","1","STATE DEBT COLLECTOR SUPERVISOR","24.79","37.25"
"100","Dept of Administrative Services","1","STATE FINANCIAL INFORMATION SYSTEMS MANAGER","29.17","43.82"
"100","Dept of Administrative Services","10","STATE LIABILITY PREVENTION SPECIALIST","24.13","38.27"
"100","Dept of Administrative Services","1","STATE PAYROLL SUPERVISOR","21.64","33.41"
"100","Dept of Administrative Services","1","STATE RISK PROGRAM ADMINISTRATOR","27.63","42.65"
"100","Dept of Administrative Services","3","SUPPORT SERVICES COORD I","14.42","24.13"
"100","Dept of Administrative Services","1","TRAINER II","17.89","26.89"
"100","Dept of Administrative Services","1","TRAINING COORDINATOR II","23.48","35.27"
"100","Dept of Administrative Services","1","TRAINING COORDINATOR I, INSP GEN MEDICAID SRVS","22.24","33.41"
"100","Dept of Administrative Services","2","WAREHOUSE SPECIALIST","13.28","19.95"
"100","Dept of Administrative Services","1","WAREHOUSE WORKER II","10.70","16.07"
"110","Dept of Technology Services","2","ACCOUNTING TECHNICIAN III","11.60","19.42"
"110","Dept of Technology Services","6","ADMINISTRATIVE SECRETARY","12.93","22.24"
"110","Dept of Technology Services","1","ADMINISTRATIVE SERVICES MANAGER","22.24","34.33"
"110","Dept of Technology Services","1","AUDIT MANAGER","24.79","39.32"
"110","Dept of Technology Services","3","AUDITOR III","21.06","35.27"
"110","Dept of Technology Services","1","BUSINESS ANALYST","15.64","28.39"
"110","Dept of Technology Services","3","BUSINESS ANALYST SUPERVISOR","28.39","46.27"
"110","Dept of Technology Services","1","CHIEF INFORMATION OFFICER","32.52","77.03"
"110","Dept of Technology Services","2","COMPUTER OPERATIONS TECHNICAL SUPERVISOR","22.85","35.27"
"110","Dept of Technology Services","3","COMPUTER SUPPORT SPECIALIST I","10.99","16.50"
"110","Dept of Technology Services","10","COMPUTER SUPPORT SPECIALIST II","13.65","21.06"
"110","Dept of Technology Services","1","COMPUTER SUPPORT SPECIALIST III","15.22","23.48"
"110","Dept of Technology Services","3","COMPUTER SUPPORT SUPERVISOR","18.90","29.97"
"110","Dept of Technology Services","1","CONSULTANT","19.42","59.06"
"110","Dept of Technology Services","1","CONTRACT/GRANT ANALYST I","15.64","26.89"
"110","Dept of Technology Services","3","CONTRACT/GRANT ANALYST II","19.95","33.41"
"110","Dept of Technology Services","1","DATA PROCESSING SECURITY SPECIALIST I","23.48","34.33"
"110","Dept of Technology Services","2","DATA PROCESSING SECURITY SPECIALIST II","26.89","39.32"
"110","Dept of Technology Services","1","DEPUTY DIRECTOR - DEPT OF TECHNOLOGY SERVICES","45.03","67.64"
"110","Dept of Technology Services","4","DIVISION DIRECTOR, TECHNOLOGY SERVICES","38.27","62.35"
"110","Dept of Technology Services","1","EXECUTIVE ASSISTANT, APPOINTED","17.89","30.80"
"110","Dept of Technology Services","1","FINANCE DIRECTOR","29.17","51.57"
"110","Dept of Technology Services","5","FINANCIAL ANALYST I","15.22","24.13"
"110","Dept of Technology Services","6","FINANCIAL ANALYST III","18.90","29.97"
"110","Dept of Technology Services","1","FINANCIAL MANAGER I","22.24","35.27"
"110","Dept of Technology Services","1","FINANCIAL MANAGER II","24.79","39.32"
"110","Dept of Technology Services","1","INFORMATION SECURITY ANALYST I","20.50","35.27"
"110","Dept of Technology Services","13","INFORMATION SECURITY ANALYST II","24.79","39.32"
"110","Dept of Technology Services","2","INFORMATION SECURITY ANALYST III","29.17","46.27"
"110","Dept of Technology Services","15","INFORMATION TECHNOLOGY DIRECTOR","35.27","55.94"
"110","Dept of Technology Services","13","INFORMATION TECHNOLOGY MANAGER I","29.17","46.27"
"110","Dept of Technology Services","34","INFORMATION TECHNOLOGY MANAGER II","31.65","50.19"
"110","Dept of Technology Services","9","INFORMATION TECHNOLOGY PROJECT MANAGER","24.79","39.32"
"110","Dept of Technology Services","5","INFORMATION TECHNOLOGY SENIOR PROJECT MANAGER","29.17","46.27"
"110","Dept of Technology Services","9","IT ANALYST I","20.50","35.27"
"110","Dept of Technology Services","168","IT ANALYST II","24.79","39.32"
"110","Dept of Technology Services","114","IT ANALYST III","29.17","46.27"
"110","Dept of Technology Services","2","IT MASTER ENGINEER","35.27","55.94"
"110","Dept of Technology Services","2","OFFICE TECHNICIAN II","9.86","16.50"
"110","Dept of Technology Services","1","PUBLIC INFORMATION OFFICER I","22.85","34.33"
"110","Dept of Technology Services","1","PURCHASING AGENT I","16.07","26.89"
"110","Dept of Technology Services","2","PURCHASING TECHNICIAN II","12.58","18.90"
"110","Dept of Technology Services","17","SENIOR BUSINESS ANALYST","19.42","33.41"
"110","Dept of Technology Services","2","STATE VOICE SUPPORT SPECIALIST","18.38","28.39"
"110","Dept of Technology Services","2","STRATEGIC NETWORK PLANNER","29.97","43.82"
"110","Dept of Technology Services","3","SUPPORT SERVICES COORD I","14.42","24.13"
"110","Dept of Technology Services","1","SUPPORT SERVICES COORD II","17.89","26.89"
"110","Dept of Technology Services","1","SUPPORT SERVICES COORD III","19.95","29.97"
"110","Dept of Technology Services","5","TECHNICAL SUPPORT ASSISTANT","9.00","15.00"
"110","Dept of Technology Services","15","TECHNICAL SUPPORT SPEC I","17.89","26.89"
"110","Dept of Technology Services","61","TECHNICAL SUPPORT SPECIALIST III","26.89","39.32"
"110","Dept of Technology Services","122","TECHNICAL SUPPORT SPEC II","23.48","36.25"
"110","Dept of Technology Services","1","TELECOMMUNICATIONS MANAGER","29.97","48.85"
"110","Dept of Technology Services","16","TELECOMMUNICATIONS SPECIALIST II","24.13","38.27"
"110","Dept of Technology Services","20","TELECOMMUNICATIONS SPECIALIST III","26.89","42.65"
"120","Tax Commission","1","ACCOUNTING TECHNICIAN I","10.41","15.64"
"120","Tax Commission","26","ACCOUNTING TECHNICIAN II","10.99","17.41"
"120","Tax Commission","14","ACCOUNTING TECHNICIAN III","11.60","19.42"
"120","Tax Commission","4","ACCOUNTING TECHNICIAN IV","14.42","22.85"
"120","Tax Commission","3","ADMINISTRATIVE LAW JUDGE I","29.17","43.82"
"120","Tax Commission","2","ADMINISTRATIVE LAW JUDGE II","32.52","48.85"
"120","Tax Commission","1","AGENCY TRAVEL/CONTRACTS COORDINATOR","14.42","21.64"
"120","Tax Commission","1","ASSISTANT MANAGER, MAIL SERVICES","13.28","19.95"
"120","Tax Commission","10","ASSISTANT TAX DIVISION DIRECTOR","31.65","47.54"
"120","Tax Commission","17","AUDIT MANAGER","24.79","39.32"
"120","Tax Commission","19","AUDITOR I","16.95","28.39"
"120","Tax Commission","13","AUDITOR II","17.89","31.65"
"120","Tax Commission","36","AUDITOR III","21.06","35.27"
"120","Tax Commission","28","AUDITOR IV","23.48","37.25"
"120","Tax Commission","5","BOARD/COMMISSION MEMBER","0.00","0.00"
"120","Tax Commission","4","BUSINESS ANALYST","15.64","28.39"
"120","Tax Commission","3","BUSINESS ANALYST SUPERVISOR","28.39","46.27"
"120","Tax Commission","4","BUSINESS SYSTEM SPECIALIST","19.42","29.17"
"120","Tax Commission","1","CERTIFIED VEHICLE INSPECTOR","17.41","26.17"
"120","Tax Commission","1","CHAIR, TAX COMMISSION","0.01","59.06"
"120","Tax Commission","15","COLLECTION AGENT","13.28","21.06"
"120","Tax Commission","1","COLLECTION/COMPLIANCE SPECIALIST","20.50","32.52"
"120","Tax Commission","2","COLLECTION/COMPLIANCE SUPERVISOR","20.50","32.52"
"120","Tax Commission","3","COMMISSIONER, TAX COMMISSION","0.01","59.06"
"120","Tax Commission","13","COMPLIANCE AGENT I","15.64","24.79"
"120","Tax Commission","7","COMPLIANCE AGENT II","17.41","26.17"
"120","Tax Commission","48","COMPLIANCE AGENT III","19.42","29.17"
"120","Tax Commission","3","COMPUTER SUPPORT SPECIALIST II","13.65","21.06"
"120","Tax Commission","3","COMPUTER SUPPORT SPECIALIST III","15.22","23.48"
"120","Tax Commission","1","DEPUTY EXECUTIVE DIRECTOR, TAX COMMISSION","36.25","54.44"
"120","Tax Commission","5","DEPUTY TAX DIVISION DIRECTOR","33.41","50.19"
"120","Tax Commission","1","DIRECTOR, INTERNAL AUDIT","30.80","46.27"
"120","Tax Commission","1","DIRECTOR LEGISLATIVE & GOVERNMENT AFFAIRS","33.41","50.19"
"120","Tax Commission","1","DIRECTOR, TAX REVENUE/DISTRIBUTION","31.65","47.54"
"120","Tax Commission","5","DIVISION DIRECTOR,TAX","34.33","51.57"
"120","Tax Commission","1","DIVISION DIRECTOR, TAX-POST","34.33","51.57"
"120","Tax Commission","1","ELECTRONIC BUSINESS PROJECT MANAGER","31.65","50.19"
"120","Tax Commission","1","ELECTRONIC DATA PROCESSING AUDITOR","24.79","37.25"
"120","Tax Commission","2","EXECUTIVE ASSISTANT, APPOINTED","17.89","30.80"
"120","Tax Commission","1","EXECUTIVE DIRECTOR, TAX COMMISSION","0.01","59.06"
"120","Tax Commission","1","FACILITIES COORDINATOR I","17.41","26.17"
"120","Tax Commission","1","FINANCE DIRECTOR","29.17","51.57"
"120","Tax Commission","3","FINANCIAL ANALYST I","15.22","24.13"
"120","Tax Commission","5","FINANCIAL ANALYST II","16.95","26.89"
"120","Tax Commission","2","FINANCIAL ANALYST III","18.90","29.97"
"120","Tax Commission","4","FINANCIAL MANAGER I","22.24","35.27"
"120","Tax Commission","1","FRAUD INVESTIGATION SUPERVISOR","24.13","36.25"
"120","Tax Commission","2","INFORMATION SPECIALIST III","18.38","27.63"
"120","Tax Commission","1","INFORMATION SPECIALIST IV","20.50","30.80"
"120","Tax Commission","1","INTERN","7.25","25.00"
"120","Tax Commission","1","INVESTIGATOR III, NON-POST","18.90","33.41"
"120","Tax Commission","5","INVESTIGATOR III, POST","18.90","33.41"
"120","Tax Commission","1","INVESTIGATOR III, POST SPECIAL FUNCTION OFFICER","18.90","33.41"
"120","Tax Commission","15","INVESTIGATOR II, POST","16.95","28.39"
"120","Tax Commission","1","INVESTIGATOR IV, POST","21.06","35.27"
"120","Tax Commission","1","MANAGER FEDERAL/STATE TAX PROGRAMS","26.89","40.40"
"120","Tax Commission","2","MOTOR VEHICLE DELEGATED SERVICES SPECIALIST","21.64","32.52"
"120","Tax Commission","2","MOTOR VEHICLE QUALITY ASSURANCE ANALYST","16.50","24.79"
"120","Tax Commission","1","MOTOR VEHICLE SUPERVISOR I","14.81","22.24"
"120","Tax Commission","15","MOTOR VEHICLE SUPERVISOR II","16.50","24.79"
"120","Tax Commission","8","MOTOR VEHICLE SUPERVISOR III","18.38","27.63"
"120","Tax Commission","9","OFFICE SPECIALIST II","11.60","19.95"
"120","Tax Commission","1","OFFICE TECHNICIAN I","9.08","14.42"
"120","Tax Commission","11","OFFICE TECHNICIAN II","9.86","16.50"
"120","Tax Commission","1","PERSONAL PROPERTY APPRAISAL MANAGER","23.48","35.27"
"120","Tax Commission","4","PERSONAL PROPERTY APPRAISER","16.95","28.39"
"120","Tax Commission","13","PROBLEM RESOLUTION SPECIALIST I","18.38","29.17"
"120","Tax Commission","13","PROBLEM RESOLUTION SPECIALIST II","20.50","32.52"
"120","Tax Commission","11","PROCESSING SERVICES TECHNICIAN I","10.41","15.64"
"120","Tax Commission","9","PROCESSING SERVICES TECHNICIAN III","11.60","19.42"
"120","Tax Commission","2","PROGRAM MANAGER","21.64","36.25"
"120","Tax Commission","1","PROGRAM SPECIALIST III","21.64","32.52"
"120","Tax Commission","1","PUBLIC INFORMATION OFFICER II","26.89","40.40"
"120","Tax Commission","1","PURCHASING AGENT II","18.90","29.97"
"120","Tax Commission","4","RESEARCH ANALYST","13.28","23.48"
"120","Tax Commission","11","RESEARCH CONSULTANT I","19.42","32.52"
"120","Tax Commission","8","RESEARCH CONSULTANT II","23.48","38.27"
"120","Tax Commission","3","RESEARCH CONSULTANT III","26.17","42.65"
"120","Tax Commission","13","SENIOR BUSINESS ANALYST","19.42","33.41"
"120","Tax Commission","1","SENIOR PERSONAL PROPERTY APPRAISER","21.06","31.65"
"120","Tax Commission","1","SENIOR RESEARCH ANALYST","15.64","29.17"
"120","Tax Commission","1","SUPPORT STAFF SUPERVISOR","14.42","24.79"
"120","Tax Commission","1","SYSTEM SPECIALIST","16.95","25.47"
"120","Tax Commission","1","TAX APPRAISAL MANAGER","26.89","41.51"
"120","Tax Commission","5","TAX APPRAISAL SPECIALIST I","19.42","29.97"
"120","Tax Commission","4","TAX APPRAISAL SPECIALIST II","21.64","33.41"
