"loanrange","businessname","naics_description","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd"
"b $2-5 million","THANKSGIVING POINT INSTITUTE, INC.","Museum","3003 N. Thanksgiving Way","LEHI","UT","84043","712110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","465","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","THE VOID LLC","Bowling Center","644 N 2000 W","LINDON","UT","84042","713990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"101","2020-04-30T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 03"
"b $2-5 million","ACTION TARGET INC.","Bowling Center","3411 MOUNTAIN VISTA PKWY","PROVO","UT","84606","713990","Corporation","Unanswered","Unanswered","Unanswered",,"197","2020-04-10T00:00:00.000","Western Alliance Bank","UT - 03"
"b $2-5 million","CANYON LAND DEVELOPMENT I LP","Hotels","1 Kayenta Road","CANYON POINT","UT","84741","721110","Partnership","Unanswered","Unanswered","Unanswered",,"162","2020-04-27T00:00:00.000","Bank of Jackson Hole","UT - 02"
"b $2-5 million","SUNDANCE PARTNERS, LTD","Hotels","8841 N Alpine Loop Rd","PROVO","UT","84604","721110","Partnership","Unanswered","Unanswered","Unanswered",,"500","2020-04-08T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","RUBY'S INN INC","Hotels","26 South Main St.","BRYCE CANYON CITY","UT","84764","721110","Corporation","Unanswered","Male Owned","Unanswered",,"479","2020-04-08T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","NEWREST SLC LLC","Food Services","3555 NINIGRET DR STE 600","SALT LAKE CITY","UT","84104","722310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"315","2020-04-30T00:00:00.000","Bank of America, National Association","UT - 02"
"b $2-5 million","MOUNTAIN WEST BRANDS LLC","Restaurants","744 E. 400 South","SALT LAKE CITY","UT","84102","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"250","2020-04-06T00:00:00.000","Community Banks of Colorado, A Division of","UT - 02"
"b $2-5 million","BLUEFIN CORPORATION","Restaurants","165 W 2950 S","SALT LAKE CITY","UT","84115","722511","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"340","2020-04-15T00:00:00.000","KeyBank National Association","UT - 02"
"b $2-5 million","MR RESTAURANTS, LC","Restaurants","5929 Fashion Point Dr STE 501","OGDEN","UT","84403","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,"500","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","NDM RESTAURANTS LC","Restaurants","5929 Fashion Point Dr STE 501","OGDEN","UT","84403","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","NKS RESTAURANTS, LC","Restaurants","5929 Fashion Point Dr STE 501","OGDEN","UT","84403","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","APPLE MOUNTAIN, LLC","Limited Service Restaurants","VINE ST","SALT LAKE CITY","UT","84121","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"403","2020-04-08T00:00:00.000","Equity Bank","UT - 03"
"b $2-5 million","SIZZLING DONUTS, LLC","Limited Service Restaurants","348 E WINCHESTER ST","SALT LAKE CITY","UT","84107","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"135","2020-04-09T00:00:00.000","First Savings Bank","UT - 04"
"b $2-5 million","SIZZLING WINGS, LLC","Limited Service Restaurants","348 E WINCHESTER ST","SALT LAKE CITY","UT","84107","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"248","2020-04-09T00:00:00.000","First Savings Bank","UT - 04"
"b $2-5 million","D&D MANAGEMENT ENTERPRISES, LLC","Limited Service Restaurants","81 W 3300 ST Suite B","SALT LAKE CITY","UT","84115","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"474","2020-04-07T00:00:00.000","INTRUST Bank, National Association","UT - 02"
"b $2-5 million","UTAH DEL, INC.","Limited Service Restaurants","4760 S Highland Drive #604","SALT LAKE","UT","84117","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"293","2020-04-27T00:00:00.000","Riverview Bank","UT - 03"
"b $2-5 million","CV HOLDINGS LC","Limited Service Restaurants","3451 N Triumph Blvd Ste 105","LEHI","UT","84043","722513","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"500","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 03"
"b $2-5 million","WATSON MANAGEMENT INC","Limited Service Restaurants","1086 East Highway 193","LAYTON","UT","84040","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","TUCUMCARI TRANSFER, INC.","Limited Service Restaurants","520 North Marketplace Drive Suite 120","CENTERVILLE","UT","84014","722513","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 02"
"b $2-5 million","FLUENT HOME, LLC","Personal Services","3400 North 1200 West","LEHI","UT","84043","812990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"120","2020-04-10T00:00:00.000","First Utah Bank","UT - 03"
"b $2-5 million","SKAGGS CATHOLIC CENTER","Religious Organizations","300 E. 11800 S.","DRAPER","UT","84020","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","277","2020-04-08T00:00:00.000","Mountain America FCU","UT - 03"
"b $2-5 million","CHILDREN'S MIRACLE NETWORK","Grantmaking Foundation","205 West 700 South","SALT LAKE CITY","UT","84101","813211","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","165","2020-04-03T00:00:00.000","Cache Valley Bank","UT - 02"
"b $2-5 million","SUNDANCE INSTITUTE","Non Profit","1500 Kearns Boulevard","PARK CITY","UT","84060","813990","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","205","2020-04-07T00:00:00.000","Zions Bank, A Division of","UT - 01"
"b $2-5 million","CREDIT CORP SERVICES US COLLECTIONS INC",,"121 WEST ELECTION RD SUITE 200","DRAPER","UT","84020","999990","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","UT - 03"
"c $1-2 million","ENVIRONMENTAL SEEDS WEST LLC","Crop Production","1697 West 2100 North","LEHI","UT","84043","111199","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-08T00:00:00.000","Montecito Bank & Trust","UT - 03"
"c $1-2 million","HOLT FARMS, LLC DBA HOLT DAIRY","Crop Production","95 East Main","ENTERPRISE","UT","84725","111940","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"207","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","SELECT SIRES MIDAMERICA, INC.","Cattle Ranching & Farming","833 west 400 north","LOGAN","UT","84321","112111","Corporation","Unanswered","Unanswered","Unanswered",,"118","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","OAKDELL EGG FARMS, INC.","Poultry & Egg Production","1011 W 400 N Ste 100","LOGAN","UT","84321","112310","Corporation","Unanswered","Unanswered","Unanswered",,"110","2020-04-27T00:00:00.000","Altabank","UT - 01"
"c $1-2 million","ONIONS 52, INC.","Crop Production Support","848 South 2000 West","SYRACUSE","UT","84075","115111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"109","2020-04-11T00:00:00.000","Utah First FCU","UT - 01"
"c $1-2 million","LISBON VALLEY MINING CO LLC","Metal Ore Mining","PO Box 400","MOAB","UT","84532","212230","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"62","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","AMERICAN GILSONITE COMPANY","Mineral Mining & Quarrying","29950 S Bonanza Hwy","BONANZA","UT","84008","212399","Corporation","Unanswered","Unanswered","Unanswered",,"53","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","ZECO EQUIPMENT LLC","Mining Support Activities","275 South 800 East","VERNAL","UT","84078","213112","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"83","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","PEAK WELL SERVICE LLC","Mining Support Activities","201 S Main St, Suite 2025","SALT LAKE CITY","UT","84111","213112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"131","2020-04-28T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","TANKLOGIX, LLC","Mining Support Activities","1082 W 1700 N","LOGAN","UT","84321","213112","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"68","2020-04-27T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","CYRQ ENERGY INC","Electric Power Generation & Transmission","15 W SOUTH TEMPLE","SALT LAKE CITY","UT","84101","221116","Corporation","Unanswered","Male Owned","Non-Veteran",,"69","2020-04-10T00:00:00.000","East West Bank","UT - 02"
"c $1-2 million","GARKANE ENERGY COOPERATIVE, INC.","Electric Power Generation & Transmission","120 West 300 South","LOA","UT","84747","221118","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","88","2020-04-28T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","MOON LAKE ELECTRIC ASSOCIATION, INC","Electric Power Generation & Transmission","800 W US Hwy 40","ROOSEVELT","UT","84066","221122","Corporation","Unanswered","Unanswered","Unanswered",,"90","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","DIXIE ESCALANTE RURAL ELECTRIC ASSOCIATION, INC.","Electric Power Generation & Transmission","71 East Hwy 56","BERYL","UT","84714","221122","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","84","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","WESTATES CONSTRUCTION COMPANY, LC","Residential Building Construction","95 S River Bend Way, Suite A","NORTH SALT LAKE","UT","84054","236115","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"90","2020-04-14T00:00:00.000","Cache Valley Bank","UT - 02"
"c $1-2 million","JWRIGHT COMPANIES, INC","Residential Building Construction","357 W 6160 S","MURRAY","UT","84107","236115","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"111","2020-04-06T00:00:00.000","Glacier Bank","UT - 04"
"c $1-2 million","VINYL GUYS, INC.","Residential Building Construction","2150 W 3300 S","WEST HAVEN","UT","84401","236115","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"80","2020-04-08T00:00:00.000","Goldenwest FCU","UT - 01"
"c $1-2 million","ACME CONSTRUCTION, INC.","Residential Building Construction","170 S 1200 W","NORTH SALT LAKE","UT","84054","236115","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 02"
"c $1-2 million","EDGE CONSTRUCTION, LLC","Residential Building Construction","13702 S 200 W Ste B12","DRAPER","UT","84020","236115","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"125","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","FIELDSTONE CONSTRUCTION AND MANAGEMENT SERVICES, INC.","Residential Building Construction","12896 Pony Express Road Suite 400","DRAPER","UT","84020","236115","Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","NEWMAN CONSTRUCTION INC","Residential Building Construction","13331 S REDWOOD RD","RIVERTON","UT","84065","236116","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-15T00:00:00.000","Bank of Utah","UT - 04"
"c $1-2 million","VHD, LLC","Residential Building Construction","50 East 2500 N Suite 100","LOGAN","UT","84341","236117","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"104","2020-04-07T00:00:00.000","Cache Valley Bank","UT - 01"
"c $1-2 million","ALPINE CLEANING AND RESTORATION SPECIALI","Residential Building Construction","177 S Main","SMITHFIELD","UT","84335","236118","Corporation","Unanswered","Male Owned","Unanswered",,"187","2020-04-08T00:00:00.000","Cache Valley Bank","UT - 01"
"c $1-2 million","HUGHES GENERAL CONTRACTORS INC","NonResidential Building Construction","900 N REDWOOD RD","NORTH SALT LAKE","UT","84054","236210","Corporation","Unanswered","Unanswered","Unanswered",,"166","2020-04-08T00:00:00.000","Bank of Utah","UT - 02"
"c $1-2 million","B&B PAYROLL, INC.","NonResidential Building Construction","16120 SOUTH PONY EXPRESS RD","RIVERTON","UT","84065","236210","Corporation","Unanswered","Unanswered","Unanswered",,"115","2020-04-07T00:00:00.000","Mountain America FCU","UT - 04"
"c $1-2 million","STAPP CONSTRUCTION INC.","NonResidential Building Construction","445 N 700 W","NORTH SALT LAKE","UT","84054","236210","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"45","2020-04-27T00:00:00.000","Mountain America FCU","UT - 02"
"c $1-2 million","MOUNTAIN WEST INDUSTRIAL LLC","NonResidential Building Construction","370 e 500 south, suite 140","SALT LAKE CITY","UT","84111","236210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"60","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","J&M STEEL SOLUTIONS CASH BALANCE PLAN, INC.","NonResidential Building Construction","894 W State St","LEHI","UT","84043","236220","Corporation","Unanswered","Male Owned","Non-Veteran",,"116","2020-04-27T00:00:00.000","Altabank","UT - 03"
"c $1-2 million","KIER CONSTRUCTION CORPORATION","NonResidential Building Construction","3710 Quincy Ave","OGDEN","UT","84403","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"76","2020-04-11T00:00:00.000","KeyBank National Association","UT - 01"
"c $1-2 million","NEW CONCEPTS, INC.","NonResidential Building Construction","31 W. GREGSON AVE","SALT LAKE CITY","UT","84115","236220","Corporation","Unanswered","Unanswered","Unanswered",,"34","2020-04-07T00:00:00.000","Security Service FCU","UT - 02"
"c $1-2 million","ASCENT CONSTRUCTION, INC","NonResidential Building Construction","310 W PARK LN","FARMINGTON","UT","84025","236220","Corporation","Unanswered","Male Owned","Non-Veteran",,"31","2020-04-11T00:00:00.000","Sunwest Bank","UT - 01"
"c $1-2 million","ZWICK CONSTRUCTION COMPANY","NonResidential Building Construction","434 W Ascension Way, Suite 150","SALT LAKE CITY","UT","84123","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"77","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 04"
"c $1-2 million","GREEN CONSTRUCTION, INC.","NonResidential Building Construction","352 N. Flint Street","KAYSVILLE","UT","84037","236220","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"139","2020-04-27T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","ALDER CONSTRUCTION COMPANY","Utility System Construction","3939 South 500 West 0.0","SALT LAKE CITY","UT","84123","237110","Corporation","Unanswered","Unanswered","Unanswered",,"30","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 04"
"c $1-2 million","SALT LAKE EXCAVATING, INC.","Utility System Construction","12696 S Pony Express Rd","DRAPER","UT","84020","237110","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"117","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","STELLAR FIELD SERVICE INC.","Utility System Construction","2028 N 2500 W","VERNAL","UT","84078","237120","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"58","2020-04-10T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","OLSEN-BEAL ASSOCIATES","Utility System Construction","1490 West 200 South","LINDON","UT","84042","237130","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"75","2020-04-27T00:00:00.000","Deerwood Bank","UT - 03"
"c $1-2 million","FIBERTEL INC","Utility System Construction","893 North 450 West","SPRINGVILLE","UT","84663","237130","Corporation","Unanswered","Unanswered","Unanswered",,"213","2020-06-13T00:00:00.000","Kabbage, Inc.","UT - 03"
"c $1-2 million","SORENSEN CRAIG F CONSTRUCTION INC","Utility System Construction","918 S 2000 W","SYRACUSE","UT","84075","237130","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"178","2020-04-27T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","QUALITY EXCAVATION INC","Land Subdivision","1472 E 3950 S","SAINT GEORGE","UT","84790","237210","Corporation","Unanswered","Unanswered","Unanswered",,"91","2020-04-03T00:00:00.000","State Bank of Southern Utah","UT - 02"
"c $1-2 million","MORGAN INDUSTRIES, INC","Transportation Construction","625 South Main St.","CLEARFIELD","UT","84015","237310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"238","2020-04-04T00:00:00.000","Glacier Bank","UT - 01"
"c $1-2 million","A-CORE CONCRETE CUTTING, INC.","Transportation Construction","5360 S Riley Ln","SALT LAKE CITY","UT","84107","237310","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"147","2020-04-13T00:00:00.000","KeyBank National Association","UT - 04"
"c $1-2 million","SILVER SPUR CONSTRUCTION, LLC","Transportation Construction","1098 W South Jordan Parkway  Suite 111","SOUTH JORDAN","UT","84095","237310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"82","2020-04-27T00:00:00.000","Zions Bank, A Division of","UT - 04"
"c $1-2 million","MILLER PAVING, INC.","Transportation Construction","PO BOX 571039","SALT LAKE CITY","UT","84107","237310","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"75","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 04"
"c $1-2 million","RIDGE ROCK, INC.","Transportation Construction","985 W 14600 S","RIVERTON","UT","84065","237310","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"82","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 04"
"c $1-2 million","VANCON, INC.","Civil Engineering Construction","1825 Mountain Springs Pkwy","SPRINGVILLE","UT","84663","237990","Corporation","Unanswered","Female Owned","Unanswered",,"153","2020-04-13T00:00:00.000","KeyBank National Association","UT - 03"
"c $1-2 million","DCCCA1, INC","Civil Engineering Construction","3160 W 500 S","SALT LAKE CITY","UT","84104","237990","Corporation","Unanswered","Unanswered","Unanswered",,"99","2020-04-10T00:00:00.000","KeyBank National Association","UT - 02"
"c $1-2 million","JONES & DEMILLE ENGINEERING, INC.","Civil Engineering Construction","1535 S 100 W","RICHFIELD","UT","84701","237990","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"110","2020-04-15T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","INTERSTATE ROCK PRODUCTS, INC.","Civil Engineering Construction","42 S 850 W","HURRICANE","UT","84737","237990","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"122","2020-04-13T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","FRONTLINE CONCRETE, INC","Structural Contractors","1560 W 2300 N","SALT LAKE CITY","UT","84116","238110","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"128","2020-04-15T00:00:00.000","Goldenwest FCU","UT - 02"
"c $1-2 million","AK MASONRY, LLC","Structural Contractors","9901 S Prosperity Rd","WEST JORDAN","UT","84081","238110","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"126","2020-04-13T00:00:00.000","KeyBank National Association","UT - 02"
"c $1-2 million","JROCK CONSTRUCTION, LLC","Structural Contractors","49 E Gordon Avenue","SALT LAKE CITY","UT","84107","238110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"150","2020-04-16T00:00:00.000","KeyBank National Association","UT - 04"
"c $1-2 million","UNIQUE PLASTERING INC","Structural Contractors","9326 S Hawley Park Rd","WEST JORDAN","UT","84081","238110","Corporation","White","Male Owned","Unanswered",,"275","2020-05-19T00:00:00.000","Utah First FCU","UT - 02"
"c $1-2 million","PIKUS CONCRETE AND CONSTRUCTION, LLC","Structural Contractors","870 W State Street","LEHI","UT","84043","238110","Subchapter S Corporation","Hispanic","Male Owned","Non-Veteran",,"178","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","LINFORD CONTRACT GLAZING, LLC","Structural Contractors","1211 so 700 w","SALT LAKE CITY","UT","84104","238150","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"96","2020-04-14T00:00:00.000","KeyBank National Association","UT - 02"
"c $1-2 million","AMCO AMERICAN ROOFING CO.","Structural Contractors","3637 S 300 W","SALT LAKE CITY","UT","84115","238160","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-30T00:00:00.000","Altabank","UT - 02"
"c $1-2 million","SUPERIOR ROOFING AND SHEET METAL, INC","Structural Contractors","3405 S 500 W","SALT LAKE CITY","UT","84115","238160","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-08T00:00:00.000","Goldenwest FCU","UT - 02"
"c $1-2 million","REDD ROOFING & CONSTRUCTION CO.","Structural Contractors","2772 H AVE","OGDEN","UT","84401","238160","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-07T00:00:00.000","Goldenwest FCU","UT - 01"
"c $1-2 million","CLARKS QUALITY ROOFING INC","Structural Contractors","334 W ANDERSON AVE","MURRAY","UT","84107","238160","Corporation","Unanswered","Male Owned","Non-Veteran",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","UT - 04"
"c $1-2 million","UTAH TILE & ROOFING, INC.","Structural Contractors","555 W 3900 S suite c","SALT LAKE CITY","UT","84123","238160","Corporation","Unanswered","Unanswered","Unanswered",,"80","2020-04-16T00:00:00.000","Zions Bank, A Division of","UT - 04"
"c $1-2 million","KENDRICK BROS ROOFING, INC.","Structural Contractors","1871 N Rulon White Blvd.","OGDEN","UT","84404","238160","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"74","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 01"
"c $1-2 million","ELITE ENTITIES, INC","Structural Contractors","8585 Sandy Parkway","SANDY","UT","84070","238170","Corporation","Unanswered","Male Owned","Non-Veteran",,"130","2020-04-12T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","E-GREEN EXTERIORS, LLC","Structural Contractors","286 N Gateway Drive STE 202","PROVIDENCE","UT","84332","238190","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"134","2020-04-07T00:00:00.000","Cache Valley Bank","UT - 01"
"c $1-2 million","CONDIE CONSTRUCTION CO., INC","Structural Contractors","53 N 1650 W","SPRINGVILLE","UT","84663","238190","Subchapter S Corporation","White","Male Owned","Unanswered",,"59","2020-04-03T00:00:00.000","Central Bank","UT - 03"
"c $1-2 million","AMERICOM TECHNOLOGY INC","Building Equipment Contractors","5305 West 2400 South","WEST VALLEY CITY","UT","84120","238210","Corporation","Unanswered","Male Owned","Non-Veteran",,"101","2020-04-10T00:00:00.000","America First FCU","UT - 02"
"c $1-2 million","WILKINSON ELECTRIC, INC","Building Equipment Contractors","952 EAST VENTURE DRIVE","SAINT GEORGE","UT","84770","238210","Corporation","Unanswered","Male Owned","Unanswered",,"89","2020-04-04T00:00:00.000","Cache Valley Bank","UT - 02"
"c $1-2 million","TRI-PHASE ELECTRIC","Building Equipment Contractors","775 E UTAH VALLEY DR","AMERICAN FORK","UT","84003","238210","Corporation","White","Male Owned","Non-Veteran",,"90","2020-04-28T00:00:00.000","Capital Community Bank","UT - 03"
"c $1-2 million","MARSHALL INDUSTRIES INC.","Building Equipment Contractors","3800 W 2100 S","SALT LAKE CITY","UT","84120","238210","Corporation","Unanswered","Male Owned","Unanswered",,"96","2020-04-30T00:00:00.000","Celtic Bank Corporation","UT - 02"
"c $1-2 million","RYDALCH ELECTRIC INC.","Building Equipment Contractors","250 W PLYMOUTH AVE","SOUTH SALT LAKE CITY","UT","84115","238210","Corporation","Unanswered","Male Owned","Non-Veteran",,"128","2020-04-13T00:00:00.000","Continental Bank","UT - 02"
"c $1-2 million","INTERMOUNTAIN WIND & SOLAR, LLC","Building Equipment Contractors","1953 West 2425 South","WOODS CROSS","UT","84087","238210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"58","2020-04-13T00:00:00.000","First Utah Bank","UT - 02"
"c $1-2 million","CR LIGHTING &AMP; ELECTRIC, INC.","Building Equipment Contractors","380 KING ST","LAYTON","UT","84041","238210","Corporation","Unanswered","Unanswered","Unanswered",,"125","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","UT - 01"
"c $1-2 million","JP ELECTRICAL, LLC","Building Equipment Contractors","890 N 550 W","NORTH SALT LAKE","UT","84054","238210","Corporation","Unanswered","Male Owned","Non-Veteran",,"84","2020-04-13T00:00:00.000","KeyBank National Association","UT - 02"
"c $1-2 million","CLEARONE, INC.","Building Equipment Contractors","5225 Wiley Post Way STE 500","SALT LAKE CITY","UT","84116","238210","Corporation","White","Male Owned","Non-Veteran",,"73","2020-04-15T00:00:00.000","U.S. Bank, National Association","UT - 02"
"c $1-2 million","EMPIRE SOLAR GROUP, LLC","Building Equipment Contractors","9 E. EXCHANGE PL STE 400","SALT LAKE CITY","UT","84111","238210","Limited  Liability Company(LLC)","White","Female Owned","Unanswered",,"248","2020-04-08T00:00:00.000","Uinta Bank","UT - 02"
"c $1-2 million","SALMON ELECTRICAL CONTRACTORS, INC.","Building Equipment Contractors","1778 W 1180 S","WOODS CROSS","UT","84087","238210","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"200","2020-04-14T00:00:00.000","Zions Bank, A Division of","UT - 02"
"c $1-2 million","DWELO, INC.","Building Equipment Contractors","67 W 13490 S Suite 140","DRAPER","UT","84020","238210","Corporation","Unanswered","Unanswered","Unanswered",,"67","2020-04-11T00:00:00.000","Zions Bank, A Division of","UT - 03"
"c $1-2 million","WESTERN STATES MECHANICAL, INC.","Building Equipment Contractors","995 S 1950 W","SPRINGVILLE","UT","84663","238220","Corporation","Unanswered","Male Owned","Non-Veteran",,"90","2020-04-16T00:00:00.000","Altabank","UT - 03"
"c $1-2 million","ION SOLAR LLC","Building Equipment Contractors","4801 UNIVERSITY AVE Suite 900","PROVO","UT","84604","238220","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"337","2020-04-13T00:00:00.000","Bank of the West","UT - 03"
"c $1-2 million","A.K.&R. WHIPPLE PLUMBING, HEATING & A/C, INC.","Building Equipment Contractors","963 FOLSOM AVE","SALT LAKE CITY","UT","84104","238220","Corporation","Unanswered","Unanswered","Unanswered",,"100","2020-04-15T00:00:00.000","Cache Valley Bank","UT - 02"
"c $1-2 million","BLACK DIAMOND EXPERTS LLC","Building Equipment Contractors","2001 N WARM SPRINGS RD","SALT LAKE CITY","UT","84116","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"77","2020-04-11T00:00:00.000","Cache Valley Bank","UT - 02"
"c $1-2 million","PALMER-CHRISTIANSEN COMPANY, INC.","Building Equipment Contractors","2510 S West Temple","SALT LAKE CITY","UT","84115","238220","Corporation","Unanswered","Unanswered","Unanswered",,"58","2020-04-03T00:00:00.000","Celtic Bank Corporation","UT - 02"
"c $1-2 million","GUNTHERS INC","Building Equipment Contractors","81 S 700 E","AMERICAN FORK","UT","84003","238220","Corporation","Unanswered","Unanswered","Unanswered",,"98","2020-04-27T00:00:00.000","Continental Bank","UT - 03"
