"disaster_number","year","region","region_number","state_abbreviation","county","declaration_date","disaster_type","incident_type","title","incident_begin_date","incident_end_date","disaster_close_out_date","location_1"
"3223","2005","Region VIII","8","UT","Sevier","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Davis","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2437","2002","Region VIII","8","UT","Daggett","2002-07-01T00:00:00.000","FS","Fire","UT - MUSTANG FIRE - 07/01/2002","2002-06-30T00:00:00.000","2002-07-05T00:00:00.000","8/22/05","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Uintah","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Daggett","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Tooele","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Tooele","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Emery","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2994","2012","Region VIII","8","UT","Kane","2012-07-02T00:00:00.000","FM","Fire","SHINGLE FIRE","2012-07-02T00:00:00.000",,"NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Morgan","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Iron","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Carbon","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Duchesne","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"760","1986","Region VIII","8","UT","Morgan","1986-03-13T00:00:00.000","DR","Flood","HEAVY RAINS, SNOWMELT & FLOODING","1986-02-12T00:00:00.000","1986-02-22T00:00:00.000","4/12/91","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Utah","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","San Juan","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Box Elder","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Davis","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Juab","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Sanpete","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Juab","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"4011","2011","Region VIII","8","UT","Summit","2011-08-08T00:00:00.000","DR","Flood","FLOODING","2011-04-18T00:00:00.000","2011-07-16T00:00:00.000","NA","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Utah","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Garfield","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Wayne","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"720","1984","Region VIII","8","UT","Sevier","1984-08-17T00:00:00.000","DR","Flood","SEVERE STORMS, MUDSLIDES, LANDSLIDES & FLOODING","1984-08-17T00:00:00.000","1984-08-17T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Sanpete","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Box Elder","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"760","1986","Region VIII","8","UT","Weber","1986-03-13T00:00:00.000","DR","Flood","HEAVY RAINS, SNOWMELT & FLOODING","1986-02-12T00:00:00.000","1986-02-22T00:00:00.000","4/12/91","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Summit","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"820","1989","Region VIII","8","UT","Washington","1989-01-31T00:00:00.000","DR","Flood","DIKE FAILURE & FLASH FLOODING","1989-01-01T00:00:00.000","1989-01-01T00:00:00.000","6/19/98","
, Utah 
(39.36070123200005, -111.58712831499997)"
"1598","2005","Region VIII","8","UT","Kane","2005-08-01T00:00:00.000","DR","Flood","FLOODING AND LANDSLIDES","2005-04-28T00:00:00.000","2005-06-29T00:00:00.000","1/31/12","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3223","2005","Region VIII","8","UT","Tooele","2005-09-05T00:00:00.000","EM","Coastal Storm","HURRICANE KATRINA EVACUATION","2005-08-29T00:00:00.000","2005-10-01T00:00:00.000","6/22/10","
, Utah 
(39.36070123200005, -111.58712831499997)"
"2564","2005","Region VIII","8","UT","Washington","2005-06-27T00:00:00.000","FM","Fire","BLUE SPRINGS FIRE","2005-06-27T00:00:00.000","2005-07-01T00:00:00.000","5/27/08","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Duchesne","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Piute","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Uintah","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
"3024","1977","Region VIII","8","UT","Beaver","1977-01-20T00:00:00.000","EM","Drought","DROUGHT","1977-01-20T00:00:00.000","1977-01-20T00:00:00.000","12/13/78","
, Utah 
(39.36070123200005, -111.58712831499997)"
"680","1983","Region VIII","8","UT","Wasatch","1983-04-30T00:00:00.000","DR","Flood","SEVERE STORMS, LANDSLIDES & FLOODING","1983-04-13T00:00:00.000","1983-04-13T00:00:00.000","8/22/97","
, Utah 
(39.36070123200005, -111.58712831499997)"
