"name","fullname","featureuri","label","description","symbol","otherid","specificationuri","featuretype","geologichistory","representativeageuri","youngerageuri","olderageuri","intervalsincemovement","observationmethod","positionaccuracymeters","positionaccuracy","displacement","sliprate","slipaccumulationinterval","movementtype","movementsense","dipdirection","datemostrecentevent","recurrenceinterval","totalslip","source","none"
"East Tintic Mountains (west side) faults","East Tintic Mountains (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2420/","E. Tintic Mtns.","E. Tintic Mtns. 2420","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2420, East Tintic Mountains (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"eastern Bear Lake fault central section","Eastern Bear Lake fault central section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2364b/","E. Bear Lake","E. Bear Lake 2364","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Haller, K.M., and Lewis, R.S., compilers, 1999, Fault number 2364b, Eastern Bear Lake fault, central section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"eastern Bear Lake fault southern section","Eastern Bear Lake fault southern section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2364c/","E. Bear Lake south","E. Bear Lake south 2364c","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","W",,"8 k.y. (preferred); minimum 3 k.y., maximum 15 k.y.",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2364c, Eastern Bear Lake fault, southern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.",
"harmonize with GeoSciML thematic view for ShearDisplacement structure, and comments from Ryan Clark and Jessica Czajkowski. Add time-scale vocabulary
","Stephen Richard","http://1.0","1/9/2011",,,,,,,,,,,,,,,,,,,,,,,,
"Eastern Pilot Range fault","Eastern Pilot Range fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2371/","E. Pilot","E. Pilot 2371","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2371, Eastern Pilot Range fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Elsinore fault (fold)","Elsinore fault (fold)","http://resources.usgin.org/uri-gin/utgs/activefault/id:2470/","Elsinore","Elsinore 2470","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2470, Elsinore fault (fold), in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enoch graben faults","Enoch graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2528/","Enoch Graben","Enoch Graben 2528","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2528, Enoch graben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Enterprise faults","Enterprise faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2516/","Enterprise","Enterprise 2516","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2516, Enterprise faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Escalante Desert (east side) faults","Escalante Desert (east side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2526/","Escalante Desert E.","Escalante Desert E. 2526","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2526, Escalante Desert (east side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qf",
"Escalante Desert faults","Escalante Desert faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2488/","Escalante Desert","Escalante Desert 2488","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2488, Escalante Desert faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Escalante Desert faults near Zane","Escalante Desert (Near Zane) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2518/","Escalante Desert","Escalante Desert 2518","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2518, Escalante Desert faults near Zane, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Faults of Cove Creek Dome","faults of Cove Creek Dome","http://resources.usgin.org/uri-gin/utgs/activefault/id:2462/","Cove Cr. Dome","Cove Cr. Dome 2462","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2462, Faults of Cove Creek dome, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Fish Springs fault","Fish Springs fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2417/","Fish Spr.","Fish Spr. 2417","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2417, Fish Springs fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regi",
"Fisher Valley faults","Fisher Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2478/","Fisher Valley","Fisher Valley 2478 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2478, Fisher Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Foote Range fault","Foote Range fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2429/","Foote Rng.","Foote Rng. 2429","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2429, Foote Range fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Fremont Wash faults","Fremont Wash faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2495/","Fremont Wash","Fremont Wash 2495","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2495, Fremont Wash faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Frog Valley fault","Frog Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2389/","Frog V.","Frog Valley 2389","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2389, Frog Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Goose Creek Mountains faults","Goose Creek Mountains fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2356/","Goose Cr.","Goose Cr. 2356","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2356, Goose Creek Mountains fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Added ReviewerComments tab.","Esty Pape","http://1.1","5/24/2011",,,,,,,,,,,,,,,,,,,,,,,,
"Gooseberry graben faults","Gooseberry graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2424/","Gooseberry","Gooseberry 2424","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2424, Gooseberry graben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Granite Creek fault zone","Granite Creek fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2265/","Granite Cr.","Granite Cr. 2265","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Widmann, B.L., compiler, 1997, Fault number 2265, Granite Creek fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Grouse Creek and Dove Creek Mountains faults","Grouse Creek and Dove Creek Mountains faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2357/","Grouse Cr.","Grouse Cr. 2357","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2357, Grouse Creek and Dove Creek Mountains faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Gunlock fault","Gunlock fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2515/","Gunlock","Gunlock 2515","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2515, Gunlock fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Gunnison fault","Gunnison fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2445/","Gunnison","Gunnison 2445","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE; NE",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2001, Fault number 2445, Gunnison fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Hansel Mountains (east side) faults","Hansel Mountains (east side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2359/","Hansel Mtns.","Hansel Mtns. 2359","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2359, Hansel Mountains (east side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Hansel Valley (valley floor) faults","Hansel Valley (valley floor) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2360/","Hansel Valley floor","Hansel Valley floor 2360","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2360, Hansel Valley (valley floor) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Hansel Valley fault","Hansel Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2358/","Hansel Valley","Hansel Valley 2358","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"10-26 k.y. (< 15 ka)",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2358, Hansel Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Hogsback  fault northern section","Hogsback fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:732a/","Hogsback","Hogsback 732","2.13.3",,,"Normal fault","Middle- to Late Pleistocene",,,,"< 750 ka",,,,,"0.2 - 1 mm/yr",,"dip separation","normal","W",,"null",,"McCalpin, J.P., Black, B.D., DuRoss, C.B., and Hecker, S., compilers, 1994, Fault number 732a, Hogsback fault, northern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regio",
"URI","string 255",,"1","Unique identifier that specifies the feature represented: e.g. a geologic feature, aquifer or facility structure. Ideally, the identifier is an http URI that will dereference to a known, useful representation of the feature. This identifier will be used to cross reference the feature to other information related to this feature.",,,,,,,,,,,,,,,,,,,,,,,
"Hogsback  fault southern section","Hogsback fault - southern section","http://resources.usgin.org/uri-gin/utgs/activefault/id:732b/","Hogsback south","Hogsback south 732b","2.13.3",,,"Normal fault","Middle and late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"McCalpin, J.P., Black, B.D., DuRoss, C.B., and Hecker, S., compilers, 2004, Fault number 732b, Hogsback fault, southern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regio",
"House Range (west side) fault","House Range (west side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2430/","House Rng. W","House Rng. W 2430","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2430, House Range (west side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Contains fields for information used to discover feature or observation of interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hurricane fault zone Anderson Junction section","Hurricane fault zone Anderson Junction section","http://resources.usgin.org/uri-gin/utgs/activefault/id:998c/","Hurricane Anderson Jtc.","Hurricane Anderson Jtc. 998c","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2 - 1 mm/yr",,"dip separation","normal","W",,"5 - 50 ka",,"Black, B.D., Pearthree, P.A., DuRoss, C.B., Hylland, M.D., Hecker, S., and McDonald, G.N., compilers, 2004, Fault number 998c, Hurricane fault zone, Anderson Junction section, in Quaternary fault and fold database of the United States: U.S. Geological Su",
"Hurricane fault zone Ash Creek section","Hurricane fault zone Ash Creek section","http://resources.usgin.org/uri-gin/utgs/activefault/id:998b/","Hurricane Ash Cr.","Hurricane Ash Cr. 998b","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 998b, Hurricane fault zone, Ash Creek section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://eart",
"Hurricane fault zone Cedar City section","Hurricane fault zone Cedar City section","http://resources.usgin.org/uri-gin/utgs/activefault/id:998a/","Hurricane Cedar City","Hurricane Cedar City 998a","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 998a, Hurricane fault zone, Cedar City section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://ear",
"Hyrum fault","Hyrum fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2374/","Hyrum","Hyrum 2374","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2374, Hyrum fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"James Peak fault","James Peak fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2378/","James Pk.","James Pk. 2378","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","N; NW",,"> 50 k.y.",,"Black, B.D., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2378, James Peak fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Japanese and Cal Valleys faults","Japanese and Cal Valleys faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2447/","Japanese & Cal","Japanese & Cal 2447","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2447, Japanese and Cal Valleys faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Joes Valley fault zone","Joes Valley fault zone West fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2453/","Joes Valley W.","Joes Valley W. 2453","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","E",,"10-20 k.y. (<30 ka)",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2453, Joes Valley fault zone, west fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/reg",
"Joes Valley fault zone east fault","Joes Valley fault zone East fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2455/","Joes Valley E.","Joes Valley E. 2455","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","W",,"<60 k.y. (<150-300 ka)",,"Black, B.D., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2455, Joes Valley fault zone, east fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Joes Valley fault zone intragraben faults","Joes Valley fault zone Intragraben faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2454/","Joes Valley Intragraben","Joes Valley Intragraben 2454","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; E",,"10-15 k.y. (<14-30 ka)",,"Black, B.D., McDonald, G.N., and Hecker, S., compilers, 1999, Fault number 2454, Joes Valley fault zone, intragraben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/",
"Johns Valley fault","Johns Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2539/","Johns Valley","Johns Valley 2539","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","S",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2539, Johns Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Joseph Flats area faults and syncline","Joseph Flats area faults and Syncline","http://resources.usgin.org/uri-gin/utgs/activefault/id:2468/","Joseph Flats","Joseph Flats 2468","2.13.3",,,"transverse zone","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"transtensional","sinistral","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2468, Joseph Flats area faults and syncline, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Data Type","Implementation",,"Cardinality","Element Description","Domain","Example(s)",,,,,,,,,,,,,,,,,,,,,
"int","int",,"1","Added by GIS software.",,,,,,,,,,,,,,,,,,,,,,,
"Juab Valley (west side) faults","Juab Valley (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2423/","Juab V.","Juab Valley 2423","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2423, Juab Valley (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Judd Mountain fault","Judd Mountain fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:1597/","Judd Mtn.","Judd Mtn. 1597","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Oswald, J.A., Sawyer, T.L., Black, B.D., and Hecker, S., compilers, 1998, Fault number 1597, Judd Mountain fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Kolob Terrace faults","Kolob Terrace faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2525/","Kolob Terrace","Kolob Terrace 2525","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2525, Kolob Terrace faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Koosharem fault","Koosharem fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2503/","Koosharem","Koosharem 2503","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2503, Koosharem fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Lakeside Mountains (west side) fault","Lakeside Mountains (west side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2384/","Lakeside Mtns. W","Lakeside Mtns. W 2384","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., compiler, 1999, Fault number 2384, Lakeside Mountains (west side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Lime Mountain fault","Lime Mountain fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2415/","Lime Mtn.","Lime Mtn. 2415","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","S",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2415, Lime Mountain fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Lisbon Valley fault zone","Lisbon Valley fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2511/","Lisbon Valley","Lisbon Valley 2511 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE; SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2511, Lisbon Valley fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Little Diamond Creek fault","Little Diamond Creek fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2411/","Little Diamond Cr.","Little Diamond Cr. 2411","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2411, Little Diamond Creek fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Little Rough Range faults","Little Rough Range faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2458/","Little Rough Range","Little Rough Range 2458","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2458, Little Rough Range faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Little Valley faults","Little Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2439/","Little V.","Little Valley 2439","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., DuRoss, C.B., and Hecker, S., compilers, 1999, Fault number 2439, Little Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Lockhart fault","Lockhart fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2510/","Lockhart","Lockhart 2510 collapse of Lockhart Basin","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2510, Lockhart fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Long Ridge (northwest side) fault","Long Ridge (northwest side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2422/","Long Ridge NW","Long Ridge NW 2422","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2422, Long Ridge (northwest side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","free text",,"0..1","Time period of averaging for slip rate calculation. Required if slip rate reported.",,,,,,,,,,,,,,,,,,,,,,,
"Long Ridge (west side) faults","Long Ridge (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2421/","Long Ridge W","Long Ridge W 2421","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2421, Long Ridge (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","free text",,"1","Common or human-readable name by which the feature is known. Recommend using only web-safe characters (a-z A-Z 0-9 _-.) in the name. Be consistent in the naming convention used within any given dataset.",,,,,,,,,,,,,,,,,,,,,,,
