"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"WESTERN INTL GAS & CYLINDER","PO BOX 668","BELLVILLE","479-413-2120","P3750","2014-10-21T00:00:00.000","CLASS 1","
, TX 77418
(29.969560039000044, -96.25714572699997)"
"LITTLE CREEK STATION, LLC","1354 N STATE STREET","APPLE VALLEY","435 877-1102","P1159","2015-06-22T00:00:00.000","CLASS 4","
, UT 84737
(37.16024868100004, -113.30529620599998)"
"RAS'S  AUTOMOTIVE","1375 N MAIN ST","LAYTON","801-544-8263","P3090","2015-05-21T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"GOLDEN SPIKE TRAVEL PLAZA","2410 WEST MAIN","TREMONTON","435 257-7249","P1029","2014-11-05T00:00:00.000","CLASS 4","
, UT 84337
(41.711159647000045, -112.18640949499996)"
"THOMAS PETROLEUM LLC/HAYCOCK","845 NO. INDUSTRIAL ROAD","ST. GEORGE","801 298-3252","P7301","2015-05-15T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"FREEWAY PROPANE","PO BOX 804","SPANISH FORK","801 798-3943","P30","2015-06-12T00:00:00.000","CLASS 1","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"PILOT FLYING J #774","90 SO. STONE ROAD","SNOWVILLE","435 872-8181","P209","2015-07-27T00:00:00.000","CLASS 4","
, UT 84336-
(41.96734986100006, -112.80454735799998)"
"ROCKY MOUNTAIN RV","2015 N MAIN ST","NORTH LOGAN","435-713-4242","P2860","2015-04-16T00:00:00.000","CLASS 4","
, UT 84341
(41.762209116000065, -111.82021677699998)"
"RIVERSIDE AUTOMOTIVE REPAIR","125 E RIVERSIDE DR. #B","ST GEORGE","435 628-7800","P610","2015-10-26T00:00:00.000","CLASS 4","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"R & R PROPANE INC","PO BOX 396","ROOSEVELT","435 722-2983","P41","2015-09-08T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"MIDLAND GAS & GROCERIES","3805 MIDLAND DRIVE","WEST HAVEN","801 731-4480","P14061","2015-07-19T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"PINNACLE PROPANE EXPRESS","1375 TRISTATE PKWY, GURNEE, IL","PAHRUMP","847-951-6548","P4150","2015-03-27T00:00:00.000","CLASS 2","
, NV 89048
(36.18311777400004, -116.00687724099998)"
"WARREN ENERGY WHOLESALE (C)","514 NO BLUFF ST","ST. GEORGE","435 656-2885","P13681","2015-06-01T00:00:00.000","CLASS 1","
, UT 84771
(37.111258744000054, -113.58323751799998)"
"DIAMOND RENTAL 94TH SOUTH","240 W 9400 S","SANDY","801-566-7714","P2650","2016-02-14T00:00:00.000","CLASS 4","
, UT 84070
(40.57814732300005, -111.88553958899996)"
"SALT LAKE CITY KOA/VIP","1400 WEST NORTH TEMPLE","SALT LAKE CITY","801 328-0224","P33","2015-08-10T00:00:00.000","CLASS 4","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"DALLAN'S RV","685 W STATE RD","PLEASANT GROVE","801-372-3006","P17091","2015-08-22T00:00:00.000","CLASS 4","
, UT 84062
(40.37518777100007, -111.74238903799994)"
"UTAH LP GAS SLC","P. O. BOX 16188","SALT LAKE CITY","801 355-4201","P696","2015-08-01T00:00:00.000","CLASS 1","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"PILOT FLYING J #775","2841 SO 60 EAST","ST GEORGE","435 674-7104","P1595","2016-02-27T00:00:00.000","CLASS 4","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"SUBURBAN PROPANE ELY","3245 W 2100 SO,SLC 84119","ELY","775 289-2901","P763","2015-11-05T00:00:00.000","CLASS 1","
, NV 89301
(39.25093932300007, -114.87302633099995)"
"M&M SERVICE STATION","4804 SO. REDWOOD RD","TAYLORSVILLE","801969-0225","P320","2015-06-19T00:00:00.000","CLASS 4","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"MIRROR LAKE SERVICE","PO BOX 250","KAMAS","435 783-4375","P469","2016-01-16T00:00:00.000","CLASS 4","
, UT 84036
(40.616948222000076, -111.28951780499995)"
"SOUTH FORK HARDWARE - WVC","6383 WEST 3500 SOUTH","WEST VALLEY CITY","801 969-3437","P437","2015-09-28T00:00:00.000","CLASS 4","
, UT 84128
(40.69232972200007, -112.04396717999998)"
"B & L PROPANE CO. INC.","585 N STATE STREET","HURRICANE","435 635-2919","P134","2016-01-26T00:00:00.000","CLASS 1","
, UT 84737
(37.16024868100004, -113.30529620599998)"
"JAKE'S BROOKSIDE","410 SOUTH 400 EAST","SPRINGVILLE","801 489-7290","P1673","2015-05-03T00:00:00.000","CLASS 4","
, UT 84663
(40.16322971200003, -111.60686831699996)"
"TRI CITY NURSERY","P.O. BOX 30","KAYSVILLE","801-807-9480","P15321","2015-06-16T00:00:00.000","CLASS 4","
, UT 84037
(41.031609477000075, -111.93460773599998)"
"DESERT COACH RV","16 NORTH 1100 EAST","ST. GEORGE","435 656-2203","P4801","2015-02-02T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"LAST CHANCE STORE","1620 W CENTER ST","PROVO","801-377-2676","P3710","2015-09-30T00:00:00.000","CLASS 4","
, UT 84601
(40.23455732300005, -111.67783963599999)"
"J7 VENTURES LLC","4275 NORTH 3800 WEST","MORGAN","801 876-3322","P219","2015-05-30T00:00:00.000","CLASS 4","
, UT 84050
(41.076167508000026, -111.71853930299994)"
"PILOT FLYING J #747","1460 NO 1750 WEST","SPRINGVILLE","801-489-3622","P759","2016-01-18T00:00:00.000","CLASS 4","
, UT 84663
(40.16322971200003, -111.60686831699996)"
"OIL SPOUT INC.","720 NORTH MAIN","SPANISH FORK","801 798-7472","P331","2015-06-11T00:00:00.000","CLASS 4","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"ARNIE B'S CHEVRON","1250 W 800 S","PAYSON","801 465-5050","P644","2015-08-01T00:00:00.000","CLASS 4","
, UT 84651
(40.03484783500005, -111.72960603199999)"
"A-1 PROPANE","PO BOX 1027","ROOSEVELT","435 353-4654","P1121","2015-09-01T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"THOMAS PETROLEUM LLC","P O BOX 540730","NORTH SALT LAKE","801 298-3252","P357","2015-10-16T00:00:00.000","CLASS 1","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"IFA COUNTRY STORE - EPHRAIM","PO BOX 551","EPHRAIM","435-283-4529","P3860","2015-11-06T00:00:00.000","CLASS 4","
, UT 84627
(39.357948118000024, -111.58297947599999)"
"DEE'S SUPER SERVICE","20 NORTH BEAR LAKE BLVD.","LAKETOWN","435 946-3372","P213","2015-05-10T00:00:00.000","CLASS 4","
, UT 84038
(41.815209493000054, -111.36126688099995)"
"LUNA ENTERPRISES INC","3596 W 3100 S","WEST VALLEY CITY","801-916-5285","P16931","2014-06-29T00:00:00.000","CLASS 4","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"T-7, INC. PROPANE SERVICE","P. O. BOX 520","WOODRUFF","435 793-4208","P223","2015-06-07T00:00:00.000","CLASS 1","
, UT 84086
(41.52316863900006, -111.16282613399994)"
"PREMIUM OIL","278 WEST 2100 SOUTH","SALT LAKE CITY","801 484-1662","P22","2015-12-14T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"ACE HARDWARE","135 WEST 320 NORTH","KAYSVILLE","801 546-2689","P1681","2015-08-02T00:00:00.000","CLASS 4","
, UT 84037
(41.031609477000075, -111.93460773599998)"
"BULLFROG MARINA-HALLS CROSSING","P.O. BOX 1597","PAGE","435 684-3000","P532","2015-04-12T00:00:00.000","CLASS 4","
, UT 86040
(36.91650690800003, -111.46136711699995)"
"RED DESERT INC","PO BOX 189","HANKSVILLE","435 542-2017","P11311","2015-03-19T00:00:00.000","CLASS 4","
, UT 84734
(38.37434749800008, -110.71173635299999)"
"SUNSTATE EQUIPMENT CO. LLC SLC","2051 N REDWOOD RD","SALT LAKE CITY","801 364-4408","P745","2015-10-28T00:00:00.000","CLASS 4","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"FILLMORE SHELL","P.O. BOX 806","FILLMORE","435 743-6328","P106","2015-12-13T00:00:00.000","CLASS 4","
, UT 84631
(38.97107751800007, -112.33876711299996)"
"BLACKBURN  PROPANE","1166 N MAIN","CEDAR CITY","435-586-8931","P2447","2015-03-27T00:00:00.000","CLASS 1 BRANCH","
, UT 84721
(37.72021995500006, -113.07851733399997)"
"PILOT FLYING J #748","600 WEST 750 NORTH","WILLARD","435-723-1010","P719","2016-01-24T00:00:00.000","CLASS 4","
, UT 84340-
(41.390476516000035, -112.03404753199999)"
"U-HAUL CO. - 720058","2150 SO 500 WEST","BOUNTIFUL","801 298-3339","P790","2015-07-10T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"CORAL CANYON MARKET","41 NO. 6300 WEST","HURRICANE","435 628-4858","P2392","2015-08-03T00:00:00.000","CLASS 4","
, UT 84737
(37.16024868100004, -113.30529620599998)"
"GORDON'S RV'S & MOBILE HOMES","2944 NO. MAIN","LOGAN","435 752-0054","P1770","2015-04-24T00:00:00.000","CLASS 3","
, UT 84341
(41.762209116000065, -111.82021677699998)"
"PONY EXPRESS RV RESORT","1012 RECREATION WAY","NORTH SALT LAKE","801-355-1550","P17134","2016-01-22T00:00:00.000","CLASS 4","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"P & D ACE HARDWARE","PO BOX 662","GREEN RIVER","435-564-6562","P14631","2015-01-26T00:00:00.000","CLASS 4","
, UT 84525
(38.99553989900005, -110.16248855299995)"
"AHERN RENTALS CTR.","1280 REDLEDGE RD.","WASHINGTON","435 628-4100","P571","2014-12-14T00:00:00.000","CLASS 4","
, UT 84780
(37.12577975200003, -113.50132981999997)"
"AMERIGAS PROPANE - TREMONTON","712 WEST MAIN","TREMONTON","435 257-3310","P70","2015-11-29T00:00:00.000","CLASS 1 BRANCH","
, UT 84337
(41.711159647000045, -112.18640949499996)"
"TRIPLE STOP FREEPORT","PO BOX 2293, LAYTON, UT 84041","CLEARFIELD","801-726-2387","P1701","2015-09-09T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"TEMPLE HILL RESORT","PO BOX 235","MANTI","435-835-2267","P4700","2015-07-30T00:00:00.000","CLASS 4","
, UT 84642
(39.263917854000056, -111.63795683099994)"
"MOTOR  SPORTSLAND","4001 S STATE","SALT LAKE CITY","801 262-2921","P130","2016-01-09T00:00:00.000","CLASS 4","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"B & M GAS & FOOD DBA SS TEXACO","1514 WEST 2100 SOUTH","OGDEN","801 731-3437","P9101","2015-09-21T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"DAL SOGLIO 66 INC.","PO BOX 218","MIDVALE","801-255-9221","P3650","2015-09-16T00:00:00.000","CLASS 4","
, UT 84047
(40.617148092000036, -111.88374944699996)"
"PRO STOP - RIVERTON","1977 W 12600 S","RIVERTON","801-302-9040","P16381","2015-04-02T00:00:00.000","CLASS 4","
, UT 84065
(40.51054772700007, -111.94858996399995)"
"FLAMING GORGE CORP/LUCERNE VLY","PO BOX 10","MANILA","435 784-3483","P34","2015-09-07T00:00:00.000","CLASS 4","
, UT 84046
(40.98830715200006, -109.72020609799995)"
"JORGENSEN'S  HONDA","980 SOUTH COVE VIEW RD","RICHFIELD","435 896-6408","P1768","2015-04-18T00:00:00.000","CLASS 4","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"MOUNTAINLAND SUPPLY CO LLC","1505 W 130 S","OREM","801-224-6050","P4000","2015-02-06T00:00:00.000","CLASS 4","
, UT 84058
(40.28155724700008, -111.70671654299997)"
"DIAMOND RENTAL 33RD","2253 EAST 3300 SOUTH","SALT LAKE CITY","801 487-2500","P356","2015-05-02T00:00:00.000","CLASS 4","
, UT 84106
(40.705429914000035, -111.85817908999996)"
"MOAB KOA","3225 SO HWY 191","MOAB","435 259-6682","P1097","2015-03-18T00:00:00.000","CLASS 4","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"HARRINGTON & COMPANY","P.O. BOX 25723","SALT LAKE CITY","801 972-3131","P324","2015-05-27T00:00:00.000","CLASS 4","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"SUBURBAN PROPANE/FOUR CORNERS","PO BOX 252","FARMINGTON","505-324-0101","P2490","2014-12-24T00:00:00.000","CLASS 1","
, NM 87401
(36.73908729800007, -108.19148977799995)"
"VALLEY WIDE COOPERATIVE, INC","P O BOX 32","PRESTON","208 852-0384","P718","2014-01-13T00:00:00.000","CLASS 1","
, ID 83263
(42.106307482000034, -111.85693641799998)"
"HILDALE CITY DBA TWIN CITY GAS","PO BOX 840809","HILDALE","435 874-2323","P183","2015-11-01T00:00:00.000","CLASS 1","
, UT 84784-
(37.13486950400005, -113.53263992899997)"
"PARKWAY STORAGE CENTER","1042 S GENEVA RD","OREM","801-224-8999","P16571","2015-05-10T00:00:00.000","CLASS 4","
, UT 84058
(40.28155724700008, -111.70671654299997)"
"CHRISTENSEN'S TIRE FACTORY","4607 S 5600 W","WEST VALLEY","801-840-0772","P2617","2015-12-03T00:00:00.000","CLASS 4","
, UT 84120-
(40.69013983900004, -111.99896595799999)"
"SUNBELT RENTALS","1548 NO 2000 WEST","FARR WEST","801 732-8807","P1378","2015-08-24T00:00:00.000","CLASS 4","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"ANDERSON SERVICE CENTER LLC","PO BOX 340","MORONI","435 436-8252","P8301","2015-05-29T00:00:00.000","CLASS 4","
, UT 84646
(39.52484846900006, -111.57903855599994)"
"AMERICAN TIRE & RV","1188 N MAIN","CEDAR CITY","435-586-5697","P4980","2015-09-08T00:00:00.000","CLASS 4","
, UT 84721
(37.72021995500006, -113.07851733399997)"
"MOUNTAINLAND ONE STOP","1175 SOUTH MAIN","HEBER","435 654-5530","P2273","2015-09-14T00:00:00.000","CLASS 4","
, UT 84032
(40.50332632800007, -111.39879903799999)"
"SUNBELT RENTALS","55 EAST 2400 SOUTH","SALT LAKE CITY","801 486-0055","P1268","2015-11-15T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"UTAH RV RENTALS","2788 W 7800 S","WEST JORDAN","801-568-0660","P15581","2015-09-24T00:00:00.000","CLASS 4","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"D & I, INC. DBA DON'S SINCLAIR","215 WEST MAIN","SALINA","435 529-3531","P61","2015-11-02T00:00:00.000","CLASS 4","
, UT 84654
(38.95547894900005, -111.85822688499997)"
"ELLETT SERVICE & DIST","BOX 113","LOA","435 836-2632","P62","2015-09-20T00:00:00.000","CLASS 4","
, UT 84747
(38.40049574100004, -111.63960793299998)"
"SCIPIO GARAGE","P. O. BOX 560047","SCIPIO","435 758-2411","P240","2015-06-22T00:00:00.000","CLASS 4","
, UT 84656
(39.241706186000044, -112.10525782699995)"
"U-HAUL CO. - 720059","55 E 3900 S","SALT LAKE CITY","801 266-3733","P287","2016-01-08T00:00:00.000","CLASS 4","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"J. J. W. D. HARDWARE","425 SO. 100 WEST","SALINA","435 529-7507","P10001","2015-05-02T00:00:00.000","CLASS 4","
, UT 84654
(38.95547894900005, -111.85822688499997)"
"PITCHER PROPANE INC.","1101 SOUTH 1600 WEST","LEWISTON","435 258-2530","P79","2015-12-21T00:00:00.000","CLASS 1","
, UT 84320
(41.96639830500004, -111.85649757299996)"
"C-A-L RANCH STORES - LAYTON","88 S. FAIRFIELD RD.","LAYTON","801-543-2044","P16211","2015-02-07T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"HONE PROPANE, INC.","3730 N. HIGLEY ROAD","FARR WEST","801 726-9700","P799","2015-12-12T00:00:00.000","CLASS 1","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"ACE RENTS, INC.-LINDON","70 SOUTH STATE","LINDON","801 785-7368","P521","2015-12-16T00:00:00.000","CLASS 4","
, UT 84042
(40.33973687100007, -111.71551952399994)"
"HOLIDAY HILLS (BELL OIL)","P O BOX 238","COALVILLE","435 336-4411","P589","2015-05-23T00:00:00.000","CLASS 4","
, UT 84017
(40.83343812100003, -111.43928579899995)"
"LOVE'S TRAVEL STOP #581","PO BOX 26210, OKC, OK 73126","SALINA","405-751-9000","P5190","2015-11-07T00:00:00.000","CLASS 4","
, UT 84654
(38.95547894900005, -111.85822688499997)"
"DENNIS S. MILLER GAS CO., INC.","1420 WEST MAIN","TREMONTON","435 257-5107","P72","2015-11-16T00:00:00.000","CLASS 1","
, UT 84337
(41.711159647000045, -112.18640949499996)"
"CONOCO SH & SONS INC.","641 NO. MAIN STREET","CLEARFIELD","801 301-6160","P10701","2015-08-10T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"CWI INC., DBA CAMPING WORLD","780 NO 900 WEST","KAYSVILLE","801 544-4298","P269","2015-11-28T00:00:00.000","CLASS 4","
, UT 84037
(41.031609477000075, -111.93460773599998)"
"STEVE'S TIRE & OIL","P.O. BOX 1137","FILLMORE","435 743-6860","P105","2015-12-13T00:00:00.000","CLASS 4","
, UT 84631
(38.97107751800007, -112.33876711299996)"
"SUBURBAN PROPANE - NLV","4520 MITCHELL STREET","NORTH LAS VEGAS","702-643-1738","P4050","2016-02-18T00:00:00.000","CLASS 1","
, UT 89081
(36.26197962400005, -115.10958580999994)"
"TIMP TIRE AND SVCE CTR","10918 NORTH TOWN CENTER BLVD","HIGHLAND","801 492-6300","P1884","2015-07-31T00:00:00.000","CLASS 4","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"MOUNTAIN WEST PROPANE, INC.","7140 N 3000 W","ROOSEVELT","435 353-4562","P37","2015-09-08T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"RAY CITTE, INC.","1677 W RIVERDALE RD","ROY","801 773-4951","P1380","2015-08-24T00:00:00.000","CLASS 4","
, UT 84067
(41.17165769400003, -112.04526633599994)"
"TRIPLE STOP #2","PO BOX 2293","LAYTON","801 771-3214","P274","2015-11-19T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"ARCHIBALD PETROLEUM DBA APTI","P.O. BOX 205, TREMONTON, 84337","CORINNE","435 257-8237","P473","2015-01-29T00:00:00.000","CLASS 1","
, UT 84307
(41.55001642800005, -112.176746203)"
"AMERIGAS PROPANE - PANGUITCH","P. O. BOX 67","PANGUITCH","801 676-8180","P243","2015-07-31T00:00:00.000","CLASS 1 BRANCH","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"TOM'S SERVICE","47O1 SOUTH HWY 89-91","WELLSVILLE","435 245-6677","P80","2014-12-13T00:00:00.000","CLASS 4","
, UT 84339
(41.64394675700004, -111.92525728499999)"
"ROOFERS SUPPLY, INC.","3359 S. 500 W.","SALT LAKE CITY","801-266-1311","P597","2015-05-17T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"TOP STOP/WIND RIVER PETR VERN","1355 EAST HWY 40","VERNAL","435 789-8292","P44","2015-09-06T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"QUALITY MUFFLER & BRAKE","12258 SOUTH 700 EAST","DRAPER","801 255-7199","P2044","2015-05-06T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"B & M GAS & FOOD INC DBA TEX.","1514 W 2100 S, OGDEN 84401","CLEARFIELD","801 776-2122","P8541","2015-07-22T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"THACKER'S REPAIR, INC.","11990 WEST 1500 SOUTH","BLUEBELL","435 454-3030","P1692","2015-09-24T00:00:00.000","CLASS 4","
, UT 84007-
(40.35946754100007, -110.21791778799997)"
"BEAR LAKE KOA","485 NO. BEAR LAKE BLVD.","GARDEN CITY","435 946-3454","P1674","2015-05-07T00:00:00.000","CLASS 4","
, UT 84028
(41.94420836200004, -111.39351985599995)"
"HARRIS RV PARTS & REPAIR","P.O. BOX 1125","PAROWAN","435-559-3083","P15901","2015-08-25T00:00:00.000","CLASS 4","
, UT 84761
(37.84420903200004, -112.83507971099999)"
"GENERAL RV","14403 SO. MINUTEMAN DRIVE","DRAPER","801 307-1070","P13241","2015-01-20T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"SAV ON PROPANE/SEARLE GAS","P O BOX 1003","PRICE","435 637-9710","P291","2015-03-08T00:00:00.000","CLASS 1 BRANCH","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"E & P PROPANE INC.","PO BOX 1748","ROOSEVELT","435 725-0220","P607","2015-09-02T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"CWI, INC DBA CAMPING WORLD","13153 MINUTEMAN DRIVE","DRAPER","801 255-9260","P1470","2015-04-10T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"K & H ENTERPRISE DBA SKYLINE","1165 E. GENTILE","LAYTON","801 479-3595","P1712","2015-08-30T00:00:00.000","CLASS 4","
, UT 84040
(41.085487545000035, -111.92917647999997)"
"WARREN ENERGY GROUP (B)","PO BOX 1833","ST. GEORGE",,"P1442B","2016-02-12T00:00:00.000","CLASS 4","
, UT 84771
(37.111258744000054, -113.58323751799998)"
"FRALEY PROPANE, LLC","6723 HWY 160-491","CORTEZ","208-523-6582","P1783","2015-06-20T00:00:00.000","CLASS 1","
, CO 81321
(37.34968657600007, -108.59432827299997)"
"ROGER'S SINCLAIR","15 EAST STATE STREET","ORDERVILLE","435 648-2433","P337","2014-07-30T00:00:00.000","CLASS 4","
, UT 84758
(37.27601700800005, -112.63892878299998)"
"SCOTT MURRAY LP GAS","PO BOX 825","VERNAL","435 789-8883","P31","2015-05-28T00:00:00.000","CLASS 1","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"JP'S AMERICAN CAR CARE","1350 EAST 700 SOUTH","CLEARFIELD","801-773-1640","P53","2015-05-10T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"SMITHFIELD  CHEVRON","780 SOUTH MAIN","SMITHFIELD","435 563-3636","P2023","2015-06-02T00:00:00.000","CLASS 4","
, UT 84335
(41.834188477000055, -111.84321923599998)"
"B & M GAS & FOOD (TEXACO #3)","560 W 500 S","BOUNTIFUL","801-294-7284","P16821","2015-05-18T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"RUBY'S INN SINCLAIR","P. O. BOX 640050","BRYCE","435 834-5232","P792","2014-07-15T00:00:00.000","CLASS 4","
, UT 84764
(37.66289629700003, -112.15985716699998)"
"MAGNUM NGL'S, LLC","HOLLADAY, UT","DELTA","435-864-1916","P4120","2015-03-20T00:00:00.000","CLASS 4","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"TESORO KSS CORPORATION","5404 S 4220 W","KEARNS","801-963-1902","P2950","2015-04-23T00:00:00.000","CLASS 4","
, UT 84118
(40.652286151000055, -112.00951997599998)"
"KB EXPRESS #7","PO BOX 338, CEDAR CITY, 84721","PANGUITCH","435 676-8730","P1265","2015-02-24T00:00:00.000","CLASS 4","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"MOUNTAIN SHADOWS RV PARK","13275 S MINUTE MAN DR.","DRAPER","801 571-4024","P129","2015-10-03T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"BRAKE TIME BOB",,"WEST OGDEN","801 627-1712","P14481","2014-12-07T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"BATEMAN COMMERCIAL LLC","1232 W JORDAN RIVER BLVD","WEST JORDAN","801-352-2985","P796","2015-07-16T00:00:00.000","CLASS 4","
, UT 84084
(40.62101949200007, -111.95890935199998)"
"SUNSTATE EQUIPMENT CO. OGDEN","1850 WEST 1350 SOUTH","OGDEN","801 732-2150","P1523","2015-10-03T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"SOUTH FORK HARDWARE - BC",,"BRIGHAM","435 734-2020","P748","2015-11-25T00:00:00.000","CLASS 4","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"WEST VALLEY OIL LLC","3140 S REDWOOD ROAD","WEST VALLEY CITY","801-814-4828","P3260","2015-06-26T00:00:00.000","CLASS 4","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"PUP'S SINCLAIR",,"EAST CARBON",,"P13451","2015-04-19T00:00:00.000","CLASS 4","
, UT 84520
(39.543536338000024, -110.418956848)"
"ZION RIVER RV RESORT","PO BOX 790219","VIRGIN","435 635-8594","P1285","2015-05-21T00:00:00.000","CLASS 4","
, UT 84779
(37.196155807000025, -113.15712717399998)"
"KRISHNA LLC/KICKS 66","2983 WASHINGTON BLVD","OGDEN","801-392-6766","P3300","2015-07-09T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"MONTICELLO HOME & AUTO SUPPLY","PO BOX 309","MONTICELLO","435 587-2286","P2070","2015-08-17T00:00:00.000","CLASS 4","
, UT 84535
(37.86979676900006, -109.34283802599998)"
"ROY SINCLAIR","5608 SO. 1900 WEST","ROY","801 775-8314","P14051","2015-06-15T00:00:00.000","CLASS 4","
, UT 84067
(41.17165769400003, -112.04526633599994)"
"WEBER RIVER FEED AND SUPPLY","55 WEST CENTER STREET","COALVILLE","435-336-9999","P5080","2015-10-07T00:00:00.000","CLASS 4","
, UT 84017
(40.83343812100003, -111.43928579899995)"
"SUNSTATE EQUIPMENT CO. LINDON","1361 WEST 300 SO.","LINDON","801 785-6320","P10661","2015-08-15T00:00:00.000","CLASS 4","
, UT 84042
(40.33973687100007, -111.71551952399994)"
"RON'S BOULEVARD SHELL","915 E ST GEORGE BLVD","ST GEORGE","435 656-1350","P1030","2014-11-05T00:00:00.000","CLASS 4","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"CWI INC, DBA CAMPING WORLD","1500 S HILTON DRIVE","ST GEORGE","270-781-2718","P757","2015-03-12T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"SIERRA R.V. CORPORATION","1200 NORTH MAIN","SUNSET","801 728-9988","P1323","2015-06-06T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"TERRY'S R.V. CENTER, INC.","5545 SOUTH STATE","MURRAY","801 262-2486","P299","2015-02-28T00:00:00.000","CLASS 4","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"WESTERN STATES EQUIPMENT","2233 NO WARM SPRINGS RD","SALT LAKE CITY","801 596-2300","P751","2016-01-16T00:00:00.000","CLASS 4","
, UT 84116
(40.78474798900004, -111.93799684099997)"
"ROBISON RENTALS","1440 NO. MAIN","CEDAR CITY","435 586-0222","P9941","2015-02-26T00:00:00.000","CLASS 4","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"JENSON LUMBER SERVICE","247 W 12300 SO","DRAPER","801 571-5072","P1341","2015-07-14T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"DIAMOND RENTAL 5TH WEST","4518 SO 500 WEST","SALT LAKE CITY","801 262-2229","P1446","2015-12-10T00:00:00.000","CLASS 4","
, UT 84123
(40.66343978100008, -111.92140760999996)"
