"tcad_or_wcad_property_id_s","auditor","company","duct_system_1_type","duct_system_2_type","duct_system_1_rvalue","duct_system_2_rvalue","duct_system_1_return_sizing","duct_system_2_return_sizing","duct_system_1_leakage","duct_system_2_leakage","system_1_location_air_handler","system_2_location_air_handler","system_1_air_handler_type","system_2_air_handler_type","system_1_age_years","system_2_age_years","system_1_eer","system_2_eer","system_1_sqft_ton","system_2_sqft_ton","water_heater_fuel_type","water_heating_tank_type","toilet_type","programmable_thermostat_present","window_screen_area_recommended_sqft","furnace_fuel_type","audit_date","attic_r_value","recommended_additional_r_value","year_built","bedrooms","conditioned_sqft","attic_sqft","home_type","as_of","location_1"
"221339","Brian Meyerdirk","HIGH PERFORMANCE ENERGY","Duct_Board",,,,"Adequate",,"42",,"Closet",,"Up Flow",,,,,,"481",,"Gas","Tank","Water_Saving","N","162","Gas","2009-08-28T00:00:00.000","13","28","1960","3","1443",,"Single Family","2014-05-20T00:00:00.000","4400 BURNET RD
Austin, Tx 78756
(30.31410710400047, -97.74243643599965)"
"249814","Joseph E. Biddle","QUALITY HOME INSPECTIONS","Sheet_Metal",,"6",,"Adequate",,"10",,"Closet",,"Up Flow",,"12",,,,"525",,"Elec","Tank","Water_Saving","N","0","Elec","2010-04-16T00:00:00.000","13","26","1969","3","1313","1313","Single Family","2014-05-20T00:00:00.000","8711 MILLWAY DR
Austin, Tx 78757
(30.373699486000476, -97.73489174699966)"
"227044","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"4",,"Adequate",,"25.3",,"Closet",,"Up Flow",,,,"10.5",,"596",,"Gas","Tank","Water_Saving","Y","79","Gas","2013-01-14T00:00:00.000","30","8","1968","4","1789","1700","Single Family","2014-05-20T00:00:00.000","7111 GENEVA DR
Austin, Tx 78723
(30.319984143000454, -97.67282276399965)"
"345527","Chad Roesch","A-1 ENERGY AUDITS","Duct_Board","Grey_Flex","6","8","Adequate","Adequate","24","17","Closet","Attic","Up Flow","Horizontal","17","7","10","12","431","431","Elec","Tank","Water_Saving","Y","0","Elec","2011-11-18T00:00:00.000","17.6","20.4","1969","4","2805","2805","Single Family","2014-05-20T00:00:00.000","10109 BRODIE LN
Austin, Tx 78748
(30.180153936000465, -97.85195523399966)"
"423686","William Sherman","AXIS GREEN SERVICES",,,,,"Adequate",,"17",,,,,,"27",,"5.5",,"459",,"Gas","Tank","Standard","Y","0","Elec","2012-07-19T00:00:00.000",,"0","1985","2","1147",,"Condo","2014-05-20T00:00:00.000","4711 J-160 SPICEWOOD SPRINGS RD
Austin, Tx 78759
(30.40125117700046, -97.75332664499967)"
"161125","Dennis Williams","QUALITY HOME INSPECTIONS","Grey_Flex",,"6",,"Adequate",,"6",,"Attic",,"Horizontal",,"12",,,,"610",,"Gas","Tank","Water_Saving","Y","0","Elec","2011-06-30T00:00:00.000","23","15","1993","5","3050","3050","Single Family","2014-05-20T00:00:00.000","8403 HORSE MOUNTAIN COVE
Austin, Tx 78759
(30.41668526300049, -97.78986374799968)"
"381314","Lynn Howden","AUSTIN QUALITY GREEN ENERGY AUDITS","Mylar_Flex",,"6",,"Inadequate",,"17",,"Closet",,"Up Flow",,"12",,"8.5",,"480",,"Elec","Tank","Water_Saving","Y","0","Elec","2009-09-10T00:00:00.000","30",,"1997","3","1440","600","Single Family","2014-05-20T00:00:00.000","3127 COHOBA DR
Austin, Tx 78748
(30.18788457700049, -97.83799104599967)"
"101638","Kristof Irwin","POSITIVE ENERGY","Duct_Board",,"4",,"Inadequate",,"21.1",,"Attic",,"Horizontal",,"20",,"8",,"360",,"Elec","Tank","Standard","N","50","Elec","2013-05-02T00:00:00.000",,"17","1932","2","1085","1084","Single Family","2014-05-20T00:00:00.000","814 COLUMBUS ST
Austin, Tx 78704
(30.254655666000474, -97.75617795499966)"
"161127","Chad Roesch","A-1 ENERGY AUDITS","Grey_Flex","Grey_Flex","8","8","Adequate","Adequate","19","17","Attic","Attic","Horizontal","Horizontal","9","9","14","14","472","630","Gas","Tank","Water_Saving","Y","71","Gas","2010-10-13T00:00:00.000","26.4","11.4","1993","4","3782","1891","Single Family","2014-05-20T00:00:00.000","8400 HORSE MOUNTAIN
Austin, Tx 78759
(30.416736192000485, -97.78983769099966)"
"331335","Brian Meyerdirk","HIGH PERFORMANCE ENERGY","Duct_Board",,"6",,"Inadequate",,"14",,"Closet",,"Up Flow",,"9",,"10.5",,"477",,"Gas","Tank","Water_Saving","Y","0","Gas","2010-02-20T00:00:00.000","38","0","1987","3","1432","700","Single Family","2014-05-20T00:00:00.000","4607 CAYMEN PLACE
Austin, Tx 78749
(30.20741549000047, -97.8543927499997)"
"202252","Stephen Standley","AUSTIN AUDITORS","Duct_Board",,"6",,"Adequate",,"18",,"Attic",,"Horizontal",,"8",,,,,,"Elec","Tankless","Water_Saving","Y","155","Elec","2013-07-10T00:00:00.000","35","0","1950","3","2738","2738","Single Family","2014-05-20T00:00:00.000","1802 E 21 ST
Austin, Tx 78722
(30.281698105000487, -97.72228489199966)"
"154710","Brady Zaitoon","SQUARE HOUSE","Sheet_Metal","Duct_Board","4","6","Adequate","Adequate","19","19","Attic","Attic","Horizontal","Horizontal","11","11","9","8","602","602","Gas","Tank","Water_Saving","N","240","Gas","2013-06-11T00:00:00.000","28","0","1979","3","2410","2410","Single Family","2014-05-20T00:00:00.000","5101 RAIN CREEK
Austin, Tx 78759
(30.395748455000444, -97.75557982899966)"
"233262","John Strand","STRAND BROTHERS","Sheet_Metal",,"4",,"Adequate",,"19.5",,"Closet",,"Up Flow",,"9",,"10",,"531",,"Elec","Tank","Water_Saving","Y","0","Elec","2010-04-06T00:00:00.000","14","24","1952","3","1328","1228","Single Family","2014-05-20T00:00:00.000","5807 SHOAL CREEK BLVD
Austin, Tx 78757
(30.336548111000468, -97.74800197599967)"
"540608","Mitchell Young","ASPEN ENVIRONMENTAL","Mylar_Flex",,"4",,"Adequate",,"4.4",,"Closet",,"Up Flow",,"5",,"13",,"480",,"Elec","Tank","Standard","Y","160","Elec","2011-07-09T00:00:00.000",,,"1981","2","1204",,"Condo","2014-05-20T00:00:00.000","1135 BARTON HILLS #114
Austin, Tx 78704
(30.26168276800047, -97.77290773999965)"
"245462","Bill Deatrick","360 HOME INSPECTION, LLC","Sheet_Metal",,"4",,"Adequate",,"19",,"Closet",,"Up Flow",,"7",,"7.5",,"610",,"Elec","Tank","Water_Saving","Y","106","Gas","2012-10-10T00:00:00.000","21","17","1972","4","1524","1524","Single Family","2014-05-20T00:00:00.000","1409 WERNER HILL DR
Austin, Tx 78753
(30.358961878000457, -97.6725041579997)"
"154750","Andy Pell","1 EARTH ENERGY AUDITS","Duct_Board","Mylar_Flex","4","4","Inadequate","Inadequate","35","27","Closet","Closet","Up Flow","Up Flow","14","16","10","10","367","367","Gas","Tank","Water_Saving","Y","0","Gas","2012-10-09T00:00:00.000","20","18","1981","3","2118","640","Single Family","2014-05-20T00:00:00.000","9305 KNOLL CREST LOOP
Austin, Tx 78759
(30.39461379000045, -97.76112168099968)"
"129137","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"2",,"Inadequate",,"51",,"Closet",,"Up Flow",,"19",,"9.5",,"392",,"Elec","Tank","Water_Saving","N","453","Elec","2010-09-09T00:00:00.000","0","38","1957","2","1567","300","Single Family","2014-05-20T00:00:00.000","3703 ROBBINS ROAD
Austin, Tx 78730
(30.341246664000437, -97.8170293659997)"
"311974","Robert Hartung","ENERGY AUDIT MASTERS","Sheet_Metal",,"2",,"Adequate",,"34.6",,"Closet",,"Up Flow",,,,"9",,"418",,"Elec","Tank","Water_Saving","N","21","Elec","2011-06-21T00:00:00.000","11","27","1978","3","1674","1674","Single Family","2014-05-20T00:00:00.000","7108 SILVER DALE DR
Austin, Tx 78736
(30.23384914300044, -97.88192434899969)"
"336961","Dennis Williams","QUALITY HOME INSPECTIONS","Grey_Flex",,"6",,"Adequate",,"24",,"Closet",,"Up Flow",,"10",,,,"582",,"Gas","Tank","Standard","Y","0","Gas","2010-03-01T00:00:00.000","12","25","1979","3","1746","1200","Single Family","2014-05-20T00:00:00.000","7310 FERNDALE CIRCLE
Austin, Tx 78745
(30.188134487000468, -97.78879659399968)"
"234013","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"5",,"Adequate",,"7.3",,"Closet",,"Up Flow",,"18",,"10",,"463",,"Gas","Tank","Standard","N","83","Gas","2010-08-21T00:00:00.000","24","14","1956","3","926","900","Single Family","2014-05-20T00:00:00.000","106 W O DELL ST
Austin, Tx 78752
(30.336786178000466, -97.71012811199967)"
"149142","Gary Pruett","LAND AMERICA PROPERTY INSPECTIONS","Mylar_Flex",,"6",,"Adequate",,"5",,"Attic",,"Horizontal",,"10",,"10",,"537",,"Gas","Tank","Water_Saving","Y","0","Gas","2010-04-15T00:00:00.000","28","10","1991","3","2689","2689","Single Family","2014-05-20T00:00:00.000","10604 LITTLE WIND CV
Austin, Tx 78730
(30.38085568900044, -97.85308989899966)"
"237788","Chad Roesch","A-1 ENERGY AUDITS","Sheet_Metal",,"6",,"Adequate",,"19",,"Closet",,"Up Flow",,"5",,"13",,"529",,"Gas","Tank","Standard","Y","0","Gas","2012-08-20T00:00:00.000","28","10","1947",,"1323","1323","Single Family","2014-05-20T00:00:00.000","1100 MORROW ST
Austin, Tx 78757
(30.34580545600045, -97.71871863499968)"
"318355","Carl Bertrand","SPECTRAL MEASUREMENTS, LLC","Grey_Flex",,"6",,"Adequate",,"18.5",,"Attic",,"Horizontal",,,,"12.5",,"367.5",,"Gas","Tank","Water_Saving","Y","20","Gas","2009-10-06T00:00:00.000","11.5","26.5","1988","3","1471","1106","Single Family","2014-05-20T00:00:00.000","5917 SHANGHAI PIERCE RD
Austin, Tx 78749
(30.22448283200049, -97.8644282519997)"
"552835","Mike Heslop Jr","BLOODHOUND INSPECTIONS","Grey_Flex",,,,"Inadequate",,"16",,"Garage",,"Up Flow",,"15",,"10.5",,"389",,"Gas","Tank","Standard","Y","174.07","Gas","2013-06-05T00:00:00.000",,"16","2000","2","1326","975","Single Family","2014-05-20T00:00:00.000","1011 BRODIE ST 26
Austin, Tx 78704
(30.246903705000477, -97.7637794959997)"
"364188","Cody Kasper","ADVANCED ENERGY SOLUTIONS","Grey_Flex",,"8",,"Adequate",,"18",,"Closet",,"Up Flow",,"15",,"12",,"608",,"Gas","Tank","Water_Saving","Y","0","Gas","2011-05-11T00:00:00.000","38","0","1999","3","1842","1825","Single Family","2014-05-20T00:00:00.000","7204 BENDING OAK
Austin, Tx 78749
(30.228206615000488, -97.87001629599968)"
"314994","Lynn Howden","AUSTIN QUALITY GREEN ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"16",,"Attic",,"Horizontal",,"3",,"12",,"455",,"Elec","Tank","Standard","Y","0","Elec","2012-09-17T00:00:00.000","22","22","1988","3","1363","1100","Single Family","2014-05-20T00:00:00.000","5906 CHARLES SCHREINER TRL
Austin, Tx 78749
(30.225378246000446, -97.86414043999969)"
"264527","Tim Janecek","AUSTEX ENERGY AUDITS","Grey_Flex",,"4.2",,"Inadequate",,"19",,"Garage",,"Up Flow",,"26",,"9",,"406.5",,"Elec","Tank","Standard","Y","0","Elec","2009-06-05T00:00:00.000","12","27","1983","2","813","611","Single Family","2014-05-20T00:00:00.000","12307 LIMERICK
Austin, Tx 78758
(30.41304438700047, -97.70043490399968)"
"460427","Dennis Williams","QUALITY HOME INSPECTIONS","Sheet_Metal","Sheet_Metal","6","6","Adequate","Adequate","21","50","Closet","Closet","Down Flow","Up Flow","19","10",,,"500","575","Gas","Tank","Water_Saving","Y","0","Gas","2010-07-06T00:00:00.000","11","27","1959","5","4330","3800","Single Family","2014-05-20T00:00:00.000","1204 SOMERSET AVENUE
Austin, Tx 78753
(30.365261752000436, -97.67246980999965)"
"306205","Brian Meyerdirk","HIGH PERFORMANCE ENERGY","Duct_Board",,"4",,"Adequate",,"3",,"Closet",,"Up Flow",,"7",,"11.5",,"448",,"Gas","Tank","Standard","N","75","Gas","2010-05-20T00:00:00.000",,"16","1974","3","1974","1794","Single Family","2014-05-20T00:00:00.000","4803 WOODSIDE DR
Austin, Tx 78735
(30.243529322000484, -97.82697011499965)"
"250528","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"4",,"Adequate",,"10.5",,"Closet",,"Up Flow",,"20",,"11.5",,"364",,"Elec","Tank","Water_Saving","N","45","Elec","2013-09-17T00:00:00.000","15","19","1977","2","1092",,"Single Family","2014-05-20T00:00:00.000","10609 TURNER DR
Austin, Tx 78753
(30.373536037000463, -97.68618408799966)"
"134314","Mitchell Young","GREEN LEAF ENERGY","Grey_Flex","Duct_Board","4",,"Adequate",,"16.3","33.5",,"Closet",,"Up Flow","13","13","13","13","465","200","Elec","Tank","Water_Saving","N","212","Elec","2013-01-02T00:00:00.000","13","25","1980","2","1805","200","Single Family","2014-05-20T00:00:00.000","4605 LIME STONE CIRCLE
Austin, Tx 78731
(30.35077168500044, -97.77893164799968)"
"259960","Jon Beard","CONSERVATION SPECIALISTS OF AUSTIN, LLC","Mylar_Flex",,"4",,"Adequate",,"23",,"Closet",,"Up Flow",,"19",,"9",,"539",,"Gas","Tank","Water_Saving","N","0","Gas","2013-05-02T00:00:00.000","22","16","1995","3","1348","1348","Single Family","2014-05-20T00:00:00.000","1020 PEGGOTTY PLACE
Austin, Tx 78753
(30.38698737700048, -97.66157561099965)"
"195235","William Sherman","AXIS GREEN SERVICES",,,,,,,,,,,,,,,,,,,"Gas","Tank","Standard","N","0","Elec","2013-07-30T00:00:00.000","17","21","1935","2","896","796","Single Family","2014-05-20T00:00:00.000","3003 KUHLMAN AVE
Austin, Tx 78702
(30.26759534000047, -97.7099445289997)"
"R078171","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"4",,"Inadequate",,"9.3",,"Closet",,"Up Flow",,"20",,"11.5",,"441",,"Elec","Tank","Water_Saving","Y","25","Gas","2012-08-14T00:00:00.000","29","9","1976","4","1324",,"Single Family","2014-05-20T00:00:00.000","10102 MISSELTHRUSH DR
Austin, Tx 78759
(30.451927369000487, -97.79873497499966)"
"320821","Amir Faghih","APPROVED ENERGY AUDITS","Sheet_Metal",,"5",,"Inadequate",,"22",,"Closet",,"Up Flow",,"17",,"9.5",,"412",,"Elec","Tank","Standard","Y","42","Gas","2010-09-21T00:00:00.000","11","27","1972","3","1032","860","Single Family","2014-05-20T00:00:00.000","5123 MEADOW CREEK DR
Austin, Tx 78745
(30.213333985000475, -97.78205967299965)"
"304272","James Davis","ENERGY AUDIT MASTERS","Duct_Board",,"4",,"Adequate",,"21.1",,"Closet",,"Up Flow",,"21",,"11",,"607",,"Gas","Tank","Water_Saving","Y","195","Gas","2011-03-09T00:00:00.000","19","19","1975","4","1822","1800","Single Family","2014-05-20T00:00:00.000","4602 TRAIL CREST CIRCLE
Austin, Tx 78735
(30.249074728000437, -97.82560922799968)"
"308371","Ben Stark","AUSTIN AUDITORS","Duct_Board",,,,"Adequate",,"42",,"Closet",,"Up Flow",,"6",,"11.5",,"379",,"Elec","Tank","Standard","N","30","Gas","2012-08-09T00:00:00.000",,"34","1971","2","947","947","Duplex","2014-05-20T00:00:00.000","2015 GATHRIGHT #A
Austin, Tx 78704
(30.232516682000437, -97.78814516999967)"
"459555","Andy Pell","1 EARTH ENERGY AUDITS","Duct_Board",,"4",,"Adequate",,,,"Attic",,"Horizontal",,"10",,"9",,"383",,"Elec","Tank","Water_Saving","Y","0","Elec","2011-07-06T00:00:00.000","16",,"1983","1","574",,"Condo","2014-05-20T00:00:00.000","301 E 4TH ST 316
Austin, Tx 78701
(30.265343778000442, -97.74057809799967)"
"153654","Scott Young","ACCOUNTABLE ENERGY SOLUTIONS, LLC","Duct_Board","Mylar_Flex","6","6","Adequate","Adequate","15","29","Closet","Attic","Up Flow","Horizontal","12","12","10.5","10","465","440","Gas","Tank","Water_Saving","Y","0","Gas","2011-08-30T00:00:00.000","30","8","1984","3","2056","1362","Condo","2014-05-20T00:00:00.000","5109 MCKITTRICK CANYON DR
Austin, Tx 78759
(30.389993409000454, -97.7608753239997)"
"240022","Bob Woerner","BUILDING PERFORMANCE AUDITS","Sheet_Metal",,"4",,"Inadequate",,"53.5",,"Closet",,"Up Flow",,"18",,"10.5",,"540",,"Elec","Tank","Standard","N","71","Gas","2011-11-02T00:00:00.000","14","24","1966","3","1624","1624","Single Family","2014-05-20T00:00:00.000","2807 SILVERWAY
Austin, Tx 78757
(30.354573640000467, -97.7397276909997)"
"373977","Cody Kasper","ADVANCED ENERGY SOLUTIONS","Grey_Flex",,"8",,"Adequate",,"8",,"Attic",,"Horizontal",,"15",,"11.5",,"417",,"Gas","Tank","Water_Saving","Y","0","Gas","2011-04-20T00:00:00.000","40","0","1999","3","1670","1670","Single Family","2014-05-20T00:00:00.000","11004 BALLYBUNION
Austin, Tx 78747
(30.133958410000446, -97.77895059799965)"
"224651","Charles Hughes","ENERGO CONSULTANTS, LLC","Grey_Flex",,"6",,"Inadequate",,"9.6",,"Attic",,"Horizontal",,"8",,"10.5",,"337.3",,"Gas","Tank","Water_Saving","Y","174","Elec","2009-05-28T00:00:00.000",,"27.5","1947","2","1012","1012","Single Family","2014-05-20T00:00:00.000","5004 SHOALWOOD AVENUE
Austin, Tx 78756
(30.323308781000435, -97.7427325379997)"
"465500","Stephen Standley","AUSTIN AUDITORS","Mylar_Flex",,"6",,"Adequate",,"14",,"Attic",,"Horizontal",,"14",,"10",,,,"Elec","Tank","Standard","Y","0","Elec","2013-08-26T00:00:00.000","26","12","2000","4","2387","891","Single Family","2014-05-20T00:00:00.000","5737 TAYLORCREST DR
Austin, Tx 78749
(30.207308894000448, -97.87339067899967)"
"240706","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"4",,"Adequate",,"5.1",,"Closet",,"Up Flow",,"19",,"9",,"537",,"Gas","Tank","Standard","Y","91","Gas","2009-08-28T00:00:00.000","14","24","1973","3","2148","1300","Single Family","2014-05-20T00:00:00.000","9603 MONMOUTH CIRCLE
Austin, Tx 78753
(30.35405368500045, -97.67463490999967)"
"326312","William Sherman","AXIS GREEN SERVICES","Grey_Flex",,"6",,"Adequate",,"15",,"Closet",,"Up Flow",,"15",,"4.5",,"522",,"Gas","Tank","Water_Saving","Y","0","Gas","2012-08-08T00:00:00.000","17.6","21","1984","3","1566","560","Single Family","2014-05-20T00:00:00.000","4304 MANZANILLO DR
Austin, Tx 78749
(30.208546602000467, -97.84762029499967)"
"317820","Gene Bautista","GREEN COLLAR OPERATIONS","Duct_Board",,"4",,"Adequate",,"9.6",,"Attic",,"Horizontal",,"3",,,,,,"Gas","Tank","Water_Saving","Y","0","Elec","2013-02-27T00:00:00.000","38","0","1977","3","1812","1812","Single Family","2014-05-20T00:00:00.000","4706 CIRCLE OAK CV
Austin, Tx 78749
(30.21899783100048, -97.84700321799966)"
"342565","Jay Hill","ADVANCED ENERGY SOLUTIONS","Mylar_Flex",,"6",,"Adequate",,"8.9",,"Attic",,"Horizontal",,"20",,"10.5",,"520",,"Elec","Tank","Water_Saving","N","60","Elec","2013-08-22T00:00:00.000","30","8","1995","3","1309",,"Duplex","2014-05-20T00:00:00.000","9614 NIGHT JAR DR A
Austin, Tx 78748
(30.181616681000435, -97.8347161539997)"
"284961","Aaron Capps","AUSTINTEXAS ENERGY AUDITS","Mylar_Flex","Mylar_Flex","8","8","Adequate","Adequate","34","31","Garage","Closet","Up Flow","Up Flow","6","16","12","10","482","362","Elec","Tank","Standard","N","0","Gas","2011-08-24T00:00:00.000","6","32","1964","3","1449","1400","Duplex","2014-05-20T00:00:00.000","1713 TAYLOR GAINES ST
Austin, Tx 78741
(30.240334970000447, -97.73241277799968)"
"216586","Vance Acker","GREEN LEAF ENERGY","Mylar_Flex",,"6",,"Adequate",,"9.8",,"Closet",,"Up Flow",,"8",,"11",,"518",,"Gas","Tank","Standard","Y","0","Gas","2012-05-01T00:00:00.000","38","0","1954","3","1295","1100","Single Family","2014-05-20T00:00:00.000","1615 SUFFOLK DR
Austin, Tx 78723
(30.307784726000477, -97.69668269499965)"
"501211","Ronald Holan","GREEN YOUR HUT","Sheet_Metal",,"2",,"Inadequate",,"14",,"Closet",,"Up Flow",,"9",,"9.5",,"601",,"Elec","Tank","Water_Saving","Y","54","Elec","2010-04-16T00:00:00.000","18","20","1972","3","2105","1725","Single Family","2014-05-20T00:00:00.000","11603 FEBRUARY DR
Austin, Tx 78753
(30.378520033000484, -97.66421092199965)"
"304496","Scott Lawton Phillips","ENERGY ACTION","Duct_Board",,"4",,"Inadequate",,"8",,"Garage",,"Up Flow",,"11",,"10.5",,"499",,"Gas","Tank","Standard","N","84","Gas","2010-04-28T00:00:00.000","18","20","1975","3","1496","1221","Single Family","2014-05-20T00:00:00.000","4605 FIELDSTONE DR
Austin, Tx 78735
(30.248885222000467, -97.82639212299966)"
"457883","Andy Pell","1 EARTH ENERGY AUDITS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","11","15","Attic","Attic","Horizontal","Horizontal","11","11","11","11","578","578","Elec","Tank","Water_Saving","Y","0","Elec","2013-08-28T00:00:00.000","30","0","2002","4","3466","2252","Single Family","2014-05-20T00:00:00.000","9625 RAINLILY LN
Austin, Tx 78759
(30.405573132000484, -97.7763756919997)"
"222122","Andy Pell","1 EARTH ENERGY AUDITS","Sheet_Metal",,"6",,"Adequate",,"20",,"Closet",,"Up Flow",,"9",,"12",,"567",,"Elec","Tank","Water_Saving","Y","0","Gas","2013-08-14T00:00:00.000","25","0","1955","3","1418","1418","Single Family","2014-05-20T00:00:00.000","1405 LARKWOOD DR
Austin, Tx 78723
(30.31299494300049, -97.69963068999965)"
"138570","Bill Deatrick","360 HOME INSPECTION, LLC","Mylar_Flex",,"6",,"Adequate",,"9",,"Attic",,"Horizontal",,"6",,"3.5",,"458",,"Gas","Tank","Water_Saving","Y","30","Elec","2013-05-15T00:00:00.000","28","10","1966","5","3057","3057","Single Family","2014-05-20T00:00:00.000","6903 STAHL CV
Austin, Tx 78731
(30.359984023000436, -97.77227881899967)"
"211750","Jay Hill","ADVANCED ENERGY SOLUTIONS","Mylar_Flex",,"6",,"Adequate",,"9.7",,"Attic",,"Horizontal",,"6",,"12.5",,"451",,"Elec","Tank","Water_Saving","Y","45","Elec","2012-07-10T00:00:00.000","35","3","1940","2","1129",,"Single Family","2014-05-20T00:00:00.000","1000 E 38TH
Austin, Tx 78705
(30.29523590600047, -97.72204800899965)"
"148839","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"16.8",,"Attic",,"Horizontal",,,,,,"511",,"Elec","Tank","Standard","Y","0","Elec","2012-05-15T00:00:00.000","38","0","1992","4","2046","1650","Single Family","2014-05-20T00:00:00.000","6416 DEER HOLLOW LANE
Austin, Tx 78750
(30.37809719900048, -97.78841284699968)"
"372320","John Strand","STAN'S HEATING AND AIR","Mylar_Flex",,"6",,"Adequate",,"12.5",,"Garage",,"Up Flow",,"16",,"10",,"599",,"Elec","Tank","Water_Saving","Y","0","Elec","2012-03-15T00:00:00.000","38","0","1998","3","1797","1687","Single Family","2014-05-20T00:00:00.000","7117 QUIMPER LANE
Austin, Tx 78749
(30.227234215000465, -97.86608523999968)"
"160135","Chad Roesch","A-1 ENERGY AUDITS","Mylar_Flex",,"8",,"Adequate",,"14",,"Garage","Attic","Up Flow","Horizontal",,,,,"532",,"Gas","Tank","Standard","N","0","Gas","2012-03-28T00:00:00.000","38","0","1984","3","1598","1182","Single Family","2014-05-20T00:00:00.000","11801 RAIN FOREST CV
Austin, Tx 78759
(30.420933739000475, -97.75174589499966)"
"510777","Amir Faghih","APPROVED ENERGY AUDITS","Sheet_Metal",,"5",,"Adequate",,"25",,"Closet",,"Up Flow",,"5",,"9",,"557",,"Gas","Tank","Water_Saving","Y","110","Gas","2010-11-09T00:00:00.000","15","23","1971","4","1952","1650","Single Family","2014-05-20T00:00:00.000","5708 CHERRY CREEK
Austin, Tx 78745
(30.21999747300049, -97.80875863399967)"
"264701","Amir Faghih","APPROVED ENERGY AUDITS","Mylar_Flex",,"5",,"Adequate",,"25",,"Closet",,"Up Flow",,"20",,"8",,"495",,"Gas","Tank","Water_Saving","N","20","Gas","2013-10-01T00:00:00.000","15","23","1983","2","990","800","Duplex","2014-05-20T00:00:00.000","12331 ALDERBROOK A
Austin, Tx 78758
(30.413694628000485, -97.6988454269997)"
"504637","Amir Faghih","APPROVED ENERGY AUDITS","Mylar_Flex",,"5",,"Adequate",,"19",,"Closet",,"Up Flow",,"6",,"11",,"595",,"Gas","Tank","Water_Saving","Y","25","Gas","2009-06-27T00:00:00.000","30","8","1980","3","2084","1000","Single Family","2014-05-20T00:00:00.000","12006 WYCLIFF LANE
Austin, Tx 78727
(30.415644166000448, -97.72807191699968)"
"220141","James Moore Mcdonough","AUSTIN GREEN ENERGY AUDITS, LLC","Mylar_Flex",,"3",,"Adequate",,"33.2",,"Closet",,"Down Flow",,"8",,,,"617.5",,"Elec","Tank","Standard","N","178","Elec","2009-09-02T00:00:00.000","31.5","6.5","1950","3","1235","983","Single Family","2014-05-20T00:00:00.000","4802 ROWENA AVE
Austin, Tx 78751
(30.312576847000457, -97.72492612499968)"
"223539","Roland Huettel","ECO.INSPECTIONS, INC","Sheet_Metal",,"2",,"Adequate",,"7.1",,"Closet",,"Up Flow",,"10",,"11",,"432",,"Gas","Tank","Water_Saving","Y","83","Gas","2009-06-09T00:00:00.000","16","23","1957","3","1080","1080","Single Family","2014-05-20T00:00:00.000","6402 DORCHESTER DR
Austin, Tx 78723
(30.316087437000476, -97.68622909599969)"
"112017","William Marshall","AUSTIN AUDITORS","Sheet_Metal",,"4",,"Adequate",,"9",,"Closet",,"Up Flow",,"19",,"9",,"429",,"Elec","Tank","Standard","Y","165","Elec","2010-04-16T00:00:00.000","28","0","1924","4","5099","1200","Single Family","2014-05-20T00:00:00.000","1700 SAN GABRIEL
Austin, Tx 78701
(30.28186036900047, -97.7490004339997)"
"234057","James Moore Mcdonough","AUSTIN GREEN ENERGY AUDITS, LLC","Sheet_Metal",,"2",,"Inadequate",,"19.7",,"Closet",,"Up Flow",,"9",,"11.5",,"405",,"Elec","Tank","Standard","Y","45","Gas","2009-07-14T00:00:00.000","23","15","1959","3","1420","1420","Single Family","2014-05-20T00:00:00.000","102 E CRESTLAND DR
Austin, Tx 78752
(30.337985984000454, -97.7083574189997)"
"218553","Efrain Ramirez","EARTH ANGELS ENERGY AUDITS, LLC","Grey_Flex",,"4",,"Adequate",,"12",,"Closet",,"Up Flow",,"9",,"6",,"540",,"Elec","Tankless","Water_Saving","N","114","Gas","2011-05-09T00:00:00.000","13","25","1955","3","1080",,"Single Family","2014-05-20T00:00:00.000","5206 ANDOVER PL
Austin, Tx 78723
(30.307110796000472, -97.7002217109997)"
"532304","Nicholas Wise","1ST CHOICE ENERGY","Sheet_Metal",,,,"Inadequate",,"56",,"Closet",,"Up Flow",,"5",,,,"459",,"Elec","Tank","Standard","Y","126","Elec","2012-05-03T00:00:00.000",,,"1975",,"1835",,"Single Family","2014-05-20T00:00:00.000","7508 WOOD CLIFF DR
Austin, Tx 78745
(30.190940354000475, -97.79870181199965)"
"133616","Roland Huettel","ECO.INSPECTIONS, INC",,"Mylar_Flex",,"6","Adequate","Adequate","11.8","20.9","Closet","Attic","Up Flow","Horizontal","23","9",,,"614","512","Elec","Tank","Standard","Y","0","Elec","2010-02-23T00:00:00.000","30","8","1991","3","3770","1532","Single Family","2014-05-20T00:00:00.000","4812 TWIN VALLEY DR
Austin, Tx 78731
(30.350204354000482, -97.78205848899967)"
