"rin","primary_key","date_occurred","time_occurred","location","area_command","nature_of_contact","reason_desc","r2r_level","master_subject_id","subject_sex","subject_race","subject_ethnicity","subject_conduct_desc","subject_resistance","weapon_used_1","weapon_used_2","weapon_used_3","weapon_used_4","weapon_used_5","number_shots","effect_on_officer","officer_organization_desc","officer_commission_date","officer_yrs_of_service","x_coordinate","y_coordinate","council_district","census_tract","zip","county","county_desc"
"7498566","20191041078","2019-04-14T00:00:00.000","1510","300 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459756382: 20191041078","M","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 200 REG I DAYS","2008-01-04T00:00:00.000","11","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498566","20191041078","2019-04-14T00:00:00.000","1510","300 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459756382: 20191041078","M","W","N","EDP/MENTALLY UNSTABLE","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 200 REG I DAYS","2008-01-04T00:00:00.000","11","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498600","20191041281","2019-04-14T00:00:00.000",,"5433 S CONGRESS AVE","DA","4-DISPATCHED CALL [non MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","459286404: 20191041281","F","W","H",,"PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,,"VIOLENT CRIMES TASK FORCE","2009-01-02T00:00:00.000","10","3105019","10048001","3","24","78745","1","TRAVIS COUNTY"
"7498600","20191041281","2019-04-14T00:00:00.000",,"5433 S CONGRESS AVE","DA","2-WARRANT SERVICE [non-MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","459286404: 20191041281","F","W","H",,"PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","VIOLENT CRIMES TASK FORCE","2012-03-23T00:00:00.000","7","3105019","10048001","3","24","78745","1","TRAVIS COUNTY"
"7499408","20191041603","2019-04-14T00:00:00.000","2153","RED RIVER ST / E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","288820154: 20191041603","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-03-20T00:00:00.000","4","3116098","10070216","9","-","78701","1","TRAVIS COUNTY"
"7499408","20191041603","2019-04-14T00:00:00.000","2153","RED RIVER ST / E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","288820154: 20191041603","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-03-20T00:00:00.000","4","3116098","10070216","9","-","78701","1","TRAVIS COUNTY"
"7498860","20191041845","2019-04-14T00:00:00.000","0050","300 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793019: 20191041845","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG 1 EVENING","2014-03-21T00:00:00.000","5","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498860","20191041845","2019-04-14T00:00:00.000","0311","300 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793019: 20191041845","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498860","20191041845","2019-04-14T00:00:00.000",,"300 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793019: 20191041845","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2016-07-08T00:00:00.000","3","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498860","20191041845","2019-04-14T00:00:00.000","0309","300 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793019: 20191041845","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 700 REG I PATROL","2018-02-05T00:00:00.000","1","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7498860","20191041845","2019-04-14T00:00:00.000","0023","300 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793019: 20191041845","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2018-09-02T00:00:00.000","1","3115154","10070604","9","-","78701","1","TRAVIS COUNTY"
"7446887","201910428","2019-01-01T00:00:00.000","0134","323 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459757563: 201910428","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2007-04-16T00:00:00.000","12","3115325","10070387","9","11","78701","1","TRAVIS COUNTY"
"7446887","201910428","2019-01-01T00:00:00.000",,"323 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459757563: 201910428","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2014-05-30T00:00:00.000","5","3115325","10070387","9","11","78701","1","TRAVIS COUNTY"
"7446887","201910428","2019-01-01T00:00:00.000","0135","323 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459757563: 201910428","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2014-12-12T00:00:00.000","4","3115325","10070387","9","11","78701","1","TRAVIS COUNTY"
"7446887","201910428","2019-01-01T00:00:00.000","0134","323 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459757563: 201910428","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115325","10070387","9","11","78701","1","TRAVIS COUNTY"
"7446896","201910464","2019-01-01T00:00:00.000",,"7111 GRAND CANYON DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459161792: 201910464","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 100 REG I PATROL","1999-07-09T00:00:00.000","19","3129116","10092808","4","-","78752","1","TRAVIS COUNTY"
"7446896","201910464","2019-01-01T00:00:00.000","0151","7111 GRAND CANYON DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","459161792: 201910464","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2017-12-22T00:00:00.000","1","3129116","10092808","4","-","78752","1","TRAVIS COUNTY"
"7446896","201910464","2019-01-01T00:00:00.000","0145","7111 GRAND CANYON DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459161792: 201910464","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2018-09-02T00:00:00.000","0","3129116","10092808","4","-","78752","1","TRAVIS COUNTY"
"7446901","201910485","2019-01-01T00:00:00.000","0152","200 LAVACA ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","34","459756240: 201910485","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ACADEMY LEARNED SKILLS REG II","2008-06-20T00:00:00.000","11","3113125","10069731","9","-","78701","1","TRAVIS COUNTY"
"7446901","201910485","2019-01-01T00:00:00.000","0152","200 LAVACA ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","459635900: 201910485","M","A","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ACADEMY LEARNED SKILLS REG II","2008-06-20T00:00:00.000","11","3113125","10069731","9","-","78701","1","TRAVIS COUNTY"
"7446901","201910485","2019-01-01T00:00:00.000",,"200 LAVACA ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459756240: 201910485","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,,"AIRPORT 400 REG II PATROL","1996-01-08T00:00:00.000","23","3113125","10069731","9","-","78701","1","TRAVIS COUNTY"
"7446901","201910485","2019-01-01T00:00:00.000","0428","200 LAVACA ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459756240: 201910485","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2014-03-21T00:00:00.000","5","3113125","10069731","9","-","78701","1","TRAVIS COUNTY"
"7499059","20191050697","2019-04-15T00:00:00.000","1047","719 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","3","185008450: 20191050697","F","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","COURT SERVICES SPECIAL OPS","2000-06-04T00:00:00.000","19","3116650","10069971","9","-","78701","1","TRAVIS COUNTY"
"7499059","20191050697","2019-04-15T00:00:00.000","1047","719 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","3","185008450: 20191050697","F","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","COURT SERVICES SPECIAL OPS","1991-07-13T00:00:00.000","28","3116650","10069971","9","-","78701","1","TRAVIS COUNTY"
"7499059","20191050697","2019-04-15T00:00:00.000","1047","719 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","4","185008450: 20191050697","F","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I DAYS","2012-11-30T00:00:00.000","6","3116650","10069971","9","-","78701","1","TRAVIS COUNTY"
"7499498","20191051282","2019-04-15T00:00:00.000",,"12118 WALNUT PARK XING","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","219265680: 20191051282","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-03-20T00:00:00.000","4","3134045","10116652","7","-","78753","1","TRAVIS COUNTY"
"7499498","20191051282","2019-04-15T00:00:00.000","1635","12118 WALNUT PARK XING","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","219265680: 20191051282","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2016-07-08T00:00:00.000","3","3134045","10116652","7","-","78753","1","TRAVIS COUNTY"
"7499498","20191051282","2019-04-15T00:00:00.000","1730","12118 WALNUT PARK XING","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","219265680: 20191051282","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 600 EVENINGS REG II PATROL","2018-02-05T00:00:00.000","1","3134045","10116652","7","-","78753","1","TRAVIS COUNTY"
"7449216","201910512","2019-01-01T00:00:00.000","0157","400 BLOCK E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO DEFEND ANOTHER","4","458795371: 201910512","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2012-11-30T00:00:00.000","6","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7449216","201910512","2019-01-01T00:00:00.000","0157","400 BLOCK E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","1193341: 201910512",,,,,"NOT RESISTANT","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7499437","20191051521","2019-04-15T00:00:00.000",,"501 E 8TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793615: 20191051521","M","B","N",,"PASSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG 1 EVENING","2014-03-21T00:00:00.000","5","3116006","10070898","9","-","78701","1","TRAVIS COUNTY"
"7499437","20191051521","2019-04-15T00:00:00.000","1815","501 E 8TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459390516: 20191051521","M","B","N",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2014-03-21T00:00:00.000","5","3116006","10070898","9","-","78701","1","TRAVIS COUNTY"
"7447404","201910519","2019-01-01T00:00:00.000","0158","6108 TURTLE DOVE DR","FR","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","167526864: 201910519","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 800 REG IV PATROL","2016-10-28T00:00:00.000","2","3112753","10041307","2","-","78744","1","TRAVIS COUNTY"
"7447404","201910519","2019-01-01T00:00:00.000",,"6108 TURTLE DOVE DR","FR","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","167526864: 201910519","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2018-09-02T00:00:00.000","0","3112753","10041307","2","-","78744","1","TRAVIS COUNTY"
"7499527","20191060020","2019-04-16T00:00:00.000","0045","7010 W SH 71","DA","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","3","94372142: 20191060020","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 700 REG IV PATROL","2017-06-23T00:00:00.000","2","3072536","10058067","8","-","78735","1","TRAVIS COUNTY"
"7499820","20191060064","2019-04-16T00:00:00.000","0103","S 1ST ST / W WILLIAM CANNON DR","FR","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","207425128: 20191060064","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 800 REG IV PATROL","2004-06-18T00:00:00.000","15","3100694","10044621","2","-","78745","1","TRAVIS COUNTY"
"7499820","20191060064","2019-04-16T00:00:00.000",,"S 1ST ST / W WILLIAM CANNON DR","FR","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","207425128: 20191060064","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","K9 PATROL SPECIAL OPS","2010-04-23T00:00:00.000","9","3100694","10044621","2","-","78745","1","TRAVIS COUNTY"
"7499820","20191060064","2019-04-16T00:00:00.000","2207","S 1ST ST / W WILLIAM CANNON DR","FR","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","207425128: 20191060064","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","2012-11-30T00:00:00.000","6","3100694","10044621","2","-","78745","1","TRAVIS COUNTY"
"7499836","20191060695","2019-04-16T00:00:00.000",,"7300 BLESSING AVE","ID","3-TACTICAL OPERATION [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","219239410: 20191060695","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","TACTICAL  INTEL UNIT","2010-04-23T00:00:00.000","9","3129035","10093636","4","-","78752","1","TRAVIS COUNTY"
"7446954","201910607","2019-01-01T00:00:00.000","0229","401 W 37TH ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459464116: 201910607","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2007-04-27T00:00:00.000","12","3115856","10082768","9","5.00","78705","1","TRAVIS COUNTY"
"7446954","201910607","2019-01-01T00:00:00.000","0229","401 W 37TH ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459464116: 201910607","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2010-04-23T00:00:00.000","9","3115856","10082768","9","5.00","78705","1","TRAVIS COUNTY"
"7446954","201910607","2019-01-01T00:00:00.000","0229","401 W 37TH ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459464116: 201910607","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 500 REG I PATROL","2016-10-28T00:00:00.000","2","3115856","10082768","9","5.00","78705","1","TRAVIS COUNTY"
"7446954","201910607","2019-01-01T00:00:00.000","0229","401 W 37TH ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459464116: 201910607","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; AGGRESSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2017-12-22T00:00:00.000","1","3115856","10082768","9","5.00","78705","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1523","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","208535889: 20191061097","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # CYCLES (use #shots field)","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,"2","COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2016-10-28T00:00:00.000","2","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1523","919 E KOENIG LN SVRD EB","ID","1-TRAFFIC STOP [Motor Vehicle Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","208535889: 20191061097","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2017-06-23T00:00:00.000","2","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1725","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","208535889: 20191061097","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # CYCLES (use #shots field)","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,"1","COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2017-12-22T00:00:00.000","1","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1728","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","305991364: 20191061097","F","W","N",,"NOT RESISTANT","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2017-12-22T00:00:00.000","1","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1523","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","208535889: 20191061097","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2018-09-02T00:00:00.000","1","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
"7499977","20191061097","2019-04-16T00:00:00.000","1520","919 E KOENIG LN SVRD EB","ID","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","208535889: 20191061097","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"SERIOUS INJURY; COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2018-09-02T00:00:00.000","1","3124729","10090296","4","-","78751","1","TRAVIS COUNTY"
