"master_subject_id","subject_sex","apd_race","subject_resistance","subject_effects","council_district","date_occurred","zip","census_tract","location","x_coordinate","y_coordinate","county"
"459882480: 20193491763","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","1","2019-12-15T00:00:00.000","78701","11","1100 N IH 35 SVRD SB","3117252","10071847","1"
"459882391: 20193480265","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-14T00:00:00.000","78701","7","1213 SABINE ST","3117215","10072544","1"
"17445501: 20193481926","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","5","2019-12-14T00:00:00.000","78748","24.21","9300 S IH 35 SVRD SB","3100423","10033116","1"
"97780249: 20193481920","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-14T00:00:00.000","78753","18.23","701 MASTERSON PASS","3129508","10108454","1"
"369296456: 20193480634","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","2","2019-12-14T00:00:00.000","78747","-","8704 KEYNES LN","3113916","10028554","1"
"459605968: 20193480456","M","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","10","2019-12-14T00:00:00.000","78759","-","11901 PAVILION BLVD","3109342","10127585","1"
"458973201: 20193480218","M","H","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","2","2019-12-14T00:00:00.000","78744","24.12","2321 E STASSNEY LN","3112067","10043499","1"
"459884559: 20193481468","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-14T00:00:00.000","78741","-","1921 SHARPER MEWS LN","3115616","10055317","1"
"459882419: 20193481730","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-14T00:00:00.000","78723","21","5700 CAMERON RD","3126690","10088315","1"
"170209289: 20193481847","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","3","2019-12-14T00:00:00.000","78741","23","2439 TOWN LAKE CIR","3121104","10060314","1"
"459677325: 20193480162","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","9","2019-12-14T00:00:00.000","78701","11","E 6TH ST / TRINITY ST","3115415","10070416","1"
"302395478: 20193480218","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","2","2019-12-14T00:00:00.000","78744","24.12","2321 E STASSNEY LN","3112067","10043499","1"
"459882423: 20193481940","F","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","9","2019-12-14T00:00:00.000","78701","11","417 E 6TH ST","3115600","10070275","1"
"1247180: 20193470056",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"458938539: 20193470056","F","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"223481656: 20193470056","F","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"459882894: 20193500590","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-13T00:00:00.000","78752","-","300 E ANDERSON LN SVRD EB","3130805","10094839","1"
"459881950: 20193470056","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"1246885: 20193470056",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"1247177: 20193470056",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"208273876: 20193471522","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78704","-","1105 W LIVE OAK ST","3107447","10062781","1"
"459699184: 20193472050","M","W","DEFENSIVE RESISTANCE","MINOR INJURY",,"2019-12-13T00:00:00.000","-","-","112 E 2ND ST","3114123","10069341","-"
"459882581: 20193470056","F","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-13T00:00:00.000","78701","11","409 E 6TH ST","3115534","10070296","1"
"12846734: 20193461100","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","2","2019-12-12T00:00:00.000","78744","-","2101 CONESTOGA TRL","3110444","10044109","1"
"297059117: 20193461287","F","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","5","2019-12-12T00:00:00.000","78748","-","9408 MANCHACA RD","3090389","10037725","1"
"459255671: 20193460690","F","A","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-12T00:00:00.000","78705","6","2800 GUADALUPE ST","3114281","10080003","1"
"459686722: 20193461036","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","7","2019-12-12T00:00:00.000","78759","-","10011 STONELAKE BLVD","3114834","10115974","1"
"459840290: 20193461266","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-12T00:00:00.000","78751","-","501 W 51ST ST","3118753","10088713","1"
"459102524: 20193460855","M","W","PASSIVE RESISTANCE","MINOR INJURY","10","2019-12-12T00:00:00.000","78759","25","11901 PAVILION BLVD","3109342","10127585","1"
"156829561: 20193450138","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","4","2019-12-11T00:00:00.000","78751","-","5313 AVENUE H","3121503","10088934","1"
"459881276: 20193450547","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-11T00:00:00.000","78727","18.47","13801 BURNET RD","3127091","10133127","1"
"371197852: 20193451680","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","2","2019-12-11T00:00:00.000","78744","-","BRASSIEWOOD DR / SOFTWOOD DR","3113104","10040300","1"
"459034792: 20193440033","F","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","5","2019-12-10T00:00:00.000","78745","-","5217 TAHOE TRL","3095378","10054321","1"
"459199872: 20193441402","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-10T00:00:00.000","78752","18.11","7309 CAMERON RD","3130400","10093022","1"
"184813210: 20193441496","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-10T00:00:00.000","78741","23.14","2301 GROVE BLVD","3125755","10054568","1"
"208667664: 20193440187","M","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","4","2019-12-10T00:00:00.000","78752","18.12","7101 N IH 35 SVRD NB","3126272","10094107","1"
"253755682: 20193440022","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","4","2019-12-10T00:00:00.000","78752","18.12","7101 N IH 35 SVRD NB","3126272","10094107","1"
"118892575: 20193440805","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-10T00:00:00.000","78722","-","4302 AIRPORT BLVD","3124418","10081969","1"
"459880754: 20193440161","M","H","PASSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-10T00:00:00.000","78758","-","9025 RESEARCH BLVD SVRD NB","3119346","10109031","1"
"459852340: 20193441340","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-10T00:00:00.000","78701","11","500 E 7TH ST","3115951","10070759","1"
"89457907: 20193430621","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-09T00:00:00.000","78721","21.10","5701 E MARTIN LUTHER KING JR BLVD","3137922","10077663","1"
"458762048: 20193432035","F","B","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-09T00:00:00.000","78702","9","100 CHALMERS AVE","3119538","10067323","1"
"459670653: 20193431886","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-09T00:00:00.000","78758","18.49","11721 ROCK ROSE AVE","3119859","10120219","1"
"459880439: 20193430166","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-09T00:00:00.000","78753","18.23","10503 N LAMAR BLVD","3129889","10109590","1"
"459847439: 20193430166","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-09T00:00:00.000","78753","18.23","10503 N LAMAR BLVD","3129889","10109590","1"
"459466284: 20193430243","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-09T00:00:00.000","78751","3","1000 E 41ST ST","3121344","10082703","1"
"459825576: 20193431750","F","W","DEFENSIVE RESISTANCE","MINOR INJURY","9","2019-12-09T00:00:00.000","78705","6","408 W 23RD ST","3114261","10077532","1"
"459880707: 20193430986","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-09T00:00:00.000","78727","-","12607 LIMERICK AVE","3127716","10126231","1"
"459880443: 20193430166","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-09T00:00:00.000","78753","18.23","10503 N LAMAR BLVD","3129889","10109590","1"
"380243080: 20193431981","F","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","1","2019-12-09T00:00:00.000","78702","-","3105 E 14TH HALF ST","3126995","10074948","1"
"459880442: 20193430166","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-09T00:00:00.000","78753","18.23","10503 N LAMAR BLVD","3129889","10109590","1"
"99615434: 20193431147","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-09T00:00:00.000","78721","21","SPRINGDALE RD / E MARTIN LUTHER KING JR BLVD","3133149","10077671","1"
"152899081: 20193420239","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459880004: 20193420248","F","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459206269: 20193420177","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","E 6TH ST / NECHES ST","3115761","10070320","1"
"459880341: 20193420239","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459495418: 20193420253","F","H","NOT RESISTANT","NO COMPLAINT OF INJURY/PAIN","4","2019-12-08T00:00:00.000","78753","18","8900 N IH 35 SVRD SB","3129387","10102200","1"
"1246186: 20193420260",,,"PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","E 7TH ST / TRINITY ST","3115529","10070760","1"
"208670557: 20193420248","F","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459008401: 20193421661","M","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","4","2019-12-08T00:00:00.000","78753","18","102 W POWELL LN","3126082","10100114","1"
"459880007: 20193420239","F","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"1248459: 20193420251",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","402 E 6TH ST","3115521","10070515","1"
"1246160: 20193420248",,,"PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"255010446: 20193420248","F","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459880297: 20193420222","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","600 TRINITY ST","3115448","10070595","1"
"459839601: 20193421702","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-08T00:00:00.000","78724","-","6025 SIGNAL PT","3144871","10079971","1"
"1248460: 20193420251",,,"AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","402 E 6TH ST","3115521","10070515","1"
"153094493: 20193420260","M","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","E 7TH ST / TRINITY ST","3115529","10070760","1"
"33132398: 20193420222","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-08T00:00:00.000","78701","11","600 TRINITY ST","3115448","10070595","1"
"165028820: 20193412054","M","H","PASSIVE RESISTANCE","MINOR INJURY","4","2019-12-07T00:00:00.000","78752","18","7522 N IH 35 SVRD SB","3125968","10096642","1"
"458827486: 20193410184","M","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","2","2019-12-07T00:00:00.000","78744","-","5701 MEADOW CREST","3117763","10043160","1"
"252970744: 20193410996","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-07T00:00:00.000","78758","17.53","10515 N MOPAC EXPY SVRD NB","3116531","10115747","1"
"371197852: 20193410532","M","H","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","2","2019-12-07T00:00:00.000","78744","24.12","4710 CREEK BEND DR","3112756","10040174","1"
"459875111: 20193410018","M","W","DEADLY RESISTANCE","MINOR INJURY","9","2019-12-07T00:00:00.000","78701","-","509 RIO GRANDE ST","3112206","10071220","1"
"459112018: 20193411367","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-07T00:00:00.000","78703","-","507 PRESSLER ST","3108798","10072478","1"
"459172943: 20193411736","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-07T00:00:00.000","78701","11","90 RAINEY ST","3115826","10068052","1"
"459243312: 20193410860","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-07T00:00:00.000","78757","-","9070 RESEARCH BLVD SB","3118620","10109006","1"
"459122301: 20193401947","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","5","2019-12-06T00:00:00.000","78745","-","MANCHACA RD / W BEN WHITE BLVD SVRD EB","3100203","10056446","1"
"458950511: 20193402070","M","H","PREPARATORY RESISTANCE","MINOR INJURY","4","2019-12-06T00:00:00.000","78752","15","404 E HIGHLAND MALL BLVD","3123920","10093037","1"
"371197852: 20193401215","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-06T00:00:00.000","78702","-","2100 BLOCK E 3RD ST","3121375","10067253","1"
"459415122: 20193401733","F","W","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","8","2019-12-06T00:00:00.000","78746","-","3400 STRATFORD HILLS LN","3098999","10077642","1"
"459159979: 20193402115","M","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3","2019-12-06T00:00:00.000","78741","-","2336 DOUGLAS ST","3117763","10056344","1"
"192479719: 20193401708","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-06T00:00:00.000","78701","11","600 SABINE ST","3116414","10070250","1"
"16384718: 20193401267","M","B","DEFENSIVE RESISTANCE","MINOR INJURY","3","2019-12-06T00:00:00.000","78741","-","4404 E OLTORF ST","3119889","10055968","1"
"459526772: 20193400149","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-06T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"207225121: 20193401690","F","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","1","2019-12-06T00:00:00.000","78702","8","2000 HAMILTON AVE","3122020","10070648","1"
"119147172: 20193400665","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-12-06T00:00:00.000","78757","15","6805 HARDY DR","3116286","10098132","1"
"459647977: 20193400199","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-06T00:00:00.000","78702","10","1701 E CESAR CHAVEZ ST","3119565","10067080","1"
"208667664: 20193401681","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","4","2019-12-06T00:00:00.000","78723","21","5339 CAMERON RD","3125361","10086778","1"
"123931763: 20193391616","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-05T00:00:00.000","78701","11","E 6TH ST / BRAZOS ST","3114741","10070624","1"
"459680681: 20193390618","M","H","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-05T00:00:00.000","78741","-","2425 E RIVERSIDE DR","3120233","10058980","1"
"77201666: 20193391948","M","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","3","2019-12-05T00:00:00.000","78741","23.16","2301 E RIVERSIDE DR","3119863","10059354","1"
"311951705: 20193391985","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-05T00:00:00.000","78745","20","603 W BEN WHITE BLVD SVRD EB","3105814","10055175","1"
"459496101: 20193391821","M","H","AGGRESSIVE RESISTANCE","MINOR INJURY","7","2019-12-05T00:00:00.000","78757","-","902 ROMERIA DR","3119511","10093736","1"
"323682565: 20193390767","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-05T00:00:00.000","78724","22","6000 FM 969 RD","3139063","10077907","1"
"458801627: 20193390051","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-05T00:00:00.000","78704","14","1221 ALGARITA AVE","3114983","10059608","1"
"459879506: 20193391099","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-05T00:00:00.000","78758","-","1449 S MEADOWS DR","3127335","10112196","1"
"459598697: 20193390056","M","B","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-05T00:00:00.000","78753","18.35","12151 N IH 35 SVRD NB","3135985","10117220","1"
"308020375: 20193380722","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-04T00:00:00.000","78741","23.14","2101 WICKERSHAM LN","3121768","10057726","1"
"94699789: 20193381964","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","1","2019-12-04T00:00:00.000","78724","-","6700 COLONY PARK DR","3145000","10082692","1"
"459375150: 20193381077","M","H","PREPARATORY RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-04T00:00:00.000","78752","18","7200 DUVAL ST","3124961","10095230","1"
"5572298: 20193381954","M","W","PASSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","7","2019-12-04T00:00:00.000","78757","15","1112 W KOENIG LN","3118133","10093351","1"
"297058106: 20193381167","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-04T00:00:00.000","78745","20","500 RADAM LN","3106199","10054523","1"
"385418035: 20193381693","F","B","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-04T00:00:00.000","78722","-","1901 BLOCK COMAL ST","3119774","10075098","1"
"458919445: 20193380683","M","W","PASSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-04T00:00:00.000","78753","18.23","408 E RUNDBERG LN","3130075","10104524","1"
"459210340: 20193381959","M","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","2","2019-12-04T00:00:00.000","78744","24.30","E WILLIAM CANNON DR / S PLEASANT VALLEY RD","3113767","10038584","1"
"167531689: 20193380969","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-04T00:00:00.000","78701","11","823 CONGRESS AVE","3114720","10071679","1"
"17434380: 20193371435","F","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","1","2019-12-03T00:00:00.000","78723","21.12","5900 MANOR RD","3133700","10085352","1"
"459770959: 20193371624","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","2","2019-12-03T00:00:00.000","78745","-","412 E WILLIAM CANNON DR","3104793","10043078","1"
"459715311: 20193371542","M","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-03T00:00:00.000","78701","-","300 BLOCK COLORADO ST","3113510","10069993","1"
"459612811: 20193371470","F","H","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","4","2019-12-03T00:00:00.000","78758","18.20","1600 PAYTON GIN RD","3122587","10105986","1"
"288887384: 20193371035","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-03T00:00:00.000","78724","-","9345 E US 290 HWY SVRD EB","3145599","10093607","1"
"21171092: 20193370718","M","W","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-03T00:00:00.000","78704","-","1012 W MARY ST","3108114","10063599","1"
"186781666: 20193361485","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-02T00:00:00.000","78702","-","2504 NEW YORK DR","3123546","10073108","1"
"186846055: 20193360726","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","5","2019-12-02T00:00:00.000","78745","-","5625 WEST GATE BLVD","3094653","10052664","1"
"459878496: 20193360486","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-02T00:00:00.000","78702","9","1221 E 6TH ST","3118468","10069336","1"
"459800907: 20193360066","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","5","2019-12-02T00:00:00.000","78745","-","4314 GILLIS ST","3102179","10055429","1"
"459300892: 20193360986","M","B","DEFENSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","1","2019-12-02T00:00:00.000","78702","8","1800 BLOCK AIRPORT BLVD","3126579","10076047","1"
"161218831: 20193360610","F","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-12-02T00:00:00.000","78723","-","6103 MANOR RD","3134407","10085593","1"
"459877684: 20193350204","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"459576996: 20193351595","F","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-12-01T00:00:00.000","78702","9","1638 E 2ND ST","3119419","10067622","1"
"459877814: 20193351476","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-12-01T00:00:00.000","78758","-","9400 MOUNTAIN QUAIL RD","3123559","10107908","1"
"459137117: 20193350171","M","B","PREPARATORY RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / TRINITY ST","3115415","10070416","1"
"459883831: 20193350171","M","B","NOT RESISTANT","COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / TRINITY ST","3115415","10070416","1"
"1246694: 20193350194",,,"DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / TRINITY ST","3115415","10070416","1"
"184877461: 20193351288","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","9","2019-12-01T00:00:00.000","78705","6","620 W 24TH ST","3113638","10078014","1"
"314115693: 20193350171","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / TRINITY ST","3115415","10070416","1"
"459877818: 20193351551","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / SAN JACINTO BLVD","3115084","10070527","1"
"459712791: 20193350990","F","B","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","8","2019-12-01T00:00:00.000","78736","-","6804 COVERED BRIDGE DR","3066005","10062255","1"
"458897566: 20193350204","M","W","DEFENSIVE RESISTANCE","MINOR INJURY","9","2019-12-01T00:00:00.000","78701","11","400 E 6TH ST","3115491","10070521","1"
"153214804: 20193351551","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-12-01T00:00:00.000","78701","11","E 6TH ST / SAN JACINTO BLVD","3115084","10070527","1"
"85265769: 20193351719","M","A","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","2","2019-12-01T00:00:00.000","78617","-","2815 E SH 71 SVRD WB","3143653","10050276","1"
"22546255: 20193341095","M","W","AGGRESSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","3","2019-11-30T00:00:00.000","78745","-","200 W MOCKINGBIRD LN","3104739","10048813","1"
"51384390: 20193340040","M","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-11-30T00:00:00.000","78701","11","E 6TH ST / SAN JACINTO BLVD","3115084","10070527","1"
"33423814: 20193341320","F","W","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","4","2019-11-30T00:00:00.000","78758","18.20","9010 GALEWOOD DR","3122208","10107272","1"
"459180222: 20193341131","M","H","PREPARATORY RESISTANCE","COMPLAINT OF INJURY/PAIN","6","2019-11-30T00:00:00.000","78729","204","13201 N FM 620 RD NB","3096967","10143063","2"
"459028806: 20193341842","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","7","2019-11-30T00:00:00.000","78753","18.39","12443 TECH RIDGE BLVD","3138141","10118097","1"
"459044780: 20193341568","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-11-30T00:00:00.000","78721","-","4600 SANTA ANNA ST","3131532","10073835","1"
"459578007: 20193340169","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-11-30T00:00:00.000","78701","11","401 E 6TH ST","3115439","10070324","1"
"377946965: 20193341826","M","B","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","1","2019-11-30T00:00:00.000","78724","-","5601 PURPLE SAGE DR","3141642","10086388","1"
"459877618: 20193331359","M","H","DEFENSIVE RESISTANCE","NO COMPLAINT OF INJURY/PAIN","9","2019-11-29T00:00:00.000","78701","11","700 W 6TH ST","3112122","10071481","1"
"459646321: 20193330123","M","H","AGGRESSIVE RESISTANCE","COMPLAINT OF INJURY/PAIN","9","2019-11-29T00:00:00.000","78701","11","600 TRINITY ST","3115448","10070595","1"
