"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11791360",,"2017-10-04T00:00:00.000","Public","Active","Remove low 20 inch limb from multi-stem Heritage Live Oak in ROW","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","No","No","No","Live Oak","1. Good","Non-Development Related","47.25","0","0","0","30.32220933","-97.76900981"
"10768103",,"2012-05-17T00:00:00.000",,"Approved","Damage in storm","Yes","No","No",,"Yes","No","Yes","American Sycamore","Poor","Non-Development Related","23","23","0","0","30.32314128","-97.75021992"
"11795711",,"2017-10-09T00:00:00.000","Commercial","Active","Remove Sycamore in front yard at 2112 Brooklyn St 78704","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","SYCAMORE","4. Dead, diseased, or imminent hazard","Non-Development Related","37","37","0","0","30.24082381","-97.74858503"
"11795712",,"2017-10-09T00:00:00.000","Commercial","Active","Remove Hackberry in Back Yard at 5700 Breezewood.  Tree is loosing major branches, threat to property.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","21.65","21.6","0","3","30.20549767","-97.77841147"
"11804437",,"2017-10-26T00:00:00.000","Commercial","Active","Removed two downed trees due to storms.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry, Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","17, 15","32","0","0","30.28616700","-97.64262811"
"11815948",,"2017-10-30T00:00:00.000","Public","Active","Co-dominant American Elm in ROW has split limb resting on service drop representing half of live canopy.","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","25.5","25.5","0","0","30.27928697","-97.77172179"
"11819146",,"2017-12-22T00:00:00.000","Commercial","Active","Add to existing sidewalks in ROW along E. Annie Street at 1711 S. Congress","No","No","Yes","Site Plan Exemption Related","No","Yes","No","cedar elm","1. Good","Development Related","13","0","0","0","30.24621139","-97.75047851"
"11819539",,"2017-11-08T00:00:00.000","Public","Active","Remove dead 21 inch Live Oak in the ROW.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.24935867","-97.74602578"
"11822440",,"2018-01-10T00:00:00.000","Commercial","Active","Need to trim trees around 2 PEC electrical poles that have failed inspection in order to replace them, 8","Yes","No","Yes","Utility Repair/Replacement","No","Yes","No","live oak, hackberry","1. Good","Non-Development Related","8,10","0","0","0","30.44945967","-97.81543068"
"11822802",,"2017-11-14T00:00:00.000","Commercial","Active","A large Pecan tree suffered damage to root system during hurricane Harvey and tree has begun to lean. Tree has fungal conks on main trunk. Tree leans over outdoor common area for UT students living at apartment and poses a serious safety hazard.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","pecan","4. Dead, diseased, or imminent hazard","Non-Development Related","27","27","0","0","30.28394215","-97.74592829"
"11822871",,"2017-11-30T00:00:00.000","Commercial","Active","Dead tree removal","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","32","32","0","0","30.44753142","-97.79934509"
"11826157",,"2017-11-21T00:00:00.000","Public","Active","Removal of a dead 47.5","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","47.5","47.5","0","0","30.44650908","-97.80189234"
"11826182",,"2017-11-22T00:00:00.000","Commercial","Active","Removal of a 22.5","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","22.5","22.5","0","0","30.17473093","-97.79342871"
"11826202",,"2017-11-28T00:00:00.000","Public","Active","Removal of a dead/diseased 20.5","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","20.5","0","20.5","0","30.22925561","-97.71300181"
"11826499",,"2017-11-22T00:00:00.000","Commercial","Active","Remove China Berry in back yard at 1701 Maple St","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Chinaberry","4. Dead, diseased, or imminent hazard","Non-Development Related","23.88","0","23.88","0","30.27862388","-97.71563695"
"11832732",,"2017-12-20T00:00:00.000","Commercial","Active","Tree Removal of (2) Sweet gum","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Sweet Gum, Sweet Gum","4. Dead, diseased, or imminent hazard","Non-Development Related","13.5, 17.5","31","0","0","30.33380140","-97.68242953"
"11833335",,"2017-12-20T00:00:00.000","Commercial","Active","Remove a red oak and elm tree in front yard at 1507 Parkway","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","31.21","31.21","0","0","30.27958425","-97.75131498"
"11836821",,"2018-01-02T00:00:00.000","Public","Active","Tree presents substantial risk to staff and equipment in storage area","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","23","23","0","0","30.24251032","-97.71820488"
"11851570",,"2018-01-17T00:00:00.000","Public","Active","Remove multi-stem Arizona Ash with advanced decay in large cavity.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","31","0","31","0","30.32307061","-97.73438643"
"11840505",,"2017-12-27T00:00:00.000","Commercial","Active","Removal of hazard tree","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","30.5","30.5","0","0","30.28953367","-97.75166048"
"11847555",,"2018-01-23T00:00:00.000","Commercial","Active","Remove American Elm at 7508 ShoalCreek.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","29.29","29.29","0","0","30.35474773","-97.74065461"
"11848086",,"2018-01-17T00:00:00.000","Public","Active","Remove two stem Chinaberry in the ROW at 1903 ANITA DRIVE","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Chinaberry","4. Dead, diseased, or imminent hazard","Non-Development Related","20","0","20","0","30.25424139","-97.77125050"
"11671334",,"2017-03-15T00:00:00.000","Commercial","Active","roots are damaging the limestone retaining wall","Yes","No","No","Utility Repair/Replacement","Yes","No","Yes","Cedar Elm","1. Good","Development Related","10","10","0","0","30.39284042","-97.74717396"
"11671369",,"2017-02-13T00:00:00.000","Commercial","Active","tree condition","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Mesquite","3. Poor","Non-Development Related","15","15","0","0","30.26028229","-97.75773046"
"11671403",,"2017-02-14T00:00:00.000","Commercial","Active","back rot, exposed back, hypoxilin, decay, visible fungus","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak, Red Oak","2. Fair","Non-Development Related","13, 13.5","26.5","0","0","30.35756716","-97.71656523"
"11687490",,"2017-03-15T00:00:00.000","Commercial","Active","Non-Development Commercial","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","13","13","0","0","30.31102990","-97.70709531"
"11687547",,"2017-03-23T00:00:00.000","Commercial","Active","Non-Development Commercial","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","15","15","0","0","30.31586736","-97.72409625"
"11694870",,"2017-03-28T00:00:00.000","Public","Active","NonDev Public","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","58","58","0","0","30.25114972","-97.73111763"
"11694878",,"2017-03-31T00:00:00.000","Commercial","Active","tree is in decline at end of expected life losing large limbs","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Sycamore","4. Dead, diseased, or imminent hazard","Non-Development Related","24","24","0","3","30.31420259","-97.70864709"
"11697783",,"2017-04-11T00:00:00.000","Commercial","Active","Tomography reveals major decay","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.37010093","-97.75551889"
"11701445",,"2017-04-06T00:00:00.000","Public","Active","Removal of Arizona ash in poor condition at the Zilker Hillside Theater","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","3. Poor","Non-Development Related","40.5""","0","40","0","30.26776386","-97.76790653"
"11701690",,"2017-04-13T00:00:00.000","Public","Active","Removal of diseased AZ ash on playground","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","35","0","35","3","30.30304581","-97.67641113"
"11702497",,"2017-04-13T00:00:00.000","Public","Active","Removal of a mostly dead Pine tree along Red River St sidewalk near E 38th St.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Pine","4. Dead, diseased, or imminent hazard","Non-Development Related","28","0","28","0","30.30018187","-97.72358219"
"11705630",,"2017-05-01T00:00:00.000","Commercial","Active","Remove Elm Tree in Back Yard, Right Side that is in decline and needs to be removed to protect property","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar elm","4. Dead, diseased, or imminent hazard","Non-Development Related","24.2""","24.2","0","0","30.28897426","-97.76688243"
"11705817",,"2017-05-03T00:00:00.000","Commercial","Active","Future Development","Yes","No","Yes","Site Plan Exemption Related","No","Yes","No","Sycamore, Live Oak","1. Good","Development Related","23"", 14""","0","0","0","30.33995114","-97.73102910"
"11705582",,"2017-04-25T00:00:00.000","Commercial","Active","remove protected live oak and chinaberry","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","live oak, chinaberry","4. Dead, diseased, or imminent hazard","Non-Development Related","22"", 23""","22","23","0","30.24873937","-97.76797452"
"11708629",,"2017-05-25T00:00:00.000","Commercial","Active","Removal of cottonwood","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","13""","13","0","0","30.36291296","-97.73981030"
"11712383",,"2017-05-09T00:00:00.000","Commercial","Active","Remove Dead pecan located by driveway to protect property","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","PECAN","4. Dead, diseased, or imminent hazard","Non-Development Related","20.70","20.7","0","0","30.30324149","-97.72260896"
"11712384",,"2017-05-08T00:00:00.000","Commercial","Active","REMOVE ARIZONA ASH IN FRONT YARD","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","ARIZONA ASH","4. Dead, diseased, or imminent hazard","Non-Development Related","23.88","0","23.8","0","30.32195434","-97.73761571"
"11712385",,"2017-05-08T00:00:00.000","Commercial","Active","REMOVE ARIZONA ASH IN BACK YARD","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","ARIZONA ASH","4. Dead, diseased, or imminent hazard","Non-Development Related","21.65","0","21.65","3","30.20532533","-97.79880232"
"11712387",,"2017-05-08T00:00:00.000","Commercial","Active","remove damaged cottonwood left side of house.  tree damaged by lightning strike.  high probability of failure","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","28.02","28","0","0","30.20484751","-97.83001738"
"11718791",,"2017-07-10T00:00:00.000","Commercial","Active","WOOD DECK & RAMP TO CREATE ADA ENTRANCE OVER CRITICAL ROOT ZONE","Yes","No","No","Site Plan Exemption Related","Yes","Yes","Yes","Pecan, Ashe Juniper","2. Fair","Development Related","18, 11","11","0","0","30.23744610","-97.75047854"
"11719202",,"2017-05-25T00:00:00.000","Commercial","Active","Remove Cottonwood tree currently growing into front of commercial warehouse/retail building structure at 2311 Thornton Rd.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","Yes","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","26","26","0","0","30.24472606","-97.77197653"
"11726248",,"2017-05-22T00:00:00.000","Public","Active","imminent hazardous: over 2 houses; overly mature; is going to break something when it comes down","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","21","0","21","3","30.38647269","-97.70214684"
"11726275",,"2017-06-09T00:00:00.000","Commercial","Active","Removal of several trees","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash, Arizona ash, loquat","4. Dead, diseased, or imminent hazard","Non-Development Related","14"", 16.5"", 10""","0","40.5","3","30.23589696","-97.74495699"
"11726616",,"2017-05-22T00:00:00.000","Commercial","Active","Remove over mature ash tree at 4407 Ganymede. The tree has root rot.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","21.0 inch","0","21","0","30.42535346","-97.72105644"
"11730006",,"2017-05-30T00:00:00.000","Public","Active","Remove 33 inch Arizona Ash in ROW at 4800 West Wind Trl - decay in root crown and large dead limbs","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","33""","0","33","0","30.22843961","-97.80204230"
"11733291",,"2017-06-06T00:00:00.000","Commercial","Active","removal of dead Pecan","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Pecan","4. Dead, diseased, or imminent hazard","Non-Development Related","24.3","24.3","0","0","30.25589395","-97.72168043"
"11733765",,"2017-06-14T00:00:00.000","Public","Active","Remove 25"" hackberry","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","3. Poor","Non-Development Related","25","25","0","0","30.23965154","-97.77072927"
"11736955",,"2017-06-12T00:00:00.000","Public","Active","Remove dead 18+13 inch Live Oak in ROW reported by city Oak Wilt Specialist","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","24.5""","24.5","0","0","30.22957263","-97.84810179"
"11737001",,"2017-06-12T00:00:00.000","Public","Active","Remove half-dead two-stem 19+11 inch Hackberry in ROW","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","24.5""","25.4","0","0","30.21030375","-97.77737395"
"11743544",,"2017-06-26T00:00:00.000","Commercial","Active","Remove Dead Live Oak in Front Yard, right side","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","22.5","22.5","0","0","30.42246501","-97.73471141"
"11743976",,"2017-07-11T00:00:00.000","Commercial","Active","2 Elm removals","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm, Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","10.5, 10.5","21","0","0","30.23509358","-97.71545536"
"10379404",,"2010-06-22T00:00:00.000",,"Closed","In way of house.","No",,,,"Yes","No","Yes","Live Oak, Live Oak","Good","Development Related","24, 29","0","0","0","30.49351931","-97.76184643"
"11749841",,"2017-07-03T00:00:00.000","Commercial","Active","Remove Ash tree in front yard at 11706 Drayton Dr.  78759","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","20.","0","20","0","30.38894417","-97.69124325"
"11750200",,"2017-08-24T00:00:00.000","Commercial","Active","Tree removal of three hackberry trees (13, 13, 11.5)","Yes","No","No","Site Plan Exemption Related","Yes","Yes","Yes","Hackberry, Hackberry, Hackberry, Hackberry, Pecan","3. Poor","Development Related","19, 11.5, 13, 13, 11.5","37.5","0","0","30.24205540","-97.76003246"
"11753488",,"2017-07-11T00:00:00.000","Commercial","Active","Remove dead chinquapin oak.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Chinquapin oak","4. Dead, diseased, or imminent hazard","Non-Development Related","8","8","0","0","30.21783763","-97.86049450"
"11756915",,"2017-07-25T00:00:00.000","Commercial","Active","remove dead oak tree in back yard at 10514 Timbercrest","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","19.42","19.42","0","0","30.45189190","-97.80582584"
"11180430",,"2014-07-11T00:00:00.000","Commercial","Approved","Public safety","No","No","Yes",,"Yes",,"Yes","Red Oak, Red Oak","Poor","Non-Development Related","19, 22","41","0","0","30.24552523","-97.73905497"
"11761358",,"2017-07-25T00:00:00.000","Public","Active","Removal of 21"" Red Oak due to trunk decay and advanced crown decline.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.29251715","-97.73559746"
"11766581",,"2017-09-26T00:00:00.000","Public","Active","AISD Ortega Elementary School's bond project is building a restroom addition to the cafeteria to bring it up to code. This addition and other improvements will require the removal of one 14","No","No","No","Site Plan Exemption Related","Yes","Yes","Yes","Red Oak","2. Fair","Development Related","14","14","0","7","30.26989181","-97.68460191"
"11779636",,"2017-08-28T00:00:00.000","Commercial","Active","Remove declining Arizona ash.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","44","0","44","0","30.23560649","-97.70290504"
"11784005",,"2017-09-15T00:00:00.000","Commercial","Active","Removed storm damage Acacia tree by Alumni Gym.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Acacia","4. Dead, diseased, or imminent hazard","Non-Development Related","9","9","0","0","30.23209373","-97.75713135"
"11784006",,"2017-09-06T00:00:00.000","Commercial","Active","Removed storm damage Live oak","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","16","16","0","0","30.23209373","-97.75713135"
"11784007",,"2017-09-15T00:00:00.000","Commercial","Active","Removed storm damage Acacia","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Acacia","4. Dead, diseased, or imminent hazard","Non-Development Related","9","9","0","0","30.23209373","-97.75713135"
"11784009",,"2017-09-15T00:00:00.000","Commercial","Active","Remove storm damage Ashe juniper","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","26","26","0","0","30.23209373","-97.75713135"
"11784010",,"2017-09-15T00:00:00.000","Commercial","Active","Remove storm damage Ashe juniper","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","15","15","0","0","30.23209373","-97.75713135"
"11784071",,"2017-09-06T00:00:00.000","Commercial","Active","Remove over mature Ash tree at 8604 Coloniel","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Texas ash","4. Dead, diseased, or imminent hazard","Non-Development Related","19.74","19.74","0","0","30.36151078","-97.71465914"
"11784073",,"2017-09-18T00:00:00.000","Commercial","Active","Remove Hackberry at left side of front  yard at 3907 Cordova","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","22.29","22.29","0","0","30.40287042","-97.73194605"
"10483704",,"2010-08-30T00:00:00.000",,"Approved","Hazard- Commercial property","No","No",,,"Yes","No","Yes","Pecan","Poor","Non-Development Related","21","21","0","0","30.27771104","-97.77245543"
"11792476",,"2017-09-19T00:00:00.000","Public","Active","Tree Leaning and Uprooting","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","hackberry","1. Good","Non-Development Related","21","21","0","0","30.27075135","-97.75616835"
"11374506",,"2015-06-24T00:00:00.000","Residential","Approved","Fallen tree","No","No","Yes",,"Yes",,"Yes","Hackberry","Dead","Non-Development Related","22","22","0","0","30.31526973","-97.68311379"
"11802050",,"2017-10-20T00:00:00.000","Commercial","Active","Tree Removal, 10"" limb leaning","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","10","10","0","0","30.19033873","-97.79308913"
"11801795",,"2017-11-03T00:00:00.000","Commercial","Active","Tree removal","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","15","15","0","7.5","30.21546173","-97.69004192"
"11808845",,"2017-10-26T00:00:00.000","Commercial","Active","Removal of unstable China Berry tree after recent storms","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Chinaberry","4. Dead, diseased, or imminent hazard","Non-Development Related","13","0","13","0","30.22683893","-97.76025548"
"11805290",,"2017-10-13T00:00:00.000","Commercial","Active","Remove declining Arizona ash tree.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","16.5","0","16.5","0","30.27340745","-97.75166749"
"11812878",,"2017-11-07T00:00:00.000","Public","Active","Remove 19 inch Hackberry in ROW with history of failures that is pushing up sidewalk.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","19","19","0","0","30.19896858","-97.80418464"
"11813067",,"2017-11-13T00:00:00.000","Commercial","Active","Landscape Renovations","Yes","No","No","Not Construction Related but Impacts Regulated Trees","Yes","No","Yes","Bradford Pear, Bradford Pear, Pine, Pine, Bradford Pear, Bradford Pear, Red Oak, Pine, Pine, Pine, Pine, Bradford Pear, Bradford Pear, Bradford Pear, Bradford Pear, Bradford Pear, Bradford Pear, Pine Pine, Bradford Pear, Bradford Pear","3. Poor","Non-Development Related","9, 13, 14, 14, 11, 12, 13.5, 14, 14, 13, 13, 13.5, 10, 6, 8, 21, 10.5, 15, 11, 12.5, 24.5","13.5","259","66.5","30.27280861","-97.80018253"
"11812673",,"2017-11-03T00:00:00.000","Public","Active","PARD Urban Forestry will be removing 3 heritage sized dead trees at Morris Williams Golf Course on 11/13 for safety concerns. 19","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","34.5","35.4","0","0","30.28936107","-97.69430433"
"11813786",,"2017-11-08T00:00:00.000","Commercial","Active","Hazardous Oak near HOA pool area. To note this location only reflects a location for permit purpose. It is not the location. The right location is the HOA pool across the street.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","28","28","0","0","30.48920458","-97.76778105"
"11812661",,"2017-11-03T00:00:00.000","Public","Active","PARD Urban Forestry will be removing 3 heritage sized dead trees at Morris Williams Golf Course on 11/13 for safety concerns. 19","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Pine","4. Dead, diseased, or imminent hazard","Non-Development Related","19","0","19","0","30.28936107","-97.69430433"
"11812670",,"2017-11-03T00:00:00.000","Public","Active","PARD Urban Forestry will be removing 3 heritage sized dead trees at Morris Williams Golf Course on 11/13 for safety concerns. 19","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Pine","4. Dead, diseased, or imminent hazard","Non-Development Related","20.5","0","20.5","0","30.28936107","-97.69430433"
"11823533",,"2017-11-15T00:00:00.000","Public","Active","Partial trunk failure","No","No","Yes","Not Construction Related but Impacts Regulated Trees","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","23","23","0","0","30.40673074","-97.79031991"
"11824422",,"2017-11-21T00:00:00.000","Public","Active","Remove 29 inch Arizona Ash in ROW over 9400 block Marlborough Dr at 9500 Dessau Rd.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","29","0","29","0","30.35249303","-97.67525523"
"11484766",,"2016-02-18T00:00:00.000","Residential","Approved","Dangerous","No","No","No",,"Yes",,"Yes","Sycamore","Dead","Non-Development Related","20""","20","0","0","30.25348732","-97.76998904"
"11830910",,"2017-12-01T00:00:00.000","Public","Active","Remove split co-dominant 33 inch American Elm in the ROW over W 46th St at 4600 Avenue D.","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","33","33","0","0","30.31131098","-97.72814887"
"11831376",,"2017-12-04T00:00:00.000","Public","Active","Removal of a 21"" DBH dead Cottonwood.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","0","30.32737861","-97.83963324"
"11831492",,"2017-12-18T00:00:00.000","Commercial","Active","Remove Hackberry at 2713 Addison in Back Yard","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","23.56","23.56","0","0","30.34575723","-97.74312393"
"11831544",,"2017-12-13T00:00:00.000","Commercial","Active","tree dead from oak wilt","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","13","13","0","0","30.23209373","-97.75713135"
"11834129",,"2017-12-15T00:00:00.000","Public","Active","Removal of a 24","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Mesquite","3. Poor","Non-Development Related","24","24","0","0","30.29045082","-97.77697088"
"11834066",,"2017-12-13T00:00:00.000","Commercial","Active","Remove over mature Ash Tree in Front Yard at 6707 Shoal Creek","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","42","0","42","0","30.34690750","-97.74547058"
"11838297",,"2018-01-04T00:00:00.000","Commercial","Active","Remove dead Post Oak, back  yard,2303 Bowman Ave","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Post Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","24.20","24.2","0","0","30.29593729","-97.76374616"
"11841116",,"2018-01-10T00:00:00.000","Commercial","Active","Remove Elm Tree at 1509 Parkway","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American elm","4. Dead, diseased, or imminent hazard","Non-Development Related","31.21","31.21","0","0","30.27974882","-97.75129235"
