"name_common","assettype","assetnote","discipline","discipline_note","live_music","event_venue","coa_facili","web_notes","website","zip","councildistrict","date_updat","map_list","source","location_1"
"Vandegrift High School Viper Choir Boosters, Theatre Boosters, And Band Booster Club","Theater","Auditorium","Theater Arts"," Music"," "," "," "," ","http://schools.leanderisd.org/default.aspx?name=vhs.orgs","78750","7","2014","map","SIAP","9500 Mcneil Dr
Austin, TX 
(30.378977, -97.72428)"
"VAMPS Dance","Creative Workspace","Dance Studio","Visual Arts"," "," "," "," "," "," ","78702","3","2018","map","Brownk","1601 E 5th St
Austin, TX 
(30.26194, -97.726807)"
"Vacat-Vietnamese American Community Of Austin Texas","Organization","Cultural Heritage, Ethnicity, and Religious Groups","Other"," Ethnic Heritage Group"," "," "," "," "," ","78753","7","2014","map","SIAP","11601 N Lamar Blvd
Austin, TX 
(30.385011, -97.684419)"
"Ustudio Inc","Business","Service & Support Business","Technology"," "," "," "," "," "," ","78701","9","2018","map","Brownk","1806 Rio Grande St
Austin, TX 
(30.282046, -97.745348)"
"USArt Authority","Event Venue","Event Venue","Multidisciplinary"," "," ","Event Venue"," ","Come check out USArt Authority for various local events and performances."," ","78705","9","2016","map","NPA_ven","510 West 29Th Street
Austin, TX 
(30.295298, -97.741817)"
"Urban Roots Gallery","Gallery/ Museum","Gallery","Visual Arts"," "," "," "," ","Featuring the distinctive artwork of E. Moises Diaz, and Thomas Barbey, Urban Roots Gallery is planted in the diverse West End Gallery District. 

Explore the contemporary world of sweeping cityscapes or enjoy a new twist on a classic female form. A blen","http://www.papersculpture.com/aluminum/","78703","9","2016","map","NPA_ven","1202 West 6Th Street
Austin, TX 
(30.27307, -97.757145)"
"Urban Patchwork Neighborhood Farms","Landmark","Landmark","Other"," "," "," "," ","Urban gardens and Farms","http://www.urbanpatchwork.org","78752","4","2014","map","SIAP","5703 Duval St
Austin, TX 
(30.321046, -97.716333)"
"Urban Co-Lab","Creative Workspace","Coworking","Multidisciplinary"," "," "," "," ","Urban Co-Lab is an urban innovation focused coworking space and startup incubator designed for community changemakers and innovators looking to create solutions for urban problems throughout the nation.","http://www.urbanco-lab.com/","78702","1","2016","map","Srempe","1818 East 12th Street
Austin, TX 
(30.273769, -97.720711)"
"Urban / Canyon by Sun McColgin","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","200 W 2nd St
Austin, TX 
(30.264774, -97.745592)"
"Uprooted Dreams by Margarita Cabrera","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","600 River St
Austin, TX 
(30.258156, -97.740043)"
"UpRise! Productions","Organization","Theater Company","Theater Arts"," "," "," "," ","UpRise! Productions: The Root of Rebellious Creativity, was founded in 2005 as a collaboration between members of several established arts groups in Texas including Xenogia Spoken Word Collective, Capoiera Da Rua, Ballet East Dance Theater, Cry Havoc Act","http://www.hotthangball.com","78708","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Uplifted Ground by Michael Singer Studio","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78719","2","2016","map","AIPP","3819 Presidential Blvd
Austin, TX 
(30.204518, -97.666413)"
"UpLift Austin","Organization","Education, Creative Learning, Professional Development","Architecture"," "," "," "," ","UpLift Austin (UA) is an innovative, multi-disciplinary program offered as a daytime course in Austin's most impoverished high schools. UA matches teams of design professionals & college students representing the fields of landscape design, interior desi","http://www.upliftaustin.org","78722","1","2016","map","NPA_org","2711 East 22Nd St
Austin, TX 
(30.283569, -97.713658)"
"Upg Online Video Marketing","Business","Video Production","Film/TV/Media"," A/V"," "," "," "," "," ","78752","4","2014","map","SIAP","7801 N Lamar Blvd
Austin, TX 
(30.345739, -97.713016)"
"Up Collective","Creative Workspace","Studio Complex","Multidisciplinary"," "," "," "," ","Studio spaces (21), gallery, artist run community","http://www.upcollective.org","78702","3","2014","map","SIAP","2326 E Cesar Chavez
Austin, TX 
(30.255371, -97.718772)"
"Untitled (Utility Box Cover 2) by Deborah Mersky","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","W Cesar Chavez St & Cesar Chavez St
Austin, TX 
(30.270931, -97.763931)"
"Untitled (Utility Box Cover 1) by Deborah Mersky","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","W Cesar Chavez St & Cesar Chavez St
Austin, TX 
(30.270931, -97.763931)"
"Untitled (Guerilla Carvings) by David Santos","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","201 Trinity St
Austin, TX 
(30.26391, -97.739515)"
"Untitled (Gargoyles) by Stephen Ray","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78704","5","2016","map","AIPP","1510 Toomey Rd
Austin, TX 
(30.263985, -97.75885)"
"Untitled (Floor Mosaic) by Tre Arenz","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78727","7","2016","map","AIPP","2015 W Parmer Ln
Austin, TX 
(30.41433, -97.696194)"
"Untitled (Chris Kern Memorial) by Paul Siebenaler","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","Ann and Roy Butler Hike and Bike Trail
Austin, TX 
(30.260117, -97.741361)"
"Untitled by Malou Flato","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","9","2016","map","AIPP","639-699 Mulberry St
Austin, TX 
(30.269646, -97.73469)"
"Untitled by Garth Edwards","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78702","1","2016","map","AIPP","901 Walter St
Austin, TX 
(30.265816, -97.71099)"
"Untitled by David Ellis","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78704","9","2016","map","AIPP","1110 Barton Springs Rd
Austin, TX 
(30.260643, -97.755996)"
"Untitled by Damian Priour","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78701","1","2016","map","AIPP","1305 Red River St
Austin, TX 
(30.274383, -97.733948)"
"Untitled by Dale Whistler","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78749","8","2016","map","AIPP","8011 Beckett Rd
Austin, TX 
(30.213945, -97.863421)"
"Untitled by Claudia Reese","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78744","2","2016","map","AIPP","5811 Nuckols Crossing Rd
Austin, TX 
(30.187321, -97.742281)"
"Untitled by Arlene Polite","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78702","3","2016","map","AIPP","2398 Holly St
Austin, TX 
(30.249766, -97.719208)"
"Untitled (Aquarium Scene) by Dale Whistler","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78749","8","2016","map","AIPP","8011 Beckett Rd
Austin, TX 
(30.213945, -97.863421)"
"Unknown Citizens","Organization","Theater Company","Theater Arts"," "," "," "," ","The group was formed in early 2007 by Bree Perlman and D.S. Moss.  The company seeks to develop independent theater and film projects of substance and enduring significance.  Their projects support the passionate vision of the artist, while challenging a","http://www.unknowncitizens.com","0","3","2016","map","NPA_org","1113 Gunter Street
Austin, TX 
(30.265436, -97.698308)"
"University United Methodist Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," ","Christian church next to the UT campus.
<input type=hidden id=gwProxy><!--Session data--></input><input type=hidden id=jsProxy"" onclick=""jsCall();"" />""""""""""""","http://www.uumc.org","78705","9","2016","map","NPA_org","2409 Guadalupe St
Austin, TX 
(30.288057, -97.741204)"
"University Presbyterian Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," ","University Presbyterian Church offers a variety of cultural and community events and activities. The church is located in the heart of beautiful Austin, Texas, near the University of Texas campus.","http://www.upcaustin.org/","78705","9","2016","map","NPA_ven","2203 San Antonio Street
Austin, TX 
(30.285133, -97.742579)"
"University of Texas Tower","Landmark","Landmark","Other"," "," "," "," ","The University of Texas Tower is a famous Texas landmark, which features a spectacular view of Austin.","http://www.utexas.edu/student/txunion/ae/towertours/","78712","9","2016","map","NPA_ven","2247 Guadalupe Street
Austin, TX 
(30.285695, -97.741661)"
"University of Texas Press","Education","Education, Creative Learning, Professional Development","Literary Arts"," Literature"," "," "," "," "," ","78712","1","2014","map","SIAP","2100 Comal St
Austin, TX 
(30.281131, -97.725711)"
"University of Texas Libraries","Library","Library","Other"," Museum"," "," "," "," "," ","78712","1","2014","map","SIAP","2306 Trinity St
Austin, TX 
(30.285446, -97.733073)"
"University of Texas at Austin, Texas Performing Arts- Oscar Brockett Theatre & Laboratory Theatre","Theater","Black Box/ Flex Space","Theater Arts"," Theater"," "," "," ","UT's recently named Oscar G. Brockett Theatre is an intimate setting of 200 seats. Utilized most frequently for student productions of the Department of Theatre & Dance, this theatre helps develop budding new talent into experienced performers as part of","http://www.finearts.utexas.edu/tad/index.cfm","78712","9","2014","map","SIAP","300 E 23Rd Street East
Austin, TX 
(30.285605, -97.733977)"
"University of Texas at Austin, Texas Performing Arts- Music Building and Recital Hall","Theater","Auditorium","Theater Arts"," "," "," "," ","The University of Texas at Austin Music Building and Recital Hall houses the Bates Recital Hall.  Specially designed for its excellent acoustics, Bates Recital Hall is a 700-seat venue that is capable of hosting everything from symphony orchestras, major","http://www.utpac.org/venue/directions.php#main","78713","9","2016","map","NPA_ven","510 East 23Rd Street
Austin, TX 
(30.28678, -97.743475)"
"University of Texas at Austin, Texas Performing Arts- Mccullough Theatre","Theater","Auditorium","Theater Arts"," Theater"," "," "," ","Located adjacent to Bass Concert Hall, the McCullough Theatre features 400 seats, a 30-foot proscenium stage and an orchestra pit equipped for 35 musicians. Host to UT Opera student productions and other PAC events, this versatile space accommodates cham","http://www.utpac.org","78712","1","2014","map","SIAP","2375 Robert Dedman Drive
Austin, TX 
(30.28766, -97.729712)"
"University of Texas at Austin, Texas Performing Arts- B. Iden Payne Theatre","Theater","Auditorium","Theater Arts"," "," "," "," ","UT's 500 seat B. Iden Payne Theatre provides the perfect setting for plays and dance performances, allowing audiences a close-up look at the action on stage. This facility not only stages productions by internationally celebrated theatre companies and da","http://www.finearts.utexas.edu/tad/index.cfm","78705","9","2016","map","NPA_ven","300 East 23Rd Street
Austin, TX 
(30.285422, -97.734)"
"University of Texas at Austin, Texas Performing Arts - Bates Recital Hall","Theater","Auditorium","Theater Arts"," Theater"," "," "," ","The University of Texas at Austin Music Building and Recital Hall houses the Bates Recital Hall.  Specially designed for its excellent acoustics, Bates Recital Hall is a 700-seat venue that is capable of hosting everything from symphony orchestras, major","http://www.utpac.org/venue/directions.php#main","78712","1","2016","map","SIAP","2406 Robert Dedman Drive
Austin, TX 
(30.287632, -97.730241)"
"University of Texas at Austin, Texas Performing Arts- Bass Concert Hall","Theater","Auditorium","Theater Arts"," Theater"," "," "," ","The Bass Concert Hall is the flagship theater of the UT Performing Arts Center. It is a 3,000 seat proscenium theatre suitable for large presentations as Broadway, symphony orchestra and ballet, as well as recitals by major classical artists, pop and roc","http://www.texasperformingarts.org/","78712","9","2016","map","SIAP","2350 Robert Dedman Dr
Austin, TX 
(30.28513, -97.737776)"
"University of Texas at Austin, Texas Performing Arts","Education","Education, Creative Learning, Professional Development","Music","Americana, Pop"," "," "," ","Situated on the main campus of one of the largest and most prestigious research universities in the country, Texas Performing Arts serves The University of Texas at Austin campus and the Austin community at large through a diverse season of world-class f","http://www.texasperformingarts.org/","78712","9","2016","map","TMO_16","2350 Robert Dedman Dr
Austin, TX 
(30.28513, -97.737776)"
"University of Texas at Austin- Texas Archival Resources Online (Taro)","Library","Library","Film/TV/Media"," Film/TV"," "," "," "," ","http://www.lib.utexas.edu/taro/about.html","0","0","2014","list","SIAP","
Austin, TX 
(0.0, 0.0)"
"University of Texas at Austin- Lulac Archives (League of United Latin American Citizens), Nettie Lee Benson Latin American Collection","Library","Library","Other"," Museum"," "," "," ","Latin American culture & history, LULAC archives,","http://lulac.org/about/history/lulac_archives_at_the_university_of_texas_at_austin/","78713","1","2014","map","SIAP","2300 Red River St
Austin, TX 
(30.284062, -97.72778)"
"University of Texas at Austin- Frank Erwin Center (The Theater at The),","Theater","Auditorium","Theater Arts"," Theater"," "," "," ","multipurpose arena","http://www.uterwincenter.com","78701","1","2016","map","SIAP","1701 Red River St
Austin, TX 
(30.276973, -97.732991)"
"University of Texas at Austin- Dolph Briscoe Center For American History","Education","Education, Creative Learning, Professional Development","Other"," Museum"," "," "," "," "," ","78712","1","2014","map","SIAP","2300 Red River St
Austin, TX 
(30.284062, -97.72778)"
"University of Texas at Austin, Department of Theatre And Dance- Dance Repertory Theatre","Theater","Black Box/ Flex Space","Dance"," Dance"," "," "," ","Student company, blackbox theater, Lab Theatre, etc","http://www.utexas.edu/finearts/tad/","78712","9","2016","map","SIAP","300 E 23Rd St
Austin, TX 
(30.285605, -97.733977)"
"University of Texas  at Austin- College of Liberal Arts, James A Michener Center for Writers","Education","Education, Creative Learning, Professional Development","Literary Arts"," "," "," "," ","The MFA is a three-year, 54 semester-hour degree. Students are in residence and enrolled full-time, typically for three classes each in the fall and spring semesters.","https://michener.utexas.edu/","78705","9","2016","map","Srempe","702 East Dean Keeton Street
Austin, TX 
(30.289421, -97.732527)"
"University of Texas  at Austin- College of Liberal Arts, Department of English","Education","Education, Creative Learning, Professional Development","Literary Arts"," "," "," "," "," ","http://liberalarts.utexas.edu/english/index.php","787812","9","2016","map","Srempe","204 W 21st Street
Austin, TX 
(30.283657, -97.739849)"
"University of Texas at Austin- College of Fine Arts, Visual Arts Center","Gallery/ Museum","Gallery","Visual Arts","Visual Arts"," "," "," "," "," ","78712","9","2014","map","SIAP","2301 Trinity S
Austin, TX 
(30.288782, -97.740659)"
"University of Texas at Austin- College of Fine Arts, Department of Theatre and Dance","Education","Education, Creative Learning, Professional Development","Dance"," "," "," "," ","The Department of Theatre and Dance is a world-class educational environment that serves as the ultimate creative incubator for the next generation of artists, thinkers and leaders in theatre and performance.
","http://www.utexas.edu/finearts/tad/","78712","9","2016","map","NPA_org","300 E 23Rd Street
Austin, TX 
(30.285605, -97.733977)"
"University of Texas at Austin- College of Fine Arts, Department of Radio-Television-Film","Education","Education, Creative Learning, Professional Development","Film/TV/Media"," Film/TV"," "," "," "," "," ","78712","9","2014","map","SIAP","2504 Whitis Ave
Austin, TX 
(30.288782, -97.740659)"
"University of Texas at Austin- College of Fine Arts, Department of Art and Art History","Education","Education, Creative Learning, Professional Development","Visual Arts","Visual Arts"," "," "," "," "," ","78712","9","2014","map","SIAP","2301 Trinity S
Austin, TX 
(30.288782, -97.740659)"
"University of Texas at Austin- College of Fine Arts, Center for Arts and Entertainment Technologies","Education","Education, Creative Learning, Professional Development","Technology","Technology"," "," "," "," "," ","78712","9","2014","map","SIAP","2301 Trinity S
Austin, TX 
(30.288782, -97.740659)"
"University of Texas at Austin- College of Fine Arts, Butler School of Music","Education","Education, Creative Learning, Professional Development","Music"," School"," "," "," ","Located in one of our nation’s most musical cities, the Sarah and Ernest Butler School of Music at The University of Texas at Austin offers comprehensive undergraduate and graduate programs designed to prepare artists, thinkers, makers and teachers rea","https://music.utexas.edu/","78712","1","2016","map","NPA_org","2406 Robert Dedman Dr
Austin, TX 
(30.287632, -97.730241)"
"University of Texas at Austin- Cactus Café","Theater","Auditorium","Music","Country, Folk/Acoustic","Live Music"," "," ","The Cactus Cafe is one of Austin's great acoustic music traditions. The Cactus is an intimate live music performance venue, and since the Cafe opened in February 1979, the Cactus has acquired a national reputation, showcasing the top local, regional, nat","http://www.utexas.edu/student/txunion/ae/cactus","78712","9","2016","map","SIAP","2247 Guadalupe St
Austin, TX 
(30.285695, -97.741661)"
"University Hills Branch, Austin Public Library","Library","Library","Literary Arts"," "," "," ","COA"," ","http://library.austintexas.gov/","78723","1","2014","map","SIAP","4721 Loyola Ln
Austin, TX 
(30.309209, -97.666519)"
"University Co-Op Main","Business","Bookstore, Book Dealers","Literary Arts"," "," "," "," "," "," ","78705","9","2014","map","SIAP","2246 Guadalupe
Austin, TX 
(30.285711, -97.742069)"
"University Co-Operative Society Aka University Co-Op","Organization","Societies, Alliances, Professional Associations","Other"," "," "," "," ","Student org funding for programs/events","http://www.utcoop.org","78705","9","2014","map","SIAP","2246 Guadalupe St
Austin, TX 
(30.285711, -97.742069)"
"University Co-Op East","Business","Bookstore, Book Dealers","Literary Arts"," Literature"," "," "," "," "," ","78705","9","2014","map","SIAP","2902 Medical Arts St
Austin, TX 
(30.289417, -97.728721)"
"University Co-Op Art Store Aka Art Store At The Co-Op","Business","Supplier, Retail","Visual Arts"," "," "," "," "," "," ","78705","9","2014","map","SIAP","2242 Guadalupe
Austin, TX 
(30.285653, -97.742074)"
"University Baptist Church","House of Worship","House of Worship","Other"," House of Worship"," "," "," ","The University Baptist Church was founded in 1908. The church's primary denominational affiliation is now with the American Baptist Churches of the USA. The church also hosts a variety of community and cultural events.","http://www.ubcaustin.org","78705","9","2016","map","NPA_ven","2130 Guadalupe
Austin, TX 
(30.284198, -97.742193)"
"Union Entertainment Group Inc","Business","Service & Support Business","Theater Arts"," "," "," "," "," "," ","78732","0","2014","map","SIAP","5138 Mansfield View Ct
Austin, TX 
(30.37422, -97.8927)"
"Under The Hat Productions","Business","Service & Support Business","Theater Arts"," "," "," "," "," "," ","78704","5","2014","map","SIAP","1121 Bluebonnet Ln
Austin, TX 
(30.259054, -97.769517)"
"Under Pressure Screenprinting","Business","Screen Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78723","4","2014","map","SIAP","1029 Reinli St
Austin, TX 
(30.317249, -97.70517)"
"Undergraduate Art History Association, University Of Texas At Austin","Organization","Societies, Alliances, Professional Associations","Visual Arts"," "," "," "," ","We are the undergraduate art history association at UT Austin."," ","0","0","2016","list","NPA_org","
Austin, TX 
(0.0, 0.0)"
"Uncle Billys Barton Springs","Restaurant","Restaurant","Music","Country, Rock","Live Music"," "," ","Uncle Billys on Barton Springs is a brewery and barbeque restaurant that features live music on the weekends.","http://www.unclebillysaustin.com/","78704","5","2016","map","TMO_16","1530 Barton Springs Road
Austin, TX 
(30.262111, -97.761234)"
"Umlauf Sculpture Garden & Museum, City of Austin, Parks & Recreation","Gallery/ Museum","Museum","Visual Arts"," Museum"," "," ","COA"," "," ","78704","5","2014","map","SIAP","605 Robert E Lee Road
Austin, TX 
(30.263288, -97.766452)"
"Ultimate Imaging","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78741","3","2014","map","SIAP","3019 Alvin Devane Blvd
Austin, TX 
(30.215385, -97.720066)"
"Ujamaa Community Foundation Of Austin","Event/ Festival","Event/ Festival","Other"," "," "," "," ","The 12th Street East End Black Heritage Festival is held every first Saturday, in February, in the Greater Mount Zion Baptist Church parking lot. The focus is to celebrate Black History month by bringing all the cultures together that make up the African","http://ujamaa-austin.org","78723","1","2014","map","SIAP","2306 Trafalgar Dr
Austin, TX 
(30.306718, -97.687436)"
"Tzu Chi Foundation","House of Worship","House of Worship","Other"," "," "," "," "," ","www.tzuchi.us/region/southern/","78723","1","2016","map","D1 Meeting","7221 Northeast Dr
Austin, TX 
(30.321741, -97.679166)"
"Txstar Films Inc","Business","Video Production","Film/TV/Media"," "," "," "," "," "," ","78759","10","2014","map","SIAP","8012 Chervil Dr
Austin, TX 
(30.364609, -97.747871)"
"Two Left Foots","Creative Workspace","Dance Studio","Visual Arts"," "," "," "," "," "," ","78751","9","2018","map","Brownk","213 W North Loop Blvd
Austin, TX 
(30.318357, -97.724527)"
"Two Day Printing","Business","Commercial Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78727","6","2014","map","SIAP","12303 Technology Blvd
Austin, TX 
(30.432691, -97.760011)"
"Twin Oaks Branch, Austin Public Library","Library","Library","Literary Arts"," "," "," ","COA"," ","http://library.austintexas.gov/","0","9","2014","map","SIAP","1800 S 5Th St
Austin, TX 
(30.248955, -97.762262)"
"Twin Lakes YMCA","Organization","Recreation/ Community Center","Other"," "," "," "," ","Come and visit the Cedar Park YMCA.","http://ymcawilliamsonco.org","78729","6","2016","map","NPA_ven","204 East Little Elm Trl
Austin, TX 
(30.45618, -97.76508)"
"Twin Alchemy Collective","Organization","Theater Company","Theater Arts"," "," "," "," ","theatre collective","https://www.indiegogo.com/projects/twin-alchemy-collective-theatre-season","0","0","2014","list","SIAP","5253 Meadow Creek Dr
Austin, TX 
(0.0, 0.0)"
"Tutto Theatre Company","Organization","Theater Company","Theater Arts"," Theater"," "," "," "," "," ","78730","6","2014","map","SIAP","11203 Ranch Road 2222
Austin, TX 
(30.398265, -97.85041)"
"Turtle Plaza/Plaza de las Tortugas by John Christensen","Public Art","Art in Public Places Commission","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78741","3","2016","map","AIPP","400 Grove Blvd
Austin, TX 
(30.243525, -97.701373)"
"Turntable Records","Business","Record Store","Music"," "," "," "," "," "," ","78704","9","2016","map","Srempe","1903 S 1ST
Austin, TX 
(30.246363, -97.756479)"
"Turner-Roberts Recreation Center, City Of Austin, Parks & Recreation","Recreation/Community Center","Recreation/ Community Center","Other"," "," "," ","COA"," ","http://www.austintexas.gov/tcta","78724","1","2014","map","SIAP","7201 Colony Loop Dr
Austin, TX 
(30.302601, -97.637029)"
"Tunes Across Texas Mobile Dj's","Business","Service & Support Business","Music"," Music"," "," "," "," "," ","78734","0","2014","map","SIAP","501 Heron Dr
Austin, TX 
(30.357904, -97.950061)"
"T & S Tees","Business","Screen Printing","Graphic Design, Printmaking"," Printing"," "," "," "," "," ","78749","8","2014","map","SIAP","8304 Horton Trl
Austin, TX 
(30.204351, -97.846974)"
"Tss Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78726","6","2014","map","SIAP","10713 N Fm 620
Austin, TX 
(30.422763, -97.849596)"
"Tsd Press","Business","Book Publishers","Literary Arts"," Literature"," "," "," "," "," ","78701","9","2014","map","SIAP","1800 Nueces St
Austin, TX 
(30.281342, -97.744421)"
"True Patriot: Barbara Jordan Memorial Statue by Bruce Wolfe","Public Art","Art in Public Places Donation","Visual Arts"," "," "," ","COA","Established by the City in 1985, the Art in Public Places (AIPP) program collaborates with local & nationally-known artists to include the history and values of our community into cultural landmarks that have become cornerstones of Austin’s identity.","http://www.austintexas.gov/department/art-in-public-places","78719","2","2016","map","AIPP","3600 Presidential Blvd
Austin, TX 
(30.202149, -97.666829)"
"Trubitt, Joanne","Business","Graphic Design Services","Graphic Design, Printmaking"," Adv/GD"," "," "," "," "," ","78701","9","2014","map","SIAP","101 W 6Th St
Austin, TX 
(30.267815, -97.742947)"
"Troxell Communications","Business","Service & Support Business","Visual Arts"," "," "," "," "," "," ","78702","1","2014","map","SIAP","1310 Concho St
Austin, TX 
(30.274388, -97.72339)"
"TroublePuppet Theater Company","Organization","Theater Company","Theater Arts"," "," "," "," ","The Trouble Puppet Theater Company is a small, up and coming, puppet theater company.","http://www.troublepuppet.com","78722","1","2016","map","NPA_org","2803 Manor Road
Austin, TX 
(30.285127, -97.712041)"
"Tropicana Cuban Restaurant","Restaurant","Restaurant","Culinary Arts"," "," "," "," "," ","http://tropicanaaustin.com/","78753","4","2016","map","D1 Meeting","9616 n Lamar Blvd
Austin, TX 
(30.365433, -97.695782)"
"Tropicana Bar and Grill","Restaurant","Restaurant","Music"," ","Live Music"," "," ","Live Tejano and Conjunto (Texas mexican Roots Music)Bands Every Sunday, 5:00pm- 9:00pm"," ","78702","3","2016","map","D2 Meeting","1141 Airport Blvd
Austin, TX 
(30.271405, -97.696795)"
"Trish Finfer Photography","Business","Photographer/ Photo Studio","Photography"," Photo"," "," "," "," "," ","78750","6","2014","map","SIAP","9208 Clearock Dr
Austin, TX 
(30.444769, -97.795567)"
"Triple 8 Management","Business","Talent Management","Theater Arts"," "," "," "," "," "," ","78735","8","2014","map","SIAP","5524 W Highway 290
Austin, TX 
(30.235748, -97.851987)"
"Trinity Street Theatre","Theater","Black Box/ Flex Space","Theater Arts"," "," "," "," ","Our unique and intimate theatre is a traditional 90-seat black box located in a very nontraditional location."," ","78701","9","2016","map","NPA_ven","901 Trinity Street
Austin, TX 
(30.26984, -97.737952)"
"Trinity Publications","Publication","Print Publication","Literary Arts"," Literature"," "," "," "," "," ","78754","1","2014","map","SIAP","8220 Cross Park Dr
Austin, TX 
(30.335309, -97.670197)"
