"documentid","program","reachcd","title","subtitle","sizekb","yearpub"
"186318","GENERAL","GENERAL","QA/QC Automated Data Evaluation Procedure","SR-03-05","512","2003"
"186123","SAL","BAR1, BAR2, BAR3, BAR4, BAR5,BAR6","Annual Report 2001 to USFWS on Austin NPDES MS4 Permit","CM-01-05","42375","2001"
"186178","GENERAL","BAR1,EAN1,LBL","Preliminary Engineering Report of the Lower Barton Creek Retrofit Study","CM-03-05","57147","2003"
"186347","GENERAL","SHL2,SHL3,WLR2","Water Quality Control Technologies Inventory Data Collection Summary Report","CN-04-01","1321","2004"
"186183","AST","BAR1,EAN1,LBL","Barton Springs Water Quality Trend Analysis","CM-85-05","5064","1985"
"186202","GENERAL","BAR1,BAR2,BUL2,EAN1,SHL3,SHL4,SLA1,SLA2,WBO3,WLN4,WMS2","Removal Efficiencies of Stormwater Control Structures","SR-90-03","17398","1990"
"186127","EII","CAR2,CCE1,CCW1,CCW2","Country Club Creek Watershed Erosion Assessment","CN-97-16","100549","1997"
"269891","EII","LBL,JOH1,SHL1,SHL2,SHL3,SHL4,SHL5,WLR1,WLR2,WLR3","North Urban Watersheds - Watershed Profile","Shoal Creek | Waller Creek | Johnson Creek | Lady Bird Lake","17781","2016"
"223709","SAL","BUL2,BUL3,BUL5","Austin 2014 Permit Report to USFWS for 10(a)(1)(A) permit","DR-14-06","7100","2014"
"186237","EII","BER1,BER2,BER3,ONI4","Bear Creek Receiving Water Assessment January 2009 - March 2010","SR-10-10","8845","2010"
"228332","AST","GENERAL","Response to Comments on Measuring Autogenic Recharge over a Karst Aquifer Utilizing Eddy Covariance Evapotranspiration Sep 2014","DR-15-05","901","2014"
"206590","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,WMS2","Barton Creek Watershed Study","Consultant's Report","130246","1979"
"287432","GENERAL","GENERAL","Comparison of water quality at locations currently receiving wastewater effluent irrigation to locations planned for future wastewater effluent irrigation","DR-18-01","1832","2017"
"290639","GENERAL","GENERAL","Hydrologic Modeling of a Retention-Irrigation System",,"552","2014"
"196472","EII","GENERAL","Austin Lawn And Garden Chemical Education Campaign","CM-11-04","914","2011"
"186255","GENERAL","GENERAL","WRE Section Core Routine Monitoring Parameter List","SR-03-09","116","2003"
"186152","GENERAL","GENERAL","Statistical Methods and SAS Programs for Data Analysis","CN-87-01","25263","1987"
"290638","GENERAL","GENERAL","Hydrologic Modeling of Detention Pond",,"420","2014"
"186142","GENERAL","GENERAL","Integrated Solutions Development Capital Solutions Interim Report Volume II Appendices","CN-98-03","94039","1998"
"198661","GENERAL","GENERAL","Earth Camp Curriculum","A dual-language, four-day, outdoor, environmental science curriculum for fifth grade students.","6547","2013"
"203077","EII","GENERAL","Environmental Integrity Index Annual Report 2011-2012","SR-13-18","124338","2013"
"186222","GENERAL","GENERAL","Alternative Wastewater Management Project Study Phase Report","CN-96-01","16788","1996"
"264869","ALI","LBL,LKA","Investigating the role of water and sediment chemistry on growth potential of Hydrilla and Cabomba","DR-16-03","1412","2015"
"186245","EII","BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,LKA,LKC3,PAN1,SHL3,WBL1,WBL2","Bull Creek Update Report 2010","SR-10-17","1122","2010"
"186159","GENERAL","GENERAL","Urban Nonpoint Source Pollution Phone Survey of the Behavioral Patterns and Knowledge Level of Citizens of Austin, Texas","CN-93-01","79122","1993"
"186167","GENERAL","GENERAL","Watershed Protection Master Plan Phase 1 Watersheds Report Vol I","CM-01-02","114984","2001"
"232732","AST","BUL3","Groundwater Tracing at the Former Water Treatment Plant 4 Bull Creek Site","SR-14-03","6136","2013"
"196395","GENERAL","GENERAL","PAHs In Sediments and Coal-Tar Based Pavement Sealants","CM-05-01","2033","2005"
"283711","GENERAL","GENERAL","Spatial Analysis and Potential Source of Polycyclic Aromatic Hydrocarbons in Austin’s Streams","SR-16-13","2330","2017"
"186300","AST","BAR2,BEE1,JOH1,LBE1,LBL,LKA,TYS1","An Investigation of the Groundwater Source Area for Lost Creek Spring, Austin, Texas","SR-00-06","647","2000"
"186293","ALI","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Lady Bird (Town) Lake Benthic Macroinvertebrate Study","SR-08-07","450","2008"
"186267","EII","GENERAL","Environmental Integrity Index Methodology","CM-99-01","1136","2002"
"196481","AST","BER1,BER2,LBR1,SLA2","Dye Trace Simulation of Spill from SH45 into the Edwards Aquifer","SR-13-01","5605","2012"
"186247","GENERAL","GENERAL","The Capital Improvement Plan Environmental Assessment Process","SR-00-05","783","2000"
"186144","EII","JOH1","Johnson Creek Watershed Erosion Assessment","CN-97-08","76781","1997"
"186314","EII","BER2,BER3","Potential Impacts of Hays County WCID No. 1 Proposed Wastewater Discharge on the Algae Communities of Bear Creek and Barton Springs","SR-06-08","451","2006"
"186133","GENERAL","BAR1,WMS1,WMS2","Evaluation of Nonpoint Source Controls, an EPA/TNRCC Section 319 Grant Report Vol II Appendices","CM-97-04","148802","1997"
"263436","GENERAL","GENERAL","Proposed Austin Department of Environmental Protection","CM-86-01","2379","1986"
"186365","GENERAL","BLU3,WMS1,WMS2","Technical Memorandum Technical and Cost Feasibility Evaluation","CN-07-03","11338","2007"
"186266","EII","GENERAL","Change in Environmental Integrity Index Values in the Austin, Texas, Area 1996-2002","SR-03-06","451","2003"
"240242","GENERAL","BAR1","Barton Springs Riparian Restoration Summary of 2014-2015 Progress","DR-15-10","16040","2015"
"186353","AST","BAR1,BAR2,BEE1,BER1,BER2,BER3,EAN1,EAN2,LBE1,LBL,LBR1,LBR2,LKA,ONI4,ONI5,SBG2,SLA1,SLA2,WBO2,WBO3,WMS2,WMS3","Dye Tracing Recharge Features Under High-flow Conditions, Onion Creek, Barton Springs Segment of the Edwards Aquifer, Hays County, Texas","CM-04-02","4205","2003"
"186372","EII","SHL1,SHL2,SHL3,WLR2","Lower Shoal Creek (Pease Park) Restoration Project","CN-98-01","50672","1998"
"223705","AST","ONI4","Preliminary Phase I Assessment of the Jeremiah Ventures Site",,"9009","2009"
"266619","EII","ONI5,ONI6","WASP Model Analysis of a City of Dripping Springs Wastewater Treatment Plant Discharge Draft Permit to Onion Creek","SR-16-09","987","2016"
"287431","GENERAL","GENERAL","Assessment of Point Recharge Feature Protective Buffers, Austin, Texas","DR-16-14","202","2016"
"186161","EII","WLR1,WLR2,WLR3","Waller Creek Watershed Erosion Assessment","CN-97-11","128979","1997"
"287466","EII","BAR1","Gaines Tributary – Barton Creek Oak Acres Preliminary Engineering Report",,"13405","2017"
"232734","EII","LBL,WLR1,WLR2","Waller Creek Rapid Visual Litter Assessment Method and Baseline Results","SR-15-06

 SR-15-06","1174","2015"
"227698","EII","ONI2,WMS1","Field Investigation High Nitrates and Fecal Coliform McKinney Falls","n/a","23861","1994"
"186227","SAL","BAR1","Annual Report October 1, 2006- September 30, 2007 Endangered Species Act Section 10(a)1(B) Permit for the Incidental Take of the Barton Springs Salamander for the Operation and Maintenance of Barton Springs Pool and Adjacent Springs","CM-08-01","294","2009"
"186253","AST","GENERAL","Comparison of Water Quality Data at Testudo Tube Cave Before and After Construction","SR-09-08","177","2009"
"186236","EII","BAR1","Barton Springs Algae","SR-08-01","2390","2008"
"186298","GENERAL","EBO2,EBO3,ONI2,SHL4,TAN2,TAN3,WLN2,WLN3,WLN4,WLN5,WLR2,WLR3,WMS1,WMS2","Linking BMPs to Receiving Water Impact Mitigation in Austin, TX","SR-05-07","5625","2005"
"206587","SAL","BAR1,LBL","Estimating population trends for the Barton Springs Salamander","SR-12-01","8315","2011"
"203081","AST","BUL3,PAN1,WBL2","BCP 2012 Annual Report Summary of Tracing for Four Points","DR-12-07","594","2012"
"202220","GENERAL","BAR1,BAR2","Enhanched Roadway Runoff Best Management Practices","Final Report","11478","1996"
"186140","AST","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER1,BER2,BER3,BLU3,LBR1,LBR2,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,SLA1,SLA2,SLA3,WMS1,WMS2,WMS3","Groundwater Tracing Study of the Barton Springs Segment of the Edwards Aquifer","CM-04-06","138954","2004"
"206593","GENERAL","FOR1,FOR2,FOR3,FOR4","Fort Branch Watershed Water Quality Retrofit Master Plan",,"34059","1994"
"287430","GENERAL","GENERAL","Evaluation of Sand Filter Performance","CN-2010-01","1633","2010"
"186308","EII","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,WMS2","Onion Creek Update 2010","SR-10-15","720","2010"
"186165","GENERAL","GENERAL","Wastewater Disposal Facilities in Hays, Williamson, and Travis Counties","CM-85-03","31461","1995"
"202222","GENERAL","GENERAL","Central Texas Wetland Plants (High Resolution)","CM-13-05","232766","2013"
"186240","AST","BAR1,BAR2,BER1,BER2,BER3,LBL,LBR1,SBG2,SLA1,SLA2,WMS2,WMS3","Barton Springs/Edwards Aquifer Hydrogeology and Groundwater Quality","TM-94-01","12094","1994"
"196403","GENERAL","GENERAL","City Of Austin Invasive Species Management Plan","Book 1","2070","2015"
"186317","EII","BAR1,BAR2,BAR3","Preliminary Report on Nitrate Concentrations in Base Flow in Residential and Golf Course Tributaries to Barton Creek","SR-03-08","152","2003"
"206597","GENERAL","SLA1,SLA2,WMS2","Final Environmental Impact Statement State Highway Loop1 from US Highway 290 West to State Highway 45",,"54731","1987"
"196412","SAL","BAR1,LBL","Data Report For The Barton Springs And Austin Blind Salamanders 2006","DR-07-01","13104","2007"
"186254","ALI","LBL","Contact Recreation in Town Lake as Impacted by Fecal Coliform Bacteria","CM-05-03","49","2005"
"290645","AST","BUL5","Groundwater Characteristics and Age-Dating in the Jollyville Plateau","SR-15-15","2001","2015"
"186250","EII","GENERAL","Common Macroalgae of Central Texas Streams","SR-04-03","648","2004"
"219148","GENERAL","GENERAL","Austin Creeks 1976","Austin Bicentennial Project","30275","1976"
"186348","SAL","BAR1,LBL","Some Water Quality Threats to the Barton Springs Salamander at Low Flows","SR-04-06","3378","2004"
"254063","GENERAL","GENERAL","WASP Model Analysis of a City of Dripping Springs Proposed Wastewater Treatment Plant Discharge to Onion Creek","SR-16-05","875","2016"
"186315","AST","BUL2","Potential Sources for the High Nitrate Levels in Stillhouse Hollow Spring","SR-05-06","1493","2005"
"186294","ALI","LKA","Lake Austin and Lake Travis Algae Counts","SR-10-13","165","2010"
"186258","GENERAL","GENERAL","The Diatom Pollution Tolerance Index: Assigning Tolerance Values","SR-02-02","436","2002"
"196469","AST","BER2,SLA1,SLA2,WLN4,WMS2","Delineating Source Areas to Cave Drips and Cave Streams","National Cave and Karst Research Institute Symposium

National Cave and Karst Research Institute Symposium

National Cave and Karst Research Institute Symposium","2417","2013"
"186138","EII","FOR1,FOR2,FOR3,FOR4","Fort Branch Watershed Erosion Assessment","CN-97-06","104378","1997"
"186268","EII","GENERAL","Environmental Integrity Index Phase 1 (2003) Watersheds Report","SR-06-04","9598","2006"
"290637","GENERAL","GENERAL","Modeling Sedimentation-Filtration Basins for Urban Watersheds Using Soil and Water Assessment Tool",,"1492","2013"
"186369","SAL","BUL2,BUL3,BUL4,BUL5,LKC2,LKC3,PAN1,RAT2,SHL3,SHL4,WBL2","Jollyville Plateau Water Quality and Salamander Assessment","CM-01-04","147987","2001"
"203084","GENERAL","GENERAL","Functional Approach to Riparian Restoration","SR-12-05","2776","2013"
"186234","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6","Barton Creek Surface Water Algae Update 2006","SR-07-09","652","2007"
"186371","AST","BUL3","Preconstuction Groundwater Assessment for the Jollyville Transmission Main WTP4","CN-10-01","76643","2010"
"186160","GENERAL","BMK2,BOG3,LBL,TAN3,WLR1,WLR2,WLR3","Waller Creek Basin Retrofit Study - An EPA Grant Project","CM-96-02","83458","1996"
"186171","EII","WMS1,WMS2,WMS3","Williamson Creek Watershed Erosion Assessment","CN-97-04","217377","1997"
"264867","SAL","BAR1","Annual Report 2002 of Salamander Captive Breeding Program",,"448","2003"
"196471","AST","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BEE3,BER1,BER2,BER3,EAN1,EAN2,EBO1,EBO2,LBA1,LBA2,LBA3,LBL,LBR1,LBR2,ONI3,ONI4,ONI5,ONI6,RIN2,SBG1,SBG2,SLA1,SLA2,SLA3,WBO1,WBO2,WBO3,WMS2,WMS3","Concentrations And Isotopic Compositions Of Nitrate And Wastewater Compounds In The Barton Springs Zone","CM-11-02","5436","2011"
"264871","GENERAL","GENERAL","Riparian Forest Carbon Offset Quantification Summary of 2015 Results","DR-16-07","1477","2016"
"207741","EII","ONI5,ONI6","Flow measurements in relation to a proposed Dripping Springs wastewater discharge to Onion Creek","DR-14-02","4464","2014"
"287469","EII","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6","Onion Creek Floodplain Modeling and Mapping Phase 2 - Risk Identification and Mitigation","Flood Mitigation Analyses Executive Summary & Technical Report","23148","2017"
"290631","SAL","BAR1","Salamander Density in Barton Springs Pool is Positively Correlated with Proximity to Spring Outlets","DR-18-04","505","2017"
"196393","SAL","BAR1,LBL","Annual Report 2003-2004 To USFWS For Operation Of Barton Springs","CM-04-01","721","2005"
"186162","EII","WLN1,WLN2,WLN3,WLN4,WLN5","Walnut Creek Watershed Environmental Management and Planning Study","CM-85-02","36643","1985"
"192035","GENERAL","GENERAL","State of Our Environment Report 2012","CM-13-04","3347","2013"
"186214","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,WMS2","Barton Creek Watershed Mapping Project","CN-02-01","51033","2002"
"261630","GENERAL","GENERAL","Fiscal Year 2015 - 2016 Watershed Protection Master Plan","CM-16-04","50600","2016"
"186223","GENERAL","GENERAL","An Estimate of Sealant Wear Rates in Austin, TX","SR- 07-01","659","2006"
"196464","AST","BER2,LBR1,SLA2","Understanding Upland Recharge for Geologic Assessments Field Trip Guide","TM-09-01","19917","2010"
"186261","EII","BER2,BER3,LBR1","Predicted Impacts from the Proposed Hays County Water Control and Improvement District #1 Discharge in Bear Creek and Barton Springs","SR-06-07","3077","2006"
"196426","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BLU1,BLU2,BLU3,BMK2,BUL2,DRN1,DRN2,EBO1,EBO2,EBO3,JOH1,LBL,LKA,SHL1,SHL2,SHL3,SHL4,TAN3,WBO1,WBO2,WBO3,WLR1,WLR2,WLR3,WMS2","QA and QC on Citizen Monitoring Results","N/A","12068","1991"
"206602","GENERAL","WLN1,WLN2","Crystal Brook Flood Control Study Supplemental Information and Evaluation",,"100958","2000"
"186270","EII","BAR4,BEE1,BEE2,BEE3,BER1,BER2,BER3,BUL1,BUL2,BUL3,BUL4,BUL5,CAR1,CAR2,CCW1,DRN1,DRN2,EAN1,EAN2,LBA1,LBA2,LBA3,LBE1,LBR1,LBR2,LKA,LKC1,LKC2,LKC3,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,PAN1,RAT1,RAT2,SBG1,SBG2,SHL3,SLA1,SLA2,SLA3,TYN1,TYS1,WBL1,WBL2,WMS2","EII Phase II (2004) Watersheds Report","SR-06-01","22853","2004"
"240265","GENERAL","GENERAL","Watershed Protection Master Plan","2015 Update of 2001 Master Plan","45620","2015"
"186367","GENERAL","BUL5","Pilot Study Tributary 6 Bull and West Bull Crek Watershed Management Study","CN-03-01","27654","2003"
"186136","GENERAL","CRN1,LBL,LKA,WBO1,WBO2,WLR1","Final Report of the Nationwide Urban Runoff Program in Austin, Texas","CN-83-01","142840","1983"
"186295","ALI","BEE1,BRW1,CRN1,DRN1,LBL,LKA,PAN1,RDR1,TRK1,TYN1","Hydrilla Growth on Lake Austin, Austin Texas 2005","SR-06-03","1062","2005"
"186344","EII","BMK2,BOG3,LBL,TAN3,WLR1,WLR2,WLR3","Waller Creek Status Report 2002","SR-02-04","817","2002"
"196414","GENERAL","SLA2","Fertilizer Leachate Study At The Wildflower Center Data Report Fall 2006","DR-07-03","983","2007"
"186312","ALI","LBL","Town Lake Pictorial Update","SR-01-05","2003","2001"
"186380","EII","BMK1,BMK2,BMK3","Buttermilk Creek Watershed Erosion Assessment","CN-97-15","56832","1997"
"211970","EII","LBL,WLR1,WLR2","Waller Creek Tunnel LA-Qual Dissolved Oxygen Model for Recirculation Operations","SR-13-08","1177","2013"
"289778","GENERAL","SHL3","Implementation Plan Brentwood Study Area",,"3662","2017"
"186130","GENERAL","BAR1,BAR2","Enhanced Roadway Runoff Best Management Practices","CM-96-03","121255","1996"
"186213","EII","LBL,WBO1,WBO2,WLR1","Water Watchdog Water Quality Report","SR-94-01","38077","1994"
"196453","AST","CCW2","Mabel Davis Park Groundwater Investigation","SR-12-03","675","2011"
"213558","GENERAL","GENERAL","Riparian Function and Benefits in Austin, Texas","SR-14-14","1451","2014"
"186271","EII","CRN1,CTM1,DKR1,DKR3,DRE1,DRE2,ELM1,ELM2,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS1,HRS2,LKA,WLL,MAR1,MAR2,NFD1,ONI4,RIN1,RIN2,RIN3,SFD1,SFD2,WLN2,WLN5","Environmental Integrity Index Phase 3 (2005) Watershed Summary Report","SR-06-10","19082","2006"
"283714","EII","GIL2,GIL3","Summary of Progress in the Implementation Plan for the Gilleland Creek Fecal Bacteria Total Maximum Daily Load, 2011-2016","DR-17-07","113","2017"
"251326","SAL","BAR1","Movement, Demographics, and Occupancy Dynamics of a Federally-threatened Salamander: Evaluating the Adequacy of Critical Habitat","DOI 10.7717/peerj.1817","691","2016"
"207740","GENERAL","GENERAL","Riparian Zone Restoration Site Prioritization","SR-12-13","662","2012"
"290646","SAL","BAR1","A Collection of Fish from Parthenia and Old Mill springs, Austin, Texas: Implications for Endangered Salamander Conservation","SR-16-16","672","2016"
"281006","EII","WLN1,WLN2,WLN3,WLN4,WLN5","Walnut Creek Erosion Assessment Volume 1 of 2",,"40189","1997"
"227695","EII","BAR2","Field Investigation Short Spring Branch High Turbidity Investigation","n/a","1106","1998"
"290630","SAL","BAR1","Estimates of Abundance of Barton Springs Salamanders at Eliza Spring using Capture-Mark- Recapture","DR-18-03","397","2017"
"206341","SAL","BAR1","Annual Report to US Fish and Wildlife Service NPDES Permit TXS000401 2000","CM-00-04","36375","2000"
"186307","EII","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,WMS2","The Onion Creek Update Report","CM-02-03","4845","2002"
"206379","EII","GIL6,HRS1,HRS2","Erosion Hazard Zone Mapping and Geomorphic Assessment Volume 3","CN-11-03","95902","2011"
"186311","EII","GENERAL","Austin Area Phosphorus Levels","SR-03-01","1664","2003"
"206586","GENERAL","TAN3","Technical Specifications For The Upper Tannehill Broadmoor And Cameron Wastewater Improvements","Volume 2 of 3","16657","2003"
"225012","EII","FOR2,ONI2,TAN1,TAN2,TAN3,WLR3,WMS1","Reclaimed water irrigation water quality impact assessment, Phase 1 Summary of Results","DR-15-03","1385","2014"
"186163","EII","GIL6,LWA1,LWA2,LWA3,LWA4,RAT2,SHL3,WLN1,WLN2,WLN3,WLN4,WLN5","Walnut Creek Watershed  Environmental Protection Strategies","CM-84-04","30767","1984"
"196435","GENERAL","GENERAL","Chlorinated Water Line Breaks Decay and Ecological Impact in Austin Creeks","SR-11-03","620","2010"
"203088","GENERAL","GENERAL","Central Texas Wetland Plants (Web Resolution)","CM-13-05","6155","2013"
"186279","ALI","DKR1,WLL","First Year Analysis of Lake Walter E. Long","SR-10-09","1240","2010"
"211969","AST","BAR1","WASP modeling of Nutrient Impacts on Benthic Algae Levels in Barton Springs Pool","SR-12-10","4407","2012"
"227696","EII","BAR2","Field Investigation Barton Creek West High Nitrate Discharges","n/a","1106","1994"
"186297","EII","BUL2,SHL3,SHL4","Leachate, Soil and Turf Concentrations of Nutrients from Fertilizer","SR-05-03","6354","2005"
"206595","GENERAL","GENERAL","City of Austin Drainage Utililty Master Plan Information Management Needs Assessment",,"104506","1996"
"186333","GENERAL","GENERAL","The Ecological Response of Small Streams to Stormwater and Stormwater Controls in Austin, Texas USA","CM-04-04","1178","2004"
"186203","GENERAL","BAR1,BRW1,BUL2,CRN1,DRN2,EAN1,LBL,LKA,PAN1,SHL3,TRK1,WBL2,WLN4,WMS2","City of Austin Stormwater Monitoring Program Description","CM-86-06","28062","1986"
"196473","AST","BAR1,BAR2,BEE1,BER1,BER2,BER3,EAN1,EAN2,JOH1,LBE1,LBL,LBR1,LBR2,LKA,ONI3,ONI4,ONI5,SBG1,SBG2,SLA1,SLA2,SLA3,WBO1,WBO2,WBO3,WMS2,WMS3","The Nitrogen Balance of the Barton Springs Segment of the Edwards Aquifer","DR-12-04","1330","2012"
"196401","ALI","CRN1,LKA","Lake Austin Task Force Report And Recommendations","CM-13-06","795","2013"
"206588","GENERAL","FOR2,TAN2","Project Manual Volume 1 of 2 Austin Clean Water Program Upper Tannehill Lower Fort Branch Manor Hills Line",,"26396","2003"
"206338","SAL","BAR1,LBL","Environmental Assessment for A Major Amendment and Extension of the Barton Springs Salamander Section 10(A)(1)(B) Permit","CN-13-01","23955","2013"
"196419","SAL","BAR1,LBL","Proposed Sampling Frequency for Barton Springs Salamanders Preliminary Analysis","DR-12-01","2748","2012"
"196407","EII","WLN1,WLN2,WLN3,WLN4","Walnut Creek Bug Update 1996 to 2002","DR-03-01","1518","2003"
"290629","GENERAL","GENERAL","Development of SWAT Algorithms for Modeling Urban Best Management Practices",,"2223","2011"
"290634","GENERAL","GENERAL","City of Austin Hydrologic Model Development and Implementation",,"6588","2009"
"186360","GENERAL","GENERAL","State of the Environment Report 2006","CM-06-03","2625","2006"
"290643","GENERAL","GENERAL","Comparing the Changes in Hydrology due to Different Development Regulations using Sub-Daily SWAT","SR-13-21","934","2013"
"274012","EII","SHL1,SHL2","Lower Shoal Creek Flood Mitigation Study - Exhibits from March 2017 Meeting","CN-17-01","59186","2017"
"223700","AST","LBR1,ONI4","Hudson Ranch aka Jeremiah Ventures Phase 2 Geologic Assessment","SR-13-19","9647","2013"
"206340","SAL","BUL2,BUL3,BUL4,BUL5,SHL3","Jollyville Plateau Salamander Interim Report 2013 for the Balcones Canyonlands Preserve","DR-14-01","964","2013"
"186377","EII","BLU1,BLU2,BLU3","Blunn Creek Watershed Erosion Assessment","CN-97-17","75834","1997"
"230085","SAL","BAR1,LBL","Monitoring DDT and PAHs in Barton Springs Sediment","SR-15-05","4380","2015"
"203114","GENERAL","GENERAL","Introduction to Watershed Management PowerPoint Presentation","PP-13-01","32191","2013"
"196400","GENERAL","GENERAL","Coal-Tar Based Pavement Sealant Toxicity To Freshwater Macroinvertebrates","N/A","472","2010"
"186147","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,WMS2","NPDES Storm Water Permit Biological Assessment","CM-98-01","108345","1998"
"186217","EII","GENERAL","Action Plan Items Related to EII Site Scores Fiscal Year 2005","SR-05-08","91","2005"
"196454","AST","JOH1,LBL","Investigation of Groundwater At Deep Eddy Pool","SR-12-04","2833","2011"
"207738","EII","BOG3","Willowbrook Reach Riparian Restoration Case Study","SR-13-04","2326","2013"
"186310","EII","BAR4,BEE1,BEE2,BEE3,BER1,BER2,BER3,BUL1,BUL2,BUL3,BUL4,BUL5,CAR1,CAR2,CCW1,DRN1,DRN2,EAN1,EAN2,LBA1,LBA2,LBA3,LBE1,LBR1,LBR2,LKA,LKC1,LKC2,LKC3,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,PAN1,RAT1,RAT2,SBG1,SBG2,SHL3,SLA1,SLA2,SLA3,TYN1,TYS1,WBL1,WBL2,WMS2","Environmental Integrity Index (EII) Phase 2 (2001) Watersheds Report, Austin, Texas","SR-03-11","7963","2003"
"186326","EII","GENERAL","Comparison of Austin-Area Stream Sediments to Sediment Quality Guidelines","SR-02-06","473","2002"
"196474","AST","BAR1","Predictions Of Decreases In Barton Springs Discharge During Drought","DR-12-05","650","2012"
"186235","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6","Barton Creek Watershed Model Study","CM-97-01","1659","1997"
"186173","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER1,BER2,BER3,BLU3,LBR1,LBR2,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,SLA1,SLA2,SLA3,WMS1,WMS2,WMS3","Barton Springs Zone Retrofit Master Plan Study Final Report Volume III: Water Quality Retrofit Evaluation","CM-95-02","170452","1995"
"196438","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,WMS2","Barton Creek Update Report 2010","SR-11-06","484","2010"
"186359","GENERAL","GENERAL","State of the Environment Report 2005","CM-05-05","1374","2005"
"186175","EII","BMK2,BOG3,LBL,TAN3,WLR1,WLR2,WLR3","Preliminary Ecological Assessment of Waller Creek","CN-75-01","10727","1975"
"287864","EII","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6","Onion Creek Flood Control Study",,"27884","1997"
"186230","SAL","BAR1","Annual Report 2001 to USFWS for the Operation of Barton Springs Pool","CM-02-04","7611","2001"
"186244","EII","BUL1,BUL2,BUL3,BUL4,BUL5","Bull Creek Water Quality Update 2001","SR-01-2","293","2001"
"199181","EII","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Chlordane Levels in Fish from Town Lake","March-April 1994 Survey","2582","1994"
"186174","EII","BUL2,SHL1,SHL2,SHL3,SHL4","Preliminary Ecological Assessment of Shoal Creek","CN-74-01","9010","1974"
"186221","EII","LBL","Evaluation of Algae Bloom Action Level With Regards to Counting Methodology and Historical Data","SR-04-08","872","2004"
"186321","ALI","BEE1,BRW1,CRN1,DRN1,LBL,LKA,PAN1,RDR1,TRK1,TYN1","A Review of Lake Austin Sediment Quality: 1987-2009","SR-10-14","2637","2010"
"186363","GENERAL","GENERAL","State of the Environment Report 2010","CM-10-01","1816","2010"
"186324","EII","JOH1,SHL2,SHL3,WLR2","Rosedale and Ridgelea Neighborhood: Water Quality Improvements","CM-04-03","3149","2004"
"214824","GENERAL","GENERAL","State of the Environment Report 2013","CM-14-01","2768","2014"
"186188","GENERAL","BAR1,BAR2,BER3,BOG1,BUL1,FOR1,LBL,LKA,ONI2,ONI4,SHL1,SLA3,WBL1,WLN1,WLR2,WLR3,WMS3","Storm Runoff and Baseflow Water Quality Modeling Studies for Austin Creeks","CM-90-02","20212","1990"
"196409","ALI","LBL,WBO1,WBO2","Town Lake Goals Current Status","DR-04-02","1195","2004"
"186148","AST","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BLU3,SLA1,SLA3,WMS1,WMS2,WMS3","Preliminary Report on Groundwater Tracing Studies with the Barton and Williamson Creek Watersheds","CM-98-02","24401","1998"
"276629","EII","BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,LKA,LKC3,PAN1,SHL3,WBL1,WBL2","Bull and West Bull Creek Watershed Management Study: A Conceptual Plan to Implement Low-Impact Development Solutions for Bull Creek",,"11851","2003"
"186249","GENERAL","GENERAL","The Water Resource Information System","SR-03-10","322","2003"
"196475","AST","BAR1","Durations And Frequencies Of Low Do And Flow At Barton Springs During Droughts","DR-12-06","1304","2012"
"225010","GENERAL","LBL,LWA1,SHL3,TAN2,TAN3","Sapling Survival Assessment, Examining Success of One Urban Riparian Restoration Tool in Austin, Texas","SR-14-13","1006","2014"
"206585","GENERAL","GENERAL","Water Quality Monitoring Program",,"12691","1994"
"223708","SAL","BAR1","Habitat Management Plans for the Barton Springs Pool Habitat Conservation Plan","SR-14-17","175","2014"
"252972","SAL","BAR1","Eliza Springs Daylighting Project Site Development Plans","CM-16-02","43111","2016"
