"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-03T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2021-08-06T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2016-035997 OL","Active","8404 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-03T00:00:00.000","3149935","10081264","8404 GARCREEK CIR
AUSTIN, TX 78724
(3149935.0, 10081264)","0217380327"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","NOV Sent","2022-06-01T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2017-126234 OL","Active","1190 AIRPORT BLVD","AUSTIN","TX","78702","130","NOV Sent","2021-08-04T00:00:00.000","3127440.519999996","10073640.510000005","1190 AIRPORT BLVD
AUSTIN, TX 78702
(3127440.519999996, 10073640.510000005)","0209150202"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-031226 OL","Closed","2425 CROMWELL CIR","AUSTIN","TX","78741","1","Inspection Performed","2021-08-02T00:00:00.000","3121692.25","10055203","2425 CROMWELL CIR
AUSTIN, TX 78741
(3121692.25, 10055203)","0310080101"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2021-135287 OL","Active","5800 TECHNI CENTER DR","AUSTIN","TX","78721","312","Inspection Performed","2022-06-02T00:00:00.000","3136581.723749995","10075175.559375003","5800 TECHNI CENTER DR
AUSTIN, TX 78721
(3136581.723749995, 10075175.559375003)","0211260108"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-08-04T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2015-112962 OL","Active","3138 MANOR RD","AUSTIN","TX","78723","18","Inspection Performed","2021-08-02T00:00:00.000","3126403.25","10077918","3138 MANOR RD
AUSTIN, TX 78723
(3126403.25, 10077918)","0214150201"
"2020-139697 OL","Active","12151 N IH 35 SVRD NB","AUSTIN","TX","78753","360","Inspection Performed","2021-08-06T00:00:00.000","3135985.170000002","10117220.030000001","12151 N IH
AUSTIN, TX 78753
(3135985.170000002, 10117220.030000001)","0251210402"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-05T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2019-176017 OL","Active","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","NOV Sent","2021-08-06T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-05T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-118063 OL","Closed","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","NOV Sent","2021-08-06T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2016-056427 OL","Active","8312 N IH 35 SVRD SB","AUSTIN","TX","78753","288","NOV Sent","2021-08-06T00:00:00.000","3128227.1506250054","10099667.473749995","8312 N IH
AUSTIN, TX 78753
(3128227.1506250054, 10099667.473749995)","0235160412"
"2015-101975 OL","Active","2400 WICKERSHAM LN","AUSTIN","TX","78741","162","Inspection Performed","2021-08-04T00:00:00.000","3120814.25","10056202","2400 WICKERSHAM LN
AUSTIN, TX 78741
(3120814.25, 10056202)","0310080501"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-05T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","NOV Sent","2021-08-04T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-06-02T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2021-08-05T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-08-05T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-08-04T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2020-139645 OL","Active","8402 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-03T00:00:00.000","3149859.5","10081222","8402 GARCREEK CIR
AUSTIN, TX 78724
(3149859.5, 10081222)","0217380328"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-11-22T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2022-06-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-23T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-11-22T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-23T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-06-03T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-23T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2018-170898 OL","Active","8071 N LAMAR BLVD NB","AUSTIN","TX","78753","176","Inspection Performed","2021-11-24T00:00:00.000","3123583.25","10100179","8071 N LAMAR BLVD
AUSTIN, TX 78753
(3123583.25, 10100179)","0236120208"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-24T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045171 OL","Active","1012 REINLI ST","AUSTIN","TX","78723","42","Inspection Performed","2021-11-22T00:00:00.000","3125561.5","10089256","1012 REINLI ST
AUSTIN, TX 78723
(3125561.5, 10089256)","0224140502"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-11-24T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-11-24T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","NOV Sent","2021-11-24T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-11-22T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","NOV Sent","2021-11-24T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-24T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2021-134860 OL","Active","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-11-22T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","NOV Sent","2022-06-02T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","NOV Sent","2021-11-24T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2022-05-31T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-11-22T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-22T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-11-23T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-23T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-11-23T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2017-126303 OL","Closed","6855 E US 290 HWY SVRD EB","AUSTIN","TX","78723","249","Inspection Performed","2022-06-01T00:00:00.000","3131259.760625","10090288.443125","6855 E US 290 HWY
AUSTIN, TX 78723
(3131259.760625, 10090288.443125)","0225200203"
"2017-126234 OL","Active","1190 AIRPORT BLVD","AUSTIN","TX","78702","130","Inspection Performed","2022-05-31T00:00:00.000","3127440.519999996","10073640.510000005","1190 AIRPORT BLVD
AUSTIN, TX 78702
(3127440.519999996, 10073640.510000005)","0209150202"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-06-02T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2017-126278 OL","Active","11411 RESEARCH BLVD SVRD NB","AUSTIN","TX","78759","352","Inspection Performed","2022-06-03T00:00:00.000","3112501.5","10122704","11411 RESEARCH BLVD
AUSTIN, TX 78759
(3112501.5, 10122704)","0259021101"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-01T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-02T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2014-118065 OL","Closed","1300 SOUTHPORT DR","AUSTIN","TX","78704","50","Inspection Performed","2022-06-02T00:00:00.000","3104435.430000007","10057672.469999999","1300 SOUTHPORT DR
AUSTIN, TX 78704
(3104435.430000007, 10057672.469999999)","0407070129"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-06-03T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2022-06-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2022-05-31T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2022-06-03T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","Inspection Performed","2022-05-31T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-12-21T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-07-22T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-04-12T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-01T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","1999-08-02T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-27T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2022-05-31T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","1999-08-26T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2018-09-05T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-10T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2018-151137 OL","Active","5800 WELLINGTON DR","AUSTIN","TX","78723","86","Inspection Performed","2022-03-16T00:00:00.000","3131148.5","10086648","5800 WELLINGTON DR
AUSTIN, TX 78723
(3131148.5, 10086648)","0221190711"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-10T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-07-23T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-02T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-09-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-01-19T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-27T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-118065 OL","Closed","1300 SOUTHPORT DR","AUSTIN","TX","78704","50","Inspection Performed","2022-03-15T00:00:00.000","3104435.430000007","10057672.469999999","1300 SOUTHPORT DR
AUSTIN, TX 78704
(3104435.430000007, 10057672.469999999)","0407070129"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2018-09-26T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-09-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-05-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2018-151137 OL","Active","5800 WELLINGTON DR","AUSTIN","TX","78723","86","Inspection Performed","2022-03-16T00:00:00.000","3131148.5","10086648","5800 WELLINGTON DR
AUSTIN, TX 78723
(3131148.5, 10086648)","0221190711"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-09-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-10T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2021-09-01T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
