TCAD or WCAD Property ID (s),Auditor,Company,Duct System 1 - Type,Duct System 2 - Type,Duct System 1 - RValue,Duct System 2 - RValue,Duct System 1 - Return Sizing,Duct System 2 - Return Sizing,Duct System 1 - % Leakage,Duct System 2 - % Leakage,System 1 - Location Air Handler,System 2 - Location Air Handler,System 1 - Air Handler Type,System 2 - Air Handler Type,System 1 - Age (years),System 2 - Age (years),System 1 - EER,System 2 - EER,System 1 - sqft/ton,System 2 - sqft/ton,Water Heater - Fuel Type,Water Heating - Tank Type,Toilet Type,Programmable Thermostat Present,Window Screen Area Recommended (sqft),Furnace - Fuel Type,Audit Date,Attic R-Value,Recommended Additional R-Value,Year Built,Bedrooms,Conditioned (sqft),Attic (sqft),Home_Type,As of,Address,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes,Zip Codes
320821,Amir Faghih,APPROVED ENERGY AUDITS,Sheet_Metal,,5,,Inadequate,,22,,Closet,,Up Flow,,17,,9.5,,412,,Elec,Tank,Standard,Y,42,Gas,09/21/2010 12:00:00 AM,11,27,1972,3,1032,860,Single Family,05/20/2014 12:00:00 AM,"5123 MEADOW CREEK DR
Austin, Tx 78745
(30.213333985000475, -97.78205967299965)",3,5,3,58,373,23,3259
304272,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,4,,Adequate,,21.1,,Closet,,Up Flow,,21,,11,,607,,Gas,Tank,Water_Saving,Y,195,Gas,03/09/2011 12:00:00 AM,19,19,1975,4,1822,1800,Single Family,05/20/2014 12:00:00 AM,"4602 TRAIL CREST CIRCLE
Austin, Tx 78735
(30.249074728000437, -97.82560922799968)",8,32,2,11,126,49,3251
308371,Ben Stark,AUSTIN AUDITORS,Duct_Board,,,,Adequate,,42,,Closet,,Up Flow,,6,,11.5,,379,,Elec,Tank,Standard,N,30,Gas,08/09/2012 12:00:00 AM,,34,1971,2,947,947,Duplex,05/20/2014 12:00:00 AM,"2015 GATHRIGHT #A
Austin, Tx 78704
(30.232516682000437, -97.78814516999967)",5,9,1,22,217,75,2859
459555,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,,4,,Adequate,,,,Attic,,Horizontal,,10,,9,,383,,Elec,Tank,Water_Saving,Y,0,Elec,07/06/2011 12:00:00 AM,16,,1983,1,574,,Condo,05/20/2014 12:00:00 AM,"301 E 4TH ST 316
Austin, Tx 78701
(30.265343778000442, -97.74057809799967)",9,52,10,60,217,24,2856
153654,Scott Young,"ACCOUNTABLE ENERGY SOLUTIONS, LLC",Duct_Board,Mylar_Flex,6,6,Adequate,Adequate,15,29,Closet,Attic,Up Flow,Horizontal,12,12,10.5,10,465,440,Gas,Tank,Water_Saving,Y,0,Gas,08/30/2011 12:00:00 AM,30,8,1984,3,2056,1362,Condo,05/20/2014 12:00:00 AM,"5109 MCKITTRICK CANYON DR
Austin, Tx 78759
(30.389993409000454, -97.7608753239997)",10,51,5,,540,58,3647
240022,Bob Woerner,BUILDING PERFORMANCE AUDITS,Sheet_Metal,,4,,Inadequate,,53.5,,Closet,,Up Flow,,18,,10.5,,540,,Elec,Tank,Standard,N,71,Gas,11/02/2011 12:00:00 AM,14,24,1966,3,1624,1624,Single Family,05/20/2014 12:00:00 AM,"2807 SILVERWAY
Austin, Tx 78757
(30.354573640000467, -97.7397276909997)",7,3,7,53,217,16,3645
373977,Cody Kasper,ADVANCED ENERGY SOLUTIONS,Grey_Flex,,8,,Adequate,,8,,Attic,,Horizontal,,15,,11.5,,417,,Gas,Tank,Water_Saving,Y,0,Gas,04/20/2011 12:00:00 AM,40,0,1999,3,1670,1670,Single Family,05/20/2014 12:00:00 AM,"11004 BALLYBUNION
Austin, Tx 78747
(30.133958410000446, -97.77895059799965)",5,36,1,,484,4,3261
224651,Charles Hughes,"ENERGO CONSULTANTS, LLC",Grey_Flex,,6,,Inadequate,,9.6,,Attic,,Horizontal,,8,,10.5,,337.3,,Gas,Tank,Water_Saving,Y,174,Elec,05/28/2009 12:00:00 AM,,27.5,1947,2,1012,1012,Single Family,05/20/2014 12:00:00 AM,"5004 SHOALWOOD AVENUE
Austin, Tx 78756
(30.323308781000435, -97.7427325379997)",7,12,7,74,217,7,3644
465500,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,14,,Attic,,Horizontal,,14,,10,,,,Elec,Tank,Standard,Y,0,Elec,08/26/2013 12:00:00 AM,26,12,2000,4,2387,891,Single Family,05/20/2014 12:00:00 AM,"5737 TAYLORCREST DR
Austin, Tx 78749
(30.207308894000448, -97.87339067899967)",8,38,2,,531,53,3638
240706,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,4,,Adequate,,5.1,,Closet,,Up Flow,,19,,9,,537,,Gas,Tank,Standard,Y,91,Gas,08/28/2009 12:00:00 AM,14,24,1973,3,2148,1300,Single Family,05/20/2014 12:00:00 AM,"9603 MONMOUTH CIRCLE
Austin, Tx 78753
(30.35405368500045, -97.67463490999967)",4,47,9,87,217,78,3642
326312,William Sherman,AXIS GREEN SERVICES,Grey_Flex,,6,,Adequate,,15,,Closet,,Up Flow,,15,,4.5,,522,,Gas,Tank,Water_Saving,Y,0,Gas,08/08/2012 12:00:00 AM,17.6,21,1984,3,1566,560,Single Family,05/20/2014 12:00:00 AM,"4304 MANZANILLO DR
Austin, Tx 78749
(30.208546602000467, -97.84762029499967)",8,38,2,,62,53,3638
317820,Gene Bautista,GREEN COLLAR OPERATIONS,Duct_Board,,4,,Adequate,,9.6,,Attic,,Horizontal,,3,,,,,,Gas,Tank,Water_Saving,Y,0,Elec,02/27/2013 12:00:00 AM,38,0,1977,3,1812,1812,Single Family,05/20/2014 12:00:00 AM,"4706 CIRCLE OAK CV
Austin, Tx 78749
(30.21899783100048, -97.84700321799966)",8,38,2,11,531,53,3638
342565,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,6,,Adequate,,8.9,,Attic,,Horizontal,,20,,10.5,,520,,Elec,Tank,Water_Saving,N,60,Elec,08/22/2013 12:00:00 AM,30,8,1995,3,1309,,Duplex,05/20/2014 12:00:00 AM,"9614 NIGHT JAR DR A
Austin, Tx 78748
(30.181616681000435, -97.8347161539997)",5,37,1,,62,22,3637
284961,Aaron Capps,AUSTINTEXAS ENERGY AUDITS,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,34,31,Garage,Closet,Up Flow,Up Flow,6,16,12,10,482,362,Elec,Tank,Standard,N,0,Gas,08/24/2011 12:00:00 AM,6,32,1964,3,1449,1400,Duplex,05/20/2014 12:00:00 AM,"1713 TAYLOR GAINES ST
Austin, Tx 78741
(30.240334970000447, -97.73241277799968)",9,8,10,64,309,55,3256
216586,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,,6,,Adequate,,9.8,,Closet,,Up Flow,,8,,11,,518,,Gas,Tank,Standard,Y,0,Gas,05/01/2012 12:00:00 AM,38,0,1954,3,1295,1100,Single Family,05/20/2014 12:00:00 AM,"1615 SUFFOLK DR
Austin, Tx 78723
(30.307784726000477, -97.69668269499965)",4,19,9,84,309,33,3239
501211,Ronald Holan,GREEN YOUR HUT,Sheet_Metal,,2,,Inadequate,,14,,Closet,,Up Flow,,9,,9.5,,601,,Elec,Tank,Water_Saving,Y,54,Elec,04/16/2010 12:00:00 AM,18,20,1972,3,2105,1725,Single Family,05/20/2014 12:00:00 AM,"11603 FEBRUARY DR
Austin, Tx 78753
(30.378520033000484, -97.66421092199965)",1,47,8,,217,78,3642
304496,Scott Lawton Phillips,ENERGY ACTION,Duct_Board,,4,,Inadequate,,8,,Garage,,Up Flow,,11,,10.5,,499,,Gas,Tank,Standard,N,84,Gas,04/28/2010 12:00:00 AM,18,20,1975,3,1496,1221,Single Family,05/20/2014 12:00:00 AM,"4605 FIELDSTONE DR
Austin, Tx 78735
(30.248885222000467, -97.82639212299966)",8,32,2,11,126,49,3251
457883,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,11,15,Attic,Attic,Horizontal,Horizontal,11,11,11,11,578,578,Elec,Tank,Water_Saving,Y,0,Elec,08/28/2013 12:00:00 AM,30,0,2002,4,3466,2252,Single Family,05/20/2014 12:00:00 AM,"9625 RAINLILY LN
Austin, Tx 78759
(30.405573132000484, -97.7763756919997)",10,51,5,,540,58,3647
222122,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,20,,Closet,,Up Flow,,9,,12,,567,,Elec,Tank,Water_Saving,Y,0,Gas,08/14/2013 12:00:00 AM,25,0,1955,3,1418,1418,Single Family,05/20/2014 12:00:00 AM,"1405 LARKWOOD DR
Austin, Tx 78723
(30.31299494300049, -97.69963068999965)",4,19,9,84,309,33,3239
138570,Bill Deatrick,"360 HOME INSPECTION, LLC",Mylar_Flex,,6,,Adequate,,9,,Attic,,Horizontal,,6,,3.5,,458,,Gas,Tank,Water_Saving,Y,30,Elec,05/15/2013 12:00:00 AM,28,10,1966,5,3057,3057,Single Family,05/20/2014 12:00:00 AM,"6903 STAHL CV
Austin, Tx 78731
(30.359984023000436, -97.77227881899967)",10,17,5,,217,66,3247
211750,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,6,,Adequate,,9.7,,Attic,,Horizontal,,6,,12.5,,451,,Elec,Tank,Water_Saving,Y,45,Elec,07/10/2012 12:00:00 AM,35,3,1940,2,1129,,Single Family,05/20/2014 12:00:00 AM,"1000 E 38TH
Austin, Tx 78705
(30.29523590600047, -97.72204800899965)",9,43,10,50,217,65,2860
148839,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,16.8,,Attic,,Horizontal,,,,,,511,,Elec,Tank,Standard,Y,0,Elec,05/15/2012 12:00:00 AM,38,0,1992,4,2046,1650,Single Family,05/20/2014 12:00:00 AM,"6416 DEER HOLLOW LANE
Austin, Tx 78750
(30.37809719900048, -97.78841284699968)",10,39,5,,540,28,3639
372320,John Strand,STAN'S HEATING AND AIR,Mylar_Flex,,6,,Adequate,,12.5,,Garage,,Up Flow,,16,,10,,599,,Elec,Tank,Water_Saving,Y,0,Elec,03/15/2012 12:00:00 AM,38,0,1998,3,1797,1687,Single Family,05/20/2014 12:00:00 AM,"7117 QUIMPER LANE
Austin, Tx 78749
(30.227234215000465, -97.86608523999968)",8,38,2,73,531,53,3638
160135,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,8,,Adequate,,14,,Garage,Attic,Up Flow,Horizontal,,,,,532,,Gas,Tank,Standard,N,0,Gas,03/28/2012 12:00:00 AM,38,0,1984,3,1598,1182,Single Family,05/20/2014 12:00:00 AM,"11801 RAIN FOREST CV
Austin, Tx 78759
(30.420933739000475, -97.75174589499966)",10,51,5,,540,58,3647
510777,Amir Faghih,APPROVED ENERGY AUDITS,Sheet_Metal,,5,,Adequate,,25,,Closet,,Up Flow,,5,,9,,557,,Gas,Tank,Water_Saving,Y,110,Gas,11/09/2010 12:00:00 AM,15,23,1971,4,1952,1650,Single Family,05/20/2014 12:00:00 AM,"5708 CHERRY CREEK
Austin, Tx 78745
(30.21999747300049, -97.80875863399967)",5,5,1,83,373,23,3259
264701,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,5,,Adequate,,25,,Closet,,Up Flow,,20,,8,,495,,Gas,Tank,Water_Saving,N,20,Gas,10/01/2013 12:00:00 AM,15,23,1983,2,990,800,Duplex,05/20/2014 12:00:00 AM,"12331 ALDERBROOK A
Austin, Tx 78758
(30.413694628000485, -97.6988454269997)",7,22,7,,217,18,3646
504637,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,5,,Adequate,,19,,Closet,,Up Flow,,6,,11,,595,,Gas,Tank,Water_Saving,Y,25,Gas,06/27/2009 12:00:00 AM,30,8,1980,3,2084,1000,Single Family,05/20/2014 12:00:00 AM,"12006 WYCLIFF LANE
Austin, Tx 78727
(30.415644166000448, -97.72807191699968)",7,24,7,,540,36,3243
220141,James Moore Mcdonough,"AUSTIN GREEN ENERGY AUDITS, LLC",Mylar_Flex,,3,,Adequate,,33.2,,Closet,,Down Flow,,8,,,,617.5,,Elec,Tank,Standard,N,178,Elec,09/02/2009 12:00:00 AM,31.5,6.5,1950,3,1235,983,Single Family,05/20/2014 12:00:00 AM,"4802 ROWENA AVE
Austin, Tx 78751
(30.312576847000457, -97.72492612499968)",9,6,10,21,217,65,3640
223539,Roland Huettel,"ECO.INSPECTIONS, INC",Sheet_Metal,,2,,Adequate,,7.1,,Closet,,Up Flow,,10,,11,,432,,Gas,Tank,Water_Saving,Y,83,Gas,06/09/2009 12:00:00 AM,16,23,1957,3,1080,1080,Single Family,05/20/2014 12:00:00 AM,"6402 DORCHESTER DR
Austin, Tx 78723
(30.316087437000476, -97.68622909599969)",1,19,8,84,309,33,3239
112017,William Marshall,AUSTIN AUDITORS,Sheet_Metal,,4,,Adequate,,9,,Closet,,Up Flow,,19,,9,,429,,Elec,Tank,Standard,Y,165,Elec,04/16/2010 12:00:00 AM,28,0,1924,4,5099,1200,Single Family,05/20/2014 12:00:00 AM,"1700 SAN GABRIEL
Austin, Tx 78701
(30.28186036900047, -97.7490004339997)",9,52,10,60,217,24,2856
234057,James Moore Mcdonough,"AUSTIN GREEN ENERGY AUDITS, LLC",Sheet_Metal,,2,,Inadequate,,19.7,,Closet,,Up Flow,,9,,11.5,,405,,Elec,Tank,Standard,Y,45,Gas,07/14/2009 12:00:00 AM,23,15,1959,3,1420,1420,Single Family,05/20/2014 12:00:00 AM,"102 E CRESTLAND DR
Austin, Tx 78752
(30.337985984000454, -97.7083574189997)",4,40,9,86,217,3,3641
218553,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,4,,Adequate,,12,,Closet,,Up Flow,,9,,6,,540,,Elec,Tankless,Water_Saving,N,114,Gas,05/09/2011 12:00:00 AM,13,25,1955,3,1080,,Single Family,05/20/2014 12:00:00 AM,"5206 ANDOVER PL
Austin, Tx 78723
(30.307110796000472, -97.7002217109997)",4,19,9,84,309,33,3239
532304,Nicholas Wise,1ST CHOICE ENERGY,Sheet_Metal,,,,Inadequate,,56,,Closet,,Up Flow,,5,,,,459,,Elec,Tank,Standard,Y,126,Elec,05/03/2012 12:00:00 AM,,,1975,,1835,,Single Family,05/20/2014 12:00:00 AM,"7508 WOOD CLIFF DR
Austin, Tx 78745
(30.190940354000475, -97.79870181199965)",5,5,1,,373,23,3259
133616,Roland Huettel,"ECO.INSPECTIONS, INC",,Mylar_Flex,,6,Adequate,Adequate,11.8,20.9,Closet,Attic,Up Flow,Horizontal,23,9,,,614,512,Elec,Tank,Standard,Y,0,Elec,02/23/2010 12:00:00 AM,30,8,1991,3,3770,1532,Single Family,05/20/2014 12:00:00 AM,"4812 TWIN VALLEY DR
Austin, Tx 78731
(30.350204354000482, -97.78205848899967)",10,17,5,,217,66,3247
270820,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,,,Closet,,Up Flow,,,,,,,,Gas,Tank,Standard,N,0,Gas,12/02/2010 12:00:00 AM,28.6,9.4,1986,4,1730,1730,Single Family,05/20/2014 12:00:00 AM,"2304 BROUGHTON CT
Austin, Tx 78727
(30.425176295000483, -97.69456852399969)",7,24,7,,540,36,3243
122672,Cindy Valdez,ATX QUALITY ENERGY SERVICES,Grey_Flex,Grey_Flex,8,8,Adequate,Adequate,9,29,Attic,Closet,Horizontal,Horizontal,3,5,11.5,11,450,603,Gas,Tank,Standard,N,245,Gas,09/21/2009 12:00:00 AM,,,1987,5,5059,1800,Single Family,05/20/2014 12:00:00 AM,"3 COLERIDGE LANE
Austin, Tx 78746
(30.320104954000442, -97.82981625099967)",,10,,,540,29,3260
375538,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Mylar_Flex,Mylar_Flex,7,7,Adequate,Adequate,10,9,Attic,Attic,Horizontal,Horizontal,7,19,12.5,10.5,524,531,Gas,Tank,Water_Saving,Y,331,Gas,06/09/2010 12:00:00 AM,26,12,1995,4,3428,1500,Single Family,05/20/2014 12:00:00 AM,"12501 SCATES CT
Austin, Tx 78732
(30.37515749400046, -97.89126223499966)",,15,,,540,21,3248
365655,Bill Deatrick,"360 HOME INSPECTION, LLC",Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,20,18,Attic,Attic,Horizontal,Horizontal,15,16,8.5,8,617,475,Elec,Tank,Water_Saving,Y,0,Elec,04/27/2010 12:00:00 AM,38,,1999,4,2255,1542,Single Family,05/20/2014 12:00:00 AM,"5301 MOON SHADOW DR
Austin, Tx 78735
(30.25606511300049, -97.83547299099968)",8,32,2,11,126,49,3251
R402848,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,14,,Attic,,Horizontal,,13,,11,,,,Elec,Tank,Standard,Y,60,Elec,01/08/2014 12:00:00 AM,22,16,2001,3,1690,816,Single Family,05/20/2014 12:00:00 AM,"14421 LILLEY BROOK CV
Austin, Tx 78717
(30.49475443400047, -97.78325947999969)",6,49,6,,540,47,2862
540642,Sam Bruce,GREEN ZONE HOME,Duct_Board,Duct_Board,4,4,Adequate,Adequate,14,10,Closet,Closet,Up Flow,Up Flow,20,20,11,11,,,Elec,Tank,Water_Saving,Y,112,Elec,04/01/2013 12:00:00 AM,11,27,1981,2,1046,523,Condo,05/20/2014 12:00:00 AM,"1135 248 BARTON HILLS DR
Austin, Tx 78704
(30.242780136000476, -97.76555783599969)",3,9,3,85,64,75,2859
106993,Jeff Geissen,AUSTIN GREEN & CONSERVATION,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,,,Closet,Closet,Up Flow,Up Flow,17,17,10,9,476,476,Gas,Tank,Water_Saving,Y,0,Gas,09/28/2012 12:00:00 AM,30,,1906,4,4710,,Single Family,05/20/2014 12:00:00 AM,"1114 W 9TH ST
Austin, Tx 78703
(30.274796550000474, -97.75523161199965)",9,26,10,72,217,69,2858
216639,William Marshall,AUSTIN AUDITORS,Grey_Flex,,4,,Inadequate,,10,,Garage,,Up Flow,,8,,13,,570,,Gas,Tank,Water_Saving,Y,0,Gas,02/05/2013 12:00:00 AM,6,32,1967,4,1710,1710,Single Family,05/20/2014 12:00:00 AM,"1902 RUNNING BROOK DR
Austin, Tx 78723
(30.306096942000465, -97.69330712699968)",4,19,9,84,309,33,3239
231618,William Sherman,AXIS GREEN SERVICES,Mylar_Flex,,4,,Inadequate,,19,,Closet,,Up Flow,,10,,4,,474,,Gas,Tank,Standard,Y,60,Gas,05/18/2011 12:00:00 AM,18,20,1954,3,1659,1060,Single Family,05/20/2014 12:00:00 AM,"5904 WOODVIEW AVE
Austin, Tx 78757
(30.336069610000436, -97.74374047099968)",7,3,7,53,217,16,3645
221508,Bob Woerner,BUILDING PERFORMANCE AUDITS,Sheet_Metal,,6,,Adequate,,12,,,,Horizontal,,11,,10.5,,580,,Elec,Tank,Water_Saving,N,201,Elec,07/25/2011 12:00:00 AM,0,38,1939,2,1168,1168,Single Family,05/20/2014 12:00:00 AM,"5009 AVENUE F
Austin, Tx 78751
(30.315023836000478, -97.7226354769997)",9,6,10,21,217,65,3640
719189,William Sherman,AXIS GREEN SERVICES,Mylar_Flex,,10,,Adequate,,6,,Attic,,Horizontal,,,,4.5,,306,,Elec,Tankless,Water_Saving,Y,0,Elec,02/11/2014 12:00:00 AM,38,0,1900,5,2945,120,Single Family,05/20/2014 12:00:00 AM,"1312 NEWNING AVE
Austin, Tx 78704
(30.249350696000477, -97.74452099699965)",9,9,10,30,217,75,2859
340264,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,8,,Adequate,,14,,Closet,,Up Flow,,19,,10,,621,,Gas,Tank,Water_Saving,Y,0,Gas,05/11/2012 12:00:00 AM,30,8,1995,4,2484,2484,Single Family,05/20/2014 12:00:00 AM,"9602 TEA ROSE TRAIL
Austin, Tx 78748
(30.187117079000473, -97.84438567299969)",5,37,1,,62,22,3637
332666,James Biddle,QUALITY HOME INSPECTIONS,Duct_Board,,2.6,,Inadequate,,44.7,,Garage,,Up Flow,,10,,,,490.8,,Elec,Tank,Water_Saving,Y,93,Elec,07/13/2009 12:00:00 AM,22,0,1974,3,1227,727,Single Family,05/20/2014 12:00:00 AM,"1103 ECHO LANE
Austin, Tx 78745
(30.198405687000445, -97.79524215199967)",2,5,4,,329,23,3259
370127,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,,6,,Inadequate,,9.4,,Attic,,Horizontal,,6,,11.5,,485,,Elec,Tank,Water_Saving,Y,0,Elec,06/27/2012 12:00:00 AM,22,16,1996,3,2428,,Single Family,05/20/2014 12:00:00 AM,"2204 RODEO
Austin, Tx 78727
(30.427875564000487, -97.69144878899965)",7,24,7,,540,36,3243
R050362,James Davis,ENERGY AUDIT MASTERS,Grey_Flex,Mylar_Flex,5,5,Adequate,Adequate,17.1,36.8,Attic,Closet,Horizontal,Up Flow,5,5,10,8,500,463,Gas,Tank,Standard,Y,299,Gas,07/07/2010 12:00:00 AM,9,29,1987,3,2176,1200,Single Family,05/20/2014 12:00:00 AM,"12911 TANTARA DR
Austin, Tx 78729
(30.45006310900044, -97.76583207799968)",6,30,6,,540,46,3245
505550,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,5,,Adequate,,16,,Closet,,Up Flow,,9,,9,,473,,Gas,Tank,Water_Saving,Y,30,Gas,06/16/2009 12:00:00 AM,13,25,1982,3,1657,800,Single Family,05/20/2014 12:00:00 AM,"12704 PALFREY DR
Austin, Tx 78727
(30.424796099000446, -97.70688401399968)",7,24,7,,540,36,3243
475360,James Davis,ENERGY AUDIT MASTERS,Grey_Flex,,5,,Adequate,,43,,Closet,,Up Flow,,,,11,,420,,Gas,Tank,Water_Saving,Y,112,Gas,08/05/2013 12:00:00 AM,19,19,1984,3,1679,1600,Single Family,05/20/2014 12:00:00 AM,"11504 JUNIPER RIDGE DR
Austin, Tx 78759
(30.421208523000473, -97.76100797799967)",10,51,5,,540,58,3647
501867,Ben Stark,AUSTIN AUDITORS,Sheet_Metal,,4,,Adequate,,14.8,,Closet,,Up Flow,,20,,11.5,,516,,Elec,Tank,Water_Saving,Y,127,Gas,06/14/2012 12:00:00 AM,32,0,1954,3,1550,1550,Single Family,05/20/2014 12:00:00 AM,"11503 HUNTERS LANE
Austin, Tx 78753
(30.382586111000478, -97.68118351099969)",7,47,7,,217,78,3642
136943,Jason French,GREEN AUSTIN ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,9,,Closet,,Up Flow,,2,,13,,365,,Gas,Tank,Water_Saving,Y,0,Gas,02/20/2014 12:00:00 AM,38,0,1970,4,1192,912,Single Family,05/20/2014 12:00:00 AM,"207 WHIPPOORWILL ST
Lakeway, Tx 78734
(30.364033520000476, -97.95096595199965)",,27,,,21,32,3250
251693,Amir Faghih,APPROVED ENERGY AUDITS,Sheet_Metal,,5,,Adequate,,30,,Closet,,Up Flow,,8,,10,,425,,Gas,Tank,Water_Saving,N,0,Gas,05/09/2013 12:00:00 AM,15,23,1972,2,850,700,Duplex,05/20/2014 12:00:00 AM,"10008 QUAIL VALLEY BLVD
Austin, Tx 78758
(30.377327333000437, -97.70976331299966)",4,22,9,16,217,18,3646
476810,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,,6,,Inadequate,,15,,Attic,,Horizontal,,6,,11,,417,,Elec,Tank,Water_Saving,Y,13,Elec,04/30/2013 12:00:00 AM,15,23,1998,2,1668,800,Condo,05/20/2014 12:00:00 AM,"3800 TONKAWA TRL H-1
Austin, Tx 78756
(30.30680640300045, -97.74637104499965)",10,12,5,74,217,7,3644
269154,Brady Zaitoon,ENERGY ACTION,Duct_Board,,6,,Adequate,,27,,Closet,,Up Flow,,6,,10.5,,470,,Gas,Tank,Standard,Y,0,Gas,07/05/2012 12:00:00 AM,23,0,1988,3,1178,1178,Single Family,05/20/2014 12:00:00 AM,"13014 STATON DR
Austin, Tx 78727
(30.420468266000455, -97.6866282419997)",7,24,7,,540,36,3243
373771,Joseph E. Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,6,12,Attic,Attic,Horizontal,Horizontal,18,12,,,500,500,Elec,Tank,Water_Saving,Y,0,Elec,05/10/2010 12:00:00 AM,38,0,1996,3,3150,3150,Single Family,05/20/2014 12:00:00 AM,"10605 RIVER PLANTATION DR
Austin, Tx 78747
(30.14138228900049, -97.78118676299965)",5,36,1,,484,4,3261
212750,Arthur Pannell,"PANNELL POWER, LLC",Sheet_Metal,,4,,Adequate,,9.8,,Attic,,Horizontal,,7,,,,510,,Elec,Tank,Standard,Y,0,Gas,10/30/2010 12:00:00 AM,16,,1919,3,1533,100,Single Family,05/20/2014 12:00:00 AM,"606 W 32ND ST
Austin, Tx 78705
(30.299345807000464, -97.74098790299968)",9,43,10,82,217,50,2860
261470,Scott Freeze,PRECISION INSPECTION,Sheet_Metal,,2,,Inadequate,,16,,Closet,,Up Flow,,19,,10.5,,425,,Elec,Tank,Standard,Y,134,Elec,03/12/2011 12:00:00 AM,8.8,30,1976,3,1700,1332,Single Family,05/20/2014 12:00:00 AM,"4007 CORDOVA
Austin, Tx 78759
(30.404623235000486, -97.7332548929997)",7,51,7,,540,58,3647
207300,Michael Jason French,GREEN AUSTIN ENERGY AUDITS,Mylar_Flex,,6,,,,28,,Closet,,Up Flow,,1,,14,,499,,Gas,Tank,Water_Saving,Y,63,Gas,03/27/2012 12:00:00 AM,24,14,1958,3,1248,1248,Single Family,05/20/2014 12:00:00 AM,"3317 CHERRYWOOD ROAD
Austin, Tx 78722
(30.28912435300049, -97.71523528599965)",9,11,10,63,309,74,2865
313974,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,,,,Adequate,,14.3,,Garage,,Up Flow,,11,,11,,471,,Gas,Tank,Water_Saving,N,48,Gas,01/17/2014 12:00:00 AM,6,32,1953,2,942,900,Single Family,05/20/2014 12:00:00 AM,"4606 MOUNT VERNON DR
Austin, Tx 78745
(30.220067353000445, -97.77986614699967)",5,5,1,58,373,23,3259
R417479,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,11.9,,Attic,,Horizontal,,,,12,,460,,Gas,Tank,Water_Saving,Y,155,Gas,10/28/2013 12:00:00 AM,19,19,2001,3,1379,850,Condo,05/20/2014 12:00:00 AM,"8518 CAHILL DR 50
Austin, Tx 78729
(30.444362545000445, -97.77484069699966)",6,30,6,,540,46,3245
364377,Dennis Williams,QUALITY HOME INSPECTIONS,,,,,,,,,,,,,,,,,,,Gas,Tank,Water_Saving,N,299,Elec,11/30/2009 12:00:00 AM,6,32,1958,2,832,832,Single Family,05/20/2014 12:00:00 AM,"4814 W WILLIAM CANNON DR
Austin, Tx 78749
(30.22435728500045, -97.84581525499965)",8,38,2,11,126,53,3638
318048,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,4,,Adequate,,12,,Closet,,Up Flow,,16,,9,,562,,Elec,Tank,Water_Saving,Y,0,Gas,06/17/2013 12:00:00 AM,25,0,1980,3,1406,1156,Single Family,05/20/2014 12:00:00 AM,"5507 WAGONTRAIN RD
Austin, Tx 78749
(30.223773371000448, -97.85810468899967)",8,38,2,,531,53,3638
323379,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,18,,Closet,,Up Flow,,16,,9,,565,,Elec,Tank,Water_Saving,Y,30,Gas,02/07/2014 12:00:00 AM,22,16,1967,3,1700,1700,Single Family,05/20/2014 12:00:00 AM,"1805 PARKSIDE LN
Austin, Tx 78745
(30.209335418000478, -97.79896238299966)",5,5,1,83,373,23,3259
