"application_type","permit_no","work_type","added_date","issued_date","final_date","expired_date","status","building_area","description","st_no","pre_dir","st_name","suffix","post_dir","city","state","zip","latitude","longitude","location","geolocation"
"USE & OCCUPANCY PERMIT","381671","OCCUPY","2021-05-25T04:05:54.000","2022-04-18T03:04:03.000","2022-04-18T03:04:03.000",,"Finaled","1",,"16233",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125339","-77.167778",,"POINT (-77.167778 39.125339)"
"USE & OCCUPANCY PERMIT","386720","OCCUPY","2022-03-23T10:03:12.000","2022-04-18T02:04:46.000","2022-04-18T02:04:46.000",,"Finaled","1",,"19633",,"FISHER","AVE",,"POOLESVILLE","MD","20837","39.145138","-77.410377",,"POINT (-77.410377 39.145138)"
"USE & OCCUPANCY PERMIT","378229","OCCUPY","2020-11-12T10:11:58.000","2022-04-15T10:04:27.000","2022-04-15T10:04:28.000",,"Finaled","1","Residential Townhouse Lot 11 Block Q -(Building permit 932886)","16334",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.126618","-77.167809",,"POINT (-77.167809 39.126618)"
"USE & OCCUPANCY PERMIT","382999","OCCUPY","2021-08-17T10:08:51.000","2022-04-15T08:04:12.000","2022-04-15T08:04:12.000",,"Finaled","1","RETAIL","9327",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","387028","OCCUPY","2022-04-08T01:04:03.000","2022-04-14T10:04:55.000","2022-04-14T10:04:56.000",,"Finaled","1","FLOORING PRODECTS/ SHOW ROOM","7244",,"MUNCASTER MILL","RD",,"ROCKVILLE","MD","20855","39.145632","-77.145507",,"POINT (-77.145507 39.145632)"
"USE & OCCUPANCY PERMIT","386663","OCCUPY","2022-03-21T11:03:27.000","2022-04-14T10:04:12.000","2022-04-14T10:04:12.000",,"Finaled","1","Wink'd - business use","950",,"SLIGO","AVE",,"SILVER SPRING","MD","20910","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","370177","USE","2019-07-11T12:07:30.000","2022-04-14T10:04:02.000","2022-04-14T10:04:03.000",,"Finaled","1","NEW CONSTRUCTION","5420",,"EDSON","LN",,"ROCKVILLE","MD","20852","39.039939","-77.111338",,"POINT (-77.111338 39.039939)"
"USE & OCCUPANCY PERMIT","381908","OCCUPY","2021-06-08T01:06:24.000","2022-04-13T09:04:13.000",,,"Issued","1","TOWNHOUSE","16231",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.12529","-77.167738",,"POINT (-77.167738 39.12529)"
"USE & OCCUPANCY PERMIT","379210","OCCUPY","2021-01-27T12:01:01.000","2022-04-13T02:04:59.000","2022-04-13T02:04:59.000",,"Finaled","1","TH","8177",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124085","-77.166764",,"POINT (-77.166764 39.124085)"
"USE & OCCUPANCY PERMIT","379332","OCCUPY","2021-02-03T11:02:10.000","2022-04-13T02:04:25.000","2022-04-13T02:04:25.000",,"Finaled","1",,"8169",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124155","-77.16662",,"POINT (-77.16662 39.124155)"
"USE & OCCUPANCY PERMIT","385423","OCCUPY","2022-01-20T11:01:33.000","2022-04-12T10:04:15.000","2022-04-12T10:04:15.000",,"Finaled","1","Office","8380",,"COLESVILLE","RD",,"SILVER SPRING","MD","20910","38.992908","-77.033074",,"POINT (-77.033074 38.992908)"
"USE & OCCUPANCY PERMIT","384436","OCCUPY","2021-11-16T03:11:30.000","2022-04-12T07:04:38.000","2022-04-12T07:04:38.000",,"Finaled","1","YIRASAI SUSHI-- UNIT D","12525",,"PARK POTOMAC","AVE",,"POTOMAC","MD","20854","39.061445","-77.157114",,"POINT (-77.157114 39.061445)"
"USE & OCCUPANCY PERMIT","384774","OCCUPY","2021-12-08T02:12:25.000","2022-04-12T03:04:35.000","2022-04-12T03:04:35.000",,"Finaled","1","ADMINISTRATIVE OFFICES","10109",,"DARNESTOWN","RD",,"ROCKVILLE","MD","20850","39.097625","-77.208111",,"POINT (-77.208111 39.097625)"
"USE & OCCUPANCY PERMIT","379309","OCCUPY","2021-02-02T03:02:28.000","2022-04-08T12:04:07.000","2022-04-08T12:04:07.000",,"Finaled","1","TOWNHOUSE","8153",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124298","-77.166335",,"POINT (-77.166335 39.124298)"
"USE & OCCUPANCY PERMIT","379175","OCCUPY","2021-01-25T02:01:52.000","2022-04-08T10:04:59.000","2022-04-08T10:04:59.000",,"Finaled","1","TH","8163",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124203","-77.166525",,"POINT (-77.166525 39.124203)"
"USE & OCCUPANCY PERMIT","383841","OCCUPY","2021-10-04T01:10:03.000","2022-04-08T10:04:18.000","2022-04-08T10:04:18.000",,"Finaled","1","dental office","4825",,"BETHESDA","AVE",,"BETHESDA","MD","20814","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","384282","OCCUPY","2021-11-04T02:11:26.000","2022-04-08T10:04:16.000","2022-04-08T10:04:17.000",,"Finaled","1","WELLNESS CENTER- IV THERAPY","4923",,"ELM","ST",,"BETHESDA","MD","20814","38.98222","-77.097154",,"POINT (-77.097154 38.98222)"
"USE & OCCUPANCY PERMIT","379324","OCCUPY","2021-02-03T08:02:57.000","2022-04-08T09:04:59.000","2022-04-08T09:04:59.000",,"Finaled","1","U&amp;O for a Townhouse. To gain entry for inspection, Contacts Ed Myers@ 571-268-7826.","8171",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124134","-77.166669",,"POINT (-77.166669 39.124134)"
"USE & OCCUPANCY PERMIT","386783","OCCUPY","2022-03-25T11:03:28.000","2022-04-08T09:04:52.000","2022-04-08T09:04:52.000",,"Finaled","1","CORE AND SHELL - LEVELS 2 - 6 EAST WING (RESIDENTIAL)","8525",,"CHEVY CHASE LAKE","TER",,"CHEVY CHASE","MD","20815","38.995601","-77.075845",,"POINT (-77.075845 38.995601)"
"USE & OCCUPANCY PERMIT","386787","OCCUPY","2022-03-25T12:03:08.000","2022-04-08T09:04:47.000","2022-04-08T09:04:48.000",,"Finaled","1","MIXED USE SHELL AND CORE - 1.5 BELOW PODIUM","8525",,"CHEVY CHASE LAKE","TER",,"CHEVY CHASE","MD","20815","38.995601","-77.075845",,"POINT (-77.075845 38.995601)"
"USE & OCCUPANCY PERMIT","379331","OCCUPY","2021-02-03T11:02:57.000","2022-04-08T09:04:02.000","2022-04-08T09:04:02.000",,"Finaled","1",,"8167",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124178","-77.166571",,"POINT (-77.166571 39.124178)"
"USE & OCCUPANCY PERMIT","364535","OCCUPY","2018-08-06T08:08:29.000","2022-04-08T09:04:00.000","2022-04-08T09:04:01.000",,"Finaled","1","CORE AND SHELL - LEVELS 2-6 WEST WING (RESIDENTIAL)","8525",,"CONNECTICUT","AVE",,"CHEVY CHASE","MD","20815","38.995514","-77.076893",,"POINT (-77.076893 38.995514)"
"USE & OCCUPANCY PERMIT","386892","USE","2022-03-31T09:03:51.000","2022-04-08T02:04:51.000","2022-04-08T02:04:51.000",,"Finaled","1","RESTAURANT","19929",,"FISHER","AVE",,"POOLESVILLE","MD","20837","39.146436","-77.415829",,"POINT (-77.415829 39.146436)"
"USE & OCCUPANCY PERMIT","384937","OCCUPY","2021-12-17T01:12:12.000","2022-04-08T02:04:08.000","2022-04-08T02:04:08.000",,"Finaled","1","Lic# R02535 - Wenyan Li, RMP","18301",,"VILLAGE CENTER","DR",,"OLNEY","MD","20832","39.154732","-77.063511",,"POINT (-77.063511 39.154732)"
"USE & OCCUPANCY PERMIT","379213","OCCUPY","2021-01-27T12:01:10.000","2022-04-07T12:04:05.000","2022-04-07T12:04:05.000",,"Finaled","1","TH","8161",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124225","-77.166476",,"POINT (-77.166476 39.124225)"
"USE & OCCUPANCY PERMIT","379202","OCCUPY","2021-01-27T08:01:02.000","2022-04-07T11:04:51.000","2022-04-07T11:04:51.000",,"Finaled","1","TH","8159",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.12425","-77.166429",,"POINT (-77.166429 39.12425)"
"USE & OCCUPANCY PERMIT","379330","OCCUPY","2021-02-03T11:02:48.000","2022-04-07T11:04:44.000","2022-04-07T11:04:44.000",,"Finaled","1",,"8151",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124322","-77.166286",,"POINT (-77.166286 39.124322)"
"USE & OCCUPANCY PERMIT","378824","OCCUPY","2020-12-30T12:12:21.000","2022-04-07T11:04:28.000","2022-04-07T11:04:28.000",,"Finaled","1","TOWNHOME","8163",,"GREENPOINT","PL",,"ROCKVILLE","MD","20855","39.126285","-77.168152",,"POINT (-77.168152 39.126285)"
"USE & OCCUPANCY PERMIT","379201","OCCUPY","2021-01-27T08:01:15.000","2022-04-07T11:04:23.000","2022-04-07T11:04:23.000",,"Finaled","1","TH","8155",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124274","-77.166382",,"POINT (-77.166382 39.124274)"
"USE & OCCUPANCY PERMIT","379212","OCCUPY","2021-01-27T12:01:19.000","2022-04-07T11:04:00.000","2022-04-07T11:04:00.000",,"Finaled","1","TH","8175",,"TOMPKINS","ST",,"ROCKVILLE","MD","20855","39.124108","-77.166715",,"POINT (-77.166715 39.124108)"
"USE & OCCUPANCY PERMIT","384127","OCCUPY","2021-10-25T12:10:49.000","2022-04-07T09:04:12.000","2022-04-07T09:04:12.000",,"Finaled","1","RESTURANT","13012",,"MIDDLEBROOK","RD",,"GERMANTOWN","MD","20874","39.180589","-77.271723",,"POINT (-77.271723 39.180589)"
"USE & OCCUPANCY PERMIT","382705","USE","2021-07-30T03:07:53.000","2022-04-07T03:04:06.000","2022-04-07T03:04:07.000",,"Finaled","1","SHOWROOM","9329",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","39.008308","-77.039651",,"POINT (-77.039651 39.008308)"
"USE & OCCUPANCY PERMIT","381683","USE","2021-05-25T08:05:43.000","2022-04-05T10:04:58.000","2022-04-05T10:04:58.000",,"Finaled","1","DAYCARE OF 12 CHILDREN OR LESS","13011",,"FREELAND","RD",,"ROCKVILLE","MD","20853","39.069913","-77.089792",,"POINT (-77.089792 39.069913)"
"USE & OCCUPANCY PERMIT","386782","OCCUPY","2022-03-25T11:03:01.000","2022-04-05T08:04:10.000","2022-04-05T08:04:10.000",,"Finaled","1","CORE AND SHELL - P3 - 1st LEVEL &amp; Garage","8525",,"CHEVY CHASE LAKE","TER",,"CHEVY CHASE","MD","20815","38.995601","-77.075845",,"POINT (-77.075845 38.995601)"
"USE & OCCUPANCY PERMIT","386715","OCCUPY","2022-03-23T09:03:56.000","2022-04-04T10:04:03.000","2022-04-04T10:04:03.000",,"Finaled","1","SUITE NO. 340","19110",,"MONTGOMERY VILLAGE","AVE",,"MONTGOMERY VILLAGE","MD","20886","39.170715","-77.205521",,"POINT (-77.205521 39.170715)"
"USE & OCCUPANCY PERMIT","386775","OCCUPY","2022-03-25T09:03:01.000","2022-04-04T07:04:47.000","2022-04-04T07:04:47.000",,"Finaled","1","ONE DAY TENT FOR 4/3 ONLY","5301",,"TUCKERMAN","LN",,"ROCKVILLE","MD","20852","39.031417","-77.102898",,"POINT (-77.102898 39.031417)"
"USE & OCCUPANCY PERMIT","373887","OCCUPY","2020-03-02T03:03:50.000","2022-04-04T03:04:56.000","2022-04-04T03:04:56.000",,"Finaled","1","STORAGE SPACE","11800",,"GLEN","RD",,"POTOMAC","MD","20854","39.057286","-77.244044",,"POINT (-77.244044 39.057286)"
"USE & OCCUPANCY PERMIT","383736","USE","2021-09-28T10:09:04.000","2022-04-01T08:04:17.000","2022-04-01T08:04:17.000",,"Finaled","1","CHANGE OF USE FROM REST TO BUSINESSFCC 268939","2141",,"INDUSTRIAL","PKWY",,"SILVER SPRING","MD","20904","39.053304","-76.969288",,"POINT (-76.969288 39.053304)"
"USE & OCCUPANCY PERMIT","385882","OCCUPY","2022-02-08T03:02:13.000","2022-04-01T03:04:21.000","2022-04-01T03:04:21.000",,"Finaled","1","Restaurant","15918",,"SHADY GROVE","RD",,"GAITHERSBURG","MD","20877","39.118035","-77.183824",,"POINT (-77.183824 39.118035)"
"USE & OCCUPANCY PERMIT","382129","OCCUPY","2021-06-22T11:06:05.000","2022-03-31T07:03:27.000","2022-03-31T07:03:27.000",,"Finaled","1","COMM TH","807",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229853","-77.277866",,"POINT (-77.277866 39.229853)"
"USE & OCCUPANCY PERMIT","385429","OCCUPY","2022-01-20T01:01:46.000","2022-03-30T11:03:30.000","2022-03-30T11:03:30.000",,"Finaled","1","LARGE FAMILY DAY CARE12 CHILDREN MAX","14211",,"BYRNE PARK","DR",,"CLARKSBURG","MD","20871","39.223654","-77.291979",,"POINT (-77.291979 39.223654)"
"USE & OCCUPANCY PERMIT","382158","OCCUPY","2021-06-23T11:06:21.000","2022-03-30T09:03:47.000","2022-03-30T09:03:47.000",,"Finaled","1","COMM TH","809",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229887","-77.277812",,"POINT (-77.277812 39.229887)"
"USE & OCCUPANCY PERMIT","382131","OCCUPY","2021-06-22T11:06:43.000","2022-03-30T09:03:42.000","2022-03-30T09:03:42.000",,"Finaled","1","COMM TH","801",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229732","-77.278019",,"POINT (-77.278019 39.229732)"
"USE & OCCUPANCY PERMIT","374922","OCCUPY","2020-05-12T04:05:57.000","2022-03-30T02:03:07.000","2022-03-30T02:03:07.000",,"Finaled","1","EXPANSION OF EXISTING RESTAURANT","16004",,"SHADY GROVE","RD",,"GAITHERSBURG","MD","20877","39.119904","-77.182102",,"POINT (-77.182102 39.119904)"
"USE & OCCUPANCY PERMIT","382429","OCCUPY","2021-07-15T08:07:13.000","2022-03-29T09:03:05.000","2022-03-29T09:03:06.000",,"Finaled","1","PRETZEL BAKERY","7961",,"TUCKERMAN","LN",,"POTOMAC","MD","20854","39.041257","-77.157729",,"POINT (-77.157729 39.041257)"
"USE & OCCUPANCY PERMIT","386538","OCCUPY","2022-03-15T01:03:02.000","2022-03-29T07:03:38.000","2022-03-29T07:03:38.000",,"Finaled","1","BEAUTY SALON INSIDE OF ASSISTED LIVING FACILITY","8301",,"RIVER","RD",,"BETHESDA","MD","20817","38.998603","-77.170312",,"POINT (-77.170312 38.998603)"
"USE & OCCUPANCY PERMIT","378842","OCCUPY","2021-01-03T11:01:12.000","2022-03-29T03:03:13.000","2022-03-29T03:03:14.000",,"Finaled","1",,"8179",,"GREENPOINT","PL",,"ROCKVILLE","MD","20855","39.12616","-77.168407",,"POINT (-77.168407 39.12616)"
"USE & OCCUPANCY PERMIT","382130","OCCUPY","2021-06-22T11:06:54.000","2022-03-25T11:03:45.000","2022-03-25T11:03:45.000",,"Finaled","1","COMM TH","805",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229817","-77.277924",,"POINT (-77.277924 39.229817)"
"USE & OCCUPANCY PERMIT","382163","OCCUPY","2021-06-23T03:06:17.000","2022-03-25T10:03:54.000","2022-03-25T10:03:55.000",,"Finaled","1","TOWNHOME","811",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229925","-77.277761",,"POINT (-77.277761 39.229925)"
"USE & OCCUPANCY PERMIT","386514","OCCUPY","2022-03-14T10:03:27.000","2022-03-24T12:03:48.000","2022-03-24T12:03:49.000",,"Finaled","1","HAIR SALON SUITES","1776","E","JEFFERSON","ST",,"ROCKVILLE","MD","20852","39.057336","-77.124674",,"POINT (-77.124674 39.057336)"
"USE & OCCUPANCY PERMIT","382164","OCCUPY","2021-06-23T03:06:41.000","2022-03-23T12:03:48.000","2022-03-23T12:03:48.000",,"Finaled","1","TOWNHOME","803",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229781","-77.277974",,"POINT (-77.277974 39.229781)"
"USE & OCCUPANCY PERMIT","380740","OCCUPY","2021-04-09T01:04:57.000","2022-03-23T11:03:32.000","2022-03-23T11:03:33.000",,"Finaled","1","2 OVER 2","16266",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125593","-77.168315",,"POINT (-77.168315 39.125593)"
"USE & OCCUPANCY PERMIT","382152","OCCUPY","2021-06-23T08:06:19.000","2022-03-23T05:03:15.000","2022-03-23T05:03:16.000",,"Finaled","1","TOWNHOME","813",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229967","-77.277703",,"POINT (-77.277703 39.229967)"
"USE & OCCUPANCY PERMIT","386453","OCCUPY","2022-03-09T02:03:42.000","2022-03-23T02:03:51.000","2022-03-23T02:03:52.000",,"Finaled","1","Business","7646",,"STANDISH","PL",,"ROCKVILLE","MD","20855","39.110578","-77.156185",,"POINT (-77.156185 39.110578)"
"USE & OCCUPANCY PERMIT","378766","OCCUPY","2020-12-22T05:12:57.000","2022-03-22T07:03:01.000","2022-03-22T07:03:01.000",,"Finaled","1",,"16130",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124439","-77.166646",,"POINT (-77.166646 39.124439)"
"USE & OCCUPANCY PERMIT","383702","USE","2021-09-24T03:09:45.000","2022-03-22T03:03:02.000","2022-03-22T03:03:02.000",,"Finaled","1","B TO M","4933",,"AUBURN","AVE",,"BETHESDA","MD","20814","38.989438","-77.100591",,"POINT (-77.100591 38.989438)"
"USE & OCCUPANCY PERMIT","384773","OCCUPY","2021-12-08T02:12:02.000","2022-03-18T09:03:12.000","2022-03-18T09:03:12.000",,"Finaled","1","DAYCARE","10107",,"DARNESTOWN","RD",,"ROCKVILLE","MD","20850","39.097885","-77.207836",,"POINT (-77.207836 39.097885)"
"USE & OCCUPANCY PERMIT","385699","OCCUPY","2022-01-28T03:01:51.000","2022-03-17T10:03:47.000","2022-03-17T10:03:48.000",,"Finaled","1","construction trailer","18201",,"CONTOUR","RD",,"MONTGOMERY VILLAGE","MD","20886","39.155596","-77.19704",,"POINT (-77.19704 39.155596)"
"USE & OCCUPANCY PERMIT","378698","OCCUPY","2020-12-18T01:12:50.000","2022-03-16T12:03:39.000","2022-03-16T12:03:39.000",,"Finaled","1","TH","16142",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124369","-77.166787",,"POINT (-77.166787 39.124369)"
"USE & OCCUPANCY PERMIT","378767","OCCUPY","2020-12-22T05:12:37.000","2022-03-16T12:03:25.000","2022-03-16T12:03:26.000",,"Finaled","1",,"16126",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124462","-77.166597",,"POINT (-77.166597 39.124462)"
"USE & OCCUPANCY PERMIT","378755","OCCUPY","2020-12-22T10:12:54.000","2022-03-16T12:03:24.000","2022-03-16T12:03:24.000",,"Finaled","1","4 STORY TOWNHOME","16150",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124323","-77.166884",,"POINT (-77.166884 39.124323)"
"USE & OCCUPANCY PERMIT","378756","OCCUPY","2020-12-22T10:12:30.000","2022-03-16T12:03:21.000","2022-03-16T12:03:21.000",,"Finaled","1","4 STORY TOWNHOME","16154",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124301","-77.166932",,"POINT (-77.166932 39.124301)"
"USE & OCCUPANCY PERMIT","378733","OCCUPY","2020-12-21T01:12:11.000","2022-03-16T12:03:12.000","2022-03-16T12:03:12.000",,"Finaled","1","TOWNHOME","16138",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124392","-77.166743",,"POINT (-77.166743 39.124392)"
"USE & OCCUPANCY PERMIT","384309","OCCUPY","2021-11-08T02:11:36.000","2022-03-16T03:03:23.000","2022-03-16T03:03:23.000",,"Finaled","1",,"19610",,"CLUB HOUSE","RD",,"MONTGOMERY VILLAGE","MD","20886","39.174154","-77.204736",,"POINT (-77.204736 39.174154)"
"USE & OCCUPANCY PERMIT","378742","OCCUPY","2020-12-21T04:12:49.000","2022-03-15T01:03:07.000","2022-03-15T01:03:07.000",,"Finaled","1","TOWNHOME","16146",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124346","-77.166836",,"POINT (-77.166836 39.124346)"
"USE & OCCUPANCY PERMIT","380791","OCCUPY","2021-04-13T09:04:01.000","2022-03-14T12:03:23.000","2022-03-14T12:03:23.000",,"Finaled","1",,"16264",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125485","-77.168374",,"POINT (-77.168374 39.125485)"
"USE & OCCUPANCY PERMIT","384073","OCCUPY","2021-10-20T11:10:01.000","2022-03-14T11:03:52.000","2022-03-14T11:03:53.000",,"Finaled","1","BUILDING PERMIT 946955; RESTAURANT - FRANK PEPE'S PIZZERIA","7101",,"DEMOCRACY","BLVD",,"BETHESDA","MD","20817","39.024358","-77.145864",,"POINT (-77.145864 39.024358)"
"USE & OCCUPANCY PERMIT","378758","OCCUPY","2020-12-22T12:12:42.000","2022-03-14T11:03:49.000","2022-03-14T11:03:49.000",,"Finaled","1","4 STORY TOWNHOME","16114",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.12453","-77.166452",,"POINT (-77.166452 39.12453)"
"USE & OCCUPANCY PERMIT","386256","OCCUPY","2022-02-25T02:02:28.000","2022-03-14T09:03:16.000","2022-03-14T09:03:17.000",,"Finaled","1",,"2730",,"UNIVERSITY","BLVD","W","SILVER SPRING","MD","20902","39.039239","-77.055889",,"POINT (-77.055889 39.039239)"
"USE & OCCUPANCY PERMIT","385666","OCCUPY","2022-01-26T04:01:14.000","2022-03-14T02:03:35.000","2022-03-14T02:03:35.000",,"Finaled","1","TUTORING CENTER","9809",,"MAIN","ST",,"DAMASCUS","MD","20872","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","380807","OCCUPY","2021-04-13T12:04:58.000","2022-03-11T04:03:33.000","2022-03-11T04:03:33.000",,"Finaled","1","TOWNHOUSE","16268",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125541","-77.16842",,"POINT (-77.16842 39.125541)"
"USE & OCCUPANCY PERMIT","380792","OCCUPY","2021-04-13T09:04:16.000","2022-03-11T03:03:18.000","2022-03-11T03:03:18.000",,"Finaled","1",,"16262",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125535","-77.168273",,"POINT (-77.168273 39.125535)"
"USE & OCCUPANCY PERMIT","298867","OCCUPY","2013-08-08T02:08:39.000","2022-03-10T10:03:33.000","2022-03-10T10:03:33.000",,"Finaled","1","CHANGE OF USE: Mercantile to ASSEMBLY

DISTRICT DANCE STUDIO","18012",,"MATENY","RD",,"GERMANTOWN","MD","20874","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","380691","OCCUPY","2021-04-08T09:04:10.000","2022-03-10T08:03:50.000","2022-03-10T08:03:50.000",,"Finaled","1","TOWNHOME","8154",,"VARICK","PL",,"ROCKVILLE","MD","20855","39.125315","-77.167147",,"POINT (-77.167147 39.125315)"
"USE & OCCUPANCY PERMIT","380804","OCCUPY","2021-04-13T11:04:23.000","2022-03-10T07:03:00.000","2022-03-10T07:03:00.000",,"Finaled","1","TOWNHOUSE","16278",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125761","-77.168452",,"POINT (-77.168452 39.125761)"
"USE & OCCUPANCY PERMIT","380757","OCCUPY","2021-04-11T05:04:40.000","2022-03-10T06:03:26.000","2022-03-10T06:03:26.000",,"Finaled","1","2 OVER 2","16270",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125651","-77.168363",,"POINT (-77.168363 39.125651)"
"USE & OCCUPANCY PERMIT","378760","OCCUPY","2020-12-22T12:12:02.000","2022-03-10T03:03:47.000","2022-03-10T03:03:47.000",,"Finaled","1","4 STORY TOWNHOME","16118",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124508","-77.166504",,"POINT (-77.166504 39.124508)"
"USE & OCCUPANCY PERMIT","378695","OCCUPY","2020-12-18T12:12:53.000","2022-03-10T03:03:22.000","2022-03-10T03:03:22.000",,"Finaled","1","TOWNHOUSE","16134",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124414","-77.166694",,"POINT (-77.166694 39.124414)"
"USE & OCCUPANCY PERMIT","378819","OCCUPY","2020-12-30T10:12:43.000","2022-03-09T10:03:50.000","2022-03-09T10:03:50.000",,"Finaled","1","U&amp;O for a Townhouse.To gain entry for inspection, Contact Ed Myers@ 571-268-7826.","16122",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124485","-77.166552",,"POINT (-77.166552 39.124485)"
"USE & OCCUPANCY PERMIT","380671","OCCUPY","2021-04-07T03:04:39.000","2022-03-09T08:03:24.000","2022-03-09T08:03:25.000",,"Finaled","1","TOWNHOME","8150",,"VARICK","PL",,"ROCKVILLE","MD","20855","39.12534","-77.167079",,"POINT (-77.167079 39.12534)"
"USE & OCCUPANCY PERMIT","380756","OCCUPY","2021-04-11T05:04:43.000","2022-03-09T07:03:30.000","2022-03-09T07:03:30.000",,"Finaled","1","2 OVER 2","16272",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.1256","-77.168466",,"POINT (-77.168466 39.1256)"
"USE & OCCUPANCY PERMIT","380758","OCCUPY","2021-04-11T05:04:46.000","2022-03-09T07:03:23.000","2022-03-09T07:03:23.000",,"Finaled","1","2 OVER 2","16274",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125705","-77.168407",,"POINT (-77.168407 39.125705)"
"USE & OCCUPANCY PERMIT","380794","OCCUPY","2021-04-13T09:04:27.000","2022-03-09T07:03:16.000","2022-03-09T07:03:16.000",,"Finaled","1",,"16280",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125712","-77.168555",,"POINT (-77.168555 39.125712)"
"USE & OCCUPANCY PERMIT","385653","OCCUPY","2022-01-26T03:01:34.000","2022-03-08T11:03:28.000","2022-03-08T11:03:28.000",,"Finaled","1","Construction Trailer","9810",,"DARNESTOWN","RD",,"ROCKVILLE","MD","20850","39.096038","-77.204684",,"POINT (-77.204684 39.096038)"
"USE & OCCUPANCY PERMIT","382360","OCCUPY","2021-07-09T12:07:24.000","2022-03-08T10:03:36.000","2022-03-08T10:03:36.000",,"Finaled","1",,"120",,"CLAYBROOK","DR",,"SILVER SPRING","MD","20902","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","370733","OCCUPY","2019-08-14T12:08:41.000","2022-03-07T10:03:05.000","2022-03-07T10:03:05.000",,"Finaled","1","TENANT FIT-OUT (Building permit #885537)#of Employees = 60","7900",,"WOODMONT","AVE",,"BETHESDA","MD","20814","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","381453","OCCUPY","2021-05-14T01:05:19.000","2022-03-07T02:03:16.000","2022-03-07T02:03:17.000",,"Finaled","1","RESTAURANT","11160",,"VEIRS MILL","RD",,"SILVER SPRING","MD","20902","39.036861","-77.054841",,"POINT (-77.054841 39.036861)"
"USE & OCCUPANCY PERMIT","380805","OCCUPY","2021-04-13T12:04:37.000","2022-03-04T08:03:57.000","2022-03-04T08:03:57.000",,"Finaled","1","TOWNHOUSE","16276",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125655","-77.16851",,"POINT (-77.16851 39.125655)"
"USE & OCCUPANCY PERMIT","380738","OCCUPY","2021-04-09T12:04:49.000","2022-03-04T08:03:27.000","2022-03-04T08:03:28.000",,"Finaled","1","2 OVER 2","16288",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.125823","-77.168644",,"POINT (-77.168644 39.125823)"
