"fire_station","fire_station_number","nature_of_911_call","monthly_total","year","month","month_num","station_address"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2019","JANUARY","1","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","3","2017","NOVEMBER","11","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","6","2019","DECEMBER","12","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2018","APRIL","4","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","7","2018","SEPTEMBER","9","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2019","AUGUST","8","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2018","JUNE","6","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2018","MARCH","3","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2018","MAY","5","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","3","2018","AUGUST","8","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","6","2018","JULY","7","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","5","2017","DECEMBER","12","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2019","JUNE","6","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2019","OCTOBER","10","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","4","2018","FEBRUARY","2","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","3","2019","SEPTEMBER","9","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","2","2018","DECEMBER","12","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2018","OCTOBER","10","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2019","APRIL","4","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","4","2017","OCTOBER","10","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","1","2019","MAY","5","13216 New Hampshire Ave Silver Spring, MD 20904"
"Hillandale Volunteer Fire Department (Station 24)","24","OVERDOSE","3","2018","NOVEMBER","11","13216 New Hampshire Ave Silver Spring, MD 20904"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","8","2019","MAY","5","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","4","2018","FEBRUARY","2","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","7","2018","APRIL","4","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","5","2019","DECEMBER","12","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","7","2018","NOVEMBER","11","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","8","2018","OCTOBER","10","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2018","JUNE","6","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2019","NOVEMBER","11","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","5","2018","DECEMBER","12","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","6","2019","AUGUST","8","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","6","2019","JANUARY","1","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2019","FEBRUARY","2","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","7","2019","MARCH","3","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2019","OCTOBER","10","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","2","2017","OCTOBER","10","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","6","2018","MAY","5","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","4","2017","NOVEMBER","11","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","4","2019","JULY","7","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","7","2017","DECEMBER","12","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2018","MARCH","3","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","5","2018","JULY","7","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","13","2019","APRIL","4","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","5","2019","SEPTEMBER","9","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","9","2018","JANUARY","1","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2018","SEPTEMBER","9","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","9","2018","AUGUST","8","13900 Old Columbia Pike Burtonsville, MD 20866"
"Burtonsville Volunteer Fire Department (Station 15)","15","OVERDOSE","3","2019","JUNE","6","13900 Old Columbia Pike Burtonsville, MD 20866"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","7","2018","FEBRUARY","2","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2018","OCTOBER","10","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","9","2019","JUNE","6","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2019","SEPTEMBER","9","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","10","2017","NOVEMBER","11","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","2","2018","JULY","7","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","6","2019","APRIL","4","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","9","2019","OCTOBER","10","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2017","DECEMBER","12","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","2","2017","OCTOBER","10","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","8","2019","MARCH","3","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2018","MAY","5","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","7","2019","NOVEMBER","11","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","2","2018","MARCH","3","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","8","2019","FEBRUARY","2","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","6","2018","JANUARY","1","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2019","JULY","7","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","9","2018","JUNE","6","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","8","2019","JANUARY","1","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","2","2018","SEPTEMBER","9","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","10","2019","MAY","5","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2019","AUGUST","8","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","6","2018","DECEMBER","12","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","8","2018","APRIL","4","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","5","2018","NOVEMBER","11","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","8","2019","DECEMBER","12","14401  Connecticut Ave Layhill, MD 20906"
"Kensington Volunteer Fire Department (Station 25)","25","OVERDOSE","3","2018","AUGUST","8","14401  Connecticut Ave Layhill, MD 20906"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2017","OCTOBER","10","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","6","2018","NOVEMBER","11","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2018","AUGUST","8","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","2","2019","MARCH","3","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","2","2018","JULY","7","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","3","2019","JULY","7","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","2","2018","MARCH","3","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","3","2019","AUGUST","8","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2019","JANUARY","1","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","4","2019","MAY","5","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","3","2018","MAY","5","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","6","2019","JUNE","6","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","2","2019","SEPTEMBER","9","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2017","DECEMBER","12","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","2","2018","SEPTEMBER","9","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","3","2019","NOVEMBER","11","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2017","NOVEMBER","11","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","3","2019","DECEMBER","12","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2018","APRIL","4","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","4","2019","APRIL","4","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","7","2018","OCTOBER","10","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","4","2018","JUNE","6","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (40)","40","OVERDOSE","1","2019","OCTOBER","10","16911 Georgia Ave Olney, MD 20832"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","3","2019","APRIL","4","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","2","2019","NOVEMBER","11","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2019","SEPTEMBER","9","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","3","2019","JANUARY","1","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","AUGUST","8","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","JUNE","6","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","OCTOBER","10","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","MAY","5","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2017","OCTOBER","10","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","2","2019","FEBRUARY","2","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2019","AUGUST","8","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","MARCH","3","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2019","JUNE","6","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2019","MAY","5","17921 Brooke Road Sandy Spring, MD 20860"
"Sandy Spring Volunteer Fire Department (Station 4)","04","OVERDOSE","1","2018","JULY","7","17921 Brooke Road Sandy Spring, MD 20860"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","8","2017","OCTOBER","10","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","JANUARY","1","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2019","FEBRUARY","2","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","3","2019","NOVEMBER","11","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","APRIL","4","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2018","JUNE","6","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2018","OCTOBER","10","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","3","2017","DECEMBER","12","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2019","JUNE","6","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","3","2018","FEBRUARY","2","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2018","AUGUST","8","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","4","2018","NOVEMBER","11","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","JULY","7","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","4","2019","OCTOBER","10","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","SEPTEMBER","9","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","3","2019","JANUARY","1","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","3","2018","DECEMBER","12","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","4","2019","MAY","5","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","5","2019","JULY","7","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","MAY","5","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2019","APRIL","4","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","4","2017","NOVEMBER","11","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2018","MARCH","3","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","2","2019","AUGUST","8","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2019","MARCH","3","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","1","2019","DECEMBER","12","18910 Germantown Road Germantown, MD 20874"
"Kingsview Fire Department (Station 22)","22","OVERDOSE","4","2019","SEPTEMBER","9","18910 Germantown Road Germantown, MD 20874"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","3","2019","MARCH","3","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","SEPTEMBER","9","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","1","2018","MARCH","3","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2018","JULY","7","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","3","2019","JANUARY","1","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2018","OCTOBER","10","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","3","2019","FEBRUARY","2","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","AUGUST","8","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","1","2018","AUGUST","8","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","OCTOBER","10","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","3","2017","OCTOBER","10","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","1","2019","MAY","5","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2018","SEPTEMBER","9","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","1","2019","NOVEMBER","11","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","DECEMBER","12","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","APRIL","4","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","5","2019","JULY","7","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","1","2018","JANUARY","1","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2018","NOVEMBER","11","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2018","APRIL","4","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2017","NOVEMBER","11","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","2","2019","JUNE","6","1945 Seminary Rd Silver Spring, MD 20910"
"Silver Spring Volunteer Fire Department (Station 19)","19","OVERDOSE","3","2018","FEBRUARY","2","1945 Seminary Rd Silver Spring, MD 20910"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2018","AUGUST","8","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2019","SEPTEMBER","9","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2018","JANUARY","1","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2018","SEPTEMBER","9","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2018","APRIL","4","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2019","APRIL","4","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2018","JUNE","6","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2019","JULY","7","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2017","NOVEMBER","11","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2019","MARCH","3","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2018","FEBRUARY","2","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","1","2019","AUGUST","8","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","3","2019","MAY","5","19801 Beallsville Rd Beallsville, MD 20839"
"Upper Montgomery County Volunteer Fire Department (Station 14)","14","OVERDOSE","2","2018","JULY","7","19801 Beallsville Rd Beallsville, MD 20839"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","2","2019","OCTOBER","10","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","3","2018","NOVEMBER","11","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","9","2018","DECEMBER","12","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","2","2019","JANUARY","1","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","6","2019","NOVEMBER","11","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","8","2019","FEBRUARY","2","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","5","2019","MARCH","3","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","5","2017","OCTOBER","10","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","3","2019","APRIL","4","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","4","2017","NOVEMBER","11","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","7","2019","SEPTEMBER","9","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","2","2018","OCTOBER","10","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","4","2017","DECEMBER","12","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","5","2018","JANUARY","1","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","4","2018","SEPTEMBER","9","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","5","2019","DECEMBER","12","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","10","2019","MAY","5","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","3","2018","FEBRUARY","2","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","7","2019","JUNE","6","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","4","2018","AUGUST","8","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","1","2019","JULY","7","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","1","2018","MARCH","3","20001 Crystal Rock Dr Germantown, MD 20874"
