"publication_year","department","dataset_name","description","status","priority","url","score1","score2","score3","score4","score5","score6","score7","score8","score9","score10","score11","score12","total","published_somewhere_already","source_it_system","server_resides_in_county_network","date_range_of_data","data_update_frequency","estimated_annual_of_records","ease_of_publishing","attach_sample_data","frequency_of_data_being_used_consumed","accuracy_of_data","can_the_published_dataset_replace_an_existing_system_or_process","business_contact_name","business_phone","add_remove_rename","original_dataset_name"
"FY24 & Beyond","Environmental Protection","Solid Waste Residential Collection Day lookup","Recycling and trash collection days by geographic area (up-county would only show recycling)",,"P3",,"10","8","10","5","0","0","5","10","5","5","5","5","68","Yes",,"Yes",,"Daily",,,,,,,"Angie Braun","240-777-6488",,
"FY24 & Beyond","Environmental Protection","Tonnage Revenue Reconciliation","The tonnage/revenue reconciliation verifies the proper recording of tons and revenue between the Transfer Station software system (Paradigm) and the Montgomery County general ledger (Oracle) by month and year-to-date. .",,"P5",,"10","2","5","5","5","0","0","0","5","0","0","5","37",,"Excel Spreadsheet","Yes",,"Monthly",,,,,,,"Theresa Souders","240-777-6425",,
"FY17","Ethics Commission","General Outside Employment","Displays all Outside Employment approvals for non-police County employees","Published","P3","https://data.montgomerycountymd.gov/Government/General-Outside-Employment/j6hr-qfpx","10","4","10","5","0","0","5","10","5","10","0","5","64","Yes","Excel","Yes","January 2013-January 2014","Monthly","1200",,"S:\\OE Working Copies\\OE Web Lists\\OE2013GeneralWeb.xls",,,,"Erin Chu","240-777-6676",,
"FY17","Ethics Commission","Lobbying Semi-Annual Activity Reports","Shows all expenses and revenues of registered lobbyists in Montgomery County for a six-month period","Published","P3","https://data.montgomerycountymd.gov/Government/Lobbying-Semi-Annual-Activity/d6t5-ejmw","10","4","10","5","0","0","5","10","5","10","0","5","64","Yes","Online Lobbying Registration and Activity Reporting System","Yes","January 1 - June 30,  2013","Daily","240",,"S:\\Lesser-used folders\\dataMontgomery\\Ethics Commission Lobbying dataMontgomery Proposed Fields.xls",,,,"Erin Chu","240-777-6676",,
"FY20","Ethics Commission","Outside Employment approvals for Montgomery County Police","Displays all outside employment approvals obtained by County police officers","Published","P3","https://data.montgomerycountymd.gov/Government/Outside-Employment/j6hr-qfpx","10","4","10","5","0","0","5","10","5","10","0","5","64","Yes","Excel","Yes","January 2013-January 2014","Monthly","1200",,"S:\OE Working Copies\OE Web Lists\POLICE2013WEB.xls",,,,"Erin Chu","240-777-6676",,
"FY14","Finance","Real Property Tax Rates","Real property tax rate for 2012","Published",,"https://data.montgomerycountymd.gov/dataset/Real-Property-Tax-Rates/es5m-4wf9",,,,,,,,,,,,,,"Yes","Munis",,"2012","Annually","50",,"C:\\OpenData\\Departments\\Finance\\Fields\\Real Property Tax Rate.jpg","Annually",,,"Phavann Chhuan","240-777-8955",,
"FY14","Finance","Spending Disclosure - Fiscal Year 2011","The purpose of this Spending Disclosure dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25, 000 or more in a fiscal year. Note that salary and benefit payments to employees,  pension payments to retirees,  and any information that is confidential under State or Federal law is excluded from disclosure.","Published",,"https://data.montgomerycountymd.gov/Finance-Tax-Property/Spending-Disclosure-Fiscal-Year-2011/9g79-n34u",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Finance","Spending Disclosure - Fiscal Year 2012","The purpose of this Spending Disclosure dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25, 000 or more in a fiscal year. Note that salary and benefit payments to employees,  pension payments to retirees,  and any information that is confidential under State or Federal law is excluded from disclosure.","Published",,"https://data.montgomerycountymd.gov/Finance-Tax-Property/Spending-Disclosure-Fiscal-Year-2012/ask7-28ii",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Finance","Spending Disclosure - Fiscal Year 2013","The purpose of this Spending Disclosure dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25, 000 or more in a fiscal year.","Published",,"https://data.montgomerycountymd.gov/Finance-Tax-Property/Spending-Disclosure-Fiscal-Year-2013/ixte-vr7h",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Finance","Spending Disclosure - Fiscal Year 2014","The purpose of this Spending Disclosure dataset is to allow the public to search and view summary information on payments made to recipients (referred to as suppliers) that received $25, 000 or more in a fiscal year. Note that salary and benefit payments to employees,  pension payments to retirees,  and any information that is confidential under State or Federal law is excluded from disclosure.","Published",,"https://data.montgomerycountymd.gov/Finance-Tax-Property/Spending-Disclosure-Fiscal-Year-2014/9w77-kckj",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY16","Finance","Real Property Tax","Property Tax Data","Published","P2","https://data.montgomerycountymd.gov/Finance-Tax-Property/DEV-Property-Tax/uvy4-94zr","10","2","10","5","5","0","10","10","5","10","10","0","77",,"TAS System","Yes",,,,,,,,,"Chhuan,  Phavann","240-777-8955",,
"FY17","Finance","Bag Tax","Store names,  numbers of bags,  revenue collected","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/Bag-Tax/xnjh-vgc4","8","2","10","5","5","0","10","5","5","10","0","5","65",,"Bag Tax App","Yes",,,,,,,,,"Chhuan,  Phavann","240-777-8955",,
"FY17","Finance","Property Tax Credits","Property Tax Credits","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/Property-Tax-Credits/nidv-zajy","8","2","5","5","0","0","5","10","5","10","5","5","60",,"TAS System",,,,,,,,,,"Chhuan,  Phavann","240-777-8955",,
"FY18","Finance","eCigarette Excise Tax","ontains information of excise taxes paid by distributors that sell e-cigarettes.","Published","P5","https://data.montgomerycountymd.gov/Finance-Tax-Property/eCigarette-Excise-Tax/ugp2-qvgy/data","10","2","5","10","5","0","5","0","0","0","0","5","42","No",,,,,,,,,,,,,,
"FY19","Finance","Business Personal Property","Business Name and Address","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/Business-Personal-Property-Tax/enmh-wizu/data","10","8","5","5","5","0","5","5","5","5","5","5","63",,,,,,,,,,,,,,,
"FY20","Finance","Business Innovation Network Tenants","List of companies in the incubator network","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/Montgomery-County-Innovation-Centers-Tenant-List/bd6j-4sd5","10","4","5","5","5","0","5","10","5","5","10","5","69","Yes",,"No","2013","Annually","150",,"S:\\Data\\DIRECTORs OFFICE\\NOUNE\\DataMontgomery\\Incubator tenants.xlsx",,,,"Noune Sekhpossian","240-777-2047",,
"FY21","Finance","Hotel Tax","This dataset contains information on the Room Rental-Transient Tax (Hotel Tax): Section 52-16 of the Montgomery County Code, as amended, imposes a Room Rental-Transient Tax upon each and every person, who for a period of thirty or fewer days occupies, for compensation, sleeping accommodations in a public or private hotel, motel, inn, hostelry, tourist home, a residential house or a room within a house, and or any other lodging located in Montgomery County, Maryland.","Published","P4","https://data.montgomerycountymd.gov/Finance-Tax-Property/Hotel-Tax/2jez-gq75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FY21","Finance","Take Home Vehicles","Take Home Vehicles that County employees use","Published","P5","https://data.montgomerycountymd.gov/Finance-Tax-Property/2019-Take-Home-Vehicles/eyit-ezbx","4","2","10","1","5","0","5","0","5","10","0","5","47",,"Take Home Vehicle App","Yes",,,,,,,,,"Chhuan,  Phavann","240-777-8955",,
"FY22","Finance","Business Personal Property - 2021","Business Name and Address","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/Business-Personal-Property-Tax-2021/qbu6-w5qh","10","8","5","5","5","0","5","5","5","5","5","5","63",,,,,,,,,,,,,,,
"FY22","Finance","Economic Development Fund Grant and Loan Program","Economic Development Fund Awards","Published","P1","https://data.montgomerycountymd.gov/Finance-Tax-Property/FIN-Economic-Development-Fund-Grant-and-Loan-Progr/cnrw-ucvw","10","6","5","5","5","0","10","10","5","10","10","5","81",,,,"FY13","Annually","5",,"FY13 EDF Awards.xlsx",,,,"McGinnity, Peter","240-777-2011",,
"FY22","Finance","Real Property Tax Rates - 2021","Real property tax rate for 2021","Published","P2","https://data.montgomerycountymd.gov/Finance-Tax-Property/Real-Property-Tax-2021/6aig-vtte","10","2","10","5","5","0","10","10","5","10","10","0","77",,"TAS System","Yes","2012","Annually","50",,"C:\\OpenData\\Departments\\Finance\\Fields\\Real Property Tax Rate.jpg","Annually",,,"Phavann Chhuan","240-777-8955",,
"FY22","Finance","Small Business Innovation Research And Small Business Technology Transfer Matching Grant Program","Grants provide financial assistance to life sciences employers to retain jobs and stimulate the organic growth of the life sciences industry.","Published","P3","https://data.montgomerycountymd.gov/Finance-Tax-Property/FIN-Small-Business-Innovation-Research-And-Small-B/72gg-n7au","10","6","5","10","5","0","5","5","5","0","10","5","66","No","Salesforce","No","FY14","Annually","25","Medium",,"Annually","High","No","McGinnity, Peter","240-777-2011","ADD",
"FY23","Finance","Bonds Issues","Bonds Issues",,"P5",,"10","2","5","5","0","0","0","0","5","0","0","0","27",,"Oracle ERP","Yes",,,,,,,,,"Carter, Jacqueline","240-777-8979",,
"FY23","Finance","Business Personal Property - 2022","Business Name and Address",,"P3",,"10","8","5","5","5","0","5","5","5","5","5","5","63",,,,,,,,,,,,,,,
"FY23","Finance","Near Miss App","Data that include near-miss accident information submitted anonymously by citizens.",,"P4",,"0","2","5","5","5","0","10","5","5","10","5","5","57","No",,,,,,,,,,,,,,
"FY23","Finance","Real Property Tax Rates - 2022","Real property tax rate for 2021","Published","P2","https://data.montgomerycountymd.gov/Finance-Tax-Property/Real-Property-Tax-2022/73h2-vpjp","10","2","10","5","5","0","10","10","5","10","10","0","77",,"TAS System","Yes","2012","Annually","50",,"C:\\OpenData\\Departments\\Finance\\Fields\\Real Property Tax Rate.jpg","Annually",,,"Phavann Chhuan","240-777-8955",,
"FY23","Finance","Risk Management Corvel Injury Data","Risk Management Corvel Injury Data",,"P3",,"10","10","10","5","5","0","5","0","5","5","0","5","60",,"Corvel","No",,,,,,,,,"Peeling,  Katharine","240-777-8904",,
"FY24 & Beyond","Finance","Payment collected by property tax bill","Payment collected by property tax bill",,"P3",,"10","2","10","5","5","0","10","5","5","10","5","0","67",,"TAS System","Yes",,,,,,,,,"Chhuan,  Phavann","240-777-8955",,
"FY24 & Beyond","Finance","Risk Management Volunteer Registration System","Risk Management Volunteer Registration System","Currently Unpublishable","P5",,"6","2","0","10","5","0","0","0","5","0","0","0","28",,"Volunteer Registration System App","Yes","Levy year 2012 and on","Annually",,,,,,,"Peeling,  Katharine","240-777-8904",,
"FY24 & Beyond","Finance","Top 250 Employers","250 largest employers in the county","Currently Unpublishable","P1",,"10","10","5","5","5","0","10","10","5","10","10","5","85","Yes",,"No","FY13 Q2","Quarterly","250",,"S:\\Data\\DIRECTORs OFFICE\\NOUNE\\DataMontgomery\\2013 Q2 Top 250 employers for DM.xlsx",,,,"Jhason Abuan","240-777-2047","Remove",
"FY24 & Beyond","Finance","Volunteer Registration","Volunteer Registration System Dataset for most volunteers doing work for the county","Currently Unpublishable","P4",,"7","2","5","5","5","0","0","10","5","5","5","5","54","No","In-house application accessible via ePortal","Yes","2014","Weekly","3000","Medium",,"Daily","High","No",,,"ADD",
"FY16","Fire & Rescue Services","MCFRS Incidents by Station","This dataset contains the monthly summary data indicating incident occurred in each fire station response area. The summary data is the incident count broken down by call type group for each fire station response area.","Published","P2","https://data.montgomerycountymd.gov/Public-Safety/MCFRS-Incidents-by-Station/mf5d-mtzf","10","8","5","5","5","0","10","5","5","10","5","5","73","Yes","CAD","Yes",,"Other","32000",,,,,,"Diane Zuspan","240-777-2489",,
"FY20","Fire & Rescue Services","Child Car Seat Program","Data on car seat program numbers to include # of car seats installed,  vouchers given,  personnel hours","Published","P5","https://data.montgomerycountymd.gov/Public-Safety/Fire-and-Rescue-Service-FRS-Child-Car-Seat-Program/bnbb-kwha","8","6","5","5","0","0","10","0","5","5","0","5","49","No","currently tracked by spreadsheet","Yes",,"Quarterly",,,"Car seat program statistics.xls",,,,"Emily Crown","240-777-2467",,
"FY22","Fire & Rescue Services","Apparatus Location at Fire Stations","List of Montgomery County Fire and Rescue Service Frontline Apparatus at each Fire Stations.","Published","P4","https://data.montgomerycountymd.gov/Public-Safety/FRS-Apparatus-Equipment-Location-at-Fire-Stations/awi6-fp63/data","10","2","5","10","5","0","5","5","5","5","0","5","57","No","GIS mapping database","Yes",,"Other","5",,"Apparatus_DFRSstaffed.pdf",,,,"Diane Zuspan","240-777-2489",,
"FY22","Fire & Rescue Services","Community Emergency Response Training (CERT)","data on Community Emergency Response Training (CERT) program,  number of persons trained,  etc.","Published","P5",,"7","2","5","1","5","0","5","0","5","10","0","5","45","No",,,,"Quarterly",,,,,,,"Greg St. James","240-777-2407",,
"FY22","Fire & Rescue Services","Community Outreach","information regarding personnel interaction with homeowners regarding smoke detectors,  batteries,","Published","P3","https://data.montgomerycountymd.gov/Public-Safety/FRS-Community-Outreach/2nwz-yuif/data","9","6","5","5",,,"5","10","5","10",,"5","60","No","currently tracked by spreadsheet","Yes",,"Quarterly",,,"FY13-SON.doc",,,,"Beth Ann Nesselt","240-777-2463",,
"FY22","Fire & Rescue Services","Emergency Medical Services (EMS) Transportation Fee","Rates and methods for EMS transport fee collection","Published","P4","https://data.montgomerycountymd.gov/Public-Safety/FRS-Emergency-Medical-Services-EMS-Transportation-/756g-dbm7","6","2","10","5","0","0","10","0","5","10","0","5","53","No",,,,"Monthly",,,,,,,"Dominic Del Pozzo","240-777-2236",,
"FY23","Fire & Rescue Services","Training Academy Classes","a spreadsheet indicating classes offered by the PSTA,  delineating costs and hours",,"P5",,"8","2","5","10","0","0","5","0","5","0","5","5","45","No","speradsheet","No",,"Quarterly","4","Medium","Open Montgomery Training Academy data.pptx","As Needed","High","No",,,"ADD",
"FY24 & Beyond","Fire & Rescue Services","SCBA Fit Test","information regarding who has completed a fit test for SCBA usage.  Every firefighter must complete the test.  it also determines the size mask each person wears.","Currently Unpublishable","P5",,"7","2","0","5","0","0","5","0","5","5","0","5","34","No","access database","Yes",,"Other","2400",,,,,,"Maurice Witt","240-777-2444","REMOVE",
"FY24 & Beyond","Fire & Rescue Services","Volunteer Participation","Data on the hours volunteer members ride and train",,"P5",,"8","2","5","10","0","0","5","0","5","5","0","5","45","No","spreadsheet  developed from PIMS","Yes",,"Quarterly","4","High","Open Montgomery Volunteer data.pptx","As Needed","Medium","No",,,"ADD",
"FY14","General Services","CIP Status","Capital Improvement Project listing","Published",,"https://data.montgomerycountymd.gov/Government/Capital-Improvement-Program-CIP-Project-Status/626z-efrk",,,,,,,,,,,,,,"Yes","No","No",,"Monthly",,,,"Annually",,,"Ernest Lunsford","240-777-6097",,
"FY19","General Services","Fleet - County Managed Fuel Sites","County managed fuel sites","Published","P3","https://data.montgomerycountymd.gov/Government/County-Managed-Fuel-Sites/876y-72gi/data","10","2","5","3","5","0","5","10","5","5","10","5","67","Yes","No","No",,"Annually",,,,,,,"Bill Griffiths","240-777-5730",,
"FY19","General Services","Fleet - Equipment Inventory","Fleet equipment (vehicle) inventory and status (readiness)","Published","P2","https://data.montgomerycountymd.gov/Government/Fleet-Equipment-Inventory/93vc-wpdr/data","10","8","5","5","5","0","10","5","5","10","5","5","73","No","Yes","Yes",,"Daily",,,,,,,"Bill Griffiths","240-777-5730",,
"FY19","General Services","Fleet - Fuel Consumption","Public and County fuel consumption by fuel type","Published","P2","https://data.montgomerycountymd.gov/Government/Fleet-Fuel-Consumption/xscd-kanq/data","10","6","5","5","5","0","10","5","5","10","5","5","71","Yes","Yes","Yes",,"Monthly",,,,,,,"Bill Griffiths","240-777-5730",,
"FY19","General Services","Utility Usage","Utility usage for County facilities - including electricity,  gas,  water,  etc.","Published","P2","https://data.montgomerycountymd.gov/Government/Building-Utility-Cost/rjgs-33a9/data","10","10","10","5","5","0","5","0","5","10","10","5","75","No","Yes","No",,"Quarterly",,,,,,,"Eric Coffman","240-777-5595",,
"FY20","General Services","Greenhouse Gas Emissions","The monthly Greenhouse Gas (GHG) emission data represents Montgomery County Facilities and Fleet by month beginning July 2019.","Published","P2","https://data.montgomerycountymd.gov/Environment/Greenhouse-Gas-Emissions/stmn-fdnc","10","10","5","3","5","0","10","5","5","10","5","5","75","Yes","No","No",,"Annually",,,,,,,"Bill Griffiths","240-777-5730",,
"FY21","General Services","Facilities Maintenance Work Order Completion Status","This Facilities Maintenance Work Order Completion Status dataset shows number (#) and percent (%) of work orders in open (incomplete) and closed (complete) status on a monthly basis. The monthly data are reported on the first of a month for the previous month.","Published","P3","https://data.montgomerycountymd.gov/Government/DGS-Facilities-Maintenance-Work-Order-Completion-S/8bc9-dvwf","10","8","5","3","5","0","5","5","5","0","10","5","63","No","Yes","Yes",,"Monthly",,,,,,,"Richard Johnson","240-777-2849",,
"FY23","General Services","Facilities - Work Order Summary","This Facilities Maintenance Work Order Summary dataset shows number (#) of maintenance work orders issued on a yearly basis. Please note that the 2020 data contains only 6 months of work orders (from 6/2020 to 12/2020)","Published","P3","https://data.montgomerycountymd.gov/Government/DGS-Facilities-Maintenance-Number-of-issued-work-o/r359-66yd","10","8","5","3","5","0","5","5","5","0","10","5","63","No","Yes","Yes",,"Annually",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Leases","County lease listing - including both County as the tenant or as the landlord",,"P2",,"10","10","5","3","5","0","5","5","5","10","10","5","75","Yes","No","No",,"Quarterly",,,,,,,"Cynthia Brenneman","240-777-6089",,
"FY24 & Beyond","General Services","Printing/Copying Paper Usage","Paper Usage from Ricoh Multi-Function Printers","Currently Unpublishable","P4",,"9","6","5","5","5","0","5","0","5","5","0","5","50","No","Yes","Yes","Will be available in FY15","Quarterly",,,,,,,"Richard Taylor","240-777-6135",,
"FY24 & Beyond","General Services","Apparatus Fuel Usage","data on the usage of fuel by the departments fire apparatus",,"P5",,"4","2","5","1","5","0","0","0","5","10","0","5","37","No",,,,"Monthly",,,,,,,"Steve Lamphier","240-777-2494",,
"FY24 & Beyond","General Services","Facilities - Generators","Facilities with generators",,"P4",,"9","2","10","3","5","0","5","5","5","5","0","5","56","No","No","No",,"Annually",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Facilities - Maintenance Cost","Facility maintenance cost",,"P3",,"10","8","5","3","5","0","10","5","5","5","5","5","68","Yes","No","No",,"Annually",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Facilities - Property Managers and Areas","Property management areas and assigned managers",,"P3",,"10","2","5","3","5","0","10","10","5","5","5","5","67","Yes","No","No",,"Annually",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Facilities - Work Orders","Facilities work order Status",,"P3",,"10","8","5","3","5","0","5","5","5","0","10","5","63","No","Yes","Yes",,"Daily",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Facility Inventory","Listing of County maintained facilities",,"P3",,"10","2","5","3","5","0","5","10","5","5","10","5","67","Yes","No","No",,"Quarterly",,,,,,,"Richard Johnson","240-777-2849",,
"FY24 & Beyond","General Services","Fleet - Telematic","Electronic vehicle usage data (summarized)","Currently Unpublishable","P3",,"10","8","5","1","5","0","10","5","5","10","5","5","69","No","Yes","No","May be in FY17",,,,,,,,"Bill Griffiths","240-777-5730",,
"FY24 & Beyond","General Services","Fleet - Vehicle Class Annual (Fiscal Year) Summary","Summary information (average age,  total quantity,  miles driven,  fuel consumption,  etc.) by vehicle class",,"P2",,"10","8","5","5","5","0","10","5","5","10","5","5","73","Yes","Yes","Yes",,"Annually",,,,,,,"Bill Griffiths","240-777-5730",,
"FY24 & Beyond","General Services","Property Inventory","County owned properties and associated real estate expenditures/costs","Currently Unpublishable","P1",,"10","10","10","5","5","5","0","5","10","5","5","10","85","No","No","No","Will be available in FY16","Quarterly",,,,,,,"Cynthia Brenneman","240-777-6089",,
"FY24 & Beyond","General Services","Record Management Inventory","Number of records in record management system by Department",,"P5",,"8","2","0","5","5","0","0","0","5","0","0","0","25","No","Yes","Yes",,"Quarterly",,,,,,,"Richard Taylor","240-777-6135",,
"FY14","Health & Human Services","Food Inspection","This dataset includes food inspection results for non-mobile food establishments in Montgomery County that have an active license.","Published",,"https://data.montgomerycountymd.gov/Health-and-Human-Services/Food-Inspection/5pue-gfbe",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY16","Health & Human Services","Licensed Nursing Homes","Matrix of Geocoded   locations and attributes of nursing homes with State score of 1-5","Published","P2","https://data.montgomerycountymd.gov/Health-and-Human-Services/HHS-Nursing-Homes/7m4d-85ys","9","4","10","3","5","0","5","10","5","5","10","5","73","Yes","State managed databased and displayed on State web site","No",,,"34",,,,,,"JoAnne Calderone","240-777-3817",,
"FY16","Health & Human Services","Mortality Rates/Population Health Measures","PHS Planning and Epidemiology receives an annual data file of Montgomery County resident deaths registered with Maryland Vital Statistics Administration.  Using SAS analytic software,  HHS staff apply programs that standardize,  aggregate,  and calculate rates for each cause of death category consistent with state and national categories and by subgroups based on age,  gender,  race and ethnicity combinations.","Published","P4","https://data.montgomerycountymd.gov/Health-and-Human-Services/Population-Health-Measures-Age-Adjusted-Mortality-/j55i-sqj8","8","2","5","10",,,"10",,"5","5",,"5","50",,,,,"Annually","48000",,,"Annually",,"Duplicate","aggregate",,,
"FY18","Health & Human Services","Food and Pool Plan Review","All applications for plan review of food facilities and pools made available for WSSC access.  Public will also have access.  Will include location address, owner, assigned EHS, type of faciity, etc.  Currently under development.","Published","P4","https://data.montgomerycountymd.gov/Health-and-Human-Services/Food-and-Pool-Plan-Review/2zj7-irhh/data","10","2","5","10","5","0","10","5","5","0","0","5","57",,,,,,"250",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY18","Health & Human Services","Medical Facilities","Locations of clinics,  program locations for medical and dental services","Published","P1","https://data.montgomerycountymd.gov/Health-and-Human-Services/Health-and-Human-Services-Facilities-List/pvb3-mgwj","10","2","10","5","5","0","10","10","5","10","10","5","82","Yes","HHS Website","Yes",,"Other","25",,,,,,"JoAnne Calderone","240-777-3817",,
"FY19","Health & Human Services","Child Welfare Services (CWS) Investigations","Data would show the total number of Child Welfare Service cases broken down by type of allegation/investigation","Published","P2","https://data.montgomerycountymd.gov/Health-and-Human-Services/Child-Welfare-Investigations/v25e-ftht/data","10","8","5","10","5","0","10","10","5","5","0","5","73",,,,,,,,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY20","Health & Human Services","Bodyworks Licensing","Bodywork is the practice of using ones hands to apply pressure on an individuals fully clothed body or bare feet to affect the electromagnetic energy, energetic field, or energy meridians of the human body. Bodywork includes the practice of reflexology or acupressure.","Published","P3","https://data.montgomerycountymd.gov/Health-and-Human-Services/Bodyworks-Licenses/4j6r-m459","10","8","10","10","5","0","5","5","5","0","5","5","68",,,,,,,,,,,,,,,
"FY20","Health & Human Services","Holiday Giving Project of Montgomery County","Referrals by zip code for Thanksgiving and December requests for assistance - may include overall referrals, referrals by language spoken, numbers of children, etc.","Published","P4","https://data.montgomerycountymd.gov/Health-and-Human-Services/Holiday-Giving-Project-Referrals/9vwm-w4vn","7","2","5","10","5","0","5","5","5","5","5","5","59",,,,,,"1000",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY22","Health & Human Services","Assisted Living Facilities","Directory of state-licensed assisted living facilities located in Montgomery County -- may be expanded in future to cover additional facilities for older adults.","Published","P3","https://data.montgomerycountymd.gov/Health-and-Human-Services/Assisted-Living-Facilities/d7m6-524h/data","10","2","10","5","5","0","5","5","0","5","10","5","62",,,,,,,,,,,,"Linders, Dennis","240.777.3817",,
"FY23","Health & Human Services","Short Term Residential Licensing","This list is subject to change.",,"P4",,"10","2","5","5","5","0","5","2","10","10","0","0","54",,,,,,,,,,,,"Clark Beil","240-777-3831",,
"FY23","Health & Human Services","Temporary Cash Assistance Caseloads","Historical average caseloads",,"P4",,"10","2","5","10","5","0","10","5","5","0","0","5","57",,,,,,"1000",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY23","Health & Human Services","Respite Care Services","data submitted would show the number of unduplicated people served on a quarterly basis",,"P3",,"10","8","5","10","5","0","5","5","5","5","5","5","68",,,,,,"1000",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY23","Health & Human Services","Medical Assistance Caseloads","Historical average caseloads",,"P4",,"10","2","5","10","5","0","10","5","5","0","0","5","57",,,,,,"200",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY23","Health & Human Services","Montgomery County Behavioral Health Service Providers","A public dataset and map of all behavioral health service providers in Montgomery County",,"P2",,"10","8","10","10","5","0","5","10","5","5","5","5","78",,,,,,"250",,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY24 & Beyond","Health & Human Services","ACA Health Insurance Enrollment Sites","Locations,  hours of operation for enrolling in health insurance under Affordable Care Act","Currently Unpublishable","P3",,"9","2","10","5","0","0","5","10","5","5","5","5","61","Yes","Go Daddy per DTS","No",,"Other","43",,"U:\\WINWORD\\Data\\Open Data Montgomery\\ACA Enrollment Locations Fields.doc",,,,"Mary Anderson","240-777-6534","REMOVE",
"FY24 & Beyond","Health & Human Services","Adult Protective Services (APS) Investigations","Data would show the total number of adult protective service cases in a quarter and break it down by type (exploitation, abuse, neglect)","Currently Unpublishable","P2",,"10","8","5","10","5","0","10","10","5","5","0","5","73",,,,,,,,,,,,"Nicki De La Rosa","240-777-1388","Add",
"FY24 & Beyond","Health & Human Services","Behavioral Health Service Providers","Dataset and map of behavioral health service providers","Currently Unpublishable","P3",,"7","2","10","10","5","0","5","10","5","10","5","0","69",,"HHS","Yes","one year","Monthly","100",,,,,,"Rita Deng","240-777-4669",,
"FY24 & Beyond","Health & Human Services","Birth Characteristics FY16","birth characteristics by age,  race,  ethnicity,  education,  prenatal care and birth outcomes","Currently Unpublishable","P3",,"10","6","5","5","0","0","10","5","5","10","5","5","66",,,,,"Annually","24000",,,,,,"JoAnne Calderone","240-777-3817","ADD Replaces FY15",
"FY24 & Beyond","Health & Human Services","Child Care","Licensed Child Care Centers","Currently Unpublishable","P2",,"9","8","10","1","5","0","10","10","0","10","10","5","78","Yes","MSDE","No",,"Monthly",,,,,,,"JoAnne Calderone","240-777-3817","REMOVE",
"FY24 & Beyond","Health & Human Services","Community Health Indicator Data","Leading causes of death by age,  race,  ethnicity etc.","Currently Unpublishable","P2",,"10","10","10","1","5","0","10","10","0","10","5","5","76","Partially",,"No",,"Other",,,,,,,"Colleen Ryan-Smith","240-777-3904","REMOVE",
"FY24 & Beyond","Health & Human Services","Crude Adjusted Mortality Rates","Crude Adjusted Mortality Rates","Currently Unpublishable","P4",,,,,,,,,,,,,,"50",,,,,,,,,,,,,,,
"FY24 & Beyond","Health & Human Services","DHHS Locations","DHHS service facilities and hours","Currently Unpublishable","P1",,"10","2","10","8","5","0","10","10","5","10","5","5","82","Yes",,"Yes",,"Other","18",,"U:\\WINWORD\\Data\\Open Data Montgomery\\Data Set Candidates\\DHHS Service Locations.doc",,,,"JoAnne Calderone","240-777-3817","REMOVE",
"FY24 & Beyond","Health & Human Services","Food Assistance Providers","Dataset and map of food assistance providers and RideOn bus stops",,"P4",,"10","2","5","10","0","0","5","0","5","5","5","5","52",,"HHS","Yes","one year","Monthly","60",,,,,,"Rita Deng","240-777-4669",,
"FY24 & Beyond","Health & Human Services","Licensed Pool Inspections","Licensed swimming pools include public pools, spas, beaches, and spray attractions intended for recreational and therapeutic use. Does not include private pools at a single-family residence.","Currently Unpublishable","P4",,"10","2","5","10","0","0","5","0","5","5","5","5","52",,,,,,"500",,,,,,"Nicki De La Rosa","240-777-1388","Add",
