"business_address","address1","address_2","city","state","zip"
"ADA FOUNDATION, INC. A/K/A ADA FOUNDATIO","211 E CHICAGO AVE",,"CHICAGO","IL","60611-2637"
"ADABTEK, CORP.","P.O. BOX 130",,"GLENELG","MD","21737"
"ADALBERTO LAWN SERVICE, INC.","12225 KENDALL ST",,"SILVER SPRING","MD","20902"
"ADAM LOWE CREATIVE LLC","1202 ROSEMERE AVE",,"SILVER SPRING","MD","20904"
"ADAMS GENERAL CONTRACTORS, INC.","5625 GROVE ST",,"CHEVY CHASE","MD","20815-3420"
"ADAMSON, JONATHAN","19300 MOUTH OF MONOCACY RD",,"DICKERSON","MD","20842"
"ADAPTABLE SYSTEMS CORPORATION","1000 MILLER CT W",,"NORCROSS","GA","30071"
"ADAPTIVE DECISIONS, INC.","11515 DANVILLE DR",,"NORTH BETHESDA","MD","20852-3713"
"ADAPTIVE HIRING INC.","22010 BIG WOODS RD",,"DICKERSON","MD","20842-8921"
"ADAPTIVE PHAGE THERAPEUTICS, INC.","22FIRST FIELD RD",,"GAITHERSBURG","MD","20878"
"ADAPTIVE SOLUTIONS, INC.","13925 ROCKINGHAM RD",,"GERMANTOWN","MD","20874-2230"
"ADAPTIVE STUDIO, LLC","9202 2ND AVENUE",,"SILVER SPRING","MD","20910"
"ADARASH MARKET II, INC.","11249 NEW HAMPSHIRE AVE",,"SILVER SPRING","MD","20904"
"ADARASH MARKET, INC.","8706-A FLOWER AVE.",,"SILVER SPRING","MD","20901"
"ADC STRATEGIES LLC","9224 QUINTANA DR",,"BETHESDA","MD","20817"
"ADDIS WING, LLC","3008 FALLSTON AVE",,"SILVER SPRING","MD","20904"
"ADDISON NAILS LLC","2502 WEISMAN ROAD",,"SILVER SPRING","MD","20902"
"ADEGE CO LLC","11904 ENID DRIVE",,"POTOMAC","MD","20854"
"ADELA MOROCHO, DDS, LLC","2008 MACDOWELL STREET",,"ROCKVILLE","MD","20851"
"ADELFIO ENTERPRISES, LTD.","4422 EAST WEST HIGHWAY",,"BETHESDA","MD","20814"
"ADEMCO INC.","P O BOX 71970",,"PHOENIX","AZ","85050"
"ADEN CONVENIENCE SOLUTIONS, L.L.C.","16553 SIOUX LANE",,"GAITHERSBURG","MD","20878"
"ADEPT ENGINEERING SOLUTIONS, LLC","312 MARSHALLAVE","SUIE 1010","LAUREL","MD","20707"
"ADINA SOLUTIONS, INC.","22775 AUTUMN BREEZE AVE",,"CLARKSBURG","MD","20871"
"ADLER & MANDEL, INC.","12298 WILKINS AVE # B",,"ROCKVILLE","MD","20852"
"ADLER ASSOCIATES, LP","5530 WISCONSIN AVE","STE 1460","CHEVY CHASE","MD","20815-4404"
"ADM PARTNERS, LLC","10000 GREENOCK ROAD",,"SILVER SPRING","MD","20901"
"ADMIT ADVANTAGE, INC.","6917 ARLINGTON RD","#315","BETHESDA","MD","20814"
"ADONAI 7 SERVICES, LLC","ADONAI 7 SERVICES, LLC","5002 LEE HILL CIRCLE","MONROVIA","MD","21770"
"ADONAI E+ SOUND","13702 ASHBY RD",,"ROCKVILLE","MD","20853"
"ADONAI FAMILY HEALTHCARE, LLC","1514 DECEMBER DR APT 202",,"SILVER SPRING","MD","20904"
"ADORA CONSULTING, LLC","111 ARGOSY DRIVE",,"GAITHERSBURG","MD","20878"
"ADORN BOUTIQUE LLC","1200 EAST WEST HIGHWAY APT 1215",,"SILVER SPRING","MD","20910"
"ADP, LLC","1 ADP BLVD","M/S B401","ROSELAND","NJ","7068"
"ADRENALINE OFF ROAD, L.L.C.","15201 B1RMINGHAM DR",,"BURTONSVILLE","MD","20866"
"ADROIT ACUMEN ASSOCIATES, LTD.","4 FILBERT CT",,"GAITHERSBURG","MD","20879"
"ADSYSTECH, INC.","8401 COLESVILLE RD  #450",,"SILVER SPRING","MD","20910-3393"
"ADVANCE BUILDING SOLUTIONS, INC.","2022 ROUTE 22","SUITE 105","BREWSTER","NY","10509"
"ADVANCE DIAGNOSTICS SERVICES, INC.","8027-F SNOUFFER SCHOOL ROAD",,"GAITHERBURG","MD","20879"
"ADVANCE SURGERY CENTER, L.L.C.","10110 MOLECULAR DR",,"ROCKVILLE","MD","20850-7539"
"ADVANCED AIR SERVICES, INC.","21808 GAITHERS MEADOW LN",,"BROOKEVILLE","MD","20833-1826"
"ADVANCED BIOMIMETIC SENSORS, INC.","6710A ROCKLEDGE DR","STE 400","BETHESDA","MD","20817"
"ADVANCED BUILDING DESIGN, INCORPORATED","7213 FLOWER AVE",,"TAKOMA PARK","MD","20912-6436"
"ADVANCED CARDIOVASCULAR INSTITUTE, LLC","15252 BRIARCLIFF MANOR WAY",,"BURTONSVILLE","MD","20866"
"ADVANCED COMMUNICATIONS SOLUTIONS LLC","118 PASTURE SIDE WAY",,"ROCKVILLE","MD","20850"
"ADVANCED DESIGNS, INC.","14536 CHESTERFIELD ROAD",,"ROCKVILLE","MD","20853"
"ADVANCED HOME SERVICES, LLC","14600 LOCUSTWOOD LANE",,"SILVER SPRING","MD","20905"
"ADVANCED ICU CARE, INC.","1 CITYPLACE DR STE 570",,"SAINT LOUIS","MO","63141"
"ADVANCED LANGUAGE SYSTEMS INTERNATIONAL","6001 MONTROSE ROAD","SUITE 640","ROCKVILLE","MD","20852"
"ADVANCED NEIGHBORHOOD PEDIATRICS, LLC","12239 CYPRESS SPRING ROAD STE",,"CLARKSBURG","MD","20871"
"ADVANCED NEURO & ORTHOPEDIC PHYSICAL THE","12718 WEST OLD BALTIMORE RD",,"BOYDS","MD","20841"
"ADVANCED POWER SYSTEM SOLUTIONS LLC","14402 CORAL GABLES WAY",,"NORTH POTOMAC","MD","20878"
"ADVANCED PT & ACUPUNCTURE INC.","46 B WEST GUDE DRIVE",,"ROCKVILLE","MD","20850"
"ADVANCED TV & VIDEO SERVICE, INC.","12205 WALNUT CREEK CT",,"GERMANTOWN","MD","20874"
"ADVANCED WEIGHT LOSS SURGERY, BARRY S. G","9707 MEDICAL CENTER DR",,"ROCKVILLE","MD","20850-3348"
"ADVANCED WOMEN'S CARE, INC.","19514 DOCTORS DR",,"GERMANTOWN","MD","20874-5200"
"ADVANCED WORKGROUP SOLUTIONS, LLC","2216 COLD MEADOW WAY",,"SILVER SPRING","MD","20906-6213"
"ADVANCEPRO LLC","9908 WALKER HOUSE RD., #3",,"MONTGOMERY VILLAGE","MD","20886"
"ADVANTAGE, LLC","901 WINHALL WAY",,"SILVER SPRING","MD","20904"
"ADVENTIST - MEDICAL FACULTY ASSOCIATES,","3811 N.FAIRFAX DRIVE,SUITE 1000",,"ARLINGTON","VA","22203"
"ADVENTIST CANCER CARE, LLC","820 W DIAMOND AVE STE 600",,"GAITHERSBURG","MD","20878"
"ADVISORSHARES INVESTMENTS, LLC","4800 MONTGOMERY LN","STE 150","BETHESDA","MD","20814"
"ADVOCACY DATA, INC.","4948 ST. ELMO AVE","SUITE 308","BETHESDA","MD","20814-2677"
"ADVOCACYSMITHS, INC.","4515 DRUMMOND AVENUE",,"CHEVY CHASE","MD","20815"
"AE ELECTRIC INC","12234 VEIRS MILL RD",,"SILVER SPRING","MD","20906"
"AE RENTALS LLC","3007 EDGEWOOD RD",,"KENSINGTON","MD","20895"
"AEC FINANCIAL, INC.","14508 CERVANTES AVE",,"DARNESTOWN","MD","20874"
"AEGIS DENTAL GROUP LLC","12092 ELL LN",,"WALDORF","MD","20602-3522"
"AEGIS.NET, INC.","PO BOX 3897",,"MERRIFIELD","VA","22116-3897"
"AEH CARPENTRY AND HOME REPAIR, LLC","12813 BAKER DRIVE",,"SILVER SPRING","MD","20904"
"AETNA LIFE INSURANCE COMPANY","PO BOX 71130",,"PHOENIX","AZ","85050-1003"
"AFFILIATED CONSULTANTS, INC.","7223 DELFIELD STREET",,"CHEVY CHASE","MD","20815"
"AFFILIATED ENGINEERS METRO DC, INC.","800 UNIVERSITY BAY DR STE 200",,"MADISON","WI","53705"
"AFFILIATED PET SYSTEMS, L.L.C.","486 NORRISTOWN ROAD","SUITE 133","BLUE BELL","PA","19422"
"AFFILIATES IN PLASTIC SURGERY, LLC","4660 KENMORE AVE #220",,"ALEXANDRIA","VA","22304"
"AFFLUENT FINANCIAL SERVICES LLC","11806 KIGGER JACK LANE",,"CLARKSBURG","MD","20871"
"AFFORDABLE CREATIVE SERVICES OF MARYLAND","3554 CHAIN BRIDGE ROAD SUITE 306",,"FAIRFAX","VA","22030-2709"
"AFFORDABLE HOUSING CONFERENCE OF MONTGOM","133 ROLLINS AVE #4",,"ROCKVILLE","MD","20852"
"AFOLABI MARTINS, DDS P.C.","11300 ROCKVILLE PIKE","STE 711","ROCKVILLE","MD","20852"
"AFS FINANCIAL GROUP, LLC","7700 OLD GEORGETOWN RD","SUITE 630","BETHESDA","MD","20814"
"AG DESIGN, LLC","664 AZALEA DRIVE",,"ROCKVILLE","MD","20850-2003"
"AGATE, INC.","19847 M CENTURY BLVD",,"GERMANTOWN","MD","20874"
"AGE ONE PEDIATRIC DENISTRY, PROFESSIONAL","14012 WAGON WAY",,"SILVER SPRING","MD","20906"
"AGELESS HEALTH SPA LLC","1063 ROCKVILLE PIKE",,"ROCKVILLE","MD","20852"
"AGENCY ONE INSURANCE MARKETING GROUP, IN","11200 ROCKVILLE PIKE","STE 500","ROCKVILLE","MD","20852"
"AGGER, INC.","9301 SHADY TREE COURT",,"FORT WASHINGTON","MD","20744"
"AGI DEVCO, LLC","12616 BRIDGETON DR",,"POTOMAC","MD","20854-1000"
"AGI LLC","3330 ELMWOOD AVE",,"ROCHESTER","NY","14610"
"AGI MISSION SUPPORT SERVICES, INC.","962 WAYNE AVENUE, STE 325",,"SILVER SPRING","MD","20910-4433"
"AGILE DATA LLC","2090 DUNWOODY CLUB DRIVE","STE 106-202","ATLANTA","GA","30350"
"AGILENT TECHNOLOGIES, INC.","12100 ANDREWS DR",,"PLAIN CITY","OH","43064-9148"
"AGILIOUS LLC","13017 WISTERIA DR, SUITE 155",,"SILVER SPRING","MD","20901"
"AGING NETWORK SERVICES, LLC","4400 E WEST HWY",,"BETHESDA","MD","20814-4524"
"AGMUS VENTURES, INC.","5575 SOUTH SEMORAN BLVD.","SUITE 502","ORLANDO","FL","32822"
"AGNC MORTGAGE MANAGEMENT, LLC","FMA AMERICAN CAPITAL MORTGAGE MANAGEMENT","2 BETHESDA METRO CENTER 12TH FL","BETHESDA","MD","20814"
"AGUIRRE, CHRIS D.","10400 CONNECTICUT AVE","STE 103","KENSINGTON","MD","20895"
"AGURCIA TRANSPORTATION INC","2100 MCMAHON RD","APT 2112","SILVER SPRING","MD","20902"
"AH HOMES, LLC A/K/A FB22 REAL ESTATE SOL","22100 CASTLETON CT",,"BOYDS","MD","20841"
"AH MAKHLOUF CPA LLC","2408 MUMFORD DRIVE",,"SILVER SPRING","MD","20906"
"AHA MEDIA GROUP, LLC","11714 KEMP MILL ROAD",,"SILVER SPRING","MD","20902"
"AHADU ETHIOPIAN RESTAURANT LLC","824 8TH STREET","APT 103","LAUREL","MD","20707"
"AHC WOODLEAF LLC","1501 LEE HIGHWAY","SUITE 303","ARLINGTON","VA","22209"
"AHD MANAGEMENT, INC.","3 BETHESDA METRO CENTER","STE 110","BETHESDA","MD","20814"
"AHEARN GREENE ASSOCIATES, LLC","3624 QUEEN MARY DRIVE",,"OLNEY","MD","20832"
"AHERN MANAGEMENT GROUP, INC.","4949 NEW DESIGN ROAD",,"FREDERICK","MD","21703"
"AHESIAN TECHNOLOGY AND SERVICES, INC","13337 REDSPIRE DR",,"SILVER SPRING","MD","20906-6742"
"AHSAN CONSULTING INTERNATIONAL LLC","11603 MILBERN DR0",,"POTOMAC","MD","20854"
"AHSAN, ANEES","7610 CARROLL AVE","STE #410","TAKOMA PARK","MD","20912"
"AIG, INC.","9510 GEORGIA AVE",,"SILVER SPRING","MD","20910-1436"
"AIGNER LIMITED PARTNERSHIP","20261 GOLDENROD LN",,"GERMANTOWN","MD","20876-4063"
"AIMIE CORP.","16825 CRABBS BRANCH WAY",,"DERWOOD","MD","20855-2215"
"AIR FLOW ENVIRONMENTAL CONTROL, LTD.","7845 AIRPARK RD UNIT H",,"GAITHERSBURG","MD","20879"
"AIR FLOW SERVICES, INC.","1143 TAFT ST",,"ROCKVILLE","MD","20850"
"AIR SUPPLY INC. AIRCONDITIONING & HEATIN","14672 SOUTHLAWN LANE #M",,"ROCKVILLE","MD","20850-1376"
"AIRFACTS, INC.","8120 WOODMONT AV","STE 200","BETHESDA","MD","20814"
"AIRGAS USA, LLC","P O BOX 6675",,"RADNOR","PA","19087"
"AIRLINE TARIFF PUBLISHING COMPANY","45005 AVIATION DRIVE","STE 130","DULLES","VA","20166"
"AIRPARK 124, LLC","2141 INDUSTRIAL PKWY",,"SILVER SPRING","MD","20904-1988"
"AIRPARK APARTMENTS LIMITED PARTNERSHIP","9710 TRAVILLE GATEWAY DR","PMB 395","ROCKVILLE","MD","20850-7408"
"AIRPARK TOWING, LLC","8011 CESSNA",,"GAITHERSBURG","MD","20879"
"AIRWAYS UNLIMITED, INC.","9305 COLUMBIA BOULEVARD",,"SILVER SPRING","MD","20910"
"AISHA HAIR BRAIDING LLC","7918 GEORGIA AVE",,"SILVER SPRING","MD","20910-4837"
"AISHOK CO","14418 BAUER DR.",,"ROCKVILLE","MD","20853"
"AJAC, INC.","5400 RANDOLPH RD",,"ROCKVILLE","MD","20852-2616"
"AJB PROPERTIES, LLC","20054 GATESHEAD CIRCLE",,"GERMANTOWN","MD","20876"
"AJN, LLC","17500 COUNTRY VIEW WAY",,"ASHTON","MD","20861"
"AK CYCLES, LLC","8637 ZIGGY LANE",,"GAITHERSBURG","MD","20877"
"AKAD, INC.","11910 Q PARKLAWN DR",,"ROCKVILLE","MD","20852"
"AKIMA SUPPORT OPERATIONS, LLC","2553 DULLES VIEW DR","SUITE 700","HERNDON","VA","20171"
"AKKARIKK LLC","12001 OLD COLUMBIA PIKE","UNIT 806","SILVER SPRING","MD","20904"
"AL BAYT AL ARABI, LLC","14905 TALKING ROCK CT",,"GAITHERSBURG","MD","20878"
"AL&JOSEPH SHEET METAL MECHANIC LLC","14104 CASTLE BLVD APT 302",,"SILVER SPRING","MD","20904"
"ALAN FURMAN & CO., INC.","12250 ROCKVILLE PIKE",,"ROCKVILLE","MD","20852-1600"
"ALAN H. GRANT, O. D., CHARTERED","2813 UNIVERSITY BLVD W",,"KENSINGTON","MD","20895-1900"
"ALAN HERMESCH PUBLIC RELATIONS, LLC","6318 ALCOTT RD",,"BETHESDA","MD","20817-3180"
"ALAN J. DINKIN, D.D.S., P.A.","SUITE 300","6 MONTGOMERY VILLAGE AVE","ATLANTA","GA","20879"
"ALAN L. BERMAN, PH.D., ABPP, PLLC","7200 MAPLE AVE",,"CHEVY CHASE","MD","20815"
"ALAN R. VINITSKY, M.D., LLC","2301 RESEARCH BLVD  STE 220",,"ROCKVILLE","MD","20850"
"ALARCON DESIGN & BUILD, INC.","11516 SCOTTSBURY TERR",,"GERMANTOWN","MD","20876"
"ALBAS CONTRACTORS INC.","3908 WENDY LN",,"SILVER SPRING","MD","20906-5236"
"ALBERT & SCHULWOLF, LLC","110 NO WASHINGTON STREET","NUMBER 300","ROCKVILLE","MD","20850"
"ALCANTARA DRIVING SCHOOL, CORP.","1620 ELTON ROAD",,"SILVER SPRING","MD","20903"
"ALCHEMY BUSINESS SOLUTIONS INC.","18406 POLYNESIAN LANE",,"BOYDS","MD","20841"
"ALCHEMY SALON, LLC","10739 COLESVILLE ROAD",,"SILVER SPRING","MD","20904"
"ALCOVA MORTGAGE LLC","308 MARKET ST SE",,"ROANOKE","VA","24011"
"ALDANA & ASSOCIATES PSC, LTD","133 ROLLINS AVE   UNIT 1",,"ROCKVILLE","MD","20852"
"ALDEBARON, INC.","15839 CRABBS BRANCH WAY",,"ROCKVILLE","MD","20855"
"ALDI INC.(MARYLAND)","PO BOX 460049",,"HOUSTON","TX","77056-8049"
"ALDON MANAGEMENT CORP.","8180 WISCONSIN AVENUE",,"BETHESDA","MD","20814"
"ALE MANAGEMENT GROUP, LLC","800 PLEASANT DRIVE","SUITE 110","ROCKVILLE","MD","20850"
"ALEC M. ANDERS, M.D., P.A.","13607 PARRECO FARM CT",,"GERMANTOWN","MD","20874-4415"
"ALEDADE, INC.","4550 MONTGOMERY AVE STE 950N","SUITE 400","BETHESDA","MD","20814"
"ALEPH LLC","4835 LELAND STREET",,"CHEVYCHASE","MD","20815"
"ALEX AND ANI, LLC","10 BRIGGS DR",,"E GREENWICH","RI","02818-1555"
"ALEX CARPET, LLC","10908 GLENHAVEN PKWY",,"SILVER SPRING","MD","20902"
"ALEX MARTINEZ & PARTNERS, INC.","6101 EXECUTIVE BOULEVARD, SUITE#230",,"ROCKVILLE","MD","20852-2667"
"ALEXANDER HEALTHCARE GROUP, LLC","8830 EGGERT DRIVE",,"BETHESDA","MD","20817"
"ALEXANDER, DENNIS","107 PEMBROOKE VIEW LANE",,"GAITHERSBURG","MD","20877-3784"
"ALEXIS KRUG ARCHITECTURE, LLC","2238 WASHINGTON AVENUE","APT. 201","SILVER SPRING","MD","20910"
"ALFA AND OMEGA FLOORING, LLC","1096 W. SIDE DR.",,"GAITHERSBURG","MD","20878"
"ALFA ELECTRICAL CONTRACTOR, LLC","19817 BRAMBLE BUSH DR.",,"GAITHERSBURG","MD","20879-1615"
"ALFAR DISTRIBUTION LLC","12 BLUE RIBBON CT",,"GAITHERSBURG","MD","20878-2813"
"ALFIO'S LLC","4515 WILLARD AVENUE",,"BETHESDA","MD","20815-3632"
"ALI HENDI, M.D., P.C.","SUITE 725","5454 WISCONSIN AVE","CHEVY CHASE","MD","20815"
"ALI SARKARZADEH DDS PC","SUITE 10","1750 ROCKVILLE PIKE","ROCKVILLE","MD","20852-1613"
"ALIANZA MULTISERVICE, LLC","19817 BRAMBLE BUSH DR",,"GAITHERSBURG","MD","20879-1615"
"ALICIA BELTRAN, L.C.P.C. AND ASSOCIATES,","4008","SPARROW HOUSE","BURTONSVILLE","MD","20866"
"ALIEN KNOWLEDGE CONTRACTOR LLC.","1062 RUATAN ST",,"SILVER SPRING","MD","20903-3217"
"ALIGHT SPA WELLNESS CENTER, LLC","10335 KENSINGTON PKWY","SUITE F","KENSINGTON","MD","20895-3359"
"ALIGN SPINE HEALTH CENTER, LLC","8555 16TH ST","STE 240","SILVER SPRING","MD","20910"
"ALIGNED DEVELOPMENT STRATEGIES, INCORPOR","1900-L STREET, NW SUITE 600",,"WASHINGTON","DC","20036"
"ALINIAD CONSULTING PARTNERS, INC.","2284 DUNSTER LANE",,"POTOMAC","MD","20854"
"ALIRON INTERNATIONAL, INC.","1 CRAGWOOD ROAD, SUITE 101",,"SOUTH PLAINFIELD","NJ","7080"
"ALKS & ASSOCIATES, INC.","3233 K STREET NW, 2ND FLOOR",,"WASHINGTON","DC","20007-4412"
"ALL ABOUT SOUND & VIDEO, INC.","1595 KIMBLEWICK ROAD",,"POTOMAC","MD","20854"
"ALL AMERICAN A/C HEATING, INC.","19515 WHITE GROUND ROAD",,"BOYDS","MD","20841"
"ALL AROUND TECHNOLOGY, INC.","8565 ATLAS DRIVE",,"GAITHERSBURG","MD","20877"
"ALL ECO DESIGN CENTER LLC","2662 UNIVERSITY BLVD W",,"WHEATON","MD","20902"
"ALL MED SALES, LLC","20411 HERITAGE FARM TERRACE",,"MONTGOMERY VILLAGE","MD","20886"
"ALL NATURAL MEDICINE CLINIC LLC","4801 RANDOLPH RD",,"ROCKVILLE","MD","20852-2235"
"ALL OUT DANZA LLC","PO BOX 1341",,"ROCKVILLE","MD","20849-1341"
"ALL SAINTS HOME HEALTH CARE, LLC","ALL SAINTS HOME HEALTH CARE, LLC","11235 OAK LEAF DR, APT 509","SILVER SPRING","MD","20901"
"ALL SET HOSPITALITY, LLC","8630 FENTON STREET PLAZA 5",,"SILVER SPRING","MD","20910"
"ALL STAGE AND SOUND, INC","21500 LAYTONSVILLE ROAD",,"LAYTONSVILLE","MD","20882-1624"
"ALL STAR AQUATICS CORPORATION A/K/A ALL","604 EDMONSTON DR.",,"ROCKVILLE","MD","20851"
"ALL THINGS SPROUT, INC.","5635 FISHERS LN",,"ROCKVILLE","MD","20852-1796"
"ALLAN CHIU LUI D.M.D. LLP","12908 NEW HAMPSHIRE AVE",,"SILVER SPRING","MD","20904-3354"
"ALLAN H. KAUFMAN, D.D.S., P.A.","9701 NEW CHURCH ST",,"DAMASCUS","MD","20872-2000"
"ALLAN S. BERGER, M.D., P.A.","1302 MIDWOOD PL",,"SILVER SPRING","MD","20910-1645"
"ALLCOUNTED, INC.","10209 YEARLING DR",,"ROCKVILLE","MD","20850"
"ALLEGHENY BUILDERS & CONTRACTORS, INC.","18304 DUNDONNELL WAY",,"OLNEY","MD","20832-3125"
"ALLEGHENY SCIENCE & TECHNOLOGY CORPORATI","20251 CENTURY BLVD",,"GERMANTOWN","MD","20874"
"ALLEGHENY WOODWORKS, LLC","5170 LAWRENCE PL UNIT F",,"HYATTSVILLE","MD","20781"
"ALLEN & DELALIO ARCHITECTS, INC.","4300 SCOTCH MEADOW CT.",,"OLNEY","MD","20832"
"ALLEN OFFTERDINGER GROUP LLC","11617 HITCHING POST LN",,"NORTH BETHESDA","MD","20852-4403"
"ALLEN ROY BUILDERS, INC.","P.O. BOX 188",,"CLARKSBURG","MD","20871"
"ALLEN RUSS PHOTOGRAPHY, LLC","3509 FREDERICK PLACE",,"KENSINGTON","MD","20895"
"ALLERGY & ASTHMACARE, INC.","19328 ERIN TREE COURT",,"GAITHERSBURG","MD","20879"
"ALLERGY AND ASTHMA CLINICAL CENTERS, LLC","19735 GERMANTOWN ROAD","SUITE 180","GERMANTOWN","MD","20874"
"ALLERGY AND ASTHMA MANAGEMENT, INC.","10000 ORMOND ROAD",,"POTOMAC","MD","20854"
"ALLEY INTERACTIVE LLC","228 PARK AVE S","#85467","NEW YORK","NY","10003-1502"
"ALLIANCE CONSULTANTS CORP.","7529 STANDISH PL",,"ROCKVILLE","MD","20855-2733"
"ALLIANCE COUNSELING INC.","6177 EXECUTIVE BLVD",,"ROCKVILLE","MD","20852"
"ALLIANCE INTERNATIONAL INVESTMENT LLC","10201 GROSVENOR PLACE 1703",,"NORTH BETHESDA","MD","20852"
"ALLIANCE PARTNERS LLC","1209 ORANGE ST.",,"WILMINGTON","DE","19801"
"ALLIANCEBIO, LLC","12154 DARNESTOWN ROAD, SUITE 508",,"GAITHERSBURG","MD","20878"
"ALLIANT TECHNOLOGIES, L.L.C.","360 MOUNT KEMBLE AVE",,"MORRISTOWN","NJ","07960-6662"
"ALLIED MARKETING GROUP, L.C.","3720 FARRAGUT AVE 4TH FL",,"KENSINGTON","MD","20895"
"ALLIED PHARMACEUTICAL SERVICES, INC.","ALLIED PHARMACEUTICAL SERVICES INC","1201 SEVEN LOCKS ROAD SUITE 203","ROCKVILLE","MD","20854"
"ALLIED REALTY CORPORATION","7605 ARLINGTON RD",,"BETHESDA","MD","20814-6219"
"ALLISON CORINNE PHOTOGRAPHY, LLC","5412 WANETA RD",,"BETHESDA","MD","20816"
"ALLNUTT SERVICES LLC","1310 EDNOR ROAD",,"SILVER SPRING","MD","20905"
"ALLPA LANDSCAPING, LLC","19547 TWIN FLOWER CIR",,"GERMANTOWN","MD","20876"
"ALLTRAN HEALTH SERVICES, INC.","250 AVE 14TH E",,"SARTELL","MN","56377"
"ALLURE NAIL & BAR INC","2509 ENNALLS AVE.",,"WHEATON","MD","20902"
"ALLURE NAIL & SPA INC.","7208 TITONKA WAY",,"DERWOOD","MD","20855-2663"
"ALLWORLD LANGUAGE CONSULTANTS INC.","5327 GOLDSBORO ROAD",,"BETHESDA","MD","20817"
"ALLY BANK","500 WOODWARD AVE.","MI-01-19-FIN","DETROIT","MI","48226"
"ALMA HAIR SALON LLC","5026 NICHOLSON LANE",,"ROCKVILLE","MD","20852"
"ALOHA POOL & SPA, INC.","9604 OLD SPRING ROAD",,"KENSINGTON","MD","20895-3124"
"ALPAS GROUP LLC","PO BOX 264",,"BELLBROOK","OH","45305"
"ALPES DECORATING CO, INC.","20812 MERLE DR",,"GAITHERSBURG","MD","20882"
"ALPHA & OMEGA SERVICE, INC.","13215 CHESTNUT OAK DRIVE",,"DARNESTOWN","MD","20878-3545"
"ALPHA BUSINESS CONSULTANTS, LLC","11528 LAKE POTOMAC DR",,"POTOMAC","MD","20854-1223"
"ALPHA DOG LLC","9011 1ST AVE.",,"SILVER SPRING","MD","20910"
"ALPHA INTERNATIONAL INC.","11300 GILSAN ST",,"SILVER SPRING","MD","20902"
"ALPHA POWER WASHING, LLC","13505 TEAKWOOD LANE",,"GERMANTOWN","MD","20874"
"ALPINE SERVICES, INC.","5313 BROOKEVILLE RD",,"GAITHERSBURG","MD","20882-1707"
"ALSOP SNOW REMOVAL SERVICE, INC.","301 BRISTOL DOWNS DR",,"GAITHERSBURG","MD","20877-4304"
"ALTA IT SERVICES, LLC","210 SIXTH AVENUE,  STE 3100",,"PITTSBURGH","PA","15222"
"ALTA PLANA CORPORATION","7300 WILLOW AVENUE",,"TAKOMA PARK","MD","20912-4321"
"ALTAI FREELANCE LLC","6040 CHATSWORTH LN",,"BETHESDA","MD","20814"
"ALTEO, LLC","6002 LOGANWOOD DR",,"ROCKVILLE","MD","20852-3458"
"ALTEON HEALTH (MID-ATLANTIC), LLC","5700 DARROW RD, #106",,"HUDSON","OH","44236"
"ALTERNATIVE BUSINESS SOLUTION ENTERPRISE","33 STONEGATE DRIVE","SUITE 202","SILVER SPRING","MD","20905"
"ALTERNATIVE SOLUTIONS CENTER, INC.","11110 WHISPERWOOD LANE",,"ROCKVILLE","MD","20852"
"ALTIGY, LLC","11429 SENECA FOREST CIRCLE",,"GERMANTOWN","MD","20876"
"ALTIMMUNE, INC.","910 CLOPPER ROAD","STE 2015","GAITHERSBURG","MD","20878"
"ALTITUDE CONSULTING, INC.","8010 PARK OVERLOOK DR",,"BETHESDA","MD","20817"
"ALV LAW, LLC","16712 BAEDERWOOD LN",,"DERWOOD","MD","20855"
"ALVAREZ GENERAL CONTRACTOR INC.","11919 PARKLAWN DR. APT. T3",,"ROCKVILLE","MD","20853"
"ALVAREZ MARTINEZ LAW FIRM LLC","SUITE 200","4800 HAMPDEN LANE","BETHESDA","MD","20814"
"AMAFHH HOLDINGS II LLC","3705 BOLD RULER CT",,"GLENELG","MD","21737"
"AMAKIMA, LLC","5401 BURLING ROAD","5401 BURLING ROAD","BETHESDA","MD","20814"
"AMALFI RISTORANTE ITALIANO, INC.","12307 WILKINS AVE",,"ROCKVILLE","MD","20852"
"AMALGAMATED CASUALTY INSURANCE COMPANY","8401 CONNECTICUT AVE, SUITE 105",,"CHEVY CHASE","MD","20815"
"AMANDA BAKER DESIGN, LLC","7112 CYPRESS HILL DR",,"GAITHERSBURG","MD","20879"
"AMANDAMATIONS PHOTOGRAPHY, LLC","2219 COLD MEADOW WAY",,"SILVER SPRING","MD","20906"
"AMAREX CLINICAL RESEARCH, LLC","789 N DIXBORO RD",,"ANN ARBOR","MI","48105"
"AMAYA TRUCKING, INC.","16412 EMORY LN",,"ROCKVILLE","MD","20853-1226"
"AMAZING ART STUDIO III, INC.","115 CROWN PARK AVE",,"GAITHERSBURG","MD","20878"
"AMAZING CLEANING SERVICES, LLC","23100 MISTFLOWER DR",,"CLARKSBURG","MD","20871-3314"
"AMAZON RETAIL LLC","PO BOX 80416",,"SEATTLE","WA","98108-0416"
"AMAZONIA DEVELOPMENT GROUP, LLC","AMAZONIA DEVELOPMENT GROUP, LLC","4114 DAVIS PL NW","WASHINGTON","DC","20007"
"AMAZONICA COFFEE, LLC","5408 PARKVALE TER",,"ROCKVILLE","MD","20853"
