"applicationtype","permitno","worktype","usecode","addeddate","issueddate","status","buildingarea","declaredvaluation","description","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","geolocation"
"COMMERCIAL BUILDING","994540","CONSTRUCT","TOWNHOUSE","2022-05-24T07:05:09.000","2022-06-15T11:06:29.000","Issued","4262","267100","Customer Wants To Use ePlans,Amalyn, Lot 006, Ainsley-Center Kitchen, Referback to #977841","7025",,"ARTESA","LN",,"BETHESDA","MD","20817","39.016739","-77.143552","
,  
(39.016739, -77.143552)"
"COMMERCIAL BUILDING","993540","CONSTRUCT","EDUCATIONAL BUILDING","2022-05-16T02:05:15.000","2022-06-15T11:06:19.000","Issued","5734","300000","Customer Wants To Use ePlans,MCPS Portable Project - Walter Johnson HS - 5 units - Installation of portable classroom units including addition of accessible means of egress.","6400",,"ROCK SPRING","DR",,"BETHESDA","MD","20817","39.025325","-77.130425","
,  
(39.025325, -77.130425)"
"COMMERCIAL BUILDING","966765","CONSTRUCT","EDUCATIONAL BUILDING","2021-09-13T10:09:39.000","2022-06-15T10:06:01.000","Issued","84094","32988073","Customer Wants To Use ePlans,Construction of a new on-site replacement elementary school facility. School is steel-framed, II B construction, single occupancy, type E. Three-story instructional wing, single-story wing for administration and public spaces. USE &amp; OCCUPANCY PERMIT 387650","14811",,"NOTLEY","RD",,"SILVER SPRING","MD","20905","39.09933","-77.014797","
,  
(39.09933, -77.014797)"
"COMMERCIAL BUILDING","993565","RESTORE AND / OR REPAIR","COMMERCIAL MISCELLANEOUS STRUC","2022-05-16T04:05:05.000","2022-06-15T02:06:11.000","Issued","1275","500000","Customer Wants To Use ePlans,The Oil and Grit Management Facility (OGMF) is located within the property boundary of the closed Oaks Landfill, immediately adjacent to the Leachate Pretreatment Plant. The OGMF receives and processes liquids and solids from stormwater management structures across Montgomery County. This renovation project for the OGMF incorporates operation and maintenance needs as well as provide additional receiving and processing capacity by expanding and replacing parts of concrete structures.","6001",,"OLNEY LAYTONSVILLE","RD",,"GAITHERSBURG","MD","20882","39.19808","-77.115886","
,  
(39.19808, -77.115886)"
"COMMERCIAL BUILDING","985587","CONSTRUCT","MISCELLANEOUS STRUCTURE","2022-03-07T01:03:52.000","2022-06-14T09:06:01.000","Issued","1000","250000","Customer Wants To Use ePlans,Remove and replace Cooling Tower","1401",,"DENNIS","AVE",,"SILVER SPRING","MD","20902","39.02638","-77.033113","
,  
(39.02638, -77.033113)"
"COMMERCIAL BUILDING","994537","CONSTRUCT","TOWNHOUSE","2022-05-24T07:05:20.000","2022-06-14T08:06:43.000","Issued","5373","331500","Customer Wants To Use ePlans,Amalyn lot 04 Madera Center kitchen refback to #977835","7029",,"ARTESA","LN",,"BETHESDA","MD","20817","39.016713","-77.143741","
,  
(39.016713, -77.143741)"
"COMMERCIAL BUILDING","974826","CONSTRUCT","RETAINING WALL","2021-11-18T09:11:28.000","2022-06-13T10:06:13.000","Issued","2275","63700","Customer Wants To Use ePlans,Construct 11 segmental block retaining walls as follows (all height numbers are ""At Tallest Point""): Wall A - Length 27' / Height 3' Wall B - Length 65.5' / Height 4.70' Wall C - Length 45' / Height 6.40' Wall D - Length 121.5' / Height 8' Wall E - Length 37.5' / Height 2.25' Wall F - Length 27' / Height 2' Wall G - Length 22.5' / Height 1.25' Wall H - Length 23' / Height 2' Wall I - Length 23' / Height 2.75' Wall J - Length 21' / Height 2' Wall K - Length 41' / Height 3.75'","13220",,"PETREL","ST",,"CLARKSBURG","MD","20871","39.217248","-77.28144","
,  
(39.217248, -77.28144)"
"COMMERCIAL BUILDING","994542","CONSTRUCT","TOWNHOUSE","2022-05-24T07:05:14.000","2022-06-10T12:06:44.000","Issued","5373","331500","Customer Wants To Use ePlans,Amalyn, Lot 008, Madera-Center Kitchen, Referback #977835","7021",,"ARTESA","LN",,"BETHESDA","MD","20817","39.016768","-77.143371","
,  
(39.016768, -77.143371)"
"COMMERCIAL BUILDING","994658","BUILD FOUNDATION","COMMERCIAL MISCELLANEOUS STRUC","2022-05-25T12:05:03.000","2022-06-10T12:06:06.000","Issued","408","45000","Child Permit to AP#976576, Slab Foundation for Prefabricated Public Safety Radio Communications Shelter and LP Tank on WMATA Yard. TFCG#2020011089, MR2021003, Pole Longitude: 77.170537, Pole Latitude: 39.123927","15903",,"SOMERVILLE","DR",,"ROCKVILLE","MD","20855","39.119774","-77.164803","
,  
(39.119774, -77.164803)"
"COMMERCIAL BUILDING","959874","BUILD FOUNDATION","GARAGE","2021-07-15T07:07:15.000","2022-06-10T11:06:23.000","Issued","39187","1500000","Customer Wants To Use ePlans,LEED Project # 1000146658 . Project Foundation to Grade Permit for future 4 storied apartment building with on level underground garage and Lobby on the first floor.","3929",,"LANDMARK","CT",,"CHEVY CHASE","MD","20815","38.994218","-77.078772","
,  
(38.994218, -77.078772)"
"COMMERCIAL BUILDING","994541","CONSTRUCT","TOWNHOUSE","2022-05-24T07:05:05.000","2022-06-10T04:06:47.000","Issued","4388","272400","Customer Wants To Use ePlans,Amalyn, Lot 007, Camelia-Rear Kitchen, Referback #977837","7023",,"ARTESA","LN",,"BETHESDA","MD","20817","39.016749","-77.14347","
,  
(39.016749, -77.14347)"
"COMMERCIAL BUILDING","988291","CONSTRUCT","FENCE","2022-03-29T06:03:28.000","2022-06-10T04:06:20.000","Issued","1030","414340","Customer Wants To Use ePlans,INSTALL 1030 LF FENCE","6701",,"ROCKLEDGE","DR",,"BETHESDA","MD","20817","39.03057","-77.134373","
,  
(39.03057, -77.134373)"
"COMMERCIAL BUILDING","988717","CONSTRUCT","MISCELLANEOUS STRUCTURE","2022-04-03T01:04:07.000","2022-06-10T03:06:56.000","Issued","16","2500","Customer Wants To Use ePlans,4' x 4' x10' H CMU podium US ZEN STREET SIGN PILLAR","15511",,"BARNESVILLE","RD",,"BOYDS","MD","20841","39.194406","-77.322538","
,  
(39.194406, -77.322538)"
"COMMERCIAL BUILDING","985590","INSTALL","MISCELLANEOUS STRUCTURE","2022-03-07T01:03:03.000","2022-06-10T03:06:47.000","Issued","1000","250000","Customer Wants To Use ePlans,Remove and replace Cooling Tower","12201",,"NEW HAMPSHIRE","AVE",,"SILVER SPRING","MD","20904","39.056297","-76.995594","
,  
(39.056297, -76.995594)"
"COMMERCIAL BUILDING","985880","RESTORE AND / OR REPAIR","EDUCATIONAL BUILDING","2022-03-08T05:03:13.000","2022-06-10T03:06:18.000","Issued","150","350000","Customer Wants To Use ePlans,Elevator modernization - no change to building construction","2",,"TEACHERS","WAY",,"GAITHERSBURG","MD","20877","39.14396","-77.187871","
,  
(39.14396, -77.187871)"
"COMMERCIAL BUILDING","987709","INSTALL","WIRELESS EQUIPMENT","2022-03-24T10:03:14.000","2022-06-09T02:06:44.000","Issued","0","20000","AT&amp;T proposes to REMOVE (4) existing antennas and (15) existing RRHs and INSTALL (4) new antennas and (16) new RRHs on an existing water tank.","17710",,"BUEHLER","RD",,"OLNEY","MD","20832","39.147749","-77.06475","
,  
(39.147749, -77.06475)"
"COMMERCIAL BUILDING","978106","ADD","MISCELLANEOUS STRUCTURE","2021-12-20T02:12:21.000","2022-06-09T02:06:15.000","Issued","333.78","20000","Customer Wants To Use ePlans,Installation of electrical service for connection to water pump. Pump to irrigate golf course","7900",,"CONNECTICUT","AVE",,"CHEVY CHASE","MD","20815","38.989115","-77.078752","
,  
(38.989115, -77.078752)"
"COMMERCIAL BUILDING","988930","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T07:04:25.000","2022-06-08T04:06:24.000","Issued","500","5725","Customer Wants To Use ePlans,crawl space repairs","8507",,"BRADFORD","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","993871","CONSTRUCT","FENCE","2022-05-18T03:05:23.000","2022-06-08T04:06:00.000","Issued","114","50000","Customer Wants To Use ePlans,Aluminum picket fence security fence, total 114' long, 6'6"" tall, 2 MANUAL gates - NO ELECTRICITY","11618",,"SEVEN LOCKS","RD",,"POTOMAC","MD","20854","39.047276","-77.162101","
,  
(39.047276, -77.162101)"
"COMMERCIAL BUILDING","992710","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-09T11:05:51.000","2022-06-07T11:06:03.000","Issued","7800","66000","Customer Wants To Use ePlans,Replacement of roof coverings (shingles, underlayment, flashings, gutters, downspouts, chimney caps, etc.). Some limited plywood sheathing replacement may be necessary once exposed and evaluated.","8901",,"BATTERY","PL",,"BETHESDA","MD","20814","38.990926","-77.102074","
,  
(38.990926, -77.102074)"
"COMMERCIAL BUILDING","989733","INSTALL","MISCELLANEOUS STRUCTURE","2022-04-12T09:04:33.000","2022-06-07T09:06:27.000","Issued","64","16005","Customer Wants To Use ePlans,BUILD A FENCE. PERMIT FOR 7"" TALL FENCE ONLY","3",,"DERWOOD","CIR",,"ROCKVILLE","MD","20850","39.104222","-77.154773","
,  
(39.104222, -77.154773)"
"COMMERCIAL BUILDING","983451","INSTALL","WIRELESS EQUIPMENT","2022-02-15T10:02:53.000","2022-06-06T04:06:49.000","Issued","0","50000","Install 3 antennas, 1 platform mount, 2 cabinets, and ancillary equipment as per plans","13201",,"LEWISDALE","RD",,"CLARKSBURG","MD","20871","39.289162","-77.273702","
,  
(39.289162, -77.273702)"
"COMMERCIAL BUILDING","989810","INSTALL","WIRELESS EQUIPMENT","2022-04-12T02:04:39.000","2022-06-06T04:06:20.000","Issued","0","41500","Install (3) new Antennas on (3) new Antenna mounts, (6) RRUs (2 per sector), (1) Surge Suppression Device, and (1) Hybrid cable on existing tower at 175'. Install 5' x 7' metal platform for equipment cabinet on ground below tower","5601",,"RIVER","RD",,"BETHESDA","MD","20816","38.970195","-77.11118","
,  
(38.970195, -77.11118)"
"COMMERCIAL BUILDING","961329","INSTALL","WIRELESS EQUIPMENT","2021-07-27T11:07:25.000","2022-06-06T03:06:45.000","Issued","0","27100","Modification of an existing telecommunications tower. Removal of 6 antennas, 12 RRUs, and installation of 9 antennas, 6 RRUs. Removal and replacement of antenna platform. Installation of two ground cabinets.","300",,"OLNEY SANDY SPRING","RD",,"SANDY SPRING","MD","20860","39.148602","-77.0184","
,  
(39.148602, -77.0184)"
"COMMERCIAL BUILDING","988315","INSTALL","WIRELESS EQUIPMENT","2022-03-30T09:03:08.000","2022-06-06T03:06:36.000","Issued","0","49750","Sprint, now a part of T-Mobile, proposes to replace 3 mounts, remove 6 antennas, 3 RRHs, 2 cabinets, and install 9 antennas, 6 RRHs, 2 cabinets at the existing telecommunications facility, per plans.","6424",,"MANOR VIEW","DR",,"GAITHERSBURG","MD","20882","39.187881","-77.129278","
,  
(39.187881, -77.129278)"
"COMMERCIAL BUILDING","981724","INSTALL","WIRELESS EQUIPMENT","2022-01-28T02:01:16.000","2022-06-06T03:06:04.000","Issued","0","15000","Project consists of removing (6) existing antennas and installing (3) new antennas to existing rooftop telecommunications facility.","4853",,"CORDELL","AVE",,"BETHESDA","MD","20814","38.990148","-77.097818","
,  
(38.990148, -77.097818)"
"COMMERCIAL BUILDING","987279","CONSTRUCT","MISCELLANEOUS STRUCTURE","2022-03-21T01:03:28.000","2022-06-03T10:06:04.000","Issued","5006.68","300000","Customer Wants To Use ePlans,Install new 4000Amp service and concrete pad. Install 7 new bus charger locations and 21 pedestals. Chargers and pedestal to be mounted on concrete. pads Install 8 Future pad sites for future chargers. Install PVC conduit's between all","1800",,"RANDOLPH","RD",,"SILVER SPRING","MD","20902","39.065225","-77.032438","
,  
(39.065225, -77.032438)"
"COMMERCIAL BUILDING","984916","INSTALL","WIRELESS EQUIPMENT","2022-03-01T09:03:55.000","2022-06-03T05:06:45.000","Issued","0","50000","Dish proposes to install 3 antennas and ancillary equipment and 2 cabinets and necessary equipment as per plans","14825",,"COMUS","RD",,"CLARKSBURG","MD","20871","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","983426","INSTALL","WIRELESS EQUIPMENT","2022-02-15T09:02:27.000","2022-06-01T09:06:16.000","Issued","0","50000","Install 3 antennas, 3 mounts, 2 cabinets, and ancillary equipment as per plans","15901",,"OLD COLUMBIA","PIKE",,"BURTONSVILLE","MD","20866","39.117725","-76.929397","
,  
(39.117725, -76.929397)"
"COMMERCIAL BUILDING","981736","INSTALL","WIRELESS EQUIPMENT","2022-01-28T02:01:36.000","2022-06-01T06:06:23.000","Issued","0","15000","Project consists of removing (1) existing antenna and installing (1) new proposed antenna to existing rooftop telecommunications facility.","6015",,"MONTROSE","RD",,"ROCKVILLE","MD","20852","39.053357","-77.121823","
,  
(39.053357, -77.121823)"
"COMMERCIAL BUILDING","984671","ADD","EDUCATIONAL BUILDING","2022-02-25T02:02:51.000","2022-06-01T03:06:16.000","Issued","4773","205000","Customer Wants To Use ePlans,PLANS ATTACHED TO SIBLING PERMIT AP#978452.  VERTICAL ADDITION TO LIBRARY.","6801",,"GREENTREE","RD",,"BETHESDA","MD","20817","39.008385","-77.13857","
,  
(39.008385, -77.13857)"
"COMMERCIAL BUILDING","970743","ADD","EDUCATIONAL BUILDING","2021-10-15T01:10:55.000","2022-05-31T12:05:13.000","Issued","56152","28573300","Customer Wants To Use ePlans,Addition to existing school as per plans. Permit 970747 is a sister permit.","18201",,"CONTOUR","RD",,"MONTGOMERY VILLAGE","MD","20886","39.155596","-77.19704","
,  
(39.155596, -77.19704)"
"COMMERCIAL BUILDING","981212","RESTORE AND / OR REPAIR","COMMERCIAL MISCELLANEOUS STRUC","2022-01-25T12:01:51.000","2022-05-31T09:05:46.000","Issued","120","1500","Customer Wants To Use ePlans,Removed Interior two non load Bering wall","12525",,"PARK POTOMAC","AVE",,"POTOMAC","MD","20854","39.061445","-77.157114","
,  
(39.061445, -77.157114)"
"COMMERCIAL BUILDING","989948","CONSTRUCT","MISCELLANEOUS STRUCTURE","2022-04-13T11:04:18.000","2022-05-31T02:05:00.000","Issued","40","35000","Customer Wants To Use ePlans,Install a new diesel generator on an existing concrete pad located within a fenced area of an existing telecommunication tower site. Will remove the existing propane generator and tank. There will be no antennas installed as part of this installation.","1101",,"CORLISS","ST",,"SILVER SPRING","MD","20903","39.016847","-76.989429","
,  
(39.016847, -76.989429)"
"COMMERCIAL BUILDING","984970","RESTORE AND / OR REPAIR","PLACE OF WORSHIP","2022-03-01T01:03:49.000","2022-05-28T01:05:55.000","Issued","800","250000","Customer Wants To Use ePlans,Repair existing bell tower, install ADA parking space with concrete ramp, reroof, repair exterior windows and doors.","11810",,"DARNESTOWN","RD",,"GAITHERSBURG","MD","20878","39.114089","-77.244547","
,  
(39.114089, -77.244547)"
"COMMERCIAL BUILDING","986039","CONSTRUCT SHEETING/SHORING","EDUCATIONAL BUILDING","2022-03-09T01:03:24.000","2022-05-26T09:05:44.000","Issued","620","260000","Customer Wants To Use ePlans, Installation of&nbsp;composite underpinning and sheeting &amp; shoring design for support of&nbsp;existing building and excavation per design&nbsp;drawings.  MCPS - SOUTHLAKE ELEMENTARY SCHOOL","18201",,"CONTOUR","RD",,"MONTGOMERY VILLAGE","MD","20886","39.155596","-77.19704","
,  
(39.155596, -77.19704)"
"COMMERCIAL BUILDING","979409","ADD","STORAGE BUILDING","2022-01-06T03:01:01.000","2022-05-25T10:05:45.000","Issued","104","10000","Customer Wants To Use ePlans,We propose to set an 8' x 14' stand-alone, UL listed, exterior freezer on site on an existing concrete pad behind the building.","8019",,"SNOUFFER SCHOOL","RD",,"GAITHERSBURG","MD","20879","39.160334","-77.161381","
,  
(39.160334, -77.161381)"
"COMMERCIAL BUILDING","983436","INSTALL","WIRELESS EQUIPMENT","2022-02-15T09:02:51.000","2022-05-25T05:05:27.000","Issued","0","50000","Install 3 antennas, 1 platform mount, 2 cabinets, and ancillary equipment as per plans","7707",,"AIRPARK","RD",,"GAITHERSBURG","MD","20879","39.171488","-77.157913","
,  
(39.171488, -77.157913)"
"COMMERCIAL BUILDING","983532","INSTALL","WIRELESS EQUIPMENT","2022-02-15T02:02:47.000","2022-05-25T04:05:19.000","Issued","0","50000","Install 3 antennas, 2 mounts, 2 cabinets, and ancillary equipment as per plans","18301",,"WARING STATION","RD",,"GERMANTOWN","MD","20874","39.157082","-77.252493","
,  
(39.157082, -77.252493)"
"COMMERCIAL BUILDING","988945","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T08:04:44.000","2022-05-25T02:05:58.000","Issued","500","2000","Customer Wants To Use ePlans,crawl space repairs","8630",,"GEREN","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","983457","INSTALL","WIRELESS EQUIPMENT","2022-02-15T10:02:58.000","2022-05-25T01:05:59.000","Issued","0","50000","Install 3 antennas, 3 mounts, 2 cabinets, and ancillary equipment as per plans","3351",,"BRIGGS CHANEY","RD",,"SILVER SPRING","MD","20904","39.075558","-76.94166","
,  
(39.075558, -76.94166)"
"COMMERCIAL BUILDING","990773","BUILD FOUNDATION","COMMERCIAL MISCELLANEOUS STRUC","2022-04-21T12:04:44.000","2022-05-24T12:05:32.000","Issued","408","0","Industrialized/Modular Building-Foundation for Telecom WIRELESS Shelter, Scope and Cost included in COMBUILD-948659","4301",,"BROOKEVILLE","RD",,"BROOKEVILLE","MD","20833","39.186706","-77.086035","
,  
(39.186706, -77.086035)"
"COMMERCIAL BUILDING","976576","INSTALL","WIRELESS EQUIPMENT","2021-12-06T04:12:15.000","2022-05-24T12:05:22.000","Issued","0","120000","WMATA, is purposing to install a 200�-0"" three-leg lattice tower. Three omni whip antennas are proposed at a height of 180�, resulting in an tip height of 193�. The tower will be surrounded by an irregularly shaped fenced compound which will house a proposed equipment shelter and propane tank which will support the proposed standby emergency generator. This is parent permit. AP 991822 is for Tower construction.&nbsp; AP xxxxxx is for new shelter installation.","15903",,"SOMERVILLE","DR",,"ROCKVILLE","MD","20855","39.119774","-77.164803","
,  
(39.119774, -77.164803)"
"COMMERCIAL BUILDING","988215","RESTORE AND / OR REPAIR","BUSINESS BUILDING","2022-03-29T12:03:53.000","2022-05-24T12:05:17.000","Issued","1000","356700","Customer Wants To Use ePlans,Installation of a new replacement cooling tower, a new electrical boiler and new replacement pumps. All new devices will be integrated with existing BAS Control System. 3/30/2022 (RC)","12401",,"PROSPERITY","DR",,"SILVER SPRING","MD","20904","39.058157","-76.964729","
,  
(39.058157, -76.964729)"
"COMMERCIAL BUILDING","964979","INSTALL","WIRELESS EQUIPMENT","2021-08-25T09:08:45.000","2022-05-24T12:05:13.000","Issued","0","120000","WMATA proposed to install a new lattice tower on WMATA owned property. Four antennas (two whip and two panels) will be installed and used for emergency communication. Sister Permit with separate plans is 991816 for New Tower.","12750",,"LAYHILL","RD",,"SILVER SPRING","MD","20906","39.06609","-77.049298","
,  
(39.06609, -77.049298)"
"COMMERCIAL BUILDING","988926","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T07:04:12.000","2022-05-24T10:05:26.000","Issued","500","9200","Customer Wants To Use ePlans,crawl space repairs","8501",,"BRADFORD","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","992910","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2022-05-10T01:05:22.000","2022-05-24T08:05:57.000","Issued","305.57","18310","Customer Wants To Use ePlans,Foundation only for replacement Pylon sign","12211",,"MIDDLEBROOK","RD",,"GERMANTOWN","MD","20874","39.17599","-77.252916","
,  
(39.17599, -77.252916)"
"COMMERCIAL BUILDING","987008","INSTALL","WIRELESS EQUIPMENT","2022-03-17T03:03:28.000","2022-05-24T04:05:17.000","Issued","0","45000","Swapping 9 existing antennas for 9 new antennas, removing 3 TMAs/RRU installing 6 new RRUs &amp; 3 hybri","7601",,"BRADLEY","BLVD",,"BETHESDA","MD","20817","39.016225","-77.152235","
,  
(39.016225, -77.152235)"
"COMMERCIAL BUILDING","981734","INSTALL","WIRELESS EQUIPMENT","2022-01-28T02:01:41.000","2022-05-23T11:05:31.000","Issued","0","15000","Project consists of installing (1) new antenna inside existing RF Friendly antenna screening enclosure at existing rooftop wireless telecommunications facility.","4824",,"BETHESDA","AVE",,"BETHESDA","MD","20814","38.980797","-77.096723","
,  
(38.980797, -77.096723)"
"COMMERCIAL BUILDING","988935","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T07:04:51.000","2022-05-23T08:05:47.000","Issued","500","6550","Customer Wants To Use ePlans,crawl space reairs","8618",,"GEREN","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","981729","INSTALL","WIRELESS EQUIPMENT","2022-01-28T02:01:59.000","2022-05-20T10:05:40.000","Issued","0","15000","Project consists of removing (6) antennas, (2) from each sector, and installing (6) new antennas to existing rooftop telecommunications facility","13100",,"COLUMBIA","PIKE",,"SILVER SPRING","MD","20904","39.071178","-76.958752","
,  
(39.071178, -76.958752)"
"COMMERCIAL BUILDING","981314","ADD","COMMERCIAL MISCELLANEOUS STRUC","2022-01-26T09:01:12.000","2022-05-20T08:05:45.000","Issued","300","5000","Customer Wants To Use ePlans,We would like to install a clock tower. The structure will be 12' 7.5"" above ground and we will need to install a footer below grade. The footer is to be a 12"" square and 3' below grade.","14901",,"CARROLTON","RD",,"ROCKVILLE","MD","20853","39.101035","-77.085596","
,  
(39.101035, -77.085596)"
"COMMERCIAL BUILDING","976854","CONSTRUCT","BUSINESS BUILDING","2021-12-08T01:12:05.000","2022-05-20T02:05:31.000","Issued","375707","87979000","Customer Wants To Use ePlans,Pike &amp; Rose Block 9 - New Office Space and&nbsp;Above Grade parking.&nbsp;&nbsp; Below grade parking and 1st floor under FOUND Permit 967711.","915",,"MEETING","ST",,"ROCKVILLE","MD","20852","39.050407","-77.11572","
,  
(39.050407, -77.11572)"
"COMMERCIAL BUILDING","988937","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T07:04:50.000","2022-05-19T11:05:04.000","Issued","500","7075","Customer Wants To Use ePlans,crawl space repairs","8622",,"GEREN","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","988674","ADD","ASSEMBLY BUILDING","2022-04-01T02:04:56.000","2022-05-19T02:05:40.000","Issued","300","0","THIS IS AN APPLICATION FOR THE CANOPY ADDITION/ENLARGEMENT PERMITPERMIT NUMBER COMBUILD-944954. THIS IS AN APPLICATION FOR THE CANOPY ADDITION/ENLARGEMENT PERMIT.&nbsp; 944954 - Alter permit&nbsp; &nbsp;","11812",,"NEW HAMPSHIRE","AVE",,"SILVER SPRING","MD","20904","39.049731","-76.994442","
,  
(39.049731, -76.994442)"
"COMMERCIAL BUILDING","986902","INSTALL","WIRELESS EQUIPMENT","2022-03-16T10:03:33.000","2022-05-19T01:05:02.000","Issued","0","12000","Install (1) 48kw diesel generator w/240gal above ground tank UL142 on new 5'-0"" x 10'-0"" concrete pad","17800",,"BOWIE MILL","RD",,"ROCKVILLE","MD","20855","39.150542","-77.116757","
,  
(39.150542, -77.116757)"
"COMMERCIAL BUILDING","984274","INSTALL","WIRELESS EQUIPMENT","2022-02-23T10:02:41.000","2022-05-18T01:05:04.000","Issued","0","50000","Dish proposes to install 3 antennas and ancillary equipment, and 2 cabinets and necessary equipment as per plans","13801",,"GEORGIA","AVE",,"SILVER SPRING","MD","20906","39.08485","-77.071837","
,  
(39.08485, -77.071837)"
"COMMERCIAL BUILDING","988927","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-05T07:04:37.000","2022-05-17T11:05:24.000","Issued","500","3725","Customer Wants To Use ePlans,crawl space repairs","8503",,"BRADFORD","RD",,"SILVER SPRING","MD","20901","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","983358","INSTALL","WIRELESS EQUIPMENT","2022-02-14T02:02:06.000","2022-05-17T09:05:06.000","Issued","0","25000","T-Mobile proposes to remove and replace 3 antennas, 3 TMAs, remove 3 ground mounted RRUs, and install 3 RRHs at the existing telecommunications facility, per plans.","1301",,"ASHTON","RD",,"ASHTON","MD","20861","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","948659","INSTALL","WIRELESS EQUIPMENT","2021-04-12T08:04:40.000","2022-05-16T03:05:25.000","Issued","0","26000","SISTER PERMIT: COMBUILD-990773 for Shelter. WMATA proposes to install a 11'-8"" x 34' prefabricated shelter within a small compound expansion to the west side of the existing compound. A 1,000 gallon propane tank will be installed on the east side of the compound. New fencing is proposed to enclose the compound expansions. Two (2) Omni Whip antennas (transmit) are proposed at a height of 173' (centerline height of approximately 181.58'). One (1) Omni Whip antenna (receive) is proposed at a height of 200' (centerline height of approximately 208.58').","4301",,"BROOKEVILLE","RD",,"BROOKEVILLE","MD","20833","39.186706","-77.086035","
,  
(39.186706, -77.086035)"
"COMMERCIAL BUILDING","977891","ADD","COMMERCIAL MISCELLANEOUS STRUC","2021-12-17T10:12:34.000","2022-05-16T03:05:18.000","Issued","1000","25000","Customer Wants To Use ePlans,Installation of Meter Pedestal (200A, 120/240V, 1-ph) to support four level-2 EVSE (32A/1P/240V)","3710",,"MITCHELL","ST",,"KENSINGTON","MD","20895","39.025789","-77.075016","
,  
(39.025789, -77.075016)"
"COMMERCIAL BUILDING","977898","ADD","COMMERCIAL MISCELLANEOUS STRUC","2021-12-17T11:12:42.000","2022-05-13T09:05:15.000","Issued","1000","25000","Customer Wants To Use ePlans,Installation of Meter Pedestal (200A, 120/240V, 1-ph) to support four level-2 EVSE (32A/1P/240V)","3701",,"HOWARD","AVE",,"KENSINGTON","MD","20895","39.026799","-77.071848","
,  
(39.026799, -77.071848)"
"COMMERCIAL BUILDING","972933","RESTORE AND / OR REPAIR","GARAGE","2021-11-03T01:11:04.000","2022-05-13T08:05:06.000","Issued","30720","196726","Customer Wants To Use ePlans,Existing Mall Parking Garage Repairs.","11160",,"VIERS MILL","RD",,"WHEATON","MD","20902",,,"
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","955491","CONSTRUCT","MULTIFAMILY DWELLING LOW RISE","2021-06-07T06:06:32.000","2022-05-12T09:05:15.000","Issued","101619","17616572","Customer Wants To Use ePlans,CONSTRUCT SENIOR APARTMENT BLDG   Calculated Valuation is based on provided square footage for each occupancy by the architect of record.","19105",,"FREDERICK","RD",,"GAITHERSBURG","MD","20879","39.169605","-77.23397","
,  
(39.169605, -77.23397)"
"COMMERCIAL BUILDING","984834","ADD","RETAINING WALL","2022-02-28T02:02:04.000","2022-05-12T03:05:26.000","Issued","1316","33100","Customer Wants To Use ePlans,Install retaining wall in common area behind lot 17-19.","8101",,"RIVER","RD",,"BETHESDA","MD","20817","38.995637","-77.165253","
,  
(38.995637, -77.165253)"
"COMMERCIAL BUILDING","969787","CONSTRUCT","TRAILER","2021-10-07T12:10:34.000","2022-05-12T02:05:11.000","Issued","150","2500","Customer Wants To Use ePlans,Double wide jobsite trailer to be used as jobsite office.","11006",,"VEIRS MILL","RD",,"SILVER SPRING","MD","20902","39.035367","-77.051931","
,  
(39.035367, -77.051931)"
"COMMERCIAL BUILDING","983547","CONSTRUCT","SWIMMING POOL - ABOVE GROUND","2022-02-15T03:02:37.000","2022-05-11T12:05:13.000","Issued","688","85380","Customer Wants To Use ePlans,Construct permanent, in-ground swimming pool to include plater and finishes.","8005",,"GRAMERCY","BLVD",,"ROCKVILLE","MD","20855","39.124481","-77.165011","
,  
(39.124481, -77.165011)"
