Name,Address 1,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Montgomery County Boundary
AZUL BAR & GRILL,18749-D N. FREDERICK RD,GAITHERSBURG,20879,12/30/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Re-inspection Billable,CATALINO VILLATORO,Restaurant,Food,39.1637,-77.2255,"(39.1637, -77.2255)",3,3,36,31,21,1
POLLO A LA VISTA,16905 OAKMONT AVE,GAITHERSBURG,20877,12/28/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,DIXIA ALFARO,Restaurant,Food,39.1331,-77.1753,"(39.1331, -77.1753)",3,3,36,35,1,1
EL ELCANTO RESTAURANT,8035 SNOUFFER SCHOOL RD,GAITHERSBURG,20899,12/28/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,EL ELCANTO PARK,Restaurant,Food,39.1611,-77.1626,"(39.1611, -77.1626)",4,4,36,31,1,1
AZUL BAR & GRILL,18749-D N. FREDERICK RD,GAITHERSBURG,20879,12/28/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,CATALINO VILLATORO,Restaurant,Food,39.1637,-77.2255,"(39.1637, -77.2255)",3,3,36,31,21,1
DASH IN 1873,11150 NEW HAMPSHIRE AVE,SILVER SPRING,20904,12/15/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,UNITED 3 LLC,Market,Food,39.0389,-76.9909,"(39.0389, -76.9909)",5,5,18,21,1,1
LOS COBANOS,11210 GRANDVIEW AVE.,WHEATON,20902,12/15/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MERSAL CORP.,Restaurant,Food,39.0388,-77.0526,"(39.0388, -77.0526)",4,4,16,17,1,1
CHURRO,8600 DAKOTA DR,GAITHERSBURG,20879,12/10/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,CHURRO INC,Market,Food,39.1267,-77.1771,"(39.1267, -77.1771)",3,3,36,35,1,1
"GREEK PLACE, THE",8417 GEORGIA AVE,SILVER SPRING,20910,12/08/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,THE GREEK PLACE RESTAURANT INC,Restaurant,Food,38.9938,-77.0264,"(38.9938, -77.0264)",5,5,7,3065,1,1
DELICIOUS GOURMET,7840 BEECHCRAFT AVE.,GAITHERSBURG,20879,12/01/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Fire Call,MAHMOUD ABUL HAWA,,Food,39.1621,-77.1616,"(39.1621, -77.1616)",4,4,36,31,1,1
BONJOUR WAFFLES,11160 VEIRS MILL RD,SILVER SPRING,20902,11/30/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BONJOUR WAFFLES,Market,Food,39.037,-77.0539,"(39.037, -77.0539)",4,4,16,17,1,1
FIRE WOK,9812 FALLS RD.,POTOMAC,20854,11/30/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,T&C INVESTMENT LLC,Restaurant,Food,39.0172,-77.2106,"(39.0172, -77.2106)",1,1,20,53,1,1
PAPA'S BISTRO CATERING,7813 AIRPARK RD,GAITHERSBURG,20879,11/12/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MIGUEL A. RODRIGUEZ,Caterer,Food,39.1705,-77.1601,"(39.1705, -77.1601)",4,4,36,31,1,1
NOT YOUR AVERAGE JOE'S,245 KENTLANDS BLVD,GAITHERSBURG,20878,11/12/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,NOT YOUR AVERAGE JOES INC,Restaurant,Food,39.1249,-77.2393,"(39.1249, -77.2393)",3,3,36,33,21,1
GERMANTOWN WINE AND BEER,19590 N FREDERICK RD,GERMANTOWN,20874,11/12/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GERMANTOWN WINE AND BEER LLC,Market,Food,39.1769,-77.239,"(39.1769, -77.239)",2,2,39,36,1,1
CHINA EAST,14050 TRAVILAH RD,ROCKVILLE,20850,11/09/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GOLDEN MAY INC,Restaurant,Food,39.0852,-77.2251,"(39.0852, -77.2251)",2,2,24,33,1,1
CCACC-ADHC,9366 GAITHER RD.,GAITHERSBURG,20877,11/03/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"CHINESE CULTURE AND COMMUNITY SERVICE CENTER, INC.",Non-Profit,Food,39.1171,-77.1928,"(39.1171, -77.1928)",3,3,36,35,21,1
COLD STONE CREAMERY,84 MAIN STREET,GAITHERSBURG,20878,11/03/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,OUR CREAMERY INC,Restaurant,Food,39.1247,-77.2369,"(39.1247, -77.2369)",3,3,36,33,21,1
SHORI SERVICES,9011 GAIHTER RD,GAITHERSBURG,20877,10/28/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SHORI SERVICES LLC,Restaurant,Food,39.118,-77.1844,"(39.118, -77.1844)",3,3,36,35,1,1
SUNSHINE GENERAL STORE,22300 GEORGIA AVE.,BROOKEVILLE,20833,10/19/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,PULLEN SUNSHINE LLC,Restaurant,Food,39.2221,-77.06,"(39.2221, -77.06)",4,4,43,99,1,1
SOLE D'ITALIA RESTAURANT,14324 LAYHILL RD.,SILVER SPRING,20906,10/12/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,"ANTONICOLA, INC.",Restaurant,Food,39.0914,-77.0458,"(39.0914, -77.0458)",4,4,59,6,1,1
DIAMOND BAKERY,8-B EAST DIAMOND AVE.,GAITHERSBURG,20877,10/07/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Fire Call,DIAMOND BAKERY INN,Market,Food,39.1422,-77.198,"(39.1422, -77.198)",3,3,36,35,21,1
SABOR AZTECA,8-C EAST DIAMOND AVE.,GAITHERSBURG,20878,10/07/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,ENRIQUE ROSALES/DOUGLAS ALFARO,Restaurant,Food,39.1422,-77.198,"(39.1422, -77.198)",3,3,36,35,21,1
RAINBOW RESTAURANT,312-B E. DIAMOND AVE.,GAITHERSBURG,20877,09/30/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,GARBA MOHAMMED,Restaurant,Food,39.1424,-77.1927,"(39.1424, -77.1927)",3,3,36,35,21,1
DUNKIN DONUTS,19781 FREDERICK RD,GERMANTOWN,20876,09/24/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,WASHAM INVESTORS LLC,Market,Food,39.1795,-77.2379,"(39.1795, -77.2379)",2,2,39,36,1,1
NEW VILLAGE,11540-11542 MIDDLEBROOK RD,GERMANTOWN,20876,09/21/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,58 UNITY LLC,Restaurant,Food,39.1795,-77.2396,"(39.1795, -77.2396)",2,2,39,36,1,1
EERKINS UYGHUR CUISINE,1701 ROCKVILLE PIKE,ROCKVILLE,20852,09/21/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,EERKINS OF MD INC,Restaurant,Food,39.0613,-77.1244,"(39.0613, -77.1244)",3,3,25,60,12,1
SOULFULL CAFE BY DAWSON'S MARKET,50 MONROE PLACE,ROCKVILLE,20850,09/17/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,MAIN STREET COFFEE JV LLC,Restaurant,Food,39.083,-77.1483,"(39.083, -77.1483)",3,3,25,71,12,1
SOULFULL CAFE BY DAWSON'S MARKET,50 MONROE PLACE,ROCKVILLE,20850,09/16/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MAIN STREET COFFEE JV LLC,Restaurant,Food,39.083,-77.1483,"(39.083, -77.1483)",3,3,25,71,12,1
JERRY'S SUB SHOP,13645 CONNECTICUT AVE,SILVER SPRING,20906,09/08/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MS FOOD SERVICES LLC,Restaurant,Food,39.078,-77.0795,"(39.078, -77.0795)",4,4,61,6,1,1
ATRIUM BANQUET & CATERING,3 RESEARCH CT,ROCKVILLE,20850,09/08/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Environmental,SANJEEV VERMA / SILK PASTRIES LLC,Restaurant,Food,39.1074,-77.1866,"(39.1074, -77.1866)",3,3,25,71,12,1
COFFEE REPUBLIC,801 PLEASANT DR,ROCKVILLE,20850,08/24/2021,Facility Closed,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,WAT II LLC,Restaurant,Food,39.1145,-77.1709,"(39.1145, -77.1709)",3,3,25,71,12,1
CANTON DELIGHT,18550 WOODFIELD RD.,GAITHERSBURG,20879,08/05/2021,Facility Closed,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,CANTON DELIGHT INC,Restaurant,Food,39.1614,-77.1598,"(39.1614, -77.1598)",4,4,36,31,1,1
SUBWAY #11660,1402 ROCKVILLE PK.,ROCKVILLE,20852,07/26/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JUNG K. MOON,Restaurant,Food,39.0677,-77.1282,"(39.0677, -77.1282)",3,3,25,60,12,1
PASSION BAKERY CAFE,2281 BEL PRE RD,SILVER SPRING,20906,07/22/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,MIJ CORPORATION,Restaurant,Food,39.0909,-77.0482,"(39.0909, -77.0482)",4,4,59,6,1,1
DUNKIN DONUTS/BASKIN ROBBINS,9803 MAIN ST,DAMASCUS,20872,07/21/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,"DAMASCUS DONUTS, INC",Restaurant,Food,39.2886,-77.2019,"(39.2886, -77.2019)",2,2,51,42,1,1
PIZZA BOLIS,12949 WISTERIA DRIVE,GERMANTOWN,20874,07/15/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,SAQ&A INC,Carry Out,Food,39.1784,-77.27,"(39.1784, -77.27)",2,2,39,39,1,1
VILLAGE GREEN,120 N. FREDERICK AVE.,GAITHERSBURG,20877,07/13/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,AAM INC,,Food,39.1434,-77.2014,"(39.1434, -77.2014)",3,3,36,35,21,1
BURGER KING #13093,20430 GERMANTOWN RD.,GERMANTOWN,20786,07/07/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,POTOMAC FOODS GROUP,Restaurant,Food,39.1921,-77.2448,"(39.1921, -77.2448)",2,2,39,36,1,1
BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,20814,06/28/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Re-inspection Billable,BLAC LLC,Restaurant,Food,38.9876,-77.0996,"(38.9876, -77.0996)",1,1,12,111,1,1
BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,20814,06/24/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Re-inspection Billable,BLAC LLC,Restaurant,Food,38.9876,-77.0996,"(38.9876, -77.0996)",1,1,12,111,1,1
BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,20814,06/21/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BLAC LLC,Restaurant,Food,38.9876,-77.0996,"(38.9876, -77.0996)",1,1,12,111,1,1
CANCUN MEXICAN CUISINE,117 E. DIAMOND AVE.,GAITHERSBURG,20877,06/09/2021,Facility Closed,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,TIBISAY ELENA VELASCO,Restaurant,Food,39.1419,-77.195,"(39.1419, -77.195)",3,3,36,35,21,1
SHORI SERVICES,9011 GAIHTER RD,GAITHERSBURG,20877,06/02/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SHORI SERVICES LLC,Restaurant,Food,39.118,-77.1844,"(39.118, -77.1844)",3,3,36,35,1,1
MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,SILVER SPRING,20910,05/25/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,DIANG LIN,Restaurant,Food,38.9963,-77.0264,"(38.9963, -77.0264)",5,5,7,3065,1,1
ODALIS RESTAURANT,8215 GEORGIA AVE,SILVER SPRING,20910,04/30/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Fire Call,ODALIS RESTAURANT II LLC,Restaurant,Food,38.9921,-77.0262,"(38.9921, -77.0262)",5,5,7,3065,1,1
CROWN FRIED CHICKEN,9120 ROTHBURY DR,MONTGOMERY VILLAGE,20886,04/26/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,ROB BEVERAGE IV. LLC,Restaurant,Food,39.1846,-77.1886,"(39.1846, -77.1886)",2,2,38,28,1,1
RAINBOW RESTAURANT,312-B E. DIAMOND AVE.,GAITHERSBURG,20877,04/21/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GARBA MOHAMMED,Restaurant,Food,39.1424,-77.1927,"(39.1424, -77.1927)",3,3,36,35,21,1
RAINBOW RESTAURANT,312-B E. DIAMOND AVE.,GAITHERSBURG,20877,04/21/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,GARBA MOHAMMED,Restaurant,Food,39.1424,-77.1927,"(39.1424, -77.1927)",3,3,36,35,21,1
CHINA DYNASTY,15 VITAL WAY,SILVER SPRING,20904,04/15/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Change of Ownership - Environmental,HUAWING CORPORATION,Restaurant,Food,39.075,-77.0031,"(39.075, -77.0031)",4,4,26,12,1,1
MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,SILVER SPRING,20910,04/07/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,DIANG LIN,Restaurant,Food,38.9963,-77.0264,"(38.9963, -77.0264)",5,5,7,3065,1,1
QUIZNO'S,1611 E. GUDE DR.,ROCKVILLE,20850,04/07/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,"D&C INTERNATIONAL, INC",Restaurant,Food,39.0936,-77.1326,"(39.0936, -77.1326)",3,3,25,71,12,1
NUT HOUSE PIZZA,11419 GEORGIA AVE.,WHEATON,20902,03/01/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,NUT HOUSE PIZZA,Carry Out,Food,39.0421,-77.0513,"(39.0421, -77.0513)",4,4,16,17,1,1
WOW GRILL,9029 GAITHER RD.,GAITHERSBURG,20877,02/10/2021,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"WOW GRILL, INC.",Restaurant,Food,39.1178,-77.1851,"(39.1178, -77.1851)",3,3,36,35,1,1
TERRACE DELI,7500 OLD GEORGETOWN RD.,BETHESDA,20814,01/21/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,DAMOA INC,Restaurant,Food,38.985,-77.095,"(38.985, -77.095)",1,1,12,111,1,1
BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,20814,01/07/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Re-inspection Billable,BLAC LLC,Restaurant,Food,38.9876,-77.0996,"(38.9876, -77.0996)",1,1,12,111,1,1
BANANA LEAVES ASIAN CAFE BETHESDA,7816 OLD GEORGETOWN RD,BETHESDA,20814,01/06/2021,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,BLAC LLC,Restaurant,Food,38.9876,-77.0996,"(38.9876, -77.0996)",1,1,12,111,1,1
SOLE D'ITALIA RESTAURANT,14324 LAYHILL RD.,SILVER SPRING,20906,10/14/2020,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,"ANTONICOLA, INC.",Restaurant,Food,39.0914,-77.0458,"(39.0914, -77.0458)",4,4,59,6,1,1
SOCIETY RESTAURANT & LOUNGE,8229 GEORGIA AVE,SILVER SPRING,20910,09/29/2020,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Other,SAMANTHA KHAMIS EL MISKIRI,Restaurant,Food,38.9926,-77.0262,"(38.9926, -77.0262)",5,5,7,3065,1,1
CALIFORNIA TORTILLA-DARNESTOWN,12211 DARNESTOWN RD,GAITHERSBURG,20878,09/25/2020,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,CALTORT DEVELOPMENT CORP.,Restaurant,Food,39.1189,-77.2537,"(39.1189, -77.2537)",3,3,28,33,1,1
NEW FORTUNE,16515 S. FREDERICK RD.,GAITHERSBURG,20877,09/24/2020,Facility Closed,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"NEW FORTUNE, INC",Restaurant,Food,39.1272,-77.1826,"(39.1272, -77.1826)",3,3,36,35,1,1
BLUE PEARL BUFFET & GRILL,8661 COLESVILLE RD.,SILVER SPRING,20910,09/22/2020,Facility Closed,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,ASIA BUFFET INC,Restaurant,Food,38.9971,-77.027,"(38.9971, -77.027)",5,5,7,3065,1,1
