"application_type","permit_number","processed_date","approved_date","project_name","description_of_work","street_number","pre_direction","street_name","street_suffix","post_direction","city","state","zip_code","latitude","longitude","general_location","geolocation"
"SOILS TESTING PROCESS","701012086","2001-03-23T12:03:00.000","2001-07-16T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701012087","2001-03-23T12:03:00.000","2001-07-16T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701012088","2001-03-23T12:03:00.000","2001-07-16T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701021033","2001-04-05T12:04:00.000","2001-07-13T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700015020","2000-03-23T12:03:00.000","2001-07-10T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700033013","2000-04-05T12:04:00.000","2001-07-05T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700018001","2000-02-24T12:02:00.000","2001-02-15T12:02:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700018","2000-08-17T12:08:00.000","2001-02-14T12:02:00.000",,,,,"NORWOOD","RD",,"SILVER SPRING","MD","20905","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","8724HAWKI","2000-02-23T12:02:00.000","2001-02-14T12:02:00.000",,,"8724",,"HAWKINS CREAMERY","RD",,"GAITHERSBURG","MD","20882","39.266967","-77.181983",,"POINT (-77.181983 39.266967)"
"SOILS TESTING PROCESS","200889","2000-03-15T12:03:00.000","2000-11-07T12:11:00.000",,,"17330",,"DOCTOR BIRD","RD",,"SANDY SPRING","MD","20860","39.139924","-77.037585",,"POINT (-77.037585 39.139924)"
"SOILS TESTING PROCESS","11920RIVE","2000-03-21T12:03:00.000","2000-11-04T12:11:00.000",,,"11920",,"RIVER","RD",,"POTOMAC","MD","20854","39.035506","-77.247826",,"POINT (-77.247826 39.035506)"
"SOILS TESTING PROCESS","700030001","2000-04-12T12:04:00.000","2000-10-18T12:10:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700021038","2000-04-07T12:04:00.000","2000-06-05T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","200909","2000-03-16T12:03:00.000","2000-06-05T12:06:00.000",,,"3801",,"ELTON FARM","RD",,"BROOKEVILLE","MD","20833","39.244737","-77.076268",,"POINT (-77.076268 39.244737)"
"SOILS TESTING PROCESS","200886","2000-03-14T12:03:00.000","2000-06-05T12:06:00.000",,,"7130",,"DORSEY","RD",,"GAITHERSBURG","MD","20882","39.192159","-77.144211",,"POINT (-77.144211 39.192159)"
"SOILS TESTING PROCESS","100050","2000-06-05T12:06:00.000","2000-06-05T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","18330DARN","2000-03-24T12:03:00.000","2000-06-05T12:06:00.000",,,"18330",,"DARNESTOWN","RD",,"POOLESVILLE","MD","20837","39.159427","-77.385674",,"POINT (-77.385674 39.159427)"
"SOILS TESTING PROCESS","13340SIGN","2000-04-13T12:04:00.000","2000-06-05T12:06:00.000",,,"13340",,"SIGNAL TREE","LN",,"GERMANTOWN","MD","20874","0","0",,"POINT (0 0)"
