"agencyid","agencyname","id","dateadded","dateupdated","needlink","needtitle","needdetails","needaddress","needcity","needstate","needzip","needdatetype","needdate","registrationclosed","needhoursdescription","needagerequirements","needallowteams","needvolunteersneeded","needcontact","interests","qualifications","initiativetitle","geo_location"
"99940","Kirstin's Haven, Inc.","466883","2019-10-09T00:00:00.000","2020-06-16T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=466883","Web/Graphic Designer Intern","*This position is currently available as a remote internship due to COVID-19.
Kirstin’s Haven, Inc. is looking for an intern interested in designing content and improving our website (SquareSpace). This individual must demonstrate their design and font end development skills. Previous experience in working with Web Banners, Presentations, Landing Page Design And Implementation Of Basic Wordpress Themes. This job also entails selecting and modifying images and digital assets for creating digital marketing campaigns for web and social media platforms.
 -MUST BE ABLE TO COME ON SITE.
Intern Responsibilities

Designing Web Banners
Providing Creative Assets For Web And Social Media Marketing Campaigns
Web Page Layouts, and Design (SquareSPace)
Creating Conversion Friendly, Responsive Websites and Landing Pages
Programming, developing, website coding, and implementing basic websites and landing pages using HTML/CSS and WordPress
Collaborate with marketing team and, and project managers on projects
Contribute to the development of the misc. company special projects
Designing and implementing new features and functionality of existing pages
Ensure code and elements are properly architected and specified, and review all code for quality assurance purposes.
Responsible for various aspects of ongoing support and maintenance engagements.
Create new and edit existing CSS files to achieve web page design goals
Design web advertisements, banner ads, and corporate identities to match look and feel of brands
Potential to work with some Flash and video elements
Learn project and task management processes
 

Experience and Education

A college degree is desirable but not required
1-2 years related experience.
Excellent graphic design skills
Extremely fluent with HTML and CSS
Wordpress experience strongly recommended.
Strong sense of visual design
An understanding of front-end optimization techniques
Knowledge of usability / user experience design is a plus
Understanding of eCommerce Design Best Practices
Organizational skills
Effective communication skills
Excellent research and analytical skills
Ability to follow-up persistently

 Requirements:

Design, Digital Design, Interactive Design, Fine Art, Computer Science or related major
Strong passion for digital art and graphic design
Desire to learn about e-commerce industry and internet marketing
Excellent communication skills, both written and oral
Ability to work independently and in a collaborative team environment

Duration: Approx. one semester or one quarter with potential for two (10-20 hours per week) we are flexible and willing to work around school and/or work schedules.
The internship is unpaid, but an extensive amount can be taken from this experience. An internship in the digital design field is a great way to get a jumpstart on your career and gain tangible working knowledge.
 ","5801 Allentown Rd","Camp Springs","MD","20746","ongoing",,,"9am-6pm","14-120","false",,,"Admin Support, Health, Marketing, Technology",,,"POINT (-76.898129 38.808522)"
"116655","Elevate the Future (Maryland Chapter)","726796","2022-08-29T00:00:00.000","2022-08-29T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=726796","Marketing Board | STUDENTS WANTED (SSL)","Elevate the Future is a U.S.-based student-led 501(c)(3) organization committed to increasing access to business and computer science education around the world. We have 43 chapters in 18 countries with over 400 team members.
Elevate the Future's Maryland Chapter seeks remote student volunteers for its Marketing Board. Applications are ongoing, and we encourage any students interested in social media promotion, graphic design, business, and computer science.ETF MD IS A CERTIFIED ISSUER OF SSL HOURS.VOLUNTEERS FOR THIS ROLE WILL EARN SSL HOURS FOR THEIR WORK.
 
QUALIFICATIONS:
 - Grades 8 - 12.  - Interested in Marketing, PR, and Communications. - Willing to contribute up to (1) hour per week.
 
 
Marketing Board members will create promotional and marketing materials. This includes social media posts, such as periodic TikTok videos and Instagram posts. Flyers and graphics for the chapter's educational programs in business and computer science. Interest in business and computer science is a plus, but not required. Quality work must be submitted before the deadline and done in a professional manner.
Students will earn hour-for-hour the amount of time serving when they directly supervised, as well as one hour per week for asynchronous tasks they are assigned to.

Volunteers must have proficient research and communication skills, experience in graphic and web design (i.e. Canva, Wix) is a plus, and attendance to brief meetings twice a month.
Service hours are defined as the time volunteers spend working on Marketing Department activities pertaining to the promotion of the chapter's business and computer science education programs, furthering the mission of Elevate the Future Maryland.
Service hours are tracked by our directors, who review the submitted evidence, maintain a log, and verify student service on MCPS Form 560-51: Student Service Learning Activity Verification.

Please note the following guidelines for student service through live virtual platforms:

A student’s parent/guardian must provide the nonprofit with written approval of the student’s participation in the virtual platform prior to the student serving/volunteering.
Students must use personal/private accounts (not MCPS student accounts) to engage in the virtual platform.
Students will only engage with others under the direct supervision of a nonprofit supervisor. The nonprofit supervisor will be directly present in the virtual space (including any breakout sessions) at all times.
The nonprofit supervisor will initiate and host all virtual sessions. If the nonprofit supervisor is not available to initiate and host the virtual session, the session will not occur.
Virtual sessions will not be recorded.
Students will not be asked to share or upload any videos, pictures, or images of themselves, unless the nonprofit organization has obtained a signed form/waiver from the student’s parent/guardian authorizing permission/release.
Students’ email addresses/home addresses or any personally identifying information will remain protected and not shared.

Student participation in this service project is at the discretion of the student’s parent/guardian. The nonprofit organization is responsible for maintaining student safety and privacy at any time the student is interacting with the nonprofit and its clients. The nonprofit organization will determine the number of SSL hours awarded based on the evidence submitted. Parents/guardians should contact the nonprofit directly with any questions and/or concerns. This service activity is designed to be completed within the safety of the student’s home. ",,,,"20854","ongoing",,,"Flexible","13-18","false",,"sophia.fang@elevatethefuture.org","Board Service, Education / Mentoring",,"MCPS SSL","POINT (-77.203413 39.038266)"
"86579","St. John's Episcopal Church","728090","2022-08-31T00:00:00.000","2022-09-01T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=728090","Annual Pumpkin Patch","Take a two hour shift working our pumpkin patch. Our pumpkin patch raises money towards outreach ministries for the year, including but not limited to: refugee housing and support, well projects in Tanzania, food outreach in partnership with Olney Help and Hungry Harvest, and meals, shoes, and holiday gifts for MCPS families for Thanksgiving and Christmas. The pumpkins themselves support a Navajo reservation in New Mexico that St. John's has been in partnership with for a number of years.
During the patch, we also collect shelf stable food for our outdoor food pantry and for Olney Help.Working the patch includes rolling pumpkins and checking them for rot, selling pumpkins, (no cash is accepted,) and helping customers to their cars as requested.
While Middle Schoolers are welcome to work in our patch, we ask that they partner with at person at least 16 or older (a sibling or parent preferable.) 
Please register for a time on our sign-up genius: https://www.signupgenius.com/go/10C0F4DAAAE2DA0FFCF8-stjohns1
If you sign-up, we are expecting you to be there. If for any reason you can no longer serve, please delete yourself from the sign up 24 hours in advance. If it is a same day change (because of illness or emergency), please contact our patch coordinator Carolyn Schopp: carolynaschopp@gmail.com so we can make arrangements for back up coverage.
Student participation in this service project is at the discretion of the student’s parent/guardian  and must be completed outside of school hours. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns.
 ","3427 Olney-Laytonsville Rd","Olney","MD","20832","multi","10/02/2022","10/31/2022","10am-8pm","11-120","false","50","carolynaschopp@gmail.com","Collection Drive, Environment, Events / Collections",,"MCPS SSL","POINT (-77.069696 39.155011)"
"76697","So What Else, Inc.","533648","2020-08-10T00:00:00.000","2022-06-16T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=533648","Food Pantry Team","Volunteer with So What Else Food Security programming to engage with your community, exercise your volunteer spirit and /or learn about food security and eco-cycle approaches to zero waste communities!  
Food Pantry Team
The SWE Food Pantry is located in the Lakeforest Mall (701 Russell Ave., Gaithersburg) parking lot adjacent to the Ruby Tuesday restaurant entrance (you'll see a large shipping container, that's us!).
This is a person-to-person high-contact volunteer opportunity. Please do not sign up if you are immunocompromised. Volunteers must be ages 14 and older; if younger they must be accompanied by a parent / adult guardian.
Regular Opening Hours:  The Food Pantry is open to walk up clients from 10AM to 1PM Tuesday to Friday & Sunday
Volunteer Shifts:Tuesday to Friday 8AM to 11AM / 11AM to 2PMSunday 9AM to 12 / 12 to 2PM
We have a keen and pressing need for Delivery Drivers! Please consider helping out with Deliveries in lieu of your volunteer service at the Sunday Food Pantry!
Food Pantry Scope of service:
Volunteers assist with site set up and breakdown, loading / unloading pallets of food; breaking down large pallets of produce into parcels ready for pick up by clients in person or for delivery to distribution sites / homebound clients. Volunteers work with SWE staff on designated tasks and everyone is responsible for keeping all work and service areas safe and free of debris.
We are located outside so appropriate clothing is important! No open toe shoes; dangling adornments should be secured to prevent snagging; comfortable work clothes you expect to get dirty. Except in the case of extreme weather we will operate the pantry as scheduled. Text 240 705 4345 to confirm if we are operating during an extraordinary weather event.
Shifts are usually 3 hours but we are flexible! And we want you to be flexible too! Please take a few moments to stretch out and limber up before your shift starts!
Delivery Driver scope of service:
So What Else is in urgent need of volunteer drivers to deliver food parcels to distribution points and client homes in the DC Metro Area (and Baltimore too! If you happen to know anyone up that way ... :-) .This is a low contact volunteer service opportunity.
Prepared food parcels are picked up from So What Else located at Lakeforest Mall, 701 Russell Ave., Gaithersburg, MD between 9:30am-3:30pm* Monday- Sunday. Routes take 1-2 hours depending upon location and number of clients.
* We'll try to accommodate your schedule; alternative times may be arranged with our Delivery Manager if possible.
Drivers must use their own vehicle, be at least 18, have a valid driver’s license and proof of insurance.
Drivers will receive on-the-spot orientation from our Delivery Manager.
For more information, email swevolunteer@gmail.com or call 301 832 6272 to speak with the Delivery Manager.
Thanks!!!","701 Russell Ave.","Gaithersburg","MD","20877","ongoing",,,"8AM-2PM","0-0","true",,,"Court Ordered, Events / Collections, Food Prep & Delivery, Health, Housing / Shelter",,"MCPS SSL","POINT (-77.205766 39.151068)"
"76890","Winter Growth, INC","677078","2022-03-24T00:00:00.000","2022-08-30T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=677078","Arts/Crafts Volunteer","We have multiple clients who enjoy arts and crafts. Please come in and assist our staff and clients with arts and crafts. Arts/crafts include drawing, painting, gluing, and even sewing/knitting. If you enjoy arts/crafts, come share your artistic talents as well. 
Winter Growth is an Adult Daycare, as well as an Assisted Living. Our daycare runs Monday-Friday from 10 am-3 pm. We include stimulating activities that our clients and residents can enjoy. We cater to adults with certain disabilities, who need assistance during the day. Alzheimer's/dementia is common. 
Student participation in this service project is at the discretion of the student’s parent/guardian  and must be completed outside of school hours. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns.","18110 Prince Phillip Dr","Olney","MD","20832","ongoing",,,"11:30 am-12:30 pm","16-120","false",,,"Arts / Culture",,"MCPS SSL","POINT (-77.056824 39.153872)"
"76883","Wheaton Arts Parade","597874","2021-06-21T00:00:00.000","2022-09-07T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=597874","Wheaton Arts Parade & Festival","This year Wheaton and Montgomery County communities celebrate the 6th Annual Wheaton Arts Parade & Festival on Sunday, September 25 from 10am-5pm.


Artists, friends, neighbors, and community groups ""Parade the Triangle"" through Wheaton's town center to a festival in the Marian Fryer Town Plaza on Reedie Drive. Click here to see the parade route.


It's free! 


VOLUNTEERS WILL HELP PRODUCE OUR 6th ANNIVERSARY EVENT! This will be the biggest and best yet! 
We need volunteers of all ages who can help with both the Parade and Festival. From staffing the parade route, helping with floats, helping stage managers, and assisting artists unload and set up their exhibits. Volunteers also will help artists conduct kids arts-making activities. Click here to see festival map.
Volunteers are needed as early as 7am and as late as 6pm and will volunteer for shifts of at least 4 hours. Volunteers for at least one full shift will receive a T-shirt and $5 coupon toward the purchase of food or soft drink.
Volunteers must attend one 2 hr orientation on either September 17 or 18 at 2pm. SSL hours will be provided for orientation. Orientation will be held at the WAP Gallery at the Westfield Wheaton Shopping Center. https://goo.gl/maps/5MixHHQaYCeuGKCZ6
Student participation in this service project is at the discretion of the student’s parent/guardian and must be completed outside of school hours. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns. ","2425 Reedie Drive","Wheaton","MD","20902","on","09/25/2022","09/16/2022","7:00 AM - 6:00 PM  (4 hr shifts)","13-120","false","100","Danthompson@wheatonartsparade.org","Arts / Culture, Events / Collections, Professional Skills",,"MCPS SSL","POINT (-77.051704 39.038549)"
"105303","There Goes My Hero","508919","2020-03-20T00:00:00.000","2020-07-06T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=508919","Host a Virtual Bone Marrow Drive on Behalf of There Goes My Hero","In the wake of the COVID-19 outbreak, There Goes My Hero is looking for volunteers to run virtual bone marrow drives. Volunteers can order kits online and people can sign up with simple cheek swabs. Joining the registry can save lives!
Since TGMH is unable to do in-person drives at the moment, virtual drives have never been more important. Volunteers can help organize swabbings from the comfort of their own homes, and all expenses are paid. If you don't have the time to do a virtual drive you can still make a donation here if you'd like.
To sign up/learn more please contact Volunteer Coordinator Thad Cwiklinski at thad.cwiklinski@theregoesmyhero.org or our Executive Director Mary Kaye DiUbaldo at mary.kaye@theregoesmyhero.org. We hope that you'll help us continue to make sure that blood cancer patients in need of a transplant can get one.
 
For more information about our organization and mission you can visit www.theregoesmyhero.org.","30 East Padonia Road","Lutherville-Timonium","MD","21093","ongoing",,,"n/a","18-120","false",,"thad.cwiklinski@theregoesmyhero.org, mary.kaye@theregoesmyhero.org","Health",,,"POINT (-76.630408 39.45655)"
"76839","Upper Montgomery Assistance Network","284289","2017-08-22T00:00:00.000","2022-07-06T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=284289","Board Member","Become a committed leader with a working board and assist in the development of UMAN through board planning, fundraising efforts, and special events. Meetings are the third Thursday of the month in old town Gaithersburg. Great, caring, friendly board!!! We need your help! We could particularly use new members with fundraising experience. UMAN is seeking more Board representation from the diverse community we serve. Time Details: 3rd Thursday of each month 3-4 pm plus committee work when available. *we are currently meeting remotely via Zoom","640 East Diamond Ave","Gaithersburg","MD","20877","until","05/31/2023",,,"18-120","false",,,"Board Service",,,"POINT (-77.182175 39.139729)"
"93269","NEST4US","571822","2021-03-05T00:00:00.000","2022-08-27T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=571822","Maryland Panera Bread Food Rescue!","NEST4US has a partnership with Panera Bread's Day End Dough Nation Program. Through this partnership, we pick up unsold bread products from Panera Bread and distribute them to various shelters in the Washington Metro area. We need your help to continue making this initiative a great success. For any questions, please text Ms. Anu Raghunathan # 703-839-2953 or email info@nest4us.org. **Please register ONLY through this signup link** 
IMPORTANT NOTES:

Please meet us at the Panera Bread store - 20680 Seneca Meadows Parkway, Suite A-13, Germantown, MD 20876 for pickup (ON TIME). 
Please be at the store by 8:50pm every Thursday and check-in with our NEST4US Volunteer Lead (not with the Panera Bread store staff)
One of NEST4US volunteer leads will provide you with a list of homeless shelters/food banks and give more instructions regarding dropping off the donations.
All volunteers are required to wear masks at ALL times!
Please fill up ONLY one volunteer slot/family
As you know, due to COVID19 guidelines, we have reduced the number of volunteering slots to 3. If you can't make it for a food rescue, please make sure to email or message us well ahead of time (Give us 48 hours notice, thanks for understanding)
If you don't show up once, we will delete your slot on the signup for future dates. 
Donation Receipts: Please use ONLY the below contact information while completing the donation receipts at homeless shelters/food banks.  Name: NEST4US / Organization: NEST4US / Email: info@nest4us.org / Phone: 703-839-2953 / Address: 20699 Tally Ho Court, Ashburn VA 20147

Get Involved: https://bit.ly/2MYRwXX Events: https://www.nest4us.org/events.html
*Please do not delete any of your signups last minute (Would greatly appreciate if you could give us 48 hours notice, thanks for understanding)
 
LINK TO SIGN UP FOR PANERA BREAD FOOD RESCUE: https://www.signupgenius.com/go/30e084aa4a729ab9-maryland
 
Student participation in this service project is at the discretion of the student’s parent/guardian  and must be completed outside of school hours. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns.","Panera Bread","Germantown","MD","20876","until","12/31/2022",,"8:50 - 9:10 PM - Thursday Evenings","0-0","false",,,"Collection Drive, Food Prep & Delivery",,"MCPS SSL",
"75887","American Red Cross National Capital & Greater Chesapeake Region","439953","2019-07-05T00:00:00.000","2021-11-08T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=439953","Service to the Armed Forces: Caseworkers","Volunteers who serve as caseworkers provide direct support to clients, helping veterans, active military and their families.
Caseworkers supporting military members and their families will: 

Interview callers and coordinate requests for service to include recording all client information in the case management system; determining eligibility for American Red Cross services; assessing client needs; and providing appropriate services to clients. 
Perform outbound activities including obtaining verification, delivering messages, coordinating case management services with the jurisdictional chapter/station, and/or providing other follow-up actions needed for complete and timely client service.
Understands and applies Red Cross and SAF policies consistently and correctly.
Compose and deliver emergency communication messages to domestic and overseas locations.  Sends messages for delivery to deployment locations and ships at sea using military networks.
Caseworkers collaborate with other caseworkers to meet client needs and ensure excellent customer service. Each caseworker will have a supervisor based on their area of service for ongoing guidance and support.

Qualifications:
-Provide excellent customer service both in face to face and phone settings-Active listening skills-Aptitude towards solving problems-Comfortable working with diverse populations and maintaining a non-judgemental attitude-Skilled in adapting to change, negotiating compromise, and tolerating ambiguity-Ability to understand and respect the importance of client confidentiality- Spanish language skills, preferred but not required
Time commitment varies with the volume of cases. 

Option to work remotely after the completion of training (as agreed upon with supervisor).
We are looking for a group of volunteers to share the caseload with each person contributing at least 2-3 hours per day (between normal office hours of 9am-5pm), 2-3 days per week (Monday-Friday). Caseworkers must be able to attend an interview and training at our Silver Spring, MD office (2020 East West Highway). 
We ask for 6 months of service. Once trained you may remain active based on mutual agreement. Caseworker status will be evaluated and renewed yearly based on performance.

 
 ","2020 East West Highway","Silver Spring","MD","20910","ongoing",,,,"18-120","false",,,"Professional Skills",,,"POINT (-77.044619 38.994734)"
"76504","MUM Mid-County United Ministries","541506","2020-09-16T00:00:00.000","2020-09-16T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=541506","MUM Mobile Pantry Food Distribution Assistant - Aspen Hill Christian Church","MUM distributes food to families in need each Sunday at different locations in the mid-county area. Job Description:

Volunteers will assist in unloading food truck
Volunteers will assist with set up of Mobile site
Volunteers will build non-perishable and perishable bags.
Volunteers will sort food donations as needed.
Volunteers will only work at the Mobile sites
Volunteers will place bagged and boxes of food on distribution table
Volunteers will assist in reloading truck at end of shift.

 
Volunteer Hours:

Sundays, 1 p.m. to 4p.m.

 
First Sunday:
Aspen Hill Christian Church
13501 Georgia Avenue
Silver Spring, MD 20906
 
Second Sunday:
Millian Methodist Church
13016 Parkland Drive
Rockville, MD 20853
 
Third Sunday
FAs Marketplace
11319 Elkin Street
Wheaton, MD 20902
 
Fourth Sunday:
Pepper Tree Farms Apartment
14120 Weeping Willow Dr.
Silver Spring, MD 20906
 
Keeping you safe:
Please know that your well-being is of the utmost concern to us and we have made many changes to our
set up and procedures to ensure your safety. Our precautions and protocols are detailed below and will
be updated as needed to adhere to the CDC and state recommendations.
 
Personal Protective Equipment (PPE):

Masks - You will be required to wear a mask at all times, (even if you are working alone). If you

have a mask, please bring it with you. If you don’t, we will provide you one.

Gloves – We will provide you with disposable gloves each time you arrive for your shift.
To limit your exposure, if working with other volunteers, you will be required to maintain social distancing.

Site Safety:

Cleaning Protocol: The space will be cleaned at the end of the shift. We will provide cleaning wipes or a spray solution and cloths that volunteers will be asked to use to wipe down their workstation before they leave. A Food Assistance staff person will also thoroughly clean the area with appropriate sanitizing materials at end of shift.
Hand Sanitizer will also be available in the volunteer work space.

 
Student participation in this service project is at the discretion of the student’s parent/guardian. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns.","Aspen Hill Christian Church","Silver Spring,","MD","20906","ongoing",,,"1 p.m. to 4 p.m. - First Sunday of the Month","12-80","false",,,"Emergency Response, Food Prep & Delivery",,"MCPS SSL",
"118591","Harvest Intercontinental Church-Olney (formerly Bethel World Outreach Church) / Mid County Hub","557187","2020-12-11T00:00:00.000","2021-10-17T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=557187","SATURDAY DELIVERY: Drivers Needed for Homebound Resident Delivery","Drivers needed for Saturday!
Harvest Intercontinental Church in Olney, Maryland serves the mid county region providing food and other vital services to residents every week. Play a vital role and make an impact on 550 families in the mid county region by serving on Saturday mornings delivering to designated sites and homebound residents.
Help is needed on Saturdays from 9am-10:30am for pickup/deliver boxes of groceries and other essential items to residents in several Mid County communities. 
The hub volunteer coordinator will contact each person to provide additional information. Specific instructions will be given when you arrive at the distribution site. Volunteers may pick up boxes at 16227 Batchellors Forest Rd, Olney, Maryland 20832. Delivery is contact-less.  Drivers must be at least 18 years of age.
COVID-19 Protocol: All volunteers are required to have their masks upon entering the building and will have their temperature check upon arrival. Gloves will be provided to wear at all times while serving.
Volunteers may park between the D and E Lots and use the entrance doors that are next to the small traffic circle at the right side of the building.
Register to volunteer at the following link: Driver Sign-up ****This sign up will be updated as needs arise, so please check back accordingly. For last minute changes, contact Robert Steward 240-444-4935. ****
Not approved for MCPS SSL hours. See guidelines for agencies on how virtual opportunities may be considered for SSL.","16227 Batchellors Forest Rd","Olney","MD","20832","ongoing",,,"9am - 11:30am","18-120","false",,"jdumoe@harvestersolney.org, sparaiso@harvestersolney.org, atrejo@harvestersolney.org","Driver, Emergency Response, Events / Collections, Food Prep & Delivery",,,"POINT (-77.066327 39.122018)"
"76324","JCA Heyman Interages Center","642148","2021-11-23T00:00:00.000","2022-08-17T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=642148","VIrtual Tutoring Opportunity for those 50+:  English & Spanish Speakers needed"," 
JCA Heyman Interages is seeking volunteers age 50+ to virtually tutor children in Reading and Math.  MCPS Fingerprinting and the badging process is required.  We help volunteers through the process. We are seeking both English and Spanish speakers. Thank you!
If interested please contact Indira Dingledine at idingledine@accessjca.org
 ",,,,"20852","ongoing",,,,"50-120","false",,"idingledine@accessjca.org","Education / Mentoring",,,"POINT (-77.125351 39.050009)"
"109277","Washington Ice Dogs special hockey","493537","2020-01-28T00:00:00.000","2020-01-29T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=493537","Volunteer Ice Hockey Coaches and Mentors Needed","The Washington Ice Dogs provides a team ice hockey experience to individuals with developmental disabilitles.  Volunteers will provide on-ice coaching support to players in small groups or 1:1 at weekly practices.   ","Gardens Ice House","Laurel","MD","20707","ongoing",,,"8 am - 9:30 am","14-120","false",,,"Admin Support, Recreation / Sports",,,
"76697","So What Else, Inc.","727694","2022-08-30T00:00:00.000","2022-08-31T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=727694","First Annual LaunchCARES Charity Race - Support So What Else Food Security and Youth Development Programs!","So What Else and Launch Physical Therapy are excited to kick off the First Annual LaunchCARES Charity Race. The event will take place on October 8th, 2022 in the King Farm neighborhood in Rockville.
Launch Physical Therapy & Fitness Coaching is a Rockville-based organization that shares their passion for and expertise in fitness and wellness with local charities. SWE is honored to be the inaugural partner for the LaunchCARES Charity Race!
All proceeds from the LaunchCARES Charity Race will be donated to So What Else (SWE). SWE has been caring for members of our community since 2009. SWE supports communities in need with Youth Development programs and Food Security operations. Youth Development offers after school learning centers, spring and summer camps in Maryland and DC. Food Security provides hunger relief through a 5 day a week walk up Food Pantry and multiple food distribution operations in neighborhoods in DC and Baltimore.
The 1st annual LaunchCARES Charity Race will include events for the whole family:
Timed 5K Timed Race Timed 10K Timed Race 1-mile Fun Run / Walk Toddler Trike-a-thon
Learn more about Launch, click here: https://www.launchsp.com/ To register as a race participant, click here: https://runsignup.com/Race/MD/Rockville/LaunchCaresCharityRace
Volunteers are needed:
October 4th Tuesday –  10 volunteers needed to help fill gift bags for all the runners.  Time: 4PM to 7PM.  Location: 702 King Farm Blvd, Suite 150, Rockville, MD 20850
October 8th Saturday –  Time: 8AM to 1PM Volunteer roles:
Water Station – fill and hand out cups of water to runners. Keep the station area free of debris. 20 Volunteers needed.
Race Marshals – help keep runners on track by ensuring they stay on the designated course. 15 Volunteers needed.
Safety Assistants – work in unison with Rockville City Police to ensure participant and visitor safety at intersections along the race course. 12 Volunteers needed.
Directions:
From the Beltway 495, take 270 North Take exit 8 for Redland Blvd Turn left into the parking lot for 702 King Farm Blvd Free parking in surface spaces and parking garage Addition free parking in garages at 800 & 805 King Farm Blvd
Contact: Email swevolunteer@gmail.com to sign up for a volunteer role.
Thanks!
Student participation in this service project is at the discretion of the student’s parent/guardian  and must be completed outside of school hours. The nonprofit organization is responsible for maintaining student safety. Parents/guardians should contact the nonprofit directly with any questions and/or concerns.","702 King Farm Blvd","Rockville","MD","20850","ongoing",,,"8AM-1PM","0-0","false",,,"Arts / Culture, Education / Mentoring, Events / Collections, Recreation / Sports",,"MCPS SSL","POINT (-77.177515 39.111646)"
"113646","Kits to Heart","588472","2021-05-14T00:00:00.000","2022-08-08T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=588472","Food and Supply Drive for Cancer Patients","Founded by a three-time cancer survivor, Kits to Heart is a 501(c)(3) nonprofit that gives curated cancer care kits to patients and their loved ones. Our mission is to bring smiles and solidarity to those affected by cancer, one kit at a time.<img src=""file:///Users/soniasu/Downloads/crochetbags.jpg"" alt="""" />
Help us gather supplies needed to help patients through their cancer treatments. As with our other opportunities, the items contributed will be included in our cancer care kits that are delivered nationwide to those undergoing cancer treatments.
You may shop directly using our Amazon Charity List, and/or organize your own food and supply drive for the items below. While the links are directed to suggested brands, other brands are welcome. Thank you!
High-Priority Items Currently Needed:

Ginger chews (to help reduce nausea)
Gluten-free, dairy-free protein bars
Hand sanitizers
Eco-friendly dental kits, including bamboo toothbrushes, floss, and toothpaste
View more items on our Amazon Charity List

Getting Started:
To organize a food and supply drive for Kits to Heart’s recipients, please follow these steps:

Decide on a few locations and times to allow people to drop off items. Consider reaching out to local businesses, schools, and other organizations to help.
Share your collection drive using text, email, Facebook, Nextdoor, and other channels that work best for you. Let people know why you are holding this drive, and where and how they can contribute.
Motivate people to donate by sending reminders about the deadlines and setting goals for the items collected and the number of participants!
(Optional) Share a photo on social media and tag @kitstoheart! Show off your work in action!
Deliver the items collected. After your drive is over, please stop by to leave items at the front door at any time. The address: 6941 Crossfield Ct. Clarksville, MD 21029.

If you are asked about monetary donations, please direct them to our website at kitstoheart.org.
For any further questions, concerns, or ideas, please reach out to Sonia at sonia@kitstoheart.org.
Not approved for MCPS SSL hours. See guidelines for agencies on how virtual opportunities may be considered for SSL.",,,,"00000","ongoing",,,,"0-0","true",,,"Collection Drive, Donate for COVID-19 Response",,,
"91670","Heartland Hospice","386395","2018-11-27T00:00:00.000","2020-04-09T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=386395","Vigil Volunteer","Heartland Hospice's Vigil Volunteer Program is designed to connect volunteers with a compassionate, loving presence with hospice patients who are actively dying.  As patients begin to draw closer to death and make their final Transition, Vigil Volunteers comfort patients emotionally and spiritually, ensuring that they do not die alone.  Vigil Volunteers receive specialized training to familiarize themselves with the signs and symptoms of approaching death and how to provide support to patients, in addition to loved ones and caregivers, if present at the time.   Volunteers can sit with patients for varying lengths of time, including day, evening or overnight, as available.
 
Vigil Opportunities are available throughout Montgomery & Prince Georges' Counties and invite volunteers to offer the following in the way of presence and care:
~ reading poetry, prayers and devotions that have meaning for the patient
~ providing soothing music and peaceful sounds of nature through voice, instrument or electronic device
~ storytelling with family and loved ones present during vigil visit
~ ensuring patients are comfortable and pain-free 
~ sitting quietly while holding a patient's hand
 
A Background Check, 2 References, Tuberculosis Testing (TB) and Opportunity-specific training are required for this role and are provided by our hospice agency. We can accommodate your schedule!
 
Please review our website for further details by following the link below. An application for volunteering can also be downloaded there:
https://www.heartlandhospice.com/find-an-agency/heartland-hospice-services-of-beltsville/?contentIdString=14460
 
Thank you for your interest!",,"Potomac","MD","20854","ongoing",,,"Varies","18-120","true",,,"Caregiving / Companion, Health",,,"POINT (-77.203413 39.038266)"
