"license_number","trade_name","business_name","phone","street_address","city","state","zip","status","date_issued","date_expired","geolocation"
"SH-14-0024","Bingo's Swap Meet Garage","The GarageBoyz Group, LLC","3012217325","10515 Lester Street","Silver Spring","MD","20902","Surrendered","2015-07-27T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.032183 39.030814)"
"SH-00-0015","Susan Akins Oriental Antiques","Susan Akins Oriental Antiques","3015985150","3740 Howard Avenue","Kensington","MD","20895","Expired","2011-06-22T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.073403 39.02753)"
"SH-16-0002","T-Mobile","Wireless Vision, LLC","2488650900","2800 University Blvd., West","Bethesda","MD","20902","Expired","2015-07-07T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.05775 39.038583)"
"SH-96-0001","Hampshire Jewelry & Loan","P&R Holdings","(301) 445-1000","10210 New Hampshire Ave","Silver Spring","MD","20903","Renewed","2016-07-13T00:00:00.000","2017-07-30T00:00:00.000","POINT (-76.977861 39.022648)"
"SH-95-0002","Famous Pawnbrokers, #41","Famous Pawn, Inc.","8174603947","1309 E. Gude Drive","Rockville","MD","20850","Renewed","2016-06-27T14:01:00.000","2017-07-30T00:00:00.000","POINT (-77.13575 39.097047)"
"SH-14-0029","Verizon Wireless","Cellco Partnership","8453568390","6932 Wisconsin Avenue","Bethesda","MD","20815","Renewed","2016-08-04T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.091572 38.978756)"
"SH-16-0013","Best Buy Stores","Best Buy Stores, LP #293","6308572100","1200 Rockville Pike","Rockville","MD","20852","Surrendered","2016-07-14T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.130641 39.069599)"
"SH-10-0015","Shaw's Jewelers, #2153","Sterling, Inc.","3306656564","11160 Veirs Mill Road","Wheaton","MD","20902","Expired","2014-07-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-14-0026","Verizon Wireless","Cellco Partnership","8453568390","7101 Democracy Blvd.","Bethesda","MD","20817","Renewed","2016-08-04T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-14-0014","Sunflowers Consignment Boutique","Sunflowers Consignments, Inc.","3019466721","10307 Kensington Parkway","Kensington","MD","20895","Expired","2015-09-24T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.071524 39.025057)"
"SH-13-0006","Gold 2 Cash Inc.","Gold 2 Cash Inc.","2395742722","615 S. Frederick Avenue","Gaithersburg","MD","20877","Expired","2012-07-30T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.185912 39.128879)"
"SH-13-0037","T-Mobile","Express Management Holdings, LLC","7326831898","1079 Rockville Pike","Rockville","MD","20851","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.132023 39.070808)"
"SH-12-0004","Gallery St. Elmo","J Mart, LLC","(301) 654-0576","4931 St. Elmo Avenue","Bethesda","MD","20814","Renewed","2016-07-19T14:14:00.000","2017-07-30T00:00:00.000","POINT (-77.098235 38.988029)"
"SH-15-0045","Radio Shack #01-2489","Trade & Save","8174153116","13735 Connecticut Avenue","Wheaton","MD","20906","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.080594 39.07953)"
"SH-09-0016","GameStop 2227","GameStop, Inc.","2406830933","522 N. Frederick Ave","Gaithersburg","MD","20877","Expired","2010-08-02T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.208286 39.149379)"
"SH-11-0028","Jewelry Buyers","Wheaton Jewelry Buyers, Inc.","3019492122","2575 Ennalls Avenue","Wheaton","MD","20902","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.054079 39.039526)"
"SH-13-0033","KC Pearl & Jewelry, Inc.","Twins Corp.","(301) 977-2251","405-B N. Frederick Avenue","Gaithersburg","MD","20877","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.204067 39.145975)"
"SH-10-0016","Sun's Jewelry & Clock","Sun's Jewerly","3019339455","11160 Veirs Mill Road","Wheaton","MD","20902","Renewed","2016-07-12T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-99-0001","G & G Pawnbrokers Inc.","G & G Pawnbrokers, Inc.","3014394116","1325 University Blvd.","Takoma Park","MD","20912","Expired","2015-07-06T00:00:00.000","2016-07-30T00:00:00.000","POINT (-76.986204 38.987836)"
"SH-12-0033","Atlantic Guns, Inc.","Atlantic Guns, Inc.","(301) 585-4448","944 Bonifant St","Silver Spring","MD","20910","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.02573 38.993687)"
"SH-00-0034","Merv Conn Accordion Sales & School","Merv Conn Accordion Sales & School","3015652054","1015 S. Noyes Drive","Silver Spring","MD","20910","Expired","2011-09-30T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.027172 39.000954)"
"SH-10-0001","Gold Rush Maryland","Gold Rush Maryland, LLC","3017521758","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2010-06-09T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-14-0012","Blake & Sons Moving & Storage, Inc.","Blake & Sons Moving & Storage, Inc.","3016105310","14628 Southlawn Lane","Rockville","MD","20850","Expired","2013-08-02T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.140261 39.095232)"
"SH-09-0019","GameStop 184","GameStop, Inc.","3013650701","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-00-0008","Susanna Farm","Susanna Farm","3019383440","17700 White Ground Road","boys","MD","20841","Expired","2010-06-29T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.341959 39.148088)"
"SH-13-0022","Gilbert Indoor Range, LLC","Gilbert Indoor Range, LLC","3013150300","14690 Rothgeb Drive","Rockville","MD","20850","Expired","2012-11-27T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.133368 39.099498)"
"SH-11-0017","Ice Costume Jewelry","Ice, LLC","3013653330","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2011-07-08T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-15-0047","Radio Shack #01-2497","Trade & Save","8174153116","11249 New Hampshire Avenue","Silver Spring","MD","20904","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.990934 39.040633)"
"SH-11-0010","Princess Jewelers","Corporation of Just Princess, Inc.","3012316060","11520-G Rockville Pike","Rockville","MD","20852","Expired","2015-10-21T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.112168 39.045448)"
"SH-16-0021","G & G Pawnbrokers/First Cash Pawn","Famous Pawn, Inc.","(817) 460-3947","1325 University Blvd., East","Takoma Park","MD","20912","Renewed","2016-06-27T13:47:00.000","2017-07-30T00:00:00.000","POINT (-76.986204 38.987836)"
"SH-98-0001","Maryland Coin Exchange",,"3015892278","8620 Georgia Avenue","Silver Spring","MD","20910","Expired","2015-07-07T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.028726 38.996487)"
"SH-13-0026","Gold Overnight",,"3013182936","7720 Wisconsin Avenue, #223","Bethesda","MD","20814","Expired","2013-01-31T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.094902 38.987201)"
"SH-98-0004","Best Pawn","Best Pawn II, Inc.","3015877296","8217 Georgia Avenue","Silver Spring","MD","20910","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.026542 38.99221)"
"SH-15-0005","GAMESTOP, #1233","GAMESTOP, INC.","3014927325","11160 Veirs Mill Road","Silver Spring","MD","20902","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-12-0010","Full House Auction, LLC","Full House Auction, LLC","3014071608","7960 Cessna Avenue","Gaithersburg","MD","20879","Expired","2011-08-16T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.16225 39.172677)"
"SH-12-0025","Unique Fine Jewelry","Unique Fine Jewelry","3012940404","825 A Rockville Pike","Rockville","MD","20852","Renewed","2016-06-27T15:21:00.000","2017-07-30T00:00:00.000","POINT (-77.137016 39.07529)"
"SH-09-0001","Kaylah Designs, Inc.(Inside of Ice Jewelry)","Kaylah Designs, Inc.","4105801149","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2010-06-28T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-13-0002","First Cash Jewelry & Exchange, #390","Famous Pawn, Inc.","(817) 460-3947","117 N. Frederick Avenue","Gaithersburg","MD","20877","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.200651 39.143238)"
"SH-14-0007","Calumet Photographic","Calumet Photographic, Inc.","3129442774","1701 Rockville Pike, Space A16","Rockville","MD","20852","Expired","2013-07-29T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.123867 39.061536)"
"SH-12-0013","Cash 4 Gold","Argaman, Inc.","3015006709","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2011-10-04T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-08-0002","Circa, Inc.","Circa Jewels, Inc.","2124866013","7315 Wisconsin Avenue","Bethesda","MD","20814","Expired","2012-07-26T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.093207 38.982419)"
"SH-12-0037","Mitchell's Estate Jewelry","Zemil Estate Jewelry Company","9415569658","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2012-07-27T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-14-0008","Circa, Inc.","Circa Jewels, Inc.","2124866013","7315 Wisconsin Avenue","Bethesda","MD","20814","Surrendered","2016-06-29T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.093207 38.982419)"
"SH-13-0023","Procurateur, LLC","Procurateur, LLC","3017440982","5411 McGrath Blvd.","Rockville","MD","20852","Expired","2012-11-27T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.108142 39.049014)"
"SH-16-0005","Jared the Galleria of Jewelry #2511","Sterling, Inc.","(330) 665-6564","12101 Rockville Pike","Rockville","MD","20852","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.119782 39.057039)"
"SH-13-0003","The Gold Spot","Yasini Inc.","4402125930","11935 Georgia Avenue","Silver Spring","MD","20902","Expired","2012-05-22T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.05143 39.050997)"
"16-SH-001080","Experimac Bethesda","Howes Inc",,"4915 Fairmont ave","Bethesda","MD","20814","New","2016-11-01T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.09697 38.988103)"
"SH-14-0006","Curiosity Consignment, LLC","Curiosity Consignment, LLC","2402073783","9870 A Main Street","Damascus","MD","20872","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.203578 39.288266)"
"SH-15-0024","Target Mobile","Retail Trade-In Solutions, LLC","9782153453","11160 Veirs Mill Road","Wheaton","MD","20902","Expired","2015-01-02T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-15-0038","Radio Shack #01-2413","Trade & Save","8174153116","11147 Veirs Mill Road","Wheaton","MD","20902","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.053193 39.038748)"
"SH-14-0022","Khoury Bros Jewelers","Khoury Bros, Inc.","3017700860","11301 Rockville Pike","Kensington","MD","20895","Expired","2013-10-11T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.109575 39.040451)"
"SH-15-0002","Gamestop #623","Gamestop, Inc.","3012316691","12266 Rockville Pike,","Rockville","MD","20852","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.120504 39.057661)"
"SH-10-0007","Second Floor Consignments","Second Floor Consignments LLC","3018690020","106 N. Frederick Avenue","Gaithersburg","MD","20877","Expired","2015-10-29T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.200367 39.142833)"
"SH-00-0011","Gallery St. Elmo","Gallery St. Elmo L.C.","3016540576","4938 St. Elmo Avenue","Bethesda","MD","20814","Expired","2010-06-29T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.098418 38.98784)"
"SH-11-0023","Gold Overnight",,"3019871996","19326 Montgomery Village Avenue","Montgomery Village","MD","20886","Expired","2015-07-09T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.203735 39.173232)"
"16-SH-001048","Best Buy","Best Buy Store, LP #819","(630) 857-2100","20914 Frederick Road","Germantown","MD","20876","New","2016-07-20T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.245384 39.200379)"
"SH-10-0004","The Jewelry Exchange of Maryland","Woodnick-Miller Jewelers, Inc.","3018691655","501 N. Frederick Avenue","Gaithersburg","MD","20877","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.209614 39.150702)"
"SH-15-0034","Radio Shack #01-2401","Trade & Save","8174153116","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-00-0016","House of Musical Traditions","House of Musical Traditions","(301) 270-9090",,"Takoma Park","MD","20912","Renewed","2016-08-04T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.000534 38.982019)"
"SH-10-0013","Shaw's Jewelers, #403","Sterling, Inc.","3306656582","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2013-07-08T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"16-SH-001043","Ritz Camera & Image","Delaware Camera Shops","(201) 881-1900","6917 Arlington Road","Bethesda","MD","20814","New","2016-07-13T11:35:00.000","2017-07-30T00:00:00.000","POINT (-77.098737 38.978483)"
"SH-15-0036","Radio Shack #01-2405","Trade & Save","8174153116","1600 Rockville Pike","Rockville","MD","20852","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.124654 39.062674)"
"SH-00-0029","Jantiques",,"3019420936","10429 Fawcett Street","Kensington","MD","20895","Expired","2012-07-30T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.073496 39.027259)"
"SH-00-0026","Guitar Center #832","Guitar Center Stores, Inc.","8187358800","12401 Twinbrook Parkway","Rockville","MD","20852","Expired","2013-02-11T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.118604 39.058751)"
"SH-13-0012","Friendly Goldsmith",,"3045281806","12 E. Diamond Avenue","Gaithersburg","MD","20877","Renewed","2016-07-18T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.197752 39.141726)"
"SH-15-0028","Target Mobile","Retail Trade-In Solutions, LLC","9782153453","5700 Bou Avenue","Rockville","MD","20852","Expired","2015-01-02T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.117752 39.056899)"
"SH-17-0002","Protech","Professional Technical Service, LLC","2404500308","12110 Tech Road","Silver Spring","MD","20904","New","2016-05-05T00:00:00.000","2017-07-30T00:00:00.000","POINT (-76.967838 39.05407)"
"SH-11-0008","Blackthorn Estate Buyers, Inc.","Blackthorn Estate Buyers, Inc.","5612133828","3 Bethesda Metro Center","Bethesda","MD","20814","Expired","2010-07-23T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.0953 38.9841)"
"SH-13-0031","J&R Jewelers","Jewelery palace","(301) 590-9054","211D North Frederick Avenue","Gaithersburg","MD","20877","Renewed","2016-07-15T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.201988 39.14426)"
"SH-95-0001","Consider It Done","Consider It Done","(301) 654-8690",,"Bethesda","MD","20814","Surrendered","2016-08-01T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.102949 39.003061)"
"SH-15-0017","Best Buy","Best Buy Stores, LP #293","6308512100","1200 Rockville Pike","Rockville","MD","20852","Expired","2014-09-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.130641 39.069599)"
"SH-15-0013","T-Mobile","Express Management Holdings, LLC","7326831898","13613 Connecticut Avenue","Aspen Hill","MD","20906","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.080745 39.078189)"
"SH-99-0003","Sparrows, Inc.","Sparrows, Inc.","3015300175","4216 R Howard Avenue","Kensington","MD","20895","Expired","2010-07-23T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.082875 39.030902)"
"SH-15-0042","Radio Shack #01-2481","Trade & Save","8174153116","5456 Westbard Avenue","Bethesda","MD","20816","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.107135 38.964983)"
"SH-14-0025","Golgule Wireless","Golgule, LLC","2022414640","8203 Fenton Avenue","Silver Spring","MD","20910","Expired","2013-11-20T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.024031 38.991764)"
"SH-09-0002","Daniel J. Flynn & Co., Inc.","Daniel J. Flynn & Co., Inc.","6174799000","1495 Hancock Street, 4th Floor","Quincy","MA","2169","Expired","2010-06-28T00:00:00.000","2011-07-30T00:00:00.000","POINT (-71.001692 42.248268)"
"SH-13-0010","Gold Plus Inc.","Gold Plus Inc.","3015286255","13069 Wisteria Drive","Germantown","MD","20874","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.272002 39.178015)"
"SH-01-0001","Carousel Consignments, Inc.","Carousel Consignments, Inc.","3012301300","12168 Nebel Street","Rockville","MD","20852","Expired","2015-07-31T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.110307 39.05207)"
"SH-12-0030","Penn Camera A Calumet Photographic Co.","Calumet Photographic, Inc.","3012317366","12266 F Rockville Pike","Rockville","MD","20852","Expired","2012-07-31T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.120504 39.057661)"
"SH-15-0043","Radio Shack #01-2486","Trade & Save","8174153116","15642 Old Columbia Pike","Burtonsville","MD","20866","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.932754 39.112416)"
"SH-12-0018","Body Central","Body Shop of America, Inc.","3019424013","11160 Viers Mill Road","Wheaton","MD","20902","Expired","2011-11-16T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.052914 39.038321)"
"SH-11-0019","Auction My Items","Auction My Items","2407518046","22 Trento Court","Gaithersburg","MD","20877","Expired","2010-10-28T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.191921 39.147244)"
"SH-07-0003","Kensington Auctions (Centurian Auctions)","Neoclassic Auctions","(804) 725-7501","21800 Towncenter Plaza","Sterling","VA","20164","Renewed","2016-07-13T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.371664 39.012647)"
"SH-00-0035","Chic to Chic","Chic to Chic Inc.","(301) 926-7700","15900 Luanne Drive","Gaithersburg","MD","20877","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.18571 39.117541)"
"SH-10-0010","Kay Jewelers, #1182","Sterling Jewelers, Inc.","3306656564","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2014-07-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-13-0041","Town Jewelers","ARI-NEH, Inc.","3016568867","7017 Wisconsin Avenue","Chevy Chase","MD","20815","Expired","2013-07-30T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.091885 38.979701)"
"SH-15-0023","Pilot Imaging, Inc.","Pilot Imaging, Inc.","(301) 838-9006","663 Southlawn Lane","Rockville","MD","20850","Renewed","2016-07-26T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.139021 39.095997)"
"SH-92-0001","Diamond Exchange Co","Maryland Exchange, Inc.","3012301212","11136 Rockville Pike","Rockville","MD","20852","Renewed","2016-07-25T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.109257 39.039441)"
"SH-00-0005","The Op Shop","Opportunity Shop of St. John's Church","(301) 654-4999","4504 Walsh Street","Chevy Chase","MD","20815","Renewed","2016-06-17T15:14:00.000","2017-07-30T00:00:00.000","POINT (-77.090537 38.979422)"
"16-SH-001025","RetroCool Home Gallery","Cool Girl Enterprises, LLC","(240) 912-9189","24230 Laytonsville Road","Gaithersburg","MD","20882","New","2016-06-17T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.143753 39.254253)"
"SH-16-0011","Gamestop, #7778","Gamestop, Inc.","3019331326","11147 Veirs Mill Road","Wheaton","MD","20902","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.053193 39.038748)"
"SH-09-0007","Precious Metals Liquidators, Inc.","Precious Metals Liquidators, Inc.","4446608209","1314 Bedford Avenue","Baltimore","MD","21208","Expired","2013-07-30T00:00:00.000","2014-07-30T00:00:00.000","POINT (-76.726852 39.375648)"
"SH-13-0039","Elite Gold & Diamonds","Yasmin Jewelers, Inc.","3019420058","11160 Veirs Mill Road","Wheaton","MD","20902","Expired","2013-07-23T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-11-0005","Gold Buyers of America, LLC","Gold Buyers of America, LLC, Unit 2340","8777218033","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2012-12-11T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-11-0003","Pretty Pickins","Pretty Pickins, LLC","8664934941","210 E. Lexington Street","Baltimore","MD","21202","Expired","2010-06-11T00:00:00.000","2011-07-30T00:00:00.000","POINT (-76.611703 39.291226)"
"16-SH-001046","Best Buy","Best Buy Stores, LLP #1129","(630) 857-2100","10901 Georgia Avenue","Wheaton","MD","20902","New","2016-07-20T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.049367 39.035104)"
"SH-09-0021","GameStop #4004","GameStop, Inc.","3013651913","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-11-0016","Amethyst","Amethyst, LLC","3019076871","4808 Bethesda Avenue","Bethesda","MD","20814","Expired","2011-06-22T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.095872 38.980941)"
"SH-00-0030","Lalla Inc.","Antique Market","(301) 942-4440",,"Kensington","MD","20895","Renewed","2016-09-26T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.077422 39.027698)"
"SH-10-0008","GameStop 6482","GameStop, Inc.","3017543860","10100 Colesville Road","Silver Spring","MD","20901","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.012638 39.02055)"
"SH-12-0002","Persiano Gallery","Persiano Rug Inc.","2406831022","188 Kentland Blvd.","Gaithersburg","MD","20878","Expired","2015-09-30T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.235558 39.123067)"
"SH-13-0040","Gold Traders","Gold Closers, LLC","2025699599","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2014-10-15T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-15-0025","Target Mobile","Retail Trade-In Solutions, LLC","9782153453","12000 Cherry Hill Road","Silver Spring","MD","20904","Expired","2015-01-02T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.953245 39.053026)"
"SH-09-0012","GameStop 5292","GameStop, Inc.","3012796980","14929 Shady Grove Road","Rockville","MD","20850","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.192834 39.098574)"
"16-SH-001066","same","victor litz music center inc","(301) 948-7478","306 east diamond ave","Gaithersburg","MD","20877","New",,"2017-07-30T00:00:00.000","POINT (-77.192905 39.142169)"
"SH-17-0001","Netview Communications",,"3012024676","11232 Triangle Lane","Wheaton","MD","20902","New","2016-05-05T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.051808 39.039337)"
"SH-15-0018","Best Buy","Best Buy Stores, LP #2888","6308512100","701 Russell Avenue, Suite H-139","Gaithersburg","MD","20877","Expired","2014-09-26T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-06-0001","Atomic Music","L & E Atomic Inc.","3017388733","1308 E. Gude Drive","Rockville","MD","20850","Expired","2011-06-22T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.135336 39.096934)"
"SH-12-0024","A & L Citizen","A & L Citizen","3013661655","12211 Veirs Mill Road","Silver Spring","MD","20906","Expired","2011-11-30T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.084401 39.057299)"
"SH-10-0011","Kay Jewelers, #1176","Sterling Jewelers, Inc.","3306656564","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2014-07-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-15-0015","Best Buy","Best Buy Stores, LP #1129","6308512100","10901 Georgia Avenue","Wheaton","MD","20902","Expired","2014-09-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.049367 39.035104)"
"SH-83-0002","Gaylords Lamps and Shades",,"3019869680","7833 Woodmont Avenue","Bethesda","MD","20814","Expired","2010-07-09T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.096148 38.988619)"
"SH-16-0001","Lexi Taylor Auction House, LLC","Lexi Taylor Auction House, LLC","4102849600","9409 Philadelphia Road","Baltimore","MD","21237","Expired","2015-07-07T00:00:00.000","2016-07-30T00:00:00.000","POINT (-76.463027 39.353931)"
"SH-16-0017","Best Buy Stores","Best Buy Stores, LP #2888","6308572100","701 Russell Avenue, Suite H-139","Gaithersburg","MD","20877","Surrendered","2016-07-14T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-16-0023","The Bargain Box","The Bargain Box","(301) 762-2242","398 Hungerford Drive","Rockville","MD","20850","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.150527 39.087858)"
"SH-07-0001","The Record Exchange","Chrissam, LLC","(301) 455-6006","8642 Colesville Rd","Silver Spring","MD","20910","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.027468 38.997021)"
"SH-14-0031","Current Boutique","Current Boutique, LLC","(301) 222-1114","7220 Wisconsin Ave","Bethesda","MD","20814","Renewed","2016-07-13T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.09314 38.981905)"
"SH-11-0004","History for Sale","History for Sale, LLC","2402647274","3758 Howard Avenue","Kensington","MD","20895","Expired","2015-02-12T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.073714 39.027659)"
"SH-98-0002","Famous Pawnbrokers #62","Famous Pawn, Inc.","(817) 460-3947","8507 Piney Branch Road","Silver Spring","MD","20901","Renewed","2016-06-27T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.002993 38.998291)"
"SH-09-0011","GameStop 5024","GameStop, Inc.","3019841520","12058 Cherry Hill Road","Silver Spring","MD","20904","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-76.954012 39.055397)"
"SH-14-0018","The Gold Spot","Quick Cash for Gold lll","4402125930","11935 Georgia Avenue","Silver Spring","MD","20902","Expired","2013-09-11T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.05143 39.050997)"
"SH-15-0041","Radio Shack #1-2477","Trade & Save","8174153116","8125 Wisconsin Avenue","Bethesda","MD","20814","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.095714 38.991734)"
"SH-01-0005","Adam Keshishian Jewelers","Adam Keshishian Jewelers","3019515859","4405 Willard Avenue","Chevy Chase","MD","20815","Expired","2011-07-18T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.087041 38.961799)"
