"name","address1","address2","city","zip","inspectiondate","inspectionresults","violation1","violation2","violation3","violation4","violation5","violation6a","violation6b","violation7a","violation7b","violation8","violation9","violation20","violation22","nutritional_labeling","violationtransfat","violationsmoking","inspectiontype","organization","category","type","latitude","longitude"
"WHOLE FOODS MARKET #10180","316 KENTLANDS BLVD.",,"GAITHERSBURG","20878","2021-05-14T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","WHOLE FOODS MARKET GROUP, INC.","Market","Food","39.1228","-77.2378"
"WHITE'S FERRY STORE","24801 WHITES FERRY RD.",,"DICKERSON","20842","2020-12-04T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","WHITES FERRY STORE","Market","Food","39.1552","-77.519"
"SMOOTHIE KING","2229 BEL PRE RD",,"SILVER SPRING","20906","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","SK MERCADO LLC","Market","Food","39.092","-77.0475"
"NUT HOUSE PIZZA","11419 GEORGIA AVE.",,"WHEATON","20902","2021-10-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","NUT HOUSE PIZZA","Carry Out","Food","39.0421","-77.0513"
"FIVE BELOW","8661 COLESVILLE RD","STE C107","SILVER SPRING","20910","2021-11-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","FIVE BELOW","Market","Food","38.997","-77.0265"
"IMPASTA","9899 MAIN ST","#135","DAMASCUS","20872","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","IMPASTA LLC","Restaurant","Food","39.289","-77.2039"
"GIANT FOOD #0301","13781 CONNECTICUT AVE.",,"SILVER SPRING","20906","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","GIANT OF MARYLAND, LLC","Market","Food","39.0797","-77.0788"
"TRATTORIA DA LINA","7000 CARROLL AVE",,"TAKOMA PARK","20912","2021-12-09T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MARCELLO MINNA / MINNA LLC","Restaurant","Food","38.9748","-77.0123"
"BONJOUR WAFFLES","11160 VEIRS MILL RD",,"SILVER SPRING","20902","2021-11-30T00:00:00.000","Facility Closed","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","BONJOUR WAFFLES","Market","Food","39.037","-77.0539"
"FIRE WOK","9812 FALLS RD.",,"POTOMAC","20854","2021-11-30T00:00:00.000","Facility Closed","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","T&C INVESTMENT LLC","Restaurant","Food","39.0172","-77.2106"
"FIVE BELOW # 228","202 KENTLANDS BLVD.",,"GAITHERSBURG","20878","2022-06-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","FIVE BELOW, INC.","Market","Food","39.1228","-77.2357"
"SASUNS","7217 MUNCASTER MILL RD",,"DERWOOD","20855","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SASUNS LLC","Restaurant","Food","39.1464","-77.1448"
"SHELL GAS STATION","18040 GEORGIA AVE",,"OLNEY","20832","2022-03-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","JOSEPH ROLLAKANTY","Market","Food","39.152","-77.0672"
"NAANFE MARKET","13535 CLOPPER RD",,"GERMANTOWN","20876","2022-03-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MINATA SANGARE SADDY / NAANFE INTERNATIONAL MARKET","Restaurant","Food","39.1625","-77.2804"
"KING STREET OYSTER BAR","12435 PARK POTOMAC","R5 BUILDING D","POTOMAC","20854","2022-01-26T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","KSOB POTOMAC LLC","Restaurant","Food","39.06","-77.157"
"LUCKY STRIKE - BETHESDA","7101 DEMOCRACY BLVD # 1022",,"BETHESDA","20817","2022-01-26T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","LUCKY STIKE ENTERAINMENT LLC","Restaurant","Food","39.0221","-77.1471"
"KANPAI SUSHI","7307 MAC ARTHUR BLVD.",,"BETHESDA","20812","2022-01-27T00:00:00.000","Critical Violations Corrected","In Compliance","Out of Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","FULL MOON, INC.","Restaurant","Food","38.9694","-77.1386"
"MCDONALD'S #6174","465 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","R & A RESTAURANTS, INC.","Restaurant","Food","39.1489","-77.207"
"CARAMELO BAKERY","11301 GEORGIA AVE",,"SILVER SPRING","20902","2021-08-05T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","LIZARAZU BAKERY","Market","Food","39.0403","-77.0509"
"LAKELANDS POOL SNACK BAR","960 MAIN ST.",,"GAITHERSBURG","20878","2021-08-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","LAKELANDS COMM ASSOC","Snack Bar","Food","39.1181","-77.2319"
"THOMAS W. PYLE MIDDLE","6311 WILSON LN.",,"BETHESDA","20817","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- Middle","Food","38.9891","-77.1303"
"7-ELEVEN CLARKSBURG VILLAGE","12101 SNOWDEN FARM PKWY",,"CLARKSBURG","20871","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","E & C MID-ATLANTIC VENTURES LLC","Market","Food","39.2289","-77.2499"
"BLAIR G. EWING CENTER","14501 AVERY RD.",,"ROCKVILLE","20853","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- High","Food","39.0951","-77.1224"
"7-ELEVEN #26360","6848 OLNEY LAYTONSVILLE RD",,"LAYTONSVILLE","20882","2022-01-26T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","SHEREE GANESHA CORP","Market","Food","39.2044","-77.1402"
"STARBUCKS COFFEE - PIKE & ROSE","11860 GRAND PARK AVE",,"ROCKVILLE","20852","2022-05-13T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.0501","-77.1175"
"RICH'S CAF�","1 CHURCH ST","#105","ROCKVILLE","20850","2021-08-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","SUNNY YANG / RICH'S CAFE","Market","Food","39.0831","-77.1462"
"THE BLOCK","967 ROSE AVE",,"ROCKVILLE","20852","2021-08-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Pre-Opening - Environmental","THE BLOCK AT PIKE & ROSE INC","Restaurant","Food","39.0509","-77.118"
"WILSON WIMS ELEMENTARY SCHOOL","12520 BLUE SKY DR",,"CLARKSBURG","20871","2021-04-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MONTGOMERY COUNTY PUBLIC SCHOOL","Public School- Elementary","Food","39.2371","-77.2614"
"IHOP #0594","775 ROCKVILLE PK.",,"ROCKVILLE","20852","2021-08-03T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","SHARP 594, INC.","Restaurant","Food","39.0776","-77.1411"
"DEMPSEY'S OF ASHTON","1 OLNEY-SANDY SPRING RD.",,"ASHTON","20861","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","IRM SLONIN, INC.","Restaurant","Food","39.1501","-77.0128"
"NORI JAPAN","701 RUSSELL AVE","H115","GAITHERSBURG","20877","2022-06-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","XIN CHENG INC","Restaurant","Food","39.1534","-77.204"
"DING TEA","785 ROCKVILLE PIKE","STE C","ROCKVILLE","20852","2022-06-21T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","JENNIFER TRAN / DING TEA MARYLAND","Market","Food","39.0768","-77.1413"
"ADVANCE AUTO PARTS #7123","9813 MAIN ST","#104","DAMASCUS","20872","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","ADVANCE STORE COMPANY, INC","Market","Food","39.2886","-77.2018"
"PHILZ COFFEE","7247 WOODMONT AVE",,"BETHESDA","20814","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","PHILZ COFFEE INC","Market","Food","38.9816","-77.0955"
"YOGITOPI","4924 ELM ST.",,"BETHESDA","20814","2022-03-25T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","YOGITOPI LLC","Restaurant","Food","38.9819","-77.0973"
"LITTLE BENNETT ELEM. SCHOOL","23930 BURDETTE FOREST RD",,"CLARKSBURG","20871","2021-04-19T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- Elementary","Food","39.2462","-77.2757"
"CEDAR GROVE BEER & WINE","23412 RIDGE RD.",,"GERMANTOWN","20876","2021-11-12T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","CHEAM CORPORATION","Market","Food","39.2416","-77.2353"
"THE HABIT BURGER GRILL","464 N. FREDERICK AVE",,"GAITHERSBURG","20877","2022-03-25T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","THE HABIT RESTAURANTS LLC","Restaurant","Food","39.1485","-77.2077"
"DON POLLO OF GERMANTOWN","21040-A FREDERICK RD",,"GERMANTOWN","20876","2020-10-06T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Complaint Invest w/Comprehensive","DON POLLO OF GERMANTOWN LLC","Restaurant","Food","39.2009","-77.2467"
"LA GULA MEXICANA","21030 J FREDERICK RD",,"GERMANTOWN","20876","2022-07-27T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","GUILLERMO VALDIVIA / LA GULA LLC","Restaurant","Food","39.2011","-77.2471"
"GENERAL NUTRITION CENTER #5531","13733 CONNECTICUT AVE",,"SILVER SPRING","20906","2022-03-03T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Change of Ownership - Environmental","GNC HOLDING LLC","Market","Food","39.079","-77.0794"
"GENERAL NUTRITION CENTER #5120","22705 CLARKSBURG RD","STE 914","CLARKSBURG","20871","2022-02-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Change of Ownership - Environmental","GNC HOLDING LLC","Market","Food","39.2286","-77.2873"
"MY DOLLAR & MORE","250 N FREDERICK AVE",,"GAITHERSBURG","20877","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","[PRO MARKETER, LLC","Restaurant","Food","39.1439","-77.2039"
"ROCKVILLE SERVICE CENTER","1900 ROCKVILLE PIKE",,"ROCKVILLE","20852","2020-10-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","ANCHOR FARMS, INC","Market","Food","39.0593","-77.1212"
"LEBANESE TAVERNA CAFE","8535 FENTON ST",,"SILVER SPRING","20910","2022-07-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","LEBANESE TAVERNA CAFE CONGRESSIONAL INC","Restaurant","Food","38.9974","-77.0258"
"EDIBLE ARRANGEMENTS","76 MARKET ST",,"GAITHERSBURG","20878","2020-10-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SHAZ CAPITAL CONSULTING LLC","Market","Food","39.1243","-77.2342"
"WHOLE FOODS MARKET #10235","11355 WOODGLEN DR.",,"ROCKVILLE","20852","2020-10-06T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","WHOLE FOODS MARKET","Market","Food","39.0431","-77.1131"
"CHEESESTEAK MIKE'S","10222 NEW HAMPSHIRE AVE",,"SILVER SPRING","20903","2022-07-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","DONG OH","Restaurant","Food","39.0227","-76.9784"
"SARDIS CHICKEN VI","1159 UNIVERSITY BLVD E",,"LANGLEY PARK","20912","2022-07-29T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SARDIS CHICKEN VI INC","Restaurant","Food","38.9889","-76.9896"
"MONTGOMERY SHELL","455 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","INDUS PETROLEUM & AUTO, INC.","Market","Food","39.1483","-77.2061"
"FLOWERS BAKERY CAFE","14300 LAYHILL RD",,"SILVER SPRING","20906","2022-07-29T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","TIVOLI BAKERY LLC","Restaurant","Food","39.0912","-77.0459"
"EAST PEARL RESTAURANT","838-B ROCKVILLE PIKE",,"ROCKVILLE","20852","2022-07-28T00:00:00.000","Critical Violations Corrected","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","SUE LI","Caterer","Food","39.0761","-77.1372"
"MOBY DICK VIII","12844 PINNACLE DR.",,"GERMANTOWN","20874","2022-07-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MOBY DICK VIII, INC.","Restaurant","Food","39.1818","-77.2651"
"MEGAMART SUPERMARKET","1101 UNIVERSITY BLVD., E.",,"TAKOMA PARK","20912","2022-07-29T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","DOS FRIENDS INC","Market","Food","38.9899","-76.9904"
"AMERICA'S BEST WINGS","11245 NEW HAMPSHIRE AVE","#20","SILVER SPRING","20904","2022-03-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","ANM WHITE OAK WINGS INC","Restaurant","Food","39.0414","-76.988"
"STARBUCKS COFFEE #07821","14941 SHADY GROVE RD.",,"ROCKVILLE","20850","2020-11-12T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Complaint Invest w/Comprehensive","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.098","-77.1926"
"EDIBLE ARRANGEMENTS","76 MARKET ST",,"GAITHERSBURG","20878","2022-07-29T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","SHAZ CAPITAL CONSULTING LLC","Market","Food","39.1243","-77.2342"
"DASH IN 1873","11150 NEW HAMPSHIRE AVE",,"SILVER SPRING","20904","2022-07-27T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","Out of Compliance","Out of Compliance","Comprehensive","UNITED 3 LLC","Market","Food","39.0389","-76.9909"
"EINSTEIN BROS. BAGELS #1910","531 QUINCE ORCHARD RD",,"GAITHERSBURG","20878","2022-05-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","EINSTEIN AND NOAH CORP.",,"Food","39.1447","-77.2192"
"SUBWAY #46512","23237 STRINGTOWN RD",,"CLARKSBURG","20871","2022-07-26T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","CLARKSBURG SUBWAY, LLC","Restaurant","Food","39.2381","-77.2762"
"ABYSSINIA RESTAURANT","8221 GEORGIA AVE.",,"SILVER SPRING","20910","2022-03-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","SOLO & AD, INC","Restaurant","Food","38.9923","-77.0262"
"7-ELEVEN #32882","12861 CLOPPER RD",,"GERMANTOWN","20874","2022-07-27T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","KAY-TEE'S CORPORATION","Market","Food","39.1567","-77.2661"
"THE MUSIC CENTER AT STRATHMORE","5301 TUCKERMAN LANE",,"ROCKVILLE","20852","2022-07-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MONTGOMERY COUNTY GOVERMENT","Market","Food","39.0319","-77.103"
"JERSEY MIKES SUBS","21040-F FREDERICK RD.",,"GERMANTOWN","20876","2022-07-27T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","DANIEL L. MALAMIS, OWNER","Restaurant","Food","39.2009","-77.2466"
"CHINA SPRING","23209 STRINGTOWN RD",,"CLARKSBURG","20871","2022-07-26T00:00:00.000","Critical Violations Corrected","In Compliance","Out of Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","QI FENG YANG","Restaurant","Food","39.2375","-77.2771"
"HOUSE OF MILAE","4932 ST ELMO AVE",,"BETHESDA","20814","2022-03-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","LYON & MILAE LLC","Restaurant","Food","38.9879","-77.098"
