"application_type","permit_number","work_type","processed_date","issued_date","final_date","status","description_of_work","street_number","pre_direction","street_name","street_suffix","post_direction","city","state","zip_code","latitude","longitude","general_location","geolocation"
"FLOODPLAIN STATUS REQUEST","213519","INFO","2001-08-30T10:08:56.000",,,"Open",,"10841",,"GAME PRESERVE","RD",,"GAITHERSBURG","MD","20879","39.167948","-77.223057",,"POINT (-77.223057 39.167948)"
"FLOODPLAIN STATUS REQUEST","208142","INFO","2001-01-09T02:01:22.000",,,"Open","This site does not appear to be impacted by fp limits of adjacent Grayrob townhouse subdivision.  culvert crossing appears to contain fp across Montrose rd- backwater may impact this site","6300",,"MONTROSE","RD",,"ROCKVILLE","MD","20852","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","215464","INFO","2002-02-04T02:02:27.000",,,"Open",,"8522",,"FOUNTAIN VALLEY","DR",,"MONTGOMERY VILLAGE","MD","20886","39.183268","-77.176981",,"POINT (-77.176981 39.183268)"
"FLOODPLAIN STATUS REQUEST","211080","INFO","2001-03-30T03:03:40.000",,,"Open","Floodplain status request.","20206",,"TIDEWINDS","WAY",,"GERMANTOWN","MD","20874","39.186367","-77.298065",,"POINT (-77.298065 39.186367)"
"FLOODPLAIN STATUS REQUEST","213477","INFO","2001-08-28T09:08:11.000",,,"Open",,"19215",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.170772","-77.234706",,"POINT (-77.234706 39.170772)"
"FLOODPLAIN STATUS REQUEST","206796","INFO","2001-01-09T02:01:18.000",,,"Open",,,,,,,,,,"0","0","GREAT SENECA HIGHWAY AND RT 124 IN CITY OF GAITHERSBURG - KENTLANDS SHOPPING CENTER","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208140","INFO","2001-01-09T02:01:13.000",,,"Open","blackburn village - valley stream country club- 11.51 ac- no fp info available - need a study done","14624",,"BLACKBURN","RD",,"BURTONSVILLE","MD","20866","39.098776","-76.929784",,"POINT (-76.929784 39.098776)"
"FLOODPLAIN STATUS REQUEST","202609","INFO","2000-01-06T11:01:15.000",,,"Open","Property is in zone A.  Little Falls Branch 100 year floodplain impacts the rear of the lot (lot 7/L).  They ant to put a retaining wall in the 25ft FPBRL and maybe cantileber above the 100 year WSE 239.50","5525",,"WARWICK","PL",,"CHEVY CHASE","MD","20815","38.963752","-77.094329",,"POINT (-77.094329 38.963752)"
"FLOODPLAIN STATUS REQUEST","206810","INFO","2001-01-09T02:01:40.000",,,"Open","scale of maps such that it is unclear whether or not lot is in a floodplain","6412",,"83RD","PL",,"CABIN JOHN","MD","20818","38.973268","-77.170715",,"POINT (-77.170715 38.973268)"
"FLOODPLAIN STATUS REQUEST","220410","INFO","2003-02-04T03:02:40.000",,,"Open",,"13310",,"HATHAWAY","DR",,"SILVER SPRING","MD","20906","39.074783","-77.054075",,"POINT (-77.054075 39.074783)"
"FLOODPLAIN STATUS REQUEST","218429","INFO","2002-08-16T10:08:59.000",,,"Open","Floodplain status for 9605 Stewartown Road","9605",,"STEWARTOWN","RD",,"MONTGOMERY VILLAGE","MD","20886","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","203034","INFO","2000-02-01T03:02:27.000",,,"Open","floodplain status request for lots 1-8 in laytonia subdivision","7618",,"MUNCASTER MILL","RD",,"GAITHERSBURG","MD","20877","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","203497","INFO","2001-01-09T02:01:25.000",,,"Open","fema has never done a study on the property.  engineered study needs to be done",,,,,,,,,"0","0","LOT 9 AT THE INTERSECTION OF SWEETBRIAR PKWY AND GATEWOOD PL","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","203014","INFO","2000-02-01T01:02:20.000",,,"Open",,"14020",,"DARNESTOWN","RD",,"GERMANTOWN","MD","20874","39.102708","-77.291531",,"POINT (-77.291531 39.102708)"
"FLOODPLAIN STATUS REQUEST","203492","INFO","2001-01-09T02:01:12.000",,,"Open","floodplain request for undeveloped parcel at new hampshire and hawlings rd.  There are tributaries with more than 30 acres of drainage but FEMA has not studied them.",,,,,,,,,"0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208141","INFO","2001-01-09T02:01:17.000",,,"Open","fp impacts lot 7 & 8/Bl L- fp study in review to show exact limits.  Town of Somerset not includeded in FEMA panel 175C","5525",,"WARWICK","PL",,"CHEVY CHASE","MD","20815","38.963752","-77.094329",,"POINT (-77.094329 38.963752)"
"FLOODPLAIN STATUS REQUEST","216942","INFO","2002-05-07T01:05:14.000",,,"Open","Address Given was 10215 Fernwood Road","6701",,"DEMOCRACY","BLVD",,"BETHESDA","MD","20817","39.022656","-77.136918",,"POINT (-77.136918 39.022656)"
"FLOODPLAIN STATUS REQUEST","203025","INFO","2000-02-01T02:02:50.000",,,"Open","grandville took this.  He wrote existing Gr. Sen. Cr iside the back of the rear property limits.  No FP study is required.",,,,,,,,,"0","0","RT 124 - WOODFIELD RD, BIRKHEAD PROPERTY","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","206800","INFO","2001-01-09T02:01:30.000",,,"Open","floodplain just on rear of property line; zone A or B for lot, C for street","6505",,"BRADLEY","BLVD",,"BETHESDA","MD","20817","38.999343","-77.131137",,"POINT (-77.131137 38.999343)"
"FLOODPLAIN STATUS REQUEST","206827","INFO","2001-01-09T02:01:33.000",,,"Open","fp onsite - deck will encroach in 25' brl - fpdp is required","11809",,"KIM","PL",,"POTOMAC","MD","20854","39.049536","-77.167491",,"POINT (-77.167491 39.049536)"
"FLOODPLAIN STATUS REQUEST","206821","INFO","2001-01-09T02:01:18.000",,,"Open",,,,,,,,,,"0","0","DOVER ROAD AND GUDE DRIVE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208222","INFO","2001-01-09T02:01:05.000",,,"Open","rte 189 wsel ~ 319.5   317.5(cl rock run)   319.5",,,,,,,,,"0","0","ROCK RUN AT FALLS RD AND FALLS BRIDGE LANE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","212183","INFO","2001-06-06T08:06:00.000",,,"Open","This is a town house(middle house).  There is a floodplain on the parcel but this unit is out side the flood plain and the 25 foot BRL.","1905",,"HICKORY HILL","LN",,"SILVER SPRING","MD","20906","39.074029","-77.03861",,"POINT (-77.03861 39.074029)"
"FLOODPLAIN STATUS REQUEST","208219","INFO","2001-01-09T02:01:43.000",,,"Open",,,,,,,,,,"0","0","FREDERICK RD AT RT 27 - MILESTONE SHOPPING CENTER","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","213296","INFO","2001-08-14T05:08:28.000",,,"Open",,"11319",,"COMMONWEALTH","DR",,"ROCKVILLE","MD","20852","39.042079","-77.118279",,"POINT (-77.118279 39.042079)"
"FLOODPLAIN STATUS REQUEST","208218","INFO","2001-01-09T02:01:39.000",,,"Open","the proposed addition is not impacted by the 100 yr fp or the 25' brl","4905",,"GREENWAY","DR",,"BETHESDA","MD","20816","38.960275","-77.098021",,"POINT (-77.098021 38.960275)"
"FLOODPLAIN STATUS REQUEST","203032","INFO","2000-02-01T03:02:14.000",,,"Open","floodplain status request for residential property.  Property is impacted by the 100 year floodplain according to the MNCPPC fp study plottd on the tax map and the FEMA map.","11415",,"BEDFORDSHIRE","AVE",,"POTOMAC","MD","20854","39.043381","-77.204777",,"POINT (-77.204777 39.043381)"
"FLOODPLAIN STATUS REQUEST","206792","INFO","2001-01-09T02:01:55.000",,,"Open",,"206","E","SCHUYLER","RD",,"SILVER SPRING","MD","20901","39.005465","-77.004648",,"POINT (-77.004648 39.005465)"
"FLOODPLAIN STATUS REQUEST","201404","INFO","2001-01-09T02:01:09.000",,,"Open","hechinger store","2201",,"RANDOLPH","RD",,"SILVER SPRING","MD","20906","39.060171","-77.04724",,"POINT (-77.04724 39.060171)"
"FLOODPLAIN STATUS REQUEST","214928","INFO","2001-12-18T08:12:30.000",,,"Open","F/P takes up approximately 40% of rear lot from the rear property line.  Granvile informed her that sheb would need to get a surveyor or an engineer to do survey for an elevation certification with FEMA.","1917",,"NARROWS","LN",,"SILVER SPRING","MD","20906","39.119301","-77.041335",,"POINT (-77.041335 39.119301)"
"FLOODPLAIN STATUS REQUEST","208207","INFO","2001-01-09T02:01:11.000",,,"Open",,"9309",,"FERNWOOD","RD",,"BETHESDA","MD","20817","39.009351","-77.132992",,"POINT (-77.132992 39.009351)"
"FLOODPLAIN STATUS REQUEST","206789","INFO","2001-01-09T02:01:27.000",,,"Open","Tennis Court","13",,"POTOMAC MANORS","CT",,"POTOMAC","MD","20854","39.020749","-77.214003",,"POINT (-77.214003 39.020749)"
"FLOODPLAIN STATUS REQUEST","206828","INFO","2001-01-09T02:01:37.000",,,"Open","fp on property",,,,,,,,,"0","0","GATEWOOD PLACE AT SWEETBRIER PKWY AND OVERLOOK DR","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208221","INFO","2001-01-09T02:01:00.000",,,"Open",,"13900",,"CONNECTICUT","AVE",,"SILVER SPRING","MD","20906","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","219871","INFO","2002-12-16T11:12:07.000",,,"Open",,"8100",,"HAWTHORNE","RD",,"BETHESDA","MD","20817","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208226","INFO","2001-01-09T02:01:14.000",,,"Open","fema fp partially impacts the lot","8",,"BRIGHTON DAM","RD",,"BROOKEVILLE","MD","20833","39.189291","-77.007322",,"POINT (-77.007322 39.189291)"
"FLOODPLAIN STATUS REQUEST","203016","INFO","2000-02-01T02:02:17.000",,,"Open",,"13009",,"MILL HOUSE","CT",,"GERMANTOWN","MD","20874","39.155426","-77.267728",,"POINT (-77.267728 39.155426)"
"FLOODPLAIN STATUS REQUEST","202605","INFO","2000-01-06T10:01:36.000",,,"Open","floodplain request for landfill on gude drive to find out if they will need a floodplain district permit.  FPDP would be required for the SUI work on the Stream Bank Erosion.",,,,,,,,,"0","0","GUDE DRIVE AND SOUTHLAWN LA.  ROCKVILLE, MD GUDE LANDFILL","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","215396","INFO","2002-01-30T11:01:45.000",,,"Open",,"20410",,"CENTURY","BLVD",,"GERMANTOWN","MD","20874","39.192517","-77.266045",,"POINT (-77.266045 39.192517)"
"FLOODPLAIN STATUS REQUEST","223309","INFO","2003-07-28T03:07:17.000",,,"Open",,"9604",,"WINDCROFT","WAY",,"POTOMAC","MD","20854","39.054191","-77.199495",,"POINT (-77.199495 39.054191)"
"FLOODPLAIN STATUS REQUEST","202598","INFO","2000-01-06T09:01:17.000",,,"Open","request for a residential floodzone.  Property is in zone c which is an area of minimal flooding.","10619",,"GREAT ARBOR","DR",,"POTOMAC","MD","20854","39.03012","-77.18338",,"POINT (-77.18338 39.03012)"
"FLOODPLAIN STATUS REQUEST","211107","INFO","2001-04-03T08:04:12.000",,,"Open","lot 7/A & P42 Brighten Knools Drive","810",,"BRIGHTON KNOLLS","DR",,"BRINKLOW","MD","20862","39.186329","-77.02415",,"POINT (-77.02415 39.186329)"
"FLOODPLAIN STATUS REQUEST","202614","INFO","2000-01-06T01:01:09.000",,,"Open","floodplain request for residential lot in Randolph Hills.  Lot is in Zone C which is an area of minimal flooding; therefore, not in a flood hazard area.","11218",,"ASHLEY","DR",,"ROCKVILLE","MD","20852","39.040633","-77.092882",,"POINT (-77.092882 39.040633)"
"FLOODPLAIN STATUS REQUEST","206791","INFO","2001-01-09T02:01:49.000",,,"Open","buy new home","701",,"AMELIA ISLAND","CT",,"SILVER SPRING","MD","20905","39.130634","-76.997858",,"POINT (-76.997858 39.130634)"
"FLOODPLAIN STATUS REQUEST","214859","INFO","2001-12-11T01:12:44.000",,,"Open",,"11225",,"DEWEY","CT",,"KENSINGTON","MD","20895","39.041344","-77.084268",,"POINT (-77.084268 39.041344)"
"FLOODPLAIN STATUS REQUEST","206822","INFO","2001-01-09T02:01:22.000",,,"Open","fp touches corner of back of property - 25' brl on prop - lot 67 dufief","1155",,"BRANDY HALL","LN",,"NORTH POTOMAC","MD","20878","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","206826","INFO","2001-01-09T02:01:26.000",,,"Open","very minimal fp encroachment of Rock Creek at Beach Drive and Stoneybrook","9900",,"STONEYBROOK","DR",,"KENSINGTON","MD","20895","0","0","MORMON TEMPLE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","203483","INFO","2000-03-06T02:03:18.000",,,"Open","residential floodplain status request.  Brand new subdivision not in street map book.  No floodplain.","13910",,"FALCONHURST","RD",,"GERMANTOWN","MD",,"0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","213188","INFO","2001-08-07T04:08:22.000",,,"Open",,,,,,,,,,"0","0","11800 ROCKVILLE PIKE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","233754",,"2005-01-14T01:01:50.000",,,"Open",,"12703",,"PUMPKIN SEED","CT",,"GERMANTOWN","MD","20874","39.156363","-77.263683",,"POINT (-77.263683 39.156363)"
"FLOODPLAIN STATUS REQUEST","206798","INFO","2001-01-09T02:01:00.000",,,"Open","fema 100yr too close to call if in or out.  good possibility its in the 100 yr fp for the Potomac River
Left message for homeowner.  Since she is so close to river, it would probably be in her best interest to contact a land surveyor for an elevation survey. NVP 2/20/03","6412",,"83RD","PL",,"CABIN JOHN","MD","20818","38.973268","-77.170715",,"POINT (-77.170715 38.973268)"
"FLOODPLAIN STATUS REQUEST","232423","INFO","2004-11-02T02:11:27.000",,,"Open","Floodplain info.","19318",,"TATTERSHALL","DR",,"GERMANTOWN","MD","20874","39.179725","-77.292781",,"POINT (-77.292781 39.179725)"
"FLOODPLAIN STATUS REQUEST","215143","INFO","2002-01-08T03:01:36.000",,,"Open",,"4105",,"BEVERLY","RD",,"ROCKVILLE","MD","20853","39.098427","-77.081136",,"POINT (-77.081136 39.098427)"
"FLOODPLAIN STATUS REQUEST","213294","INFO","2001-08-14T02:08:04.000",,,"Open","locate elevation on the property","12844",,"LITTLETON","ST",,"SILVER SPRING","MD","20906","39.068549","-77.081169",,"POINT (-77.081169 39.068549)"
"FLOODPLAIN STATUS REQUEST","206817","INFO","2001-01-09T02:01:59.000",,,"Open","question on swale in property - advised not to construct in swale","9605",,"EVERGREEN","ST",,"SILVER SPRING","MD","20901","39.012987","-77.006947",,"POINT (-77.006947 39.012987)"
"FLOODPLAIN STATUS REQUEST","205562","INFO","2001-01-09T02:01:16.000",,,"Open",,,,"CHEVY CHASE LAKE","DR",,,"MD","00000","0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","204226",,"2000-04-07T04:04:52.000",,,"Open","floodplain on the property but not close to the proposed addition","5301",,"YORKTOWN","RD",,"BETHESDA","MD","20816","38.959997","-77.102217","GREEN ACRES, LOT 14, BLOCK 10","POINT (-77.102217 38.959997)"
"FLOODPLAIN STATUS REQUEST","222856","INFO","2003-07-03T07:07:57.000",,,"Open",,"12707",,"SESAME SEED","CT",,"GERMANTOWN","MD","20874","39.157233","-77.262501",,"POINT (-77.262501 39.157233)"
"FLOODPLAIN STATUS REQUEST","208227","INFO","2001-01-09T02:01:25.000",,,"Open",,"1221",,"CLEMENT","PL",,"SILVER SPRING","MD","20910","39.008668","-77.028088",,"POINT (-77.028088 39.008668)"
"FLOODPLAIN STATUS REQUEST","203478","INFO","2000-03-06T02:03:03.000",,,"Open",,"5310",,"CARVEL","RD",,"BETHESDA","MD","20816","38.949824","-77.10672",,"POINT (-77.10672 38.949824)"
"FLOODPLAIN STATUS REQUEST","203475","INFO","2000-03-06T02:03:28.000",,,"Open",,"4356",,"THISTLEWOOD","TER",,"BURTONSVILLE","MD","20866","39.101578","-76.921534",,"POINT (-76.921534 39.101578)"
"FLOODPLAIN STATUS REQUEST","220404","INFO","2003-02-04T03:02:00.000",,,"Open",,"18655",,"PIER POINT","PL",,"MONTGOMERY VILLAGE","MD","20886","39.160638","-77.198014",,"POINT (-77.198014 39.160638)"
"FLOODPLAIN STATUS REQUEST","202603","INFO","2000-01-06T09:01:40.000",,,"Open",,"5903",,"JARVIS","LN",,"BETHESDA","MD","20814","39.01791","-77.118412",,"POINT (-77.118412 39.01791)"
"FLOODPLAIN STATUS REQUEST","203490","INFO","2000-03-06T02:03:54.000",,,"Open","request for all known addresses in a 100 year floodplain",,,,,,,,,"0","0",,"POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","202606","INFO","2000-01-06T10:01:14.000",,,"Open","state hwy owned land - feasibility study - interested in selling - there is a 100 year floodplain study by MNCPPC for this property",,,,,,,,,"0","0","I-270 & OLD BALTIMORE RD PARCEL 600","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","216477",,"2002-04-10T04:04:22.000",,,"Open",,"2917",,"FAIRLAND","RD",,"SILVER SPRING","MD","20904","39.068435","-76.951547",,"POINT (-76.951547 39.068435)"
"FLOODPLAIN STATUS REQUEST","206794","INFO","2001-01-09T02:01:08.000",,,"Open",,"2602",,"SQUAW VALLEY","CT",,"SILVER SPRING","MD","20906","39.105583","-77.055652",,"POINT (-77.055652 39.105583)"
"FLOODPLAIN STATUS REQUEST","212564","INFO","2001-06-28T01:06:05.000",,,"Open",,"20320",,"SWALLOW POINT","RD",,"MONTGOMERY VILLAGE","MD","20886","39.1894","-77.200208",,"POINT (-77.200208 39.1894)"
"FLOODPLAIN STATUS REQUEST","210394",,"2001-02-23T01:02:15.000",,,"Open","Fema floodplain is located off the property in an open space.  trib.70",,,,,,,,,"0","0","9318 TAVERNEY TERR","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208216","INFO","2001-01-09T02:01:29.000",,,"Open",,"14124",,"ANSTED","RD",,"SILVER SPRING","MD","20905","39.088445","-76.974185",,"POINT (-76.974185 39.088445)"
"FLOODPLAIN STATUS REQUEST","203031","INFO","2000-02-01T03:02:55.000",,,"Open","30 acres",,,,,,,,,"0","0","DAVIS MILL ROAD, SOUTH OF WATKINS ROAD INTERS.  OUTLOT C","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","203520","INFO","2000-03-06T01:03:34.000",,,"Open","cannot make determination.  FEMA map is not detailed enough.  Floodplain is close to property.","5311",,"WILLARD","AVE",,"CHEVY CHASE","MD","20815","38.961005","-77.09613",,"POINT (-77.09613 38.961005)"
"FLOODPLAIN STATUS REQUEST","215346","INFO","2002-01-28T11:01:50.000",,,"Open","Realestate agent requesting flood plain info during the house inspection.","7004",,"NEEDWOOD","RD",,"ROCKVILLE","MD","20855","39.121431","-77.143109",,"POINT (-77.143109 39.121431)"
"FLOODPLAIN STATUS REQUEST","203007","INFO","2000-02-01T11:02:02.000",,,"Open","floodplain status request for residential property.","7924",,"CORIANDER","DR",,"GAITHERSBURG","MD","20879","39.158843","-77.165719",,"POINT (-77.165719 39.158843)"
"FLOODPLAIN STATUS REQUEST","202604","INFO","2000-01-06T10:01:45.000",,,"Open","There is no floodplain study for stream on the property.  However, there is an engineered study upstream on the neighboring property.  Dick Witmer Engineers checked it out to help determine floodplain limits for this property.",,,,,,,,,"0","0","601/701 SOUTH GLEN RD/NORTON ROAD POTOMAC","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208137","INFO","2001-01-09T02:01:58.000",,,"Open",,"14200",,"PARKVALE","RD",,"ROCKVILLE","MD","20853","39.088896","-77.112386",,"POINT (-77.112386 39.088896)"
"FLOODPLAIN STATUS REQUEST","201578","INFO","2001-01-09T02:01:37.000",,,"Open","Brought in engineered study by Hanson & DenOuter showing the house outside of the 100 year floodplain.  Wanted documentation to give his insurance company.  We granted his request",,,,,,,,,"0","0","11839 ENID DR, POTOMAC, MD LOT 63/3","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","206813","INFO","2001-01-09T02:01:49.000",,,"Open",,"8126",,"KERRY","LN",,"CHEVY CHASE","MD","20815","38.992915","-77.070071",,"POINT (-77.070071 38.992915)"
"FLOODPLAIN STATUS REQUEST","212892","INFO","2001-07-20T12:07:35.000",,,"Open",,,,,,,,,,"0","0","4617 MORGAN DRIVE, CHEVY CHASE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","213475","INFO","2001-08-28T09:08:15.000",,,"Open","Tax map and Fema maps had studies did not cover this area.  OWNER HAD a plat that showed a flood plain on the back of the property but the house was notin the flood plain.","4307",,"SUNFLOWER","DR",,"ROCKVILLE","MD","20853","39.109992","-77.088786",,"POINT (-77.088786 39.109992)"
"FLOODPLAIN STATUS REQUEST","201412","INFO","2001-01-09T02:01:16.000",,,"Open","lot 20 parcel 553","625",,"HUNGERFORD","DR",,"ROCKVILLE","MD","20850","39.092471","-77.152159",,"POINT (-77.152159 39.092471)"
"FLOODPLAIN STATUS REQUEST","212973","INFO","2001-07-25T10:07:54.000",,,"Open","Owners want to build a florida room to the back of the house and wanted info on what they need to get a permit.","13408",,"BINGHAM","CT",,"SILVER SPRING","MD","20906","39.075757","-77.047383",,"POINT (-77.047383 39.075757)"
"FLOODPLAIN STATUS REQUEST","203488","INFO","2000-03-06T02:03:58.000",,,"Open",,"12127",,"ROCKVILLE","PIKE",,"ROCKVILLE","MD","20852","39.057618","-77.118749",,"POINT (-77.118749 39.057618)"
"FLOODPLAIN STATUS REQUEST","208228","INFO","2001-01-09T02:01:30.000",,,"Open","lot 7, block e - has a fp shown on property - from palatine, sect.10- revised fp approved 6/19/97 by JYC and Christina 
Contreras- see 1-88094",,,,,,,,,"0","0","CENTURION WAY","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","205560","INFO","2001-01-09T02:01:56.000",,,"Open","site has had many inquiries- lot is mostly within 100 yr fp.  However, house and other structures are not","8610",,"BURNING TREE","RD",,"BETHESDA","MD","20817","38.996584","-77.139591",,"POINT (-77.139591 38.996584)"
"FLOODPLAIN STATUS REQUEST","220559","INFO","2003-02-24T01:02:37.000",,,"Open",,"3138",,"ST FLORENCE","TER",,"OLNEY","MD","20832","39.145025","-77.055156",,"POINT (-77.055156 39.145025)"
"FLOODPLAIN STATUS REQUEST","206829","INFO","2001-01-09T02:01:41.000",,,"Open","fp on fringe of lot - he says structure is 7' above fema 100 yr as shown on internet",,,,,,,,,"0","0","POTOMAC RANCH","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","206818","INFO","2001-01-09T02:01:05.000",,,"Open","magruder branch","10013",,"CLEARSPRING","RD",,"DAMASCUS","MD","20872","39.27279","-77.208355",,"POINT (-77.208355 39.27279)"
"FLOODPLAIN STATUS REQUEST","210413","INFO","2001-02-26T10:02:31.000",,,"Open",,"707",,"KENNEBEC","AVE",,"TAKOMA PARK","MD","20912","38.9888","-77.003118",,"POINT (-77.003118 38.9888)"
"FLOODPLAIN STATUS REQUEST","208136","INFO","2001-01-09T02:01:54.000",,,"Open","apartment complex - 3.29 ac - between piney towers and nob hill","8860",,"PINEY BRANCH","RD",,"SILVER SPRING","MD","20901","39.00047","-76.991672",,"POINT (-76.991672 39.00047)"
"FLOODPLAIN STATUS REQUEST","218154","INFO","2002-07-25T11:07:48.000",,,"Open","There is no FEMA flood plain shown, but there is a MNCPPC flood plain mapped on this lot.","9205",,"OVERLEA","DR",,"ROCKVILLE","MD","20850","39.072775","-77.188372",,"POINT (-77.188372 39.072775)"
"FLOODPLAIN STATUS REQUEST","203006","INFO","2000-02-01T11:02:18.000",,,"Open","floodplain status request on residential property.  back of property impacted by turkey branch 100 year floodplain","12842",,"LITTLETON","ST",,"SILVER SPRING","MD","20906","39.068387","-77.081271",,"POINT (-77.081271 39.068387)"
"FLOODPLAIN STATUS REQUEST","208229","INFO","2001-01-09T02:01:38.000",,,"Open","A/B for vacant parcel (p930)- parcel has partial fp.  need drainage area study. site will have to go through mncppc subdiv. process",,,,,,,,,"0","0","EMERSON DR AND TUCKER LANE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208206","INFO","2001-01-09T02:01:55.000",,,"Open","mncppc study shows possible floodplain on sw corner of trailer park","20300",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.187521","-77.243411",,"POINT (-77.243411 39.187521)"
"FLOODPLAIN STATUS REQUEST","202618","INFO","2000-01-06T02:01:30.000",,,"Open",,"10012",,"RAYNOR","RD",,"SILVER SPRING","MD","20901","39.01996","-77.029655",,"POINT (-77.029655 39.01996)"
"FLOODPLAIN STATUS REQUEST","229251","INFO","2004-05-06T09:05:37.000",,,"Open",,"5",,"DOOLITTLE","CT",,"MONTGOMERY VILLAGE","MD","20886","39.185531","-77.202282",,"POINT (-77.202282 39.185531)"
"FLOODPLAIN STATUS REQUEST","214317","INFO","2001-10-30T11:10:40.000",,,"Open","Lot 92 Great Oak Road",,,,,,,,,"0","0","LOT 92 GREAT OAK ROAD","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","205563","INFO","2001-01-09T02:01:21.000",,,"Open",,,,,,,,,,"0","0","BARNSLEY MANOR ESTATES, LOT 62","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","217217","INFO","2002-05-29T12:05:27.000",,,"Open","10274 Noland DR",,,,,,,,,"0","0","10274 NOLAND DR","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","201213","INFO","2001-01-09T02:01:08.000",,,"Open","request for floodzone on residential property.  Property was in a 100 year flood area; therefore in zone A","9418",,"OVERLEA","DR",,"ROCKVILLE","MD","20850","39.065443","-77.194833",,"POINT (-77.194833 39.065443)"
"FLOODPLAIN STATUS REQUEST","213650","INFO","2001-09-10T10:09:18.000",,,"Open","They were told by the City of Gaithersburg to contact us in reference to FEMA floodplain limits so they could map them on the site plan.  I told them that area was not mapped and they will need to determine if the stream on site has a 30 acre DA or greater to see if they need to do a floodplin study .","100",,"CENTRAL","AVE",,"GAITHERSBURG","MD","20877","39.130944","-77.18564",,"POINT (-77.18564 39.130944)"
"FLOODPLAIN STATUS REQUEST","222858","INFO","2003-07-03T08:07:57.000",,,"Open","Floodplain status",,,,,,,,,"0","0","2313 ROSS ROAD","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","208217","INFO","2001-01-09T02:01:34.000",,,"Open","fp is offsite - will not affect proposed addition","2814",,"ABILENE","DR",,"CHEVY CHASE","MD","20815","38.989596","-77.059568",,"POINT (-77.059568 38.989596)"
"FLOODPLAIN STATUS REQUEST","210726","INFO","2001-03-13T01:03:10.000",,,"Open",,"3802",,"TREMAYNE","TER",,"SILVER SPRING","MD","20906","39.096376","-77.074259",,"POINT (-77.074259 39.096376)"
"FLOODPLAIN STATUS REQUEST","205559","INFO","2001-01-09T02:01:51.000",,,"Open",,"9838",,"KENTSDALE","DR",,"POTOMAC","MD","20854","39.01629","-77.180521","LOT 56, BLOCK 8 FALCONHURST","POINT (-77.180521 39.01629)"
"FLOODPLAIN STATUS REQUEST","203519","INFO","2001-01-09T02:01:37.000",,,"Open",,,,,,,,,,"0","0","GLYNSHIRE","POINT (0 0)"
"FLOODPLAIN STATUS REQUEST","219209","INFO","2002-10-23T09:10:14.000",,,"Open","Covenant Orthodox Presbyterian Church.","4515",,"SANDY SPRING","RD",,"BURTONSVILLE","MD","20866","39.105356","-76.917474",,"POINT (-76.917474 39.105356)"
"FLOODPLAIN STATUS REQUEST","219528","INFO","2002-11-20T08:11:16.000",,,"Open",,"4905",,"DEL RAY","AVE",,"BETHESDA","MD","20814","38.989865","-77.099405",,"POINT (-77.099405 38.989865)"
"FLOODPLAIN STATUS REQUEST","229233",,"2008-09-12T02:09:03.000",,,"Open",,"1716",,"CHAPEL HILL","RD",,"SILVER SPRING","MD","20906","39.114425","-77.038762",,"POINT (-77.038762 39.114425)"
"FLOODPLAIN STATUS REQUEST","208223","INFO","2001-01-09T02:01:09.000",,,"Open","lot 30/a is not impacted by floodplain","12515",,"STRATFORD GARDEN","DR",,"SILVER SPRING","MD","20904","39.063794","-76.973886",,"POINT (-76.973886 39.063794)"
