Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities
03/18/2016,03/25/2016,Manchester Road,Silver Spring,MD,20901,Verizon,1,,,,,,,,,,,,Complaint,"Manchester Road
Silver Spring, MD 20901",,,,,
03/21/2016,03/21/2016,Hartley Hall Court,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Hartley Hall Court
Germantown, MD 20874",,,,,
03/21/2016,03/22/2016,Liberty Lane,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Liberty Lane
Potomac, MD 20854",,,,,
03/21/2016,03/31/2016,Evans Street,Rockville,MD,20850,Verizon,,,1,,,,,,,,,,Complaint,"Evans Street
Rockville, MD 20850",,,,,
03/23/2016,03/31/2016,University Blvd,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"University Blvd
Silver Spring, MD 20902",,,,,
03/23/2016,03/23/2016,Higgins Place,Rockville,MD,20852,Verizon,,,,,,,1,,,,,,Complaint,"Higgins Place
Rockville, MD 20852",,,,,
03/23/2016,03/25/2016,Muncaster Mill Road,Rockville,MD,20855,Comcast,1,,,,,,,,,,,,Complaint,"Muncaster Mill Road
Rockville, MD 20855",,,,,
03/23/2016,03/28/2016,Gail Place,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Gail Place
Silver Spring, MD 20902",,,,,
03/23/2016,03/28/2016,Kipling Road,Rockville,MD,20855,Comcast,,,1,,,,,,,,,,Complaint,"Kipling Road
Rockville, MD 20855",,,,,
03/23/2016,03/29/2016,Triple Crown Place,North Potomac,MD,20878,Verizon,1,,,,,,,,,,,,Complaint,"Triple Crown Place
North Potomac, MD 20878",,,,,
03/23/2016,03/25/2016,Crownsgate Circle,Germantown,MD,20874,Verizon,,,,,,,,,,,,1,Complaint,"Crownsgate Circle
Germantown, MD 20874",,,,,
03/23/2016,03/29/2016,Honey Crisp Lane,Germantown,MD,20876,Verizon,1,,,,,,,,,,,,Complaint,"Honey Crisp Lane
Germantown, MD 20876",,,,,
03/23/2016,04/01/2016,Docena Court,Montgomery Village,MD,20886,Verizon,,,,,,,,,,1,,,Complaint,"Docena Court
Montgomery Village, MD 20886",,,,,
03/25/2016,03/29/2016,Hollow Glen Place,Silver Spring,MD,20910,Verizon,,,,,,,,,,1,,,Complaint,"Hollow Glen Place
Silver Spring, MD 20910",,,,,
03/25/2016,03/28/2016,Black Oak Lane,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Black Oak Lane
Silver Spring, MD 20910",,,,,
03/25/2016,03/30/2016,Rock Spring Drive,Bethesda,MD,20817,Comcast,,1,,,,,,,,,,,Complaint,"Rock Spring Drive
Bethesda, MD 20817",,,,,
03/25/2016,03/25/2016,Elm Tree Court,Silver Spring,MD,20906,Comcast,,,,,,,,,,1,,,Complaint,"Elm Tree Court
Silver Spring, MD 20906",,,,,
03/25/2016,03/28/2016,Drake Drive,Rockville,MD,20853,Comcast,,,,,,,,,,1,,,Complaint,"Drake Drive
Rockville, MD 20853",,,,,
03/25/2016,03/25/2016,Plainview Road,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Plainview Road
Bethesda, MD 20817",,,,,
03/25/2016,04/14/2016,Cashell Road,Rockville,MD,20853,Comcast,,,,,,,,,,,,,Complaint,"Cashell Road
Rockville, MD 20853",,,,,
03/25/2016,03/31/2016,Spinning Wheel Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,1,,Complaint,"Spinning Wheel Drive
Germantown, MD 20874",,,,,
03/25/2016,03/28/2016,Docena Court,Montgomery Village,MD,20886,Verizon,,,,,,,,,,1,,,Complaint,"Docena Court
Montgomery Village, MD 20886",,,,,
03/25/2016,03/31/2016,Cashell Road,Rockville,MD,20853,Verizon,,,,,,,,,,1,,,Complaint,"Cashell Road
Rockville, MD 20853",,,,,
03/28/2016,04/12/2016,Hunt Avenue,Chevy Chase,MD,20815,Comcast,,,,,1,,,,,,,,Complaint,"Hunt Avenue
Chevy Chase, MD 20815",,,,,
03/28/2016,04/01/2016,Silver Spring Avenue,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Silver Spring Avenue
Silver Spring, MD 20910",,,,,
03/28/2016,03/30/2016,Schuyler Road,Silver Spring,MD,20901,Verizon,1,,,,,,,,,,,,Complaint,"Schuyler Road
Silver Spring, MD 20901",,,,,
03/28/2016,03/30/2016,Triple Crown Court,Gaithersburg,MD,20878,Comcast,,,1,,,,,,,,,,Complaint,"Triple Crown Court
Gaithersburg, MD 20878",,,,,
03/30/2016,04/07/2016,Forest Edge Drive,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Forest Edge Drive
Silver Spring, MD 20906",,,,,
03/30/2016,04/06/2016,Lynmoor Drive,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"Lynmoor Drive
Silver Spring, MD 20901",,,,,
03/30/2016,04/08/2016,Old Georgetown Road,Rockville,MD,20852,Comcast,,,,,1,,,,,,,,Complaint,"Old Georgetown Road
Rockville, MD 20852",,,,,
03/30/2016,03/31/2016,Monroe Street,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Monroe Street
Rockville, MD 20850",,,,,
03/31/2016,04/06/2016,Arcola Avenue,Silver Spring,MD,20902,Verizon,,,,,1,,,,,,,,Complaint,"Arcola Avenue
Silver Spring, MD 20902",,,,,
03/31/2016,04/01/2016,Houston Avenue,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Houston Avenue
Takoma Park, MD 20912",,,,,
03/31/2016,04/01/2016,Tuckerman Lane,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Tuckerman Lane
Rockville, MD 20852",,,,,
03/31/2016,04/01/2016,Stonehenge Place,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Stonehenge Place
Rockville, MD 20852",,,,,
03/31/2016,04/06/2016,Anndyke Way,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Anndyke Way
Germantown, MD 20874",,,,,
04/01/2016,04/04/2016,Wisconsin Avenue,Chevy Chase,MD,20815,Comcast,,,,,1,,,,,,,,Complaint,"Wisconsin Avenue
Chevy Chase, MD 20815",,,,,
04/01/2016,04/01/2016,2nd Avenue,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"2nd Avenue
Silver Spring, MD 20910",,,,,
04/04/2016,04/12/2016,Berleigh Hill Court,Burtonsville,MD,20866,Verizon,,1,,,,,,,,,,,Complaint,"Berleigh Hill Court
Burtonsville, MD 20866",,,,,
04/04/2016,04/08/2016,Silver Spring Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,1,,,,,Complaint,"Silver Spring Avenue
Silver Spring, MD 20910",,,,,
04/04/2016,04/13/2016,Tabiona Circle,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Tabiona Circle
Silver Spring, MD 20906",,,,,
04/04/2016,04/07/2016,Violet Place,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"Violet Place
Silver Spring, MD 20910",,,,,
04/04/2016,04/06/2016,Lockwood Drive,Silver Spring,MD,20904,Comcast,,,,,,,1,,,,,,Complaint,"Lockwood Drive
Silver Spring, MD 20904",,,,,
04/04/2016,04/13/2016,Piney Branch Road,Silver Spring,MD,20901,Comcast,,1,,,,,,,,,,,Complaint,"Piney Branch Road
Silver Spring, MD 20901",,,,,
04/04/2016,04/04/2016,Livingston Street,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Livingston Street
Silver Spring, MD 20902",,,,,
04/05/2016,04/08/2016,Carrolton Road,Rockville,MD,20853,Verizon,,,,,,,,,,1,,,Complaint,"Carrolton Road
Rockville, MD 20853",,,,,
04/05/2016,04/08/2016,Flowering Tree Terrace,Silver Spring,MD,20902,Comcast,,,,,,,,,,1,,,Complaint,"Flowering Tree Terrace
Silver Spring, MD 20902",,,,,
04/05/2016,04/07/2016,Bel Pre Road,Silver Spring,MD,20906,Verizon,,,,,,,,,,1,,,Complaint,"Bel Pre Road
Silver Spring, MD 20906",,,,,
04/06/2016,04/12/2016,,Burtonsville,MD,20866,Comcast,,,,,,,,,,,,1,Complaint,"Burtonsville, MD 20866
(39.103016, -76.935049)",5,5,30,47,1
04/06/2016,04/12/2016,Partridge Wood Drive,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Partridge Wood Drive
Germantown, MD 20874",,,,,
04/06/2016,04/06/2016,Lamont Lane,Gaithersburg,MD,20878,Comcast,,1,,,,,,,,,,,Complaint,"Lamont Lane
Gaithersburg, MD 20878",,,,,
04/06/2016,04/14/2016,Carthage Circle,Burtonsville,MD,20866,Verizon,,,,,,,,,,,,1,Complaint,"Carthage Circle
Burtonsville, MD 20866",,,,,
04/06/2016,04/08/2016,Channing Drive,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Channing Drive
Silver Spring, MD 20902",,,,,
04/06/2016,04/07/2016,Parker Avenue,Silver Spring,MD,20902,Verizon,,,,,,,,,,1,,,Complaint,"Parker Avenue
Silver Spring, MD 20902",,,,,
04/06/2016,04/06/2016,White Ferry Road,Poolesville,MD,20837,Verizon,,,,,,,,,,,1,,Complaint,"White Ferry Road
Poolesville, MD 20837",,,,,
04/06/2016,04/14/2016,Battery Place,Bethesda,MD,20814,Verizon,,1,,,1,,,,,,,,Complaint,"Battery Place
Bethesda, MD 20814",,,,,
04/07/2016,04/08/2016,Indigo Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Indigo Road
Silver Spring, MD 20906",,,,,
04/08/2016,04/15/2016,East Gude Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"East Gude Drive
Rockville, MD 20850",,,,,
04/08/2016,04/11/2016,Arbor View Road,Silver Spring,MD,20902,Verizon,,1,,,,,,,,,,,Complaint,"Arbor View Road
Silver Spring, MD 20902",,,,,
04/08/2016,04/08/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
04/08/2016,04/17/2016,Churchill Ridge Circle,Germantown,MD,20874,Verizon,,,,,,,,,,1,,,Complaint,"Churchill Ridge Circle
Germantown, MD 20874",,,,,
04/11/2016,04/14/2016,Barbados Place,Rockville,MD,20852,Comcast,,,1,,1,,,,,,1,,Complaint,"Barbados Place
Rockville, MD 20852",,,,,
04/11/2016,04/16/2016,Astrid Court,Brookeville,MD,20833,Verizon,,,,,,,,,,1,,,Complaint,"Astrid Court
Brookeville, MD 20833",,,,,
04/12/2016,04/22/2016,Lantern Court,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Lantern Court
Silver Spring, MD 20902",,,,,
04/12/2016,04/20/2016,Dinsdale Drive,Silver Spring,MD,20906,Comcast,,,1,,,,,,,,,,Complaint,"Dinsdale Drive
Silver Spring, MD 20906",,,,,
04/13/2016,04/15/2016,Randolph Road,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Randolph Road
Silver Spring, MD 20902",,,,,
04/13/2016,05/06/2016,Century Blvd,Germantown,MD,20874,Comcast,,,,,,,,,,,,1,Complaint,"Century Blvd
Germantown, MD 20874",,,,,
04/13/2016,04/18/2016,Rock Spring Drive,Bethesda,MD,20817,Comcast,,,,,,,,,,1,,,Complaint,"Rock Spring Drive
Bethesda, MD 20817",,,,,
04/13/2016,04/15/2016,Lynn Manor Court,Rockville,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"Lynn Manor Court
Rockville, MD 20850",,,,,
04/13/2016,04/20/2016,Byron Street,Silver Spring,MD,20902,Comcast,,,,,,,,,,,1,,Complaint,"Byron Street
Silver Spring, MD 20902",,,,,
04/13/2016,04/21/2016,,,MD,20832,Comcast,,,,,,,,,,1,,,Complaint,"MD 20832
(39.152328, -77.073205)",4,4,58,100,1
04/14/2016,04/21/2016,Brigadier Place,Damascus,MD,20872,Comcast,,,,,,,,,,1,,,Complaint,"Brigadier Place
Damascus, MD 20872",,,,,
04/14/2016,04/28/2016,Derby Ridge Lane,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Derby Ridge Lane
Silver Spring, MD 20910",,,,,
04/14/2016,04/16/2016,Beech Avenue,Bethesda,MD,20817,Verizon,,,,,,,,,,1,,,Complaint,"Beech Avenue
Bethesda, MD 20817",,,,,
04/14/2016,04/14/2016,Empire Lane,Rockville,MD,20852,Inquiry,1,,,,,,,,,,,,Complaint,"Empire Lane
Rockville, MD 20852",,,,,
04/14/2016,04/14/2016,Homecrest Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Homecrest Road
Silver Spring, MD 20906",,,,,
04/14/2016,04/14/2016,Farrell Drive,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Farrell Drive
Chevy Chase, MD 20815",,,,,
04/14/2016,04/15/2016,Kings Riding Way,Rockville,MD,20852,Comcast,,,,,,,,,,1,,,Complaint,"Kings Riding Way
Rockville, MD 20852",,,,,
04/14/2016,04/20/2016,Leland Street,Chevy Chase,MD,20815,Comcast,,,,,,,,,,1,,,Complaint,"Leland Street
Chevy Chase, MD 20815",,,,,
04/14/2016,04/18/2016,Connecticut Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815",,,,,
04/15/2016,04/22/2016,Edgemoor Lane,Bethesda,MD,20814,Comcast,,,,,,,,,,,1,,Complaint,"Edgemoor Lane
Bethesda, MD 20814",,,,,
04/15/2016,05/27/2016,Columbia Blvd,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Columbia Blvd
Silver Spring, MD 20910",,,,,
04/19/2016,04/20/2016,Summer Oak Drive,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Summer Oak Drive
Germantown, MD 20874",,,,,
04/20/2016,05/04/2016,Barnsley Lane,Olney,MD,20832,Comcast,,1,1,,1,,,,,,1,,Complaint,"Barnsley Lane
Olney, MD 20832",,,,,
04/20/2016,05/12/2016,Trotters Trail,Potomac,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Trotters Trail
Potomac, MD 20854",,,,,
04/20/2016,04/28/2016,Purple Martin Lane,Gaithersburg,MD,20879,Verizon,,,,,,,,,,,,1,Complaint,"Purple Martin Lane
Gaithersburg, MD 20879",,,,,
04/20/2016,04/20/2016,Bellevue Street,Silver Spring,MD,20904,Verizon,,,,,,,,,,1,,,Complaint,"Bellevue Street
Silver Spring, MD 20904",,,,,
04/20/2016,04/29/2016,Schoolhouse Circle,Silver Spring,MD,20902,Comcast,,,,,,,,,,,,,Complaint,"Schoolhouse Circle
Silver Spring, MD 20902",,,,,
04/21/2016,04/21/2016,Interlachen Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Interlachen Drive
Silver Spring, MD 20906",,,,,
04/22/2016,04/26/2016,Lost Knife Circle,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Lost Knife Circle
Montgomery Village, MD 20886",,,,,
04/22/2016,05/02/2016,Springvale Road,Silver Spring,MD,20910,Verizon,,,1,,,,,,,,,,Complaint,"Springvale Road
Silver Spring, MD 20910",,,,,
04/25/2016,04/26/2016,Carrington Hill Drive,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Carrington Hill Drive
Gaithersburg, MD 20878",,,,,
04/25/2016,05/05/2016,Mt Olney Lane,Olney,MD,20832,Verizon,1,,,,,,,,,,,,Complaint,"Mt Olney Lane
Olney, MD 20832",,,,,
04/25/2016,05/02/2016,Pleasant Hill Drive,Potomac,MD,20854,Comcast,,,,,,,,1,,,,,Complaint,"Pleasant Hill Drive
Potomac, MD 20854",,,,,
04/25/2016,05/09/2016,Lamont Lane,Gaithersburg,MD,20878,Verizon,1,,,,,,,,,1,,,Complaint,"Lamont Lane
Gaithersburg, MD 20878",,,,,
04/27/2016,04/27/2016,Pommel Drive,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"Pommel Drive
Rockville, MD 20850",,,,,
04/28/2016,05/02/2016,Battery Place,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Battery Place
Bethesda, MD 20814",,,,,
04/28/2016,04/30/2016,Bel Pre Road,Silver Spring,MD,20906,Verizon,1,,,,,,,,,,,,Complaint,"Bel Pre Road
Silver Spring, MD 20906",,,,,
04/28/2016,04/28/2016,Timber Oak Lane,Germantown,MD,20874,Inquiry,,,,,,,,,,1,,,Complaint,"Timber Oak Lane
Germantown, MD 20874",,,,,
04/28/2016,04/28/2016,Lark Song Terrace,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Lark Song Terrace
Germantown, MD 20874",,,,,
04/28/2016,05/11/2016,Brigadier Place,Damascus,MD,20872,Verizon,,,,,,,,,,1,,,Complaint,"Brigadier Place
Damascus, MD 20872",,,,,
04/28/2016,04/28/2016,Creeper Lane,Gaithersburg,MD,,Inquiry,,,,,,,,,,,,1,Complaint,"Creeper Lane
Gaithersburg, MD",,,,,
04/28/2016,04/28/2016,Ithica Drive,Silver Spring,MD,20904,Verizon,,,,,,,,,,1,,,Complaint,"Ithica Drive
Silver Spring, MD 20904",,,,,
04/28/2016,05/02/2016,Falling Spring Court,Laytonsville,MD,20882,Comcast,1,,,,,,,,,,,,Complaint,"Falling Spring Court
Laytonsville, MD 20882",,,,,
04/28/2016,05/01/2016,Rockville Pike,Rockville,MD,20852,Verizon,1,,,,,,,,,,,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
04/28/2016,04/28/2016,Homecrest Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Homecrest Road
Silver Spring, MD 20906",,,,,
04/29/2016,04/29/2016,,,MD,,Inquiry,,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
04/29/2016,05/03/2016,Port Haven Place,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Port Haven Place
Germantown, MD 20874",,,,,
04/29/2016,04/29/2016,Montrose Road,Rockville,MD,20852,Inquiry,1,,,,,,,,,,,,Complaint,"Montrose Road
Rockville, MD 20852",,,,,
04/29/2016,04/29/2016,E Jefferson Street,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"E Jefferson Street
Rockville, MD 20852",,,,,
04/29/2016,04/29/2016,December Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"December Drive
Silver Spring, MD 20904",,,,,
04/29/2016,04/29/2016,Democracy Lane,Potomac,MD,20854,Verizon,,,,,,1,,,,,,,Complaint,"Democracy Lane
Potomac, MD 20854",,,,,
04/29/2016,05/03/2016,Clovercrest Circle,Olney,MD,20832,Verizon,,,,,,,,,,,,1,Complaint,"Clovercrest Circle
Olney, MD 20832",,,,,
04/29/2016,05/02/2016,Geiger Avenue,Kensington,MD,20895,Comcast,,,1,,,,,,,,,,Complaint,"Geiger Avenue
Kensington, MD 20895",,,,,
04/29/2016,04/29/2016,Ferrara Drive,Silver Spring,MD,20906,Inquiry,1,,,,,,,,,,,,Complaint,"Ferrara Drive
Silver Spring, MD 20906",,,,,
05/02/2016,05/10/2016,Spinning Wheel Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Spinning Wheel Drive
Germantown, MD 20874",,,,,
05/02/2016,05/13/2016,Reach Road,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Reach Road
Potomac, MD 20854",,,,,
05/02/2016,05/04/2016,Tabiona Circle,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Tabiona Circle
Silver Spring, MD 20906",,,,,
05/03/2016,05/21/2016,Watchwater Way,Rockville,MD,20850,Verizon,,,,,,,,,,,,1,Complaint,"Watchwater Way
Rockville, MD 20850",,,,,
05/03/2016,05/06/2016,Watchwater Way,Rockville,MD,20850,Comcast,,,,,,,,,,,,1,Complaint,"Watchwater Way
Rockville, MD 20850",,,,,
05/03/2016,05/17/2016,Creeper Lane,Gaithersburg,MD,20879,Verizon,,,,,,,,,,,,1,Complaint,"Creeper Lane
Gaithersburg, MD 20879",,,,,
05/04/2016,05/04/2016,Lamont Lane,Gaithersburg,MD,20878,Inquiry,1,,,,,,,,,,,,Complaint,"Lamont Lane
Gaithersburg, MD 20878",,,,,
05/04/2016,05/04/2016,Sentinel Drive,Bethesda,MD,20816,Comcast,,,,,,,1,,,,,,Complaint,"Sentinel Drive
Bethesda, MD 20816",,,,,
05/04/2016,05/04/2016,Summer Oak Drive,Germantown,MD,20874,Inquiry,,,,,,,,,,1,,,Complaint,"Summer Oak Drive
Germantown, MD 20874",,,,,
05/05/2016,05/05/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/05/2016,05/05/2016,Gloxinia Drive,Rockville,MD,20852,Inquiry,1,,,,,,,,,,,,Complaint,"Gloxinia Drive
Rockville, MD 20852",,,,,
05/05/2016,05/05/2016,,Rockville,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"Rockville, MD
(39.08419, -77.152896)",3,3,25,71,12
05/05/2016,05/16/2016,Three Sisters Road,Potomac,MD,20854,Verizon,,,,,,,,,,,1,,Complaint,"Three Sisters Road
Potomac, MD 20854",,,,,
05/05/2016,05/05/2016,Malta Lane,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Malta Lane
Silver Spring, MD 20901",,,,,
05/06/2016,05/06/2016,Pommel Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Pommel Drive
Rockville, MD 20850",,,,,
05/06/2016,05/08/2016,Baritone Court,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"Baritone Court
Silver Spring, MD 20901",,,,,
05/10/2016,05/18/2016,Tangier Place,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"Tangier Place
Rockville, MD 20853",,,,,
05/10/2016,05/10/2016,Stringfellow Place,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Stringfellow Place
Montgomery Village, MD 20886",,,,,
05/11/2016,05/12/2016,Keeneland Place,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Keeneland Place
Gaithersburg, MD 20878",,,,,
05/11/2016,05/11/2016,Channing Drive,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Channing Drive
Silver Spring, MD 20902",,,,,
05/12/2016,05/17/2016,Renshaw Drive,Bethesda,MD,20817,Verizon,,,,,,,,1,,,,,Complaint,"Renshaw Drive
Bethesda, MD 20817",,,,,
05/12/2016,05/17/2016,Moray Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Moray Road
Silver Spring, MD 20906",,,,,
05/12/2016,05/14/2016,Rock Forest Drive,Bethesda,MD,20817,Verizon,,,,,,,,,,,1,,Complaint,"Rock Forest Drive
Bethesda, MD 20817",,,,,
05/12/2016,05/17/2016,Eldrid Place,Silver Spring,MD,20904,Verizon,,,,,,,1,,,,,,Complaint,"Eldrid Place
Silver Spring, MD 20904",,,,,
05/12/2016,05/26/2016,Melrose Square Way,Gaithersburg,MD,20882,Verizon,1,,,,,,,,,,,,Complaint,"Melrose Square Way
Gaithersburg, MD 20882",,,,,
05/12/2016,05/12/2016,Samuels Spring Court,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Samuels Spring Court
Silver Spring, MD 20905",,,,,
05/12/2016,05/15/2016,Billman Lane,Silver Spring,MD,20902,Verizon,,,1,,1,,,,,,1,,Complaint,"Billman Lane
Silver Spring, MD 20902",,,,,
05/12/2016,05/12/2016,Woodson Avenue,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Woodson Avenue
Kensington, MD 20895",,,,,
05/12/2016,05/18/2016,Carriage House Terrace,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Carriage House Terrace
Silver Spring, MD 20904",,,,,
05/12/2016,05/12/2016,Maplewood Park Place,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Maplewood Park Place
Bethesda, MD 20814",,,,,
05/12/2016,05/17/2016,,,MD,,Comcast,,,,,,,,,,,,1,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/12/2016,05/19/2016,Riffle Ford Road,Gaithersburg,MD,20878,Verizon,,,,,,,,,,,,,Complaint,"Riffle Ford Road
Gaithersburg, MD 20878",,,,,
05/13/2016,05/16/2016,,,MD,,Comcast,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/13/2016,05/13/2016,Mertford Street,Kensington,MD,20895,Inquiry,1,,1,,,,,,,,,,Complaint,"Mertford Street
Kensington, MD 20895",,,,,
05/13/2016,05/17/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/13/2016,05/14/2016,Mount Olney Lane,Olney,MD,20832,Verizon,1,,,,,,,,,,,,Complaint,"Mount Olney Lane
Olney, MD 20832",,,,,
05/13/2016,05/13/2016,Citreon Court,North Potomac,MD,20878,Verizon,,,,,,,,1,,,,,Complaint,"Citreon Court
North Potomac, MD 20878",,,,,
05/13/2016,05/20/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/13/2016,05/18/2016,Willard Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Willard Avenue
Chevy Chase, MD 20815",,,,,
05/16/2016,05/16/2016,Cavalier Drive,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Cavalier Drive
Silver Spring, MD 20901",,,,,
05/16/2016,05/18/2016,Crathie Lane,Bethesda,MD,20816,Verizon,,,,,,,,,,1,,,Complaint,"Crathie Lane
Bethesda, MD 20816",,,,,
05/16/2016,05/16/2016,Battleridge Place,Montgomery Village,MD,20886,Comcast,1,,1,,,,,,,,,,Complaint,"Battleridge Place
Montgomery Village, MD 20886",,,,,
05/16/2016,05/16/2016,December Way,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"December Way
Silver Spring, MD 20904",,,,,
05/16/2016,05/19/2016,Woodbine Street,Chevy Chase,MD,20815,Comcast,,,1,,,,,,,,,,Complaint,"Woodbine Street
Chevy Chase, MD 20815",,,,,
05/16/2016,06/17/2016,Spring Meadows Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Spring Meadows Drive
Germantown, MD 20874",,,,,
05/16/2016,05/16/2016,Lochness Circle,Olney,MD,20832,Comcast,,,,1,,,,,,,,1,Complaint,"Lochness Circle
Olney, MD 20832",,,,,
05/16/2016,05/16/2016,Centurion Way,Potomac,MD,20854,Inquiry,1,,,,,,,,,,,,Complaint,"Centurion Way
Potomac, MD 20854",,,,,
05/16/2016,05/16/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/16/2016,05/17/2016,Springvale Road,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Springvale Road
Silver Spring, MD 20910",,,,,
05/16/2016,05/19/2016,Royal Dominion Drive,Bethesda,MD,20817,Verizon,,,,,1,,,,,,,,Complaint,"Royal Dominion Drive
Bethesda, MD 20817",,,,,
