"name","month","quarter","year","filing_frequency","due_date","taxable_amount","tax_due","interest","penalty","total_amount_due"
"T-R 1775 Rockville Owner LLC dba Rockville Even Hotel","2",,"2022","M","2022-03-31T00:00:00.000","130901.05","9163.07","0","0","9163.07"
"The Bethesdan Hotel","2",,"2022","M","2022-03-31T00:00:00.000","114785.37","8034.97","160.7","803.5","8999.17"
"EXTENDED STAY AMERICA #2528","2",,"2022","M","2022-03-31T00:00:00.000","89174","6242.18","0","0","6242.18"
"Bethesda Marriott #33728","2",,"2022","M","2022-03-31T00:00:00.000","465563.71","32589.45","0","0","32589.45"
"Fairfield Inn & Suites - Germantown","2",,"2022","M","2022-03-31T00:00:00.000","118421.98","8289.53","0","0","8289.53"
"Hotel Tonight, LLC","2",,"2022","M","2022-03-31T00:00:00.000","10545.1","738.15","0","0","738.15"
"Courtyard by Marriott Silver Spring #311F1","2",,"2022","M","2022-03-31T00:00:00.000","160449.29","11231.45","0","0","11231.45"
"TripAdvisor LLC","2",,"2022","M","2022-03-31T00:00:00.000","0","0","0","0","0"
"TownePlace Suites at Gaithersburg","2",,"2022","M","2022-03-31T00:00:00.000","76215.03","5335.05","0","0","5335.05"
"Hilton Garden Inn Silver Spring","2",,"2022","M","2022-03-31T00:00:00.000","209720.6","14680.44","0","0","14680.44"
"Airbnb Inc","2",,"2022","M","2022-03-31T00:00:00.000","1257766.82","88043.67","0","0","88043.67"
"HomeAway.com, Inc.","2",,"2022","M","2022-03-31T00:00:00.000","23272.85","1629.09","0","0","1629.09"
"Maryland National Capital Park & Planning Commission","2",,"2022","M","2022-03-31T00:00:00.000","0","0","0","0","0"
"DHM Rockville LLC","2",,"2022","M","2022-03-31T00:00:00.000","282371","19765.97","0","0","19765.97"
"ELSS LLC","2",,"2022","M","2022-03-31T00:00:00.000","89815.57","6287.08","0","0","6287.08"
"BW RRI III","2",,"2022","M","2022-03-31T00:00:00.000","254732.49","17831.27","0","0","17831.27"
"Sage Client 227 LLC","2",,"2022","M","2022-03-31T00:00:00.000","76003","5320.21","0","0","5320.21"
"Courtyard by Marriott - Silver Spring Downtown","2",,"2022","M","2022-03-31T00:00:00.000","245713.2","17199.92","0","0","17199.92"
"AIL Hospitality LLC dba Sleep Inn Hotel","2",,"2022","M","2022-03-31T00:00:00.000","64638.65","4524.7","0","0","4524.7"
"LCOF Silver Spring Operating, LLC","2",,"2022","M","2022-03-31T00:00:00.000","210802.14","14756.14","0","0","14756.14"
"Bethesda North Marriott Hotel & Conference Center #337V9","2",,"2022","M","2022-03-31T00:00:00.000","569930","39895.1","0","0","39895.1"
"Priceline.com LLC","2",,"2022","M","2022-03-31T00:00:00.000","39061.51","2734.3","0","0","2734.3"
"EXTENDED STAY AMERICA #2529","2",,"2022","M","2022-03-31T00:00:00.000","48931.45","3425.2","0","0","3425.2"
"EXTENDED STAY AMERICA #2504","1",,"2022","M","2022-02-28T00:00:00.000","54776.57","3834.35","0","0","3834.35"
"Courtyard by Marriott - Silver Spring Downtown","1",,"2022","M","2022-02-28T00:00:00.000","209066.81","14634.67","0","0","14634.67"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","1",,"2022","M","2022-02-28T00:00:00.000","247154.43","17300.81","0","0","17300.81"
"EXTENDED STAY AMERICA #9663","1",,"2022","M","2022-02-28T00:00:00.000","58894.32","4122.6","0","0","4122.6"
"Gaithersburg Operator, LLC","1",,"2022","M","2022-02-28T00:00:00.000","198505.15","13895.36","0","0","13895.36"
"EXTENDED STAY AMERICA #9662","1",,"2022","M","2022-02-28T00:00:00.000","101850.6","7129.54","0","0","7129.54"
"Residence Inn by Marriott Bethesda Downtown #57136","1",,"2022","M","2022-02-28T00:00:00.000","367251.57","25707.6","0","0","25707.6"
"Rockville Hospitality, LLC","1",,"2022","M","2022-02-28T00:00:00.000","141443.84","9901.06","0","0","9901.06"
"Bethesda Marriott #33728","1",,"2022","M","2022-02-28T00:00:00.000","294895","20642.65","0","0","20642.65"
"Tusculum Farm Enterprises, LLC","1",,"2022","M","2022-02-28T00:00:00.000","3658","256.06","0","0","256.06"
"ELSS LLC","1",,"2022","M","2022-02-28T00:00:00.000","105389.57","7377.26","0","0","7377.26"
"Global Serviced Apartments LLC","1",,"2022","M","2022-02-28T00:00:00.000","31104.62","2177.32","0","0","2177.32"
"Congressional Country Club","1",,"2022","M","2022-02-28T00:00:00.000","33902.2","2373.15","0","0","2373.15"
"Bethesda Hotel Associates LLC","1",,"2022","M","2022-02-28T00:00:00.000","221367.93","15495.75","0","0","15495.75"
"Gaithersburg Marriott Washingtonian Center #337K6","1",,"2022","M","2022-02-28T00:00:00.000","265624.14","18593.68","0","0","18593.68"
"Fairfield Inn & Suites - Germantown","1",,"2022","M","2022-02-28T00:00:00.000","112630.41","7884.12","0","0","7884.12"
"Hampshire Lodging Inc","1",,"2022","M","2022-02-28T00:00:00.000","180968.27","12667.77","0","0","12667.77"
"TownePlace Suites at Gaithersburg","1",,"2022","M","2022-02-28T00:00:00.000","109139.05","7639.73","0","0","7639.73"
"Silver Hospitality Inc","1",,"2022","M","2022-02-28T00:00:00.000","119837.53","8388.62","0","0","8388.62"
"Airbnb Inc","1",,"2022","M","2022-02-28T00:00:00.000","994633.83","69624.36","0","0","69624.36"
"Holiday Inn Express Germantown","1",,"2022","M","2022-02-28T00:00:00.000","239072.81","16735.09","0","0","16735.09"
"TripAdvisor LLC","1",,"2022","M","2022-02-28T00:00:00.000","0","0","0","0","0"
"Aramark Sports & Entertainment Services, LLC","1",,"2022","M","2022-02-28T00:00:00.000","7674","537.18","0","0","537.18"
"Rocket Travel Inc.","1",,"2022","M","2022-02-28T00:00:00.000","4149.14","290.43","0","0","290.43"
"BEST WESTERN PLUS ROCKVILLE","1",,"2022","M","2022-02-28T00:00:00.000","111443.57","7801.04","0","0","7801.04"
"EXTENDED STAY AMERICA #2528","1",,"2022","M","2022-02-28T00:00:00.000","62643.78","4385.06","0","0","4385.06"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","1",,"2022","M","2022-02-28T00:00:00.000","1260982.43","88268.77","0","0","88268.77"
"MAA","1",,"2022","M","2022-02-28T00:00:00.000","0","0","0","0","0"
"SpringHill Suites by Marriott Gaithersburg #196A3","1",,"2022","M","2022-02-28T00:00:00.000","146580.71","10260.64","0","0","10260.64"
"LCOF Silver Spring Operating, LLC","1",,"2022","M","2022-02-28T00:00:00.000","82032.81","5742.29","0","0","5742.29"
"Doubletree Hotel","1",,"2022","M","2022-02-28T00:00:00.000","255336.83","17873.57","0","0","17873.57"
"Holiday Inn Gaithersburg","1",,"2022","M","2022-02-28T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Rockville #311D1","1",,"2022","M","2022-02-28T00:00:00.000","157310.43","11011.73","0","0","11011.73"
"Churchill Corporate Services Inc","1",,"2022","M","2022-02-28T00:00:00.000","6270","438.9","0","0","438.9"
"Hotel Tonight, LLC","1",,"2022","M","2022-02-28T00:00:00.000","11109.65","777.67","0","0","777.67"
"Hampton Inn & Suites","1",,"2022","M","2022-02-28T00:00:00.000","114878.99","8041.52","0","0","8041.52"
"Bethesda North Marriott Hotel & Conference Center #337V9","1",,"2022","M","2022-02-28T00:00:00.000","303096.43","21216.75","0","0","21216.75"
"Bedford Court","1",,"2022","M","2022-02-28T00:00:00.000","980","68.6","0","0","68.6"
"T-R 1775 Rockville Owner LLC dba Rockville Even Hotel","1",,"2022","M","2022-02-28T00:00:00.000","84769.38","5933.85","0","0","5933.85"
"GAI Enterprises, LLC. DBA - Motel 6","1",,"2022","M","2022-02-28T00:00:00.000","242601.51","16982.1","0","0","16982.1"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","1",,"2022","M","2022-02-28T00:00:00.000","205392.71","14377.48","0","0","14377.48"
"Courtyard by Marriott Bethesda/Chevy Chase","1",,"2022","M","2022-02-28T00:00:00.000","219477.36","15363.41","0","0","15363.41"
"BW RRI III","1",,"2022","M","2022-02-28T00:00:00.000","268501.49","18795.1","0","0","18795.1"
"Chevy Chase Club","1",,"2022","M","2022-02-28T00:00:00.000","25410","1778.7","0","0","1778.7"
"Cambria Hotel Rockville","1",,"2022","M","2022-02-28T00:00:00.000","124221.13","8695.47","0","0","8695.47"
"AIL Hospitality LLC dba Radisson Hotel","1",,"2022","M","2022-02-28T00:00:00.000","81990.25","5739.31","0","0","5739.31"
"American Inn Bethesda","1",,"2022","M","2022-02-28T00:00:00.000","56936.74","3985.57","0","0","3985.57"
"Courtyard by Marriott Silver Spring #311F1","1",,"2022","M","2022-02-28T00:00:00.000","146736.57","10271.55","0","0","10271.55"
"RGALTD T/A Comfort Inn","1",,"2022","M","2022-02-28T00:00:00.000","127485.29","8923.97","0","0","8923.97"
"AIL Hospitality LLC dba Sleep Inn Hotel","1",,"2022","M","2022-02-28T00:00:00.000","60623.4","4243.63","0","0","4243.63"
"HomeAway.com, Inc.","1",,"2022","M","2022-02-28T00:00:00.000","33069.7","2314.87","0","0","2314.87"
"Sheraton Silver Spring Hotel","1",,"2022","M","2022-02-28T00:00:00.000","0","0","0","0","0"
"Residence Inn by Marriott Silver Spring #57188","1",,"2022","M","2022-02-28T00:00:00.000","292460.86","20472.26","0","0","20472.26"
"Priceline.com LLC","1",,"2022","M","2022-02-28T00:00:00.000","47786.04","3345.02","0","0","3345.02"
"Canopy by Hilton-Washington DC-North Bethesda","1",,"2022","M","2022-02-28T00:00:00.000","261086","18276.02","0","0","18276.02"
"Hilton Garden Inn Silver Spring","1",,"2022","M","2022-02-28T00:00:00.000","207318.23","14512.27","0","0","14512.27"
"Bethesda Marriott Suites #337P9","1",,"2022","M","2022-02-28T00:00:00.000","240937.57","16865.62","0","0","16865.62"
"DHM Rockville LLC","1",,"2022","M","2022-02-28T00:00:00.000","190174.57","13312.21","0","0","13312.21"
"EXTENDED STAY AMERICA #2529","1",,"2022","M","2022-02-28T00:00:00.000","60511.32","4235.79","0","0","4235.79"
"Maryland National Capital Park & Planning Commission","1",,"2022","M","2022-02-28T00:00:00.000","1010","70.7","0","0","70.7"
"RowanLark at Headwaters Farm",,"4","2021","Q","2022-01-31T00:00:00.000","39286.23","2750.03","0","0","2750.03"
"Basic Overnight Quarters LLC",,"4","2021","Q","2022-01-31T00:00:00.000","0","0","0","0","0"
"Hotels.com, L.P.",,"4","2021","Q","2022-01-31T00:00:00.000","184681.81","12927.72","0","0","12927.72"
"Hoft Properties, LLC DBA Even Hotel Rockville",,"4","2021","Q","2022-01-31T00:00:00.000","165497.51","11584.82","0","0","11584.82"
"Hotwire, Inc.",,"4","2021","Q","2022-01-31T00:00:00.000","18703.99","1309.27","0","0","1309.27"
"Agoda International USA LLC",,"4","2021","Q","2022-01-31T00:00:00.000","13841.43","968.9","0","0","968.9"
"Travelscape, LLC",,"4","2021","Q","2022-01-31T00:00:00.000","346338.57","24243.69","0","0","24243.69"
"Interim Homes",,"4","2021","Q","2022-01-31T00:00:00.000","6487.52","454.12","0","0","454.12"
"Home 2 Suites by Hilton Silver Spring",,"4","2021","Q","2022-01-31T00:00:00.000","624519.38","43716.35","0","0","43716.35"
"Fallsgrove Hotel Associates LLC",,"4","2021","Q","2022-01-31T00:00:00.000","1426477.77","99853.44","0","0","99853.44"
"Egencia LLC",,"4","2021","Q","2022-01-31T00:00:00.000","4190.33","293.32","0","0","293.32"
"Khatuna Khvichia",,"4","2021","Q","2022-01-31T00:00:00.000","208.95","14.62","0","0","14.62"
"Dini Sari Djalal",,"3","2021","Q","2021-10-31T00:00:00.000","5867.6","410.73","8.21","41.07","460.01"
"Interim Homes",,"3","2021","Q","2021-10-31T00:00:00.000","159","11.13","0","0","11.13"
"Agoda International USA LLC",,"3","2021","Q","2021-10-31T00:00:00.000","4862.28","340.35","0","0","340.35"
"Patrick Edward Chapman",,"3","2021","Q","2021-10-31T00:00:00.000","0","0","0","0","0"
"Home 2 Suites by Hilton Silver Spring",,"3","2021","Q","2021-10-31T00:00:00.000","666269.21","46638.84","0","0","46638.84"
"Michael Morris",,"3","2021","Q","2021-10-31T00:00:00.000","0","0","0","0","0"
"Egencia LLC",,"3","2021","Q","2021-10-31T00:00:00.000","10172.97","712.1","0","0","712.1"
"Hoft Properties, LLC DBA Even Hotel Rockville",,"3","2021","Q","2021-10-31T00:00:00.000","556037","38922.59","0","0","38922.59"
"Basic Overnight Quarters LLC",,"3","2021","Q","2021-10-31T00:00:00.000","0","0","0","0","0"
"Fallsgrove Hotel Associates LLC",,"3","2021","Q","2021-10-31T00:00:00.000","1418571.57","99300","0","0","99300"
"Hotwire, Inc.",,"3","2021","Q","2021-10-31T00:00:00.000","22466.17","1572.63","0","0","1572.63"
"RowanLark at Headwaters Farm",,"3","2021","Q","2021-10-31T00:00:00.000","46147","3230.29","0","0","3230.29"
"Travelscape, LLC",,"3","2021","Q","2021-10-31T00:00:00.000","406984.42","28488.9","0","0","28488.9"
"Hotels.com, L.P.",,"3","2021","Q","2021-10-31T00:00:00.000","231972.56","16238.07","0","0","16238.07"
"Agoda International USA LLC",,"2","2021","Q","2021-07-31T00:00:00.000","2829.86","198.09","0","0","198.09"
"Fallsgrove Hotel Associates LLC",,"2","2021","Q","2021-07-31T00:00:00.000","1106842.9","77479","0","0","77479"
"Basic Overnight Quarters LLC",,"2","2021","Q","2021-07-31T00:00:00.000","0","0","0","0","0"
"RowanLark at Headwaters Farm",,"2","2021","Q","2021-07-31T00:00:00.000","39862","2790.34","0","0","2790.34"
"Interim Homes",,"2","2021","Q","2021-07-31T00:00:00.000","0","0","0","0","0"
"Hoft Properties, LLC DBA Even Hotel Rockville",,"2","2021","Q","2021-07-31T00:00:00.000","406892.43","28482.47","0","0","28482.47"
"Travelscape, LLC",,"2","2021","Q","2021-07-31T00:00:00.000","254892.84","17842.49","0","0","17842.49"
"Patrick Edward Chapman",,"2","2021","Q","2021-07-31T00:00:00.000","0","0","0","0","0"
"Michael Morris",,"2","2021","Q","2021-07-31T00:00:00.000","0","0","0","0","0"
"Egencia LLC",,"2","2021","Q","2021-07-31T00:00:00.000","9317.98","652.25","0","0","652.25"
"Hotels.com, L.P.",,"2","2021","Q","2021-07-31T00:00:00.000","174121.55","12188.5","0","0","12188.5"
"Orbitz, LLC",,"2","2021","Q","2021-07-31T00:00:00.000","0","0","0","0","0"
"Home 2 Suites by Hilton Silver Spring",,"2","2021","Q","2021-07-31T00:00:00.000","573427","40139.89","0","0","40139.89"
"Hotwire, Inc.",,"2","2021","Q","2021-07-31T00:00:00.000","23037.85","1612.64","0","0","1612.64"
"Dini Sari Djalal",,"2","2021","Q","2021-07-31T00:00:00.000","2746.66","192.26","3.84","19.22","215.33"
"Hotwire, Inc.",,"1","2021","Q","2021-04-30T00:00:00.000","17341.15","1213.88","0","0","1213.88"
"Interim Homes",,"1","2021","Q","2021-04-30T00:00:00.000","1955","136.85","0","0","136.85"
"Home 2 Suites by Hilton Silver Spring",,"1","2021","Q","2021-04-30T00:00:00.000","437390.59","30617.34","0","0","30617.34"
"Travelscape, LLC",,"1","2021","Q","2021-04-30T00:00:00.000","241794.88","16925.64","0","0","16925.64"
"Patrick Edward Chapman",,"1","2021","Q","2021-04-30T00:00:00.000","0","0","0","0","0"
"Fallsgrove Hotel Associates LLC",,"1","2021","Q","2021-04-30T00:00:00.000","720356.01","50424.92","0","0","50424.92"
"Orbitz, LLC",,"1","2021","Q","2021-04-30T00:00:00.000","104.16","7.29","0","0","7.29"
"Egencia LLC",,"1","2021","Q","2021-04-30T00:00:00.000","20365.59","1425.59","0","0","1425.59"
"Basic Overnight Quarters LLC",,"1","2021","Q","2021-04-30T00:00:00.000","0","0","0","0","0"
"Michael Morris",,"1","2021","Q","2021-04-30T00:00:00.000","0","0","0","0","0"
"Dini Sari Djalal",,"1","2021","Q","2021-04-30T00:00:00.000","7276","509.32","25.46","127.33","662.11"
"Agoda International USA LLC",,"1","2021","Q","2021-04-30T00:00:00.000","1656.57","115.95","0","0","115.95"
"RowanLark at Headwaters Farm",,"1","2021","Q","2021-04-30T00:00:00.000","4083.5","285.84","0","0","285.84"
"Hotels.com, L.P.",,"1","2021","Q","2021-04-30T00:00:00.000","184156.83","12890.97","0","0","12890.97"
"Hoft Properties, LLC DBA Even Hotel Rockville",,"1","2021","Q","2021-04-30T00:00:00.000","296696.29","20768.74","0","0","20768.74"
"Bethesda North Marriott Hotel & Conference Center #337V9","9",,"2021","M","2021-10-31T00:00:00.000","491265.57","34388.58","0","0","34388.58"
"Residence Inn by Marriott Bethesda Downtown #57136","9",,"2021","M","2021-10-31T00:00:00.000","465418.86","32579.32","0","0","32579.32"
"EXTENDED STAY AMERICA #2528","9",,"2021","M","2021-10-31T00:00:00.000","74829.97","5238.09","0","0","5238.09"
"MAA","9",,"2021","M","2021-10-31T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Bethesda/Chevy Chase","9",,"2021","M","2021-10-31T00:00:00.000","376040.96","26322.86","0","0","26322.86"
"EXTENDED STAY AMERICA #2504","9",,"2021","M","2021-10-31T00:00:00.000","72711.42","5089.79","0","0","5089.79"
"Gaithersburg Marriott Washingtonian Center #337K6","9",,"2021","M","2021-10-31T00:00:00.000","535413.57","37478.94","0","0","37478.94"
"AIL Hospitality LLC dba Radisson Hotel","9",,"2021","M","2021-10-31T00:00:00.000","96755.12","6772.85","0","0","6772.85"
"ELSS LLC","9",,"2021","M","2021-10-31T00:00:00.000","175239.57","12266.76","0","0","12266.76"
"RGALTD T/A Comfort Inn","9",,"2021","M","2021-10-31T00:00:00.000","154578.86","10820.52","0","0","10820.52"
"Airbnb Inc","9",,"2021","M","2021-10-31T00:00:00.000","968320.52","67782.43","0","0","67782.43"
"GAI Enterprises, LLC. DBA - Motel 6","9",,"2021","M","2021-10-31T00:00:00.000","131626.42","9213.84","0","0","9213.84"
"Bedford Court","9",,"2021","M","2021-10-31T00:00:00.000","360","25.2","0","0","25.2"
"Hampshire Lodging Inc","9",,"2021","M","2021-10-31T00:00:00.000","226784.14","15874.88","0","0","15874.88"
"Rocket Travel Inc.","9",,"2021","M","2021-10-31T00:00:00.000","5069.57","354.86","0","0","354.86"
"TripAdvisor LLC","9",,"2021","M","2021-10-31T00:00:00.000","0","0","0","0","0"
"Bethesda Marriott Suites #337P9","9",,"2021","M","2021-10-31T00:00:00.000","383840.43","26868.83","0","0","26868.83"
"EXTENDED STAY AMERICA #2529","9",,"2021","M","2021-10-31T00:00:00.000","81281.63","5689.71","0","0","5689.71"
"BEST WESTERN PLUS ROCKVILLE","9",,"2021","M","2021-10-31T00:00:00.000","149989.1","10499.23","0","0","10499.23"
"Holiday Inn Express Germantown","9",,"2021","M","2021-10-31T00:00:00.000","272934.93","19105.44","0","0","19105.44"
"The Oaks","9",,"2021","M","2021-10-31T00:00:00.000","1800","126","0","0","126"
"Aramark Sports & Entertainment Services, LLC","9",,"2021","M","2021-10-31T00:00:00.000","110335.71","7723.49","0","0","7723.49"
"Courtyard by Marriott - Silver Spring Downtown","9",,"2021","M","2021-10-31T00:00:00.000","234036.09","16382.52","0","0","16382.52"
"Gaithersburg Operator, LLC","9",,"2021","M","2021-10-31T00:00:00.000","305079.14","21355.53","0","0","21355.53"
"Rockville Hospitality, LLC","9",,"2021","M","2021-10-31T00:00:00.000","220518.41","15436.28","0","0","15436.28"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","9",,"2021","M","2021-10-31T00:00:00.000","430931","30165.17","0","0","30165.17"
"Congressional Country Club","9",,"2021","M","2021-10-31T00:00:00.000","86130","6029.1","0","0","6029.1"
"EXTENDED STAY AMERICA #9662","9",,"2021","M","2021-10-31T00:00:00.000","79960.99","5597.26","0","0","5597.26"
"Hotel Tonight, LLC","9",,"2021","M","2021-10-31T00:00:00.000","31263.75","2188.46","0","0","2188.46"
"Hampton Inn & Suites","9",,"2021","M","2021-10-31T00:00:00.000","185221.1","12965.47","0","0","12965.47"
"HomeAway.com, Inc.","9",,"2021","M","2021-10-31T00:00:00.000","65524.24","4586.69","0","0","4586.69"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","9",,"2021","M","2021-10-31T00:00:00.000","396037","27722.59","0","0","27722.59"
"BW RRI III","9",,"2021","M","2021-10-31T00:00:00.000","239200.71","16744.04","0","0","16744.04"
"AIL Hospitality LLC dba Sleep Inn Hotel","9",,"2021","M","2021-10-31T00:00:00.000","97440.37","6820.82","0","0","6820.82"
"Global Serviced Apartments LLC","9",,"2021","M","2021-10-31T00:00:00.000","37741.08","2641.87","0","0","2641.87"
"Churchill Corporate Services Inc","9",,"2021","M","2021-10-31T00:00:00.000","8100","567","0","0","567"
"Tusculum Farm Enterprises, LLC","9",,"2021","M","2021-10-31T00:00:00.000","24400.32","1708.02","0","0","1708.02"
"Sheraton Silver Spring Hotel","9",,"2021","M","2021-10-31T00:00:00.000","0","0","0","0","0"
"American Inn Bethesda","9",,"2021","M","2021-10-31T00:00:00.000","56879.04","3981.53","0","0","3981.53"
"LCOF Silver Spring Operating, LLC","9",,"2021","M","2021-10-31T00:00:00.000","96414","6748.98","0","0","6748.98"
"Doubletree Hotel","9",,"2021","M","2021-10-31T00:00:00.000","308836.43","21618.55","0","0","21618.55"
"Cambria Hotel Rockville","9",,"2021","M","2021-10-31T00:00:00.000","220875.33","15461.27","0","0","15461.27"
"Courtyard by Marriott Rockville #311D1","9",,"2021","M","2021-10-31T00:00:00.000","205442","14380.94","0","0","14380.94"
"EXTENDED STAY AMERICA #9663","9",,"2021","M","2021-10-31T00:00:00.000","132971.99","9308.03","0","0","9308.03"
"Fairfield Inn & Suites - Germantown","9",,"2021","M","2021-10-31T00:00:00.000","140095.87","9806.71","0","0","9806.71"
"Canopy by Hilton-Washington DC-North Bethesda","9",,"2021","M","2021-10-31T00:00:00.000","425997","29819.79","0","0","29819.79"
"Silver Hospitality Inc","9",,"2021","M","2021-10-31T00:00:00.000","142708.8","9989.61","0","0","9989.61"
"Maryland National Capital Park & Planning Commission","9",,"2021","M","2021-10-31T00:00:00.000","3000","210","0","0","210"
"SpringHill Suites by Marriott Gaithersburg #196A3","9",,"2021","M","2021-10-31T00:00:00.000","216331.57","15143.2","0","0","15143.2"
"Homewood Suites Silver Spring","9",,"2021","M","2021-10-31T00:00:00.000","144903.76","10143.26","0","0","10143.26"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","9",,"2021","M","2021-10-31T00:00:00.000","809391.5","56657.4","0","0","56657.4"
"Chevy Chase Club","9",,"2021","M","2021-10-31T00:00:00.000","60190","4213.3","0","0","4213.3"
"Residence Inn by Marriott Silver Spring #57188","9",,"2021","M","2021-10-31T00:00:00.000","316106.14","22127.42","0","0","22127.42"
"DHM Rockville LLC","9",,"2021","M","2021-10-31T00:00:00.000","285309.7","19971.67","0","0","19971.67"
"Bethesda Hotel Associates LLC","9",,"2021","M","2021-10-31T00:00:00.000","323154.26","22620.79","0","0","22620.79"
"Priceline.com LLC","9",,"2021","M","2021-10-31T00:00:00.000","55109.58","3857.67","0","0","3857.67"
"Courtyard by Marriott Silver Spring #311F1","9",,"2021","M","2021-10-31T00:00:00.000","178956.57","12526.95","0","0","12526.95"
"Hampton Inn Silver Spring","9",,"2021","M","2021-10-31T00:00:00.000","171654.69","12015.82","0","0","12015.82"
"Hilton Garden Inn Silver Spring","9",,"2021","M","2021-10-31T00:00:00.000","285505.55","19985.38","0","0","19985.38"
"TownePlace Suites at Gaithersburg","9",,"2021","M","2021-10-31T00:00:00.000","111107.69","7777.53","0","0","7777.53"
"Bethesda Marriott #33728","9",,"2021","M","2021-10-31T00:00:00.000","480811.14","33656.77","0","0","33656.77"
"Holiday Inn Gaithersburg","9",,"2021","M","2021-10-31T00:00:00.000","0","0","0","0","0"
"Gaithersburg Marriott Washingtonian Center #337K6","8",,"2021","M","2021-09-30T00:00:00.000","456175.71","31932.29","0","0","31932.29"
"Bethesda Marriott Suites #337P9","8",,"2021","M","2021-09-30T00:00:00.000","371635.14","26014.45","0","0","26014.45"
"MAA","8",,"2021","M","2021-09-30T00:00:00.000","0","0","0","0","0"
"Holiday Inn Gaithersburg","8",,"2021","M","2021-09-30T00:00:00.000","0","0","0","0","0"
"Homewood Suites Silver Spring","8",,"2021","M","2021-09-30T00:00:00.000","197860.39","13850.22","0","0","13850.22"
"TownePlace Suites at Gaithersburg","8",,"2021","M","2021-09-30T00:00:00.000","149924.63","10494.72","0","0","10494.72"
"American Inn Bethesda","8",,"2021","M","2021-09-30T00:00:00.000","83257.34","5828.01","0","0","5828.01"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","8",,"2021","M","2021-09-30T00:00:00.000","840550.22","58838.51","0","0","58838.51"
"Cambria Hotel Rockville","8",,"2021","M","2021-09-30T00:00:00.000","133213.01","9324.91","0","0","9324.91"
"Bethesda Marriott #33728","8",,"2021","M","2021-09-30T00:00:00.000","410242.29","28716.96","0","0","28716.96"
"Bethesda Hotel Associates LLC","8",,"2021","M","2021-09-30T00:00:00.000","389631.89","27274.23","0","0","27274.23"
"Silver Hospitality Inc","8",,"2021","M","2021-09-30T00:00:00.000","160329.53","11223.06","0","0","11223.06"
"Courtyard by Marriott Silver Spring #311F1","8",,"2021","M","2021-09-30T00:00:00.000","206898.14","14482.86","0","0","14482.86"
"LCOF Silver Spring Operating, LLC","8",,"2021","M","2021-09-30T00:00:00.000","97989.36","6859.25","0","0","6859.25"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","8",,"2021","M","2021-09-30T00:00:00.000","473346.57","33134.25","0","0","33134.25"
"Duball Rockville LLC dba Cambria Rockville","8",,"2021","M","2021-09-30T00:00:00.000","118166.67","8271.66","0","0","8271.66"
"Hotel Tonight, LLC","8",,"2021","M","2021-09-30T00:00:00.000","32184.81","2252.93","0","0","2252.93"
"Courtyard by Marriott - Silver Spring Downtown","8",,"2021","M","2021-09-30T00:00:00.000","317625.78","22233.8","0","0","22233.8"
"Residence Inn by Marriott Silver Spring #57188","8",,"2021","M","2021-09-30T00:00:00.000","282760.14","19793.2","0","0","19793.2"
"Maryland National Capital Park & Planning Commission","8",,"2021","M","2021-09-30T00:00:00.000","2290","160.3","0","0","160.3"
"BEST WESTERN PLUS ROCKVILLE","8",,"2021","M","2021-09-30T00:00:00.000","143861.19","10070.28","0","0","10070.28"
"Rockville Hospitality, LLC","8",,"2021","M","2021-09-30T00:00:00.000","111758.64","7823.1","0","0","7823.1"
"Courtyard by Marriott Rockville #311D1","8",,"2021","M","2021-09-30T00:00:00.000","251159.71","17581.17","0","0","17581.17"
"Fairfield Inn & Suites - Germantown","8",,"2021","M","2021-09-30T00:00:00.000","160653.69","11245.75","0","0","11245.75"
"EXTENDED STAY AMERICA #2504","8",,"2021","M","2021-09-30T00:00:00.000","69261.62","4848.31","0","0","4848.31"
"SpringHill Suites by Marriott Gaithersburg #196A3","8",,"2021","M","2021-09-30T00:00:00.000","244538.86","17117.72","0","0","17117.72"
"EXTENDED STAY AMERICA #9663","8",,"2021","M","2021-09-30T00:00:00.000","122715.56","8590.08","0","0","8590.08"
"TripAdvisor LLC","8",,"2021","M","2021-09-30T00:00:00.000","0","0","0","0","0"
"Rocket Travel Inc.","8",,"2021","M","2021-09-30T00:00:00.000","4361.71","305.31","0","0","305.31"
"DHM Rockville LLC","8",,"2021","M","2021-09-30T00:00:00.000","349145.37","24440.17","0","0","24440.17"
"ELSS LLC","8",,"2021","M","2021-09-30T00:00:00.000","233230.29","16326.12","0","0","16326.12"
"AIL Hospitality LLC dba Sleep Inn Hotel","8",,"2021","M","2021-09-30T00:00:00.000","100129.98","7009.09","0","0","7009.09"
"Gaithersburg Operator, LLC","8",,"2021","M","2021-09-30T00:00:00.000","399090.98","27936.36","0","0","27936.36"
