"licensetype","licenseno","issueddate","expiredate","applicant","additionalapplicant","organization","businessname","addr1","addr2","city","state","zip","telephone","geolocation"
"BUILDING CONTRACTORS LICENSE","BC227856","2020-07-22T01:07:45.000","2022-07-22T01:07:45.000","_ ETHAN JACKSON DEVELOPMENT, LLC","ETHAN JACKSON DEVELOPMENT, LLC",,,"1342 Jackson Avenue N.E.",,"Washinton, DC",,"20017","(202)744-8794","POINT (-76.987072 38.92977)"
"BUILDING CONTRACTORS LICENSE","BC3067","1991-09-09T12:09:00.000","1993-09-09T12:09:00.000","_ ACHENBACH CONTRACTING","ACHENBACH CONTRACTING",,,"008415  FORESIGHT  LANE",,"WALKERSVILLE","MD","21793",,"POINT (-77.359305 39.464389)"
"BUILDING CONTRACTORS LICENSE","BC0332","1999-01-14T12:01:00.000","2023-01-14T12:01:00.000","_ ALDON CONSTRUCTION CO., INC.","BROWN","ALDON CONSTRUCTION CO., INC.",,"8180 WISCONSIN AVENUE",,"BETHESDA","MD","20814","(301)656-5998x","POINT (-77.095858 38.991729)"
"BUILDING CONTRACTORS LICENSE","BC222823","2016-04-06T03:04:09.000","2018-04-06T03:04:09.000","RSR, CONSTRUCTION,  LLC","HENRY","RSR CONSTRUCTION, LLC",,"3925 PLYERS MILL ROAD",,"KENSINGTON","MD","20895","(202)538-6959","POINT (-77.078249 39.030089)"
"BUILDING CONTRACTORS LICENSE","BC229210","2022-04-06T02:04:31.000","2024-04-06T02:04:31.000","Lybrook Builders Two LLC","Lybrook Builders Two LLC",,,"2000 Tower Oaks Boulevard, 8th Floor",,"Rockville","MD","20852","(301)938-1445","POINT (-77.153935 39.066282)"
"BUILDING CONTRACTORS LICENSE","BC1022","1995-05-09T12:05:00.000","1997-05-09T12:05:00.000","_ DELTA PROPERTIES","DELTA PROPERTIES",,,"009905  SUNSET  DR",,"ROCKVILLE","MD","20850",,"POINT (-77.205326 39.073209)"
"BUILDING CONTRACTORS LICENSE","BC2943","1999-06-14T12:06:00.000","2013-06-14T12:06:00.000","SCOTT SHAY","SEAY","RICHMOND AMERICAN HOMES OF MD.",,"6210 OLD DOBBIN LANE,","SUITE 190","COLUMBIA","MD","21045","(410)312-3692x","POINT (-76.814061 39.200212)"
"BUILDING CONTRACTORS LICENSE","BC3653","2002-05-07T03:05:00.000","2016-05-07T12:05:00.000","_ THE RIGHT ANGLE, LLC","THE RIGHT ANGLE, LLC","THE RIGHT ANGLE, LLC",,"10026 CLUE DRIVE",,"BETHESDA","MD","20817","(301)564-1915x","POINT (-77.126498 39.022109)"
"BUILDING CONTRACTORS LICENSE","BC3938","2007-10-08T09:10:00.000","2009-10-08T12:10:00.000","SCOTT SCAVO","SCAVO","S2 BUILD",,"7942 CLUNY COURT,","SUITE Q","SPRINGFIELD","VA","22153","(703)644-6801x","POINT (-77.208291 38.7438)"
"BUILDING CONTRACTORS LICENSE","BC3494","1999-01-06T12:01:00.000","2003-01-06T12:01:00.000","PETER GAHLES","P. GAHLES CONSTRUCTION, INC.","P. GAHLES CONSTRUCTION, INC.",,"20536  GEORGIA  AVENUE",,"BROOKEVILLE","MD","20833","(301)570-4417x","POINT (-77.066694 39.194488)"
"BUILDING CONTRACTORS LICENSE","BC2962","1999-09-14T12:09:00.000","2013-09-14T12:09:00.000","MICHAEL KIRKLAND","KIRKLAND","KIRKLAND BUILDERS,LLC",,"005704  FOGGY  LANE",,"ROCKVILLE","MD","20855","(301)674-2001x","POINT (-77.114789 39.142508)"
"BUILDING CONTRACTORS LICENSE","BC3431","1997-11-04T12:11:00.000","2015-11-04T12:11:00.000","JOSHUA POLLAK","POLLAK","POLLAK PROPERTIES, LLC",,"5627 OLDCHESTER ROAD",,"BETHESDA","MD","20814","(301)526-3227","POINT (-77.112942 38.984556)"
"BUILDING CONTRACTORS LICENSE","BC3667","2002-08-06T03:08:27.000","2004-08-06T03:08:27.000","MARK BARBERICH","BA KENTLANDS II, LLC","BA KENTLANDS II, LLC",,"6401 GOLDENTRIANGLE DRIVE","SUITE #200","GREENBELT","MD","20770","(301)220-0100x","POINT (-76.895985 38.997526)"
"BUILDING CONTRACTORS LICENSE","BC3178","1999-06-07T12:06:00.000","2023-06-07T12:06:00.000","_ YLT CONSTRUCTION, INC.","TSENG","YLT CONSTRUCTION, INC.",,"9909 CHAPEL ROAD",,"POTOMAC","MD","20854","(301)983-9128x","POINT (-77.216821 39.021533)"
"BUILDING CONTRACTORS LICENSE","BC3572","2000-09-13T11:09:00.000","2004-09-13T12:09:00.000","DAVID HUNDLEY","HUNDLEY","DAVID J.HUNDLEY CUSTOM BUILDER",,"415 WOODLAND ROAD",,"GAITHERSBURG","MD","20877","(301)527-8392x","POINT (-77.186446 39.135611)"
"BUILDING CONTRACTORS LICENSE","BC3782","2004-08-03T03:08:00.000","2010-08-03T12:08:00.000","PETER GARTLAN","WFP FRONT LOT LTD. PARTNERSHIP","WFP FRONT LOT LTD. PARTERSHIP",,"2101 WISCONSIN AVENUE, NW",,"WASHINGTON","DC","20007","(202)333-0880x","POINT (-77.06899 38.917258)"
"BUILDING CONTRACTORS LICENSE","BC212704","2014-01-14T01:01:59.000","2022-01-14T01:01:59.000","_ ERAM HOMES, LLC","ERAM HOMES, LLC","ERAM HOMES",,"5311 Willard Avenue",,"Chevy Chase","MD","20817","(202)468-0355","POINT (-77.096383 38.961109)"
"BUILDING CONTRACTORS LICENSE","BC3787","2004-10-06T02:10:00.000","2010-10-06T12:10:00.000","THOMAS BAUM","BAUM","BA FRALEY, LLC",,"7850 WALKER DRIVE,","SUITE 400","GREENBELT","MD","20770","(301)220-0100x","POINT (-76.895048 38.998506)"
"BUILDING CONTRACTORS LICENSE","BC3474","1998-08-06T12:08:00.000","2004-08-06T12:08:00.000","ROGER LEBBIN","MID-ATLANTIC CUSTOM BUILDERS,","MID ATLANTIC CUSTOM BLDRS.INC.",,"6110  EXECUTIVE  BLVD.","SUITE 902","ROCKVILLE","MD","20852","(301)231-0009x","POINT (-77.125002 39.048557)"
"BUILDING CONTRACTORS LICENSE","BC0269","1998-10-17T12:10:00.000","2022-10-17T12:10:00.000","_ Stanley Martin Homes, LLC","Stanley Martin Homes, LLC",,,"11710 PLAZA AMERICA DRIVE","Suite 1100","RESTON","VA","20190","(703)964-5000x","POINT (-77.351247 38.952197)"
"BUILDING CONTRACTORS LICENSE","BC0869","1993-01-25T12:01:00.000","1995-01-25T12:01:00.000","_ L D B LTD","L D B LTD",,,"011409 S GLEN  RD",,"POTOMAC","MD","20854",,"POINT (-77.216912 39.042414)"
"BUILDING CONTRACTORS LICENSE","BC3350","1998-06-04T12:06:00.000","2000-06-04T12:06:00.000","EDWARD LOMBARDI","EDWARD V.LOMBARDI CONTRACTOR","EDWARD V. LONBARDI CONTRACTOR",,"1201  MILLGROVE  ROAD",,"SILVER SPRING","MD","20905","(301)879-0393x","POINT (-76.989912 39.127585)"
"BUILDING CONTRACTORS LICENSE","BC228113","2020-12-01T11:12:37.000","2022-12-01T11:12:37.000","_ Hubert Construction LLC","Hubert Construction LLC",,"Hubert Construction","9055 Comprint Court",,"Gaithersburg","MD","20877","(240)372-8888x","POINT (-77.186084 39.1204)"
"BUILDING CONTRACTORS LICENSE","BC216301","2014-09-08T01:09:41.000","2022-09-08T01:09:41.000","_ ARMINCO, INC.","SAFARIAN","ARMINCO, INC.",,"45449 SEVERN WAY","SUITE 155","STERLING","VA","20166","(703)430-6669","POINT (-77.42795 39.020213)"
"BUILDING CONTRACTORS LICENSE","BC4065","2011-11-09T03:11:29.000","2015-11-04T12:11:00.000","TODD COPELAND","TRIANGLE-ORION, LLC","TRIANGLE-ORION, LLC",,"6001 MONTROSE ROAD","SUITE 710","ROCKVILLE","MD","20852","(301)816-4241x","POINT (-77.121149 39.052856)"
"BUILDING CONTRACTORS LICENSE","BC3726","2003-07-16T12:07:07.000","2005-07-16T12:07:07.000","THOMAS KEITH","KEITH","TIMBERLINE BUILDERS, INC.",,"323 WYE RD",,"QUEENSTOWN","MD","21658","(410)320-2283x","POINT (-76.174294 38.910778)"
"BUILDING CONTRACTORS LICENSE","BC222767","2016-03-10T04:03:43.000","2020-03-10T04:03:43.000","_ MILLER AND SMITH AT CLARKSBURG, LLC","MILLER AND SMITH AT CLARKSBURG, LLC","MILLER & SMITH, CLARKSBURG,LLC",,"8401 GREENSBORO DRIVE","SUITE 450","MCLEAN","VA","22102","(703)821-2500x231","POINT (-77.235976 38.928206)"
"BUILDING CONTRACTORS LICENSE","BC3660","2002-06-17T03:06:00.000","2008-06-17T12:06:00.000","SAHEBI ARDESHIR","ARDESHIR","ARTITECH, INC.",,"7600 LINDBERGH DRIVE,","SUITE F","GAITHERSBURG","MD","20879","(301)519-6997x","POINT (-77.153416 39.166564)"
"BUILDING CONTRACTORS LICENSE","BC2879","1993-02-19T12:02:00.000","2008-08-06T12:08:00.000","ROBERT SWANSON","SWANSON","R.W. SWANSON, INC.",,"005429  ETZLER  RD",,"FREDERICK","MD","21702","(301)694-6343x","POINT (-77.479972 39.47011)"
"BUILDING CONTRACTORS LICENSE","BC2336","1997-01-06T12:01:00.000","1999-01-06T12:01:00.000","CHET COWEN","CHET COWEN CONSTRUCTION CO.INC","CHT COHEN CONSTRUCTION CO.,INC",,"15922  DERWOOD  ROAD",,"ROCKVILLE","MD","20855","(301)948-0317x","POINT (-77.160456 39.116429)"
"BUILDING CONTRACTORS LICENSE","BC4076","2012-03-08T11:03:31.000","2024-03-08T11:03:31.000","_ CHURCHILL CLASSICS LLC","CHURCHILL CLASSICS LLC",,,"1395 PICCARD DRIVE","SUITE 170","ROCKVILLE","MD","20850","(240)243-1000x","POINT (-77.181318 39.108071)"
"BUILDING CONTRACTORS LICENSE","BC3472","1998-08-06T12:08:00.000","2014-08-06T12:08:00.000","WILLIAM PLEASANTS, JR.,","ADVANTAGE HOMES, LLC","ADVANTAGE HOMES, LLC",,"12800 MIDDLEBROOK ROAD,","SUITE 100","GERMANTOWN","MD","20874","(301)540-1778x","POINT (-77.265519 39.177595)"
"BUILDING CONTRACTORS LICENSE","BC3948","2008-01-08T11:01:36.000","2010-01-08T11:01:36.000","MATTHEW SHANLEY","SHANLEY","JBL CONSTRUCTIONS, LLC",,"8048 HILLSBOROUGH ROAD",,"ELLICOTT CITY","MD","21043","(443)786-1583x","POINT (-76.793012 39.2506)"
"BUILDING CONTRACTORS LICENSE","BC2881","1998-09-20T12:09:00.000","2000-09-20T12:09:00.000","JEFFREY JONES","JONES","VENTURE DEVELOPMENT GROUP, INC",,"004801  SUNDOWN  ROAD",,"LAYTONSVILLE","MD","20882","(301)774-5583x","POINT (-77.091991 39.22026)"
"BUILDING CONTRACTORS LICENSE","BC2235","1992-03-08T12:03:00.000","1994-03-08T12:03:00.000","_ KENNETH N GREENBERG DEVELOPMENT CO INC","KENNETH N GREENBERG DEVELOPMENT CO INC",,,"006416  DAHLONEGA  RD",,"BETHESDA","MD","20816",,"POINT (-77.130446 38.965155)"
"BUILDING CONTRACTORS LICENSE","BC3985","2009-04-09T03:04:13.000","2011-04-09T03:04:13.000","JACK LAFORCE, JR.","FREDERICK FIRE & FLOOD, INC.","FREDERICK FIRE & FLOOD, INC.",,"5938 JEFFERSON PIKE",,"FREDERICK","MD","21703","(301)620-7500x","POINT (-77.458751 39.395891)"
"BUILDING CONTRACTORS LICENSE","BC3210","1994-02-10T12:02:00.000","1996-02-10T12:02:00.000","_ BAGEANT HOMES INC","BAGEANT HOMES INC",,,"004714  LINTHICUM  RD",,"DAYTON","MD","21036",,"POINT (-76.988855 39.241156)"
"BUILDING CONTRACTORS LICENSE","BC223989","2017-08-03T12:08:38.000","2023-08-03T12:08:00.000","_ Grossnickle Construction","Grossnickle Construction","Grossnickle Construction LLC",,"5724 Industry Lane","Suite 200","Frederick","MD","21704","(301)712-6974","POINT (-77.415689 39.392326)"
"BUILDING CONTRACTORS LICENSE","BC227187","2019-09-18T12:09:31.000","2023-09-18T12:09:31.000","_ ALL SEASONS HOME IMPROVEMENT, LLC","ALL SEASONS HOME IMPROVEMENT, LLC",,,"14012 Loblolly Terrace",,"Rockville","MD","20850","(301)437-6309","POINT (-77.204554 39.087186)"
"BUILDING CONTRACTORS LICENSE","BC3137","1998-09-24T12:09:00.000","2004-09-24T12:09:00.000","RUSSELL ROSENBERGER, JR.","ROSENBERGER, JR.","MADISON RESIDENTIAL DEVELOP.CO",,"006723  WHITTIER  AVENUE,","SUITE 104","MCLEAN","VA","22101","(703)506-9292x","POINT (-77.176979 38.931303)"
"BUILDING CONTRACTORS LICENSE","BC2872","1996-08-02T12:08:00.000","1998-08-02T12:08:00.000","_ WILLIFORD CONTRACTING","WILLIFORD CONTRACTING",,,"010312  MEREDITH  AVE",,"KENSINGTON","MD","20895",,"POINT (-77.066243 39.024383)"
"BUILDING CONTRACTORS LICENSE","BC228384","2021-04-01T11:04:50.000","2023-04-01T11:04:50.000","_ 1 HONEYWELL, LLC","1 HONEYWELL, LLC",,,"12900 Brushwood Terrace",,"Potomac","MD","20854","(703)627-2448","POINT (-77.270504 39.067555)"
"BUILDING CONTRACTORS LICENSE","BC216782","2014-10-08T11:10:16.000","2022-10-08T11:10:16.000","_ WASHINGTON LANDMARK CONSTRUCTION, LLC","WASHINGTON LANDMARK CONSTRUCTION, LLC",,"Washington Landmark Construction","4955 BUTTERWORTH PLACE, NW",,"WASHINGTON","DC","20016","(202)439-7701","POINT (-77.0989 38.948806)"
"BUILDING CONTRACTORS LICENSE","BC226573","2019-03-05T01:03:53.000","2021-03-05T01:03:53.000","3206 Rolling, LLC","3206 Rolling, LLC",,,"7625 Wisconsin Avenue",,"Bethesda","MD","20814","(130)190-8814x0","POINT (-77.094592 38.986532)"
"BUILDING CONTRACTORS LICENSE","BC3576","2002-09-13T11:09:00.000","2018-09-13T12:09:00.000","MINA ENTERPRISES, INC.","ELIAS","MINA ENTERPRISES,  INC.",,"6050 OLNEY LAYTONSVILLE ROAD",,"GAITHERSBURG","MD","20882","(301)921-0888x","POINT (-77.123759 39.193064)"
"BUILDING CONTRACTORS LICENSE","BC223580","2017-02-08T05:02:15.000","2021-02-08T05:02:15.000","_ TR Construction Group LLC","TR Construction Group LLC",,,"1563 Postal Road","#2A","Chester","MD","21619","(410)604-2814","POINT (-76.286578 38.974873)"
"BUILDING CONTRACTORS LICENSE","BC0249","1999-03-31T12:03:00.000","2003-03-31T12:03:00.000","ALVIN SACKS","SACKS","ALVIN SACKS, INC.",,"006022  ONONDAGA  ROAD",,"BETHESDA","MD","20816","(301)229-3399x","POINT (-77.124188 38.964422)"
"BUILDING CONTRACTORS LICENSE","BC3218","1998-04-26T12:04:00.000","2024-04-26T12:04:00.000","_ O.C. BUILDERS, INC.","HENDERSON",,,"6850  ELM  STREET,","SUITE 200 A/B","MCLEAN","VA","22101","(703)827-7716x","POINT (-77.18063 38.936484)"
"BUILDING CONTRACTORS LICENSE","BC2697","1998-11-17T12:11:00.000","2000-11-17T12:11:00.000","JOSEPH PEARSON, JR.","PEARSON, JR.","J.B. PEARSON CONTRACTOR",,"10008  BLUE BANNER  DRIVE",,"GERMANTOWN","MD","20876","(301)515-5123x","POINT (-77.207804 39.229814)"
"BUILDING CONTRACTORS LICENSE","BC3865","2006-03-21T08:03:22.000","2010-03-21T08:03:22.000","SHAREEF YOUNIS","GRADIENT DESIGN, LLC","GRADIENT DESIGN, LLC",,"7531 LEESBURG PIKE,","SUITE 401","FALLS CHURCH","VA","22043","(703)848-4909x","POINT (-77.205038 38.904423)"
"BUILDING CONTRACTORS LICENSE","BC212682","2014-01-13T05:01:53.000","2016-01-13T05:01:53.000","_ PROLANDIAN, LLC","YUAN",,,"459 HERNDON PARKWAY","SUITE 13","HERNDON","VA","20170","(703)996-4050","POINT (-77.375216 38.958091)"
"BUILDING CONTRACTORS LICENSE","BC0976","1998-12-08T12:12:00.000","2004-12-08T12:12:00.000","SURENDRA BHASIN","BHASIN","BHASIN DESIGN & CONSTRUCTION",,"013336  MANOR STONE  DRIVE",,"GERMANTOWN","MD","20874","(301)330-2265x","POINT (-77.318567 39.079951)"
"BUILDING CONTRACTORS LICENSE","BC227894","2020-08-05T04:08:33.000","2022-08-05T04:08:33.000","_ TANAGER, LLC","TANAGER, LLC",,,"6116 Executive Blvd","Suite 750","North Bethesda","MD","20852","(301)251-2001","POINT (-77.12542 39.048652)"
"BUILDING CONTRACTORS LICENSE","BC2449","1999-06-11T12:06:00.000","2003-06-11T12:06:00.000","MICHAEL HUKE","CIH VENTURES, INC.","CIH VENTURES, INC.",,"009316  PINEY BRANCH  ROAD","SUITE 106","SILVER SPRING","MD","20903","(301)445-5000x","POINT (-76.987194 39.00337)"
"BUILDING CONTRACTORS LICENSE","BC222322","2015-11-09T03:11:44.000","2019-11-09T03:11:44.000","JOHN HANLON","HANLON","HANLON DESIGN BUILD",,"4927 ESKRIDGE TERRACE, NW",,"WASHINGTON","DC","20016","(202)244-2942","POINT (-77.099236 38.92778)"
"BUILDING CONTRACTORS LICENSE","BC3219","1998-05-09T12:05:00.000","2004-05-09T12:05:00.000","MITCHELL RACOOSIN","RACOOSIN","VIRGINIA ASSOCIATED BUILDERS,",,"001212  SPRING HILL  ROAD",,"MCLEAN","VA","22102","(703)356-8700x","POINT (-77.22995 38.943262)"
"BUILDING CONTRACTORS LICENSE","BC2328","1993-02-28T12:02:00.000","1995-02-28T12:02:00.000","_ R C M CORP","R C M CORP",,,"005520  CEDAR  LANE",,"COLUMBIA","MD","21044",,"POINT (-76.888236 39.219814)"
"BUILDING CONTRACTORS LICENSE","BC227261","2019-10-03T11:10:15.000","2021-10-03T11:10:15.000","_ NATURAL BUILDING CONCEPTS, LLC","NATURAL BUILDING CONCEPTS, LLC",,,"15445 Barnesville Road",,"Boyds","MD","20841","(301)300-4424","POINT (-77.321775 39.190664)"
"BUILDING CONTRACTORS LICENSE","BC2494","1994-12-02T12:12:00.000","1996-12-02T12:12:00.000","_ JOY & MORGAN DEVELOPERS INC","JOY & MORGAN DEVELOPERS INC",,,"04300A  CIMARRON  LANE",,"FT WASHINGTON","MD","20744",,"POINT (-76.933658 38.781812)"
"BUILDING CONTRACTORS LICENSE","BC3391","1999-04-04T12:04:00.000","2010-12-03T12:12:00.000","SERGIO MORGANDINHO","MEDITERRANEAN HOMES CORP.","MEDITERRANEAN HOMES CORP.",,"19644 CLUB HOUSE ROAD,","SUITE 820","MONTGOMERY VILLAGE","MD","20886","(301)947-4305x","POINT (-77.204974 39.174534)"
"BUILDING CONTRACTORS LICENSE","BC3238","1998-07-06T12:07:00.000","2000-07-06T12:07:00.000","WARREN LEE","LEE","SUNRISE GROUP, INC.",,"003305  DECATUR  AVENUE",,"KENSINGTON","MD","20895","(301)949-0865x","POINT (-77.066867 39.034324)"
"BUILDING CONTRACTORS LICENSE","BC3596","2001-03-06T04:03:00.000","2011-03-06T12:03:00.000","JEFFREY HEDRICK","HEDRICK","KING II CONSTRUCTION",,"14705 HAROLD ROAD",,"SILVER SPRING","MD","20905","(301)674-5280x","POINT (-76.977375 39.096581)"
"BUILDING CONTRACTORS LICENSE","BC229237","2022-05-06T09:05:48.000","2024-05-06T09:05:48.000","Mario Amorim","Mario Amorim",,,"2160 Marymount Road",,"Silver Spring","MD","20906","(301)598-6791","POINT (-77.049102 39.111348)"
"BUILDING CONTRACTORS LICENSE","BC3093","1992-01-24T12:01:00.000","1994-01-24T12:01:00.000","_ LEADER & KRAUS INC","LEADER & KRAUS INC",,,"002713  WELLER  RD",,"SILVER SPRING","MD","20906",,"POINT (-77.05721 39.068731)"
"BUILDING CONTRACTORS LICENSE","BC2576","1998-10-23T12:10:00.000","2010-10-23T12:10:00.000","WILLIAM HANCOCK","HANCOCK","WM. HANCOCK, BUILDER",,"021721  BRINK MEADOW  LANE",,"GERMANTOWN","MD","20876","(301)916-0866x","POINT (-77.243429 39.214997)"
"BUILDING CONTRACTORS LICENSE","BC227851","2020-07-22T12:07:31.000","2022-07-22T12:07:31.000","Two Vassar, LLC","Two Vassar, LLC",,,"7317 University Avenue",,"Glen Echo","MD","20812","(202)255-8313","POINT (-77.142331 38.969121)"
"BUILDING CONTRACTORS LICENSE","BC2477","1991-07-18T12:07:00.000","1993-07-18T12:07:00.000","_ MEGHA ENTERPRISES INC","MEGHA ENTERPRISES INC",,,"007527  SPRING LAKE  DR",,"BETHESDA","MD","20817",,"POINT (-77.153453 39.027533)"
"BUILDING CONTRACTORS LICENSE","BC3283","1995-04-06T12:04:00.000","1997-04-06T12:04:00.000","_ MORALES CONSTRUCTION INC","MORALES CONSTRUCTION INC",,,"000836  CHADWICK  CIR",,"FREDERICK","MD","21701",,"POINT (-77.395515 39.43562)"
"BUILDING CONTRACTORS LICENSE","BC3234","1996-06-23T12:06:00.000","1998-06-23T12:06:00.000","_ TEN OAKS CONSTRUCTION INC","TEN OAKS CONSTRUCTION INC",,,"007404  WIGLEY  AVE",,"JESSUP","MD","20794",,"POINT (-76.759428 39.159172)"
"BUILDING CONTRACTORS LICENSE","BC2522","1991-03-31T12:03:00.000","1993-03-31T12:03:00.000","_ GRIMM CO","GRIMM CO",,,"001204  BALLANTRAE  LANE",,"FAIRFAX","VA","22101",,"POINT (-77.160619 38.941302)"
"BUILDING CONTRACTORS LICENSE","BC228000","2020-10-06T11:10:00.000","2022-10-06T11:10:00.000","Allen-Built, Inc","Allen-Built, Inc",,,"4701 Sangamore Road #5125",,"Bethesda","MD","20816","(301)229-7628","POINT (-77.120438 38.950126)"
"BUILDING CONTRACTORS LICENSE","BC0932","1997-07-01T12:07:00.000","1999-07-01T12:07:00.000","JAMES SCHWARTZ","SCHWARTZ & CO., INC.","SCHWARTZ & CO., INC.",,"4111  ASPEN  STREET",,"CHEVY CHASE","MD","20815","(301)907-6543x","POINT (-77.081672 38.986636)"
"BUILDING CONTRACTORS LICENSE","BC2328","1993-02-28T12:02:00.000","1995-02-28T12:02:00.000","_ R C M CORP","R C M CORP",,,"005520  CEDAR  LANE",,"COLUMBIA","MD","21044",,"POINT (-76.888236 39.219814)"
"BUILDING CONTRACTORS LICENSE","BC228265","2021-02-11T09:02:49.000","2023-02-11T09:02:49.000","ASP 7220 Delfield Street, LLC","ASP 7220 Delfield Street, LLC",,,"5283 Corporate Drive, Suite 300",,"Frederick","Maryland","21703","(240)405-1333","POINT (-77.418993 39.378255)"
"BUILDING CONTRACTORS LICENSE","BC228344","2021-03-23T03:03:12.000","2023-03-23T03:03:12.000","ASP 4314 Warner Street, LLC","ASP 4314 Warner Street, LLC",,,"5283 Corporate Drive, Suite 300",,"Frederick","Maryland","21703","(240)405-1333","POINT (-77.418993 39.378255)"
"BUILDING CONTRACTORS LICENSE","BC2822","1994-03-08T12:03:00.000","1996-03-08T12:03:00.000","_ GRIMMIUS CUSTOM HOMES","GRIMMIUS CUSTOM HOMES",,,"002104  CROSSMEADOW  LANE",,"BROOKEVILLE","MD","20833",,"POINT (-77.045723 39.211623)"
"BUILDING CONTRACTORS LICENSE","BC3616","2001-05-01T12:05:00.000","2004-09-15T12:09:00.000","LARRY WILCOM","WILCOM","WILCOM HOMES, INC.",,"407 COPPER OAKS PLACE",,"WOODSBORO","MD","21798","(301)898-0371x","POINT (-77.304995 39.534217)"
"BUILDING CONTRACTORS LICENSE","BC2998","1998-05-21T12:05:00.000","2008-05-21T12:05:00.000","SOON CHUNG","EXIN CONSTRUCTION, INC.","EXIN CONSTRUCTION, INC.",,"3018 GREENCASTLE ROAD",,"BURTONSVILLE","MD","20866","(301)725-0054x","POINT (-76.948374 39.099543)"
"BUILDING CONTRACTORS LICENSE","BC3411","1999-08-05T12:08:00.000","2011-08-05T12:08:00.000","WALTER MAGRUDER, JR.","EVERGREEN DEVELOP.PARTNERS LLC","EVERGREEN DEVELOP.PARTNERS LLC",,"12165  DARNESTOWN  ROAD",,"GAITHERSBURG","MD","20878","(301)921-9050x","POINT (-77.251495 39.117547)"
"BUILDING CONTRACTORS LICENSE","BC3729","2003-08-07T08:08:00.000","2005-08-07T08:08:00.000","ANJALI COLEMAN","COLEMAN","HONEY DO GENERAL CONTRACTING,",,"16941 NEW HAMPSHIRE AVENUE",,"SILVER SPRING","MD","20905","(301)476-7991x","POINT (-76.994539 39.135166)"
"BUILDING CONTRACTORS LICENSE","BC3274","1999-02-09T12:02:00.000","2021-02-09T12:02:00.000","_ BETHESDA BUILDERS, LTD.","BETHESDA BUILDERS, LTD.","BETHESDA BUILDERS, LTD",,"6215 DAHLONEGA ROAD","SUITE A","BETHESDA","MD","20816","(301)320-3770x","POINT (-77.127261 38.965981)"
"BUILDING CONTRACTORS LICENSE","BC3487","1998-11-03T12:11:00.000","2000-11-03T12:11:00.000","DONALD IVEY","LAWRENCE HOMES","LAWRENCE HOMES",,"14  POLLY TRAIL",,"FAIRFIELD","PA","17320","(717)642-6394x","POINT (-77.398163 39.745623)"
"BUILDING CONTRACTORS LICENSE","BC3265","1996-11-30T12:11:00.000","1998-11-30T12:11:00.000","_ ARCHITECTURAL BUILDING CONCEPTS INC","ARCHITECTURAL BUILDING CONCEPT",,"ARCHITECTURAL BUILDING CONCEPTS INC","007815  WHITE CLIFF  TERR",,"ROCKVILLE","MD","20855",,"POINT (-77.159708 39.127145)"
"BUILDING CONTRACTORS LICENSE","BC3154","1993-01-13T12:01:00.000","1995-01-13T12:01:00.000","_ TRINITY BUILDERS INC","TRINITY BUILDERS INC",,,"006212  DEVON  DR",,"COLUMBIA","MD","21044",,"POINT (-76.870926 39.205002)"
"BUILDING CONTRACTORS LICENSE","BC3671","2002-09-10T03:09:00.000","2006-09-10T12:09:00.000","ANTONIO SILVA","SILVA","SILVA HOMES",,"1224 SIMMONS DRIVE",,"ROCKVILLE","MD","20851","(240)832-9035x","POINT (-77.129973 39.076739)"
"BUILDING CONTRACTORS LICENSE","BC0711","1999-04-01T12:04:00.000","2017-04-01T12:04:00.000","_ SMITH THOMAS & SMITH, INC.","SMITH THOMAS & SMITH, INC.","SMITH THOMAS & SMITH, INC.",,"4713  MAPLE  AVENUE",,"BETHESDA","MD","20814","(301)656-0141x","POINT (-77.095127 38.991941)"
"BUILDING CONTRACTORS LICENSE","BC3346","1996-05-07T12:05:00.000","1998-05-07T12:05:00.000","_ RASMUSSEN CONSTRUCTION SERVICES, INC.","RASMUSSEN CONSTRUCTION SERVICES, INC.",,,"614  KLEES MILL  RD",,"WESTMINSTER","MD","21157",,"POINT (-76.970403 39.46637)"
"BUILDING CONTRACTORS LICENSE","BC3451","1998-04-07T12:04:00.000","2000-04-07T12:04:00.000","KATHLEEN BOWERS","BOWERS","BAYSHORE BUILDERS & REMODELERS",,"1721  OAKLEY  PLACE",,"ANNAPOLIS","MD","21401","(410)626-7133x","POINT (-76.439959 39.01005)"
"BUILDING CONTRACTORS LICENSE","BC3159","1999-03-09T12:03:00.000","2023-03-09T12:03:00.000","_ STERLING CUSTOM HOMES, LLC","STERLING CUSTOM HOMES, LLC","STERLING CUSTOM HOMES, LLC",,"10801 FOX HUNT LANE",,"POTOMAC","MD","20854","(301)657-6699x","POINT (-77.221656 39.02212)"
"BUILDING CONTRACTORS LICENSE","BC3608","2001-04-04T04:04:00.000","2023-04-04T12:04:00.000","_ Maryland Customer Builders LLC","MARYLAND CUSTOM BUILDERS, INC.","MARYLAND CUSTOM BUILDERS, INC.",,"4526 Taraley Court",,"Ellicott City","MD","21042","(800)888-4915","POINT (-76.93499 39.243099)"
"BUILDING CONTRACTORS LICENSE","BC226630","2019-04-02T03:04:57.000","2023-04-02T03:04:57.000","Chesapeake Custom Homes & Development","Chesapeake Custom Homes & Development",,,"10453 Metropolitan Ave.",,"Kensington","MD","20895","(301)252-0589","POINT (-77.070407 39.026677)"
