"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","General Government","Ethics Commission","Ethics Program Compliance","Social Security","General Fund","Tax Supported Funds","Ethics Commission","Social Security- FICA Medicaid","Personnel Costs","3786.85","0"
"2015","General Government","Ethics Commission","Ethics Program Compliance","Group Insurance","General Fund","Tax Supported Funds","Ethics Commission","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Ethics Commission","Ethics Program Compliance","Retirement","General Fund","Tax Supported Funds","Ethics Commission","RSP","Personnel Costs","2648.01","0"
"2015","General Government","Ethics Commission","Ethics Program Compliance","Retirement","General Fund","Tax Supported Funds","Ethics Commission","GRIP","Personnel Costs","13101.41","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Salaries and Wages","General Fund","Tax Supported Funds","Intergovernmental Relations","Full Time Salaries","Personnel Costs","476306.59","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Salaries and Wages","General Fund","Tax Supported Funds","Intergovernmental Relations","Part Time Salaries","Personnel Costs","97287.05","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Social Security","General Fund","Tax Supported Funds","Intergovernmental Relations","Social Security- FICA","Personnel Costs","30215.58","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Social Security","General Fund","Tax Supported Funds","Intergovernmental Relations","Social Security- FICA Medicaid","Personnel Costs","8317.11","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Group Insurance","General Fund","Tax Supported Funds","Intergovernmental Relations","Group Insurance","Personnel Costs","53675","0"
"2015","General Government","Intergovernmental Relations","Intergovernmental Relations","Retirement","General Fund","Tax Supported Funds","Intergovernmental Relations","RSP","Personnel Costs","3333.75","0"
"2015","General Government","Public Information","Public Relations","Salaries and Wages","General Fund","Tax Supported Funds","Public Information - Information","Full Time Salaries","Personnel Costs","425802.46","0"
"2015","General Government","Public Information","Public Relations","Social Security","General Fund","Tax Supported Funds","Public Information - Information","Social Security- FICA","Personnel Costs","26056.07","0"
"2015","General Government","Public Information","Public Relations","Social Security","General Fund","Tax Supported Funds","Public Information - Information","Social Security- FICA Medicaid","Personnel Costs","6174.14","0"
"2015","Transportation","Transportation","Ride On","Retirement","Mass Transit","Tax Supported Funds","G'Burg Ride On","GRIP","Personnel Costs","3165.64","0"
"2015","General Government","Circuit Court","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Admin","Full Time Salaries","Personnel Costs","1077187.01","0"
"2015","General Government","Circuit Court","Administration","Social Security","General Fund","Tax Supported Funds","Circuit Court-Admin","Social Security- FICA","Personnel Costs","65261.86","0"
"2015","General Government","Circuit Court","Administration","Social Security","General Fund","Tax Supported Funds","Circuit Court-Admin","Social Security- FICA Medicaid","Personnel Costs","15619.21","0"
"2015","General Government","Circuit Court","Administration","Group Insurance","General Fund","Tax Supported Funds","Circuit Court-Admin","Group Insurance","Personnel Costs","110302.12","0"
"2015","General Government","Circuit Court","Adjudication","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Adjudication","Full Time Salaries","Personnel Costs","1911841.53","0"
"2015","General Government","Circuit Court","Adjudication","Social Security","General Fund","Tax Supported Funds","Circuit Court-Adjudication","Social Security- FICA","Personnel Costs","118534.17","0"
"2015","General Government","Circuit Court","Adjudication","Social Security","General Fund","Tax Supported Funds","Circuit Court-Adjudication","Social Security- FICA Medicaid","Personnel Costs","27721.7","0"
"2015","General Government","Circuit Court","Adjudication","Group Insurance","General Fund","Tax Supported Funds","Circuit Court-Adjudication","Group Insurance","Personnel Costs","279110","0"
"2015","General Government","Circuit Court","Case Assignment","Social Security","General Fund","Tax Supported Funds","Circuit Court-Case Assignment","Social Security- FICA","Personnel Costs","49847.08","0"
"2015","General Government","Circuit Court","Case Assignment","Social Security","General Fund","Tax Supported Funds","Circuit Court-Case Assignment","Social Security- FICA Medicaid","Personnel Costs","11857.55","0"
"2015","General Government","Circuit Court","Case Assignment","Retirement","General Fund","Tax Supported Funds","Circuit Court-Case Assignment","RSP","Personnel Costs","29204.23","0"
"2015","General Government","Circuit Court","Law Library","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Law Library","Full Time Salaries","Personnel Costs","117160.35","0"
"2015","General Government","Circuit Court","Law Library","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Law Library","Part Time Salaries","Personnel Costs","46784.8","0"
"2015","General Government","Circuit Court","Law Library","Social Security","General Fund","Tax Supported Funds","Circuit Court-Law Library","Social Security- FICA","Personnel Costs","10164.6","0"
"2015","General Government","Circuit Court","Law Library","Social Security","General Fund","Tax Supported Funds","Circuit Court-Law Library","Social Security- FICA Medicaid","Personnel Costs","2377.2","0"
"2015","General Government","Circuit Court","Law Library","Group Insurance","General Fund","Tax Supported Funds","Circuit Court-Law Library","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Circuit Court","Law Library","Retirement","General Fund","Tax Supported Funds","Circuit Court-Law Library","RSP","Personnel Costs","13115.61","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","Full Time Salaries","Personnel Costs","122326.74","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","Part Time Salaries","Personnel Costs","16773.94","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Social Security","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","Social Security- FICA","Personnel Costs","8624.24","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Social Security","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","Social Security- FICA Medicaid","Personnel Costs","2016.96","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Group Insurance","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Circuit Court","Trust and Guardianships","Retirement","General Fund","Tax Supported Funds","Circuit Court-Trust And Guardianships","RSP","Personnel Costs","5000.03","0"
"2015","General Government","State's Attorney","Administration","Salaries and Wages","General Fund","Tax Supported Funds","State's Attorney - Administration","Full Time Salaries","Personnel Costs","735295.66","0"
"2015","General Government","State's Attorney","Administration","Salaries and Wages","General Fund","Tax Supported Funds","State's Attorney - Administration","Lapse (Workforce)","Personnel Costs","-83343.68","0"
"2015","General Government","State's Attorney","Administration","Social Security","General Fund","Tax Supported Funds","State's Attorney - Administration","Social Security- FICA","Personnel Costs","35454.82","0"
"2015","General Government","State's Attorney","Administration","Social Security","General Fund","Tax Supported Funds","State's Attorney - Administration","Social Security- FICA Medicaid","Personnel Costs","9453.3","0"
"2015","General Government","State's Attorney","Administration","Group Insurance","General Fund","Tax Supported Funds","State's Attorney - Administration","Group Insurance","Personnel Costs","64410","0"
"2015","General Government","State's Attorney","Administration","Retirement","General Fund","Tax Supported Funds","State's Attorney - Administration","RSP","Personnel Costs","14940.56","0"
"2015","General Government","State's Attorney","Administration","Retirement","General Fund","Tax Supported Funds","State's Attorney - Administration","ERS","Personnel Costs","165935.06","0"
"2015","General Government","State's Attorney","Prosecution Management","Salaries and Wages","General Fund","Tax Supported Funds","Prosecution Management","Full Time Salaries","Personnel Costs","540223.18","0"
"2015","General Government","State's Attorney","Prosecution Management","Salaries and Wages","General Fund","Tax Supported Funds","Prosecution Management","Part Time Salaries","Personnel Costs","84992.64","0"
"2015","General Government","State's Attorney","Prosecution Management","Social Security","General Fund","Tax Supported Funds","Prosecution Management","Social Security- FICA","Personnel Costs","38763.38","0"
"2015","General Government","State's Attorney","Prosecution Management","Social Security","General Fund","Tax Supported Funds","Prosecution Management","Social Security- FICA Medicaid","Personnel Costs","9065.63","0"
"2015","General Government","State's Attorney","Prosecution Management","Group Insurance","General Fund","Tax Supported Funds","Prosecution Management","Group Insurance","Personnel Costs","107350","0"
"2015","General Government","State's Attorney","Prosecution Management","Retirement","General Fund","Tax Supported Funds","Prosecution Management","RSP","Personnel Costs","33753.31","0"
"2015","General Government","State's Attorney","Prosecution Management","Retirement","General Fund","Tax Supported Funds","Prosecution Management","ERS","Personnel Costs","49982.57","0"
"2015","General Government","State's Attorney","Prosecution Management","Retirement","General Fund","Tax Supported Funds","Prosecution Management","GRIP","Personnel Costs","3032.85","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Full Time Salaries","Personnel Costs","5132864.96","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Salaries and Wages","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Lapse (Workforce)","Personnel Costs","-72657.57","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Social Security","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Social Security- FICA","Personnel Costs","292081.52","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Social Security","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Social Security- FICA Medicaid","Personnel Costs","73373.01","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Group Insurance","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Group Insurance","Personnel Costs","534388.3","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Retirement","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","RSP","Personnel Costs","277442.91","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Retirement","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","ERS","Personnel Costs","250713.33","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Retirement","General Fund","Tax Supported Funds","Circuit Court/Grand Jury Prosecution","GRIP","Personnel Costs","42847.02","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Salaries and Wages","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","Full Time Salaries","Personnel Costs","547922.91","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Salaries and Wages","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","Part Time Salaries","Personnel Costs","74641.05","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Social Security","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","Social Security- FICA","Personnel Costs","38198.34","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Social Security","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","Social Security- FICA Medicaid","Personnel Costs","9027.18","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Group Insurance","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","Group Insurance","Personnel Costs","85880","0"
"2015","General Government","State's Attorney","Major Fraud and Special Investigations","Retirement","General Fund","Tax Supported Funds","Major Fraud & Special Investigations","RSP","Personnel Costs","49805.12","0"
"2015","General Government","State's Attorney","Victim/Witness Court Assistance","Salaries and Wages","General Fund","Tax Supported Funds","Victim/Witness Coordination","Full Time Salaries","Personnel Costs","268473.65","0"
"2015","General Government","State's Attorney","Victim/Witness Court Assistance","Social Security","General Fund","Tax Supported Funds","Victim/Witness Coordination","Social Security- FICA","Personnel Costs","16645.37","0"
"2015","General Government","State's Attorney","Victim/Witness Court Assistance","Social Security","General Fund","Tax Supported Funds","Victim/Witness Coordination","Social Security- FICA Medicaid","Personnel Costs","3892.87","0"
"2015","General Government","State's Attorney","Victim/Witness Court Assistance","Group Insurance","General Fund","Tax Supported Funds","Victim/Witness Coordination","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","State's Attorney","Victim/Witness Court Assistance","Retirement","General Fund","Tax Supported Funds","Victim/Witness Coordination","RSP","Personnel Costs","21477.89","0"
"2015","General Government","Board of Elections","Administration","Salaries and Wages","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","Full Time Salaries","Personnel Costs","356512.81","0"
"2015","General Government","Board of Elections","Administration","Social Security","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","Social Security- FICA","Personnel Costs","20697.01","0"
"2015","General Government","Board of Elections","Administration","Social Security","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","Social Security- FICA Medicaid","Personnel Costs","5169.44","0"
"2015","General Government","Board of Elections","Administration","Group Insurance","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Board of Elections","Administration","Retirement","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","RSP","Personnel Costs","11327.21","0"
"2015","General Government","Board of Elections","Administration","Retirement","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","ERS","Personnel Costs","35347.33","0"
"2015","General Government","Board of Elections","Administration","Retirement","General Fund","Tax Supported Funds","BOE - Office Of The Director - Admin","GRIP","Personnel Costs","7783.6","0"
"2015","General Government","Board of Elections","Administration","Salaries and Wages","General Fund","Tax Supported Funds","BOE - Information Technology","Full Time Salaries","Personnel Costs","224865.23","0"
"2015","General Government","Board of Elections","Administration","Social Security","General Fund","Tax Supported Funds","BOE - Information Technology","Social Security- FICA","Personnel Costs","13941.64","0"
"2015","General Government","Board of Elections","Administration","Social Security","General Fund","Tax Supported Funds","BOE - Information Technology","Social Security- FICA Medicaid","Personnel Costs","3260.55","0"
"2015","General Government","Board of Elections","Administration","Group Insurance","General Fund","Tax Supported Funds","BOE - Information Technology","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Board of Elections","Administration","Retirement","General Fund","Tax Supported Funds","BOE - Information Technology","RSP","Personnel Costs","14943.63","0"
"2015","General Government","County Attorney","Public Interest Litigation","Group Insurance","General Fund","Tax Supported Funds","County Attorney - Municipal Code","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","County Attorney","Health and Human Services","Retirement","General Fund","Tax Supported Funds","HHS - Child Welfare","GRIP","Personnel Costs","2628.45","0"
"2015","General Government","County Attorney","Finance and Procurement","Salaries and Wages","General Fund","Tax Supported Funds","Finance & Procurement","Full Time Salaries","Personnel Costs","553951.39","0"
"2015","General Government","County Attorney","Finance and Procurement","Social Security","General Fund","Tax Supported Funds","Finance & Procurement","Social Security- FICA","Personnel Costs","31359.64","0"
"2015","General Government","County Attorney","Finance and Procurement","Social Security","General Fund","Tax Supported Funds","Finance & Procurement","Social Security- FICA Medicaid","Personnel Costs","8032.3","0"
"2015","General Government","County Attorney","Finance and Procurement","Group Insurance","General Fund","Tax Supported Funds","Finance & Procurement","Group Insurance","Personnel Costs","53675","0"
"2015","General Government","County Attorney","Finance and Procurement","Retirement","General Fund","Tax Supported Funds","Finance & Procurement","RSP","Personnel Costs","15192.9","0"
"2015","General Government","County Attorney","Finance and Procurement","Retirement","General Fund","Tax Supported Funds","Finance & Procurement","ERS","Personnel Costs","101998.62","0"
"2015","General Government","County Attorney","Finance and Procurement","Retirement","General Fund","Tax Supported Funds","Finance & Procurement","GRIP","Personnel Costs","5247.61","0"
"2015","General Government","County Attorney","Public Interest Litigation","Retirement","General Fund","Tax Supported Funds","County Attorney - Municipal Code","RSP","Personnel Costs","2648.01","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Salaries and Wages","General Fund","Tax Supported Funds","Zoning","Full Time Salaries","Personnel Costs","486848.8","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Salaries and Wages","General Fund","Tax Supported Funds","Zoning","Salary Charges To Others","Personnel Costs","-61519.85","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Social Security","General Fund","Tax Supported Funds","Zoning","Social Security- FICA","Personnel Costs","27346.05","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Social Security","General Fund","Tax Supported Funds","Zoning","Social Security- FICA Medicaid","Personnel Costs","7059.31","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Social Security","General Fund","Tax Supported Funds","Zoning","Social Security- Charge to Others","Personnel Costs","-4706.27","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Group Insurance","General Fund","Tax Supported Funds","Zoning","Group Insurance","Personnel Costs","45087","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Group Insurance","General Fund","Tax Supported Funds","Zoning","Group Insurance- Charges to Others","Personnel Costs","-9227.98","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Retirement","General Fund","Tax Supported Funds","Zoning","Retirement- Charges to Others","Personnel Costs","-7443.9","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Retirement","General Fund","Tax Supported Funds","Zoning","RSP","Personnel Costs","3982.23","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Retirement","General Fund","Tax Supported Funds","Zoning","ERS","Personnel Costs","60934.52","0"
"2015","General Government","County Attorney","Zoning, Land Use and Economic Development","Retirement","General Fund","Tax Supported Funds","Zoning","GRIP","Personnel Costs","14546.42","0"
"2015","General Government","Finance","Operations and Administration","Salaries and Wages","General Fund","Tax Supported Funds","Management and Operations","Full Time Salaries","Personnel Costs","818704.69","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Management and Operations","Social Security- FICA","Personnel Costs","41872.19","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Management and Operations","Social Security- FICA Medicaid","Personnel Costs","11871.22","0"
"2015","General Government","Finance","Operations and Administration","Group Insurance","General Fund","Tax Supported Funds","Management and Operations","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Management and Operations","RSP","Personnel Costs","9056.13","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Management and Operations","ERS","Personnel Costs","184489.82","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Management and Operations","GRIP","Personnel Costs","11038.38","0"
"2015","General Government","Finance","Information Technology","Salaries and Wages","General Fund","Tax Supported Funds","Information Technology","Full Time Salaries","Personnel Costs","451346.75","0"
"2015","General Government","Finance","Information Technology","Social Security","General Fund","Tax Supported Funds","Information Technology","Social Security- FICA","Personnel Costs","26410.47","0"
"2015","General Government","Finance","Information Technology","Social Security","General Fund","Tax Supported Funds","Information Technology","Social Security- FICA Medicaid","Personnel Costs","6544.53","0"
"2015","General Government","Finance","Information Technology","Group Insurance","General Fund","Tax Supported Funds","Information Technology","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Finance","Information Technology","Retirement","General Fund","Tax Supported Funds","Information Technology","RSP","Personnel Costs","22791.77","0"
"2015","General Government","Finance","Information Technology","Retirement","General Fund","Tax Supported Funds","Information Technology","ERS","Personnel Costs","44508.22","0"
"2015","General Government","Finance","Operations and Administration","Salaries and Wages","General Fund","Tax Supported Funds","Administration - Controller","Full Time Salaries","Personnel Costs","427050.95","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Administration - Controller","Social Security- FICA","Personnel Costs","24746.56","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Administration - Controller","Social Security- FICA Medicaid","Personnel Costs","6192.24","0"
"2015","General Government","Finance","Operations and Administration","Group Insurance","General Fund","Tax Supported Funds","Administration - Controller","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Administration - Controller","RSP","Personnel Costs","22419.05","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Administration - Controller","GRIP","Personnel Costs","9865.82","0"
"2015","General Government","Finance","Accounts Payable","Salaries and Wages","General Fund","Tax Supported Funds","Accounts Payable","Full Time Salaries","Personnel Costs","620029.61","0"
"2015","General Government","Finance","Accounts Payable","Social Security","General Fund","Tax Supported Funds","Accounts Payable","Social Security- FICA","Personnel Costs","38441.84","0"
"2015","General Government","Finance","Accounts Payable","Social Security","General Fund","Tax Supported Funds","Accounts Payable","Social Security- FICA Medicaid","Personnel Costs","8990.43","0"
"2015","General Government","Finance","Accounts Payable","Group Insurance","General Fund","Tax Supported Funds","Accounts Payable","Group Insurance","Personnel Costs","96615","0"
"2015","General Government","Finance","Accounts Payable","Retirement","General Fund","Tax Supported Funds","Accounts Payable","RSP","Personnel Costs","22437.39","0"
"2015","General Government","Finance","Accounts Payable","Retirement","General Fund","Tax Supported Funds","Accounts Payable","GRIP","Personnel Costs","20594.26","0"
"2015","General Government","Finance","Accounts Receivable","Salaries and Wages","General Fund","Tax Supported Funds","Accounts Receivable","Full Time Salaries","Personnel Costs","513613.99","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Salaries and Wages","General Fund","Tax Supported Funds","Human Resources & Appeals","Full Time Salaries","Personnel Costs","809371.12","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Salaries and Wages","General Fund","Tax Supported Funds","Human Resources & Appeals","Part Time Salaries","Personnel Costs","47269.79","0"
"2015","General Government","County Attorney","Support Services","Retirement","General Fund","Tax Supported Funds","Support Services","RSP","Personnel Costs","4011.56","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Social Security","General Fund","Tax Supported Funds","Human Resources & Appeals","Social Security- FICA","Personnel Costs","48863.72","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Social Security","General Fund","Tax Supported Funds","Human Resources & Appeals","Social Security- FICA Medicaid","Personnel Costs","12421.29","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Group Insurance","General Fund","Tax Supported Funds","Human Resources & Appeals","Group Insurance","Personnel Costs","85880","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Retirement","General Fund","Tax Supported Funds","Human Resources & Appeals","RSP","Personnel Costs","27295.82","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Retirement","General Fund","Tax Supported Funds","Human Resources & Appeals","ERS","Personnel Costs","151674.69","0"
"2015","General Government","County Attorney","Human Resources and Appeals","Retirement","General Fund","Tax Supported Funds","Human Resources & Appeals","GRIP","Personnel Costs","6063.24","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Salaries and Wages","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Full Time Salaries","Personnel Costs","2816679.41","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Salaries and Wages","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Salary Charges To Others","Personnel Costs","-80048.98","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Social Security","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Social Security- FICA","Personnel Costs","166072.27","0"
"2013","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","DREAMS Chief","RSP","Personnel Costs",,"5840"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Social Security","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Social Security- FICA Medicaid","Personnel Costs","40841.85","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Social Security","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Social Security- Charge to Others","Personnel Costs","-6123.75","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Group Insurance","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Group Insurance","Personnel Costs","316682.5","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Group Insurance","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Group Insurance- Charges to Others","Personnel Costs","-12007.35","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Retirement","General Fund","Tax Supported Funds","OMB-DEPartment Administration","Retirement- Charges to Others","Personnel Costs","-9685.93","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Retirement","General Fund","Tax Supported Funds","OMB-DEPartment Administration","RSP","Personnel Costs","87173.3","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Retirement","General Fund","Tax Supported Funds","OMB-DEPartment Administration","ERS","Personnel Costs","193284.09","0"
"2015","General Government","Management and Budget","Budget Preparation and Administration","Retirement","General Fund","Tax Supported Funds","OMB-DEPartment Administration","GRIP","Personnel Costs","69083.28","0"
"2015","General Government","Board of Elections","Election Operations","Salaries and Wages","General Fund","Tax Supported Funds","Election Operations","Full Time Salaries","Personnel Costs","458494.16","0"
"2015","General Government","Board of Elections","Election Operations","Salaries and Wages","General Fund","Tax Supported Funds","Election Operations","Lapse (Workforce)","Personnel Costs","-48057.33","0"
"2015","General Government","Board of Elections","Election Operations","Social Security","General Fund","Tax Supported Funds","Election Operations","Social Security- FICA","Personnel Costs","25447.08","0"
"2015","General Government","Board of Elections","Election Operations","Social Security","General Fund","Tax Supported Funds","Election Operations","Social Security- FICA Medicaid","Personnel Costs","5951.33","0"
"2015","General Government","Board of Elections","Election Operations","Group Insurance","General Fund","Tax Supported Funds","Election Operations","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Board of Elections","Election Operations","Salaries and Wages","General Fund","Tax Supported Funds","Elec Judge Operations","Full Time Salaries","Personnel Costs","275170.01","0"
"2015","General Government","Board of Elections","Election Operations","Social Security","General Fund","Tax Supported Funds","Elec Judge Operations","Social Security- FICA","Personnel Costs","17060.54","0"
"2015","General Government","Board of Elections","Election Operations","Social Security","General Fund","Tax Supported Funds","Elec Judge Operations","Social Security- FICA Medicaid","Personnel Costs","3989.97","0"
"2015","General Government","Board of Elections","Election Operations","Group Insurance","General Fund","Tax Supported Funds","Elec Judge Operations","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Board of Elections","Election Operations","Retirement","General Fund","Tax Supported Funds","Elec Judge Operations","RSP","Personnel Costs","19911.94","0"
"2015","General Government","Board of Elections","Voter Registration Services","Salaries and Wages","General Fund","Tax Supported Funds","Voter Registration Services","Full Time Salaries","Personnel Costs","389638.4","0"
"2015","General Government","Board of Elections","Voter Registration Services","Social Security","General Fund","Tax Supported Funds","Voter Registration Services","Social Security- FICA","Personnel Costs","24157.58","0"
"2015","General Government","Board of Elections","Voter Registration Services","Social Security","General Fund","Tax Supported Funds","Voter Registration Services","Social Security- FICA Medicaid","Personnel Costs","5649.76","0"
"2015","General Government","Board of Elections","Voter Registration Services","Group Insurance","General Fund","Tax Supported Funds","Voter Registration Services","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Board of Elections","Voter Registration Services","Retirement","General Fund","Tax Supported Funds","Voter Registration Services","RSP","Personnel Costs","24447.02","0"
"2015","General Government","Board of Elections","Voter Registration Services","Retirement","General Fund","Tax Supported Funds","Voter Registration Services","ERS","Personnel Costs","29980.85","0"
"2015","General Government","Board of Elections","Voter Registration Services","Salaries and Wages","General Fund","Tax Supported Funds","Absentee Voting Services","Full Time Salaries","Personnel Costs","163066.45","0"
"2015","General Government","Board of Elections","Voter Registration Services","Social Security","General Fund","Tax Supported Funds","Absentee Voting Services","Social Security- FICA","Personnel Costs","10110.12","0"
"2015","General Government","Board of Elections","Voter Registration Services","Social Security","General Fund","Tax Supported Funds","Absentee Voting Services","Social Security- FICA Medicaid","Personnel Costs","2364.46","0"
"2015","General Government","Board of Elections","Voter Registration Services","Group Insurance","General Fund","Tax Supported Funds","Absentee Voting Services","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Board of Elections","Voter Registration Services","Retirement","General Fund","Tax Supported Funds","Absentee Voting Services","RSP","Personnel Costs","13045.32","0"
"2015","General Government","County Attorney","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Administration","Full Time Salaries","Personnel Costs","633980.58","0"
"2015","General Government","County Attorney","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA","Personnel Costs","31422.11","0"
"2015","General Government","County Attorney","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA Medicaid","Personnel Costs","9192.72","0"
"2015","General Government","County Attorney","Administration","Group Insurance","General Fund","Tax Supported Funds","Administration","Group Insurance","Personnel Costs","53675","0"
