"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Infants & Toddlers","Retirement","Grant Fund","Non-Tax Supported Funds","Infants & Toddlers","RSP","Personnel Costs","30363.92","0"
"2015","Health and Human Services","Health and Human Services","Infants & Toddlers","Retirement","Grant Fund","Non-Tax Supported Funds","Infants & Toddlers","ERS","Personnel Costs","25528.53","0"
"2015","Health and Human Services","Health and Human Services","Infants & Toddlers","Retirement","Grant Fund","Non-Tax Supported Funds","Infants & Toddlers","GRIP","Personnel Costs","3320.16","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Full Time Salaries","Personnel Costs","56491.89","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA","Personnel Costs","3502.5","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA Medicaid","Personnel Costs","819.13","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Group Insurance","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Group Insurance","Personnel Costs","8910.05","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","RSP","Personnel Costs","4519.35","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Full Time Salaries","Personnel Costs","28961.7","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Social Security- FICA","Personnel Costs","1795.63","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Social Security- FICA Medicaid","Personnel Costs","419.94","0"
"2015","Health and Human Services","Health and Human Services","Health Care & Group Residential Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Health Care & Group Residential Services","Group Insurance","Personnel Costs","7943.9","0"
"2015","Health and Human Services","Health and Human Services","Health Care & Group Residential Services","Retirement","Grant Fund","Non-Tax Supported Funds","Health Care & Group Residential Services","ERS","Personnel Costs","11482.02","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Senior Group Assisted Housing Subsidy","Full Time Salaries","Personnel Costs","4698.97","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Group Assisted Housing Subsidy","Social Security- FICA","Personnel Costs","291.34","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Group Assisted Housing Subsidy","Social Security- FICA Medicaid","Personnel Costs","68.14","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Senior Group Assisted Housing Subsidy","Group Insurance","Personnel Costs","751.45","0"
"2015","Health and Human Services","Health and Human Services","Assisted Living Services","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Group Assisted Housing Subsidy","ERS","Personnel Costs","1632.89","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","Group Insurance","Personnel Costs","24475.8","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Retirement","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","RSP","Personnel Costs","9983.1","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Retirement","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","ERS","Personnel Costs","19128.18","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Full Time Salaries","Personnel Costs","243413.31","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA","Personnel Costs","15091.63","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA Medicaid","Personnel Costs","3529.49","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Group Insurance","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Group Insurance","Personnel Costs","39075.4","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","RSP","Personnel Costs","8091.37","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","ERS","Personnel Costs","30174.82","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Retirement","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","GRIP","Personnel Costs","2160.4","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Full Time Salaries","Personnel Costs","54184.12","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Social Security- FICA","Personnel Costs","3359.42","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Social Security- FICA Medicaid","Personnel Costs","785.67","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Group Insurance","Personnel Costs","7514.5","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","GRIP","Personnel Costs","3641.17","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Full Time Salaries","Personnel Costs","12145.23","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Part Time Salaries","Personnel Costs","14878.4","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Social Security- FICA","Personnel Costs","1675.47","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","GRIP","Personnel Costs","6021.26","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Full Time Salaries","Personnel Costs","23221.77","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Social Security- FICA","Personnel Costs","1439.75","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Social Security- FICA Medicaid","Personnel Costs","336.72","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","Group Insurance","Personnel Costs","3220.5","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Health Promotion","GRIP","Personnel Costs","1560.5","0"
"2015","Health and Human Services","Health and Human Services","Ombudsman Services","Retirement","Grant Fund","Non-Tax Supported Funds","Ombudsman Services","RSP","Personnel Costs","2886.46","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Community Partnership","Full Time Salaries","Personnel Costs","55076.21","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Social Security","Grant Fund","Non-Tax Supported Funds","Community Partnership","Social Security- FICA","Personnel Costs","3414.72","0"
"2015","Public Safety","Sheriff","Special Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Domestic Violence","RSP","Personnel Costs","3281.59","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Retirement","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","RSP","Personnel Costs","1125.28","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Full Time Salaries","Personnel Costs","52910.47","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Social Security","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Social Security- FICA","Personnel Costs","3280.45","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Social Security","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Social Security- FICA Medicaid","Personnel Costs","767.2","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Group Insurance","Personnel Costs","9554.15","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Retirement","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","RSP","Personnel Costs","4232.84","0"
"2015","Health and Human Services","Health and Human Services","Chief Behavioral Health & Crisis Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Chief-Behavioral Health & Crisis Services","Full Time Salaries","Personnel Costs","76856.83","0"
"2015","Health and Human Services","Health and Human Services","Chief Behavioral Health & Crisis Services","Social Security","Grant Fund","Non-Tax Supported Funds","Chief-Behavioral Health & Crisis Services","Social Security- FICA","Personnel Costs","3685.9","0"
"2015","Health and Human Services","Health and Human Services","Chief Behavioral Health & Crisis Services","Social Security","Grant Fund","Non-Tax Supported Funds","Chief-Behavioral Health & Crisis Services","Social Security- FICA Medicaid","Personnel Costs","1114.42","0"
"2015","Health and Human Services","Health and Human Services","Chief Behavioral Health & Crisis Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Chief-Behavioral Health & Crisis Services","Group Insurance","Personnel Costs","5367.5","0"
"2015","Health and Human Services","Health and Human Services","Chief Behavioral Health & Crisis Services","Retirement","Grant Fund","Non-Tax Supported Funds","Chief-Behavioral Health & Crisis Services","RSP","Personnel Costs","6148.55","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Full Time Salaries","Personnel Costs","717193.72","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Social Security- FICA","Personnel Costs","43521.87","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Social Security- FICA Medicaid","Personnel Costs","10399.31","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Group Insurance","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Group Insurance","Personnel Costs","79439","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","RSP","Personnel Costs","6500.17","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","ERS","Personnel Costs","105792.64","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","GRIP","Personnel Costs","20016.33","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs","390252.43","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs","23713.89","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs","5658.66","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","GRIP","Personnel Costs","15310.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Code Enforcement","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Code Enforcement","Full Time Salaries","Personnel Costs","226083.33","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Code Enforcement","Social Security","Grant Fund","Non-Tax Supported Funds","Code Enforcement","Social Security- FICA","Personnel Costs","14017.17","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Code Enforcement","Social Security","Grant Fund","Non-Tax Supported Funds","Code Enforcement","Social Security- FICA Medicaid","Personnel Costs","3278.21","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Code Enforcement","Group Insurance","Grant Fund","Non-Tax Supported Funds","Code Enforcement","Group Insurance","Personnel Costs","37572.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Code Enforcement","Retirement","Grant Fund","Non-Tax Supported Funds","Code Enforcement","RSP","Personnel Costs","18086.67","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs","129806.84","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs","7826.76","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs","1882.2","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Full Time Salaries","Personnel Costs","166895.94","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA","Personnel Costs","10347.55","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA Medicaid","Personnel Costs","2419.99","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance","Personnel Costs","32205","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","RSP","Personnel Costs","13351.68","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Juvenile Justice Services","Full Time Salaries","Personnel Costs","89839.26","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","Juvenile Justice Services","Social Security- FICA","Personnel Costs","5570.03","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","Juvenile Justice Services","Social Security- FICA Medicaid","Personnel Costs","1302.67","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Group Insurance","Grant Fund","Non-Tax Supported Funds","Juvenile Justice Services","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Group Insurance","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Retirement","Grant Fund","Non-Tax Supported Funds","EMG/EOC","RSP","Personnel Costs","6547.1","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","Full Time Salaries","Personnel Costs","131127.04","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","Part Time Salaries","Personnel Costs","125637.23","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","Social Security- FICA","Personnel Costs","15869.22","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","Social Security- FICA Medicaid","Personnel Costs","3723.08","0"
"2015","Health and Human Services","Health and Human Services","School Health Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Head Start/Pre-K (Health)","Group Insurance","Personnel Costs","50525.35","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","ERS","Personnel Costs","8248.79","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Full Time Salaries","Personnel Costs","37187.43","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA","Personnel Costs","2305.62","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA Medicaid","Personnel Costs","539.22","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Group Insurance","Personnel Costs","5367.5","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","RSP","Personnel Costs","2974.99","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Full Time Salaries","Personnel Costs","272072.42","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA","Personnel Costs","16868.49","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA Medicaid","Personnel Costs","3945.05","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Group Insurance","Personnel Costs","42940","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","GRIP","Personnel Costs","4752.71","0"
"2015","Health and Human Services","Health and Human Services","Dental Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Dental","Full Time Salaries","Personnel Costs","50865.24","0"
"2015","Health and Human Services","Health and Human Services","Dental Services","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Dental","Social Security- FICA","Personnel Costs","3153.64","0"
"2015","Health and Human Services","Health and Human Services","Dental Services","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Dental","Social Security- FICA Medicaid","Personnel Costs","737.55","0"
"2015","Health and Human Services","Health and Human Services","Dental Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Dental","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Dental Services","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Dental","GRIP","Personnel Costs","3418.14","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Full Time Salaries","Personnel Costs","90570.1","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA","Personnel Costs","5615.35","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Social Security","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Social Security- FICA Medicaid","Personnel Costs","1313.27","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","RSP","Personnel Costs","7245.61","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Salary Charges From Others","Personnel Costs","144188.5","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- Charges from Others","Personnel Costs","11030.42","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Group Insurance- Charges From Others","Personnel Costs","21628.27","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Retirement- Charges from Others","Personnel Costs","17446.81","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Full Time Salaries","Personnel Costs","206631.89","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Salary Charges To Others","Personnel Costs","-5433.02","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Lapse (Workforce)","Personnel Costs","-52541.42","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA","Personnel Costs","9553.61","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Social Security","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","Social Security- FICA Medicaid","Personnel Costs","2234.31","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","RSP","Personnel Costs","2101.66","0"
"2015","Health and Human Services","Health and Human Services","Child Welfare Services","Retirement","Grant Fund","Non-Tax Supported Funds","Child Welfare Services","ERS","Personnel Costs","15770.57","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","Full Time Salaries","Personnel Costs","384520.47","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Social Security","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","Social Security- FICA","Personnel Costs","23840.27","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Social Security","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","Social Security- FICA Medicaid","Personnel Costs","5575.55","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","Group Insurance","Personnel Costs","69777.5","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Retirement","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","RSP","Personnel Costs","18121.88","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Retirement","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","ERS","Personnel Costs","28947.74","0"
"2015","Health and Human Services","Health and Human Services","Rental & Energy Assistance Program","Retirement","Grant Fund","Non-Tax Supported Funds","Home Energy Assistance Program","GRIP","Personnel Costs","2009.87","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Full Time Salaries","Personnel Costs","111156.79","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Income Supports","Salary Charges To Others","Personnel Costs","-10582.56","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA","Personnel Costs","6891.72","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- FICA Medicaid","Personnel Costs","1611.77","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Social Security","Grant Fund","Non-Tax Supported Funds","Income Supports","Social Security- Charge to Others","Personnel Costs","-809.57","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Income Supports","Group Insurance- Charges to Others","Personnel Costs","-1587.38","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","Retirement- Charges to Others","Personnel Costs","-1280.49","0"
"2015","Health and Human Services","Health and Human Services","Office of Eligibility and Support Services","Retirement","Grant Fund","Non-Tax Supported Funds","Income Supports","RSP","Personnel Costs","8892.54","0"
"2015","Public Safety","Sheriff","Special Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Domestic Violence","Full Time Salaries","Personnel Costs","41019.91","0"
"2015","Public Safety","Sheriff","Special Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Domestic Violence","Social Security- FICA","Personnel Costs","2543.23","0"
"2015","Public Safety","Sheriff","Special Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Domestic Violence","Social Security- FICA Medicaid","Personnel Costs","594.79","0"
"2015","Public Safety","Sheriff","Special Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Domestic Violence","Group Insurance","Personnel Costs","8695.35","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Full Time Salaries","Personnel Costs","323283.21","0"
"2015","Health and Human Services","Health and Human Services","STD/HIV Prevention & Treatment Program","Retirement","Grant Fund","Non-Tax Supported Funds","STD/HIV Services","RSP","Personnel Costs","2820.52","0"
"2015","Health and Human Services","Health and Human Services","Public Health Emergency Preparedness & Response Pr","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Public Health Emergency Preparedness & Response Prgm","Part Time Salaries","Personnel Costs","88193.71","0"
