"fid","objectid","status","score","side","stan_addr","location","numtrips","shelter","servicepro","time_","busstop","busroute","direction","frequency","location_1"
"114","115","M","85",,"| | 18TH | ST | | | | PENNSYLVANIA | AVE | NW |","18th st & Pennsylvania Ave NW",," ","MTA, PRTC PM"," ","World Bank","907/929/995","N/N/S",,"18th st & Pennsylvania Ave NW
,  
(38.89958, -77.041691)"
"82","83","M","85",,"| | 3RD | ST | | | | C | ST | NW |","3rd st & C St NW","20"," ","Loudoun County AM","6:34 AM - 9:15 AM","Front of Fountain - no sign"," "," ",,"3rd st & C St NW
,  
(34.233184, -95.62472)"
"77","78","M","85",,"| | 14TH | ST | | | | CONSTITUTION | AVE | NW |","14th ST & Constitution Ave NW","20"," ","MTA, Loudoun County AM/PM","6:15 AM - 9:03 AM","Stoplight before Constitution - No Sign"," "," ",,"14th ST & Constitution Ave NW
,  
(38.892082, -77.031971)"
"7","8","T","69",,"| | 18TH | ST | | | | F | ST | |","18th Street & F Street","53","No","MTA, PRTC PM","Afternoon"," "," "," ",,"18th Street & F Street
,  
(35.581533, -119.333864)"
"40","41","T","69",,"| | 11TH | ST | | | | G | ST | |","11th st & G Street","16","Yes","PRTCPM","Afternoon","Metro Center"," "," ",,"11th st & G Street
,  
(42.602836, -72.565217)"
"99","100","M","85",,"| | 13TH | ST | | | | H | ST | NW |","13th st & H St NW",," ","MTA, PRTC AM"," "," ","915","S",,"13th st & H St NW
,  
(38.899819, -77.029608)"
"104","105","M","85",,"| | 15TH | ST | | | | P | ST | NW |","15th st & P St NW",," ","MTA"," "," ","915","N",,"15th st & P St NW
,  
(38.909626, -77.03459)"
"142","143","M","85",,"| | L | ST | | | | 19TH | ST | NW |","L st & 19th St NW",," ","MTA"," "," ","907","S",,"L st & 19th St NW
,  
(39.843911, -84.927454)"
"92","93","T","85",,"| | 19TH | ST | | | | E | ST | NW |","19th st & E St NW","21"," ","MTA, PRTC AM, Loudoun County PM","3:51 PM - 6:09 PM","NE corner - no sign"," "," ",,"19th st & E St NW
,  
(38.89541, -77.043468)"
"67","68","M","85",,"| | L | ST | | | | 21ST | ST | NW |","L st & 21st St NW",," ","MTA"," "," ","907","S",,"L st & 21st St NW
,  
(38.903739, -77.046634)"
"157","158","M","85",,"| | PENNSYLVANIA | AVE | | | | 12TH | ST | NW |","Pennsylvania Ave & 12th St NW",," ","MTA","Morning","Federal Triangle M","901/902/904/905/909/922","N/N/N/N/N/B",,"Pennsylvania Ave & 12th St NW
,  
(35.481754, -97.547655)"
"109","110","T","85",,"| | 18TH | ST | | | | E | ST | NW |","18th st & E St NW",," ","MTA, Loudoun County AM"," "," ","907/929/995","N/N/S",,"18th st & E St NW
,  
(38.895404, -77.041715)"
"3","4","T","69",,"| | 7TH | ST | | | | C | ST | |","7th Street & C Street","13","No","MTA, PRTC AM/PM","Morning","Federal Aviation Administration"," "," ",,"7th Street & C Street
,  
(35.746972, -117.400065)"
"81","82","M","85",,"| | INDEPENDENCE | AVE | | | | 6TH | ST | SW |","Independence ave & 6th St SW","20"," ","MTA, PRTC AM/PM, Loudoun County AM/PM","6:30 AM - 9:11 AM","Metro Shelter - SW corner"," "," ",,"Independence ave & 6th St SW
,  
(40.054405, -75.129222)"
"171","172","T","69",,"| | 19TH | ST | | | | H | ST | |","19th st & H Street","42","Yes","MTA, PRTC AM, Loudoun County PM","Morning","IMF"," "," ",,"19th st & H Street
,  
(35.376241, -119.021221)"
"36","37","T","69",,"| | 4TH | ST | | | | MADISON | AVE | NW |","4th Street & Madison Avenue NW","16","No","PRTCPM","Afternoon","National Gallery"," "," ",,"4th Street & Madison Avenue NW
,  
(48.806633, -102.245074)"
"166","167","T","69",,"| | 14TH | ST | | | | F | ST | |","14th Street & F Street","55","No","PRTC AM/PM, Loudoun County AM/PM","Morning"," "," "," ",,"14th Street & F Street
,  
(32.713653, -117.151956)"
"113","114","M","85",,"| | 18TH | ST | | | | MASSACHUSETTS | AVE | NW |","18th st & Massachusetts Ave NW",," ","MTA","Morning"," Dupont Circle M","929","N",,"18th st & Massachusetts Ave NW
,  
(38.909048, -77.041701)"
"124","125","M","85",,"| | 7TH | ST | | | | CONSTITUTION | AVE | NW |","7th St & Constitution Ave NW",," ","MTA, PRTC PM","Morning","Archives M","915/929/995","B/B/B",,"7th St & Constitution Ave NW
,  
(38.892078, -77.022004)"
"49","50","T","69",,"| | M | ST | | | | NEW JERSEY | AVE | |","M Street & New Jersey Ave","7","No","PRTCPM","Afternoon","Navy Yard Metro"," "," ",,"M Street & New Jersey Ave
,  
(38.876522, -77.004178)"
"64","65","M","85",,"| | INDEPENDENCE | AVE | | | | 12TH | ST | SW |","Independence Ave & 12th St SW",," ","MTA, PRTC PM, Loudoun County AM/PM","Morning","Smithsonian M","907/909/922","B/B/B",,"Independence Ave & 12th St SW
,  
(38.715906, -105.127924)"
"19","20","T","69",,"| | M | ST | | | | HALF | ST | |","M Street & Half Street (20 M Street)","7","No","PRTCPM","Afternoon"," "," "," ",,"M Street & Half Street (20 M Street)
,  
(38.876405, -77.007455)"
"152","153","M","71",,"N |  | NORTH CAPITOL | ST |  |  |  | H | ST | NE","N North Capitol & H St",," ","MTA, Loudoun County AM/PM"," ","Union Center Plaza","903/922","B/B",,"N NORTH CAPITOL ST & H ST NE
,  
(38.900282, -77.008995)"
"96","97","M","85",,"| | 12TH | ST | | | | G | ST | NW |","12th st & G St NW",," ","MTA","Morning","Metro Center M","901/902/904/905/907","N/N/B/N/N",,"12th st & G St NW
,  
(38.898307, -77.028051)"
"51","52","T","69",,"| | PENNSYLVANIA | AVE | | | | 3RD | ST | |","Pennsylvania Avenue & 3rd Street","2","No","PRTC PM, Loudoun County PM","Afternoon","National Gallery of Art"," "," ",,"Pennsylvania Avenue & 3rd Street
,  
(37.942589, -122.366689)"
"68","69","M","85",,"| | LOUISIANA | AVE | | | | D | ST | NW |","Louisiana Ave & D St NW",," ","MTA, PRTC PM"," ","Union Station Plaza","903","S",,"Louisiana Ave & D St NW
,  
(38.894793, -77.00949)"
"181","182","T","69",,"| | M | ST | | | | 4TH | ST | |","M Street & 4th Street","4","No","MTA, PRTC AM/PM","Morning"," "," "," ",,"M Street & 4th Street
,  
(38.400455, -78.624878)"
"187","188","T","69",,"| | PENNSYLVANIA | AVE | | | | 10TH | ST | |","Pennsylvania Avenue & 10th Street","13","Yes","MTA, PRTC AM","Morning","Justice Department"," "," ",,"Pennsylvania Avenue & 10th Street
,  
(30.280772, -89.772755)"
"128","129","M","71",,"E |  | EAST CAPITOL | ST |  |  |  | 2ND | ST | NE","E East Capitol & 2nd St",," ","MTA"," ","Supreme Court","922","W",,"E EAST CAPITOL ST & 2ND ST NE
,  
(38.889808, -77.003505)"
"32","33","T","69",,"| | INDEPENDENCE | AVE | | | | 4TH | ST | |","Independence Avenue & 4th Street","2","No","MTA, PRTC AM/PM","Afternoon"," "," "," ",,"Independence Avenue & 4th Street
,  
(42.926682, -82.4903)"
"156","157","M","85",,"| | PENNSYLVANIA | AVE | | | | 10TH | ST | NW |","Pennsylvania Ave & 10th St NW",," ","MTA, PRTC AM"," ","FBI, Dept. of Justice","901/902/904/905","B/B/B/B",,"Pennsylvania Ave & 10th St NW
,  
(35.478648, -97.547889)"
"11","12","M","69",,"| | 14TH | ST | | | | NEW YORK | AVE | |","14th Street & New York Avenue","53","No","PRTCPM","Afternoon","slug line"," "," ",,"14th Street & New York Avenue
,  
(28.245054, -81.28357)"
"73","74","M","85",,"| | K | ST | | | | 14TH | ST | NW |","K ST & 14th St NW","20"," ","MTA, Loudoun County AM","6:11 AM - 8:59 AM","Metro Shelter - SE corner"," "," ",,"K ST & 14th St NW
,  
(38.90253, -77.031943)"
"145","146","M","85",,"| | M | ST | | | | 23RD | ST | NW |","M st & 23rd St NW",," ","MTA"," "," ","907","N",,"M st & 23rd St NW
,  
(38.90526, -77.050111)"
"100","101","M","85",,"| | 14TH | ST | | | | G | ST | NW |","14th st & G St NW",," ","MTA","Morning"," Metro Center M","922","B",,"14th st & G St NW
,  
(38.898317, -77.031935)"
"88","89","T","85",,"| | I | ST | | | | 15TH | ST | NW |","I st & 15th St NW","21"," ","PRTC AM, Loudoun County PM","3:45 PM - 6:03 PM","McPherson Building - N side of I St - front of Starbucks"," "," ",,"I st & 15th St NW
,  
(38.901301, -77.034642)"
"105","106","M","85",,"| | 15TH | ST | | | | MASSACHUSETTS | AVE | NW |","15th St & Massachusetts Ave NW",," ","MTA"," "," ","915","N",,"15th St & Massachusetts Ave NW
,  
(38.906607, -77.034567)"
"41","42","M","85",,"| | VIRGINIA | AVE | | | | 21ST | ST | NW |","Virginia Ave & 21 St NW","20"," ","PRTC AM/PM, Loudoun County AM","5:59 AM - 8:46 AM","Metro Sign - SW corner"," "," ",,"Virginia Ave & 21 St NW
,  
(35.491233, -97.544916)"
"160","161","M","85",,"| | PENNSYLVANIA | AVE | | | | 9TH | ST | NW |","Pennsylvania Ave & 9th St NW",," ","MTA"," ","Dept. of Justice","922","B",,"Pennsylvania Ave & 9th St NW
,  
(44.018991, -116.91366)"
"191","192","T","69",,"| | M | ST | | | | 3RD | ST | |","M Street & 3rd Street","4","Yes","PRTC AM/PM","Morning","Waterside Mall, cross South Capitol"," "," ",,"M Street & 3rd Street
,  
(41.218146, -98.452723)"
"56","57","M","85",,"| | 11TH | ST | | | | H | ST | NW |","11th st & H St NW",," ","MTA, PRTC AM","Morning","Metro Center M","901/902/904/905/907","S/S/S/S/S",,"11th st & H St NW
,  
(38.899823, -77.027011)"
"115","116","T","85",,"| | 19TH | ST | | | | E | ST | NW |","19th st & E St NW",," ","MTA, PRTC AM, Loudoun County PM"," ","Office of Personnel Mgmt.","902/904/905/907/929/995","N/N/N/S/S/N",,"19th st & E St NW
,  
(38.89541, -77.043468)"
"175","176","T","69",,"| | 12TH | ST | | | | C | ST | |","12th Street & C Street","4","No","PRTCAM","Morning"," "," "," ",,"12th Street & C Street
,  
(44.784397, -117.844028)"
"24","25","T","69",,"| | 12TH | ST | | | | INDEPENDENCE | AVE | |","12th Street & Independence Avenue","2","No","MTA, PRTC PM, Loudoun County AM/PM","Afternoon","Agriculture Department"," "," ",,"12th Street & Independence Avenue
,  
(38.715906, -105.127924)"
"8","9","M","69",,"| | 18TH | ST | | | | PENNSYLVANIA | AVE | |","18th Street & Pennsylvania Avenue","53","No","MTA, PRTC PM","Afternoon"," "," "," ",,"18th Street & Pennsylvania Avenue
,  
(42.185116, -83.173465)"
"76","77","T","85",,"| | 14TH | ST | | | | PENNSYLVANIA | AVE | NW |","14th ST & Pennsylvania Ave NW","20"," ","MTA, PRTC AM/PM, Loudoun County AM","6:14 AM - 9:02 AM","Metro Shelter - NE corner"," "," ",,"14th ST & Pennsylvania Ave NW
,  
(38.896126, -77.03197)"
"120","121","M","85",,"| | 21ST | ST | | | | C | ST | NW |","21st st & C St NW",," ","MTA"," ","State Department","902/904","B/B",,"21st st & C St NW
,  
(38.893533, -77.046676)"
"59","60","M","85",,"| | 16TH | ST | | | | K | ST | NW |","16th st & K St NW",," ","MTA"," "," ","901/915","B/S",,"16th st & K St NW
,  
(38.902635, -77.03655)"
"83","84","M","71",,"N |  | NORTH CAPITOL | ST |  |  |  | MASSACHUSETTS | AVE | NW","N North Capitol & Massachusetts Ave NW","20"," ","MTA, Loudoun County AM/PM","6:40 AM - 9:18 AM","SE corner - no sign"," "," ",,"N NORTH CAPITOL ST & MASSACHUSETTS AVE NW
,  
(38.897388, -77.009005)"
"153","154","M","71",,"N |  | NORTH CAPITOL | ST |  |  |  | MASSACHUSETTS | AVE | NE","N North Capitol St & Massachusetts Ave",," ","MTA, Loudoun County AM/PM"," ","(opp. F St.)","903","N",,"N NORTH CAPITOL ST & MASSACHUSETTS AVE NE
,  
(38.897388, -77.009005)"
"37","38","T","69",,"| | PENNSYLVANIA | AVE | | | | CONSTITUTION | AVE | |","Pennsylvania Avenue & Constitution Avenue","16","No","PRTCPM","Afternoon"," "," "," ",,"Pennsylvania Avenue & Constitution Avenue
,  
(42.925983, -112.490604)"
"172","173","M","69",,"| | 19TH | ST | | | | F | ST | |","19th st & F Street","42","No","PRTCAM","Morning"," "," "," ",,"19th st & F Street
,  
(35.580423, -119.333877)"
"31","32","M","69",,"| | LOUISIANA | AVE | | | | 1ST | ST | |","Louisiana Avenue & 1st Street","2","No","PRTCPM","Afternoon"," "," "," ",,"Louisiana Avenue & 1st Street
,  
(31.629767, -91.551498)"
"52","53","M","69",,"| | LOUISIANA | AVE | | | | D | ST | |","Louisiana Avenue & D Street","2","No","MTA, PRTC PM","Afternoon"," "," "," ",,"Louisiana Avenue & D Street
,  
(41.474882, -82.156023)"
"188","189","T","69",,"| | PENNSYLVANIA | AVE | | | | 7TH | ST | |","Pennsylvania Avenue & 7th Street","13","No","MTA, PRTC AM/PM","Morning","National Archives"," "," ",,"Pennsylvania Avenue & 7th Street
,  
(28.251547, -81.282441)"
"20","21","T","69",,"| | M | ST | | | | 3RD | ST | |","M Street & 3rd Street","7","No","PRTC AM/PM","Afternoon","Waterside Mall"," "," ",,"M Street & 3rd Street
,  
(41.218146, -98.452723)"
"108","109","M","85",,"| | 16TH | ST | | | | P | ST | NW |","16th st & P St NW",," ","MTA"," "," ","915","S",,"16th st & P St NW
,  
(38.909641, -77.036575)"
"4","5","T","69",,"| | D | ST | | | | 9TH | ST | |","D Street & 9th Street","13","No","PRTCAM","Morning","Housing and Urban Development"," "," ",,"D Street & 9th Street
,  
(34.730783, -77.453605)"
"127","128","M","85",,"| | CONSTITUTION | AVE | | | | 15TH | ST | NW |","Constitution Ave & 15th St NW",," ","MTA"," ","Dept. of Commerce","907/929/995","N/N/B",,"Constitution Ave & 15th St NW
,  
(39.891254, -75.177187)"
"137","138","T","85",,"| | K | ST | | | | 15TH | ST | NW |","K st & 15th St NW",," ","MTA, Loudoun County AM"," "," ","902/904/905/909","B/B/B/B",,"K st & 15th St NW
,  
(38.902517, -77.034585)"
"80","81","M","85",,"| | INDEPENDENCE | AVE | | | | 7TH | ST | SW |","Independence ave & 7th St SW","20"," ","MTA, PRTC PM, Loudoun County AM","6:29 AM - 9:10 AM","SW corner - no sign"," "," ",,"Independence ave & 7th St SW
,  
(39.786461, -94.851618)"
"95","96","M","85",,"| | 12TH | ST | | | | E | ST | NW |","12th st & E St NW",," ","MTA"," "," ","915","N",,"12th st & E St NW
,  
(38.89614, -77.028023)"
"132","133","M","85",,"| | INDEPENDENCE | AVE | | | | 14TH | ST | SW |","Independence Ave & 14th St SW",," ","MTA, PRTC AM/PM, Loudoun County PM"," ","Dept. of Agriculture","907/909/922","B/S/B",,"Independence Ave & 14th St SW
,  
(38.887525, -77.031892)"
"48","49","T","69",,"| | 12TH | ST | | | | M | ST | |","12th Street & M Street","7","Yes","PRTCPM","Afternoon","Maritime Plaza"," "," ",,"12th Street & M Street
,  
(40.144111, -97.167121)"
"16","17","T","69",,"| | M | ST | | | | 10TH | ST | |","M Street & 10th Street","7","Yes","PRTCPM","Afternoon"," "," "," ",,"M Street & 10th Street
,  
(40.394908, -95.842927)"
"167","168","T","69",,"| | I | ST | | | | 15TH | ST | |","I St & 15th Street","42","No","PRTC AM, Loudoun County PM","Morning"," "," "," ",,"I St & 15th Street
,  
(39.541553, -119.761976)"
"63","64","M","85",,"| | CONSTITUTION | AVE | | | | 3RD | ST | NW |","Constitution Ave & 3rd St NW",," ","MTA"," ","Dept. of Labor","903/922","B/B",,"Constitution Ave & 3rd St NW
,  
(35.098979, -106.64765)"
"91","92","T","85",,"| | 19TH | ST | | | | H | ST | NW |","19th st & H St NW","21"," ","MTA, PRTC AM, Loudoun County PM","3:50 PM - 6:08 PM","SE Corner - no sign"," "," ",,"19th st & H St NW
,  
(38.899574, -77.043475)"
"112","113","M","85",,"| | 18TH | ST | | | | M | ST | NW |","18th st & M St NW",," ","MTA"," "," ","929/995","N/S",,"18th st & M St NW
,  
(38.905633, -77.041696)"
"123","124","M","85",,"| | 4TH | ST | | | | E | ST | SW |","4th st & E St SW",," ","MTA"," ","NASA","903","B",,"4th st & E St SW
,  
(44.631848, -121.13064)"
"84","85","M","71",,"N |  | NORTH CAPITOL | ST |  |  |  | H | ST | NW","N North Capitol & H St NW","20"," ","MTA, Loudoun County AM/PM","6:43 AM - 9:21 AM","Metro Sign - 1/2 block before SE corner"," "," ",,"N NORTH CAPITOL ST & H ST NW
,  
(38.900169, -77.008998)"
"101","102","M","85",,"| | 14TH | ST | | | | K | ST | NW |","14th st & K St NW",," ","MTA, Loudoun County AM","Morning"," McPherson Square M","901/915","B/B",,"14th st & K St NW
,  
(38.902642, -77.031944)"
