"the_geom","business_name","full_address","city","state","country","zip","address_authority","abc","business_naics_code","phone_number","website","latitude","longitude","business_id","address_id","jurisdiction"
"POINT (-91.105168024768 30.369400751585)","BLUEBONNET SWAMP NATURE CENTER","10503 N OAK HILLS PKWY","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","713000",,,"30","-91","50318","4436","EBRP"
"POINT (-91.087076146047 30.393231737221)","RED LOBSTER #6368","6051 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","722000",,,"30","-91","34747","135996","EBRP"
"POINT (-91.157382194279 30.44788817036)","CULINARY PRODUCTIONS","3004 NORTH BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","27198","66893","EBRP"
"POINT (-91.143404416186 30.417215651618)","WALGREENS # 06448","4485 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","446110","225-926-0734","http://walgreens.com/","30","-91","38064","84062","EBRP"
"POINT (-91.132983604733 30.558427600599)","CIRCLE K # 1813","12392 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","PARISH","YES","447000","225-774-5123","http://circlek.com/","31","-91","26557","17590","EBRP"
"POINT (-91.187495316351 30.43986727237)","GEORGES PLACE","860 SAINT LOUIS ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","29297","118978","EBRP"
"POINT (-91.015701090681 30.408079319748)","SHELL","5055 JONES CREEK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447000",,,"30","-91","41432","89068","EBRP"
"POINT (-91.05633962221 30.4949482749)","RAMA","11353 STE B GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","PARISH","YES","445000",,,"30","-91","66025","10650","EBRP"
"POINT (-91.133721736594 30.444915691892)","SUPERIOR BAR AND GRILL","5435 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","36549","93736","EBRP"
"POINT (-91.101178050941 30.424906545436)","JEFFERSON  HWY RECREATIONAL CENTER","8133 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES",,,,"30","-91","60432","115658","EBRP"
"POINT (-91.135894153776 30.424547143033)","KRAB QUEENZ SEAFOOD & DAIQUIRIS","5260 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","66966","135845","EBRP"
"POINT (-91.016380714945 30.402337430443)","KWIK STOP","5605 JONES CREEK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447110",,,"30","-91","2142","95367","EBRP"
"POINT (-91.18817087838 30.450946487555)","MATHERNES MARKET @ 440 ON 3RD","440 STE 100 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110",,"http://mathernes.com/","30","-91","41551","217381","EBRP"
"POINT (-91.180524106461 30.40234879123)","LIT PIZZA","3930 STE K BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","46910","216739","EBRP"
"POINT (-91.108368500549 30.39485221074)","BURGERIM","7673 STE B1 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","64964","236387","EBRP"
"POINT (-91.074310907863 30.419529783722)","COSTCO WHOLESALE","10000 DAWNADELE AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","453000",,,"30","-91","38896","27","EBRP"
"POINT (-91.056795993795 30.413376204791)","WILLIE'S RESTAURANT","11260 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","45898","151577","EBRP"
"POINT (-91.039464124776 30.380934622446)","CVS/PHARMACY #8961","12880 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","446110","225-751-3611","http://cvs.com/","30","-91","27282","159328","EBRP"
"POINT (-91.151256909979 30.472489683464)","JOES GRILL LLC","3896 IROQUOIS ST","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","722000",,,"30","-91","67466","140051","EBRP"
"POINT (-91.062876904379 30.38636400867)","THE OLIVE GARDEN ITALIAN RESTAURANT","6911 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","37088","107182","EBRP"
"POINT (-91.014716439651 30.397435010085)","SOUTHERN OAKS ATHLETIC CLUB LLC","15253 SHENANDOAH AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","815000",,,"30","-91","36091","133736","EBRP"
"POINT (-91.053258439614 30.458511196852)","XBIO BAR","11690 STE D FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","63296","232294","EBRP"
"POINT (-91.04706820424 30.394699396496)","JAYLA FOOD MART","12256 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445110",,,"30","-91","20690","16493","EBRP"
"POINT (-91.16288669197 30.391634719492)","MURPHY EXPRESS #8808","510 W LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","447000",,,"30","-91","50231","158806","EBRP"
"POINT (-91.135978895676 30.551278252918)","TJ'S LOUNGE","11585 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","PARISH","YES","722000",,,"31","-91","37358","12042","EBRP"
"POINT (-91.11311076619 30.462203136829)","DJ'S CLUB ELITE","7380 TOM DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","27803","110746","EBRP"
"POINT (-91.126267429861 30.583370695858)","ALDENS SCHOOL OF COSMETOLOGY","14979 PLANK RD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","611511",,,"31","-91","13748","191572","EBRP"
"POINT (-91.105607004277 30.388310130413)","ASIAN MARKET","8342 STE E PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","445000",,,"30","-91","50102","230281","EBRP"
"POINT (-91.187252263415 30.418121100738)","VOODOO BBQ","3347 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","38012","71836","EBRP"
"POINT (-91.133999336881 30.421389911916)","SPORT ZONE","4848 CONSTITUTION AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","36188","135832","EBRP"
"POINT (-91.074852133145 30.368712350789)","WALGREENS #3610","12881 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","446110","225-763-6281","http://walgreens.com/","30","-91","38075","20758","EBRP"
"POINT (-91.147309915371 30.444016917201)","CALANDROS SUPERMARKET INC","4142 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110",,"http://calandros.com/","30","-91","25955","80620","EBRP"
"POINT (-91.186711011902 30.443117915031)","CHEVRON FOOD MART #2","510 SAINT FERDINAND ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","447000",,,"30","-91","26437","89340","EBRP"
"POINT (-91.132903109715 30.444301084177)","BREW BACHERS GRILL #3","5580 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","25631","95272","EBRP"
"POINT (-91.16609341301 30.472860610011)","CHIPPEWA SUPER STORE","2332 CHIPPEWA ST","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-356-9288",,"30","-91","26486","58125","EBRP"
"POINT (-91.07291038754 30.457179492959)","SIDE STOP STORE","10097 STE B2 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","453000",,,"30","-91","35761","136837","EBRP"
"POINT (-91.063595971481 30.378377280055)","SAMS CLUB #6527","10444 N MALL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","445110","225-295-1353","http://samsclub.com/","30","-91","35420","4010","EBRP"
"POINT (-91.161565301445 30.431722972961)","COUNTRY CORNER GROCERY","1923 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445120",,,"30","-91","2445","49052","EBRP"
"POINT (-91.051781745604 30.546745175763)","WINN-DIXIE #1581","10974 JOOR RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","445000",,"https://winndixie.com","31","-91","8883","202352","EBRP"
"POINT (-91.181678130363 30.434000700045)","CHATTERBOX LOUNGE","406 LOUISE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","26399","79821","EBRP"
"POINT (-91.156100781299 30.490327248961)","PLANK MARLET & DELI","4432 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","39408","83561","EBRP"
"POINT (-91.084308308338 30.385753716658)","AMC THEATERS MALL OF LOUISIANA 15","9168 MALL OF LOUISIANA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","512000",,,"30","-91","34676","134703","EBRP"
"POINT (-91.231577581023 30.682745823246)","BEAVER CREEK GOLF COURSE","1100 PORT HUDSON-PLAINS RD","ZACHARY","LOUISIANA","UNITED STATES","70791","PARISH","YES","713000",,,"31","-91","59949","8230","EBRP"
"POINT (-91.155620408783 30.423608389259)","PARRAIN'S SEAFOOD RESTAURANT","3225 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722110",,,"30","-91","6393","70319","EBRP"
"POINT (-91.192283569729 30.436937126733)","COLONNADE HOSPITALITY LLC","1110 S RIVER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","63238","155643","EBRP"
"POINT (-91.1342367214 30.444404579027)","BISTRO BYRONZ","5412 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722110",,,"30","-91","17324","93384","EBRP"
"POINT (-91.152005030716 30.502017199913)","PLANK ROAD MARKET","5686 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-355-0220",,"31","-91","34060","96360","EBRP"
"POINT (-91.118959863733 30.459964471821)","DONMOOR FOODMART","1079 N DONMOOR AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445120",,,"30","-91","21547","6949","EBRP"
"POINT (-91.153407040096 30.443843689204)","WALGREENS #2995","3550 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","446110","225-343-8878","http://walgreens.com/","30","-91","38070","74377","EBRP"
"POINT (-91.128212431916 30.497409682491)","LARRYS QUICK STOP","6288 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-354-0104",,"30","-91","17569","102360","EBRP"
"POINT (-91.159694992837 30.393301104867)","CVS PHARMACY","5360 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","446110",,"http://cvs.com/","30","-91","2569","92692","EBRP"
"POINT (-91.008138318013 30.425698089373)","SAVE MORE MARKET #3","2980 O'NEAL LN","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","445110","225-752-8181",,"30","-91","35472","66766","EBRP"
"POINT (-91.156753536569 30.469691205292)","TOP TEN SOCIAL CLUB","2453 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","37430","60089","EBRP"
"POINT (-91.122347769256 30.621892945097)","BATON ROUGE RACEWAY","17700 PLANK RD","ZACHARY","LOUISIANA","UNITED STATES","70791","PARISH","YES","711310",,,"31","-91","911","130130","EBRP"
"POINT (-91.089849598371 30.460061823783)","MURPHY USA #6988","9340 CORTANA PL","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","447000",,,"30","-91","33087","148257","EBRP"
"POINT (-91.162315963794 30.5937542937)","BAKER BLVD GROCERY","3308 BAKER BLVD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","445000",,,"31","-91","41826","189285","EBRP"
"POINT (-91.135348235381 30.446189306698)","SHOPPERS VALUE FOODS","5355 STE B GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","41525","134194","EBRP"
"POINT (-91.119423062332 30.451033474305)","DISCOUNT CIGARETTE & BEVERAGE","6908 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","27744","136916","EBRP"
"POINT (-91.135153463177 30.554378777082)","TOBACCO ZONE","11901 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","PARISH","YES","453000",,,"31","-91","37382","13775","EBRP"
"POINT (-91.053450335625 30.396241391092)","ELITE PERFORMANCE TRANSPORTATION","11620 STE 250 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","488000",,,"30","-91","42126","220043","EBRP"
"POINT (-91.122950150928 30.369357986661)","EXXON/ON THE RUN INC #2707651","8885 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000",,,"30","-91","26590","120682","EBRP"
"POINT (-91.152175145227 30.423590666927)","SALTGRASS STEAKHOUSE","2450 S ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445000",,,"30","-91","50249","67090","EBRP"
"POINT (-91.126288088223 30.450650232243)","F C ZIEGLER CO","6184 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","28598","101236","EBRP"
"POINT (-91.129221308054 30.468537463701)","TRI AMBIENT LOUNGE","6105 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","37549","100239","EBRP"
"POINT (-91.188311035128 30.435072851335)","CULTURE INC","450 OKLAHOMA ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","27202","84108","EBRP"
"POINT (-91.163133544524 30.450253466762)","CORNER DELI LLC","2427 STE A FLORIDA ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","41387","217009","EBRP"
"POINT (-91.180044250663 30.395647535557)","STRIPES FOOD MART","4405 ALVIN DARK AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","445000",,,"30","-91","50268","83213","EBRP"
"POINT (-91.17230156867 30.444029360823)","CITYROOTS LLC","1509 STE 106 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","65679","239724","EBRP"
"POINT (-91.179339476126 30.395846279032)","J L'S","1115 BOB PETTIT BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","722000",,,"30","-91","30602","9396","EBRP"
"POINT (-91.118013370425 30.454153851828)","TEXAS CLUB","456 N DONMOOR AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","36852","84760","EBRP"
"POINT (-91.131836833038 30.423663945103)","BEST WESTERN PLUS RICHMOND INN AND SUITES","2683 ENERGY DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","721000",,,"30","-91","25282","96243","EBRP"
"POINT (-91.082900480598 30.534468704506)","CIRCLE K STORES #2706807","9530 HOOPER RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","447000",,,"31","-91","59781","202675","EBRP"
"POINT (-91.078106462676 30.410698637279)","CVS PHARMACY","9608 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","446110",,"http://cvs.com/","30","-91","2569","127084","EBRP"
"POINT (-91.156573847714 30.469221349406)","LATE-NITE DRIVE THRU","2333 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722110",,,"30","-91","20251","138423","EBRP"
"POINT (-91.1164573028 30.430230850017)","NEWK'S EATERY","7211 STE B CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","42049","219871","EBRP"
"POINT (-91.1402618727 30.479172886427)","EXPRESS MART","3322 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000",,,"30","-91","3231","71429","EBRP"
"POINT (-91.112726428761 30.452341938517)","CVS PHARMACY 6124","7411 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","446110","225-928-8982","http://cvs.com/","30","-91","27281","153494","EBRP"
"POINT (-91.095175057595 30.379365942541)","VOODOO BBQ","10000 STE 160 PERKINS ROWE","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","38012","220011","EBRP"
"POINT (-91.154405469734 30.497025018203)","TONYS SEAFOOD","5215 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","37408","90919","EBRP"
"POINT (-91.177312955863 30.518146641038)","SCENIC CHEVRON","7776 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","447000",,,"31","-91","35484","113540","EBRP"
"POINT (-91.027811972213 30.541937844456)","MURPHY USA 7716","10250 SULLIVAN RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","447000",,,"31","-91","33086","203041","EBRP"
"POINT (-91.007213574991 30.359408225783)","WALGREENS #09518","15929 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","446110","225-752-2159","http://walgreens.com/","30","-91","38067","35100","EBRP"
"POINT (-91.187087459081 30.413077319054)","FAT BOY'S PIZZA","3624 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70802","LSU","YES","722000",,,"30","-91","66411","233132","EBRP"
"POINT (-91.139076948025 30.462917558223)","FAST STOP","1526 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","67888","136354","EBRP"
"POINT (-91.187589044531 30.412591203727)","MATHERNE'S MARKET AT LSU 005","85 GATEWAY CENTER LN","BATON ROUGE","LOUISIANA","UNITED STATES","70802","LSU","YES","445000",,,"30","-91","64204","233142","EBRP"
"POINT (-91.089256459529 30.44246312842)","KWIK STOP","9110 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","447110",,,"30","-91","2142","122297","EBRP"
"POINT (-91.107738846874 30.394888843325)","BLUE CORN TEQUILA & TACOS","7673 STE A5 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","64420","234933","EBRP"
"POINT (-91.023855907271 30.429322346414)","TIGER BAIT","14546 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","46942","28782","EBRP"
"POINT (-91.188379480424 30.447361567276)","STROUBE'S CHOP HOUSE","107 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","19245","154476","EBRP"
"POINT (-91.121411572013 30.455286410021)","CLUB EXCALIBUR","6763 VAN GOGH AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722410",,,"30","-91","2231","106266","EBRP"
"POINT (-91.125610640149 30.424069905797)","IZZOS ILLEGAL BURRITO","6220 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","30550","101578","EBRP"
"POINT (-91.187221057731 30.447364835421)","CITY CLUB OF BATON ROUGE","355 NORTH BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","713000",,,"30","-91","26614","74361","EBRP"
"POINT (-91.189685112029 30.45121833037)","AZTECAS MEXICAN CUISINE","453 LAFAYETTE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","24752","142535","EBRP"
"POINT (-91.124832629768 30.457251263229)","JOHNS GROCERY & MARKET","6409 HARRY DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-927-8893",,"30","-91","30970","103484","EBRP"
"POINT (-91.09027910261 30.3917625403)","J ALEXANDERS RESTAURANTS LLC","6457 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","722000",,,"30","-91","30577","135999","EBRP"
"POINT (-91.132807879635 30.504602042146)","THE REAL ENTERTAINERS","5755 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70812","BATON ROUGE","YES","722000",,,"31","-91","23239","142293","EBRP"
"POINT (-91.153053838116 30.641357688811)","GATE CITY FOOD MART","3840 HIGHWAY 19","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","445000",,,"31","-91","47134","196211","EBRP"
"POINT (-91.059518471549 30.41944599592)","WALKER ENTEPRISES","3557 TOULON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","238000",,,"30","-91","47557","74458","EBRP"
"POINT (-91.123912697859 30.359642577724)","CVS PHARMACY","9326 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","446110",,"http://cvs.com/","30","-91","2569","169011","EBRP"
"POINT (-91.083225763995 30.476530757451)","RENDE QUIK STOP","3036 MONTERREY DR","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","445000",,,"30","-91","14489","67628","EBRP"
"POINT (-91.18764506705 30.439366503676)","PASTIME RESTAURANT & LOUNGE","252 SOUTH BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722110",,,"30","-91","6407","60825","EBRP"
"POINT (-91.005305200039 30.437612642794)","WAL MART SUPERCENTER #1266","2171 O'NEAL LN","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445110","225-751-3505","http://walmart.com/","30","-91","38059","54916","EBRP"
"POINT (-91.138549559302 30.487899726352)","PRESCOTT GROCERY","5153 PRESCOTT RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","6716","90317","EBRP"
"POINT (-91.109206309329 30.393952094345)","RACETRAC #2476","7648 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","447000",,,"30","-91","64120","112779","EBRP"
"POINT (-91.126905877483 30.35754864692)","TRACTION SPORTS PERFORMANCE","1430 GARDERE LN","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","50278","144516","EBRP"
"POINT (-91.027212229653 30.544398348389)","CALIENTE MEXICAN CRAVING","14455 STE E-F WAX RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","722110",,,"31","-91","22177","221093","EBRP"
"POINT (-91.169607862637 30.38926302528)","CALIENTE MEXICAN CRAVING","1072 W LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","722110",,,"30","-91","22177","6277","EBRP"
"POINT (-91.190613510558 30.541013254149)","GRAND PRIX CARWASH","10634 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","811192",,,"31","-91","7605","5583","EBRP"
"POINT (-91.081489606459 30.431049560964)","APPLEBEES # 9104","9702 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","24461","135446","EBRP"
"POINT (-91.189686480691 30.451269062922)","QUORUM CALL","140 MAIN ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722410",,,"30","-91","22189","136171","EBRP"
"POINT (-91.052607479742 30.412649838041)","ORIENTAL PEARL","4520 STE 107A S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","33546","144686","EBRP"
"POINT (-91.119565111384 30.558326412909)","COHN ARBORETUM","12206 FOSTER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","PARISH","YES","713000",,,"31","-91","60031","15851","EBRP"
"POINT (-91.149971295778 30.647394220282)","CIRCLE K STORE #2707679","4444 HIGHWAY 19","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","447000",,,"31","-91","47186","196569","EBRP"
"POINT (-91.019431479155 30.409260413143)","MURPHY USA 7716","14241 STE A13 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447000",,,"30","-91","33086","141308","EBRP"
"POINT (-91.06127107958 30.391412400057)","HOOTERS RESTAURANT","6454 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","30144","104072","EBRP"
"POINT (-91.167784270652 30.468691001313)","PALACE I INC","2310 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","33630","57584","EBRP"
"POINT (-91.065200473992 30.384942086424)","RACETRAC #436","7102 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","447000",,,"30","-91","34565","108466","EBRP"
"POINT (-91.071249399329 30.455671430083)","MUGSYS INC","10090 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","33078","137197","EBRP"
"POINT (-91.138652120418 30.41379165508)","PIZZA ARTISTA","4831 STE A ROUZAN SQUARE AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","66978","245853","EBRP"
"POINT (-91.027808294806 30.540122983341)","BLACKIES PLACE LLC","10010 SULLIVAN RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","722000",,,"31","-91","66925","243273","EBRP"
"POINT (-91.13942560759 30.464845798402)","MOMS SEAFOOD & DELI","1792 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","32964","44564","EBRP"
"POINT (-91.050970535695 30.414846224112)","HUNAN CHINESE RESTAURANT","4215 STE 5 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722110",,,"30","-91","11529","81247","EBRP"
"POINT (-91.155040314208 30.495139038129)","MARECOS LOUNGE","5035 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","722000",,,"30","-91","32392","88823","EBRP"
"POINT (-91.128495922741 30.450681305244)","THAI PEPPER LLC","5958 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445000",,,"30","-91","36861","99051","EBRP"
