"title","category_or_snippet","description","tags","open_data_site","url","created"
"Drainage Maintenance Lot","Government","Polygon geometry with attributes displaying the Department of Maintenance Drainage Division maintenance lots in East Baton Rouge Parish, Louisiana.","Drainage, Maintenance, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/drainage-maintenance-lot/","2015-10-15T11:50:25.000"
"EBR Building Permits","Housing and Development","All construction and occupancy permits issued in East Baton Rouge Parish.","Construction, Permits, Building Permits","Open Data BR","https://data.brla.gov/Housing-and-Development/EBR-Building-Permits/7fq7-8j7r","2015-01-15T00:00:00.000"
"EBROSCO","Transportation and Infrastructure","Polygon geometry with attributes displaying the East Baton Rouge Sewerage Commission (EBROSCO) sewer system map key grid in East Baton Rouge Parish, Louisiana.","Sanitary, Sewer, EBROSCO, Grid, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::ebrosco/","2015-10-16T00:00:00.000"
"EBRP Library Circulation Statistics","Culture and Recreation","This dataset provides the monthly circulation statistics since 2013, including renewals, for all public libraries in East Baton Rouge Parish.","Book, EBRPL, Circulation, Library","Open Data BR","https://data.brla.gov/Culture-and-Recreation/EBRP-Library-Circulation-Statistics/m33w-s9q6","2019-05-15T00:00:00.000"
"EBRP Library Computer Usage Stats","Culture and Recreation","East Baton Rouge Parish Library computer usage statistics are organized by branch, year, and month. This dataset only includes the count for library patrons who have logged in to the Library’s public computers, located at any of the 14 locations.","EBRPL, Library, Education, Public Facility","Open Data BR","https://data.brla.gov/Culture-and-Recreation/EBRP-Library-Computer-Usage-Stats/3u4i-fz9z","2019-07-23T00:00:00.000"
"EBRP Library Gate Counts","Culture and Recreation","This dataset provides the total number of patrons by month and year who visited all 14 public libraries in East Baton Rouge Parish. The data also includes the recycled read stats for each year and month.","EBRPL, Visitor, Gate, Library, Patron","Open Data BR","https://data.brla.gov/Culture-and-Recreation/EBRP-Library-Gate-Counts/stfv-hidx","2019-05-14T00:00:00.000"
"EBRP Street Name Changes","Transportation and Infrastructure","Official listing of all street name changes in East Baton Rouge Parish.","Street Name, Road, Street","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/EBRP-Street-Name-Changes/h9j4-yewx","2018-07-17T00:00:00.000"
"EBRP Tax Roll","Housing and Development","This dataset is a full listing of tax parcels in East Baton Rouge Parish including the cities of Baton Rouge, Baker, Central and Zachary. The records contained herein include information about taxpayers, homestead exemptions, adjudications, property details, and many other topics. The Assessor's Office provides this information for public use in an effort to better serve the taxpayers and property owners of East Baton Rouge Parish, Louisiana.","Property, Assessment, Tax Roll, Parcel","Open Data BR","https://data.brla.gov/Housing-and-Development/EBRP-Tax-Roll/myfc-nh6n","2015-12-21T00:00:00.000"
"Economic Development District","Business and Financial","Polygon geometry with attributes displaying economic development districts in East Baton Rouge Parish, Louisiana.","EDD, Economic, Development, District, Financial, Business","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/economic-development-district/","2016-06-22T15:09:58.000"
"Economic Development Zone","Business and Financial","Polygon geometry with attributes displaying economic development zones in East Baton Rouge Parish, Louisiana.","EDZ, Economic, Development, Zone, Financial, Business","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/economic-development-zone/","2016-06-22T15:09:28.000"
"Economic Historic District","Business and Financial","Polygon geometry with attributes displaying National Historic Districts with tax credit incentives in East Baton Rouge Parish, Louisiana.","Economic, Development, Historic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/economic-historic-district/","2020-01-09T07:00:16.000"
"Economic Opportunity Zone","Business and Financial","Polygon geometry with attributes displaying Census tracts designated as Louisiana Opportunity Zones in East Baton Rouge Parish, Louisiana.","Economic, Opportunity, Zone","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/economic-opportunity-zone/","2020-01-08T09:24:15.000"
"Economic TIF District","Business and Financial","Polygon geometry with attributes displaying the Tax Increment Financing (TIF) Districts in East Baton Rouge Parish, Louisiana.","Tax, Finance, TIF, Economic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/economic-tif-district/","2020-01-08T09:36:06.000"
"Enterprise Zone","Business and Financial","Polygon geometry with attributes displaying Enterprise Zones in East Baton Rouge Parish, Louisiana.","Enterprise, Economic, Development, Financial, Business","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/enterprise-zone/","2016-05-06T15:32:17.000"
"Existing Land Use","Housing and Development","Polygon geometry with attributes displaying the current (existing) use of property in the City of Baton Rouge and Parish of East Baton Rouge, Louisiana.","ELU, Land Use, Existing, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/existing-land-use/","2014-12-01T15:14:43.000"
"Fault Line","Environment","Line geometry with attributes displaying fault lines in East Baton Rouge Parish, Louisiana.","Fault, Geology","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/fault-line/","2016-10-20T18:10:17.000"
"Fire District","Government","Polygon geometry with attributes displaying fire districts in East Baton Rouge Parish, Louisiana.","Fire, Governmental, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/fire-district/","2014-12-01T15:24:36.000"
"Fitness Center","Culture and Recreation","Point geometry with attributes displaying fitness centers in East Baton Rouge Parish, Louisiana.","Fitness, Gym, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/fitness-center/","2015-12-17T11:40:46.000"
"Flood Hazard Area","Environment","Polygon geometry with attributes displaying the 2016 Federal Emergency Management Agency flood hazard areas in East Baton Rouge Parish, Louisiana.","Flood, Hazard, FIRM, FEMA","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/flood-hazard-area/","2014-12-01T15:58:20.000"
"Flood Panel","Environment","Polygon geometry with attributes displaying the Federal Emergency Management Agency Flood Insurance Rate Map panels in East Baton Rouge Parish, Louisiana.","FEMA, FIRM, Flood Panel, Flood","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/flood-panel/","2015-10-15T11:43:33.000"
"Flood Protection District","Government","Polygon geometry with attributes displaying flood protection districts in East Baton Rouge Parish, Louisiana.","Amite, Comite, Pontchartrain, Levee, Flood, Protection, District, Tax","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/flood-protection-district/","2017-03-20T13:15:41.000"
"Food Service Program","Government","Point geometry with attributes displaying food service program locations for summer youth meals in East Baton Rouge Parish, Louisiana.","Food, Service, Summer Meal, Youth, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/food-service-program/","2016-01-13T13:38:11.000"
"Future Land Use","Housing and Development","Polygon geometry with attributes displaying future land use as designated by the City of Baton Rouge and Parish of East Baton Rouge comprehensive plan (FUTUREBR).","FLU, Future, Land Use, FUTUREBR, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/future-land-use-1/","2015-10-15T11:32:39.000"
"Garbage Service","Government","Polygon geometry with attributes displaying garbage service pick-up days in East Baton Rouge Parish, Louisiana.","Garbage, Service, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/garbage-service/","2015-10-15T11:51:23.000"
"Gas Utility District","Government","The Gas Utility District hosted feature layer displays polygon geometry with attributes of Gas Utility District No. 1 in East Baton Rouge Parish, Louisiana.","District, Gas, Utility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/gas-utility-district/","2020-01-10T08:34:37.000"
"Government Agency","Government","Point geometry with attributes displaying government agencies in East Baton Rouge Parish, Louisiana.","Governmental, Agency, City, Federal","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/government-agency/","2015-10-16T07:30:55.000"
"Grease Trap","Transportation and Infrastructure","Point geometry with attributes displaying all permitted grease traps in East Baton Rouge Parish, Louisiana.","Pretreatment, Inspection, Grease Trap, Sanitary, Sewer, DES","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/grease-trap/","2020-02-26T10:32:42.000"
"Green Light Plan","Transportation and Infrastructure","Line geometry with attributes displaying the Green Light Plan transportation improvements in East Baton Rouge Parish, Louisiana.","GLP, Green Light, Transportation, Traffic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/green-light-plan/","2016-06-28T08:05:07.000"
"Grocery","Business and Financial","Point geometry with attributes displaying grocery stores in East Baton Rouge Parish, Louisiana.","Grocery, Business, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/grocery/","2015-10-16T07:31:45.000"
"Grocery Pharmacy","Business and Financial","Point geometry with attributes displaying grocery stores with a pharmacy in East Baton Rouge Parish, Louisiana.","Grocery, Pharmacy, Business, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/grocery-pharmacy/","2015-10-16T07:31:21.000"
"Group Nursing Home","Housing and Development","Point geometry with attributes displaying group and nursing homes in East Baton Rouge Parish, Louisiana.","Group, Home, Nursing, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/group-nursing-home/","2015-01-21T17:47:50.000"
"Gun Free Zone","Government","Polygon geometry with attributes displaying gun free zones in East Baton Rouge Parish, Louisiana.","Gun, Free, Zone","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::gun-free-zone/","2020-06-01T11:40:35.000"
"Health Care Business","Public Safety","Point geometry with attributes displaying all health care related businesses in East Baton Rouge Parish, Louisiana.","Health Care, Clinic, Medical, Outpatient","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/health-care-business/","2018-01-10T15:16:36.000"
"Health Screening","Public Safety","Point geometry with attributes displaying health screening locations in East Baton Rouge Parish, Louisiana.","Health, Screen, HealthyBR, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/health-screening/","2015-12-29T15:25:51.000"
"Herbicide Spray","Government","Line geometry with attributes displaying the herbicide spraying locations in East Baton Rouge Parish, Louisiana.","Herbicide, Spray, Maintenance, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::herbicide-spray/","2019-05-01T00:00:00.000"
"Historic","Culture and Recreation","Polygon geometry with attributes displaying National and local historic districts and landmarks in East Baton Rouge Parish, Louisiana.","Historic, National Registry, District, Landmark, Baton Rouge, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::historic/","2015-01-26T10:57:07.000"
"Historic Building Survey","Housing and Development","Polygon geometry with attributes displaying a survey of historic structures in the Garden District and Beauregard Town neighborhoods in East Baton Rouge Parish, Louisiana.","Historic, Building","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/historic-building-survey/","2020-01-13T11:59:05.000"
"Historic Marker","Culture and Recreation","Point geometry with attributes displaying locations of historic markers in East Baton Rouge Parish, Louisiana.","Historic, Marker","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/historic-marker/","2019-01-08T07:55:15.000"
"Hospital","Public Safety","Point geometry with attributes displaying hospital and specialty health care facilities in East Baton Rouge Parish, Louisiana.","Hospital, Health Care, Clinic, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::hospital/","2015-10-16T00:00:00.000"
"Hydrography","Environment","Polygon geometry with attributes displaying hydrography in East Baton Rouge Parish, Louisiana.","Stream, Water, River, Lake, Pond, Hydrography","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/hydrography/","2016-11-22T06:55:43.000"
"Industrial Area","Business and Financial","Polygon geometry with attributes displaying industrial areas in East Baton Rouge Parish, Louisiana.","Industrial, Financial, Business","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/industrial-area/","2016-10-27T11:22:07.000"
"Judicial Court Sections","Government","Polygon geometry with attributes displaying the 19th Judicial District Court Sections in East Baton Rouge Parish, Louisiana.","Judicial, District, Court, Section, Division","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/judicial-court-sections/","2020-01-09T14:43:52.000"
"Justice of the Peace Districts","Government","Polygon geometry with attributes displaying the Justice of the Peace districts in East Baton Rouge Parish, Louisiana.","Judicial, Political","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/justice-of-the-peace-districts/","2019-09-05T11:56:14.000"
"LA House","Government","Polygon geometry with attributes displaying boundaries of the Louisiana House of Representative Districts in East Baton Rouge Parish, Louisiana.","Louisiana, House, Representative, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/la-house/","2016-01-11T11:52:09.000"
"Land Cover 2017","Environment","Raster data classification for four classes including field, impervious surface, tree canopy, and water for East Baton Rouge Parish, Louisiana. Source imagery acquired from Eagleview captured in February and March of 2017 at six inch color near-infrared high resolution imagery.","Land, Cover, Field, Impervious, Tree, Water","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::land-cover-2017/","2020-03-12T15:07:54.000"
"Land Cover Ward Creek Watershed 2010","Environment","Raster data classification for four classes including field, impervious surface, tree canopy, and water for the upper, middle, and lower Ward Creek watersheds in East Baton Rouge Parish, Louisiana. Source imagery acquired from USGS captured in May 2010 at one meter color near-infrared high resolution imagery.","Land, Cover, Ward Creek, Watershed","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::land-cover-ward-creek-watershed-2010/","2019-12-31T08:54:49.000"
"Land Cover Ward Creek Watershed 2014","Environment","Raster data classification for four classes including field, impervious surface, tree canopy, and water for the upper, middle, and lower Ward Creek watersheds in East Baton Rouge Parish, Louisiana. Source imagery acquired from Sanborn Mapping captured in March 2014 at three inch resoution and resampled to approximately one meter resolution.","Land, Cover, Ward Creek, Watershed","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::land-cover-ward-creek-watershed-2014/","2019-12-31T09:15:32.000"
"Landscape Maintenance Agreement","Government","Polygon geometry with attributes displaying landscape maintenance agreements in East Baton Rouge Parish, Louisiana.","Maintenance, Mowing, Landscape","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/landscape-maintenance-agreement/","2016-05-20T11:59:23.000"
"LA Senate","Government","Polygon geometry with attributes displaying boundaries of Louisiana Senate districts in East Baton Rouge Parish, Louisiana.","Louisiana, Senate, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/la-senate/","2016-01-11T12:00:59.000"
"Legacy Baton Rouge Crime Incidents","Public Safety","***On January 1, 2021, the Baton Rouge Police Department switched to a new reporting system. This dataset contains data through 12/31/2020. For data from 1/1/2021 onward visit: https://data.brla.gov/Public-Safety/Baton-Rouge-Crime-Incidents/pbin-pcm7

Crimes reported in Baton Rouge and handled by the Baton Rouge Police Department. Crimes include Burglaries (Vehicle, Residential and Non-residential), Robberies (Individual and Business), Theft, Narcotics, Vice Crimes, Assault, Nuisance, Battery, Firearm, Homicides, Criminal Damage to Property, Sexual Assaults and Juvenile. In order to protect the privacy of sexual assault victims and juvenile victims, these incidents are not geocoded and will not be mapped.

Please see the disclaimer in the Attachments section of the About page.","Police, Crime, BRPD","Open Data BR","https://data.brla.gov/Public-Safety/Legacy-Baton-Rouge-Crime-Incidents/fabb-cnnu","2015-01-26T00:00:00.000"
"Legacy Baton Rouge Traffic Incidents","Transportation and Infrastructure","***On January 1, 2021, the Baton Rouge Police Department switched to a new reporting system. This dataset contains data through 12/31/2020. For data from 1/1/2021 onward visit: https://data.brla.gov/Government/Purchase-Orders-and-Contracts/2ung-w7t4

Traffic incident reports handled by Baton Rouge City Police","Traffic, Accident, Crash, Police, BRPD","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Legacy-Baton-Rouge-Traffic-Incidents/2tu5-7kif","2015-01-16T00:00:00.000"
"Legacy City-Parish Employee Annual Salaries","Government","***THIS DATASET IS NO LONGER UPDATED***   In November 2018, the City-Parish switched to a new payroll system. This dataset contains annual salaries through 2017. For data from 2018 onward, visit https://data.brla.gov/Government/City-Parish-Employee-Annual-Salaries/g9vh-zeiw   City-Parish employees' annual salaries and other payroll related information. Information is calculated after the last payroll is run for the year specified.","Longevity, Department, Employee, Salary","Open Data BR","https://data.brla.gov/Government/Legacy-City-Parish-Employee-Annual-Salaries/g5c2-myyj","2014-11-23T00:00:00.000"
"Legacy City-Parish Employees","Government","***THIS DATASET IS NO LONGER UPDATED***  In November 2018, the City-Parish switched to a new payroll system. We are in the final stages of adding employee data from the new system into Open Data BR. This data can be used to see employees as of the last day in the former payroll system.  City-Parish employees, both active and inactive, that exist in the City-Parish Payroll System.","Job Title, Salary, Employees","Open Data BR","https://data.brla.gov/Government/Legacy-City-Parish-Employees/gyhq-w3h3","2014-12-06T00:00:00.000"
"Legacy Purchase Orders","Government","***Please note, the City-Parish has implemented a new financial and procurement system. Effective 9/14/2017 all purchase order processing was halted in the legacy system. This dataset was comprised of data from this legacy system. Our new system went online on 10/2/2017. We are working towards providing the purchase orders from the new system and hope to have it available by the end of October. Listing of all purchase orders issued to procure goods and/or services within City-Parish. In the City-Parish Purchasing system, a purchase order (PO) is made up of two components: a header and one or many detail items that comprise the overarching PO. The header contains information that pertains to the entire PO. This includes, but is not limited to, the total amount of the PO, the department requesting the purchase and the vendor providing the goods or services. The detail item(s) contain information that is specific to the individual item ordered or service procured through the Purchase Order. The item/service description, item/service quantity and the cost of the item is located within the Purchase Order details. There may be one or many detail items on an individual Purchase Order. For example, a Purchase Order for a computer equipment may include three items: the computer, the monitor and the base software package. Both header information and detail item information are included in this dataset in order to provide a comprehensive view of the purchase order data. The Record Type field indicates whether the record is a header record (H) or detail item record (D). In the computer purchase example from above, the system would display 4 records – one header record and 3 detail item records. It should be noted header information will be duplicated on all detail items. No detail item information will be displayed on the header record.","Purchasing, Procurement, Purchase Orders","Open Data BR","https://data.brla.gov/Government/Legacy-Purchase-Orders/54bn-2sqf","2015-03-07T00:00:00.000"
"Legacy Traffic Signals","Transportation and Infrastructure","***THIS DATASET IS NO LONGER UPDATED*** This dataset contains location and attribute information about all traffic signals in East Baton Rouge Parish, Louisiana, updated through 05/16/2022. For actively updated data, visit: https://data.brla.gov/Transportation-and-Infrastructure/Traffic-Signal/itzf-d8pn","Traffic, Signal","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Traffic-Signals/i5j3-69mv","2015-06-27T00:00:00.000"
"Library","Government","Point geometry with attributes displaying public libraries in East Baton Rouge Parish, Louisiana.","Library, Public, Governmental, Facility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/library/","2015-10-16T07:33:33.000"
"Lot","Housing and Development","Polygon geometry with attributes displaying the recorded boundaries or lot lines of property in East Baton Rouge Parish, Louisiana.","Lot, Property, Legal, Record, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/lot/","2015-10-15T11:36:45.000"
"Lot Profile","Housing and Development","Polygon geometry with complete attributes displaying the recorded boundaries or lot lines of property in East Baton Rouge Parish, Louisiana.","Lot, Property, Legal, Record, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/lot-profile/","2016-10-27T18:02:54.000"
"Major Street Plan","Transportation and Infrastructure","Line geometry with attributes displaying the Major Street Plan in East Baton Rouge Parish, Louisiana.","MSP, Major Street Plan, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/major-street-plan/","2016-06-28T08:05:50.000"
"Medical Clinic","Public Safety","Point geometry with attributes displaying medical clinics in East Baton Rouge Parish, Louisiana.","Medical, Clinic, Dentist, Chiropractor, Health, After Hours, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/medical-clinic/","2016-06-08T22:26:00.000"
"Metropolitan Council District","Government","Polygon geometry with attributes displaying Metropolitan Council Districts in East Baton Rouge Parish, Louisiana.","Council District, Metropolitan, District, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/metropolitan-council-district/","2014-11-21T12:10:10.000"
"Mobile Home Park","Housing and Development","Point geometry with attributes displaying mobile home parks in East Baton Rouge Parish, Louisiana.","Mobile Home, Trailer, Residential","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/mobile-home-park/","2017-08-18T11:00:47.000"
"Mosquito and Rodent Service Requests","Government","Request for inspection and/or treatment of rodent and/or mosquito issues.","Request, Treatment, Trap, Spray, Rodent","Open Data BR","https://data.brla.gov/Government/Mosquito-and-Rodent-Service-Requests/bktv-u9ua","2020-02-07T00:00:00.000"
"Mosquito Spray Zone","Environment","Polygon geometry with attributes displaying mosquito spray zones in East Baton Rouge Parish, Louisiana.","Mosquito, Spray, MARC","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/mosquito-spray-zone/","2014-11-21T11:21:38.000"
"MOVEBR Proposed Advanced Traffic Management Projects","Transportation and Infrastructure","Point geometry with attributes displaying MOVEBR  advanced traffic management projects in East Baton Rouge Parish, Louisiana.","Transportation, MOVEBR","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/movebr-proposed-advanced-traffic-management-projects/","2017-07-27T12:46:05.000"
"MOVEBR Proposed Road Projects","Transportation and Infrastructure","Line geometry with attributes displaying locations of MOVEBR road projects in East Baton Rouge Parish, Louisiana.","Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/movebr-proposed-road-projects/","2017-07-27T10:05:15.000"
"Mowing Maintenance Lot","Government","Polygon geometry with attributes displaying mowing maintenance lots in East Baton Rouge Parish, Louisiana.","Mowing, Maintenance, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/mowing-maintenance-lot/","2015-10-15T11:52:47.000"
"Neighborhood","Housing and Development","Polygon geometry with attributes displaying neighborhoods in East Baton Rouge Parish, Louisiana.","Neighborhood, Place, Community, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/neighborhood/","2015-10-15T11:37:49.000"
"Neighborhood Association","Housing and Development","Polygon geometry with attributes displaying boundaries of neighborhood associations in East Baton Rouge Parish, Louisiana.","Neighborhood, Subdivision, Civic, Association, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/neighborhood-association/","2015-10-15T11:37:19.000"
"Open Checkbook BR","Government","Dataset used to support the Open Checkbook BR web portal (http://checkbook.brla.gov). This data set contains department level City-Parish spending. Some expenditures are not included as they are not tied to a particular department. In an effort to protect certain information telephone numbers and account numbers are masked with X's. Also, the Check Number field only includes the last 4 digits of the check number. To see all expenditures please visit the City-Parish Expenditures dataset.","Open Checkbook BR, Checkbook, Expenditures","Open Data BR","https://data.brla.gov/Government/Open-Checkbook-BR/7qhq-wwsg","2018-02-15T00:00:00.000"
"Overlay District","Housing and Development","Polygon geometry with attributes displaying overlay districts within East Baton Rouge Parish, Louisiana.","UDC, Overlay, Zoning, District, Planning","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::overlay-district/","2020-03-16T14:09:58.000"
"Parish Boundary","Government","Polygon geometry with attributes displaying the jurisdictional boundary of East Baton Rouge Parish, Louisiana.","Administrative, Government, Jurisdiction","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/parish-boundary/","2014-11-21T07:39:44.000"
"Pavement Edge","Transportation and Infrastructure","Polygon geometry displaying road pavement edges in East Baton Rouge Parish, Louisiana.","Transportation, Pavement, Road","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/pavement-edge/","2016-11-15T16:35:10.000"
"Pet Preparedness","Business and Financial","Point geometry with attributes displaying pet preparedness locations in East Baton Rouge Parish, Louisiana.","Pet, Animal, Preparedness, Kennel, Shelter, Vet, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::pet-preparedness-2/","2018-09-10T00:00:00.000"
"Pharmacy","Business and Financial","Point geometry with attributes displaying pharmacies in East Baton Rouge Parish, Louisiana.","Pharmacy, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/pharmacy/","2015-10-16T07:34:42.000"
"Planned Unit Developments","Housing and Development","Polygon geometry with attributes displaying Planning Commission case numbers for approved planned unit developments (PUD), small planned unit developments (SPUD), infill/small planned neighborhood developments (ISPUD), and traditional neighborhood developments (TND).","Planning, PUD","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/pud-case-number/","2018-05-22T14:15:19.000"
"Planning District","Government","Polygon geometry with attributes displaying planning districts in East Baton Rouge Parish, Louisiana.  The City-Parish Planning Commission created the planning districts after the 1970 Census.  The boundaries of planning districts are topologically aligned with many of the 1970 Census tracts.","Planning, Census","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/planning-district/","2018-01-31T11:48:29.000"
"Planning District Subarea","Government","Polygon geometry with attributes displaying the subarea boundaries of each planning district in East Baton Rouge Parish, Louisiana.","Planning, District, Subarea","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/planning-district-subarea/","2018-02-01T07:57:29.000"
"Play Place","Culture and Recreation","Point geometry with attributes displaying play places in East Baton Rouge Parish, Louisiana.","Play, Recreation, Park, Cultural","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/play-place/","2015-12-29T16:04:49.000"
"Police District","Public Safety","Polygon geometry with attributes displaying the Baton Rouge Police Department Districts in East Baton Rouge Parish, Louisiana.","Police, District, BRPD, City of Baton Rouge, Governmental, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/police-district/","2015-01-22T07:34:40.000"
"Polling Place","Government","Point geometry with attributes displaying polling places for voting precincts in East Baton Rouge Parish, Louisiana.","Polling, Voting, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/polling-place/","2015-10-26T09:59:03.000"
"Property Information","Housing and Development","This dataset is a combination of attribute information from the master address table and the lot or property records table. The address points are created within a building footprint and in the case where there is no building, then the point is the center of the lot. The address information comes from a variety of sources including final subdivision plats, building permits, E-911 master street address guide (MSAG) database, Polk City Directory, and field data collection.","Property, Address, Lot","Open Data BR","https://data.brla.gov/Housing-and-Development/Property-Information/re5c-hrw9","2014-11-30T00:00:00.000"
"Public Facilities","Government","This dataset contains information and addresses for all City-Parish facilities.","Public Works, Head Start Center, Community Center, Courthouse, Library","Open Data BR","https://data.brla.gov/Government/Public-Facilities/4u7h-jsge","2015-01-01T00:00:00.000"
"Public Facility","Government","Point geometry with attributes displaying public facilities in East Baton Rouge Parish, Louisiana.","Public, Governmental, Facility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/public-facility/","2015-10-16T07:35:39.000"
"Public Facility Property","Government","Polygon geometry with attributes displaying public facility property in East Baton Rouge Parish, Louisiana.","Public, Property, Facility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/public-facility-property/","2017-05-09T07:54:59.000"
"Public Land Survey System","Housing and Development","Polygon geometry with attributes displaying the Section, Township, and Range boundaries within East Baton Rouge Parish, Louisiana.","PLSS, Survey, Section, Township, Range, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/plss/","2015-10-15T11:38:15.000"
"Public Safety Facility","Public Safety","Point geometry with attributes displaying public safety facilities in East Baton Rouge Parish, Louisiana.","Public Safety, Police, Sheriff, Fire, EMS, Public, Facility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/public-safety-facility/","2015-10-16T07:35:59.000"
"Public Service Commission","Government","Polygon geometry with attributes displaying public service commission districts in East Baton Rouge Parish, Louisiana.","PSC, Public Service, Commission, District, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/public-service-commission/","2016-06-22T15:10:38.000"
