"parkid","park_name","full_address","city","state","zip","classification","website","acreage","airgun_range","airnasium","archery_range","indoor_basketball","outdoor_basketball","bike_repair_station","bird_watching_wildlife_viewing","blueway_trailhead","bmx_track","canoe_kayak_launch","cricket_pitch","croquet_court","disc_golf","dog_park","equestrian","fishing_access","fitness_center","fitness_station_outdoor","garden_aboretum","golf_course_9_hole","golf_course_18_hole","greenway_trailhead","mountain_bike_trail","multi_purpose_ball_field","nature_trail","pavilion","playgound","primitive_trail","rec_center","rugby_field","rv_park","sand_volleyball","shuffleboard","skate_park","soccer_field","spray_pad","stadium","swimming_pool","tennis_center","tennis_court","velodrome","walking_loop_outdoor","walking_track_indoor","geolocation"
"FESTA","FIESTA PARK","1000 FIESTA CT","BATON ROUGE","LOUISIANA","70815.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Fiesta","1.266000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.07456 30.459672)"
"FLADM","MILTON WOMACK PARK","6201 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806.000000000000000","Special Facility","http://www.brec.org/index.cfm/park/MiltonJWomack","20.564000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.125656 30.45133)"
"FLNCR","FLANACHER ROAD PARK","801 S FLANNERY RD","BATON ROUGE","LOUISIANA","70815.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Flanacher","175.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.034639 30.450558)"
"FLNRY","FLANNERY ROAD PARK","864 FLONACHER RD","ZACHARY","LOUISIANA","70791.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/FlanneryRoad","16.509999999999998","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.229842 30.66636)"
"FREST","FOREST COMMUNITY PARK","13900 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","Community","http://www.brec.org/index.cfm/park/forestcommunitypark","115.62","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","POINT (-91.030829 30.43105)"
"FRFAX","FAIRFAX PARK","5300 S AFTON PKWY","BATON ROUGE","LOUISIANA","70806.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Fairfax","1.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.135021 30.453079)"
"FRHAC","FARR PARK EQUESTRIAN CENTER (ALICE AND WARREN)","6400 RIVER RD","BATON ROUGE","LOUISIANA","70820","Special Facility","http://www.brec.org/index.cfm/park/FarrPark","296.87400000000002","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.219035 30.382316)"
"FRNTN","FRENCHTOWN CONSERVATION AREA","17819 FRENCHTOWN RD","GREENWELL SPRINGS","LOUISIANA","70739","Conservation","http://www.brec.org/index.cfm/park/FrenchtownRoadConservationArea","497.99000000000001","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.986074 30.478605)"
"FRTAD","FORTUNE ADDITION PARK","5900 PEERLESS ST","BATON ROUGE","LOUISIANA","70811.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/FortuneAddition","10.180000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.132287 30.516849)"
"FRTYE","FORTY-EIGHTH STREET PARK","628 N 48TH ST","BATON ROUGE","LOUISIANA","70806","Neighborhood","http://www.brec.org/index.cfm/park/FortyEigthStreet","2.5499999999999998","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.141501 30.455139)"
"GAYSA","GAYOSA STREET PARK","2129 GAYOSA ST","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/Gayosa","0.32700000000000001","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.166618 30.454205)"
"GNTCT","GENTILLY COURT PARK","13750 GENTILLY CT","BATON ROUGE","LOUISIANA","70810.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/GentillyCourt","6.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.063314 30.370122)"
"GODWD","GOODWOOD PARK","6025 SEVENOAKS AVE","BATON ROUGE","LOUISIANA","70806","Neighborhood","http://www.brec.org/index.cfm/park/Goodwood","5.5599999999999996","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.129288 30.443276)"
"GRNWD","GREENWOOD COMMUNITY PARK","3601 THOMAS RD","BATON ROUGE","LOUISIANA","70807","Special Facility","http://www.brec.org/index.cfm/park/GreenwoodCommunityPark","658.85400000000004","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","POINT (-91.155481 30.558918)"
"GRNWD","GREENWOOD COMMUNITY PARK","3400 LAVEY LN","BAKER","LOUISIANA","70714","Golf Course","http://www.brec.org/index.cfm/park/GreenwoodCommunityPark","658.85400000000004","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","POINT (-91.16583 30.575345)"
"GRNWD","GREENWOOD COMMUNITY PARK","13350 SCOTLAND-ZACHARY HWY","BAKER","LOUISIANA","70714","Community","http://www.brec.org/index.cfm/park/GreenwoodCommunityPark","658.85400000000004","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO",
"GRNWD","GREENWOOD COMMUNITY PARK","2301 THOMAS RD","BATON ROUGE","LOUISIANA","70807","Golf Course","http://www.brec.org/index.cfm/park/GreenwoodCommunityPark","658.85400000000004","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","YES","NO","YES","NO","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","POINT (-91.171238 30.558653)"
"GRWSP","GREENWELL SPRINGS PARK","7550 SHADY PARK DR","GREENWELL SPRINGS","LOUISIANA","70739.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/GreenwellSprings","13.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.011185 30.520889)"
"GSYNG","GUS YOUNG PARK","4201 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/GusYoung","4.6499999999999995","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.147209 30.462018)"
"HLNRD","HIGHLAND ROAD COMMUNITY PARK","14024 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810","Community","http://www.brec.org/index.cfm/park/HighlandRoadCommunityPark","144.96300000000002","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","YES","NO","NO","NO","NO","NO","YES","NO","NO","YES","YES","NO","YES","NO","POINT (-91.075618 30.347841)"
"HMLTN","HAMILTON AVENUE PARK","16200 HAMILTON AVE","BATON ROUGE","LOUISIANA","70819.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/HamiltonAvenue","25.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.007306 30.481677)"
"HNTPT","HUNTERS POINT DRIVE PARK","4366 HUNTERS POINT DR","ZACHARY","LOUISIANA","70791","Neighborhood","http://www.brec.org/index.cfm/park/HuntersPoint","0.20000000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.159928 30.639156)"
"HOOPR","HOOPER ROAD PARK","6261 GUYNELL DR","BATON ROUGE","LOUISIANA","70811.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/HooperRoad","233.119000000000000","NO","NO","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.125716 30.533906)"
"HRDNG","HARDING STREET PARK","4037 HARDING ST","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/HardingStreet","10.330000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.156875 30.583614)"
"HVGDR","HARTLEY/VEY PARK AT GARDERE","1702 GARDERE LN","BATON ROUGE","LOUISIANA","70820.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/HartleyVeyGardere","14.865000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.12903 30.353264)"
"HVSPP","HARTLEY/VEY SPORTS PARK","2615 OAK VILLA BLVD","BATON ROUGE","LOUISIANA","70814.000000000000000","Special Facility","http://www.brec.org/index.cfm/park/HartleyVeyOakVilla","57.681999999999995","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.089107 30.471791)"
"HWLCP","HOWELL COMMUNITY PARK","5509 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","Community","http://www.brec.org/index.cfm/park/HowellCommunityPark","113.03200000000001","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.132644 30.479215)"
"INDPN","INDEPENDENCE COMMUNITY PARK","7505 INDEPENDENCE BLVD","BATON ROUGE","LOUISIANA","70806","Community","http://www.brec.org/index.cfm/park/independenceCommunityPark","96.019999999999996","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","YES","NO","YES","YES","NO","YES","YES","YES","NO","YES","NO","POINT (-91.111038 30.44536)"
"INDST","INDUSTRIPLEX PARK","10777 INDUSTRIPLEX BLVD","BATON ROUGE","LOUISIANA","70809","Neighborhood","http://www.brec.org/index.cfm/park/Industriplex","8.8620000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",
"JCKRN","JACOB KORNMEYER NATURE RESERVE","13000-13400 HOOPER RD","GREENWELL SPRINGS","LOUISIANA","70739.000000000000000","Conservation","http://www.brec.org/index.cfm/park/JacobKornmeyer","40.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.997903 30.570596)"
"JCKSN","JACKSON COMMUNITY PARK","12250 SULLIVAN RD","CENTRAL","LOUISIANA","70818","Community","http://www.brec.org/index.cfm/park/JacksonCommunityPark","9.5500000000000007","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","POINT (-91.040128 30.558812)"
"JFHWY","JEFFERSON HIGHWAY PARK","8133 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/JeffersonHighway","5.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.102789 30.422874)"
"JFRST","JEFFERSON STREET PARK","3503 JEFFERSON ST","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/JeffersonStreet","10.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.161549 30.5906)"
"JFRTR","JEFFERSON TERRACE PARK","10282 CAL RD","BATON ROUGE","LOUISIANA","70809.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/JeffersonTerrace","11.129999999999999","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.070068 30.400903)"
"JMWAT","JAMES WATSON PARK","10555 N PARK AVE","BATON ROUGE","LOUISIANA","70811.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/JamesWatson","14.760000000000000","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.117278 30.544963)"
"JNCRK","JONES CREEK NATURE RESERVE","12300 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816.000000000000000","Conservation","http://www.brec.org/index.cfm/park/JonesCreek","11.690000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.042472 30.44131)"
"KNDLW","KENDALWOOD CONSERVATION AREA","24700 KENDALWOOD RD","BATON ROUGE","LOUISIANA","70817.000000000000000","Conservation","http://www.brec.org/index.cfm/park/Kendalwood","85.116000000000000","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.912951 30.350498)"
"KNLDB","KINCHLOE LLOYD BAKER NATURE RESERVE","20821 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739.000000000000000","Conservation","http://www.brec.org/index.cfm/park/KinchloeLloydBaker","32.600000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.982634 30.552309)"
"KOLBY","KOLBY PARK","10620 CENTRAL PINE DR","CENTRAL","LOUISIANA","70818","Neighborhood","http://www.brec.org/index.cfm/park/Kolby","1.3999999999999999","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.021348 30.545177)"
"KRNAN","KERNAN AVENUE PARK","333 KERNAN AVE","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/KernanAvenue","5.210000000000000","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.155898 30.450691)"
"KRWRN","KERR WARREN PARK","4100 GERONIMO ST","BATON ROUGE","LOUISIANA","70805","Neighborhood","http://www.brec.org/index.cfm/park/KerrWarren","5.1429999999999998","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.161971 30.486832)"
"KTHYD","KATHY DRIVE PARK","1801 KATHY DR","BATON ROUGE","LOUISIANA","70816","Neighborhood","http://www.brec.org/index.cfm/park/KathyDrive","32.966999999999999","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.014462 30.443249)"
"LACLA","CLAYCUT BAYOU PARK","6998 ANTIOCH RD","BATON ROUGE","LOUISIANA","70817","Neighborhood","http://www.brec.org/index.cfm/park/Louisiana","7.2999999999999998","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.007377 30.387799)"
"LBRNT","LEBRENT AVENUE PARK","6401 LEBRENT AVE","BAKER","LOUISIANA","70714","Neighborhood","http://www.brec.org/index.cfm/park/LebrentAvenue","0.10000000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.127147 30.565944)"
"LEWRD","LEEWARD DRIVE PARK","5800 MENLO DR","BATON ROUGE","LOUISIANA","70808.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/LeewardDrive","0.500000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.152648 30.393011)"
"LFTHL","LAFITTE HILL PARK","618 JEAN LAFITTE AVE","BATON ROUGE","LOUISIANA","70810","Neighborhood","https://www.brec.org/index.cfm/park/LafitteHill","2.2639999999999998","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.061876 30.344789)"
"LFTST","LAFITTE DRIVE PARK","400 LAFITTE DR","BATON ROUGE","LOUISIANA","70819.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/LafitteStreet","13.449999999999999","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.028496 30.458806)"
"LIGON","LIGON ROAD PARK","21600 LIGON RD","ZACHARY","LOUISIANA","70791","Neighborhood","http://www.brec.org/index.cfm/park/LigonRoad","2.6799999999999997","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.222636 30.671966)"
"LMWLE","LEO AND MURLIN WILLIE PARK","4101 STUMBERG LN","BATON ROUGE","LOUISIANA","70817","Neighborhood","http://www.brec.org/index.cfm/park/LeoMurlinWillie","2.5389999999999997","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.035425 30.414269)"
"LNGFL","LONGFELLOW PARK","5201 LONGFELLOW DR","BATON ROUGE","LOUISIANA","70805.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Longfellow","10.910000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.157484 30.497594)"
"LNGRG","LONGRIDGE PARK","12127 LONGRIDGE AVE","BATON ROUGE","LOUISIANA","70816.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Longridge","11.310000000000000","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.046931 30.422027)"
"LNIER","LANIER DRIVE PARK","3901 LANIER DR","BATON ROUGE","LOUISIANA","70812.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/LanierDrive","3.238000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.107924 30.486603)"
"LTLFR","LITTLE FARMS PARK","3754 LITTLE FARMS DR","ZACHARY","LOUISIANA","70791","Neighborhood","http://www.brec.org/index.cfm/park/LittleFarms","2.2999999999999998","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.112145 30.640804)"
"LVETT","LOVETT ROAD PARK","13443 LOVETT RD","CENTRAL","LOUISIANA","70818","Neighborhood","http://www.brec.org/index.cfm/park/LovettRoad","62.469999999999992","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.038994 30.522875)"
"MAYFR","MAYFAIR PARK","650 S SABINE DR","BATON ROUGE","LOUISIANA","70810.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Mayfair","22.959999999999997","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.107876 30.375838)"
"MDISN","MADISON AVENUE PARK","1820 MADISON AVE","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/MadisonAvenue","0.97199999999999998","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.170475 30.467378)"
