"the_geom","id","lot_id","business_name","full_address","city","zip","phone_number","website","lot_location","lb_map","lot_num","block_num","property_info","subdivision","abc","business_naics_code","dotd_map","census_tract","block_group","school_district","voting_district","economic_dev_zone","enterprise_zone","industrial_area","historic_district","historic_landmark","redevelopment_district","udd_name","udod_name","existing_land_use","future_land_use","zoning_type","subd_restriction","plss","design_level","area_meas_acres","character_area","service_name","condominium","service_type"
"MULTIPOLYGON (((-91.135065960369 30.403464479432, -91.135520341881 30.403629561685, -91.13539157692 30.403880912454, -91.134937854964 30.403716009376, -91.135065960369 30.403464479432)))","116409","1430520161",,"1635 POLLARD PKWY","BATON ROUGE","70808",,,"Baton Rouge","52","19",,,"POLLARD ESTATES",,,"73","26.02","2","EBR-7","1-056","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 43","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.071593186346 30.443235941701, -91.071592093215 30.44365059223, -91.071588175892 30.443650029697, -91.071499019786 30.443642982056, -91.071415066607 30.443641308437, -91.071274776936 30.443643194617, -91.071275847844 30.443237465632, -91.071593186346 30.443235941701)))","85247","1120391179",,"10510 ALLYSON ST","BATON ROUGE","70815",,,"Baton Rouge","39","237",,,"BROADMOOR TERRACE",,,"169","37.01","5","EBR-1","1-053","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 87","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.125229422445 30.508267211044, -91.125220406576 30.508511122933, -91.124827475129 30.508519140791, -91.124836515247 30.508274560538, -91.125229422445 30.508267211044)))","161795","520140515",,"6244 SILVERLEAF AVE","BATON ROUGE","70812",,,"Parish","14","7",,,"NORTH MERRYDALE",,,"262","35.04","1","EBR-2","2-030","NO","YES","No",,,,,,"LDR","RN","A2",,"T6S R1E Sect 40","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.032156892144 30.364153947579, -91.032096849427 30.364228741129, -91.031499576116 30.363868278365, -91.031714563401 30.363518591177, -91.031845851933 30.363662296192, -91.03180110812 30.363741100087, -91.031819598236 30.363748994177, -91.031772477078 30.363831982901, -91.032179526205 30.364077633505, -91.032130879276 30.364138249444, -91.032156892144 30.364153947579)))","154097","1640856788",,"9243 AMBER DR","BATON ROUGE","70809",,,"Parish","85","9-A",,,"AIRLINE INDUSTRIAL PARK",,,"148","40.09","2","EBR-6","3-048","NO","NO","No",,,,,,"C, U","EC","C2",,"T8S R2E Sect 49","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.165289382872 30.467956477542, -91.165162574092 30.467961878579, -91.165143555943 30.467630879862, -91.165270387576 30.467625878491, -91.165289382872 30.467956477542)))","60303","910220354",,"2403 MADISON AVE","BATON ROUGE","70802",,,"Baton Rouge","22","6","15",,"SUBURB ISTROUMA",,,"37","9","3","EBR-3","1-016","YES","YES","No",,,"Old Town",,,"LDR","CN","A3.1",,"T7S R1W Sect 39","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.164132061252 30.5277383413, -91.164121650053 30.527417314581, -91.164185636009 30.527428594506, -91.164195557629 30.527736812279, -91.164132061252 30.5277383413)))","215452","440090371",,"2795 WREN ST","BATON ROUGE","70807",,,"Baton Rouge","9","23","38",,"SCOTLAND ADDITION",,,"295","31.03","1","EBR-3","1-091","YES","YES","No",,,,,,"LDR","CN","A3.1",,"T6S R1W Sect 46","Walkable","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.049406916414 30.414320962529, -91.049347463343 30.414310523954, -91.049230154218 30.414285883029, -91.049093042275 30.414252593492, -91.049091929461 30.413810075522, -91.049403616439 30.413810745261, -91.049406916414 30.414320962529)))","133318","1510490329",,"11908 LAKE SHERWOOD AVE S","BATON ROUGE","70816",,,"Baton Rouge","49","306",,,"LAKE SHERWOOD ACRES",,,"174","39.07","2","EBR-9","1-103","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R2E Sect 51","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.030559534623 30.458891496077, -91.030549923265 30.460993520162, -91.030547599197 30.461501800535, -91.030546650329 30.461709438623, -91.03054604392 30.461842014696, -91.029905643815 30.461835526261, -91.029893560102 30.463050366981, -91.029782417987 30.46306762581, -91.029801534799 30.458891815554, -91.030559534623 30.458891496077)))","97880","1220331446","BOOM SPEED SHOP","13822 FLORIDA BLVD, UNIT 19","BATON ROUGE","70819",,,"Parish","33","19-A-2",,,"FLORIDA HIGHWAY ACRES","NO","441000","188","45.03","3","EBR-1","3-012","NO","YES","No",,,,,,"C","C","R",,"T7S R2E Sect 5","Suburban","6","Suburban",,"NO",
"MULTIPOLYGON (((-91.106736285276 30.541966938774, -91.10641863848 30.541968204215, -91.106415713321 30.541418317726, -91.106733358356 30.541417052293, -91.106736285276 30.541966938774)))","7118","241060274",,"7846 PRICE AVE","BATON ROUGE","70811",,,"Parish","106","151",,,"GREENWOOD",,,"291","32.02","2","Central-7","2-010","NO","NO","No",,,,,,"LDR","RN","A1",,"T6S R1E Sect 77","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.099003001423 30.424034654633, -91.098953966567 30.424115869148, -91.098722176585 30.42401076014, -91.098771212619 30.42392954571, -91.099003001423 30.424034654633)))","103398","1410450838",,"7950 WRENWOOD BLVD, STE C","BATON ROUGE","70809",,,"Baton Rouge","45","56-A",,,"WRENWOOD TOWNHOMES",,,"110","38.02","3","EBR-9","3-031","NO","NO","No",,,,,,"MDR","CN","B1",,"T7S R1E Sect 40","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.063512413663 30.490280896866, -91.063266791881 30.49028322194, -91.063255875149 30.489886929559, -91.063509826004 30.489882971608, -91.063512413663 30.490280896866)))","33938","620200039",,"10821 RAINIER AVE","BATON ROUGE","70814",,,"Baton Rouge","20","1083",,,"PARK FOREST",,,"269","35.06","1","EBR-4","1-070","YES","NO","No",,,,,,"LDR","RN","A1",,"T6S R1E Sect 66","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.115730862868 30.318161372502, -91.115555193328 30.317774719477, -91.115756165897 30.317767413424, -91.11588342709 30.318139617662, -91.115832443206 30.318146175058, -91.115730862868 30.318161372502)))","129784","1620940529",,"3020 PELICAN POST CT","BATON ROUGE","70810",,,"Parish","94","192",,,"LAKES AT UNIVERSITY CLUB PLANTATION, THE",,,"127","40.16","2","EBR-8","3-070","NO","NO","No",,,,,,"LDR","RN","PUD",,"T8S R1E Sect 47","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.177603309712 30.445570011718, -91.177609588893 30.445745897578, -91.177520779201 30.445748392771, -91.177165542476 30.445758371144, -91.177159264082 30.445582485264, -91.17733688214 30.445577495302, -91.177514500179 30.445572506004, -91.177603309712 30.445570011718)))","54560","830341351",,"230 S 12TH ST","BATON ROUGE","70802",,,"Baton Rouge","34","8","6",,"YOUNG",,,"20","53","1","EBR-5","1-006","YES","YES","No","National - Eddie Robinson Sr.",,"Old Town",,,"UND","UN","A4",,"T7S R1W Sect 74","Urban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.176642111201 30.418620871852, -91.176281292423 30.418712491759, -91.176245452675 30.418606987142, -91.176597190101 30.418517672222, -91.176642111201 30.418620871852)))","62100","840420739",,"3289 HIGHLAND RD","BATON ROUGE","70802",,,"Baton Rouge","42","7",,,"ARBOUR PLACE",,,"31","25","4","EBR-7","1-044","NO","NO","No",,,"Old Town",,"NORTH GATE","C","NC","C2",,"T7S R1W Sect 54","Urban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.089564292797 30.549446675951, -91.089460087362 30.549102242813, -91.089705773937 30.549013743751, -91.089915790802 30.548936244132, -91.090006284519 30.549339894918, -91.089564292797 30.549446675951)))","182456","241060046",,"10605 BLACKWATER RD","BAKER","70714",,,"Central","106","1-D",,"MELVIN, ASHLEY CAMPBELL A/K/A ASHLEY",,,,"290","43.01","3","Central-7","3-037","NO","NO","No",,,,,,"LDR",,,,"T6S R1E Sect 78",,"0",,,"NO",
"MULTIPOLYGON (((-91.153568693282 30.658124236546, -91.153616442258 30.657858686647, -91.153773708067 30.657879068019, -91.153773515285 30.657880085234, -91.153725861594 30.65814510042, -91.153568693282 30.658124236546)))","202013","122170498",,"4549 AVENUE D","ZACHARY","70791",,,"Zachary","217","43",,,"KENNEDY",,,"335","46.02","2","Zachary-6","2-028","NO","YES","No",,,,,,"LDR",,,,"T4S R1E Sect 52",,"0",,,"NO",
"MULTIPOLYGON (((-91.152545190534 30.573144068099, -91.153042217942 30.573098092859, -91.153049551972 30.5731444544, -91.153062777074 30.573208605961, -91.153089102751 30.573290172181, -91.152553791742 30.573420419354, -91.152548788586 30.573414267797, -91.152545190534 30.573144068099)))","186780","331430990",,"13852 ALBA DR","BAKER","70714",,,"Baker","143","43",,,"PARKWOOD TERRACE",,,"301","42.01","2","Baker-1","2-009","NO","NO","No",,,,,,"LDR",,,,"T5S R1E Sect 54",,"0",,,"NO",
"MULTIPOLYGON (((-91.089918351216 30.365747562321, -91.090324099711 30.365399169941, -91.090471402936 30.365447766288, -91.090750032094 30.365539687049, -91.090646267318 30.365714395818, -91.090530552869 30.365909226451, -91.090492213435 30.36597254391, -91.090151977058 30.365868706172, -91.089981576601 30.365868009085, -91.089980926265 30.365861270097, -91.089979994987 30.365854554948, -91.089978783779 30.365847874466, -91.089977295749 30.365841234971, -91.089975530868 30.365834647287, -91.089973493279 30.365828119543, -91.089971184003 30.365821659857, -91.089968607179 30.365815276357, -91.089965765909 30.36580897807, -91.089962664332 30.365802773121, -91.089959304509 30.365796669634, -91.089955693706 30.365790674839, -91.08995183502 30.365784797763, -91.089947733636 30.365779045632, -91.089943394738 30.365773425671, -91.08993882455 30.365767945111, -91.089934028253 30.365762612078, -91.089929013117 30.365757431998, -91.089918351216 30.365747562321)))","140775","1630819051","SHOP GLAM BOX","11812 TOWERING OAKS DR","BATON ROUGE","70810",,,"Parish","81","31-A-1",,,"OAK HILLS PARK","NO","454100","131","40.06","3","EBR-8","3-049","NO","NO","No",,,,,,"LDR","RN","A1",,"T8S R1E Sect 37","Suburban","1","Suburban",,"NO",
"MULTIPOLYGON (((-91.109025881619 30.637364660886, -91.109438528909 30.637426377138, -91.109783265631 30.637689250105, -91.110039907439 30.637690167185, -91.110558185987 30.637691893695, -91.110491547963 30.638022862845, -91.109378793351 30.638021222397, -91.108824920179 30.63802040246, -91.109025881619 30.637364660886)))","201778","131890038",,"19387 PLANK RD","ZACHARY","70791",,,"Zachary","189","Y",,"AYERS, PEARL TRACT",,,,"324","46.02","3","Zachary-9","2-014","NO","YES","No",,,,,,"UND",,,,"T5S R1E Sect 37",,"2",,,"NO",
"MULTIPOLYGON (((-91.014313465152 30.373390762712, -91.014265065451 30.373350458196, -91.014169319983 30.373268908058, -91.014454267595 30.373009927216, -91.014501891178 30.373050848634, -91.01459818494 30.373131766584, -91.014313465152 30.373390762712)))","160036","1640787481",,"15637 ROSE MEADOW DR","BATON ROUGE","70817",,,"Parish","78","111",,,"LONG FARM VILLAGE",,,"153","45.09","3","EBR-6","3-034","NO","NO","No",,,,,,"LDR","RN","PUD",,"T8S R2E Sect 52","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.176891871142 30.388166699997, -91.176703097143 30.388145869892, -91.176747732749 30.387832042713, -91.176936505122 30.387852871853, -91.176891871142 30.388166699997)))","100968","1330570609","GEAUX BOX RENTALS","1688 BRIGHTSIDE DR","BATON ROUGE","70820",,,"Baton Rouge","57","21-A",,,"BRIGHTSIDE MANOR","NO",,"49","40.13","3","EBR-7","1-102","NO","NO","No",,,,,,"HDR","UN","C1",,"T7S R1W Sect 65","Suburban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.154732220991 30.541972726582, -91.154718808374 30.541643466142, -91.154938839769 30.541637013662, -91.154951745753 30.541966759603, -91.154732220991 30.541972726582)))","16727","440060113",,"3686 ASHWOOD AVE","BATON ROUGE","70807",,,"Baton Rouge","6","71",,,"GOLDEN RIDGE",,,"294","31.03","1","EBR-3","1-091","YES","YES","No",,,,,,"UND","EC","GA",,"T6S R1E Sect 97","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.098604140172 30.389830744566, -91.09876398916 30.389577472941, -91.098910606112 30.38964675955, -91.098752483836 30.389900847198, -91.098728508941 30.389889517637, -91.098604140172 30.389830744566)))","118269","1430650356",,"3419 MYRTLE GROVE DR","BATON ROUGE","70810",,,"Parish","65","27-A",,,"MYRTLE GROVE",,,"117","40.05","1","EBR-8","3-052","NO","YES","No",,,,,,"LDR","CN","A3.1",,"T7S R1E Sect 56","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.071299785334 30.480781730595, -91.070823637594 30.480786574382, -91.070820764655 30.480566627319, -91.071296911338 30.480561784444, -91.071299425693 30.480754237439, -91.071299785334 30.480781730595)))","37413","620251326",,"3447 RIDGEMONT DR","BATON ROUGE","70814",,,"Baton Rouge","25","431",,,"PARK FOREST",,,"269","35.06","2","EBR-4","1-070","YES","YES","No",,,,,,"LDR","RN","A1",,"T6S R1E Sect 66","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.254766222172 30.67597783451, -91.252682461428 30.676321978793, -91.252595098159 30.675954159222, -91.25243434991 30.675277351197, -91.252349808901 30.674921403526, -91.25446392837 30.674572248251, -91.254766222172 30.67597783451)))","2883","112640254",,"300-400 PORT HUDSON-PLAINS RD","ZACHARY","70791",,,"Parish","264","UND 20",,"TREAKLE, E. M. (LOUDON)",,,,"362","46.03","3","Zachary-1","2-032","NO","NO","No",,,,,,"UND","AG/RU","R",,"T4S R1W Sect 64","Rural","8","Rural",,"NO",
"MULTIPOLYGON (((-91.169893111478 30.523689561238, -91.169577396311 30.523698021108, -91.169575936619 30.523643043342, -91.169891916284 30.523634575684, -91.169893111478 30.523689561238)))","214756","430091292",,"8300-8400 MENSIA PL","BATON ROUGE","70807",,,"Baton Rouge","9","131",,,"WALESTOWN",,,"296","31.01","5","EBR-3","1-092","YES","YES","No",,,,,,"UND","CN","A3.1",,"T6S R1W Sect 13","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.014715742662 30.39514510751, -91.014985116314 30.395131928321, -91.015011236276 30.395530579208, -91.014998215866 30.395531263213, -91.014733160489 30.395545178123, -91.014715742662 30.39514510751)))","151080","1540700468",,"15225 SEVEN PINES AVE","BATON ROUGE","70817",,,"Parish","70","132",,,"SHENANDOAH ESTATES",,,"202","45.07","3","EBR-6","3-003","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R2E Sect 61","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.148723061247 30.495482995854, -91.148520212938 30.495489526001, -91.148509210186 30.495135848163, -91.148712042068 30.495128801126, -91.148723061247 30.495482995854)))","42969","730161790",,"4110 BEECH ST","BATON ROUGE","70805",,,"Baton Rouge","16","5","11",,"SAINT GERARD PLACE, SOUTH",,,"246","4","2","EBR-2","1-025","YES","YES","No",,,,,,"LDR","RN","A2",,"T6S R1E Sect 52","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.184255977164 30.443992032853, -91.184269387781 30.444367994298, -91.18411541972 30.444372850664, -91.183860701704 30.444373176436, -91.183840501461 30.444001977473, -91.184255977164 30.443992032853)))","53848","820340467","MACRONET COMPUTERS","352 NAPOLEON ST","BATON ROUGE","70802",,,"Baton Rouge","34","UND","44",,"BEAUREGARD TOWN","NO","443120","11","52","2","EBR-5","1-001","YES","YES","No","National - Beauregard Town",,"Old Town",,,"MDR","CN","B1",,"T7S R1W Sect 49","Downtown","0","Downtown",,"NO",
"MULTIPOLYGON (((-91.075090231987 30.361252399788, -91.075034083489 30.361341727147, -91.075032868641 30.361343657977, -91.074731546519 30.361199698434, -91.074788909021 30.361108439468, -91.075090231987 30.361252399788)))","161162","1630815399",,"13388 NATCHEZ CT","BATON ROUGE","70810",,,"Parish","81","42",,,"NATCHEZ TRACE",,,"142","40.10","2","EBR-8","3-004","NO","NO","No",,,,,,"LDR","CN","A2.6",,"T8S R1E Sect 38","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.182049257018 30.455340287414, -91.181552850969 30.455356001191, -91.181549600145 30.455279075545, -91.18154707385 30.45521861544, -91.182045938757 30.455202824213, -91.182049257018 30.455340287414)))","54049","820340367",,"824 N 8TH ST","BATON ROUGE","70802",,,"Baton Rouge","34","C",,,"OLD SPANISH TOWN",,,"2","51","2","EBR-5","1-001","YES","YES","No","Local - Spanish Town",,"Old Town",,,"MDR","CN","B1",,"T7S R1W Sect 71","Downtown","0","Downtown",,"NO",
"MULTIPOLYGON (((-91.17341503563 30.428530533692, -91.173413227562 30.428475534144, -91.173726921941 30.428467782674, -91.173728749127 30.42852330094, -91.17341503563 30.428530533692)))","60180","840354220",,"2045 MARYLAND ST","BATON ROUGE","70802",,,"Baton Rouge","35","48-B","16",,"SOUTH BATON ROUGE",,,"31","25","1","EBR-5","1-045","NO","YES","No",,,"Old Town",,,"MDR","CN","A3.1",,"T7S R1W Sect 53","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.00425216895 30.405480191508, -91.004221209467 30.40548957288, -91.004192639362 30.405495853385, -91.004164851987 30.405505242641, -91.004138641005 30.405517550478, -91.004114799445 30.405532778873, -91.004093329494 30.405550267499, -91.004074230696 30.405570154377, -91.004058297813 30.405591918274, -91.004045532392 30.405615093716, -91.004035934532 30.405639650933, -91.004031885056 30.405665074448, -91.003337487567 30.405573816515, -91.003246226557 30.405353787455, -91.003364339263 30.405368682691, -91.003624346424 30.405401308805, -91.003883560816 30.405433905367, -91.004137226363 30.405465827272, -91.00425216895 30.405480191508)))","150860","1540680664",,"5243 E HUNTERS CHAPEL CT","BATON ROUGE","70817",,,"Parish","68","63",,,"SHENANDOAH RIDGE",,,"201","45.07","2","EBR-6","3-053","NO","NO","No",,,,,,"MDR","CN","R",,"T7S R2E Sect 53","Suburban","0","Suburban",,"YES",
"MULTIPOLYGON (((-91.17848397343 30.444908691033, -91.178271091685 30.444914673173, -91.178265497643 30.444758024058, -91.178479199503 30.444752019434, -91.17848397343 30.444908691033)))","56748","830341378",,"1046 LOUISIANA AVE","BATON ROUGE","70802",,,"Baton Rouge","34","2","243",,"YOUNG",,,"20","53","1","EBR-5","1-006","YES","YES","No","National - Eddie Robinson Sr.",,"Old Town",,,"MDR","UN","A4",,"T7S R1W Sect 74","Urban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.019489386926 30.441792999651, -91.019514550909 30.441998092947, -91.01908834362 30.442027713828, -91.01906933806 30.441822156982, -91.019489386926 30.441792999651)))","99571","1220410550",,"2138 HUNTERS WAY DR","BATON ROUGE","70816",,,"Parish","41","31",,,"HUNTERS' LAKE",,,"192","45.04","3","EBR-1","3-072","NO","NO","No",,,,,,"LDR","RN","R",,"T7S R2E Sect 47","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-90.991562051822 30.354970157486, -90.991464169608 30.354862014274, -90.991896092957 30.354567983909, -90.991991539754 30.354677784902, -90.991562051822 30.354970157486)))","176899","1650861717",,"18220 DOC'S WAY","BATON ROUGE","70817",,,"Parish","86","77",,,"JEFFERSON QUARTERS",,,"208","45.1","1","EBR-6","3-047","NO","NO","No",,,,,,"LDR","RN","R",,"T8S R2E Sect 39","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.147636844083 30.506623373229, -91.147478135235 30.506627176342, -91.147469796479 30.506313670451, -91.147537863437 30.506312050307, -91.147628507898 30.506309895316, -91.147636844083 30.506623373229)))","25622","510130054",,"4350 DAWSON DR","BATON ROUGE","70805",,,"Baton Rouge","13","49",,,"DENHAM PLACE",,,"247","2","2","EBR-2","1-058","YES","YES","No",,,,,,"LDR","RN","A2",,"T6S R1E Sect 38","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.184225540011 30.388646822108, -91.184176687409 30.388972431911, -91.184082306223 30.38896197655, -91.184131299963 30.388635434174, -91.184225540011 30.388646822108)))","101329","1330570321",,"2314 BRIGHTSIDE DR","BATON ROUGE","70820",,,"Baton Rouge","57","4-A-1",,,"SHARLO",,,"49","40.13","1","EBR-7","1-102","NO","YES","No",,,,,,"MDR","UN","A4",,"T7S R1W Sect 65","Suburban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.152232068255 30.415626362923, -91.152132797483 30.415787401094, -91.152003287958 30.415997496535, -91.15174985317 30.415887864406, -91.151982904858 30.415509800928, -91.152232068255 30.415626362923)))","98869","1320430890",,"3913 MIMOSA ST","BATON ROUGE","70808",,,"Baton Rouge","43","3","C",,"CLOVERDALE",,,"55","26.01","2","EBR-7","1-042","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 94","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.160534600716 30.435141107364, -91.160086642146 30.435153188291, -91.16008162855 30.435013553775, -91.160529586491 30.435001472863, -91.160534600716 30.435141107364)))","69174","930360890",,"1455 LETITIA ST","BATON ROUGE","70808",,,"Baton Rouge","36","10","12",,"ZEELAND PLACE",,,"32","23","2","EBR-5","1-048","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1W Sect 53","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.009662548731 30.573932859871, -91.009657115717 30.574922674037, -91.009339355694 30.574923469281, -91.009344791881 30.573933655128, -91.009662548731 30.573932859871)))","210039","251250509",,"16334 SPANISH CT","GREENWELL SPRINGS","70739",,,"Central","125","30",,,"BRIDLEWOOD NORTH",,,"285","43.02","2","Central-4","3-006","NO","NO","No",,,,,,"LDR",,,,"T5S R2E Sect 49",,"1",,,"NO",
"MULTIPOLYGON (((-91.135782890837 30.384787577199, -91.135716973224 30.384896513131, -91.135643066154 30.385018651873, -91.135138465615 30.384678036209, -91.135202011179 30.384607277294, -91.135303673534 30.384485895735, -91.135782890837 30.384787577199)))","115518","1430580918",,"641 CHIPPENHAM DR","BATON ROUGE","70808",,,"Baton Rouge","58","216",,,"KENILWORTH",,,"84","49","4","EBR-7","1-047","NO","NO","No",,,,,,"LDR","RN","A1",,"T8S R1E Sect 63","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.011893441526 30.384269475109, -91.011889188483 30.384310788963, -91.011876621151 30.384384774619, -91.011857819182 30.38445776092, -91.011451746937 30.38438552763, -91.011451713091 30.384237330018, -91.011893441526 30.384269475109)))","146021","1640704761",,"7313 DEBIT DR","BATON ROUGE","70817",,,"Parish","70","656",,,"OLD JEFFERSON",,,"205","45.09","1","EBR-6","3-033","NO","NO","No",,,,,,"LDR","RN","A2",,"T8S R2E Sect 4","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.137688535721 30.466923544181, -91.137529916753 30.466928011101, -91.137516956832 30.466580699524, -91.13767557728 30.466576256977, -91.137688535721 30.466923544181)))","73671","1010291079",,"5146 JACKSON AVE","BATON ROUGE","70806",,,"Baton Rouge","29","23","10",,"EAST FAIRFIELDS",,,"63","11.03","1","EBR-4","1-030","YES","YES","No",,,,,,"LDR","RN","A2",,"T7S R1E Sect 74","Suburban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.091026073599 30.406488249171, -91.090934488294 30.406678588412, -91.09049075503 30.406523312651, -91.090547492044 30.406401496581, -91.090579223584 30.406331881867, -91.091026073599 30.406488249171)))","108766","1410540567",,"4663 FLEET DR","BATON ROUGE","70809",,,"Parish","54","271",,,"WESTMINSTER PLACE",,,"115","38.04","1","EBR-9","3-017","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 39","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.14842874154 30.441277498488, -91.148026969451 30.441287819737, -91.148022357895 30.441137488671, -91.148424130408 30.441127172849, -91.14842874154 30.441277498488)))","71496","940360534",,"805 RICHLAND AVE","BATON ROUGE","70806",,,"Baton Rouge","36","10-A","39",,"CAPITAL HEIGHTS",,,"60","17","4","EBR-5","1-064","NO","NO","No",,,,,,"LDR","RN","A2",,"T7S R1E Sect 81","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.082728024777 30.466564152513, -91.082410754679 30.466572237155, -91.082397957394 30.46618746324, -91.082715227311 30.466179375924, -91.082728024777 30.466564152513)))","173445","1110310335",,"9380 W TAMPA DR","BATON ROUGE","70815",,,"Baton Rouge","31","602",,,"VILLA DEL REY",,,"165","36.01","2","EBR-4","1-054","YES","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 68","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.181115355471 30.520659002086, -91.180973065521 30.521468537516, -91.180025809736 30.521747345413, -91.179963639035 30.52164617422, -91.180571905131 30.521442756125, -91.180285594615 30.521180922034, -91.180250366316 30.52119597996, -91.180448070216 30.520680825056, -91.181115355471 30.520659002086)))","18168","430091475",,"T 8181 SCENIC HWY","BATON ROUGE","70807",,,"Baton Rouge","9","H-1",,"DRAGO, WILLIAM TRACT",,,,"236","33","2","EBR-3","1-092","YES","NO","No",,,,,,"UND","INST","M1",,"T6S R1W Sect 50","Walkable","2","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.188885746407 30.421888539316, -91.188831380246 30.421890013457, -91.18876306654 30.421891865634, -91.188754985077 30.42161727365, -91.188875270957 30.421614381333, -91.188885746407 30.421888539316)))","60835","840421186",,"964 W ROOSEVELT ST","BATON ROUGE","70802",,,"Baton Rouge","42","A","112",,"SOUTH BATON ROUGE",,,"29","24","1","EBR-7","1-005","NO","YES","No",,,"Old Town",,"NICHOLSON DRIVE","UND","CN","C1",,"T7S R1W Sect 54","Urban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.124907155991 30.38486974916, -91.12484929188 30.384965067137, -91.124705274826 30.385202300303, -91.124685585724 30.385234734739, -91.124067372177 30.384957629521, -91.124287778784 30.384592123502, -91.124907155991 30.38486974916)))","210531","1430591082",,"865 ALBERT HART DR","BATON ROUGE","70808",,,"Baton Rouge","59","61",,,"HIGHLAND ROAD ESTATES",,,"86","50","1","EBR-8","1-075","NO","NO","No",,,,,,"LDR","RN","A1",,"T8S R1E Sect 65","Suburban","1","Suburban",,"NO",
"MULTIPOLYGON (((-91.072973532443 30.479633407525, -91.072529272034 30.479646101464, -91.072528881439 30.479623521828, -91.072525451565 30.479425430844, -91.072969717215 30.47941314196, -91.072973532443 30.479633407525)))","37672","620251211",,"3342 JO ANNE DR","BATON ROUGE","70814",,,"Baton Rouge","25","271",,,"PARK FOREST",,,"221","35.06","5","EBR-4","1-070","YES","NO","No",,,,,,"LDR","RN","A1",,"T6S R1E Sect 66","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.16279483318 30.477533057588, -91.162667999861 30.477538264062, -91.162649405423 30.477208713388, -91.162776239363 30.477203506933, -91.16279483318 30.477533057588)))","41734","720220742",,"2611 WINBOURNE AVE","BATON ROUGE","70805",,,"Baton Rouge","22","8","99",,"SUBURB ISTROUMA",,,"228","5","2","EBR-3","1-018","YES","YES","No",,,,,,"UND","CN","A3.1",,"T6S R1W Sect 45","Walkable","0","Urban/Walkable",,"NO",
